,weekday,CL1_Comdty_PX-LAST-CHF,CL1_Comdty_start,CL1_Comdty_weeklyReturn,CL1_Comdty_buy,CL1_Comdty_sell,HO1_Comdty_PX-LAST-CHF,HO1_Comdty_start,HO1_Comdty_weeklyReturn,HO1_Comdty_buy,HO1_Comdty_sell,GC1_Comdty_PX-LAST-CHF,GC1_Comdty_start,GC1_Comdty_weeklyReturn,GC1_Comdty_buy,GC1_Comdty_sell,considered_assets,sub_considered_assets_1,sub_considered_assets_2,weighted_return,weighted_return_l,weighted_return_s
2011-11-20,Sunday,162.21613,,,,,1.41416,,,,,2011.33934,,,,,,,,,,
2011-11-21,Monday,160.97049,,,,,1.39634,,,,,1957.12377,,,,,,,,,,
2011-11-22,Tuesday,162.26568,,,,,1.41066,,,,,1978.59157,,,,,,,,,,
2011-11-23,Wednesday,160.24773,,,,,1.38445,,,,,1983.76733,,,,,,,,,,
2011-11-24,Thursday,160.24773,,,,,1.38445,,,,,1983.76733,,,,,,,,,,
2011-11-25,Friday,163.15919,start,0.0058136018902682,100.0,100.0,1.3858,start,-0.0200543078576682,,,1995.21316,start,-0.0080176326685878,-100.0,-100.0,"{'CL1_Comdty': 1.0, 'HO1_Comdty': 2.5, 'GC1_Comdty': 2.5}","{'CL1_Comdty': -5.116694178919041, 'HO1_Comdty': -10.998674335016032, 'GC1_Comdty': -49.531439863135326}","{'CL1_Comdty': 3.487585922341143, 'GC1_Comdty': 3.0361180059850574, 'HO1_Comdty': 0.7464383675154087}",0.013831234558856001,0.0058136018902682,0.0080176326685878
2011-11-26,Saturday,163.15919,,,,,1.3858,,,,,1995.21316,,,,,,,,,,
2011-11-27,Sunday,163.15919,,,,,1.3858,,,,,1995.21316,,,,,,,,,,
2011-11-28,Monday,164.32335,,,,,1.39524,,,,,2009.4677,,,,,,,,,,
2011-11-29,Tuesday,166.42441,,,,,1.41468,,,,,2008.07804,,,,,,,,,,
2011-11-30,Wednesday,165.7744,,,,,1.40129,,,,,2025.20627,,,,,,,,,,
2011-12-01,Thursday,166.45443,,,,,1.38339,,,,,2024.54262,,,,,,,,,,
2011-12-02,Friday,168.61354,start,0.0334296217087128,100.0,100.0,1.40038,start,0.0105209987011113,,,2048.81919,start,0.0268673197805091,-100.0,-100.0,"{'CL1_Comdty': 1.0, 'HO1_Comdty': 2.5, 'GC1_Comdty': 2.5}","{'CL1_Comdty': -6.947839587648773, 'HO1_Comdty': -11.203469939140543, 'GC1_Comdty': -51.20877773855468}","{'CL1_Comdty': 5.442393754463191, 'GC1_Comdty': 3.027660122428018, 'HO1_Comdty': 1.3754117205130274}",0.006562301928203704,0.0334296217087128,-0.0268673197805091
2011-12-03,Saturday,168.61354,,,,,1.40038,,,,,2048.81919,,,,,,,,,,
2011-12-04,Sunday,168.61354,,,,,1.40038,,,,,2048.81919,,,,,,,,,,
2011-12-05,Monday,168.11455,,,,,1.39694,,,,,2022.55905,,,,,,,,,,
2011-12-06,Tuesday,170.28603,,,,,1.42475,,,,,2039.63773,,,,,,,,,,
2011-12-07,Wednesday,168.17464,,,,,1.3997,,,,,2045.42363,,,,,,,,,,
2011-12-08,Thursday,165.21814,,,,,1.38038,,,,,2016.44436,,,,,,,,,,
2011-12-09,Friday,166.60142,start,-0.0119333239786081,100.0,100.0,1.36882,start,-0.0225367400277067,,,2015.43273,start,-0.0162954643157164,-100.0,-100.0,"{'CL1_Comdty': 1.0, 'HO1_Comdty': 2.5, 'GC1_Comdty': 2.5}","{'CL1_Comdty': -6.668978884062188, 'HO1_Comdty': -11.046082424926057, 'GC1_Comdty': -50.73080181755088}","{'CL1_Comdty': 2.261558352779379, 'GC1_Comdty': -1.5512159970265076, 'HO1_Comdty': -1.7748649468157107}",0.0043621403371083,-0.0119333239786081,0.0162954643157164
2011-12-10,Saturday,166.60142,,,,,1.36882,,,,,2015.43273,,,,,,,,,,
2011-12-11,Sunday,166.60142,,,,,1.36882,,,,,2015.43273,,,,,,,,,,
2011-12-12,Monday,165.64262,,,,,1.37598,,,,,1979.76921,,,,,,,,,,
2011-12-13,Tuesday,170.92833,,,,,1.40194,,,,,1988.49634,,,,,,,,,,
2011-12-14,Wednesday,163.77319,,,,,1.36884,,,,,1917.33224,,,,,,,,,,
2011-12-15,Thursday,160.10702,,,,,1.35005,,,,,1884.38781,,,,,,,,,,
2011-12-16,Friday,159.03552,start,-0.0454131783510608,100.0,100.0,1.3354,start,-0.0244151897254569,,,1903.23656,start,-0.0556685263318116,-100.0,-100.0,"{'CL1_Comdty': 1.0, 'HO1_Comdty': 2.0, 'GC1_Comdty': 3.0}","{'CL1_Comdty': -5.247678224584365, 'HO1_Comdty': -9.784267886478384, 'GC1_Comdty': -44.93938883344087}","{'CL1_Comdty': -2.6403267255059837, 'HO1_Comdty': -4.055499302346102, 'GC1_Comdty': -6.134971396076254}",0.010255347980750805,-0.0454131783510608,0.0556685263318116
2011-12-17,Saturday,159.03552,,,,,1.3354,,,,,1903.23656,,,,,,,,,,
2011-12-18,Sunday,159.03552,,,,,1.3354,,,,,1903.23656,,,,,,,,,,
2011-12-19,Monday,159.37543,,,,,1.32369,,,,,1898.76663,,,,,,,,,,
2011-12-20,Tuesday,163.93553,,,,,1.34742,,,,,1910.68276,,,,,,,,,,
2011-12-21,Wednesday,167.00787,,,,,1.38093,,,,,1913.53761,,,,,,,,,,
2011-12-22,Thursday,168.89634,,,,,1.38396,,,,,1914.88731,,,,,,,,,,
2011-12-23,Friday,169.13282,start,0.0634908478307237,100.0,100.0,1.37577,start,0.0302306425041186,,,1909.21436,start,0.003140860219709,-100.0,-100.0,"{'CL1_Comdty': 1.0, 'HO1_Comdty': 2.0, 'GC1_Comdty': 3.0}","{'CL1_Comdty': -7.597535919121261, 'HO1_Comdty': -11.010806764019, 'GC1_Comdty': -45.95499802312204}","{'CL1_Comdty': 2.3762960419465657, 'HO1_Comdty': 0.0468705680727861, 'GC1_Comdty': -2.3080822508781456}",0.060349987611014705,0.0634908478307237,-0.003140860219709
2011-12-24,Saturday,169.13282,,,,,1.37577,,,,,1909.21436,,,,,,,,,,
2011-12-25,Sunday,169.13282,,,,,1.37577,,,,,1909.21436,,,,,,,,,,
2011-12-26,Monday,169.13282,,,,,1.37577,,,,,1909.21436,,,,,,,,,,
2011-12-27,Tuesday,171.472,,,,,1.38039,,,,,1891.4655,,,,,,,,,,
2011-12-28,Wednesday,169.76012,,,,,1.38661,,,,,1872.3106,,,,,,,,,,
2011-12-29,Thursday,170.03891,,,,,1.39638,,,,,1842.19149,,,,,,,,,,
2011-12-30,Friday,168.10244,start,-0.0060921351633586,100.0,100.0,1.40028,start,0.0178154778778429,,,1867.18834,start,-0.0220122061097424,-100.0,-100.0,"{'CL1_Comdty': 1.0, 'HO1_Comdty': 2.0, 'GC1_Comdty': 3.0}","{'CL1_Comdty': -7.962520748605754, 'HO1_Comdty': -11.533495158542696, 'GC1_Comdty': -43.0681583379574}","{'CL1_Comdty': 1.1399512482231502, 'HO1_Comdty': -0.12351812437419965, 'GC1_Comdty': -6.386265513978902}",0.0159200709463838,-0.0060921351633586,0.0220122061097424
2011-12-31,Saturday,168.10244,,,,,1.40028,,,,,1867.18834,,,,,,,,,,
2012-01-01,Sunday,168.10244,,,,,1.40028,,,,,1867.18834,,,,,,,,,,
2012-01-02,Monday,168.10244,,,,,1.40028,,,,,1867.18834,,,,,,,,,,
2012-01-03,Tuesday,173.98924,,,,,1.45038,,,,,1894.95471,,,,,,,,,,
2012-01-04,Wednesday,175.94359,,,,,1.48787,,,,,1925.98311,,,,,,,,,,
2012-01-05,Thursday,175.66169,,,,,1.48115,,,,,1958.4737,,,,,,,,,,
2012-01-06,Friday,175.89284,start,0.046343170271651,100.0,100.0,1.50211,start,0.072721170051704,,,1961.87382,start,0.0507101924169042,-100.0,-100.0,"{'CL1_Comdty': 1.5, 'HO1_Comdty': 1.5, 'GC1_Comdty': 3.0}","{'CL1_Comdty': -9.41201068912929, 'HO1_Comdty': -14.293047492954182, 'GC1_Comdty': -47.20299507011722}","{'HO1_Comdty': 1.7441983814589792, 'CL1_Comdty': 1.3975254773905812, 'GC1_Comdty': -2.803900618852098}",-0.0043670221452531965,0.046343170271651,-0.0507101924169042
2012-01-07,Saturday,175.89284,,,,,1.50211,,,,,1961.87382,,,,,,,,,,
2012-01-08,Sunday,175.89284,,,,,1.50211,,,,,1961.87382,,,,,,,,,,
2012-01-09,Monday,174.87243,,,,,1.49845,,,,,1944.78401,,,,,,,,,,
2012-01-10,Tuesday,175.84783,,,,,1.5069,,,,,1966.04092,,,,,,,,,,
2012-01-11,Wednesday,174.64299,,,,,1.4989,,,,,1988.91556,,,,,,,,,,
2012-01-12,Thursday,169.24407,,,,,1.47344,,,,,1971.5475,,,,,,,,,,
2012-01-13,Friday,170.47458,start,-0.0308043238144315,100.0,100.0,1.47705,start,-0.0166831989667867,,,1973.47887,start,0.0059152886804921,-100.0,-100.0,"{'CL1_Comdty': 1.5, 'HO1_Comdty': 1.5, 'GC1_Comdty': 3.0}","{'CL1_Comdty': -7.817930179679274, 'HO1_Comdty': -14.090504770180168, 'GC1_Comdty': -47.60714440557233}","{'HO1_Comdty': 2.376596976737194, 'CL1_Comdty': -0.42455699320894097, 'GC1_Comdty': -0.6001387455148954}",-0.0367196124949236,-0.0308043238144315,-0.0059152886804921
2012-01-14,Saturday,170.47458,,,,,1.47705,,,,,1973.47887,,,,,,,,,,
2012-01-15,Sunday,170.47458,,,,,1.47705,,,,,1973.47887,,,,,,,,,,
2012-01-16,Monday,170.47458,,,,,1.47705,,,,,1973.47887,,,,,,,,,,
2012-01-17,Tuesday,173.36229,,,,,1.47695,,,,,1996.76414,,,,,,,,,,
2012-01-18,Wednesday,171.27835,,,,,1.44949,,,,,1980.24487,,,,,,,,,,
2012-01-19,Thursday,169.93732,,,,,1.45181,,,,,1962.25019,,,,,,,,,,
2012-01-20,Friday,166.70595,start,-0.0221066976671829,,100.0,1.42936,start,-0.0322873294742899,100.0,,1973.93977,start,0.000233546964706,-100.0,-100.0,"{'HO1_Comdty': 1.5, 'CL1_Comdty': 2.0, 'GC1_Comdty': 2.5}","{'CL1_Comdty': -8.028467625715269, 'HO1_Comdty': -13.284138595687141, 'GC1_Comdty': -47.34837662306135}","{'HO1_Comdty': 3.8083319008788328, 'GC1_Comdty': 1.9034516621380815, 'CL1_Comdty': 1.6192954007683016}",-0.0223402446318889,-0.0221066976671829,-0.000233546964706
2012-01-21,Saturday,166.70595,,,,,1.42936,,,,,1973.93977,,,,,,,,,,
2012-01-22,Sunday,166.70595,,,,,1.42936,,,,,1973.93977,,,,,,,,,,
2012-01-23,Monday,167.72303,,,,,1.43019,,,,,1977.90619,,,,,,,,,,
2012-01-24,Tuesday,166.64399,,,,,1.43688,,,,,1961.43133,,,,,,,,,,
2012-01-25,Wednesday,166.93293,,,,,1.43049,,,,,1997.77033,,,,,,,,,,
2012-01-26,Thursday,166.02577,,,,,1.43455,,,,,2011.92917,,,,,,,,,,
2012-01-27,Friday,165.43135,start,-0.0076457978854383,100.0,,1.43934,start,0.0069821458554878,,100.0,2013.93949,start,0.0202639009598555,-100.0,-100.0,"{'CL1_Comdty': 2.0, 'HO1_Comdty': 2.0, 'GC1_Comdty': 2.0}","{'CL1_Comdty': -6.992170160664847, 'HO1_Comdty': -12.697193372327447, 'GC1_Comdty': -49.06476554558107}","{'GC1_Comdty': 4.4934713972410085, 'HO1_Comdty': 1.7494789542549993, 'CL1_Comdty': -1.4600339498866166}",-0.013281755104367698,0.0069821458554878,-0.0202639009598555
2012-01-28,Saturday,165.43135,,,,,1.43934,,,,,2013.93949,,,,,,,,,,
2012-01-29,Sunday,165.43135,,,,,1.43934,,,,,2013.93949,,,,,,,,,,
2012-01-30,Monday,164.49373,,,,,1.43375,,,,,2017.17466,,,,,,,,,,
2012-01-31,Tuesday,164.60167,,,,,1.44425,,,,,2031.65139,,,,,,,,,,
2012-02-01,Wednesday,161.87239,,,,,1.43042,,,,,2026.31206,,,,,,,,,,
2012-02-02,Thursday,160.25402,,,,,1.43798,,,,,2043.45906,,,,,,,,,,
2012-02-03,Friday,163.12367,start,-0.0139494720922002,100.0,100.0,1.47063,start,0.0217391304347826,,,2026.46244,start,0.0062181361764747,-100.0,-100.0,"{'CL1_Comdty': 2.0, 'HO1_Comdty': 2.0, 'GC1_Comdty': 2.0}","{'CL1_Comdty': -5.4730492377914794, 'HO1_Comdty': -12.644371493591784, 'GC1_Comdty': -50.4201098850764}","{'GC1_Comdty': 5.687075839281674, 'HO1_Comdty': -0.6824689298088057, 'CL1_Comdty': -3.5738425718869533}",-0.0201676082686749,-0.0139494720922002,-0.0062181361764747
2012-02-04,Saturday,163.12367,,,,,1.47063,,,,,2026.46244,,,,,,,,,,
2012-02-05,Sunday,163.12367,,,,,1.47063,,,,,2026.46244,,,,,,,,,,
2012-02-06,Monday,161.59071,,,,,1.49737,,,,,2008.74875,,,,,,,,,,
2012-02-07,Tuesday,162.93125,,,,,1.49625,,,,,2021.71465,,,,,,,,,,
2012-02-08,Wednesday,163.32048,,,,,1.49461,,,,,2000.62518,,,,,,,,,,
2012-02-09,Thursday,164.97274,,,,,1.50154,,,,,2009.41751,,,,,,,,,,
2012-02-10,Friday,164.07782,start,0.0058492430926793,100.0,100.0,1.49867,start,0.0190666585068982,,,2003.74881,start,-0.0112085127025596,-100.0,-100.0,"{'CL1_Comdty': 2.0, 'HO1_Comdty': 2.0, 'GC1_Comdty': 2.0}","{'CL1_Comdty': -6.841436449780258, 'HO1_Comdty': -15.107762963454432, 'GC1_Comdty': -49.18855606248276}","{'GC1_Comdty': 1.6940023863431375, 'HO1_Comdty': -0.4079989135222482, 'CL1_Comdty': -2.811318476911827}",0.0170577557952389,0.0058492430926793,0.0112085127025596
2012-02-11,Saturday,164.07782,,,,,1.49867,,,,,2003.74881,,,,,,,,,,
2012-02-12,Sunday,164.07782,,,,,1.49867,,,,,2003.74881,,,,,,,,,,
2012-02-13,Monday,167.52807,,,,,1.48583,,,,,2000.00556,,,,,,,,,,
2012-02-14,Tuesday,168.25114,,,,,1.49703,,,,,2003.62894,,,,,,,,,,
2012-02-15,Wednesday,170.6495,,,,,1.51528,,,,,2023.20562,,,,,,,,,,
2012-02-16,Thursday,171.04035,,,,,1.51975,,,,,2018.08127,,,,,,,,,,
2012-02-17,Friday,172.07062,start,0.0487134702301626,,100.0,1.50531,start,0.0044305951276798,100.0,,2009.03849,start,0.0026398917736599,-100.0,-100.0,"{'HO1_Comdty': 1.5, 'CL1_Comdty': 2.0, 'GC1_Comdty': 2.5}","{'CL1_Comdty': -8.481693730227008, 'HO1_Comdty': -15.906947923650089, 'GC1_Comdty': -49.43325083157195}","{'HO1_Comdty': 1.380274190813325, 'GC1_Comdty': 0.8867742875777025, 'CL1_Comdty': -0.6543829394841534}",0.0460735784565027,0.0487134702301626,-0.0026398917736599
2012-02-18,Saturday,172.07062,,,,,1.50531,,,,,2009.03849,,,,,,,,,,
2012-02-19,Sunday,172.07062,,,,,1.50531,,,,,2009.03849,,,,,,,,,,
2012-02-20,Monday,172.07062,,,,,1.50531,,,,,2009.03849,,,,,,,,,,
2012-02-21,Tuesday,175.15582,,,,,1.51828,,,,,2032.50216,,,,,,,,,,
2012-02-22,Wednesday,174.93635,,,,,1.53144,,,,,2044.15416,,,,,,,,,,
2012-02-23,Thursday,176.4742,,,,,1.53317,,,,,2049.69404,,,,,,,,,,
2012-02-24,Friday,177.44699,start,0.0312451364445598,,,1.52403,start,0.0124359766426849,100.0,100.0,2013.34751,start,0.0021448170462877,-100.0,-100.0,"{'HO1_Comdty': 1.5, 'CL1_Comdty': 2.0, 'GC1_Comdty': 2.5}","{'CL1_Comdty': -10.382556895496814, 'HO1_Comdty': -16.607744506766895, 'GC1_Comdty': -50.42276115218162}","{'HO1_Comdty': 3.5089244577185945, 'GC1_Comdty': 3.3141520926178565, 'CL1_Comdty': 2.891621557660557}",0.0102911595963972,0.0124359766426849,-0.0021448170462877
2012-02-25,Saturday,177.44699,,,,,1.52403,,,,,2013.34751,,,,,,,,,,
2012-02-26,Sunday,177.44699,,,,,1.52403,,,,,2013.34751,,,,,,,,,,
2012-02-27,Monday,176.31507,,,,,1.51756,,,,,2021.09389,,,,,,,,,,
2012-02-28,Tuesday,172.53061,,,,,1.48418,,,,,2030.34754,,,,,,,,,,
2012-02-29,Wednesday,174.63049,,,,,1.47835,,,,,1956.91257,,,,,,,,,,
2012-03-01,Thursday,178.1075,,,,,1.51537,,,,,1975.92411,,,,,,,,,,
2012-03-02,Friday,176.16764,start,-0.0072097588130404,100.0,,1.49462,start,-0.0192975203900185,,100.0,1979.24725,start,-0.0169370959710776,-100.0,-100.0,"{'CL1_Comdty': 1.0, 'HO1_Comdty': 2.0, 'GC1_Comdty': 3.0}","{'CL1_Comdty': -10.867449345582513, 'HO1_Comdty': -16.34236762484933, 'GC1_Comdty': -47.11936646928736}","{'CL1_Comdty': 5.315671631819767, 'HO1_Comdty': 3.3400487848154334, 'GC1_Comdty': -2.302998145462138}",-0.002360424418940899,-0.0192975203900185,0.0169370959710776
2012-03-03,Saturday,176.16764,,,,,1.49462,,,,,1979.24725,,,,,,,,,,
2012-03-04,Sunday,176.16764,,,,,1.49462,,,,,1979.24725,,,,,,,,,,
2012-03-05,Monday,175.85347,,,,,1.49894,,,,,1968.53094,,,,,,,,,,
2012-03-06,Tuesday,173.90632,,,,,1.49723,,,,,1947.26001,,,,,,,,,,
2012-03-07,Wednesday,175.96682,,,,,1.50876,,,,,1956.94751,,,,,,,,,,
2012-03-08,Thursday,175.08341,,,,,1.51854,,,,,1956.49606,,,,,,,,,,
2012-03-09,Friday,178.42983,start,0.0128411211048749,100.0,100.0,1.53307,start,0.0257256024942793,,,1993.57742,start,0.0072402121564146,-100.0,-100.0,"{'CL1_Comdty': 1.0, 'HO1_Comdty': 2.0, 'GC1_Comdty': 3.0}","{'CL1_Comdty': -10.010449808786747, 'HO1_Comdty': -16.39472454014316, 'GC1_Comdty': -46.292484199780525}","{'CL1_Comdty': 3.0067013367804556, 'HO1_Comdty': 0.9512383456170048, 'GC1_Comdty': -1.8332700967593971}",0.005600908948460299,0.0128411211048749,-0.0072402121564146
2012-03-10,Saturday,178.42983,,,,,1.53307,,,,,1993.57742,,,,,,,,,,
2012-03-11,Sunday,178.42983,,,,,1.53307,,,,,1993.57742,,,,,,,,,,
2012-03-12,Monday,176.26518,,,,,1.51977,,,,,1975.42572,,,,,,,,,,
2012-03-13,Tuesday,177.4185,,,,,1.53771,,,,,1974.92898,,,,,,,,,,
2012-03-14,Wednesday,177.36738,,,,,1.55146,,,,,1937.82115,,,,,,,,,,
2012-03-15,Thursday,175.06227,,,,,1.51746,,,,,1937.84387,,,,,,,,,,
2012-03-16,Friday,177.26512,start,-0.0065275520354416,100.0,100.0,1.53637,start,0.0021525435890077,,,1922.19281,start,-0.0358072926006555,-100.0,-100.0,"{'CL1_Comdty': 1.0, 'HO1_Comdty': 2.0, 'GC1_Comdty': 3.0}","{'CL1_Comdty': -9.939306981142707, 'HO1_Comdty': -16.278697537691386, 'GC1_Comdty': -45.59097231787851}","{'CL1_Comdty': 1.2749469692822424, 'HO1_Comdty': 0.23102564090371214, 'GC1_Comdty': -2.7769800175425123}",0.029279740565213902,-0.0065275520354416,0.0358072926006555
2012-03-17,Saturday,177.26512,,,,,1.53637,,,,,1922.19281,,,,,,,,,,
2012-03-18,Sunday,177.26512,,,,,1.53637,,,,,1922.19281,,,,,,,,,,
2012-03-19,Monday,177.93513,,,,,1.51789,,,,,1924.3451,,,,,,,,,,
2012-03-20,Tuesday,173.94806,,,,,1.50727,,,,,1901.95902,,,,,,,,,,
2012-03-21,Wednesday,176.35997,,,,,1.50151,,,,,1910.57978,,,,,,,,,,
2012-03-22,Thursday,173.39293,,,,,1.48562,,,,,1903.63097,,,,,,,,,,
2012-03-23,Friday,174.74075,start,-0.0142406470037647,100.0,100.0,1.49046,start,-0.0298821247485957,,,1914.05516,start,-0.0042335243153885,-100.0,-100.0,"{'CL1_Comdty': 1.0, 'HO1_Comdty': 2.0, 'GC1_Comdty': 3.0}","{'CL1_Comdty': -9.476622273976725, 'HO1_Comdty': -14.812174642855819, 'GC1_Comdty': -44.17293617235615}","{'CL1_Comdty': -0.6121790735262289, 'HO1_Comdty': -1.4429387243384852, 'GC1_Comdty': -4.981941186958205}",-0.0100071226883762,-0.0142406470037647,0.0042335243153885
2012-03-24,Saturday,174.74075,,,,,1.49046,,,,,1914.05516,,,,,,,,,,
2012-03-25,Sunday,174.74075,,,,,1.49046,,,,,1914.05516,,,,,,,,,,
2012-03-26,Monday,174.11637,,,,,1.49155,,,,,1930.9416,,,,,,,,,,
2012-03-27,Tuesday,174.56578,,,,,1.48651,,,,,1929.71269,,,,,,,,,,
2012-03-28,Wednesday,171.86034,,,,,1.48517,,,,,1903.41162,,,,,,,,,,
2012-03-29,Thursday,167.9423,,,,,1.46572,,,,,1901.18002,,,,,,,,,,
2012-03-30,Friday,167.38897,start,-0.0420724988304101,100.0,100.0,1.46187,start,-0.0191819975041261,,,1909.92181,start,-0.0021594727708891,-100.0,-100.0,"{'CL1_Comdty': 1.5, 'HO1_Comdty': 1.5, 'GC1_Comdty': 3.0}","{'CL1_Comdty': -7.787029379282969, 'HO1_Comdty': -13.824618715020504, 'GC1_Comdty': -43.93423624539274}","{'HO1_Comdty': -0.16827639375496692, 'CL1_Comdty': -1.582534963396394, 'GC1_Comdty': -1.8818760303968425}",-0.039913026059521,-0.0420724988304101,0.0021594727708891
2012-03-31,Saturday,167.38897,,,,,1.46187,,,,,1909.92181,,,,,,,,,,
2012-04-01,Sunday,167.38897,,,,,1.46187,,,,,1909.92181,,,,,,,,,,
2012-04-02,Monday,171.07451,,,,,1.49936,,,,,1919.89486,,,,,,,,,,
2012-04-03,Tuesday,168.99755,,,,,1.48834,,,,,1910.03605,,,,,,,,,,
2012-04-04,Wednesday,167.35388,,,,,1.47958,,,,,1871.66683,,,,,,,,,,
2012-04-05,Thursday,171.05786,,,,,1.48929,,,,,1897.64476,,,,,,,,,,
2012-04-06,Friday,171.05786,start,0.0219183498171952,100.0,100.0,1.48929,start,0.0187567978000779,,,1897.64476,start,-0.0064280380148128,-100.0,-100.0,"{'CL1_Comdty': 1.5, 'HO1_Comdty': 1.5, 'GC1_Comdty': 3.0}","{'CL1_Comdty': -8.413195938085034, 'HO1_Comdty': -14.59136074666108, 'GC1_Comdty': -43.42854189371988}","{'HO1_Comdty': -0.2705009563393218, 'CL1_Comdty': -0.5604274168479539, 'GC1_Comdty': -1.6661538203721908}",0.028346387832008,0.0219183498171952,0.0064280380148128
2012-04-07,Saturday,171.05786,,,,,1.48929,,,,,1897.64476,,,,,,,,,,
2012-04-08,Sunday,171.05786,,,,,1.48929,,,,,1897.64476,,,,,,,,,,
2012-04-09,Monday,168.83917,,,,,1.47127,,,,,1904.5582,,,,,,,,,,
2012-04-10,Tuesday,166.90256,,,,,1.45159,,,,,1929.06478,,,,,,,,,,
2012-04-11,Wednesday,169.21618,,,,,1.45661,,,,,1923.34853,,,,,,,,,,
2012-04-12,Thursday,170.07492,,,,,1.47467,,,,,1938.99734,,,,,,,,,,
2012-04-13,Friday,170.09655,start,-0.0056197943783465,100.0,100.0,1.49037,start,0.0007251777692725,-100.0,,1930.79455,start,0.0174689123584965,,-100.0,"{'CL1_Comdty': 1.5, 'GC1_Comdty': 2.0, 'HO1_Comdty': 2.5}","{'CL1_Comdty': -7.994697047629124, 'HO1_Comdty': -14.009628123072059, 'GC1_Comdty': -44.81934912168029}","{'GC1_Comdty': -1.162259994070623, 'CL1_Comdty': -1.7451245076676902, 'HO1_Comdty': -2.3293950067699}",-0.023088706736843,-0.0056197943783465,-0.0174689123584965
2012-04-14,Saturday,170.09655,,,,,1.49037,,,,,1930.79455,,,,,,,,,,
2012-04-15,Sunday,170.09655,,,,,1.49037,,,,,1930.79455,,,,,,,,,,
2012-04-16,Monday,170.07673,,,,,1.46155,,,,,1916.49593,,,,,,,,,,
2012-04-17,Tuesday,171.70644,,,,,1.46225,,,,,1912.89983,,,,,,,,,,
2012-04-18,Wednesday,169.33303,,,,,1.45959,,,,,1901.23595,,,,,,,,,,
2012-04-19,Thursday,168.5997,,,,,1.46218,,,,,1902.49249,,,,,,,,,,
2012-04-20,Friday,168.64311,start,-0.0085447941183992,100.0,100.0,1.45729,start,-0.0221958305655642,-100.0,-100.0,1890.18922,start,-0.0210303732212213,,,"{'CL1_Comdty': 1.5, 'GC1_Comdty': 2.0, 'HO1_Comdty': 2.5}","{'CL1_Comdty': -7.29193323748644, 'HO1_Comdty': -13.24990324228654, 'GC1_Comdty': -43.32181382314523}","{'GC1_Comdty': 0.1292508841095506, 'CL1_Comdty': -1.2490311088107624, 'HO1_Comdty': -1.6909858193013967}",0.013651036447165,-0.0085447941183992,0.0221958305655642
2012-04-21,Saturday,168.64311,,,,,1.45729,,,,,1890.18922,,,,,,,,,,
2012-04-22,Sunday,168.64311,,,,,1.45729,,,,,1890.18922,,,,,,,,,,
2012-04-23,Monday,168.40544,,,,,1.46714,,,,,1889.81398,,,,,,,,,,
2012-04-24,Tuesday,168.31071,,,,,1.45529,,,,,1893.62755,,,,,,,,,,
2012-04-25,Wednesday,169.2186,,,,,1.46982,,,,,1891.69179,,,,,,,,,,
2012-04-26,Thursday,169.46952,,,,,1.48139,,,,,1907.61341,,,,,,,,,,
2012-04-27,Friday,169.72957,start,0.0064423622168731,,100.0,1.47195,start,0.01005976847436,100.0,-100.0,1908.55129,start,0.0097144083807652,-100.0,,"{'HO1_Comdty': 1.5, 'CL1_Comdty': 2.0, 'GC1_Comdty': 2.5}","{'CL1_Comdty': -7.590476840799812, 'HO1_Comdty': -13.707706549863728, 'GC1_Comdty': -43.27833113840335}","{'HO1_Comdty': -0.16718986044988712, 'GC1_Comdty': -0.6924833891013796, 'CL1_Comdty': -1.0064344459921386}",-0.003617406257486899,0.0064423622168731,-0.01005976847436
2012-04-28,Saturday,169.72957,,,,,1.47195,,,,,1908.55129,,,,,,,,,,
2012-04-29,Sunday,169.72957,,,,,1.47195,,,,,1908.55129,,,,,,,,,,
2012-04-30,Monday,170.02566,,,,,1.47662,,,,,1912.28515,,,,,,,,,,
2012-05-01,Tuesday,172.26875,,,,,1.47462,,,,,1911.89946,,,,,,,,,,
2012-05-02,Wednesday,171.41959,,,,,1.46434,,,,,1909.77238,,,,,,,,,,
2012-05-03,Thursday,167.30973,,,,,1.44064,,,,,1890.49905,,,,,,,,,,
2012-05-04,Friday,161.40483,start,-0.0490470811892117,100.0,,1.41033,start,-0.0418628350147763,-100.0,100.0,1910.85186,start,0.0012054011920213,,-100.0,"{'CL1_Comdty': 1.5, 'GC1_Comdty': 2.0, 'HO1_Comdty': 2.5}","{'CL1_Comdty': -6.587435692834872, 'HO1_Comdty': -11.721300145565257, 'GC1_Comdty': -42.58295409055619}","{'GC1_Comdty': 0.7070750950863666, 'CL1_Comdty': 0.3671163047184615, 'HO1_Comdty': -1.5051850508708502}",-0.0430682362067976,-0.0418628350147763,-0.0012054011920213
2012-05-05,Saturday,161.40483,,,,,1.41033,,,,,1910.85186,,,,,,,,,,
2012-05-06,Sunday,161.40483,,,,,1.41033,,,,,1910.85186,,,,,,,,,,
2012-05-07,Monday,160.83567,,,,,1.40038,,,,,1907.70715,,,,,,,,,,
2012-05-08,Tuesday,159.91457,,,,,1.40981,,,,,1874.54223,,,,,,,,,,
2012-05-09,Wednesday,160.29347,,,,,1.42033,,,,,1870.77846,,,,,,,,,,
2012-05-10,Thursday,160.6192,,,,,1.41183,,,,,1870.89094,,,,,,,,,,
