,weekday,SM1_Index_PX-LAST-CHF,SM1_Index_start,SM1_Index_weeklyReturn,ES1_Index_PX-LAST-CHF,ES1_Index_start,ES1_Index_weeklyReturn,PT1_Index_PX-LAST-CHF,PT1_Index_start,PT1_Index_weeklyReturn,VG1_Index_PX-LAST-CHF,VG1_Index_start,VG1_Index_weeklyReturn,Z 1_Index_PX-LAST-CHF,Z 1_Index_start,Z 1_Index_weeklyReturn,GX1_Index_PX-LAST-CHF,GX1_Index_start,GX1_Index_weeklyReturn,ST1_Index_PX-LAST-CHF,ST1_Index_start,ST1_Index_weeklyReturn,CF1_Index_PX-LAST-CHF,CF1_Index_start,CF1_Index_weeklyReturn,OI1_Index_PX-LAST-CHF,OI1_Index_start,OI1_Index_weeklyReturn,QC1_Index_PX-LAST-CHF,QC1_Index_start,QC1_Index_weeklyReturn,ATT1_Index_PX-LAST-CHF,ATT1_Index_start,ATT1_Index_weeklyReturn,BE1_Index_PX-LAST-CHF,BE1_Index_start,BE1_Index_weeklyReturn,EO1_Index_PX-LAST-CHF,EO1_Index_start,EO1_Index_weeklyReturn,OT1_Index_PX-LAST-CHF,OT1_Index_start,OT1_Index_weeklyReturn,XP1_Index_PX-LAST-CHF,XP1_Index_start,XP1_Index_weeklyReturn,TP1_Index_PX-LAST-CHF,TP1_Index_start,TP1_Index_weeklyReturn,NI1_Index_PX-LAST-CHF,NI1_Index_start,NI1_Index_weeklyReturn,HI1_Index_PX-LAST-CHF,HI1_Index_start,HI1_Index_weeklyReturn,IH1_Index_PX-LAST-CHF,IH1_Index_start,IH1_Index_weeklyReturn,MES1_Index_PX-LAST-CHF,MES1_Index_start,MES1_Index_weeklyReturn,BZ1_Index_PX-LAST-CHF,BZ1_Index_start,BZ1_Index_weeklyReturn
2011-01-29,Saturday,4419.98,,,1131.12427,,,577.3995,,,2491.43139,,,6270.81961,,,9730.71609,,,18914.37892,,,3480.46422,,,77.47314,,,116.30506,,,,excluded,,2320.8566,,,329.42988,,,2239.43491,,,3527.56838,,,7.88565,,,94.8465,,,2183.81664,,,9319.20974,,,942.98938,,,95072.48487,,
2011-01-30,Sunday,4419.98,,,1131.12427,,,577.3995,,,2491.43139,,,6270.81961,,,9730.71609,,,18914.37892,,,3480.46422,,,77.47314,,,116.30506,,,,excluded,,2320.8566,,,329.42988,,,2239.43491,,,3527.56838,,,7.88565,,,94.8465,,,2183.81664,,,9319.20974,,,942.98938,,,95072.48487,,
2011-01-31,Monday,4381.74,,,1139.45662,,,582.17585,,,2505.30468,,,6318.58343,,,9752.17711,,,19006.85061,,,3501.85083,,,78.06175,,,117.42478,,,,excluded,,2314.13225,,,330.90248,,,2241.57419,,,3513.49162,,,7.79758,,,93.64064,,,2160.26292,,,9273.76616,,,955.69108,,,95265.38232,,
2011-02-01,Tuesday,4425.44,,,1151.17427,,,591.97864,,,2551.17703,,,6412.24515,,,9912.00224,,,19467.48969,,,3573.25669,,,81.0616,,,117.86314,,,,excluded,,2359.74243,,,337.90664,,,2276.29062,,,3549.6049,,,7.84591,,,94.22094,,,2157.78547,,,9055.70812,,,968.00864,,,97323.70017,,
2011-02-02,Wednesday,4423.4,,,1156.84609,,,596.07289,,,2569.49172,,,6525.1297,,,9957.32801,,,19659.32398,,,3582.29588,,,81.60887,,,115.70006,,,,excluded,,2374.34826,,,339.56732,,,2250.25165,,,3579.68725,,,8.01117,,,96.20485,,,2219.68218,,,9133.02682,,,967.70139,,,95945.7785,,
2011-02-03,Thursday,4417.25,,,1161.58414,,,603.04445,,,2529.86835,,,6514.00893,,,9879.50436,,,19301.88822,,,3524.73649,,,81.21568,,,116.37751,,,,excluded,,2348.89135,,,334.61019,,,2224.40231,,,3627.59977,,,8.04126,,,96.57204,,,2219.68218,,,9326.91117,,,967.51979,,,96129.94317,,
2011-02-04,Friday,4445.25,start,0.005717220439911592,1181.31996,start,0.04437681281474052,608.90119,start,0.05455787543979524,2560.54774,start,0.02774162285881763,6589.25715,start,0.0507808484065133,10001.32114,start,0.027809366494424167,19637.54668,start,0.03823375660700787,3566.16708,start,0.024623973867486083,81.68231,start,0.05433070093712479,117.58019,start,0.010963667444907422,,excluded,,2382.27844,start,0.026465159458796364,338.09561,start,0.026305233757180725,2247.00311,start,0.0033795132719441983,3710.90854,start,0.0519735240398089,8.09931,start,0.0270947860987996,97.44262,start,0.027371806023416774,2219.68218,start,0.016423329387214386,9189.14968,start,-0.0139561254257166,981.12217,start,0.04043819666346614,94799.52798,start,-0.0028710398215975575
2011-02-05,Saturday,4445.25,,,1181.31996,,,608.90119,,,2560.54774,,,6589.25715,,,10001.32114,,,19637.54668,,,3566.16708,,,81.68231,,,117.58019,,,,excluded,,2382.27844,,,338.09561,,,2247.00311,,,3710.90854,,,8.09931,,,97.44262,,,2219.68218,,,9189.14968,,,981.12217,,,94799.52798,,
2011-02-06,Sunday,4445.25,,,1181.31996,,,608.90119,,,2560.54774,,,6589.25715,,,10001.32114,,,19637.54668,,,3566.16708,,,81.68231,,,117.58019,,,,excluded,,2382.27844,,,338.09561,,,2247.00311,,,3710.90854,,,8.09931,,,97.44262,,,2219.68218,,,9189.14968,,,981.12217,,,94799.52798,,
2011-02-07,Monday,4465.74,,,1189.24962,,,611.28015,,,2578.98504,,,6650.51298,,,10074.35971,,,19743.75514,,,3596.58821,,,81.5959,,,117.90006,,,,excluded,,2400.28603,,,341.01725,,,2268.43757,,,3722.06226,,,8.15308,,,98.0186,,,2214.23939,,,9230.34816,,,978.88263,,,94863.80108,,
2011-02-08,Tuesday,4484.86,,,1195.92085,,,612.76391,,,2612.48308,,,6698.85274,,,10218.96539,,,19889.34073,,,3647.16493,,,81.96027,,,118.31634,,,,excluded,,2430.14223,,,345.73164,,,2286.83245,,,3757.63446,,,8.2541,,,99.1274,,,2204.89257,,,9094.68147,,,980.51707,,,96371.08534,,
2011-02-09,Wednesday,4484.86,,,1194.65543,,,608.57953,,,2617.03924,,,6687.40072,,,10263.93373,,,19931.39441,,,3649.4788,,,81.13259,,,118.36604,,,,excluded,,2450.38321,,,346.24303,,,2306.21045,,,3741.72192,,,8.21786,,,98.55298,,,2176.28558,,,9037.25836,,,962.61693,,,94267.91374,,
2011-02-10,Thursday,4471.2,,,1205.78356,,,615.94622,,,2622.08734,,,6729.11883,,,10328.86472,,,19929.67401,,,3664.35014,,,80.69637,,,118.25812,,,,excluded,,2428.90071,,,348.84958,,,2299.53159,,,3763.35546,,,8.24423,,,98.45778,,,2162.22044,,,9026.42797,,,960.3822,,,95267.89918,,
2011-02-11,Friday,4503.3,start,0.013058883077442254,1222.07777,start,0.03450192274750023,620.33818,start,0.01878299827267528,2625.34922,start,0.02530766327364007,6773.1389,start,0.027906294414386232,10383.1115,start,0.03817399268113101,20021.56077,start,0.019555094954457956,3670.59106,start,0.029281852941113466,81.90243,start,0.002694830741197137,119.8995,start,0.019725346591122208,,excluded,,2443.89176,start,0.025863190030800905,347.93366,start,0.02909842573821042,2285.30486,start,0.017045704044441702,3745.01981,start,0.00919216133523999,8.24423,start,0.017892882233177993,98.90901,start,0.01504875382045341,2177.75222,start,-0.018890073713165523,9242.90878,start,0.005850280153451511,977.5325,start,-0.0036587390538733375,97939.17317,start,0.03311878504988307
2011-02-12,Saturday,4503.3,,,1222.07777,,,620.33818,,,2625.34922,,,6773.1389,,,10383.1115,,,20021.56077,,,3670.59106,,,81.90243,,,119.8995,,,,excluded,,2443.89176,,,347.93366,,,2285.30486,,,3745.01981,,,8.24423,,,98.90901,,,2177.75222,,,9242.90878,,,977.5325,,,97939.17317,,
2011-02-13,Sunday,4503.3,,,1222.07777,,,620.33818,,,2625.34922,,,6773.1389,,,10383.1115,,,20021.56077,,,3670.59106,,,81.90243,,,119.8995,,,,excluded,,2443.89176,,,347.93366,,,2285.30486,,,3745.01981,,,8.24423,,,98.90901,,,2177.75222,,,9242.90878,,,977.5325,,,97939.17317,,
2011-02-14,Monday,4503.98,,,1216.01861,,,623.41415,,,2596.20443,,,6749.91201,,,10328.88524,,,19823.74751,,,3637.60691,,,82.67791,,,118.6379,,,,excluded,,2419.23642,,,345.95215,,,2262.86467,,,3790.44421,,,8.35736,,,99.58308,,,2198.48717,,,9439.3352,,,972.76186,,,98411.4588,,
2011-02-15,Tuesday,4523.79,,,1209.00931,,,623.24428,,,2596.94217,,,6730.28807,,,10306.76782,,,19892.10461,,,3637.69677,,,82.07086,,,117.65653,,,,excluded,,2419.66563,,,344.86181,,,2237.43175,,,3755.90836,,,8.28481,,,98.6566,,,2173.76868,,,9431.70977,,,969.92162,,,97600.33713,,
2011-02-16,Wednesday,4540.86,,,1211.51233,,,628.79811,,,2627.43025,,,6738.15595,,,10329.89965,,,20180.41101,,,3671.96676,,,82.88429,,,118.25137,,,,excluded,,2437.10067,,,345.61266,,,2244.65952,,,3737.84941,,,8.31346,,,99.07142,,,2184.32239,,,9434.28708,,,976.1382,,,98945.24506,,
2011-02-17,Thursday,4531.98,,,1201.30263,,,625.23467,,,2602.30488,,,6690.81397,,,10205.97689,,,20018.22323,,,3640.41251,,,81.85869,,,115.24676,,,,excluded,,2439.63716,,,343.88802,,,2204.75121,,,3744.2615,,,8.31101,,,98.65448,,,2177.2332,,,9416.57987,,,968.55209,,,98274.03693,,
2011-02-18,Friday,4541.54,start,0.00849155064064126,1199.99033,start,-0.01807367791331317,621.91825,start,0.002547110674374384,2606.44584,start,-0.00720032971461229,6678.90782,start,-0.013912468264898505,10240.38996,start,-0.013745546313357076,19956.60241,start,-0.0032444203899095196,3648.21307,start,-0.0060965630968437025,81.81154,start,-0.0011097350835622545,115.77624,start,-0.0343893010396207,,excluded,,2426.08233,start,-0.007287323559697993,345.5956,start,-0.006719844236973176,2222.82503,start,-0.02733982283659092,3741.48778,start,-0.0009431271873565469,8.29074,start,0.0056415214034542475,98.49954,start,-0.004139865518823805,2195.4051,start,0.008106009415524829,9231.15029,start,-0.001272163371929347,971.40977,start,-0.006263454156255722,98457.92754,start,0.005296699504493169
2011-02-19,Saturday,4541.54,,,1199.99033,,,621.91825,,,2606.44584,,,6678.90782,,,10240.38996,,,19956.60241,,,3648.21307,,,81.81154,,,115.77624,,,,excluded,,2426.08233,,,345.5956,,,2222.82503,,,3741.48778,,,8.29074,,,98.49954,,,2195.4051,,,9231.15029,,,971.40977,,,98457.92754,,
2011-02-20,Sunday,4541.54,,,1199.99033,,,621.91825,,,2606.44584,,,6678.90782,,,10240.38996,,,19956.60241,,,3648.21307,,,81.81154,,,115.77624,,,,excluded,,2426.08233,,,345.5956,,,2222.82503,,,3741.48778,,,8.29074,,,98.49954,,,2195.4051,,,9231.15029,,,971.40977,,,98457.92754,,
2011-02-21,Monday,4514.91,,,1199.99033,,,621.91825,,,2558.85124,,,6604.60092,,,10106.61587,,,19230.04121,,,3593.5124,,,80.96496,,,114.83302,,,,excluded,,2395.09262,,,342.52673,,,2199.17826,,,3696.56372,,,8.29523,,,98.58793,,,2181.40143,,,9333.03002,,,965.75786,,,96862.97608,,
2011-02-22,Tuesday,4479.4,,,1165.15676,,,609.975,,,2515.90613,,,6499.73993,,,10015.44494,,,18858.73654,,,3525.08391,,,80.10484,,,113.61251,,,,excluded,,2364.21778,,,337.79078,,,2176.3821,,,3595.36071,,,8.11034,,,96.45561,,,2116.05782,,,9170.85764,,,931.19548,,,94841.46458,,
2011-02-23,Wednesday,4479.4,,,1149.78279,,,600.00669,,,2490.7882,,,6415.59984,,,9852.0305,,,18778.08382,,,3488.04053,,,80.01973,,,112.05514,,,,excluded,,2335.65487,,,334.03772,,,2130.12932,,,3563.41293,,,8.0169,,,95.52259,,,2101.50232,,,9038.38531,,,924.56287,,,94663.78354,,
2011-02-24,Thursday,4422.71,,,1139.36483,,,598.22421,,,2475.53835,,,6336.77572,,,9718.82051,,,18723.95019,,,3473.48567,,,80.42663,,,111.6876,,,,excluded,,2315.39711,,,331.4799,,,2114.2621,,,3543.78836,,,7.92634,,,94.55937,,,2060.13442,,,8713.35333,,,918.20406,,,94704.49477,,
2011-02-25,Friday,4448.66,start,-0.020451212584277605,1155.97323,start,-0.036681212256102116,610.07,start,-0.019051137348035527,2502.41856,start,-0.03991154483378784,6413.62645,start,-0.039719274041425626,9787.74907,start,-0.04420152863006797,19079.22967,start,-0.04396403365536603,3525.04995,start,-0.03375984835227831,81.07159,start,-0.009044567551228021,112.80854,start,-0.02563306599005122,,excluded,,2339.06347,start,-0.03586805728888851,334.35565,start,-0.03252341754351029,2138.65686,start,-0.03786540499771137,3595.56055,start,-0.03900246067354516,7.96455,start,-0.03934389451363805,95.21472,start,-0.033348582135510445,2094.91394,start,-0.04577340191110973,8800.8335,start,-0.046615727886713774,932.90186,start,-0.03964126282155874,94770.63383,start,-0.03745045017834628
2011-02-26,Saturday,4448.66,,,1155.97323,,,610.07,,,2502.41856,,,6413.62645,,,9787.74907,,,19079.22967,,,3525.04995,,,81.07159,,,112.80854,,,,excluded,,2339.06347,,,334.35565,,,2138.65686,,,3595.56055,,,7.96455,,,95.21472,,,2094.91394,,,8800.8335,,,932.90186,,,94770.63383,,
2011-02-27,Sunday,4448.66,,,1155.97323,,,610.07,,,2502.41856,,,6413.62645,,,9787.74907,,,19079.22967,,,3525.04995,,,81.07159,,,112.80854,,,,excluded,,2339.06347,,,334.35565,,,2138.65686,,,3595.56055,,,7.96455,,,95.21472,,,2094.91394,,,8800.8335,,,932.90186,,,94770.63383,,
2011-02-28,Monday,4500.57,,,1163.83086,,,618.71473,,,2536.73843,,,6478.89758,,,9946.23088,,,19251.95484,,,3571.26861,,,82.35664,,,115.91666,,,,excluded,,2359.48038,,,337.71604,,,2161.59049,,,3613.9599,,,8.07084,,,96.17351,,,2136.00234,,,8837.01936,,,937.83814,,,95572.93031,,
2011-03-01,Tuesday,4499.2,,,1141.0284,,,615.38434,,,2511.9546,,,6419.39369,,,9878.37393,,,19062.84472,,,3535.44116,,,82.32216,,,115.19188,,,,excluded,,2358.35587,,,336.8649,,,2170.93,,,3604.10474,,,8.16128,,,97.35605,,,2141.57602,,,9180.73619,,,929.42268,,,93745.90416,,
2011-03-02,Wednesday,4488.96,,,1137.30325,,,614.26602,,,2487.00976,,,6385.01428,,,9807.93777,,,19047.0941,,,3499.03412,,,81.89959,,,112.54024,,,,excluded,,2340.80169,,,333.16883,,,2141.7797,,,3552.04313,,,7.96549,,,94.50153,,,2086.49893,,,9117.4753,,,935.30174,,,94638.35744,,
2011-03-03,Thursday,4506.03,,,1170.01023,,,623.48829,,,2529.48381,,,6510.34973,,,10001.55305,,,19238.22488,,,3575.67691,,,82.98411,,,114.21801,,,,excluded,,2377.73692,,,340.6503,,,2187.53503,,,3592.13491,,,8.02023,,,95.40603,,,2113.47095,,,9208.73169,,,965.3158,,,97110.17518,,
2011-03-04,Friday,4455.49,start,0.0015352937738554817,1154.79473,start,-0.0010194872765349292,622.82774,start,0.020911928139393673,2504.94553,start,0.0010098110845213248,6449.60025,start,0.005608964020659586,9903.42709,start,0.011818654030941496,19154.121,start,0.003925280595461198,3529.04954,start,0.0011346193831948106,82.99548,start,0.023730754509687056,113.29733,start,0.004332916639112684,,excluded,,2377.17316,start,0.016292713083155358,340.0054,start,0.016897426437985967,2159.78117,start,0.00987737228682873,3606.69492,start,0.003096699344974113,8.03595,start,0.00896472493737872,95.93498,start,0.0075645866521478625,2130.7589,start,0.017110468986616178,9143.66303,start,0.03895421155280338,959.78694,start,0.028818765566615872,97171.86939,start,0.025337337769707736
2011-03-05,Saturday,4455.49,,,1154.79473,,,622.82774,,,2504.94553,,,6449.60025,,,9903.42709,,,19154.121,,,3529.04954,,,82.99548,,,113.29733,,,,excluded,,2377.17316,,,340.0054,,,2159.78117,,,3606.69492,,,8.03595,,,95.93498,,,2130.7589,,,9143.66303,,,959.78694,,,97171.86939,,
2011-03-06,Sunday,4455.49,,,1154.79473,,,622.82774,,,2504.94553,,,6449.60025,,,9903.42709,,,19154.121,,,3529.04954,,,82.99548,,,113.29733,,,,excluded,,2377.17316,,,340.0054,,,2159.78117,,,3606.69492,,,8.03595,,,95.93498,,,2130.7589,,,9143.66303,,,959.78694,,,97171.86939,,
2011-03-07,Monday,4439.1,,,1144.21296,,,613.16607,,,2489.10939,,,6421.16628,,,9876.77925,,,19150.68254,,,3497.19855,,,82.87651,,,113.98756,,,,excluded,,2357.33309,,,337.85502,,,2170.17548,,,3545.31084,,,7.94857,,,94.56538,,,2129.81629,,,9030.67353,,,946.92239,,,97171.86939,,
2011-03-08,Tuesday,4449.35,,,1165.17079,,,617.13129,,,2512.89049,,,6457.68592,,,9932.48714,,,19401.23211,,,3539.88595,,,83.40358,,,115.22077,,,,excluded,,2373.3478,,,339.99359,,,2185.3443,,,3593.18831,,,7.93494,,,95.1313,,,2188.99243,,,9210.10254,,,966.63317,,,97171.86939,,
2011-03-09,Wednesday,4402.91,,,1155.2361,,,610.97877,,,2490.05951,,,6419.59664,,,9826.17487,,,19389.8283,,,3500.84543,,,82.55103,,,115.54304,,,,excluded,,2344.23923,,,337.63816,,,2195.93082,,,3550.23334,,,7.92741,,,94.97868,,,2180.06295,,,9154.53644,,,963.11175,,,95676.02702,,
2011-03-10,Thursday,4379.0,,,1140.24131,,,597.07345,,,2462.54402,,,6282.92952,,,9700.75985,,,19046.66547,,,3464.83184,,,80.02777,,,114.27492,,,,excluded,,2338.35345,,,333.23568,,,2166.41229,,,3468.83563,,,7.80862,,,93.58927,,,2175.35104,,,9145.05318,,,941.70993,,,93706.62339,,
2011-03-11,Friday,4342.81,start,-0.02529014766052654,1146.27685,start,-0.00737609878077648,597.9699,start,-0.0399112602145818,2444.1171,start,-0.024283334416457362,6244.64651,start,-0.03177774312446741,9605.19686,start,-0.03011384112689007,18858.35538,start,-0.015441356980046138,3435.71889,start,-0.026446398369346744,79.81673,start,-0.03830027852119168,112.93335,start,-0.003212608805520818,,excluded,,2323.47655,start,-0.022588430200852497,330.34147,start,-0.028422872107325334,2135.7682,start,-0.01111824213191016,3449.53442,start,-0.043574658651749774,7.75788,start,-0.0346032516379519,91.78018,start,-0.043308499152238264,2128.25434,start,-0.0011754309696887133,9034.66559,start,-0.01192054427666274,945.04445,start,-0.01536016941426602,94080.22196,start,-0.031816280261025565
2011-03-12,Saturday,4342.81,,,1146.27685,,,597.9699,,,2444.1171,,,6244.64651,,,9605.19686,,,18858.35538,,,3435.71889,,,79.81673,,,112.93335,,,,excluded,,2323.47655,,,330.34147,,,2135.7682,,,3449.53442,,,7.75788,,,91.78018,,,2128.25434,,,9034.66559,,,945.04445,,,94080.22196,,
2011-03-13,Sunday,4342.81,,,1146.27685,,,597.9699,,,2444.1171,,,6244.64651,,,9605.19686,,,18858.35538,,,3435.71889,,,79.81673,,,112.93335,,,,excluded,,2323.47655,,,330.34147,,,2135.7682,,,3449.53442,,,7.75788,,,91.78018,,,2128.25434,,,9034.66559,,,945.04445,,,94080.22196,,
2011-03-14,Monday,4286.81,,,1130.08817,,,592.63416,,,2422.42062,,,6195.15843,,,9475.17901,,,18831.80128,,,3398.84571,,,78.67765,,,111.0159,,,,excluded,,2326.98535,,,328.65991,,,2102.44574,,,3400.63486,,,7.05435,,,85.62507,,,2119.94521,,,9132.13552,,,943.1251,,,94399.21217,,
2011-03-15,Tuesday,4159.78,,,1106.53529,,,579.89844,,,2347.16253,,,6025.98959,,,9093.40117,,,18246.02657,,,3281.91625,,,76.09347,,,106.34983,,,,excluded,,2228.6462,,,318.00881,,,2061.12777,,,3255.50326,,,6.56095,,,78.32779,,,2034.88667,,,8899.40122,,,915.44573,,,93168.59433,,
2011-03-16,Wednesday,4110.61,,,1080.55803,,,571.84506,,,2263.17092,,,5862.41387,,,8792.51015,,,17641.24495,,,3165.93713,,,75.0331,,,103.27506,,,,excluded,,2173.69498,,,309.67546,,,2017.04512,,,3222.63165,,,6.89618,,,82.06682,,,2024.89401,,,8943.95253,,,894.9498,,,90699.84082,,
2011-03-17,Thursday,4150.93,,,1082.44469,,,576.98991,,,2307.86752,,,5930.76323,,,8946.17049,,,17771.81907,,,3237.71624,,,76.53142,,,105.35459,,,,excluded,,2182.11756,,,314.41291,,,2054.02368,,,3167.73483,,,6.9272,,,81.56318,,,1964.48514,,,8775.32682,,,897.24451,,,89203.0658,,
2011-03-18,Friday,4162.75,start,-0.04146163428747755,1088.1033,start,-0.050749999880046415,579.83021,start,-0.030335456684358334,2344.10211,start,-0.04092070302196246,6011.2515,start,-0.03737521565492092,9078.27338,start,-0.054858165603489724,18073.77066,start,-0.04160409029262882,3297.62927,start,-0.040192351126840935,78.37377,start,-0.018078415389856405,109.74566,start,-0.028226294535670847,,excluded,,2235.9743,start,-0.037660052992572704,319.22631,start,-0.03364748603921876,2094.62717,start,-0.019262872253646146,3287.57082,start,-0.046952307262381233,6.92277,start,-0.10764667666939941,81.76343,start,-0.10913848719843436,1974.88468,start,-0.07206359555691078,8629.23318,start,-0.04487519830825318,901.76348,start,-0.045797814060492104,91274.00002,start,-0.029827968956037405
2011-03-19,Saturday,4162.75,,,1088.1033,,,579.83021,,,2344.10211,,,6011.2515,,,9078.27338,,,18073.77066,,,3297.62927,,,78.37377,,,109.74566,,,,excluded,,2235.9743,,,319.22631,,,2094.62717,,,3287.57082,,,6.92277,,,81.76343,,,1974.88468,,,8629.23318,,,901.76348,,,91274.00002,,
2011-03-20,Sunday,4162.75,,,1088.1033,,,579.83021,,,2344.10211,,,6011.2515,,,9078.27338,,,18073.77066,,,3297.62927,,,78.37377,,,109.74566,,,,excluded,,2235.9743,,,319.22631,,,2094.62717,,,3287.57082,,,6.92277,,,81.76343,,,1974.88468,,,8629.23318,,,901.76348,,,91274.00002,,
2011-03-21,Monday,4252.43,,,1109.13907,,,597.63719,,,2419.40649,,,6127.44766,,,9340.1915,,,18490.69971,,,3405.80153,,,80.11211,,,111.68669,,,,excluded,,2277.97318,,,327.5071,,,2161.79087,,,3339.54605,,,6.92277,,,82.2275,,,2015.91693,,,8674.94625,,,922.98119,,,91620.3035,,
2011-03-22,Tuesday,4251.73,,,1102.86659,,,594.35866,,,2412.70769,,,6137.33918,,,9289.70738,,,18471.45726,,,3389.76321,,,79.26746,,,110.95724,,,,excluded,,2285.17836,,,326.5797,,,2149.03454,,,3364.76233,,,7.25353,,,85.40419,,,2030.90772,,,8739.65663,,,922.63783,,,92474.82414,,
2011-03-23,Wednesday,4271.89,,,1111.83266,,,597.21736,,,2416.16404,,,6132.31244,,,9296.07,,,18548.56606,,,3403.12006,,,79.42451,,,111.31275,,,,excluded,,2274.2771,,,329.09722,,,2157.54226,,,3386.61357,,,7.21744,,,84.44319,,,2041.37996,,,8890.14341,,,937.60681,,,93591.58104,,
2011-03-24,Thursday,4319.16,,,1120.88433,,,597.63184,,,2463.74731,,,6180.70214,,,9505.78876,,,18888.13445,,,3458.41606,,,80.53828,,,113.166,,,,excluded,,2322.39329,,,333.3532,,,2191.43611,,,3438.0467,,,7.1379,,,84.11405,,,2048.50253,,,8948.92077,,,947.37139,,,93255.60018,,
2011-03-25,Friday,4335.85,start,0.04158308810281674,1141.7261,start,0.04928098278904227,602.97035,start,0.03990847596574881,2483.69811,start,0.059552013286656706,6256.009,start,0.04071656293202833,9603.58494,start,0.057864699377449244,19024.4781,start,0.05260149959211677,3486.24418,start,0.0571971239204825,81.52612,start,0.040222002846105435,114.56274,start,0.043893125249782124,,excluded,,2347.54999,start,0.04990025600920374,336.81126,start,0.055086155022748565,2214.27875,start,0.057123091743338614,3543.55279,start,0.07786356067000262,7.22956,start,0.044316075790471206,85.84059,start,0.049865324876904094,2101.04483,start,0.06388228704067922,9283.512,start,0.07582120060406125,961.57226,start,0.06632424280477633,94844.23242,start,0.03911554658739271
2011-03-26,Saturday,4335.85,,,1141.7261,,,602.97035,,,2483.69811,,,6256.009,,,9603.58494,,,19024.4781,,,3486.24418,,,81.52612,,,114.56274,,,,excluded,,2347.54999,,,336.81126,,,2214.27875,,,3543.55279,,,7.22956,,,85.84059,,,2101.04483,,,9283.512,,,961.57226,,,94844.23242,,
2011-03-27,Sunday,4335.85,,,1141.7261,,,602.97035,,,2483.69811,,,6256.009,,,9603.58494,,,19024.4781,,,3486.24418,,,81.52612,,,114.56274,,,,excluded,,2347.54999,,,336.81126,,,2214.27875,,,3543.55279,,,7.22956,,,85.84059,,,2101.04483,,,9283.512,,,961.57226,,,94844.23242,,
2011-03-28,Monday,4343.49,,,1133.12011,,,597.76724,,,2482.11808,,,6235.1315,,,9571.97959,,,19025.2358,,,3487.00802,,,81.47898,,,115.10046,,,,excluded,,2344.6778,,,336.66924,,,2167.05892,,,3532.62561,,,7.21067,,,84.86889,,,2085.93077,,,9317.37202,,,953.17775,,,93629.3641,,
2011-03-29,Tuesday,4345.58,,,1149.51248,,,603.04745,,,2486.18942,,,6272.85983,,,9592.37635,,,18864.40667,,,3507.49556,,,81.2933,,,115.66999,,,,excluded,,2373.61598,,,338.90111,,,2230.14807,,,3560.31818,,,7.19191,,,85.0282,,,2094.63411,,,9431.80959,,,970.1997,,,94408.15768,,
2011-03-30,Wednesday,4372.69,,,1153.42577,,,611.42431,,,2506.88201,,,6304.40617,,,9756.30703,,,19069.56433,,,3542.35084,,,81.91505,,,116.57869,,,,excluded,,2370.10827,,,340.83837,,,2251.03004,,,3620.15655,,,7.25483,,,86.53574,,,2127.87098,,,9520.94146,,,978.61874,,,96343.85974,,
2011-03-31,Thursday,4351.84,,,1146.68031,,,609.93192,,,2498.65531,,,6265.98397,,,9774.98763,,,18865.42395,,,3513.92702,,,82.21236,,,115.93412,,,,excluded,,2361.5777,,,339.28956,,,2242.48856,,,3634.86644,,,7.21696,,,86.27216,,,2129.40233,,,9514.31574,,,981.83048,,,97122.58013,,
2011-04-01,Friday,4406.06,start,0.016192903352283874,1165.50219,start,0.020824688162948923,622.09224,start,0.03171281970995737,2567.51941,start,0.033748586296585004,6450.83342,start,0.031141966068143432,10069.50564,start,0.048515289124937834,19305.86396,start,0.014790726900413552,3618.32171,start,0.037885335386920606,84.8591,start,0.040882357703273406,118.77204,start,0.0367423125529295,,excluded,,2405.19065,start,0.024553538900357996,346.94242,start,0.03007963569864031,2290.57336,start,0.03445573869143617,3690.01306,start,0.04133147681990651,7.14547,start,-0.011631413253365318,85.73124,start,-0.0012738728846109547,2182.58723,start,0.03881040463091893,9614.76584,start,0.0356819531229129,1009.96085,start,0.050322364748750154,99721.20635,start,0.0514208803799816
2011-04-02,Saturday,4406.06,,,1165.50219,,,622.09224,,,2567.51941,,,6450.83342,,,10069.50564,,,19305.86396,,,3618.32171,,,84.8591,,,118.77204,,,,excluded,,2405.19065,,,346.94242,,,2290.57336,,,3690.01306,,,7.14547,,,85.73124,,,2182.58723,,,9614.76584,,,1009.96085,,,99721.20635,,
2011-04-03,Sunday,4406.06,,,1165.50219,,,622.09224,,,2567.51941,,,6450.83342,,,10069.50564,,,19305.86396,,,3618.32171,,,84.8591,,,118.77204,,,,excluded,,2405.19065,,,346.94242,,,2290.57336,,,3690.01306,,,7.14547,,,85.73124,,,2182.58723,,,9614.76584,,,1009.96085,,,99721.20635,,
2011-04-04,Monday,4399.8,,,1162.91312,,,621.35089,,,2558.39792,,,6436.61918,,,10038.60572,,,19284.98311,,,3596.93814,,,85.14276,,,118.60267,,,,excluded,,2402.93382,,,346.6295,,,2299.09216,,,3694.07865,,,7.12439,,,85.80386,,,2208.6558,,,9718.19193,,,1018.27273,,,100624.0351,,
2011-04-05,Tuesday,4407.45,,,1163.24107,,,627.20732,,,2558.97785,,,6506.93457,,,10063.91354,,,19381.90439,,,3603.83301,,,85.94166,,,118.51221,,,,excluded,,2407.08399,,,347.4573,,,2307.96335,,,3711.31498,,,6.98695,,,84.59353,,,2208.6558,,,9703.22699,,,1017.16759,,,101025.21194,,
