date,weekday,HO1_Comdty_PX-LAST-CHF,imputed,HO1_Comdty_start
2003-07-26,Saturday,1.04338,imputed from 2170,
2003-07-27,Sunday,1.04338,imputed from 2171,
2003-07-28,Monday,1.04037,,
2003-07-29,Tuesday,1.04845,,
2003-07-30,Wednesday,1.08521,,
2003-07-31,Thursday,1.08769,,
2003-08-01,Friday,1.08769,imputed from 2176,start
2003-08-02,Saturday,1.08769,imputed from 2177,
2003-08-03,Sunday,1.08769,imputed from 2178,
2003-08-04,Monday,1.12501,,
2003-08-05,Tuesday,1.14369,,
2003-08-06,Wednesday,1.1234,,
2003-08-07,Thursday,1.15366,,
2003-08-08,Friday,1.14723,,start
2003-08-09,Saturday,1.14723,imputed from 2184,
2003-08-10,Sunday,1.14723,imputed from 2185,
2003-08-11,Monday,1.13238,,
2003-08-12,Tuesday,1.13921,,
2003-08-13,Wednesday,1.1026,,
2003-08-14,Thursday,1.11849,,
2003-08-15,Friday,1.10508,,start
2003-08-16,Saturday,1.10508,imputed from 2191,
2003-08-17,Sunday,1.10508,imputed from 2192,
2003-08-18,Monday,1.10491,,
2003-08-19,Tuesday,1.10226,,
2003-08-20,Wednesday,1.11477,,
2003-08-21,Thursday,1.17511,,
2003-08-22,Friday,1.17686,,start
2003-08-23,Saturday,1.17686,imputed from 2198,
2003-08-24,Sunday,1.17686,imputed from 2199,
2003-08-25,Monday,1.16786,,
2003-08-26,Tuesday,1.16614,,
2003-08-27,Wednesday,1.13882,,
2003-08-28,Thursday,1.143,,
2003-08-29,Friday,1.14929,,start
2003-08-30,Saturday,1.14929,imputed from 2205,
2003-08-31,Sunday,1.14929,imputed from 2206,
2003-09-01,Monday,1.14929,imputed from 2207,
2003-09-02,Tuesday,1.08897,,
2003-09-03,Wednesday,1.09525,,
2003-09-04,Thursday,1.07924,,
2003-09-05,Friday,1.05368,,start
2003-09-06,Saturday,1.05368,imputed from 2212,
2003-09-07,Sunday,1.05368,imputed from 2213,
2003-09-08,Monday,1.05021,,
2003-09-09,Tuesday,1.05797,,
2003-09-10,Wednesday,1.07103,,
2003-09-11,Thursday,1.04765,,
2003-09-12,Friday,1.02779,,start
2003-09-13,Saturday,1.02779,imputed from 2219,
2003-09-14,Sunday,1.02779,imputed from 2220,
2003-09-15,Monday,1.02922,,
2003-09-16,Tuesday,1.02299,,
2003-09-17,Wednesday,0.98344,,
2003-09-18,Thursday,0.97883,,
2003-09-19,Friday,0.95491,,start
2003-09-20,Saturday,0.95491,imputed from 2226,
2003-09-21,Sunday,0.95491,imputed from 2227,
2003-09-22,Monday,0.9489,,
2003-09-23,Tuesday,0.9584,,
2003-09-24,Wednesday,1.00952,,
2003-09-25,Thursday,0.99685,,
2003-09-26,Friday,1.00546,,start
2003-09-27,Saturday,1.00546,imputed from 2233,
2003-09-28,Sunday,1.00546,imputed from 2234,
2003-09-29,Monday,1.00616,,
2003-09-30,Tuesday,1.02568,,
2003-10-01,Wednesday,1.05019,,
2003-10-02,Thursday,1.06461,,
2003-10-03,Friday,1.09345,,start
2003-10-04,Saturday,1.09345,imputed from 2240,
2003-10-05,Sunday,1.09345,imputed from 2241,
2003-10-06,Monday,1.07212,,
2003-10-07,Tuesday,1.07703,,
2003-10-08,Wednesday,1.06802,,
2003-10-09,Thursday,1.12994,,
2003-10-10,Friday,1.15727,,start
2003-10-11,Saturday,1.15727,imputed from 2247,
2003-10-12,Sunday,1.15727,imputed from 2248,
2003-10-13,Monday,1.15654,,
2003-10-14,Tuesday,1.14834,,
2003-10-15,Wednesday,1.15524,,
2003-10-16,Thursday,1.14959,,
2003-10-17,Friday,1.1095,,start
2003-10-18,Saturday,1.1095,imputed from 2254,
2003-10-19,Sunday,1.1095,imputed from 2255,
2003-10-20,Monday,1.09669,,
2003-10-21,Tuesday,1.09787,,
2003-10-22,Wednesday,1.07328,,
2003-10-23,Thursday,1.08921,,
2003-10-24,Friday,1.0717,,start
2003-10-25,Saturday,1.0717,imputed from 2261,
2003-10-26,Sunday,1.0717,imputed from 2262,
2003-10-27,Monday,1.0642,,
2003-10-28,Tuesday,1.06416,,
2003-10-29,Wednesday,1.04775,,
2003-10-30,Thursday,1.0296,,
2003-10-31,Friday,1.05211,,start
2003-11-01,Saturday,1.05211,imputed from 2268,
2003-11-02,Sunday,1.05211,imputed from 2269,
2003-11-03,Monday,1.06891,,
2003-11-04,Tuesday,1.05827,,
2003-11-05,Wednesday,1.13071,,
2003-11-06,Thursday,1.12954,,
2003-11-07,Friday,1.13828,,start
2003-11-08,Saturday,1.13828,imputed from 2275,
2003-11-09,Sunday,1.13828,imputed from 2276,
2003-11-10,Monday,1.13862,,
2003-11-11,Tuesday,1.14941,,
2003-11-12,Wednesday,1.14052,,
2003-11-13,Thursday,1.16189,,
2003-11-14,Friday,1.17264,,start
2003-11-15,Saturday,1.17264,imputed from 2282,
2003-11-16,Sunday,1.17264,imputed from 2283,
2003-11-17,Monday,1.13939,,
2003-11-18,Tuesday,1.17211,,
2003-11-19,Wednesday,1.15708,,
2003-11-20,Thursday,1.13921,,
2003-11-21,Friday,1.12718,,start
2003-11-22,Saturday,1.12718,imputed from 2289,
2003-11-23,Sunday,1.12718,imputed from 2290,
2003-11-24,Monday,1.08312,,
2003-11-25,Tuesday,1.0777,,
2003-11-26,Wednesday,1.08245,,
2003-11-27,Thursday,1.08245,imputed from 2294,
2003-11-28,Friday,1.08245,imputed from 2294,start
2003-11-29,Saturday,1.08245,imputed from 2296,
2003-11-30,Sunday,1.08245,imputed from 2297,
2003-12-01,Monday,1.08312,,
2003-12-02,Tuesday,1.10939,,
2003-12-03,Wednesday,1.1174,,
2003-12-04,Thursday,1.13421,,
2003-12-05,Friday,1.10282,,start
2003-12-06,Saturday,1.10282,imputed from 2303,
2003-12-07,Sunday,1.10282,imputed from 2304,
2003-12-08,Monday,1.14669,,
2003-12-09,Tuesday,1.12403,,
2003-12-10,Wednesday,1.12578,,
2003-12-11,Thursday,1.12883,,
2003-12-12,Friday,1.16783,,start
2003-12-13,Saturday,1.16783,imputed from 2310,
2003-12-14,Sunday,1.16783,imputed from 2311,
2003-12-15,Monday,1.16088,,
2003-12-16,Tuesday,1.15672,,
2003-12-17,Wednesday,1.1797,,
2003-12-18,Thursday,1.20525,,
2003-12-19,Friday,1.17735,,start
2003-12-20,Saturday,1.17735,imputed from 2317,
2003-12-21,Sunday,1.17735,imputed from 2318,
2003-12-22,Monday,1.12174,,
2003-12-23,Tuesday,1.12374,,
2003-12-24,Wednesday,1.13595,,
2003-12-25,Thursday,1.13595,imputed from 2322,
2003-12-26,Friday,1.13595,imputed from 2322,start
2003-12-27,Saturday,1.13595,imputed from 2324,
2003-12-28,Sunday,1.13595,imputed from 2325,
2003-12-29,Monday,1.12572,,
2003-12-30,Tuesday,1.15655,,
2003-12-31,Wednesday,1.13376,,
2004-01-01,Thursday,1.13376,imputed from 2329,
2004-01-02,Friday,1.13376,imputed from 2329,start
2004-01-03,Saturday,1.13376,imputed from 2331,
2004-01-04,Sunday,1.13376,imputed from 2332,
2004-01-05,Monday,1.19268,,
2004-01-06,Tuesday,1.20074,,
2004-01-07,Wednesday,1.19574,,
2004-01-08,Thursday,1.20611,,
2004-01-09,Friday,1.23181,,start
2004-01-10,Saturday,1.23181,imputed from 2338,
2004-01-11,Sunday,1.23181,imputed from 2339,
2004-01-12,Monday,1.23282,,
2004-01-13,Tuesday,1.21365,,
2004-01-14,Wednesday,1.187,,
2004-01-15,Thursday,1.1568,,
2004-01-16,Friday,1.2435,,start
2004-01-17,Saturday,1.2435,imputed from 2345,
2004-01-18,Sunday,1.2435,imputed from 2346,
2004-01-19,Monday,1.2435,imputed from 2347,
2004-01-20,Tuesday,1.27036,,
2004-01-21,Wednesday,1.27602,,
2004-01-22,Thursday,1.28263,,
2004-01-23,Friday,1.27375,,start
2004-01-24,Saturday,1.27375,imputed from 2352,
2004-01-25,Sunday,1.27375,imputed from 2353,
2004-01-26,Monday,1.2416,,
2004-01-27,Tuesday,1.23246,,
2004-01-28,Wednesday,1.2084,,
2004-01-29,Thursday,1.19146,,
2004-01-30,Friday,1.17254,,start
2004-01-31,Saturday,1.17254,imputed from 2359,
2004-02-01,Sunday,1.17254,imputed from 2360,
2004-02-02,Monday,1.19536,,
2004-02-03,Tuesday,1.1422,,
2004-02-04,Wednesday,1.11275,,
2004-02-05,Thursday,1.09852,,
2004-02-06,Friday,1.06532,,start
2004-02-07,Saturday,1.06532,imputed from 2366,
2004-02-08,Sunday,1.06532,imputed from 2367,
2004-02-09,Monday,1.08754,,
2004-02-10,Tuesday,1.10876,,
2004-02-11,Wednesday,1.12263,,
2004-02-12,Thursday,1.12921,,
2004-02-13,Friday,1.16716,,start
2004-02-14,Saturday,1.16716,imputed from 2373,
2004-02-15,Sunday,1.16716,imputed from 2374,
2004-02-16,Monday,1.16716,imputed from 2375,
2004-02-17,Tuesday,1.15281,,
2004-02-18,Wednesday,1.14948,,
2004-02-19,Thursday,1.14737,,
2004-02-20,Friday,1.12066,,start
2004-02-21,Saturday,1.12066,imputed from 2380,
2004-02-22,Sunday,1.12066,imputed from 2381,
2004-02-23,Monday,1.11018,,
2004-02-24,Tuesday,1.10296,,
2004-02-25,Wednesday,1.17671,,
2004-02-26,Thursday,1.19485,,
2004-02-27,Friday,1.2141,,start
2004-02-28,Saturday,1.2141,imputed from 2387,
2004-02-29,Sunday,1.2141,imputed from 2388,
2004-03-01,Monday,1.20251,,
2004-03-02,Tuesday,1.21279,,
2004-03-03,Wednesday,1.16832,,
2004-03-04,Thursday,1.19477,,
2004-03-05,Friday,1.17874,,start
2004-03-06,Saturday,1.17874,imputed from 2394,
2004-03-07,Sunday,1.17874,imputed from 2395,
2004-03-08,Monday,1.14982,,
2004-03-09,Tuesday,1.13379,,
2004-03-10,Wednesday,1.1328,,
2004-03-11,Thursday,1.139,,
2004-03-12,Friday,1.12921,,start
2004-03-13,Saturday,1.12921,imputed from 2401,
2004-03-14,Sunday,1.12921,imputed from 2402,
2004-03-15,Monday,1.17015,,
2004-03-16,Tuesday,1.16884,,
2004-03-17,Wednesday,1.2263,,
2004-03-18,Thursday,1.18969,,
2004-03-19,Friday,1.19087,,start
2004-03-20,Saturday,1.19087,imputed from 2408,
2004-03-21,Sunday,1.19087,imputed from 2409,
2004-03-22,Monday,1.14816,,
2004-03-23,Tuesday,1.17341,,
2004-03-24,Wednesday,1.17003,,
2004-03-25,Thursday,1.13232,,
2004-03-26,Friday,1.14617,,start
2004-03-27,Saturday,1.14617,imputed from 2415,
2004-03-28,Sunday,1.14617,imputed from 2416,
2004-03-29,Monday,1.13817,,
2004-03-30,Tuesday,1.16,,
2004-03-31,Wednesday,1.12351,,
2004-04-01,Thursday,1.06967,,
2004-04-02,Friday,1.10599,,start
2004-04-03,Saturday,1.10599,imputed from 2422,
2004-04-04,Sunday,1.10599,imputed from 2423,
2004-04-05,Monday,1.11412,,
2004-04-06,Tuesday,1.13026,,
2004-04-07,Wednesday,1.15502,,
2004-04-08,Thursday,1.1884,,
2004-04-09,Friday,1.1884,imputed from 2428,start
2004-04-10,Saturday,1.1884,imputed from 2429,
2004-04-11,Sunday,1.1884,imputed from 2430,
2004-04-12,Monday,1.20985,,
2004-04-13,Tuesday,1.21066,,
2004-04-14,Wednesday,1.21808,,
2004-04-15,Thursday,1.25418,,
2004-04-16,Friday,1.2434,,start
2004-04-17,Saturday,1.2434,imputed from 2436,
2004-04-18,Sunday,1.2434,imputed from 2437,
2004-04-19,Monday,1.21684,,
2004-04-20,Tuesday,1.21658,,
2004-04-21,Wednesday,1.19142,,
2004-04-22,Thursday,1.23548,,
2004-04-23,Friday,1.20802,,start
2004-04-24,Saturday,1.20802,imputed from 2443,
2004-04-25,Sunday,1.20802,imputed from 2444,
2004-04-26,Monday,1.22212,,
2004-04-27,Tuesday,1.22454,,
2004-04-28,Wednesday,1.23384,,
2004-04-29,Thursday,1.23027,,
2004-04-30,Friday,1.2373,,start
2004-05-01,Saturday,1.2373,imputed from 2450,
2004-05-02,Sunday,1.2373,imputed from 2451,
2004-05-03,Monday,1.26011,,
2004-05-04,Tuesday,1.26912,,
2004-05-05,Wednesday,1.2718,,
2004-05-06,Thursday,1.28877,,
2004-05-07,Friday,1.32244,,start
2004-05-08,Saturday,1.32244,imputed from 2457,
2004-05-09,Sunday,1.32244,imputed from 2458,
2004-05-10,Monday,1.27456,,
2004-05-11,Tuesday,1.32237,,
2004-05-12,Wednesday,1.3414,,
2004-05-13,Thursday,1.36719,,
2004-05-14,Friday,1.34953,,start
2004-05-15,Saturday,1.34953,imputed from 2464,
2004-05-16,Sunday,1.34953,imputed from 2465,
2004-05-17,Monday,1.33134,,
2004-05-18,Tuesday,1.30022,,
2004-05-19,Wednesday,1.33872,,
2004-05-20,Thursday,1.32527,,
2004-05-21,Friday,1.27468,,start
2004-05-22,Saturday,1.27468,imputed from 2471,
2004-05-23,Sunday,1.27468,imputed from 2472,
2004-05-24,Monday,1.33948,,
2004-05-25,Tuesday,1.30354,,
2004-05-26,Wednesday,1.29724,,
2004-05-27,Thursday,1.23189,,
2004-05-28,Friday,1.251,,start
2004-05-29,Saturday,1.251,imputed from 2478,
2004-05-30,Sunday,1.251,imputed from 2479,
2004-05-31,Monday,1.251,imputed from 2480,
2004-06-01,Tuesday,1.32629,,
2004-06-02,Wednesday,1.26417,,
2004-06-03,Thursday,1.24711,,
2004-06-04,Friday,1.21825,,start
2004-06-05,Saturday,1.21825,imputed from 2485,
2004-06-06,Sunday,1.21825,imputed from 2486,
2004-06-07,Monday,1.22196,,
2004-06-08,Tuesday,1.19032,,
2004-06-09,Wednesday,1.22901,,
2004-06-10,Thursday,1.24978,,
2004-06-11,Friday,1.24978,imputed from 2491,start
2004-06-12,Saturday,1.24978,imputed from 2492,
2004-06-13,Sunday,1.24978,imputed from 2493,
2004-06-14,Monday,1.23498,,
2004-06-15,Tuesday,1.22119,,
2004-06-16,Wednesday,1.24946,,
2004-06-17,Thursday,1.29087,,
2004-06-18,Friday,1.27506,,start
2004-06-19,Saturday,1.27506,imputed from 2499,
2004-06-20,Sunday,1.27506,imputed from 2500,
2004-06-21,Monday,1.23912,,
2004-06-22,Tuesday,1.27196,,
2004-06-23,Wednesday,1.25265,,
2004-06-24,Thursday,1.2703,,
2004-06-25,Friday,1.26519,,start
2004-06-26,Saturday,1.26519,imputed from 2506,
2004-06-27,Sunday,1.26519,imputed from 2507,
2004-06-28,Monday,1.22012,,
2004-06-29,Tuesday,1.21639,,
2004-06-30,Wednesday,1.26039,,
2004-07-01,Thursday,1.34994,,
2004-07-02,Friday,1.32082,,start
2004-07-03,Saturday,1.32082,imputed from 2513,
2004-07-04,Sunday,1.32082,imputed from 2514,
2004-07-05,Monday,1.32082,imputed from 2515,
2004-07-06,Tuesday,1.34834,,
2004-07-07,Wednesday,1.3246,,
2004-07-08,Thursday,1.35007,,
2004-07-09,Friday,1.3241,,start
2004-07-10,Saturday,1.3241,imputed from 2520,
2004-07-11,Sunday,1.3241,imputed from 2521,
2004-07-12,Monday,1.29839,,
2004-07-13,Tuesday,1.31269,,
2004-07-14,Wednesday,1.34061,,
2004-07-15,Thursday,1.36007,,
2004-07-16,Friday,1.3427,,start
2004-07-17,Saturday,1.3427,imputed from 2527,
2004-07-18,Sunday,1.3427,imputed from 2528,
2004-07-19,Monday,1.35778,,
2004-07-20,Tuesday,1.33367,,
2004-07-21,Wednesday,1.35857,,
2004-07-22,Thursday,1.39369,,
2004-07-23,Friday,1.42854,,start
2004-07-24,Saturday,1.42854,imputed from 2534,
2004-07-25,Sunday,1.42854,imputed from 2535,
2004-07-26,Monday,1.40576,,
2004-07-27,Tuesday,1.42994,,
2004-07-28,Wednesday,1.4592,,
2004-07-29,Thursday,1.44908,,
2004-07-30,Friday,1.48371,,start
2004-07-31,Saturday,1.48371,imputed from 2541,
2004-08-01,Sunday,1.48371,imputed from 2542,
2004-08-02,Monday,1.48761,,
2004-08-03,Tuesday,1.51008,,
2004-08-04,Wednesday,1.4742,,
2004-08-05,Thursday,1.52155,,
2004-08-06,Friday,1.46907,,start
2004-08-07,Saturday,1.46907,imputed from 2548,
2004-08-08,Sunday,1.46907,imputed from 2549,
2004-08-09,Monday,1.48781,,
2004-08-10,Tuesday,1.46658,,
2004-08-11,Wednesday,1.47636,,
2004-08-12,Thursday,1.49733,,
2004-08-13,Friday,1.50525,,start
2004-08-14,Saturday,1.50525,imputed from 2555,
2004-08-15,Sunday,1.50525,imputed from 2556,
2004-08-16,Monday,1.4952,,
2004-08-17,Tuesday,1.52163,,
2004-08-18,Wednesday,1.52647,,
2004-08-19,Thursday,1.57378,,
2004-08-20,Friday,1.53934,,start
2004-08-21,Saturday,1.53934,imputed from 2562,
2004-08-22,Sunday,1.53934,imputed from 2563,
2004-08-23,Monday,1.53769,,
2004-08-24,Tuesday,1.52075,,
2004-08-25,Wednesday,1.45597,,
2004-08-26,Thursday,1.4526,,
2004-08-27,Friday,1.47118,,start
2004-08-28,Saturday,1.47118,imputed from 2569,
2004-08-29,Sunday,1.47118,imputed from 2570,
2004-08-30,Monday,1.42983,,
2004-08-31,Tuesday,1.40513,,
2004-09-01,Wednesday,1.4903,,
2004-09-02,Thursday,1.49503,,
2004-09-03,Friday,1.49349,,start
2004-09-04,Saturday,1.49349,imputed from 2576,
2004-09-05,Sunday,1.49349,imputed from 2577,
2004-09-06,Monday,1.49349,imputed from 2578,
2004-09-07,Tuesday,1.47777,,
2004-09-08,Wednesday,1.46497,,
2004-09-09,Thursday,1.5517,,
2004-09-10,Friday,1.46165,,start
2004-09-11,Saturday,1.46165,imputed from 2583,
2004-09-12,Sunday,1.46165,imputed from 2584,
2004-09-13,Monday,1.51566,,
2004-09-14,Tuesday,1.54408,,
2004-09-15,Wednesday,1.53271,,
2004-09-16,Thursday,1.56444,,
2004-09-17,Friday,1.60654,,start
2004-09-18,Saturday,1.60654,imputed from 2590,
2004-09-19,Sunday,1.60654,imputed from 2591,
2004-09-20,Monday,1.6125,,
2004-09-21,Tuesday,1.63983,,
2004-09-22,Wednesday,1.69663,,
2004-09-23,Thursday,1.69911,,
2004-09-24,Friday,1.71598,,start
2004-09-25,Saturday,1.71598,imputed from 2597,
2004-09-26,Sunday,1.71598,imputed from 2598,
2004-09-27,Monday,1.72313,,
2004-09-28,Tuesday,1.73575,,
2004-09-29,Wednesday,1.73167,,
2004-09-30,Thursday,1.73406,,
2004-10-01,Friday,1.73406,imputed from 2603,start
2004-10-02,Saturday,1.73406,imputed from 2604,
2004-10-03,Sunday,1.73406,imputed from 2605,
2004-10-04,Monday,1.75417,,
2004-10-05,Tuesday,1.7751,,
2004-10-06,Wednesday,1.79786,,
2004-10-07,Thursday,1.8078,,
2004-10-08,Friday,1.81634,,start
2004-10-09,Saturday,1.81634,imputed from 2611,
2004-10-10,Sunday,1.81634,imputed from 2612,
2004-10-11,Monday,1.84088,,
2004-10-12,Tuesday,1.82889,,
2004-10-13,Wednesday,1.88857,,
2004-10-14,Thursday,1.93018,,
2004-10-15,Friday,1.91236,,start
2004-10-16,Saturday,1.91236,imputed from 2618,
2004-10-17,Sunday,1.91236,imputed from 2619,
2004-10-18,Monday,1.85965,,
2004-10-19,Tuesday,1.85545,,
2004-10-20,Wednesday,1.90447,,
2004-10-21,Thursday,1.92225,,
2004-10-22,Friday,1.94023,,start
2004-10-23,Saturday,1.94023,imputed from 2625,
2004-10-24,Sunday,1.94023,imputed from 2626,
2004-10-25,Monday,1.87226,,
2004-10-26,Tuesday,1.88689,,
2004-10-27,Wednesday,1.80372,,
2004-10-28,Thursday,1.74181,,
2004-10-29,Friday,1.73139,,start
2004-10-30,Saturday,1.73139,imputed from 2632,
2004-10-31,Sunday,1.73139,imputed from 2633,
2004-11-01,Monday,1.69264,,
2004-11-02,Tuesday,1.68261,,
2004-11-03,Wednesday,1.70614,,
2004-11-04,Thursday,1.62909,,
2004-11-05,Friday,1.62377,,start
2004-11-06,Saturday,1.62377,imputed from 2639,
2004-11-07,Sunday,1.62377,imputed from 2640,
2004-11-08,Monday,1.61454,,
2004-11-09,Tuesday,1.58718,,
2004-11-10,Wednesday,1.65963,,
2004-11-11,Thursday,1.60519,,
2004-11-12,Friday,1.59896,,start
2004-11-13,Saturday,1.59896,imputed from 2646,
2004-11-14,Sunday,1.59896,imputed from 2647,
2004-11-15,Monday,1.58607,,
2004-11-16,Tuesday,1.55951,,
2004-11-17,Wednesday,1.644,,
2004-11-18,Thursday,1.67525,,
2004-11-19,Friday,1.72026,,start
2004-11-20,Saturday,1.72026,imputed from 2653,
2004-11-21,Sunday,1.72026,imputed from 2654,
2004-11-22,Monday,1.67999,,
2004-11-23,Tuesday,1.67265,,
2004-11-24,Wednesday,1.66499,,
2004-11-25,Thursday,1.66499,imputed from 2658,
2004-11-26,Friday,1.66499,imputed from 2658,start
2004-11-27,Saturday,1.66499,imputed from 2660,
2004-11-28,Sunday,1.66499,imputed from 2661,
2004-11-29,Monday,1.64495,,
2004-11-30,Tuesday,1.58712,,
2004-12-01,Wednesday,1.51992,,
2004-12-02,Thursday,1.44729,,
2004-12-03,Friday,1.40485,,start
2004-12-04,Saturday,1.40485,imputed from 2667,
2004-12-05,Sunday,1.40485,imputed from 2668,
2004-12-06,Monday,1.41991,,
2004-12-07,Tuesday,1.39503,,
2004-12-08,Wednesday,1.45153,,
2004-12-09,Thursday,1.50188,,
2004-12-10,Friday,1.42328,,start
2004-12-11,Saturday,1.42328,imputed from 2674,
2004-12-12,Sunday,1.42328,imputed from 2675,
2004-12-13,Monday,1.45083,,
2004-12-14,Tuesday,1.50813,,
2004-12-15,Wednesday,1.58444,,
2004-12-16,Thursday,1.59957,,
2004-12-17,Friday,1.66637,,start
2004-12-18,Saturday,1.66637,imputed from 2681,
2004-12-19,Sunday,1.66637,imputed from 2682,
2004-12-20,Monday,1.60792,,
2004-12-21,Tuesday,1.61351,,
2004-12-22,Wednesday,1.56567,,
2004-12-23,Thursday,1.51918,,
2004-12-24,Friday,1.51918,imputed from 2687,start
2004-12-25,Saturday,1.51918,imputed from 2688,
2004-12-26,Sunday,1.51918,imputed from 2689,
2004-12-27,Monday,1.37377,,
2004-12-28,Tuesday,1.38525,,
2004-12-29,Wednesday,1.45291,,
2004-12-30,Thursday,1.39313,,
2004-12-31,Friday,1.39313,imputed from 2694,start
2005-01-01,Saturday,1.39313,imputed from 2695,
2005-01-02,Sunday,1.39313,imputed from 2696,
2005-01-03,Monday,1.36721,,
2005-01-04,Tuesday,1.45403,,
2005-01-05,Wednesday,1.42285,,
2005-01-06,Thursday,1.50412,,
2005-01-07,Friday,1.51332,,start
2005-01-08,Saturday,1.51332,imputed from 2702,
2005-01-09,Sunday,1.51332,imputed from 2703,
2005-01-10,Monday,1.50897,,
2005-01-11,Tuesday,1.52722,,
2005-01-12,Wednesday,1.51614,,
2005-01-13,Thursday,1.57204,,
2005-01-14,Friday,1.59798,,start
2005-01-15,Saturday,1.59798,imputed from 2709,
2005-01-16,Sunday,1.59798,imputed from 2710,
2005-01-17,Monday,1.59798,imputed from 2711,
2005-01-18,Tuesday,1.5924,,
2005-01-19,Wednesday,1.5938,,
2005-01-20,Thursday,1.59584,,
2005-01-21,Friday,1.64024,,start
2005-01-22,Saturday,1.64024,imputed from 2716,
2005-01-23,Sunday,1.64024,imputed from 2717,
2005-01-24,Monday,1.66377,,
2005-01-25,Tuesday,1.70306,,
2005-01-26,Wednesday,1.658,,
2005-01-27,Thursday,1.65672,,
2005-01-28,Friday,1.58941,,start
2005-01-29,Saturday,1.58941,imputed from 2723,
2005-01-30,Sunday,1.58941,imputed from 2724,
2005-01-31,Monday,1.58072,,
2005-02-01,Tuesday,1.5663,,
2005-02-02,Wednesday,1.54849,,
2005-02-03,Thursday,1.53525,,
2005-02-04,Friday,1.54178,,start
2005-02-05,Saturday,1.54178,imputed from 2730,
2005-02-06,Sunday,1.54178,imputed from 2731,
2005-02-07,Monday,1.50638,,
2005-02-08,Tuesday,1.51975,,
2005-02-09,Wednesday,1.53954,,
2005-02-10,Thursday,1.59124,,
2005-02-11,Friday,1.58028,,start
2005-02-12,Saturday,1.58028,imputed from 2737,
2005-02-13,Sunday,1.58028,imputed from 2738,
2005-02-14,Monday,1.55043,,
2005-02-15,Tuesday,1.53587,,
2005-02-16,Wednesday,1.5947,,
2005-02-17,Thursday,1.55199,,
2005-02-18,Friday,1.59528,,start
2005-02-19,Saturday,1.59528,imputed from 2744,
2005-02-20,Sunday,1.59528,imputed from 2745,
2005-02-21,Monday,1.59528,imputed from 2746,
2005-02-22,Tuesday,1.67294,,
2005-02-23,Wednesday,1.72707,,
2005-02-24,Thursday,1.71097,,
2005-02-25,Friday,1.69519,,start
2005-02-26,Saturday,1.69519,imputed from 2751,
2005-02-27,Sunday,1.69519,imputed from 2752,
2005-02-28,Monday,1.73062,,
2005-03-01,Tuesday,1.70945,,
2005-03-02,Wednesday,1.77324,,
2005-03-03,Thursday,1.75825,,
2005-03-04,Friday,1.73172,,start
2005-03-05,Saturday,1.73172,imputed from 2758,
2005-03-06,Sunday,1.73172,imputed from 2759,
2005-03-07,Monday,1.74502,,
2005-03-08,Tuesday,1.77035,,
2005-03-09,Wednesday,1.77387,,
2005-03-10,Thursday,1.74211,,
2005-03-11,Friday,1.77534,,start
2005-03-12,Saturday,1.77534,imputed from 2765,
2005-03-13,Sunday,1.77534,imputed from 2766,
2005-03-14,Monday,1.78499,,
2005-03-15,Tuesday,1.80746,,
2005-03-16,Wednesday,1.836,,
2005-03-17,Thursday,1.84348,,
2005-03-18,Friday,1.8302,,start
2005-03-19,Saturday,1.8302,imputed from 2772,
2005-03-20,Sunday,1.8302,imputed from 2773,
2005-03-21,Monday,1.8561,,
2005-03-22,Tuesday,1.82004,,
2005-03-23,Wednesday,1.83511,,
2005-03-24,Thursday,1.85746,,
2005-03-25,Friday,1.85746,imputed from 2778,start
2005-03-26,Saturday,1.85746,imputed from 2779,
2005-03-27,Sunday,1.85746,imputed from 2780,
2005-03-28,Monday,1.86563,,
2005-03-29,Tuesday,1.87285,,
2005-03-30,Wednesday,1.91941,,
2005-03-31,Thursday,1.98216,,
2005-04-01,Friday,1.98216,imputed from 2785,start
2005-04-02,Saturday,1.98216,imputed from 2786,
2005-04-03,Sunday,1.98216,imputed from 2787,
2005-04-04,Monday,1.98805,,
2005-04-05,Tuesday,1.95667,,
2005-04-06,Wednesday,1.90991,,
2005-04-07,Thursday,1.83686,,
2005-04-08,Friday,1.7935,,start
2005-04-09,Saturday,1.7935,imputed from 2793,
2005-04-10,Sunday,1.7935,imputed from 2794,
2005-04-11,Monday,1.77069,,
2005-04-12,Tuesday,1.76232,,
2005-04-13,Wednesday,1.73242,,
2005-04-14,Thursday,1.79892,,
2005-04-15,Friday,1.75392,,start
2005-04-16,Saturday,1.75392,imputed from 2800,
2005-04-17,Sunday,1.75392,imputed from 2801,
2005-04-18,Monday,1.71071,,
2005-04-19,Tuesday,1.76935,,
2005-04-20,Wednesday,1.77785,,
2005-04-21,Thursday,1.81702,,
2005-04-22,Friday,1.8294,,start
2005-04-23,Saturday,1.8294,imputed from 2807,
2005-04-24,Sunday,1.8294,imputed from 2808,
2005-04-25,Monday,1.80548,,
2005-04-26,Tuesday,1.795,,
2005-04-27,Wednesday,1.7573,,
2005-04-28,Thursday,1.77647,,
2005-04-29,Friday,1.71147,,start
2005-04-30,Saturday,1.71147,imputed from 2814,
2005-05-01,Sunday,1.71147,imputed from 2815,
2005-05-02,Monday,1.71147,imputed from 2816,
2005-05-03,Tuesday,1.71846,,
2005-05-04,Wednesday,1.73522,,
2005-05-05,Thursday,1.72363,,
2005-05-06,Friday,1.72462,,start
2005-05-07,Saturday,1.72462,imputed from 2821,
