date,weekday,QC1_Index_PX-LAST-CHF,imputed,QC1_Index_start
2008-08-04,Monday,146.83514,,
2008-08-05,Tuesday,152.18026,,
2008-08-06,Wednesday,153.80778,,
2008-08-07,Thursday,153.38013,,
2008-08-08,Friday,152.83358,,start
2008-08-09,Saturday,152.83358,imputed from 1271,
2008-08-10,Sunday,152.83358,imputed from 1272,
2008-08-11,Monday,154.85565,,
2008-08-12,Tuesday,154.54877,,
2008-08-13,Wednesday,150.11933,,
2008-08-14,Thursday,152.19903,,
2008-08-15,Friday,150.82586,,start
2008-08-16,Saturday,150.82586,imputed from 1278,
2008-08-17,Sunday,150.82586,imputed from 1279,
2008-08-18,Monday,151.79297,,
2008-08-19,Tuesday,143.87549,,
2008-08-20,Wednesday,145.50507,,
2008-08-21,Thursday,145.02528,,
2008-08-22,Friday,150.72515,,start
2008-08-23,Saturday,150.72515,imputed from 1285,
2008-08-24,Sunday,150.72515,imputed from 1286,
2008-08-25,Monday,147.15902,,
2008-08-26,Tuesday,148.51979,,
2008-08-27,Wednesday,148.42524,,
2008-08-28,Thursday,150.9842,,
2008-08-29,Friday,148.67192,,start
2008-08-30,Saturday,148.67192,imputed from 1292,
2008-08-31,Sunday,148.67192,imputed from 1293,
2008-09-01,Monday,148.36552,,
2008-09-02,Tuesday,151.78165,,
2008-09-03,Wednesday,148.9374,,
2008-09-04,Thursday,143.10186,,
2008-09-05,Friday,138.08949,,start
2008-09-06,Saturday,138.08949,imputed from 1299,
2008-09-07,Sunday,138.08949,imputed from 1300,
2008-09-08,Monday,145.03729,,
2008-09-09,Tuesday,141.74307,,
2008-09-10,Wednesday,140.94604,,
2008-09-11,Thursday,138.06387,,
2008-09-12,Friday,143.64113,,start
2008-09-13,Saturday,143.64113,imputed from 1306,
2008-09-14,Sunday,143.64113,imputed from 1307,
2008-09-15,Monday,135.45839,,
2008-09-16,Tuesday,133.5697,,
2008-09-17,Wednesday,127.75728,,
2008-09-18,Thursday,129.89067,,
2008-09-19,Friday,144.15646,,start
2008-09-20,Saturday,144.15646,imputed from 1313,
2008-09-21,Sunday,144.15646,imputed from 1314,
2008-09-22,Monday,139.9065,,
2008-09-23,Tuesday,136.34757,,
2008-09-24,Wednesday,135.38433,,
2008-09-25,Thursday,138.70083,,
2008-09-26,Friday,135.45667,,start
2008-09-27,Saturday,135.45667,imputed from 1320,
2008-09-28,Sunday,135.45667,imputed from 1321,
2008-09-29,Monday,125.5253,,
2008-09-30,Tuesday,125.39363,,
2008-10-01,Wednesday,124.70931,,
2008-10-02,Thursday,123.71561,,
2008-10-03,Friday,126.20896,,start
2008-10-04,Saturday,126.20896,imputed from 1327,
2008-10-05,Sunday,126.20896,imputed from 1328,
2008-10-06,Monday,114.75362,,
2008-10-07,Tuesday,115.19835,,
2008-10-08,Wednesday,106.08864,,
2008-10-09,Thursday,106.58726,,
2008-10-10,Friday,99.3651,,start
2008-10-11,Saturday,99.3651,imputed from 1334,
2008-10-12,Sunday,99.3651,imputed from 1335,
2008-10-13,Monday,107.77238,,
2008-10-14,Tuesday,108.7836,,
2008-10-15,Wednesday,99.68223,,
2008-10-16,Thursday,95.10611,,
2008-10-17,Friday,98.05025,,start
2008-10-18,Saturday,98.05025,imputed from 1341,
2008-10-19,Sunday,98.05025,imputed from 1342,
2008-10-20,Monday,102.17804,,
2008-10-21,Tuesday,100.86488,,
2008-10-22,Wednesday,95.97262,,
2008-10-23,Thursday,95.02954,,
2008-10-24,Friday,87.46951,,start
2008-10-25,Saturday,87.46951,imputed from 1348,
2008-10-26,Sunday,87.46951,imputed from 1349,
2008-10-27,Monday,83.53593,,
2008-10-28,Tuesday,84.8089,,
2008-10-29,Wednesday,90.81339,,
2008-10-30,Thursday,96.57847,,
2008-10-31,Friday,95.04745,,start
2008-11-01,Saturday,95.04745,imputed from 1355,
2008-11-02,Sunday,95.04745,imputed from 1356,
2008-11-03,Monday,100.39135,,
2008-11-04,Tuesday,109.55083,,
2008-11-05,Wednesday,105.63155,,
2008-11-06,Thursday,97.57044,,
2008-11-07,Friday,102.09803,,start
2008-11-08,Saturday,102.09803,imputed from 1362,
2008-11-09,Sunday,102.09803,imputed from 1363,
2008-11-10,Monday,103.357,,
2008-11-11,Tuesday,95.11476,,
2008-11-12,Wednesday,93.20761,,
2008-11-13,Thursday,94.63014,,
2008-11-14,Friday,96.41439,,start
2008-11-15,Saturday,96.41439,imputed from 1369,
2008-11-16,Sunday,96.41439,imputed from 1370,
2008-11-17,Monday,95.51398,,
2008-11-18,Tuesday,93.79343,,
2008-11-19,Wednesday,89.06221,,
2008-11-20,Thursday,87.864,,
2008-11-21,Friday,83.04523,,start
2008-11-22,Saturday,83.04523,imputed from 1376,
2008-11-23,Sunday,83.04523,imputed from 1377,
2008-11-24,Monday,94.49625,,
2008-11-25,Tuesday,95.5954,,
2008-11-26,Wednesday,94.03809,,
2008-11-27,Thursday,97.7819,,
2008-11-28,Friday,96.05009,,start
2008-11-29,Saturday,96.05009,imputed from 1383,
2008-11-30,Sunday,96.05009,imputed from 1384,
2008-12-01,Monday,88.21454,,
2008-12-02,Tuesday,94.60167,,
2008-12-03,Wednesday,96.01473,,
2008-12-04,Thursday,92.77668,,
2008-12-05,Friday,88.57143,,start
2008-12-06,Saturday,88.57143,imputed from 1390,
2008-12-07,Sunday,88.57143,imputed from 1391,
2008-12-08,Monday,99.19412,,
2008-12-09,Tuesday,100.16108,,
2008-12-10,Wednesday,100.99068,,
2008-12-11,Thursday,101.72909,,
2008-12-12,Friday,96.48726,,start
2008-12-13,Saturday,96.48726,imputed from 1397,
2008-12-14,Sunday,96.48726,imputed from 1398,
2008-12-15,Monday,93.74168,,
2008-12-16,Tuesday,93.62958,,
2008-12-17,Wednesday,94.4591,,
2008-12-18,Thursday,95.68912,,
2008-12-19,Friday,94.09614,,start
2008-12-20,Saturday,94.09614,imputed from 1404,
2008-12-21,Sunday,94.09614,imputed from 1405,
2008-12-22,Monday,91.29834,,
2008-12-23,Tuesday,89.09565,,
2008-12-24,Wednesday,89.09565,imputed from 1408,
2008-12-25,Thursday,89.09565,imputed from 1409,
2008-12-26,Friday,89.09565,imputed from 1408,start
2008-12-27,Saturday,89.09565,imputed from 1411,
2008-12-28,Sunday,89.09565,imputed from 1412,
2008-12-29,Monday,88.12629,,
2008-12-30,Tuesday,89.54352,,
2008-12-31,Wednesday,89.54352,imputed from 1415,
2009-01-01,Thursday,89.54352,imputed from 1416,
2009-01-02,Friday,97.00133,,start
2009-01-03,Saturday,97.00133,imputed from 1418,
2009-01-04,Sunday,97.00133,imputed from 1419,
2009-01-05,Monday,97.27024,,
2009-01-06,Tuesday,97.27024,imputed from 1421,
2009-01-07,Wednesday,98.09287,,
2009-01-08,Thursday,96.52921,,
2009-01-09,Friday,95.75065,,start
2009-01-10,Saturday,95.75065,imputed from 1425,
2009-01-11,Sunday,95.75065,imputed from 1426,
2009-01-12,Monday,92.20568,,
2009-01-13,Tuesday,89.45395,,
2009-01-14,Wednesday,82.73704,,
2009-01-15,Thursday,83.14219,,
2009-01-16,Friday,85.30316,,start
2009-01-17,Saturday,85.30316,imputed from 1432,
2009-01-18,Sunday,85.30316,imputed from 1433,
2009-01-19,Monday,84.94939,,
2009-01-20,Tuesday,80.83654,,
2009-01-21,Wednesday,85.37763,,
2009-01-22,Thursday,85.88888,,
2009-01-23,Friday,85.76699,,start
2009-01-24,Saturday,85.76699,imputed from 1439,
2009-01-25,Sunday,85.76699,imputed from 1440,
2009-01-26,Monday,88.98431,,
2009-01-27,Tuesday,88.03371,,
2009-01-28,Wednesday,91.93712,,
2009-01-29,Thursday,86.29049,,
2009-01-30,Friday,85.41267,,start
2009-01-31,Saturday,85.41267,imputed from 1446,
2009-02-01,Sunday,85.41267,imputed from 1447,
2009-02-02,Monday,83.15996,,
2009-02-03,Tuesday,86.01186,,
2009-02-04,Wednesday,90.32385,,
2009-02-05,Thursday,90.80795,,
2009-02-06,Friday,96.58237,,start
2009-02-07,Saturday,96.58237,imputed from 1453,
2009-02-08,Sunday,96.58237,imputed from 1454,
2009-02-09,Monday,99.81617,,
2009-02-10,Tuesday,94.87364,,
2009-02-11,Wednesday,93.38199,,
2009-02-12,Thursday,92.95105,,
2009-02-13,Friday,93.9272,,start
2009-02-14,Saturday,93.9272,imputed from 1460,
2009-02-15,Sunday,93.9272,imputed from 1461,
2009-02-16,Monday,92.19473,,
2009-02-17,Tuesday,85.68034,,
2009-02-18,Wednesday,87.97992,,
2009-02-19,Thursday,89.6811,,
2009-02-20,Friday,84.21619,,start
2009-02-21,Saturday,84.21619,imputed from 1467,
2009-02-22,Sunday,84.21619,imputed from 1468,
2009-02-23,Monday,81.98663,,
2009-02-24,Tuesday,81.49732,,
2009-02-25,Wednesday,80.23742,,
2009-02-26,Thursday,84.26791,,
2009-02-27,Friday,83.00623,,start
2009-02-28,Saturday,83.00623,imputed from 1474,
2009-03-01,Sunday,83.00623,imputed from 1475,
2009-03-02,Monday,78.6691,,
2009-03-03,Tuesday,76.64535,,
2009-03-04,Wednesday,81.43093,,
2009-03-05,Thursday,76.21446,,
2009-03-06,Friday,76.25628,,start
2009-03-07,Saturday,76.25628,imputed from 1481,
2009-03-08,Sunday,76.25628,imputed from 1482,
2009-03-09,Monday,78.17231,,
2009-03-10,Tuesday,84.30228,,
2009-03-11,Wednesday,88.23867,,
2009-03-12,Thursday,92.08613,,
2009-03-13,Friday,90.16526,,start
2009-03-14,Saturday,90.16526,imputed from 1488,
2009-03-15,Sunday,90.16526,imputed from 1489,
2009-03-16,Monday,94.84492,,
2009-03-17,Tuesday,92.11274,,
2009-03-18,Wednesday,91.69961,,
2009-03-19,Thursday,94.79904,,
2009-03-20,Friday,89.37373,,start
2009-03-21,Saturday,89.37373,imputed from 1495,
2009-03-22,Sunday,89.37373,imputed from 1496,
2009-03-23,Monday,92.18116,,
2009-03-24,Tuesday,90.16959,,
2009-03-25,Wednesday,91.40565,,
2009-03-26,Thursday,91.81934,,
2009-03-27,Friday,89.89192,,start
2009-03-28,Saturday,89.89192,imputed from 1502,
2009-03-29,Sunday,89.89192,imputed from 1503,
2009-03-30,Monday,85.25921,,
2009-03-31,Tuesday,89.22301,,
2009-04-01,Wednesday,93.61692,,
2009-04-02,Thursday,100.60458,,
2009-04-03,Friday,100.98071,,start
2009-04-04,Saturday,100.98071,imputed from 1509,
2009-04-05,Sunday,100.98071,imputed from 1510,
2009-04-06,Monday,100.41037,,
2009-04-07,Tuesday,97.63858,,
2009-04-08,Wednesday,98.0328,,
2009-04-09,Thursday,100.06684,,
2009-04-10,Friday,100.06684,imputed from 1515,start
2009-04-11,Saturday,100.06684,imputed from 1516,
2009-04-12,Sunday,100.06684,imputed from 1517,
2009-04-13,Monday,100.06684,imputed from 1518,
2009-04-14,Tuesday,104.08345,,
2009-04-15,Wednesday,100.19929,,
2009-04-16,Thursday,100.9258,,
2009-04-17,Friday,104.33567,,start
2009-04-18,Saturday,104.33567,imputed from 1523,
2009-04-19,Sunday,104.33567,imputed from 1524,
2009-04-20,Monday,96.00795,,
2009-04-21,Tuesday,99.80233,,
2009-04-22,Wednesday,103.9452,,
2009-04-23,Thursday,105.64573,,
2009-04-24,Friday,108.35974,,start
2009-04-25,Saturday,108.35974,imputed from 1530,
2009-04-26,Sunday,108.35974,imputed from 1531,
2009-04-27,Monday,108.3333,,
2009-04-28,Tuesday,103.76678,,
2009-04-29,Wednesday,107.87595,,
2009-04-30,Thursday,107.98977,,
2009-05-01,Friday,107.98977,imputed from 1536,start
2009-05-02,Saturday,107.98977,imputed from 1537,
2009-05-03,Sunday,107.98977,imputed from 1538,
2009-05-04,Monday,110.20287,,
2009-05-05,Tuesday,111.35944,,
2009-05-06,Wednesday,113.90943,,
2009-05-07,Thursday,113.84234,,
2009-05-08,Friday,115.87069,,start
2009-05-09,Saturday,115.87069,imputed from 1544,
2009-05-10,Sunday,115.87069,imputed from 1545,
2009-05-11,Monday,111.48425,,
2009-05-12,Tuesday,108.50214,,
2009-05-13,Wednesday,104.38944,,
2009-05-14,Thursday,106.80705,,
2009-05-15,Friday,108.47834,,start
2009-05-16,Saturday,108.47834,imputed from 1551,
2009-05-17,Sunday,108.47834,imputed from 1552,
2009-05-18,Monday,111.8821,,
2009-05-19,Tuesday,113.89378,,
2009-05-20,Wednesday,113.36769,,
2009-05-21,Thursday,113.36769,imputed from 1556,
2009-05-22,Friday,112.09953,,start
2009-05-23,Saturday,112.09953,imputed from 1558,
2009-05-24,Sunday,112.09953,imputed from 1559,
2009-05-25,Monday,111.29622,,
2009-05-26,Tuesday,110.86681,,
2009-05-27,Wednesday,109.79455,,
2009-05-28,Thursday,108.59843,,
2009-05-29,Friday,108.94183,,start
2009-05-30,Saturday,108.94183,imputed from 1565,
2009-05-31,Sunday,108.94183,imputed from 1566,
2009-06-01,Monday,116.23625,,
2009-06-02,Tuesday,112.39462,,
2009-06-03,Wednesday,106.68117,,
2009-06-04,Thursday,107.6071,,
2009-06-05,Friday,107.62416,,start
2009-06-06,Saturday,107.62416,imputed from 1572,
2009-06-07,Sunday,107.62416,imputed from 1573,
2009-06-08,Monday,107.1601,,
2009-06-09,Tuesday,108.35337,,
2009-06-10,Wednesday,110.61519,,
2009-06-11,Thursday,112.89045,,
2009-06-12,Friday,112.10744,,start
2009-06-13,Saturday,112.10744,imputed from 1579,
2009-06-14,Sunday,112.10744,imputed from 1580,
2009-06-15,Monday,108.53772,,
2009-06-16,Tuesday,109.45188,,
2009-06-17,Wednesday,106.04093,,
2009-06-18,Thursday,107.24886,,
2009-06-19,Friday,107.24886,imputed from 1585,start
2009-06-20,Saturday,107.24886,imputed from 1586,
2009-06-21,Sunday,107.24886,imputed from 1587,
2009-06-22,Monday,102.29446,,
2009-06-23,Tuesday,102.01868,,
2009-06-24,Wednesday,108.92839,,
2009-06-25,Thursday,107.48867,,
2009-06-26,Friday,109.37135,,start
2009-06-27,Saturday,109.37135,imputed from 1593,
2009-06-28,Sunday,109.37135,imputed from 1594,
2009-06-29,Monday,113.22123,,
2009-06-30,Tuesday,111.98201,,
2009-07-01,Wednesday,115.73192,,
2009-07-02,Thursday,110.42421,,
2009-07-03,Friday,110.08503,,start
2009-07-04,Saturday,110.08503,imputed from 1600,
2009-07-05,Sunday,110.08503,imputed from 1601,
2009-07-06,Monday,108.00458,,
2009-07-07,Tuesday,107.93077,,
2009-07-08,Wednesday,106.13392,,
2009-07-09,Thursday,107.01229,,
2009-07-10,Friday,105.68854,,start
2009-07-11,Saturday,105.68854,imputed from 1607,
2009-07-12,Sunday,105.68854,imputed from 1608,
2009-07-13,Monday,107.95542,,
2009-07-14,Tuesday,109.41041,,
2009-07-15,Wednesday,113.57285,,
2009-07-16,Thursday,113.18569,,
2009-07-17,Friday,115.64439,,start
2009-07-18,Saturday,115.64439,imputed from 1614,
2009-07-19,Sunday,115.64439,imputed from 1615,
2009-07-20,Monday,116.0402,,
2009-07-21,Tuesday,118.58024,,
2009-07-22,Wednesday,119.71186,,
2009-07-23,Thursday,125.35312,,
2009-07-24,Friday,124.9967,,start
2009-07-25,Saturday,124.9967,imputed from 1621,
2009-07-26,Sunday,124.9967,imputed from 1622,
2009-07-27,Monday,123.41222,,
2009-07-28,Tuesday,122.08536,,
2009-07-29,Wednesday,124.5273,,
2009-07-30,Thursday,129.16603,,
2009-07-31,Friday,130.40506,,start
2009-08-01,Saturday,130.40506,imputed from 1628,
2009-08-02,Sunday,130.40506,imputed from 1629,
2009-08-03,Monday,133.7209,,
2009-08-04,Tuesday,130.60537,,
2009-08-05,Wednesday,129.32653,,
2009-08-06,Thursday,129.97763,,
2009-08-07,Friday,134.53839,,start
2009-08-08,Saturday,134.53839,imputed from 1635,
2009-08-09,Sunday,134.53839,imputed from 1636,
2009-08-10,Monday,132.1556,,
2009-08-11,Tuesday,127.37307,,
2009-08-12,Wednesday,131.32135,,
2009-08-13,Thursday,133.04531,,
2009-08-14,Friday,130.20406,,start
2009-08-15,Saturday,130.20406,imputed from 1642,
2009-08-16,Sunday,130.20406,imputed from 1643,
2009-08-17,Monday,126.66483,,
2009-08-18,Tuesday,129.59399,,
2009-08-19,Wednesday,128.48954,,
2009-08-20,Thursday,132.06455,,
2009-08-21,Friday,138.07705,,start
2009-08-22,Saturday,138.07705,imputed from 1649,
2009-08-23,Sunday,138.07705,imputed from 1650,
2009-08-24,Monday,138.79446,,
2009-08-25,Tuesday,138.26835,,
2009-08-26,Wednesday,135.47243,,
2009-08-27,Thursday,134.4897,,
2009-08-28,Friday,137.18174,,start
2009-08-29,Saturday,137.18174,imputed from 1656,
2009-08-30,Sunday,137.18174,imputed from 1657,
2009-08-31,Monday,134.40959,,
2009-09-01,Tuesday,130.37881,,
2009-09-02,Wednesday,127.98974,,
2009-09-03,Thursday,128.85128,,
2009-09-04,Friday,131.96417,,start
2009-09-05,Saturday,131.96417,imputed from 1663,
2009-09-06,Sunday,131.96417,imputed from 1664,
2009-09-07,Monday,134.61717,,
2009-09-08,Tuesday,134.73602,,
2009-09-09,Wednesday,136.53399,,
2009-09-10,Thursday,135.80096,,
2009-09-11,Friday,136.07421,,start
2009-09-12,Saturday,136.07421,imputed from 1670,
2009-09-13,Sunday,136.07421,imputed from 1671,
2009-09-14,Monday,135.15513,,
2009-09-15,Tuesday,135.71786,,
2009-09-16,Wednesday,137.81273,,
2009-09-17,Thursday,138.44293,,
2009-09-18,Friday,137.85125,,start
2009-09-19,Saturday,137.85125,imputed from 1677,
2009-09-20,Sunday,137.85125,imputed from 1678,
2009-09-21,Monday,135.96209,,
2009-09-22,Tuesday,138.72639,,
2009-09-23,Wednesday,138.35413,,
2009-09-24,Thursday,134.00363,,
2009-09-25,Friday,132.85094,,start
2009-09-26,Saturday,132.85094,imputed from 1684,
2009-09-27,Sunday,132.85094,imputed from 1685,
2009-09-28,Monday,135.35704,,
2009-09-29,Tuesday,133.36855,,
2009-09-30,Wednesday,133.27024,,
2009-10-01,Thursday,130.08381,,
2009-10-02,Friday,127.83537,,start
2009-10-03,Saturday,127.83537,imputed from 1691,
2009-10-04,Sunday,127.83537,imputed from 1692,
2009-10-05,Monday,128.95589,,
2009-10-06,Tuesday,132.01069,,
2009-10-07,Wednesday,130.00111,,
2009-10-08,Thursday,131.82769,,
2009-10-09,Friday,132.36048,,start
2009-10-10,Saturday,132.36048,imputed from 1698,
2009-10-11,Sunday,132.36048,imputed from 1699,
2009-10-12,Monday,134.17958,,
2009-10-13,Tuesday,132.54732,,
2009-10-14,Wednesday,136.55614,,
2009-10-15,Thursday,135.58731,,
2009-10-16,Friday,135.49158,,start
2009-10-17,Saturday,135.49158,imputed from 1705,
2009-10-18,Sunday,135.49158,imputed from 1706,
2009-10-19,Monday,137.57891,,
2009-10-20,Tuesday,137.17924,,
2009-10-21,Wednesday,138.76852,,
2009-10-22,Thursday,136.09439,,
2009-10-23,Friday,138.53949,,start
2009-10-24,Saturday,138.53949,imputed from 1712,
2009-10-25,Sunday,138.53949,imputed from 1713,
2009-10-26,Monday,136.58807,,
2009-10-27,Tuesday,136.45828,,
2009-10-28,Wednesday,134.27251,,
2009-10-29,Thursday,137.29327,,
2009-10-30,Friday,136.6705,,start
2009-10-31,Saturday,136.6705,imputed from 1719,
2009-11-01,Sunday,136.6705,imputed from 1720,
2009-11-02,Monday,135.128,,
2009-11-03,Tuesday,132.27339,,
2009-11-04,Wednesday,135.63582,,
2009-11-05,Thursday,137.41771,,
2009-11-06,Friday,136.63152,,start
2009-11-07,Saturday,136.63152,imputed from 1726,
2009-11-08,Sunday,136.63152,imputed from 1727,
2009-11-09,Monday,141.77064,,
2009-11-10,Tuesday,141.14891,,
2009-11-11,Wednesday,142.53062,,
2009-11-12,Thursday,143.03608,,
2009-11-13,Friday,143.25139,,start
2009-11-14,Saturday,143.25139,imputed from 1733,
2009-11-15,Sunday,143.25139,imputed from 1734,
2009-11-16,Monday,144.53135,,
2009-11-17,Tuesday,142.48622,,
2009-11-18,Wednesday,142.72864,,
2009-11-19,Thursday,139.84099,,
2009-11-20,Friday,139.53138,,start
2009-11-21,Saturday,139.53138,imputed from 1740,
2009-11-22,Sunday,139.53138,imputed from 1741,
2009-11-23,Monday,143.35809,,
2009-11-24,Tuesday,141.17204,,
2009-11-25,Wednesday,141.24334,,
2009-11-26,Thursday,134.90122,,
2009-11-27,Friday,137.61701,,start
2009-11-28,Saturday,137.61701,imputed from 1747,
2009-11-29,Sunday,137.61701,imputed from 1748,
2009-11-30,Monday,134.56179,,
2009-12-01,Tuesday,137.77458,,
2009-12-02,Wednesday,139.19094,,
2009-12-03,Thursday,139.47019,,
2009-12-04,Friday,141.19375,,start
2009-12-05,Saturday,141.19375,imputed from 1754,
2009-12-06,Sunday,141.19375,imputed from 1755,
2009-12-07,Monday,139.71435,,
2009-12-08,Tuesday,137.29042,,
2009-12-09,Wednesday,136.43763,,
2009-12-10,Thursday,137.20045,,
2009-12-11,Friday,137.92518,,start
2009-12-12,Saturday,137.92518,imputed from 1761,
2009-12-13,Sunday,137.92518,imputed from 1762,
2009-12-14,Monday,139.18332,,
2009-12-15,Tuesday,137.62414,,
2009-12-16,Wednesday,138.5134,,
2009-12-17,Thursday,135.85589,,
2009-12-18,Friday,134.17249,,start
2009-12-19,Saturday,134.17249,imputed from 1768,
2009-12-20,Sunday,134.17249,imputed from 1769,
2009-12-21,Monday,136.26047,,
2009-12-22,Tuesday,137.978,,
2009-12-23,Wednesday,137.3936,,
2009-12-24,Thursday,137.3936,imputed from 1773,
2009-12-25,Friday,137.3936,imputed from 1773,start
2009-12-26,Saturday,137.3936,imputed from 1775,
2009-12-27,Sunday,137.3936,imputed from 1776,
2009-12-28,Monday,138.47102,,
2009-12-29,Tuesday,139.2904,,
2009-12-30,Wednesday,137.79222,,
2009-12-31,Thursday,137.79222,imputed from 1780,
2010-01-01,Friday,137.79222,imputed from 1780,start
2010-01-02,Saturday,137.79222,imputed from 1782,
2010-01-03,Sunday,137.79222,imputed from 1783,
2010-01-04,Monday,140.53942,,
2010-01-05,Tuesday,140.71531,,
2010-01-06,Wednesday,140.71531,imputed from 1786,
2010-01-07,Thursday,140.02773,,
2010-01-08,Friday,140.87536,,start
2010-01-09,Saturday,140.87536,imputed from 1789,
2010-01-10,Sunday,140.87536,imputed from 1790,
2010-01-11,Monday,141.62174,,
2010-01-12,Tuesday,139.80768,,
2010-01-13,Wednesday,141.01435,,
2010-01-14,Thursday,142.77339,,
2010-01-15,Friday,140.89025,,start
2010-01-16,Saturday,140.89025,imputed from 1796,
2010-01-17,Sunday,140.89025,imputed from 1797,
2010-01-18,Monday,141.93183,,
2010-01-19,Tuesday,142.45294,,
2010-01-20,Wednesday,139.04547,,
2010-01-21,Thursday,137.28811,,
2010-01-22,Friday,136.47124,,start
2010-01-23,Saturday,136.47124,imputed from 1803,
2010-01-24,Sunday,136.47124,imputed from 1804,
2010-01-25,Monday,135.71614,,
2010-01-26,Tuesday,135.40316,,
2010-01-27,Wednesday,135.83571,,
2010-01-28,Thursday,133.94662,,
2010-01-29,Friday,137.16772,,start
2010-01-30,Saturday,137.16772,imputed from 1810,
2010-01-31,Sunday,137.16772,imputed from 1811,
2010-02-01,Monday,140.67147,,
2010-02-02,Tuesday,141.21354,,
2010-02-03,Wednesday,141.26448,,
2010-02-04,Thursday,136.49855,,
2010-02-05,Friday,134.52826,,start
2010-02-06,Saturday,134.52826,imputed from 1817,
2010-02-07,Sunday,134.52826,imputed from 1818,
2010-02-08,Monday,135.66723,,
2010-02-09,Tuesday,137.52865,,
2010-02-10,Wednesday,137.12089,,
2010-02-11,Thursday,139.66536,,
2010-02-12,Friday,138.26935,,start
2010-02-13,Saturday,138.26935,imputed from 1824,
2010-02-14,Sunday,138.26935,imputed from 1825,
2010-02-15,Monday,137.44944,,
2010-02-16,Tuesday,138.61538,,
2010-02-17,Wednesday,141.23169,,
2010-02-18,Thursday,141.85762,,
2010-02-19,Friday,142.42027,,start
2010-02-20,Saturday,142.42027,imputed from 1831,
2010-02-21,Sunday,142.42027,imputed from 1832,
2010-02-22,Monday,143.05075,,
2010-02-23,Tuesday,140.57448,,
2010-02-24,Wednesday,141.25257,,
2010-02-25,Thursday,141.20414,,
2010-02-26,Friday,143.24118,,start
2010-02-27,Saturday,143.24118,imputed from 1838,
2010-02-28,Sunday,143.24118,imputed from 1839,
2010-03-01,Monday,145.43761,,
2010-03-02,Tuesday,145.68314,,
2010-03-03,Wednesday,147.1033,,
2010-03-04,Thursday,148.33665,,
2010-03-05,Friday,150.50774,,start
2010-03-06,Saturday,150.50774,imputed from 1845,
2010-03-07,Sunday,150.50774,imputed from 1846,
2010-03-08,Monday,151.67505,,
2010-03-09,Tuesday,150.52694,,
2010-03-10,Wednesday,152.26488,,
2010-03-11,Thursday,151.82117,,
2010-03-12,Friday,152.82905,,start
2010-03-13,Saturday,152.82905,imputed from 1852,
2010-03-14,Sunday,152.82905,imputed from 1853,
2010-03-15,Monday,151.38421,,
2010-03-16,Tuesday,152.39212,,
2010-03-17,Wednesday,152.60389,,
2010-03-18,Thursday,148.73621,,
2010-03-19,Friday,149.03618,,start
2010-03-20,Saturday,149.03618,imputed from 1859,
2010-03-21,Sunday,149.03618,imputed from 1860,
2010-03-22,Monday,148.08888,,
2010-03-23,Tuesday,149.45278,,
2010-03-24,Wednesday,149.54896,,
2010-03-25,Thursday,151.20595,,
2010-03-26,Friday,149.65538,,start
2010-03-27,Saturday,149.65538,imputed from 1866,
2010-03-28,Sunday,149.65538,imputed from 1867,
2010-03-29,Monday,148.83506,,
2010-03-30,Tuesday,148.54363,,
2010-03-31,Wednesday,148.56119,,
2010-04-01,Thursday,151.75891,,
2010-04-02,Friday,152.19474,,start
2010-04-03,Saturday,152.19474,imputed from 1873,
2010-04-04,Sunday,152.19474,imputed from 1874,
2010-04-05,Monday,152.19474,imputed from 1875,
2010-04-06,Tuesday,153.82184,,
2010-04-07,Wednesday,153.28148,,
2010-04-08,Thursday,153.2851,,
2010-04-09,Friday,153.89453,,start
2010-04-10,Saturday,153.89453,imputed from 1880,
2010-04-11,Sunday,153.89453,imputed from 1881,
2010-04-12,Monday,153.99874,,
2010-04-13,Tuesday,153.27668,,
2010-04-14,Wednesday,154.87408,,
2010-04-15,Thursday,153.85395,,
2010-04-16,Friday,152.69799,,start
2010-04-17,Saturday,152.69799,imputed from 1887,
2010-04-18,Sunday,152.69799,imputed from 1888,
2010-04-19,Monday,152.41081,,
2010-04-20,Tuesday,155.1887,,
2010-04-21,Wednesday,153.02373,,
2010-04-22,Thursday,152.57864,,
2010-04-23,Friday,158.17406,,start
2010-04-24,Saturday,158.17406,imputed from 1894,
2010-04-25,Sunday,158.17406,imputed from 1895,
2010-04-26,Monday,158.26398,,
2010-04-27,Tuesday,154.41104,,
2010-04-28,Wednesday,154.38181,,
2010-04-29,Thursday,157.10869,,
2010-04-30,Friday,156.11378,,start
2010-05-01,Saturday,156.11378,imputed from 1901,
2010-05-02,Sunday,156.11378,imputed from 1902,
2010-05-03,Monday,157.74754,,
2010-05-04,Tuesday,152.40152,,
2010-05-05,Wednesday,147.44194,,
2010-05-06,Thursday,140.37113,,
2010-05-07,Friday,135.87199,,start
2010-05-08,Saturday,135.87199,imputed from 1908,
2010-05-09,Sunday,135.87199,imputed from 1909,
2010-05-10,Monday,147.78957,,
2010-05-11,Tuesday,143.70395,,
2010-05-12,Wednesday,148.30766,,
2010-05-13,Thursday,148.30766,imputed from 1913,
2010-05-14,Friday,143.29123,,start
2010-05-15,Saturday,143.29123,imputed from 1915,
2010-05-16,Sunday,143.29123,imputed from 1916,
2010-05-17,Monday,144.79813,,
2010-05-18,Tuesday,146.10819,,
2010-05-19,Wednesday,142.12895,,
2010-05-20,Thursday,136.40808,,
