date,weekday,OI1_Index_PX-LAST-CHF,imputed,OI1_Index_start
1997-08-15,Friday,34.37326,,start
1997-08-16,Saturday,34.37326,imputed from 0,
1997-08-17,Sunday,34.37326,imputed from 1,
1997-08-18,Monday,34.06047,,
1997-08-19,Tuesday,34.30248,,
1997-08-20,Wednesday,34.30248,imputed from 4,
1997-08-21,Thursday,34.2574,,
1997-08-22,Friday,33.65579,,start
1997-08-23,Saturday,33.65579,imputed from 7,
1997-08-24,Sunday,33.65579,imputed from 8,
1997-08-25,Monday,33.61614,,
1997-08-26,Tuesday,33.62935,,
1997-08-27,Wednesday,33.65475,,
1997-08-28,Thursday,33.88109,,
1997-08-29,Friday,33.87751,,start
1997-08-30,Saturday,33.87751,imputed from 14,
1997-08-31,Sunday,33.87751,imputed from 15,
1997-09-01,Monday,34.32351,,
1997-09-02,Tuesday,34.63826,,
1997-09-03,Wednesday,34.81883,,
1997-09-04,Thursday,34.72665,,
1997-09-05,Friday,34.7958,,start
1997-09-06,Saturday,34.7958,imputed from 21,
1997-09-07,Sunday,34.7958,imputed from 22,
1997-09-08,Monday,34.90722,,
1997-09-09,Tuesday,34.96078,,
1997-09-10,Wednesday,34.77523,,
1997-09-11,Thursday,34.98865,,
1997-09-12,Friday,35.01489,,start
1997-09-13,Saturday,35.01489,imputed from 28,
1997-09-14,Sunday,35.01489,imputed from 29,
1997-09-15,Monday,34.40198,,
1997-09-16,Tuesday,34.512,,
1997-09-17,Wednesday,35.53493,,
1997-09-18,Thursday,35.35021,,
1997-09-19,Friday,35.47281,,start
1997-09-20,Saturday,35.47281,imputed from 35,
1997-09-21,Sunday,35.47281,imputed from 36,
1997-09-22,Monday,35.59901,,
1997-09-23,Tuesday,35.51908,,
1997-09-24,Wednesday,35.5508,,
1997-09-25,Thursday,35.76761,,
1997-09-26,Friday,36.01874,,start
1997-09-27,Saturday,36.01874,imputed from 42,
1997-09-28,Sunday,36.01874,imputed from 43,
1997-09-29,Monday,36.27882,,
1997-09-30,Tuesday,36.47252,,
1997-10-01,Wednesday,36.41027,,
1997-10-02,Thursday,36.56005,,
1997-10-03,Friday,37.27252,,start
1997-10-04,Saturday,37.27252,imputed from 49,
1997-10-05,Sunday,37.27252,imputed from 50,
1997-10-06,Monday,37.3705,,
1997-10-07,Tuesday,37.43704,,
1997-10-08,Wednesday,37.1269,,
1997-10-09,Thursday,37.43408,,
1997-10-10,Friday,37.69305,,start
1997-10-11,Saturday,37.69305,imputed from 56,
1997-10-12,Sunday,37.69305,imputed from 57,
1997-10-13,Monday,38.33456,,
1997-10-14,Tuesday,38.03717,,
1997-10-15,Wednesday,37.99174,,
1997-10-16,Thursday,38.65568,,
1997-10-17,Friday,38.35243,,start
1997-10-18,Saturday,38.35243,imputed from 63,
1997-10-19,Sunday,38.35243,imputed from 64,
1997-10-20,Monday,38.26597,,
1997-10-21,Tuesday,38.65201,,
1997-10-22,Wednesday,38.65201,imputed from 67,
1997-10-23,Thursday,37.71793,,
1997-10-24,Friday,37.7493,,start
1997-10-25,Saturday,37.7493,imputed from 70,
1997-10-26,Sunday,37.7493,imputed from 71,
1997-10-27,Monday,37.07084,,
1997-10-28,Tuesday,34.52029,,
1997-10-29,Wednesday,35.81602,,
1997-10-30,Thursday,34.88583,,
1997-10-31,Friday,34.71084,,start
1997-11-01,Saturday,34.71084,imputed from 77,
1997-11-02,Sunday,34.71084,imputed from 78,
1997-11-03,Monday,35.3982,,
1997-11-04,Tuesday,34.81974,,
1997-11-05,Wednesday,35.00298,,
1997-11-06,Thursday,34.98445,,
1997-11-07,Friday,34.63367,,start
1997-11-08,Saturday,34.63367,imputed from 84,
1997-11-09,Sunday,34.63367,imputed from 85,
1997-11-10,Monday,34.54751,,
1997-11-11,Tuesday,34.24179,,
1997-11-12,Wednesday,33.49879,,
1997-11-13,Thursday,33.46926,,
1997-11-14,Friday,33.12578,,start
1997-11-15,Saturday,33.12578,imputed from 91,
1997-11-16,Sunday,33.12578,imputed from 92,
1997-11-17,Monday,33.69957,,
1997-11-18,Tuesday,33.9359,,
1997-11-19,Wednesday,33.90443,,
1997-11-20,Thursday,34.03882,,
1997-11-21,Friday,34.20241,,start
1997-11-22,Saturday,34.20241,imputed from 98,
1997-11-23,Sunday,34.20241,imputed from 99,
1997-11-24,Monday,33.14959,,
1997-11-25,Tuesday,32.50613,,
1997-11-26,Wednesday,32.31909,,
1997-11-27,Thursday,32.718,,
1997-11-28,Friday,32.93129,,start
1997-11-29,Saturday,32.93129,imputed from 105,
1997-11-30,Sunday,32.93129,imputed from 106,
1997-12-01,Monday,32.95396,,
1997-12-02,Tuesday,33.23067,,
1997-12-03,Wednesday,32.9516,,
1997-12-04,Thursday,33.52022,,
1997-12-05,Friday,33.6205,,start
1997-12-06,Saturday,33.6205,imputed from 112,
1997-12-07,Sunday,33.6205,imputed from 113,
1997-12-08,Monday,34.6523,,
1997-12-09,Tuesday,34.54237,,
1997-12-10,Wednesday,34.26171,,
1997-12-11,Thursday,33.64949,,
1997-12-12,Friday,33.55362,,start
1997-12-13,Saturday,33.55362,imputed from 119,
1997-12-14,Sunday,33.55362,imputed from 120,
1997-12-15,Monday,32.99604,,
1997-12-16,Tuesday,33.1705,,
1997-12-17,Wednesday,33.44707,,
1997-12-18,Thursday,33.15315,,
1997-12-19,Friday,32.50826,,start
1997-12-20,Saturday,32.50826,imputed from 126,
1997-12-21,Sunday,32.50826,imputed from 127,
1997-12-22,Monday,32.21741,,
1997-12-23,Tuesday,32.30517,,
1997-12-24,Wednesday,32.30517,imputed from 130,
1997-12-25,Thursday,32.30517,imputed from 131,
1997-12-26,Friday,32.30517,imputed from 130,start
1997-12-27,Saturday,32.30517,imputed from 133,
1997-12-28,Sunday,32.30517,imputed from 134,
1997-12-29,Monday,32.86098,,
1997-12-30,Tuesday,33.75229,,
1997-12-31,Wednesday,33.75229,imputed from 137,
1998-01-01,Thursday,33.75229,imputed from 138,
1998-01-02,Friday,34.32832,,start
1998-01-03,Saturday,34.32832,imputed from 140,
1998-01-04,Sunday,34.32832,imputed from 141,
1998-01-05,Monday,34.47642,,
1998-01-06,Tuesday,33.6266,,
1998-01-07,Wednesday,33.2103,,
1998-01-08,Thursday,32.68172,,
1998-01-09,Friday,31.81939,,start
1998-01-10,Saturday,31.81939,imputed from 147,
1998-01-11,Sunday,31.81939,imputed from 148,
1998-01-12,Monday,30.15486,,
1998-01-13,Tuesday,30.87043,,
1998-01-14,Wednesday,31.4527,,
1998-01-15,Thursday,31.57151,,
1998-01-16,Friday,32.04564,,start
1998-01-17,Saturday,32.04564,imputed from 154,
1998-01-18,Sunday,32.04564,imputed from 155,
1998-01-19,Monday,32.40285,,
1998-01-20,Tuesday,32.84884,,
1998-01-21,Wednesday,32.38283,,
1998-01-22,Thursday,31.81939,,
1998-01-23,Friday,31.57383,,start
1998-01-24,Saturday,31.57383,imputed from 161,
1998-01-25,Sunday,31.57383,imputed from 162,
1998-01-26,Monday,31.41603,,
1998-01-27,Tuesday,31.74101,,
1998-01-28,Wednesday,31.76193,,
1998-01-29,Thursday,31.90206,,
1998-01-30,Friday,31.94696,,start
1998-01-31,Saturday,31.94696,imputed from 168,
1998-02-01,Sunday,31.94696,imputed from 169,
1998-02-02,Monday,32.82738,,
1998-02-03,Tuesday,32.61357,,
1998-02-04,Wednesday,32.48022,,
1998-02-05,Thursday,32.72741,,
1998-02-06,Friday,32.51551,,start
1998-02-07,Saturday,32.51551,imputed from 175,
1998-02-08,Sunday,32.51551,imputed from 176,
1998-02-09,Monday,32.47301,,
1998-02-10,Tuesday,32.10916,,
1998-02-11,Wednesday,32.17884,,
1998-02-12,Thursday,31.76166,,
1998-02-13,Friday,31.81906,,start
1998-02-14,Saturday,31.81906,imputed from 182,
1998-02-15,Sunday,31.81906,imputed from 183,
1998-02-16,Monday,32.1852,,
1998-02-17,Tuesday,32.76377,,
1998-02-18,Wednesday,32.50844,,
1998-02-19,Thursday,32.71879,,
1998-02-20,Friday,32.59869,,start
1998-02-21,Saturday,32.59869,imputed from 189,
1998-02-22,Sunday,32.59869,imputed from 190,
1998-02-23,Monday,32.48079,,
1998-02-24,Tuesday,32.28104,,
1998-02-25,Wednesday,32.50726,,
1998-02-26,Thursday,33.24252,,
1998-02-27,Friday,33.21214,,start
1998-02-28,Saturday,33.21214,imputed from 196,
1998-03-01,Sunday,33.21214,imputed from 197,
1998-03-02,Monday,33.66812,,
1998-03-03,Tuesday,34.06897,,
1998-03-04,Wednesday,34.30654,,
1998-03-05,Thursday,33.83543,,
1998-03-06,Friday,34.51923,,start
1998-03-07,Saturday,34.51923,imputed from 203,
1998-03-08,Sunday,34.51923,imputed from 204,
1998-03-09,Monday,34.54568,,
1998-03-10,Tuesday,34.87862,,
1998-03-11,Wednesday,35.14987,,
1998-03-12,Thursday,35.18483,,
1998-03-13,Friday,35.56434,,start
1998-03-14,Saturday,35.56434,imputed from 210,
1998-03-15,Sunday,35.56434,imputed from 211,
1998-03-16,Monday,35.57556,,
1998-03-17,Tuesday,35.39927,,
1998-03-18,Wednesday,35.43294,,
1998-03-19,Thursday,35.97588,,
1998-03-20,Friday,36.0264,,start
1998-03-21,Saturday,36.0264,imputed from 217,
1998-03-22,Sunday,36.0264,imputed from 218,
1998-03-23,Monday,36.49282,,
1998-03-24,Tuesday,36.37108,,
1998-03-25,Wednesday,36.51053,,
1998-03-26,Thursday,36.45105,,
1998-03-27,Friday,37.07379,,start
1998-03-28,Saturday,37.07379,imputed from 224,
1998-03-29,Sunday,37.07379,imputed from 225,
1998-03-30,Monday,37.15474,,
1998-03-31,Tuesday,36.72591,,
1998-04-01,Wednesday,36.85577,,
1998-04-02,Thursday,37.11848,,
1998-04-03,Friday,37.65799,,start
1998-04-04,Saturday,37.65799,imputed from 231,
1998-04-05,Sunday,37.65799,imputed from 232,
1998-04-06,Monday,37.84489,,
1998-04-07,Tuesday,37.87672,,
1998-04-08,Wednesday,37.89749,,
1998-04-09,Thursday,37.89749,imputed from 236,
1998-04-10,Friday,37.89749,imputed from 236,start
1998-04-11,Saturday,37.89749,imputed from 238,
1998-04-12,Sunday,37.89749,imputed from 239,
1998-04-13,Monday,37.89749,imputed from 240,
1998-04-14,Tuesday,37.89749,imputed from 241,
1998-04-15,Wednesday,37.59148,,
1998-04-16,Thursday,37.6084,,
1998-04-17,Friday,37.23099,,start
1998-04-18,Saturday,37.23099,imputed from 245,
1998-04-19,Sunday,37.23099,imputed from 246,
1998-04-20,Monday,37.67689,,
1998-04-21,Tuesday,37.48085,,
1998-04-22,Wednesday,37.50393,,
1998-04-23,Thursday,37.78062,,
1998-04-24,Friday,38.19807,,start
1998-04-25,Saturday,38.19807,imputed from 252,
1998-04-26,Sunday,38.19807,imputed from 253,
1998-04-27,Monday,37.16247,,
1998-04-28,Tuesday,37.11938,,
1998-04-29,Wednesday,37.15196,,
1998-04-30,Thursday,37.48461,,
1998-05-01,Friday,37.48461,imputed from 258,start
1998-05-02,Saturday,37.48461,imputed from 259,
1998-05-03,Sunday,37.48461,imputed from 260,
1998-05-04,Monday,38.08638,,
1998-05-05,Tuesday,37.83618,,
1998-05-06,Wednesday,37.77688,,
1998-05-07,Thursday,36.94833,,
1998-05-08,Friday,36.67221,,start
1998-05-09,Saturday,36.67221,imputed from 266,
1998-05-10,Sunday,36.67221,imputed from 267,
1998-05-11,Monday,37.22901,,
1998-05-12,Tuesday,36.85444,,
1998-05-13,Wednesday,36.90043,,
1998-05-14,Thursday,36.68033,,
1998-05-15,Friday,36.45736,,start
1998-05-16,Saturday,36.45736,imputed from 273,
1998-05-17,Sunday,36.45736,imputed from 274,
1998-05-18,Monday,36.45736,imputed from 275,
1998-05-19,Tuesday,35.86446,,
1998-05-20,Wednesday,35.7082,,
1998-05-21,Thursday,35.7082,imputed from 278,
1998-05-22,Friday,35.41834,,start
1998-05-23,Saturday,35.41834,imputed from 280,
1998-05-24,Sunday,35.41834,imputed from 281,
1998-05-25,Monday,35.33754,,
1998-05-26,Tuesday,35.0087,,
1998-05-27,Wednesday,33.52094,,
1998-05-28,Thursday,33.82635,,
1998-05-29,Friday,33.88225,,start
1998-05-30,Saturday,33.88225,imputed from 287,
1998-05-31,Sunday,33.88225,imputed from 288,
1998-06-01,Monday,33.88225,imputed from 289,
1998-06-02,Tuesday,33.91995,,
1998-06-03,Wednesday,33.48904,,
1998-06-04,Thursday,33.25219,,
1998-06-05,Friday,34.05719,,start
1998-06-06,Saturday,34.05719,imputed from 294,
1998-06-07,Sunday,34.05719,imputed from 295,
1998-06-08,Monday,34.78655,,
1998-06-09,Tuesday,34.76657,,
1998-06-10,Wednesday,33.91193,,
1998-06-11,Thursday,33.88751,,
1998-06-12,Friday,33.5074,,start
1998-06-13,Saturday,33.5074,imputed from 301,
1998-06-14,Sunday,33.5074,imputed from 302,
1998-06-15,Monday,32.62777,,
1998-06-16,Tuesday,32.89436,,
1998-06-17,Wednesday,33.5748,,
1998-06-18,Thursday,32.84639,,
1998-06-19,Friday,32.84639,imputed from 307,start
1998-06-20,Saturday,32.84639,imputed from 308,
1998-06-21,Sunday,32.84639,imputed from 309,
1998-06-22,Monday,33.00112,,
1998-06-23,Tuesday,33.38011,,
1998-06-24,Wednesday,33.79625,,
1998-06-25,Thursday,34.29953,,
1998-06-26,Friday,34.1709,,start
1998-06-27,Saturday,34.1709,imputed from 315,
1998-06-28,Sunday,34.1709,imputed from 316,
1998-06-29,Monday,34.37065,,
1998-06-30,Tuesday,34.13114,,
1998-07-01,Wednesday,34.9838,,
1998-07-02,Thursday,35.0523,,
1998-07-03,Friday,34.93375,,start
1998-07-04,Saturday,34.93375,imputed from 322,
1998-07-05,Sunday,34.93375,imputed from 323,
1998-07-06,Monday,34.88641,,
1998-07-07,Tuesday,34.88779,,
1998-07-08,Wednesday,34.72817,,
1998-07-09,Thursday,34.81985,,
1998-07-10,Friday,35.08581,,start
1998-07-11,Saturday,35.08581,imputed from 329,
1998-07-12,Sunday,35.08581,imputed from 330,
1998-07-13,Monday,34.9104,,
1998-07-14,Tuesday,34.68337,,
1998-07-15,Wednesday,35.09807,,
1998-07-16,Thursday,35.11891,,
1998-07-17,Friday,35.64053,,start
1998-07-18,Saturday,35.64053,imputed from 336,
1998-07-19,Sunday,35.64053,imputed from 337,
1998-07-20,Monday,35.64053,imputed from 338,
1998-07-21,Tuesday,35.7912,,
1998-07-22,Wednesday,35.46637,,
1998-07-23,Thursday,35.19658,,
1998-07-24,Friday,34.51711,,start
1998-07-25,Saturday,34.51711,imputed from 343,
1998-07-26,Sunday,34.51711,imputed from 344,
1998-07-27,Monday,34.14474,,
1998-07-28,Tuesday,34.13285,,
1998-07-29,Wednesday,33.91081,,
1998-07-30,Thursday,33.97043,,
1998-07-31,Friday,33.67734,,start
1998-08-01,Saturday,33.67734,imputed from 350,
1998-08-02,Sunday,33.67734,imputed from 351,
1998-08-03,Monday,33.06064,,
1998-08-04,Tuesday,32.75405,,
1998-08-05,Wednesday,31.87849,,
1998-08-06,Thursday,31.1794,,
1998-08-07,Friday,31.61427,,start
1998-08-08,Saturday,31.61427,imputed from 357,
1998-08-09,Sunday,31.61427,imputed from 358,
1998-08-10,Monday,31.26071,,
1998-08-11,Tuesday,29.93003,,
1998-08-12,Wednesday,29.8365,,
1998-08-13,Thursday,29.34633,,
1998-08-14,Friday,29.79225,,start
1998-08-15,Saturday,29.79225,imputed from 364,
1998-08-16,Sunday,29.79225,imputed from 365,
1998-08-17,Monday,28.92308,,
1998-08-18,Tuesday,28.97541,,
1998-08-19,Wednesday,29.15679,,
1998-08-20,Thursday,28.98321,,
1998-08-21,Friday,27.09207,,start
1998-08-22,Saturday,27.09207,imputed from 371,
1998-08-23,Sunday,27.09207,imputed from 372,
1998-08-24,Monday,27.70368,,
1998-08-25,Tuesday,28.19881,,
1998-08-26,Wednesday,26.47459,,
1998-08-27,Thursday,24.7069,,
1998-08-28,Friday,24.30307,,start
1998-08-29,Saturday,24.30307,imputed from 378,
1998-08-30,Sunday,24.30307,imputed from 379,
1998-08-31,Monday,24.09943,,
1998-09-01,Tuesday,23.156,,
1998-09-02,Wednesday,23.95548,,
1998-09-03,Thursday,22.45482,,
1998-09-04,Friday,23.15508,,start
1998-09-05,Saturday,23.15508,imputed from 385,
1998-09-06,Sunday,23.15508,imputed from 386,
1998-09-07,Monday,24.18856,,
1998-09-08,Tuesday,24.91211,,
1998-09-09,Wednesday,24.40736,,
1998-09-10,Thursday,23.07366,,
1998-09-11,Friday,23.25169,,start
1998-09-12,Saturday,23.25169,imputed from 392,
1998-09-13,Sunday,23.25169,imputed from 393,
1998-09-14,Monday,24.12106,,
1998-09-15,Tuesday,23.76693,,
1998-09-16,Wednesday,23.86824,,
1998-09-17,Thursday,22.18866,,
1998-09-18,Friday,21.81552,,start
1998-09-19,Saturday,21.81552,imputed from 399,
1998-09-20,Sunday,21.81552,imputed from 400,
1998-09-21,Monday,20.47993,,
1998-09-22,Tuesday,21.37965,,
1998-09-23,Wednesday,21.9861,,
1998-09-24,Thursday,22.23144,,
1998-09-25,Friday,21.67174,,start
1998-09-26,Saturday,21.67174,imputed from 406,
1998-09-27,Sunday,21.67174,imputed from 407,
1998-09-28,Monday,22.08584,,
1998-09-29,Tuesday,22.29402,,
1998-09-30,Wednesday,21.98361,,
1998-10-01,Thursday,21.32608,,
1998-10-02,Friday,20.78796,,start
1998-10-03,Saturday,20.78796,imputed from 413,
1998-10-04,Sunday,20.78796,imputed from 414,
1998-10-05,Monday,19.91793,,
1998-10-06,Tuesday,19.80875,,
1998-10-07,Wednesday,18.92583,,
1998-10-08,Thursday,17.33032,,
1998-10-09,Friday,17.70338,,start
1998-10-10,Saturday,17.70338,imputed from 420,
1998-10-11,Sunday,17.70338,imputed from 421,
1998-10-12,Monday,19.05819,,
1998-10-13,Tuesday,18.88476,,
1998-10-14,Wednesday,18.93877,,
1998-10-15,Thursday,19.03585,,
1998-10-16,Friday,20.95293,,start
1998-10-17,Saturday,20.95293,imputed from 427,
1998-10-18,Sunday,20.95293,imputed from 428,
1998-10-19,Monday,21.0887,,
1998-10-20,Tuesday,22.31734,,
1998-10-21,Wednesday,22.32043,,
1998-10-22,Thursday,22.80977,,
1998-10-23,Friday,22.56156,,start
1998-10-24,Saturday,22.56156,imputed from 434,
1998-10-25,Sunday,22.56156,imputed from 435,
1998-10-26,Monday,23.17872,,
1998-10-27,Tuesday,24.26168,,
1998-10-28,Wednesday,23.31539,,
1998-10-29,Thursday,23.88893,,
1998-10-30,Friday,25.45378,,start
1998-10-31,Saturday,25.45378,imputed from 441,
1998-11-01,Sunday,25.45378,imputed from 442,
1998-11-02,Monday,25.95014,,
1998-11-03,Tuesday,25.027,,
1998-11-04,Wednesday,25.23388,,
1998-11-05,Thursday,24.43524,,
1998-11-06,Friday,24.22267,,start
1998-11-07,Saturday,24.22267,imputed from 448,
1998-11-08,Sunday,24.22267,imputed from 449,
1998-11-09,Monday,23.76628,,
1998-11-10,Tuesday,23.3091,,
1998-11-11,Wednesday,24.03197,,
1998-11-12,Thursday,23.68093,,
1998-11-13,Friday,23.78083,,start
1998-11-14,Saturday,23.78083,imputed from 455,
1998-11-15,Sunday,23.78083,imputed from 456,
1998-11-16,Monday,23.38682,,
1998-11-17,Tuesday,22.88795,,
1998-11-18,Wednesday,23.08611,,
1998-11-19,Thursday,23.32087,,
1998-11-20,Friday,23.83648,,start
1998-11-21,Saturday,23.83648,imputed from 462,
1998-11-22,Sunday,23.83648,imputed from 463,
1998-11-23,Monday,24.36654,,
1998-11-24,Tuesday,24.35345,,
1998-11-25,Wednesday,24.16126,,
1998-11-26,Thursday,24.23513,,
1998-11-27,Friday,24.33107,,start
1998-11-28,Saturday,24.33107,imputed from 469,
1998-11-29,Sunday,24.33107,imputed from 470,
1998-11-30,Monday,24.17462,,
1998-12-01,Tuesday,22.66666,,
1998-12-02,Wednesday,22.11362,,
1998-12-03,Thursday,21.837,,
1998-12-04,Friday,21.83769,,start
1998-12-05,Saturday,21.83769,imputed from 476,
1998-12-06,Sunday,21.83769,imputed from 477,
1998-12-07,Monday,21.49267,,
1998-12-08,Tuesday,21.6759,,
1998-12-09,Wednesday,21.15854,,
1998-12-10,Thursday,21.06377,,
1998-12-11,Friday,20.32998,,start
1998-12-12,Saturday,20.32998,imputed from 483,
1998-12-13,Sunday,20.32998,imputed from 484,
1998-12-14,Monday,19.57066,,
1998-12-15,Tuesday,19.332,,
1998-12-16,Wednesday,21.06691,,
1998-12-17,Thursday,20.73535,,
1998-12-18,Friday,20.44572,,start
1998-12-19,Saturday,20.44572,imputed from 490,
1998-12-20,Sunday,20.44572,imputed from 491,
1998-12-21,Monday,21.05017,,
1998-12-22,Tuesday,21.38549,,
1998-12-23,Wednesday,22.07771,,
1998-12-24,Thursday,22.07771,imputed from 495,
1998-12-25,Friday,22.07771,imputed from 495,start
1998-12-26,Saturday,22.07771,imputed from 497,
1998-12-27,Sunday,22.07771,imputed from 498,
1998-12-28,Monday,22.74836,,
1998-12-29,Tuesday,22.59362,,
1998-12-30,Wednesday,22.9265,,
1998-12-31,Thursday,22.9265,imputed from 502,
1999-01-01,Friday,22.9265,imputed from 502,start
1999-01-02,Saturday,22.9265,imputed from 504,
1999-01-03,Sunday,22.9265,imputed from 505,
1999-01-04,Monday,24.18013,,
1999-01-05,Tuesday,24.53067,,
1999-01-06,Wednesday,24.53067,imputed from 508,
1999-01-07,Thursday,25.05527,,
1999-01-08,Friday,26.19486,,start
1999-01-09,Saturday,26.19486,imputed from 511,
1999-01-10,Sunday,26.19486,imputed from 512,
1999-01-11,Monday,25.83214,,
1999-01-12,Tuesday,25.13412,,
1999-01-13,Wednesday,23.21119,,
1999-01-14,Thursday,23.58325,,
1999-01-15,Friday,23.92625,,start
1999-01-16,Saturday,23.92625,imputed from 518,
1999-01-17,Sunday,23.92625,imputed from 519,
1999-01-18,Monday,24.40941,,
1999-01-19,Tuesday,24.35733,,
1999-01-20,Wednesday,24.52183,,
1999-01-21,Thursday,24.20643,,
1999-01-22,Friday,23.88397,,start
1999-01-23,Saturday,23.88397,imputed from 525,
1999-01-24,Sunday,23.88397,imputed from 526,
1999-01-25,Monday,24.12873,,
1999-01-26,Tuesday,24.04558,,
1999-01-27,Wednesday,24.98926,,
1999-01-28,Thursday,25.76834,,
1999-01-29,Friday,26.10923,,start
1999-01-30,Saturday,26.10923,imputed from 532,
1999-01-31,Sunday,26.10923,imputed from 533,
1999-02-01,Monday,26.33746,,
1999-02-02,Tuesday,25.63212,,
1999-02-03,Wednesday,25.61876,,
1999-02-04,Thursday,25.62286,,
1999-02-05,Friday,25.71085,,start
1999-02-06,Saturday,25.71085,imputed from 539,
1999-02-07,Sunday,25.71085,imputed from 540,
1999-02-08,Monday,25.67034,,
1999-02-09,Tuesday,25.07176,,
1999-02-10,Wednesday,24.88829,,
1999-02-11,Thursday,24.86538,,
1999-02-12,Friday,25.05471,,start
1999-02-13,Saturday,25.05471,imputed from 546,
1999-02-14,Sunday,25.05471,imputed from 547,
1999-02-15,Monday,24.85692,,
1999-02-16,Tuesday,24.74765,,
1999-02-17,Wednesday,24.18526,,
1999-02-18,Thursday,23.97821,,
1999-02-19,Friday,24.19045,,start
1999-02-20,Saturday,24.19045,imputed from 553,
1999-02-21,Sunday,24.19045,imputed from 554,
1999-02-22,Monday,24.16404,,
1999-02-23,Tuesday,24.43471,,
1999-02-24,Wednesday,24.39753,,
1999-02-25,Thursday,24.05202,,
1999-02-26,Friday,24.04596,,start
1999-02-27,Saturday,24.04596,imputed from 560,
1999-02-28,Sunday,24.04596,imputed from 561,
1999-03-01,Monday,24.18298,,
1999-03-02,Tuesday,24.29925,,
1999-03-03,Wednesday,24.64709,,
1999-03-04,Thursday,24.72904,,
1999-03-05,Friday,25.42409,,start
1999-03-06,Saturday,25.42409,imputed from 567,
1999-03-07,Sunday,25.42409,imputed from 568,
1999-03-08,Monday,25.39046,,
1999-03-09,Tuesday,25.32739,,
1999-03-10,Wednesday,25.50104,,
1999-03-11,Thursday,25.94403,,
1999-03-12,Friday,26.63763,,start
1999-03-13,Saturday,26.63763,imputed from 574,
1999-03-14,Sunday,26.63763,imputed from 575,
1999-03-15,Monday,26.20722,,
1999-03-16,Tuesday,26.04611,,
1999-03-17,Wednesday,26.31617,,
1999-03-18,Thursday,26.56302,,
1999-03-19,Friday,26.90054,,start
1999-03-20,Saturday,26.90054,imputed from 581,
1999-03-21,Sunday,26.90054,imputed from 582,
1999-03-22,Monday,26.49392,,
1999-03-23,Tuesday,26.19873,,
1999-03-24,Wednesday,25.99649,,
1999-03-25,Thursday,26.26317,,
1999-03-26,Friday,26.21739,,start
1999-03-27,Saturday,26.21739,imputed from 588,
1999-03-28,Sunday,26.21739,imputed from 589,
1999-03-29,Monday,27.0235,,
1999-03-30,Tuesday,26.99509,,
1999-03-31,Wednesday,26.97653,,
1999-04-01,Thursday,26.97653,imputed from 593,
1999-04-02,Friday,26.97653,imputed from 593,start
1999-04-03,Saturday,26.97653,imputed from 595,
1999-04-04,Sunday,26.97653,imputed from 596,
1999-04-05,Monday,26.97653,imputed from 597,
1999-04-06,Tuesday,27.02884,,
1999-04-07,Wednesday,26.65753,,
1999-04-08,Thursday,26.63863,,
1999-04-09,Friday,26.72323,,start
1999-04-10,Saturday,26.72323,imputed from 602,
1999-04-11,Sunday,26.72323,imputed from 603,
1999-04-12,Monday,26.91224,,
1999-04-13,Tuesday,26.55304,,
1999-04-14,Wednesday,26.85469,,
1999-04-15,Thursday,26.85285,,
1999-04-16,Friday,27.51077,,start
1999-04-17,Saturday,27.51077,imputed from 609,
1999-04-18,Sunday,27.51077,imputed from 610,
1999-04-19,Monday,28.74058,,
1999-04-20,Tuesday,28.31605,,
1999-04-21,Wednesday,28.25147,,
1999-04-22,Thursday,29.04325,,
1999-04-23,Friday,29.11012,,start
1999-04-24,Saturday,29.11012,imputed from 616,
1999-04-25,Sunday,29.11012,imputed from 617,
1999-04-26,Monday,28.96097,,
1999-04-27,Tuesday,29.0517,,
1999-04-28,Wednesday,29.0517,imputed from 620,
1999-04-29,Thursday,29.0645,,
1999-04-30,Friday,29.34682,,start
1999-05-01,Saturday,29.34682,imputed from 623,
1999-05-02,Sunday,29.34682,imputed from 624,
1999-05-03,Monday,29.47784,,
1999-05-04,Tuesday,29.96931,,
1999-05-05,Wednesday,29.93534,,
1999-05-06,Thursday,29.49271,,
1999-05-07,Friday,29.12239,,start
1999-05-08,Saturday,29.12239,imputed from 630,
1999-05-09,Sunday,29.12239,imputed from 631,
1999-05-10,Monday,29.48486,,
1999-05-11,Tuesday,29.53325,,
1999-05-12,Wednesday,28.80819,,
1999-05-13,Thursday,28.80819,imputed from 635,
1999-05-14,Friday,28.44878,,start
1999-05-15,Saturday,28.44878,imputed from 637,
1999-05-16,Sunday,28.44878,imputed from 638,
1999-05-17,Monday,28.44878,imputed from 639,
1999-05-18,Tuesday,28.28662,,
1999-05-19,Wednesday,28.45341,,
1999-05-20,Thursday,28.92111,,
1999-05-21,Friday,29.07184,,start
1999-05-22,Saturday,29.07184,imputed from 644,
1999-05-23,Sunday,29.07184,imputed from 645,
1999-05-24,Monday,29.07184,imputed from 646,
1999-05-25,Tuesday,28.38791,,
1999-05-26,Wednesday,28.44904,,
1999-05-27,Thursday,28.25821,,
1999-05-28,Friday,28.35455,,start
1999-05-29,Saturday,28.35455,imputed from 651,
1999-05-30,Sunday,28.35455,imputed from 652,
1999-05-31,Monday,28.55176,,
1999-06-01,Tuesday,28.83252,,
1999-06-02,Wednesday,28.88603,,
1999-06-03,Thursday,28.61603,,
1999-06-04,Friday,28.44752,,start
1999-06-05,Saturday,28.44752,imputed from 658,
1999-06-06,Sunday,28.44752,imputed from 659,
