date,weekday,UGL1_Comdty_PX-LAST,UGL1_Comdty_CURRENCY-GBP,UGL1_Comdty_PX-LAST-CHF,imputed,UGL1_Comdty_start
2013-11-25,Monday,,1.4731,,,excluded
2013-11-26,Tuesday,,1.47,,,excluded
2013-11-27,Wednesday,,1.4782,,,excluded
2013-11-28,Thursday,,1.4799,,,excluded
2013-11-29,Friday,106.06,1.4834,157.329404,,start
2013-11-30,Saturday,,,157.329404,imputed from 4,
2013-12-01,Sunday,,,157.329404,imputed from 5,
2013-12-02,Monday,106.06,1.4862,157.626372,,
2013-12-03,Tuesday,106.06,1.4824,157.223344,,
2013-12-04,Wednesday,106.06,1.4785,156.80971,,
2013-12-05,Thursday,106.06,1.4648,155.35668800000002,,
2013-12-06,Friday,106.06,1.4581,154.646086,,start
2013-12-07,Saturday,,,154.646086,imputed from 11,
2013-12-08,Sunday,,,154.646086,imputed from 12,
2013-12-09,Monday,106.06,1.4629,155.15517400000002,,
2013-12-10,Tuesday,106.06,1.4594,154.783964,,
2013-12-11,Wednesday,106.06,1.4516,153.956696,,
2013-12-12,Thursday,106.06,1.4539,154.200634,,
2013-12-13,Friday,106.06,1.45,153.787,,start
2013-12-14,Saturday,,,153.787,imputed from 18,
2013-12-15,Sunday,,,153.787,imputed from 19,
2013-12-16,Monday,106.06,1.4459,153.352154,,
2013-12-17,Tuesday,106.06,1.4392,152.64155200000002,,
2013-12-18,Wednesday,106.06,1.4652,155.399112,,
2013-12-19,Thursday,106.06,1.4701,155.918806,,
2013-12-20,Friday,106.06,1.4639,155.261234,,start
2013-12-21,Saturday,,,155.261234,imputed from 25,
2013-12-22,Sunday,,,155.261234,imputed from 26,
2013-12-23,Monday,106.06,1.4619,155.049114,,
2013-12-24,Tuesday,106.06,1.467,155.59002,,
2013-12-25,Wednesday,,1.4634,155.59002,imputed from 29,
2013-12-26,Thursday,,1.4714,155.59002,imputed from 30,
2013-12-27,Friday,106.06,1.4698,155.886988,,start
2013-12-28,Saturday,,,155.886988,imputed from 32,
2013-12-29,Sunday,,,155.886988,imputed from 33,
2013-12-30,Monday,106.06,1.4649,155.36729400000002,,
2013-12-31,Tuesday,106.06,1.4782,156.777892,,
2014-01-01,Wednesday,,1.4773,156.777892,imputed from 36,
2014-01-02,Thursday,106.06,1.4792,156.88395200000002,,
2014-01-03,Friday,106.06,1.4859,157.59455400000002,,start
2014-01-04,Saturday,,,157.59455400000002,imputed from 39,
2014-01-05,Sunday,,,157.59455400000002,imputed from 40,
2014-01-06,Monday,106.06,1.4832,157.30819200000002,,
2014-01-07,Tuesday,106.06,1.4911,158.14606600000002,,
2014-01-08,Wednesday,106.06,1.4988,158.962728,,
2014-01-09,Thursday,106.06,1.4947,158.527882,,
2014-01-10,Friday,106.06,1.4872,157.73243200000002,,start
2014-01-11,Saturday,,,157.73243200000002,imputed from 46,
2014-01-12,Sunday,,,157.73243200000002,imputed from 47,
2014-01-13,Monday,106.06,1.473,156.22638,,
2014-01-14,Tuesday,106.06,1.4837,157.361222,,
2014-01-15,Wednesday,106.06,1.4874,157.753644,,
2014-01-16,Thursday,106.06,1.4799,156.958194,,
2014-01-17,Friday,106.06,1.4952,158.580912,,start
2014-01-18,Saturday,,,158.580912,imputed from 53,
2014-01-19,Sunday,,,158.580912,imputed from 54,
2014-01-20,Monday,106.06,1.495,158.55970000000002,,
2014-01-21,Tuesday,106.06,1.4995,159.03697,,
2014-01-22,Wednesday,106.06,1.511,160.25665999999998,,
2014-01-23,Thursday,106.06,1.493,158.34758000000002,,
2014-01-24,Friday,106.06,1.4742,156.353652,,start
2014-01-25,Saturday,,,156.353652,imputed from 60,
2014-01-26,Sunday,,,156.353652,imputed from 61,
2014-01-27,Monday,106.06,1.4863,157.636978,,
2014-01-28,Tuesday,106.06,1.4876,157.774856,,
2014-01-29,Wednesday,106.06,1.4814,157.117284,,
2014-01-30,Thursday,106.06,1.4881,157.827886,,
2014-01-31,Friday,106.06,1.4899,158.018794,,start
2014-02-01,Saturday,,,158.018794,imputed from 67,
2014-02-02,Sunday,,,158.018794,imputed from 68,
2014-02-03,Monday,106.06,1.469,155.80214,,
2014-02-04,Tuesday,106.06,1.4754,156.48092400000002,,
2014-02-05,Wednesday,106.06,1.4737,156.300622,,
2014-02-06,Thursday,106.06,1.4706,155.971836,,
2014-02-07,Friday,106.06,1.4735,156.27941,,start
2014-02-08,Saturday,,,156.27941,imputed from 74,
2014-02-09,Sunday,,,156.27941,imputed from 75,
2014-02-10,Monday,106.06,1.471,156.01426,,
2014-02-11,Tuesday,106.06,1.4777,156.724862,,
2014-02-12,Wednesday,106.06,1.4946,158.517276,,
2014-02-13,Thursday,106.06,1.4885,157.87031,,
2014-02-14,Friday,106.06,1.4946,158.517276,,start
2014-02-15,Saturday,,,158.517276,imputed from 81,
2014-02-16,Sunday,,,158.517276,imputed from 82,
2014-02-17,Monday,106.06,1.49,158.0294,,
2014-02-18,Tuesday,106.06,1.4815,157.12789,,
2014-02-19,Wednesday,106.06,1.4821,157.191526,,
2014-02-20,Thursday,106.06,1.4812,157.09607200000002,,
2014-02-21,Friday,106.06,1.475,156.4385,,start
2014-02-22,Saturday,,,156.4385,imputed from 88,
2014-02-23,Sunday,,,156.4385,imputed from 89,
2014-02-24,Monday,106.06,1.4806,157.032436,,
2014-02-25,Tuesday,106.06,1.4793,156.89455800000002,,
2014-02-26,Wednesday,105.16,1.4849,156.152084,,
2014-02-27,Thursday,105.16,1.4823,155.87866799999998,,
2014-02-28,Friday,105.16,1.4734,154.942744,,start
2014-03-01,Saturday,,,154.942744,imputed from 95,
2014-03-02,Sunday,,,154.942744,imputed from 96,
2014-03-03,Monday,105.16,1.4719,154.785004,,
2014-03-04,Tuesday,105.16,1.4787,155.500092,,
2014-03-05,Wednesday,105.16,1.4835,156.00486,,
2014-03-06,Thursday,105.16,1.474,155.00584,,
2014-03-07,Friday,105.16,1.4674,154.311784,,start
2014-03-08,Saturday,,,154.311784,imputed from 102,
2014-03-09,Sunday,,,154.311784,imputed from 103,
2014-03-10,Monday,105.16,1.461,153.63876,,
2014-03-11,Tuesday,105.16,1.4593,153.459988,,
2014-03-12,Wednesday,105.16,1.4524,152.73438399999998,,
2014-03-13,Thursday,105.16,1.4539,152.892124,,
2014-03-14,Friday,105.16,1.4524,152.73438399999998,,start
2014-03-15,Saturday,,,152.73438399999998,imputed from 109,
2014-03-16,Sunday,,,152.73438399999998,imputed from 110,
2014-03-17,Monday,105.16,1.4528,152.77644800000002,,
2014-03-18,Tuesday,105.16,1.4488,152.355808,,
2014-03-19,Wednesday,105.16,1.4566,153.176056,,
2014-03-20,Thursday,105.16,1.4587,153.396892,,
2014-03-21,Friday,105.16,1.4555,153.06038,,start
2014-03-22,Saturday,,,153.06038,imputed from 116,
2014-03-23,Sunday,,,153.06038,imputed from 117,
2014-03-24,Monday,105.16,1.4532,152.818512,,
2014-03-25,Tuesday,105.16,1.459,153.42844,,
2014-03-26,Wednesday,105.16,1.4675,154.32229999999998,,
2014-03-27,Thursday,105.16,1.4727,154.86913199999998,,
2014-03-28,Friday,108.3,1.4755,159.79665,,start
2014-03-29,Saturday,,,159.79665,imputed from 123,
2014-03-30,Sunday,,,159.79665,imputed from 124,
2014-03-31,Monday,108.26,1.4738,159.55358800000002,,
2014-04-01,Tuesday,108.32,1.4692,159.143744,,
2014-04-02,Wednesday,108.06,1.4741,159.291246,,
2014-04-03,Thursday,108.32,1.4787,160.17278399999998,,
2014-04-04,Friday,109.18,1.4788,161.455384,,start
2014-04-05,Saturday,,,161.455384,imputed from 130,
2014-04-06,Sunday,,,161.455384,imputed from 131,
2014-04-07,Monday,109.32,1.4745,161.19233999999997,,
2014-04-08,Tuesday,108.94,1.4793,161.154942,,
2014-04-09,Wednesday,109.02,1.4772,161.044344,,
2014-04-10,Thursday,110.06,1.4711,161.909266,,
2014-04-11,Friday,110.2,1.4657,161.52014,,start
2014-04-12,Saturday,,,161.52014,imputed from 137,
2014-04-13,Sunday,,,161.52014,imputed from 138,
2014-04-14,Monday,109.8,1.4717,161.59266,,
2014-04-15,Tuesday,110.1,1.4724,162.11123999999998,,
2014-04-16,Wednesday,109.94,1.4812,162.843128,,
2014-04-17,Thursday,109.96,1.4833,163.103668,,
2014-04-18,Friday,109.96,1.4835,163.12565999999998,imputed from 143,start
2014-04-19,Saturday,,,163.12565999999998,imputed from 144,
2014-04-20,Sunday,,,163.12565999999998,imputed from 145,
2014-04-21,Monday,,1.4862,163.12565999999998,imputed from 146,
2014-04-22,Tuesday,109.28,1.489,162.71792000000002,,
2014-04-23,Wednesday,109.76,1.4825,162.7192,,
2014-04-24,Thursday,109.46,1.4813,162.143098,,
2014-04-25,Friday,110.22,1.4814,163.279908,,start
2014-04-26,Saturday,,,163.279908,imputed from 151,
2014-04-27,Sunday,,,163.279908,imputed from 152,
2014-04-28,Monday,109.8,1.4795,162.4491,,
2014-04-29,Tuesday,109.58,1.4866,162.901628,,
2014-04-30,Wednesday,109.86,1.4855,163.19703,,
2014-05-01,Thursday,110.1,1.4854,163.54254,,
2014-05-02,Friday,110.34,1.4814,163.45767600000002,,start
2014-05-03,Saturday,,,163.45767600000002,imputed from 158,
2014-05-04,Sunday,,,163.45767600000002,imputed from 159,
2014-05-05,Monday,110.34,1.4805,163.35837,,
2014-05-06,Tuesday,110.18,1.4841,163.518138,,
2014-05-07,Wednesday,110.28,1.4855,163.82094,,
2014-05-08,Thursday,110.54,1.4904,164.748816,,
2014-05-09,Friday,110.26,1.4936,164.684336,,start
2014-05-10,Saturday,,,164.684336,imputed from 165,
2014-05-11,Sunday,,,164.684336,imputed from 166,
2014-05-12,Monday,109.7,1.4976,164.28672,,
2014-05-13,Tuesday,110.36,1.4978,165.297208,,
2014-05-14,Wednesday,111.34,1.492,166.11928,,
2014-05-15,Thursday,111.92,1.496,167.43232,,
2014-05-16,Friday,111.78,1.5009,167.770602,,start
2014-05-17,Saturday,,,167.770602,imputed from 172,
2014-05-18,Sunday,,,167.770602,imputed from 173,
2014-05-19,Monday,111.56,1.5002,167.362312,,
2014-05-20,Tuesday,110.94,1.5021,166.642974,,
2014-05-21,Wednesday,110.52,1.5096,166.840992,,
2014-05-22,Thursday,110.36,1.5085,166.47806,,
2014-05-23,Friday,110.54,1.5077,166.661158,,start
2014-05-24,Saturday,,,166.661158,imputed from 179,
2014-05-25,Sunday,,,166.661158,imputed from 180,
2014-05-26,Monday,110.54,1.5068,166.561672,,
2014-05-27,Tuesday,109.58,1.5074,165.180892,,
2014-05-28,Wednesday,110.6,1.5013,166.04378,,
2014-05-29,Thursday,110.88,1.501,166.43087999999997,,
2014-05-30,Friday,110.5,1.5,165.75,,start
2014-05-31,Saturday,,,165.75,imputed from 186,
2014-06-01,Sunday,,,165.75,imputed from 187,
2014-06-02,Monday,109.8,1.505,165.249,,
2014-06-03,Tuesday,109.38,1.5013,164.212194,,
2014-06-04,Wednesday,109.0,1.5017,163.6853,,
2014-06-05,Thursday,109.2,1.4992,163.71264000000002,,
2014-06-06,Friday,109.3,1.5014,164.10302000000001,,start
2014-06-07,Saturday,,,164.10302000000001,imputed from 193,
2014-06-08,Sunday,,,164.10302000000001,imputed from 194,
2014-06-09,Monday,108.86,1.5074,164.095564,,
2014-06-10,Tuesday,108.58,1.5068,163.608344,,
2014-06-11,Wednesday,108.86,1.5108,164.465688,,
2014-06-12,Thursday,108.84,1.5209,165.534756,,
2014-06-13,Friday,109.08,1.5269,166.554252,,start
2014-06-14,Saturday,,,166.554252,imputed from 200,
2014-06-15,Sunday,,,166.554252,imputed from 201,
2014-06-16,Monday,109.22,1.5236,166.407592,,
2014-06-17,Tuesday,109.2,1.5257,166.60644000000002,,
2014-06-18,Wednesday,109.36,1.5221,166.456856,,
2014-06-19,Thursday,109.24,1.5235,166.42714,,
2014-06-20,Friday,108.9,1.5229,165.84381,,start
2014-06-21,Saturday,,,165.84381,imputed from 207,
2014-06-22,Sunday,,,165.84381,imputed from 208,
2014-06-23,Monday,109.24,1.5227,166.339748,,
2014-06-24,Tuesday,109.32,1.5181,165.95869199999999,,
2014-06-25,Wednesday,110.36,1.5164,167.349904,,
2014-06-26,Thursday,110.44,1.5215,168.03446,,
2014-06-27,Friday,110.5,1.5176,167.69480000000001,,start
2014-06-28,Saturday,,,167.69480000000001,imputed from 214,
2014-06-29,Sunday,,,167.69480000000001,imputed from 215,
2014-06-30,Monday,109.94,1.517,166.77898,,
2014-07-01,Tuesday,109.76,1.5221,167.065696,,
2014-07-02,Wednesday,109.52,1.5257,167.094664,,
2014-07-03,Thursday,109.34,1.5324,167.552616,,
2014-07-04,Friday,109.28,1.5345,167.69016,,start
2014-07-05,Saturday,,,167.69016,imputed from 221,
2014-07-06,Sunday,,,167.69016,imputed from 222,
2014-07-07,Monday,109.46,1.5305,167.52853,,
2014-07-08,Tuesday,110.3,1.5299,168.74797,,
2014-07-09,Wednesday,110.34,1.5286,168.665724,,
2014-07-10,Thursday,110.9,1.5286,169.52174,,
2014-07-11,Friday,111.12,1.527,169.68024,,start
2014-07-12,Saturday,,,169.68024,imputed from 228,
2014-07-13,Sunday,,,169.68024,imputed from 229,
2014-07-14,Monday,111.12,1.5237,169.313544,,
2014-07-15,Tuesday,110.78,1.5355,170.10269000000002,,
2014-07-16,Wednesday,110.78,1.5395,170.54581000000002,,
2014-07-17,Thursday,111.66,1.5346,171.353436,,
2014-07-18,Friday,112.26,1.5352,172.341552,,start
2014-07-19,Saturday,,,172.341552,imputed from 235,
2014-07-20,Sunday,,,172.341552,imputed from 236,
2014-07-21,Monday,112.46,1.5334,172.446164,,
2014-07-22,Tuesday,112.38,1.5399,173.05396199999998,,
2014-07-23,Wednesday,112.78,1.5377,173.421806,,
2014-07-24,Thursday,112.48,1.5332,172.45433599999998,,
2014-07-25,Friday,112.8,1.536,173.2608,,start
2014-07-26,Saturday,,,173.2608,imputed from 242,
2014-07-27,Sunday,,,173.2608,imputed from 243,
2014-07-28,Monday,112.6,1.5352,172.86351999999997,,
2014-07-29,Tuesday,113.04,1.5367,173.708568,,
2014-07-30,Wednesday,112.64,1.5371,173.13894399999998,,
2014-07-31,Thursday,112.64,1.5346,172.85734399999998,,
2014-08-01,Friday,113.78,1.5238,173.37796400000002,,start
2014-08-02,Saturday,,,173.37796400000002,imputed from 249,
2014-08-03,Sunday,,,173.37796400000002,imputed from 250,
2014-08-04,Monday,114.16,1.5289,174.539224,,
2014-08-05,Tuesday,113.8,1.5351,174.69438,,
2014-08-06,Wednesday,114.9,1.5296,175.75104000000002,,
2014-08-07,Thursday,115.44,1.5299,176.611656,,
2014-08-08,Friday,116.6,1.519,177.1154,,start
2014-08-09,Saturday,,,177.1154,imputed from 256,
2014-08-10,Sunday,,,177.1154,imputed from 257,
2014-08-11,Monday,115.46,1.5219,175.718574,,
2014-08-12,Tuesday,115.08,1.5258,175.589064,,
2014-08-13,Wednesday,115.32,1.5144,174.640608,,
2014-08-14,Thursday,115.88,1.5127,175.291676,,
2014-08-15,Friday,117.7,1.5068,177.35036,,start
2014-08-16,Saturday,,,177.35036,imputed from 263,
2014-08-17,Sunday,,,177.35036,imputed from 264,
2014-08-18,Monday,116.68,1.5164,176.93355200000002,,
2014-08-19,Tuesday,117.14,1.5109,176.98682599999998,,
2014-08-20,Wednesday,116.98,1.5158,177.318284,,
2014-08-21,Thursday,117.02,1.5112,176.84062400000002,,
2014-08-22,Friday,117.06,1.5145,177.28737,,start
2014-08-23,Saturday,,,177.28737,imputed from 270,
2014-08-24,Sunday,,,177.28737,imputed from 271,
2014-08-25,Monday,117.06,1.5176,177.650256,,
2014-08-26,Tuesday,118.06,1.5176,179.167856,,
2014-08-27,Wednesday,118.48,1.5164,179.663072,,
2014-08-28,Thursday,118.86,1.5179,180.417594,,
2014-08-29,Friday,119.1,1.5241,181.52031,,start
2014-08-30,Saturday,,,181.52031,imputed from 277,
2014-08-31,Sunday,,,181.52031,imputed from 278,
2014-09-01,Monday,118.88,1.5272,181.55353599999998,,
2014-09-02,Tuesday,117.5,1.5135,177.83625,,
2014-09-03,Wednesday,116.78,1.5106,176.407868,,
2014-09-04,Thursday,116.16,1.522,176.79552,,
2014-09-05,Friday,116.08,1.5202,176.46481599999998,,start
2014-09-06,Saturday,,,176.46481599999998,imputed from 284,
2014-09-07,Sunday,,,176.46481599999998,imputed from 285,
2014-09-08,Monday,115.52,1.5066,174.042432,,
2014-09-09,Tuesday,115.3,1.5026,173.24978,,
2014-09-10,Wednesday,114.54,1.5184,173.917536,,
2014-09-11,Thursday,114.8,1.5212,174.63376,,
2014-09-12,Friday,114.44,1.518,173.71992,,start
2014-09-13,Saturday,,,173.71992,imputed from 291,
2014-09-14,Sunday,,,173.71992,imputed from 292,
2014-09-15,Monday,114.52,1.5181,173.852812,,
2014-09-16,Tuesday,114.66,1.5179,174.042414,,
2014-09-17,Wednesday,114.86,1.5318,175.94254800000002,,
2014-09-18,Thursday,113.84,1.5312,174.31180799999998,,
2014-09-19,Friday,115.42,1.5326,176.892692,,start
2014-09-20,Saturday,,,176.892692,imputed from 298,
2014-09-21,Sunday,,,176.892692,imputed from 299,
2014-09-22,Monday,116.18,1.5377,178.649986,,
2014-09-23,Tuesday,116.7,1.5403,179.75301000000002,,
2014-09-24,Wednesday,116.98,1.5449,180.722402,,
2014-09-25,Thursday,116.92,1.5445,180.58294,,
2014-09-26,Friday,116.7,1.5456,180.37152,,start
2014-09-27,Saturday,,,180.37152,imputed from 305,
2014-09-28,Sunday,,,180.37152,imputed from 306,
2014-09-29,Monday,117.02,1.5451,180.80760199999997,,
2014-09-30,Tuesday,117.16,1.5484,181.410544,,
2014-10-01,Wednesday,117.72,1.5473,182.148156,,
2014-10-02,Thursday,118.12,1.5402,181.928424,,
2014-10-03,Friday,117.36,1.5451,181.332936,,start
2014-10-04,Saturday,,,181.332936,imputed from 312,
2014-10-05,Sunday,,,181.332936,imputed from 313,
2014-10-06,Monday,117.8,1.5412,181.55336,,
2014-10-07,Tuesday,119.18,1.5401,183.54911800000002,,
2014-10-08,Wednesday,119.72,1.5389,184.23710799999998,,
2014-10-09,Thursday,119.2,1.5383,183.36536,,
2014-10-10,Friday,119.78,1.5389,184.329442,,start
2014-10-11,Saturday,,,184.329442,imputed from 319,
2014-10-12,Sunday,,,184.329442,imputed from 320,
2014-10-13,Monday,120.78,1.5248,184.165344,,
2014-10-14,Tuesday,121.46,1.5169,184.242674,,
2014-10-15,Wednesday,123.22,1.506,185.56932,,
2014-10-16,Thursday,122.54,1.5164,185.819656,,
2014-10-17,Friday,120.52,1.5228,183.52785599999999,,start
2014-10-18,Saturday,,,183.52785599999999,imputed from 326,
2014-10-19,Sunday,,,183.52785599999999,imputed from 327,
2014-10-20,Monday,120.98,1.5239,184.361422,,
2014-10-21,Tuesday,120.44,1.5294,184.200936,,
2014-10-22,Wednesday,120.24,1.5308,184.063392,,
2014-10-23,Thursday,119.84,1.5295,183.29528000000002,,
2014-10-24,Friday,119.88,1.5316,183.608208,,start
2014-10-25,Saturday,,,183.608208,imputed from 333,
2014-10-26,Sunday,,,183.608208,imputed from 334,
2014-10-27,Monday,120.2,1.5307,183.99014,,
2014-10-28,Tuesday,119.52,1.5278,182.602656,,
2014-10-29,Wednesday,119.16,1.529,182.19564,,
2014-10-30,Thursday,119.56,1.5297,182.89093200000002,,
2014-10-31,Friday,119.12,1.5398,183.42097600000002,,start
2014-11-01,Saturday,,,183.42097600000002,imputed from 340,
2014-11-02,Sunday,,,183.42097600000002,imputed from 341,
2014-11-03,Monday,118.92,1.5427,183.457884,,
2014-11-04,Tuesday,119.76,1.536,183.95136000000002,,
2014-11-05,Wednesday,119.48,1.5402,184.023096,,
2014-11-06,Thursday,119.56,1.5409,184.230004,,
2014-11-07,Friday,120.26,1.5335,184.41871,,start
2014-11-08,Saturday,,,184.41871,imputed from 347,
2014-11-09,Sunday,,,184.41871,imputed from 348,
2014-11-10,Monday,120.64,1.5338,185.037632,,
2014-11-11,Tuesday,120.08,1.5355,184.38284000000002,,
2014-11-12,Wednesday,120.64,1.525,183.976,,
2014-11-13,Thursday,120.52,1.5138,182.443176,,
2014-11-14,Friday,121.24,1.5027,182.187348,,start
2014-11-15,Saturday,,,182.187348,imputed from 354,
2014-11-16,Sunday,,,182.187348,imputed from 355,
2014-11-17,Monday,121.32,1.5092,183.096144,,
2014-11-18,Tuesday,121.14,1.4981,181.479834,,
2014-11-19,Wednesday,120.94,1.5008,181.50675199999998,,
2014-11-20,Thursday,121.52,1.504,182.76608,,
2014-11-21,Friday,122.42,1.5186,185.907012,,start
2014-11-22,Saturday,,,185.907012,imputed from 361,
2014-11-23,Sunday,,,185.907012,imputed from 362,
2014-11-24,Monday,122.88,1.5179,186.519552,,
2014-11-25,Tuesday,123.98,1.5143,187.742914,,
2014-11-26,Wednesday,125.4,1.518,190.3572,,
2014-11-27,Thursday,126.6,1.517,192.05219999999997,,
2014-11-28,Friday,126.72,1.5101,191.359872,,start
2014-11-29,Saturday,,,191.359872,imputed from 368,
2014-11-30,Sunday,,,191.359872,imputed from 369,
2014-12-01,Monday,127.08,1.5174,192.83119200000002,,
2014-12-02,Tuesday,125.26,1.5202,190.420252,,
2014-12-03,Wednesday,125.32,1.5334,192.165688,,
2014-12-04,Thursday,125.58,1.5224,191.18299199999998,,
2014-12-05,Friday,125.38,1.5249,191.191962,,start
2014-12-06,Saturday,,,191.191962,imputed from 375,
2014-12-07,Sunday,,,191.191962,imputed from 376,
2014-12-08,Monday,125.92,1.5278,192.38057600000002,,
2014-12-09,Tuesday,127.72,1.5218,194.364296,,
2014-12-10,Wednesday,127.4,1.5188,193.49512,,
2014-12-11,Thursday,127.96,1.5227,194.84469199999998,,
2014-12-12,Friday,130.18,1.5145,197.15761,,start
2014-12-13,Saturday,,,197.15761,imputed from 382,
2014-12-14,Sunday,,,197.15761,imputed from 383,
2014-12-15,Monday,130.14,1.51,196.51139999999998,,
2014-12-16,Tuesday,131.28,1.5119,198.482232,,
2014-12-17,Wednesday,131.1,1.5156,198.69516,,
2014-12-18,Thursday,128.9,1.5354,197.91306000000003,,
2014-12-19,Friday,128.66,1.5379,197.866214,,start
2014-12-20,Saturday,,,197.866214,imputed from 389,
2014-12-21,Sunday,,,197.866214,imputed from 390,
2014-12-22,Monday,128.98,1.5339,197.842422,,
2014-12-23,Tuesday,128.58,1.5332,197.138856,,
2014-12-24,Wednesday,127.96,1.5334,196.213864,,
2014-12-25,Thursday,,1.5303,196.213864,imputed from 394,
2014-12-26,Friday,127.96,1.5363,196.584948,,start
2014-12-27,Saturday,,,196.584948,imputed from 396,
2014-12-28,Sunday,,,196.584948,imputed from 397,
2014-12-29,Monday,129.56,1.5359,198.991204,,
2014-12-30,Tuesday,130.16,1.539,200.31624,,
2014-12-31,Wednesday,131.42,1.5486,203.51701199999997,,
2015-01-01,Thursday,,1.5481,203.51701199999997,imputed from 401,
2015-01-02,Friday,132.3,1.5355,203.14665000000002,,start
2015-01-03,Saturday,,,203.14665000000002,imputed from 403,
2015-01-04,Sunday,,,203.14665000000002,imputed from 404,
2015-01-05,Monday,133.8,1.5356,205.46328000000003,,
2015-01-06,Tuesday,135.64,1.5305,207.59702,,
2015-01-07,Wednesday,135.5,1.5328,207.6944,,
2015-01-08,Thursday,134.94,1.5367,207.36229799999998,,
2015-01-09,Friday,136.18,1.5375,209.37675000000002,,start
2015-01-10,Saturday,,,209.37675000000002,imputed from 410,
2015-01-11,Sunday,,,209.37675000000002,imputed from 411,
2015-01-12,Monday,136.5,1.5397,210.16905,,
2015-01-13,Tuesday,137.18,1.5465,212.14887000000002,,
2015-01-14,Wednesday,139.24,1.5519,216.08655600000003,,
2015-01-15,Thursday,138.84,1.2739,176.868276,,
2015-01-16,Friday,138.78,1.3016,180.63604800000002,,start
2015-01-17,Saturday,,,180.63604800000002,imputed from 417,
2015-01-18,Sunday,,,180.63604800000002,imputed from 418,
2015-01-19,Monday,139.8,1.3291,185.80818000000002,,
2015-01-20,Tuesday,140.72,1.3263,186.636936,,
2015-01-21,Wednesday,141.2,1.3021,183.85652,,
2015-01-22,Thursday,139.76,1.3076,182.750176,,
2015-01-23,Friday,141.5,1.3195,186.70925,,start
2015-01-24,Saturday,,,186.70925,imputed from 424,
2015-01-25,Sunday,,,186.70925,imputed from 425,
2015-01-26,Monday,141.24,1.3616,192.312384,,
2015-01-27,Tuesday,141.46,1.372,194.08312000000004,,
2015-01-28,Wednesday,141.46,1.3702,193.828492,,
2015-01-29,Thursday,142.2,1.3919,197.92817999999997,,
2015-01-30,Friday,144.32,1.3865,200.09968,,start
2015-01-31,Saturday,,,200.09968,imputed from 431,
2015-02-01,Sunday,,,200.09968,imputed from 432,
2015-02-02,Monday,143.96,1.3957,200.924972,,
2015-02-03,Tuesday,141.74,1.4012,198.606088,,
2015-02-04,Wednesday,139.74,1.406,196.47444,,
2015-02-05,Thursday,139.12,1.4121,196.45135199999999,,
2015-02-06,Friday,137.0,1.4125,193.51250000000002,,start
2015-02-07,Saturday,,,193.51250000000002,imputed from 438,
2015-02-08,Sunday,,,193.51250000000002,imputed from 439,
2015-02-09,Monday,137.36,1.4052,193.01827200000002,,
2015-02-10,Tuesday,135.56,1.4131,191.55983600000002,,
2015-02-11,Wednesday,134.66,1.4151,190.557366,,
2015-02-12,Thursday,134.5,1.4322,192.6309,,
2015-02-13,Friday,134.24,1.4353,192.67467200000002,,start
2015-02-14,Saturday,,,192.67467200000002,imputed from 445,
2015-02-15,Sunday,,,192.67467200000002,imputed from 446,
2015-02-16,Monday,133.84,1.4316,191.605344,,
2015-02-17,Tuesday,132.2,1.4385,190.16969999999998,,
2015-02-18,Wednesday,130.2,1.4544,189.36287999999996,,
2015-02-19,Thursday,130.86,1.4636,191.52669600000002,,
2015-02-20,Friday,132.5,1.4448,191.436,,start
2015-02-21,Saturday,,,191.436,imputed from 452,
2015-02-22,Sunday,,,191.436,imputed from 453,
2015-02-23,Monday,131.78,1.4682,193.479396,,
2015-02-24,Tuesday,133.08,1.4691,195.50782800000002,,
2015-02-25,Wednesday,133.32,1.4727,196.34036399999997,,
2015-02-26,Thursday,133.06,1.4678,195.305468,,
2015-02-27,Friday,131.6,1.4732,193.87312,,start
2015-02-28,Saturday,,,193.87312,imputed from 459,
2015-03-01,Sunday,,,193.87312,imputed from 460,
2015-03-02,Monday,130.9,1.4729,192.80261000000002,,
2015-03-03,Tuesday,129.0,1.4768,190.50719999999998,,
2015-03-04,Wednesday,128.18,1.4704,188.475872,,
2015-03-05,Thursday,128.34,1.4842,190.482228,,
2015-03-06,Friday,126.4,1.4826,187.40064,,start
2015-03-07,Saturday,,,187.40064,imputed from 466,
2015-03-08,Sunday,,,187.40064,imputed from 467,
2015-03-09,Monday,126.68,1.4914,188.930552,,
2015-03-10,Tuesday,128.92,1.5063,194.19219599999997,,
2015-03-11,Wednesday,128.74,1.5068,193.985432,,
2015-03-12,Thursday,130.8,1.4917,195.11436000000003,,
2015-03-13,Friday,131.36,1.4826,194.75433600000002,,start
2015-03-14,Saturday,,,194.75433600000002,imputed from 473,
2015-03-15,Sunday,,,194.75433600000002,imputed from 474,
2015-03-16,Monday,132.12,1.4941,197.400492,,
2015-03-17,Tuesday,132.76,1.4841,197.029116,,
2015-03-18,Wednesday,134.26,1.4653,196.731178,,
2015-03-19,Thursday,136.28,1.4607,199.064196,,
2015-03-20,Friday,136.5,1.4582,199.0443,,start
2015-03-21,Saturday,,,199.0443,imputed from 480,
2015-03-22,Sunday,,,199.0443,imputed from 481,
2015-03-23,Monday,136.54,1.4447,197.259338,,
2015-03-24,Tuesday,136.92,1.423,194.83715999999998,,
2015-03-25,Wednesday,137.84,1.428,196.83552,,
2015-03-26,Thursday,136.02,1.4299,194.494998,,
