date,weekday,XB1_Comdty_PX-LAST-CHF,imputed,XB1_Comdty_start
2010-05-17,Monday,2.32239,,
2010-05-18,Tuesday,2.32137,,
2010-05-19,Wednesday,2.32776,,
2010-05-20,Thursday,2.26684,,
2010-05-21,Friday,2.25263,,start
2010-05-22,Saturday,2.25263,imputed from 1691,
2010-05-23,Sunday,2.25263,imputed from 1692,
2010-05-24,Monday,2.27687,,
2010-05-25,Tuesday,2.24069,,
2010-05-26,Wednesday,2.28271,,
2010-05-27,Thursday,2.35167,,
2010-05-28,Friday,2.33549,,start
2010-05-29,Saturday,2.33549,imputed from 1698,
2010-05-30,Sunday,2.33549,imputed from 1699,
2010-05-31,Monday,2.33549,imputed from 1700,
2010-06-01,Tuesday,2.2878,,
2010-06-02,Wednesday,2.33852,,
2010-06-03,Thursday,2.40628,,
2010-06-04,Friday,2.31535,,start
2010-06-05,Saturday,2.31535,imputed from 1705,
2010-06-06,Sunday,2.31535,imputed from 1706,
2010-06-07,Monday,2.31827,,
2010-06-08,Tuesday,2.28627,,
2010-06-09,Wednesday,2.33668,,
2010-06-10,Thursday,2.37134,,
2010-06-11,Friday,2.36248,,start
2010-06-12,Saturday,2.36248,imputed from 1712,
2010-06-13,Sunday,2.36248,imputed from 1713,
2010-06-14,Monday,2.36772,,
2010-06-15,Tuesday,2.39708,,
2010-06-16,Wednesday,2.41614,,
2010-06-17,Thursday,2.41005,,
2010-06-18,Friday,2.38427,,start
2010-06-19,Saturday,2.38427,imputed from 1719,
2010-06-20,Sunday,2.38427,imputed from 1720,
2010-06-21,Monday,2.37829,,
2010-06-22,Tuesday,2.3573,,
2010-06-23,Wednesday,2.30823,,
2010-06-24,Thursday,2.3039,,
2010-06-25,Friday,2.37287,,start
2010-06-26,Saturday,2.37287,imputed from 1726,
2010-06-27,Sunday,2.37287,imputed from 1727,
2010-06-28,Monday,2.32614,,
2010-06-29,Tuesday,2.24087,,
2010-06-30,Wednesday,2.22071,,
2010-07-01,Thursday,2.13284,,
2010-07-02,Friday,2.10724,,start
2010-07-03,Saturday,2.10724,imputed from 1733,
2010-07-04,Sunday,2.10724,imputed from 1734,
2010-07-05,Monday,2.10724,imputed from 1735,
2010-07-06,Tuesday,2.08642,,
2010-07-07,Wednesday,2.13244,,
2010-07-08,Thursday,2.15714,,
2010-07-09,Friday,2.19109,,start
2010-07-10,Saturday,2.19109,imputed from 1740,
2010-07-11,Sunday,2.19109,imputed from 1741,
2010-07-12,Monday,2.15171,,
2010-07-13,Tuesday,2.19516,,
2010-07-14,Wednesday,2.17892,,
2010-07-15,Thursday,2.14993,,
2010-07-16,Friday,2.15492,,start
2010-07-17,Saturday,2.15492,imputed from 1747,
2010-07-18,Sunday,2.15492,imputed from 1748,
2010-07-19,Monday,2.16689,,
2010-07-20,Tuesday,2.17796,,
2010-07-21,Wednesday,2.17326,,
2010-07-22,Thursday,2.2374,,
2010-07-23,Friday,2.23659,,start
2010-07-24,Saturday,2.23659,imputed from 1754,
2010-07-25,Sunday,2.23659,imputed from 1755,
2010-07-26,Monday,2.20772,,
2010-07-27,Tuesday,2.19029,,
2010-07-28,Wednesday,2.18143,,
2010-07-29,Thursday,2.18067,,
2010-07-30,Friday,2.19213,,start
2010-07-31,Saturday,2.19213,imputed from 1761,
2010-08-01,Sunday,2.19213,imputed from 1762,
2010-08-02,Monday,2.25285,,
2010-08-03,Tuesday,2.27707,,
2010-08-04,Wednesday,2.29027,,
2010-08-05,Thursday,2.26851,,
2010-08-06,Friday,2.19087,,start
2010-08-07,Saturday,2.19087,imputed from 1768,
2010-08-08,Sunday,2.19087,imputed from 1769,
2010-08-09,Monday,2.22167,,
2010-08-10,Tuesday,2.2002,,
2010-08-11,Wednesday,2.11326,,
2010-08-12,Thursday,2.05332,,
2010-08-13,Friday,2.03794,,start
2010-08-14,Saturday,2.03794,imputed from 1775,
2010-08-15,Sunday,2.03794,imputed from 1776,
2010-08-16,Monday,1.998,,
2010-08-17,Tuesday,2.03719,,
2010-08-18,Wednesday,2.04043,,
2010-08-19,Thursday,1.99138,,
2010-08-20,Friday,1.99325,,start
2010-08-21,Saturday,1.99325,imputed from 1782,
2010-08-22,Sunday,1.99325,imputed from 1783,
2010-08-23,Monday,1.95662,,
2010-08-24,Tuesday,1.90692,,
2010-08-25,Wednesday,1.91497,,
2010-08-26,Thursday,1.9564,,
2010-08-27,Friday,2.00166,,start
2010-08-28,Saturday,2.00166,imputed from 1789,
2010-08-29,Sunday,2.00166,imputed from 1790,
2010-08-30,Monday,1.98265,,
2010-08-31,Tuesday,1.92076,,
2010-09-01,Wednesday,1.91989,,
2010-09-02,Thursday,1.94562,,
2010-09-03,Friday,1.95405,,start
2010-09-04,Saturday,1.95405,imputed from 1796,
2010-09-05,Sunday,1.95405,imputed from 1797,
2010-09-06,Monday,1.95405,imputed from 1798,
2010-09-07,Tuesday,1.953,,
2010-09-08,Wednesday,1.96073,,
2010-09-09,Thursday,1.96579,,
2010-09-10,Friday,2.01,,start
2010-09-11,Saturday,2.01,imputed from 1803,
2010-09-12,Sunday,2.01,imputed from 1804,
2010-09-13,Monday,1.99823,,
2010-09-14,Tuesday,1.96014,,
2010-09-15,Wednesday,1.96721,,
2010-09-16,Thursday,1.9528,,
2010-09-17,Friday,1.93839,,start
2010-09-18,Saturday,1.93839,imputed from 1810,
2010-09-19,Sunday,1.93839,imputed from 1811,
2010-09-20,Monday,1.95954,,
2010-09-21,Tuesday,1.93073,,
2010-09-22,Wednesday,1.87839,,
2010-09-23,Thursday,1.88634,,
2010-09-24,Friday,1.91731,,start
2010-09-25,Saturday,1.91731,imputed from 1817,
2010-09-26,Sunday,1.91731,imputed from 1818,
2010-09-27,Monday,1.91723,,
2010-09-28,Tuesday,1.89998,,
2010-09-29,Wednesday,1.94701,,
2010-09-30,Thursday,2.00554,,
2010-10-01,Friday,2.00554,imputed from 1823,start
2010-10-02,Saturday,2.00554,imputed from 1824,
2010-10-03,Sunday,2.00554,imputed from 1825,
2010-10-04,Monday,2.03427,,
2010-10-05,Tuesday,2.05621,,
2010-10-06,Wednesday,2.07354,,
2010-10-07,Thursday,2.05107,,
2010-10-08,Friday,2.06795,,start
2010-10-09,Saturday,2.06795,imputed from 1831,
2010-10-10,Sunday,2.06795,imputed from 1832,
2010-10-11,Monday,2.08798,,
2010-10-12,Tuesday,2.03363,,
2010-10-13,Wednesday,2.07946,,
2010-10-14,Thursday,2.03459,,
2010-10-15,Friday,2.01292,,start
2010-10-16,Saturday,2.01292,imputed from 1838,
2010-10-17,Sunday,2.01292,imputed from 1839,
2010-10-18,Monday,2.05726,,
2010-10-19,Tuesday,1.98726,,
2010-10-20,Wednesday,2.002,,
2010-10-21,Thursday,1.97406,,
2010-10-22,Friday,2.02005,,start
2010-10-23,Saturday,2.02005,imputed from 1845,
2010-10-24,Sunday,2.02005,imputed from 1846,
2010-10-25,Monday,2.01706,,
2010-10-26,Tuesday,2.06154,,
2010-10-27,Wednesday,2.08035,,
2010-10-28,Thursday,2.0767,,
2010-10-29,Friday,2.06978,,start
2010-10-30,Saturday,2.06978,imputed from 1852,
2010-10-31,Sunday,2.06978,imputed from 1853,
2010-11-01,Monday,2.07741,,
2010-11-02,Tuesday,2.06488,,
2010-11-03,Wednesday,2.08904,,
2010-11-04,Thursday,2.08762,,
2010-11-05,Friday,2.09018,,start
2010-11-06,Saturday,2.09018,imputed from 1859,
2010-11-07,Sunday,2.09018,imputed from 1860,
2010-11-08,Monday,2.10051,,
2010-11-09,Tuesday,2.10612,,
2010-11-10,Wednesday,2.17918,,
2010-11-11,Thursday,2.18428,,
2010-11-12,Friday,2.16393,,start
2010-11-13,Saturday,2.16393,imputed from 1866,
2010-11-14,Sunday,2.16393,imputed from 1867,
2010-11-15,Monday,2.15812,,
2010-11-16,Tuesday,2.14643,,
2010-11-17,Wednesday,2.1374,,
2010-11-18,Thursday,2.22429,,
2010-11-19,Friday,2.19293,,start
2010-11-20,Saturday,2.19293,imputed from 1873,
2010-11-21,Sunday,2.19293,imputed from 1874,
2010-11-22,Monday,2.13253,,
2010-11-23,Tuesday,2.12246,,
2010-11-24,Wednesday,2.19788,,
2010-11-25,Thursday,2.19788,imputed from 1878,
2010-11-26,Friday,2.21583,,start
2010-11-27,Saturday,2.21583,imputed from 1880,
2010-11-28,Sunday,2.21583,imputed from 1881,
2010-11-29,Monday,2.28848,,
2010-11-30,Tuesday,2.2686,,
2010-12-01,Wednesday,2.30822,,
2010-12-02,Thursday,2.33528,,
2010-12-03,Friday,2.29706,,start
2010-12-04,Saturday,2.29706,imputed from 1887,
2010-12-05,Sunday,2.29706,imputed from 1888,
2010-12-06,Monday,2.30119,,
2010-12-07,Tuesday,2.28746,,
2010-12-08,Wednesday,2.28063,,
2010-12-09,Thursday,2.30048,,
2010-12-10,Friday,2.2645,,start
2010-12-11,Saturday,2.2645,imputed from 1894,
2010-12-12,Sunday,2.2645,imputed from 1895,
2010-12-13,Monday,2.2412,,
2010-12-14,Tuesday,2.19949,,
2010-12-15,Wednesday,2.22515,,
2010-12-16,Thursday,2.22503,,
2010-12-17,Friday,2.24966,,start
2010-12-18,Saturday,2.24966,imputed from 1901,
2010-12-19,Sunday,2.24966,imputed from 1902,
2010-12-20,Monday,2.29553,,
2010-12-21,Tuesday,2.2992,,
2010-12-22,Wednesday,2.30788,,
2010-12-23,Thursday,2.34661,,
2010-12-24,Friday,2.34661,imputed from 1907,start
2010-12-25,Saturday,2.34661,imputed from 1908,
2010-12-26,Sunday,2.34661,imputed from 1909,
2010-12-27,Monday,2.33036,,
2010-12-28,Tuesday,2.28412,,
2010-12-29,Wednesday,2.27016,,
2010-12-30,Thursday,2.24088,,
2010-12-31,Friday,2.29104,,start
2011-01-01,Saturday,2.29104,imputed from 1915,
2011-01-02,Sunday,2.29104,imputed from 1916,
2011-01-03,Monday,2.2654,,
2011-01-04,Tuesday,2.28461,,
2011-01-05,Wednesday,2.35708,,
2011-01-06,Thursday,2.3553,,
2011-01-07,Friday,2.32985,,start
2011-01-08,Saturday,2.32985,imputed from 1922,
2011-01-09,Sunday,2.32985,imputed from 1923,
2011-01-10,Monday,2.37797,,
2011-01-11,Tuesday,2.41817,,
2011-01-12,Wednesday,2.39142,,
2011-01-13,Thursday,2.35442,,
2011-01-14,Friday,2.40629,,start
2011-01-15,Saturday,2.40629,imputed from 1929,
2011-01-16,Sunday,2.40629,imputed from 1930,
2011-01-17,Monday,2.40629,imputed from 1931,
2011-01-18,Tuesday,2.39044,,
2011-01-19,Wednesday,2.37216,,
2011-01-20,Thursday,2.33795,,
2011-01-21,Friday,2.35489,,start
2011-01-22,Saturday,2.35489,imputed from 1936,
2011-01-23,Sunday,2.35489,imputed from 1937,
2011-01-24,Monday,2.29061,,
2011-01-25,Tuesday,2.21221,,
2011-01-26,Wednesday,2.29278,,
2011-01-27,Thursday,2.25561,,
2011-01-28,Friday,2.31455,,start
2011-01-29,Saturday,2.31455,imputed from 1943,
2011-01-30,Sunday,2.31455,imputed from 1944,
2011-01-31,Monday,2.34341,,
2011-02-01,Tuesday,2.35765,,
2011-02-02,Wednesday,2.35459,,
2011-02-03,Thursday,2.36296,,
2011-02-04,Friday,2.33058,,start
2011-02-05,Saturday,2.33058,imputed from 1950,
2011-02-06,Sunday,2.33058,imputed from 1951,
2011-02-07,Monday,2.34562,,
2011-02-08,Tuesday,2.38994,,
2011-02-09,Wednesday,2.42243,,
2011-02-10,Thursday,2.39151,,
2011-02-11,Friday,2.40382,,start
2011-02-12,Saturday,2.40382,imputed from 1957,
2011-02-13,Sunday,2.40382,imputed from 1958,
2011-02-14,Monday,2.44163,,
2011-02-15,Tuesday,2.40269,,
2011-02-16,Wednesday,2.44927,,
2011-02-17,Thursday,2.40384,,
2011-02-18,Friday,2.41506,,start
2011-02-19,Saturday,2.41506,imputed from 1964,
2011-02-20,Sunday,2.41506,imputed from 1965,
2011-02-21,Monday,2.41506,imputed from 1966,
2011-02-22,Tuesday,2.44259,,
2011-02-23,Wednesday,2.53219,,
2011-02-24,Thursday,2.51621,,
2011-02-25,Friday,2.54308,,start
2011-02-26,Saturday,2.54308,imputed from 1971,
2011-02-27,Sunday,2.54308,imputed from 1972,
2011-02-28,Monday,2.53716,,
2011-03-01,Tuesday,2.77098,,
2011-03-02,Wednesday,2.79441,,
2011-03-03,Thursday,2.81981,,
2011-03-04,Friday,2.82188,,start
2011-03-05,Saturday,2.82188,imputed from 1978,
2011-03-06,Sunday,2.82188,imputed from 1979,
2011-03-07,Monday,2.78071,,
2011-03-08,Tuesday,2.75458,,
2011-03-09,Wednesday,2.8153,,
2011-03-10,Thursday,2.81729,,
2011-03-11,Friday,2.77707,,start
2011-03-12,Saturday,2.77707,imputed from 1985,
2011-03-13,Sunday,2.77707,imputed from 1986,
2011-03-14,Monday,2.73473,,
2011-03-15,Tuesday,2.56605,,
2011-03-16,Wednesday,2.58521,,
2011-03-17,Thursday,2.65584,,
2011-03-18,Friday,2.65711,,start
2011-03-19,Saturday,2.65711,imputed from 1992,
2011-03-20,Sunday,2.65711,imputed from 1993,
2011-03-21,Monday,2.71265,,
2011-03-22,Tuesday,2.71366,,
2011-03-23,Wednesday,2.74304,,
2011-03-24,Thursday,2.75859,,
2011-03-25,Friday,2.79942,,start
2011-03-26,Saturday,2.79942,imputed from 1999,
2011-03-27,Sunday,2.79942,imputed from 2000,
2011-03-28,Monday,2.77915,,
2011-03-29,Tuesday,2.80579,,
2011-03-30,Wednesday,2.81612,,
2011-03-31,Thursday,2.84594,,
2011-04-01,Friday,2.84594,imputed from 2005,start
2011-04-02,Saturday,2.84594,imputed from 2006,
2011-04-03,Sunday,2.84594,imputed from 2007,
2011-04-04,Monday,2.9248,,
2011-04-05,Tuesday,2.9612,,
2011-04-06,Wednesday,2.93268,,
2011-04-07,Thursday,2.9233,,
2011-04-08,Friday,2.97245,,start
2011-04-09,Saturday,2.97245,imputed from 2013,
2011-04-10,Sunday,2.97245,imputed from 2014,
2011-04-11,Monday,2.89869,,
2011-04-12,Tuesday,2.83567,,
2011-04-13,Wednesday,2.90357,,
2011-04-14,Thursday,2.88568,,
2011-04-15,Friday,2.94252,,start
2011-04-16,Saturday,2.94252,imputed from 2020,
2011-04-17,Sunday,2.94252,imputed from 2021,
2011-04-18,Monday,2.91809,,
2011-04-19,Tuesday,2.90785,,
2011-04-20,Wednesday,2.91778,,
2011-04-21,Thursday,2.92315,,
2011-04-22,Friday,2.92315,imputed from 2026,start
2011-04-23,Saturday,2.92315,imputed from 2027,
2011-04-24,Sunday,2.92315,imputed from 2028,
2011-04-25,Monday,2.92814,,
2011-04-26,Tuesday,2.94594,,
2011-04-27,Wednesday,3.00155,,
2011-04-28,Thursday,2.99456,,
2011-04-29,Friday,3.00086,,start
2011-04-30,Saturday,3.00086,imputed from 2034,
2011-05-01,Sunday,3.00086,imputed from 2035,
2011-05-02,Monday,2.89326,,
2011-05-03,Tuesday,2.86495,,
2011-05-04,Wednesday,2.85669,,
2011-05-05,Thursday,2.69269,,
2011-05-06,Friday,2.71094,,start
2011-05-07,Saturday,2.71094,imputed from 2041,
2011-05-08,Sunday,2.71094,imputed from 2042,
2011-05-09,Monday,2.86663,,
2011-05-10,Tuesday,2.98022,,
2011-05-11,Wednesday,2.76774,,
2011-05-12,Thursday,2.70971,,
2011-05-13,Friday,2.74636,,start
2011-05-14,Saturday,2.74636,imputed from 2048,
2011-05-15,Sunday,2.74636,imputed from 2049,
2011-05-16,Monday,2.58758,,
2011-05-17,Tuesday,2.5792,,
2011-05-18,Wednesday,2.60084,,
2011-05-19,Thursday,2.58102,,
2011-05-20,Friday,2.57734,,start
2011-05-21,Saturday,2.57734,imputed from 2055,
2011-05-22,Sunday,2.57734,imputed from 2056,
2011-05-23,Monday,2.59287,,
2011-05-24,Tuesday,2.62947,,
2011-05-25,Wednesday,2.62862,,
2011-05-26,Thursday,2.64013,,
2011-05-27,Friday,2.6384,,start
2011-05-28,Saturday,2.6384,imputed from 2062,
2011-05-29,Sunday,2.6384,imputed from 2063,
2011-05-30,Monday,2.6384,imputed from 2064,
2011-05-31,Tuesday,2.68824,,
2011-06-01,Wednesday,2.5048,,
2011-06-02,Thursday,2.4991,,
2011-06-03,Friday,2.49535,,start
2011-06-04,Saturday,2.49535,imputed from 2069,
2011-06-05,Sunday,2.49535,imputed from 2070,
2011-06-06,Monday,2.46848,,
2011-06-07,Tuesday,2.50811,,
2011-06-08,Wednesday,2.48841,,
2011-06-09,Thursday,2.5586,,
2011-06-10,Friday,2.53909,,start
2011-06-11,Saturday,2.53909,imputed from 2076,
2011-06-12,Sunday,2.53909,imputed from 2077,
2011-06-13,Monday,2.50982,,
2011-06-14,Tuesday,2.58928,,
2011-06-15,Wednesday,2.49404,,
2011-06-16,Thursday,2.50758,,
2011-06-17,Friday,2.49674,,start
2011-06-18,Saturday,2.49674,imputed from 2083,
2011-06-19,Sunday,2.49674,imputed from 2084,
2011-06-20,Monday,2.45964,,
2011-06-21,Tuesday,2.42744,,
2011-06-22,Wednesday,2.48687,,
2011-06-23,Thursday,2.37734,,
2011-06-24,Friday,2.32235,,start
2011-06-25,Saturday,2.32235,imputed from 2090,
2011-06-26,Sunday,2.32235,imputed from 2091,
2011-06-27,Monday,2.35128,,
2011-06-28,Tuesday,2.40068,,
2011-06-29,Wednesday,2.5143,,
2011-06-30,Thursday,2.55261,,
2011-07-01,Friday,2.55261,imputed from 2096,start
2011-07-02,Saturday,2.55261,imputed from 2097,
2011-07-03,Sunday,2.55261,imputed from 2098,
2011-07-04,Monday,2.55261,imputed from 2099,
2011-07-05,Tuesday,2.5159,,
2011-07-06,Wednesday,2.51469,,
2011-07-07,Thursday,2.63825,,
2011-07-08,Friday,2.58851,,start
2011-07-09,Saturday,2.58851,imputed from 2104,
2011-07-10,Sunday,2.58851,imputed from 2105,
2011-07-11,Monday,2.5651,,
2011-07-12,Tuesday,2.58266,,
2011-07-13,Wednesday,2.58274,,
2011-07-14,Thursday,2.55109,,
2011-07-15,Friday,2.55288,,start
2011-07-16,Saturday,2.55288,imputed from 2111,
2011-07-17,Sunday,2.55288,imputed from 2112,
2011-07-18,Monday,2.53305,,
2011-07-19,Tuesday,2.54737,,
2011-07-20,Wednesday,2.5796,,
2011-07-21,Thursday,2.53725,,
2011-07-22,Friday,2.55447,,start
2011-07-23,Saturday,2.55447,imputed from 2118,
2011-07-24,Sunday,2.55447,imputed from 2119,
2011-07-25,Monday,2.52082,,
2011-07-26,Tuesday,2.53203,,
2011-07-27,Wednesday,2.52515,,
2011-07-28,Thursday,2.50499,,
2011-07-29,Friday,2.45234,,start
2011-07-30,Saturday,2.45234,imputed from 2125,
2011-07-31,Sunday,2.45234,imputed from 2126,
2011-08-01,Monday,2.38334,,
2011-08-02,Tuesday,2.32627,,
2011-08-03,Wednesday,2.25007,,
2011-08-04,Thursday,2.09587,,
2011-08-05,Friday,2.15103,,start
2011-08-06,Saturday,2.15103,imputed from 2132,
2011-08-07,Sunday,2.15103,imputed from 2133,
2011-08-08,Monday,2.03054,,
2011-08-09,Tuesday,1.94735,,
2011-08-10,Wednesday,2.03206,,
2011-08-11,Thursday,2.14225,,
2011-08-12,Friday,2.17676,,start
2011-08-13,Saturday,2.17676,imputed from 2139,
2011-08-14,Sunday,2.17676,imputed from 2140,
2011-08-15,Monday,2.25964,,
2011-08-16,Tuesday,2.26535,,
2011-08-17,Wednesday,2.26668,,
2011-08-18,Thursday,2.20429,,
2011-08-19,Friday,2.23546,,start
2011-08-20,Saturday,2.23546,imputed from 2146,
2011-08-21,Sunday,2.23546,imputed from 2147,
2011-08-22,Monday,2.23604,,
2011-08-23,Tuesday,2.27079,,
2011-08-24,Wednesday,2.28516,,
2011-08-25,Thursday,2.36096,,
2011-08-26,Friday,2.3691,,start
2011-08-27,Saturday,2.3691,imputed from 2153,
2011-08-28,Sunday,2.3691,imputed from 2154,
2011-08-29,Monday,2.37569,,
2011-08-30,Tuesday,2.45056,,
2011-08-31,Wednesday,2.43864,,
2011-09-01,Thursday,2.29738,,
2011-09-02,Friday,2.2342,,start
2011-09-03,Saturday,2.2342,imputed from 2160,
2011-09-04,Sunday,2.2342,imputed from 2161,
2011-09-05,Monday,2.2342,imputed from 2162,
2011-09-06,Tuesday,2.43026,,
2011-09-07,Wednesday,2.50088,,
2011-09-08,Thursday,2.51878,,
2011-09-09,Friday,2.44735,,start
2011-09-10,Saturday,2.44735,imputed from 2167,
2011-09-11,Sunday,2.44735,imputed from 2168,
2011-09-12,Monday,2.42303,,
2011-09-13,Tuesday,2.40838,,
2011-09-14,Wednesday,2.38998,,
2011-09-15,Thursday,2.41714,,
2011-09-16,Friday,2.43637,,start
2011-09-17,Saturday,2.43637,imputed from 2174,
2011-09-18,Sunday,2.43637,imputed from 2175,
2011-09-19,Monday,2.38371,,
2011-09-20,Tuesday,2.40046,,
2011-09-21,Wednesday,2.37985,,
2011-09-22,Thursday,2.32166,,
2011-09-23,Friday,2.31456,,start
2011-09-24,Saturday,2.31456,imputed from 2181,
2011-09-25,Sunday,2.31456,imputed from 2182,
2011-09-26,Monday,2.32711,,
2011-09-27,Tuesday,2.41571,,
2011-09-28,Wednesday,2.37768,,
2011-09-29,Thursday,2.35099,,
2011-09-30,Friday,2.37443,,start
2011-10-01,Saturday,2.37443,imputed from 2188,
2011-10-02,Sunday,2.37443,imputed from 2189,
2011-10-03,Monday,2.29706,,
2011-10-04,Tuesday,2.29779,,
2011-10-05,Wednesday,2.37471,,
2011-10-06,Thursday,2.48294,,
2011-10-07,Friday,2.44824,,start
2011-10-08,Saturday,2.44824,imputed from 2195,
2011-10-09,Sunday,2.44824,imputed from 2196,
2011-10-10,Monday,2.43413,,
2011-10-11,Tuesday,2.49317,,
2011-10-12,Wednesday,2.45404,,
2011-10-13,Thursday,2.47789,,
2011-10-14,Friday,2.52528,,start
2011-10-15,Saturday,2.52528,imputed from 2202,
2011-10-16,Sunday,2.52528,imputed from 2203,
2011-10-17,Monday,2.46312,,
2011-10-18,Tuesday,2.47029,,
2011-10-19,Wednesday,2.40889,,
2011-10-20,Thursday,2.40073,,
2011-10-21,Friday,2.37426,,start
2011-10-22,Saturday,2.37426,imputed from 2209,
2011-10-23,Sunday,2.37426,imputed from 2210,
2011-10-24,Monday,2.36803,,
2011-10-25,Tuesday,2.37528,,
2011-10-26,Wednesday,2.34826,,
2011-10-27,Thursday,2.35757,,
2011-10-28,Friday,2.31393,,start
2011-10-29,Saturday,2.31393,imputed from 2216,
2011-10-30,Sunday,2.31393,imputed from 2217,
2011-10-31,Monday,2.30461,,
2011-11-01,Tuesday,2.32259,,
2011-11-02,Wednesday,2.32455,,
2011-11-03,Thursday,2.32293,,
2011-11-04,Friday,2.35578,,start
2011-11-05,Saturday,2.35578,imputed from 2223,
2011-11-06,Sunday,2.35578,imputed from 2224,
2011-11-07,Monday,2.45811,,
2011-11-08,Tuesday,2.42737,,
2011-11-09,Wednesday,2.39591,,
2011-11-10,Thursday,2.38736,,
2011-11-11,Friday,2.34707,,start
2011-11-12,Saturday,2.34707,imputed from 2230,
2011-11-13,Sunday,2.34707,imputed from 2231,
2011-11-14,Monday,2.30155,,
2011-11-15,Tuesday,2.36798,,
2011-11-16,Wednesday,2.40687,,
2011-11-17,Thursday,2.30453,,
2011-11-18,Friday,2.27121,,start
2011-11-19,Saturday,2.27121,imputed from 2237,
2011-11-20,Sunday,2.27121,imputed from 2238,
2011-11-21,Monday,2.28092,,
2011-11-22,Tuesday,2.3402,,
2011-11-23,Wednesday,2.31477,,
2011-11-24,Thursday,2.31477,imputed from 2242,
2011-11-25,Friday,2.27821,,start
2011-11-26,Saturday,2.27821,imputed from 2244,
2011-11-27,Sunday,2.27821,imputed from 2245,
2011-11-28,Monday,2.32471,,
2011-11-29,Tuesday,2.33648,,
2011-11-30,Wednesday,2.3402,,
2011-12-01,Thursday,2.34457,,
2011-12-02,Friday,2.41083,,start
2011-12-03,Saturday,2.41083,imputed from 2251,
2011-12-04,Sunday,2.41083,imputed from 2252,
2011-12-05,Monday,2.40068,,
2011-12-06,Tuesday,2.45414,,
2011-12-07,Wednesday,2.38874,,
2011-12-08,Thursday,2.37924,,
2011-12-09,Friday,2.40061,,start
2011-12-10,Saturday,2.40061,imputed from 2258,
2011-12-11,Sunday,2.40061,imputed from 2259,
2011-12-12,Monday,2.39645,,
2011-12-13,Tuesday,2.4726,,
2011-12-14,Wednesday,2.38277,,
2011-12-15,Thursday,2.34117,,
2011-12-16,Friday,2.3333,,start
2011-12-17,Saturday,2.3333,imputed from 2265,
2011-12-18,Sunday,2.3333,imputed from 2266,
2011-12-19,Monday,2.33154,,
2011-12-20,Tuesday,2.39922,,
2011-12-21,Wednesday,2.44725,,
2011-12-22,Thursday,2.47217,,
2011-12-23,Friday,2.51629,,start
2011-12-24,Saturday,2.51629,imputed from 2272,
2011-12-25,Sunday,2.51629,imputed from 2273,
2011-12-26,Monday,2.51629,imputed from 2274,
2011-12-27,Tuesday,2.5108,,
2011-12-28,Wednesday,2.49991,,
2011-12-29,Thursday,2.52385,,
2011-12-30,Friday,2.52163,,start
2011-12-31,Saturday,2.52163,imputed from 2279,
2012-01-01,Sunday,2.52163,imputed from 2280,
2012-01-02,Monday,2.52163,imputed from 2281,
2012-01-03,Tuesday,2.56334,,
2012-01-04,Wednesday,2.62004,,
2012-01-05,Thursday,2.6057,,
2012-01-06,Friday,2.62998,,start
2012-01-07,Saturday,2.62998,imputed from 2286,
2012-01-08,Sunday,2.62998,imputed from 2287,
2012-01-09,Monday,2.62822,,
2012-01-10,Tuesday,2.63194,,
2012-01-11,Wednesday,2.64033,,
2012-01-12,Thursday,2.57425,,
2012-01-13,Friday,2.60624,,start
2012-01-14,Saturday,2.60624,imputed from 2293,
2012-01-15,Sunday,2.60624,imputed from 2294,
2012-01-16,Monday,2.60624,imputed from 2295,
2012-01-17,Tuesday,2.63274,,
2012-01-18,Wednesday,2.65503,,
2012-01-19,Thursday,2.63052,,
2012-01-20,Friday,2.60174,,start
2012-01-21,Saturday,2.60174,imputed from 2300,
2012-01-22,Sunday,2.60174,imputed from 2301,
2012-01-23,Monday,2.57872,,
2012-01-24,Tuesday,2.6036,,
2012-01-25,Wednesday,2.62297,,
2012-01-26,Thursday,2.61261,,
2012-01-27,Friday,2.68036,,start
2012-01-28,Saturday,2.68036,imputed from 2307,
2012-01-29,Sunday,2.68036,imputed from 2308,
2012-01-30,Monday,2.63473,,
2012-01-31,Tuesday,2.65987,,
2012-02-01,Wednesday,2.64347,,
2012-02-02,Thursday,2.62963,,
2012-02-03,Friday,2.67804,,start
2012-02-04,Saturday,2.67804,imputed from 2314,
2012-02-05,Sunday,2.67804,imputed from 2315,
2012-02-06,Monday,2.69074,,
2012-02-07,Tuesday,2.67134,,
2012-02-08,Wednesday,2.71308,,
2012-02-09,Thursday,2.74376,,
2012-02-10,Friday,2.7265,,start
2012-02-11,Saturday,2.7265,imputed from 2321,
2012-02-12,Sunday,2.7265,imputed from 2322,
2012-02-13,Monday,2.75644,,
2012-02-14,Tuesday,2.74539,,
2012-02-15,Wednesday,2.77789,,
2012-02-16,Thursday,2.8076,,
2012-02-17,Friday,2.77013,,start
2012-02-18,Saturday,2.77013,imputed from 2328,
2012-02-19,Sunday,2.77013,imputed from 2329,
2012-02-20,Monday,2.77013,imputed from 2330,
2012-02-21,Tuesday,2.80033,,
2012-02-22,Wednesday,2.81197,,
2012-02-23,Thursday,2.81936,,
2012-02-24,Friday,2.81986,,start
2012-02-25,Saturday,2.81986,imputed from 2335,
2012-02-26,Sunday,2.81986,imputed from 2336,
2012-02-27,Monday,2.81109,,
2012-02-28,Tuesday,2.72363,,
2012-02-29,Wednesday,2.74537,,
