date,weekday,XB1_Comdty_PX-LAST-CHF,imputed,XB1_Comdty_start
2005-10-03,Monday,,,excluded
2005-10-04,Tuesday,,,excluded
2005-10-05,Wednesday,,,excluded
2005-10-06,Thursday,,,excluded
2005-10-07,Friday,2.22616,,start
2005-10-08,Saturday,2.22616,imputed from 4,
2005-10-09,Sunday,2.22616,imputed from 5,
2005-10-10,Monday,2.2227,,
2005-10-11,Tuesday,2.28365,,
2005-10-12,Wednesday,2.28284,,
2005-10-13,Thursday,2.23491,,
2005-10-14,Friday,2.18521,,start
2005-10-15,Saturday,2.18521,imputed from 11,
2005-10-16,Sunday,2.18521,imputed from 12,
2005-10-17,Monday,2.26495,,
2005-10-18,Tuesday,2.20139,,
2005-10-19,Wednesday,2.14989,,
2005-10-20,Thursday,2.07187,,
2005-10-21,Friday,2.12616,,start
2005-10-22,Saturday,2.12616,imputed from 18,
2005-10-23,Sunday,2.12616,imputed from 19,
2005-10-24,Monday,2.0649,,
2005-10-25,Tuesday,2.12138,,
2005-10-26,Wednesday,2.05328,,
2005-10-27,Thursday,2.05082,,
2005-10-28,Friday,2.10609,,start
2005-10-29,Saturday,2.10609,imputed from 25,
2005-10-30,Sunday,2.10609,imputed from 26,
2005-10-31,Monday,2.04057,,
2005-11-01,Tuesday,2.05756,,
2005-11-02,Wednesday,2.0157,,
2005-11-03,Thursday,2.09917,,
2005-11-04,Friday,2.09741,,start
2005-11-05,Saturday,2.09741,imputed from 32,
2005-11-06,Sunday,2.09741,imputed from 33,
2005-11-07,Monday,2.06833,,
2005-11-08,Tuesday,2.1065,,
2005-11-09,Wednesday,2.08679,,
2005-11-10,Thursday,2.02191,,
2005-11-11,Friday,2.02341,,start
2005-11-12,Saturday,2.02341,imputed from 39,
2005-11-13,Sunday,2.02341,imputed from 40,
2005-11-14,Monday,2.03429,,
2005-11-15,Tuesday,1.99345,,
2005-11-16,Wednesday,2.02227,,
2005-11-17,Thursday,1.98673,,
2005-11-18,Friday,1.97973,,start
2005-11-19,Saturday,1.97973,imputed from 46,
2005-11-20,Sunday,1.97973,imputed from 47,
2005-11-21,Monday,1.98981,,
2005-11-22,Tuesday,2.05573,,
2005-11-23,Wednesday,2.03423,,
2005-11-24,Thursday,2.03423,imputed from 51,
2005-11-25,Friday,2.03423,imputed from 51,start
2005-11-26,Saturday,2.03423,imputed from 53,
2005-11-27,Sunday,2.03423,imputed from 54,
2005-11-28,Monday,1.96719,,
2005-11-29,Tuesday,1.94388,,
2005-11-30,Wednesday,2.00814,,
2005-12-01,Thursday,2.10162,,
2005-12-02,Friday,2.14989,,start
2005-12-03,Saturday,2.14989,imputed from 60,
2005-12-04,Sunday,2.14989,imputed from 61,
2005-12-05,Monday,2.10709,,
2005-12-06,Tuesday,2.10218,,
2005-12-07,Wednesday,2.09925,,
2005-12-08,Thursday,2.16508,,
2005-12-09,Friday,2.13695,,start
2005-12-10,Saturday,2.13695,imputed from 67,
2005-12-11,Sunday,2.13695,imputed from 68,
2005-12-12,Monday,2.17125,,
2005-12-13,Tuesday,2.18802,,
2005-12-14,Wednesday,2.16022,,
2005-12-15,Thursday,2.16871,,
2005-12-16,Friday,2.08919,,start
2005-12-17,Saturday,2.08919,imputed from 74,
2005-12-18,Sunday,2.08919,imputed from 75,
2005-12-19,Monday,2.03736,,
2005-12-20,Tuesday,2.04203,,
2005-12-21,Wednesday,2.07407,,
2005-12-22,Thursday,2.08671,,
2005-12-23,Friday,2.10258,,start
2005-12-24,Saturday,2.10258,imputed from 81,
2005-12-25,Sunday,2.10258,imputed from 82,
2005-12-26,Monday,2.10258,imputed from 83,
2005-12-27,Tuesday,2.06902,,
2005-12-28,Wednesday,2.13612,,
2005-12-29,Thursday,2.21219,,
2005-12-30,Friday,2.28845,,start
2005-12-31,Saturday,2.28845,imputed from 88,
2006-01-01,Sunday,2.28845,imputed from 89,
2006-01-02,Monday,2.28845,imputed from 90,
2006-01-03,Tuesday,2.31099,,
2006-01-04,Wednesday,2.32806,,
2006-01-05,Thursday,2.32067,,
2006-01-06,Friday,2.34139,,start
2006-01-07,Saturday,2.34139,imputed from 95,
2006-01-08,Sunday,2.34139,imputed from 96,
2006-01-09,Monday,2.29523,,
2006-01-10,Tuesday,2.27965,,
2006-01-11,Wednesday,2.24407,,
2006-01-12,Thursday,2.27518,,
2006-01-13,Friday,2.26099,,start
2006-01-14,Saturday,2.26099,imputed from 102,
2006-01-15,Sunday,2.26099,imputed from 103,
2006-01-16,Monday,2.26099,imputed from 104,
2006-01-17,Tuesday,2.36146,,
2006-01-18,Wednesday,2.30922,,
2006-01-19,Thursday,2.30742,,
2006-01-20,Friday,2.34606,,start
2006-01-21,Saturday,2.34606,imputed from 109,
2006-01-22,Sunday,2.34606,imputed from 110,
2006-01-23,Monday,2.27825,,
2006-01-24,Tuesday,2.23361,,
2006-01-25,Wednesday,2.15189,,
2006-01-26,Thursday,2.18727,,
2006-01-27,Friday,2.26828,,start
2006-01-28,Saturday,2.26828,imputed from 116,
2006-01-29,Sunday,2.26828,imputed from 117,
2006-01-30,Monday,2.32255,,
2006-01-31,Tuesday,2.24005,,
2006-02-01,Wednesday,2.24301,,
2006-02-02,Thursday,2.17058,,
2006-02-03,Friday,2.20489,,start
2006-02-04,Saturday,2.20489,imputed from 123,
2006-02-05,Sunday,2.20489,imputed from 124,
2006-02-06,Monday,2.16468,,
2006-02-07,Tuesday,2.09497,,
2006-02-08,Wednesday,2.06151,,
2006-02-09,Thursday,2.0546,,
2006-02-10,Friday,1.97135,,start
2006-02-11,Saturday,1.97135,imputed from 130,
2006-02-12,Sunday,1.97135,imputed from 131,
2006-02-13,Monday,1.93249,,
2006-02-14,Tuesday,1.89425,,
2006-02-15,Wednesday,1.87504,,
2006-02-16,Thursday,1.95369,,
2006-02-17,Friday,2.00672,,start
2006-02-18,Saturday,2.00672,imputed from 137,
2006-02-19,Sunday,2.00672,imputed from 138,
2006-02-20,Monday,2.00672,imputed from 139,
2006-02-21,Tuesday,2.002,,
2006-02-22,Wednesday,1.9633,,
2006-02-23,Thursday,1.98905,,
2006-02-24,Friday,2.0535,,start
2006-02-25,Saturday,2.0535,imputed from 144,
2006-02-26,Sunday,2.0535,imputed from 145,
2006-02-27,Monday,1.96522,,
2006-02-28,Tuesday,2.02535,,
2006-03-01,Wednesday,2.36489,,
2006-03-02,Thursday,2.42423,,
2006-03-03,Friday,2.46601,,start
2006-03-04,Saturday,2.46601,imputed from 151,
2006-03-05,Sunday,2.46601,imputed from 152,
2006-03-06,Monday,2.39404,,
2006-03-07,Tuesday,2.43272,,
2006-03-08,Wednesday,2.39592,,
2006-03-09,Thursday,2.41868,,
2006-03-10,Friday,2.3986,,start
2006-03-11,Saturday,2.3986,imputed from 158,
2006-03-12,Sunday,2.3986,imputed from 159,
2006-03-13,Monday,2.46055,,
2006-03-14,Tuesday,2.53708,,
2006-03-15,Wednesday,2.48193,,
2006-03-16,Thursday,2.51285,,
2006-03-17,Friday,2.49331,,start
2006-03-18,Saturday,2.49331,imputed from 165,
2006-03-19,Sunday,2.49331,imputed from 166,
2006-03-20,Monday,2.42318,,
2006-03-21,Tuesday,2.47149,,
2006-03-22,Wednesday,2.41035,,
2006-03-23,Thursday,2.51957,,
2006-03-24,Friday,2.56374,,start
2006-03-25,Saturday,2.56374,imputed from 172,
2006-03-26,Sunday,2.56374,imputed from 173,
2006-03-27,Monday,2.58233,,
2006-03-28,Tuesday,2.65127,,
2006-03-29,Wednesday,2.71724,,
2006-03-30,Thursday,2.70257,,
2006-03-31,Friday,2.68942,,start
2006-04-01,Saturday,2.68942,imputed from 179,
2006-04-02,Sunday,2.68942,imputed from 180,
2006-04-03,Monday,2.676,,
2006-04-04,Tuesday,2.66124,,
2006-04-05,Wednesday,2.70389,,
2006-04-06,Thursday,2.76606,,
2006-04-07,Friday,2.76752,,start
2006-04-08,Saturday,2.76752,imputed from 186,
2006-04-09,Sunday,2.76752,imputed from 187,
2006-04-10,Monday,2.8093,,
2006-04-11,Tuesday,2.84776,,
2006-04-12,Wednesday,2.87838,,
2006-04-13,Thursday,2.89393,,
2006-04-14,Friday,2.89393,imputed from 192,start
2006-04-15,Saturday,2.89393,imputed from 193,
2006-04-16,Sunday,2.89393,imputed from 194,
2006-04-17,Monday,2.92053,,
2006-04-18,Tuesday,2.95862,,
2006-04-19,Wednesday,2.97352,,
2006-04-20,Thursday,2.96798,,
2006-04-21,Friday,3.01025,,start
2006-04-22,Saturday,3.01025,imputed from 200,
2006-04-23,Sunday,3.01025,imputed from 201,
2006-04-24,Monday,2.92055,,
2006-04-25,Tuesday,2.8498,,
2006-04-26,Wednesday,2.85562,,
2006-04-27,Thursday,2.72661,,
2006-04-28,Friday,2.7415,,start
2006-04-29,Saturday,2.7415,imputed from 207,
2006-04-30,Sunday,2.7415,imputed from 208,
2006-05-01,Monday,2.81719,,
2006-05-02,Tuesday,2.87812,,
2006-05-03,Wednesday,2.8182,,
2006-05-04,Thursday,2.67527,,
2006-05-05,Friday,2.77563,,start
2006-05-06,Saturday,2.77563,imputed from 214,
2006-05-07,Sunday,2.77563,imputed from 215,
2006-05-08,Monday,2.76173,,
2006-05-09,Tuesday,2.87151,,
2006-05-10,Wednesday,2.99924,,
2006-05-11,Thursday,3.01329,,
2006-05-12,Friday,2.91242,,start
2006-05-13,Saturday,2.91242,imputed from 221,
2006-05-14,Sunday,2.91242,imputed from 222,
2006-05-15,Monday,2.74904,,
2006-05-16,Tuesday,2.69633,,
2006-05-17,Wednesday,2.6231,,
2006-05-18,Thursday,2.6287,,
2006-05-19,Friday,2.66111,,start
2006-05-20,Saturday,2.66111,imputed from 228,
2006-05-21,Sunday,2.66111,imputed from 229,
2006-05-22,Monday,2.62011,,
2006-05-23,Tuesday,2.71778,,
2006-05-24,Wednesday,2.62772,,
2006-05-25,Thursday,2.73123,,
2006-05-26,Friday,2.83807,,start
2006-05-27,Saturday,2.83807,imputed from 235,
2006-05-28,Sunday,2.83807,imputed from 236,
2006-05-29,Monday,2.83807,imputed from 237,
2006-05-30,Tuesday,2.82382,,
2006-05-31,Wednesday,2.78273,,
2006-06-01,Thursday,2.7741,,
2006-06-02,Friday,2.84965,,start
2006-06-03,Saturday,2.84965,imputed from 242,
2006-06-04,Sunday,2.84965,imputed from 243,
2006-06-05,Monday,2.80895,,
2006-06-06,Tuesday,2.85275,,
2006-06-07,Wednesday,2.76206,,
2006-06-08,Thursday,2.80667,,
2006-06-09,Friday,2.83829,,start
2006-06-10,Saturday,2.83829,imputed from 249,
2006-06-11,Sunday,2.83829,imputed from 250,
2006-06-12,Monday,2.78804,,
2006-06-13,Tuesday,2.68509,,
2006-06-14,Wednesday,2.67909,,
2006-06-15,Thursday,2.7123,,
2006-06-16,Friday,2.71808,,start
2006-06-17,Saturday,2.71808,imputed from 256,
2006-06-18,Sunday,2.71808,imputed from 257,
2006-06-19,Monday,2.6871,,
2006-06-20,Tuesday,2.68337,,
2006-06-21,Wednesday,2.75073,,
2006-06-22,Thursday,2.82967,,
2006-06-23,Friday,2.86103,,start
2006-06-24,Saturday,2.86103,imputed from 263,
2006-06-25,Sunday,2.86103,imputed from 264,
2006-06-26,Monday,2.91553,,
2006-06-27,Tuesday,2.89343,,
2006-06-28,Wednesday,2.89326,,
2006-06-29,Thursday,2.95458,,
2006-06-30,Friday,2.93011,,start
2006-07-01,Saturday,2.93011,imputed from 270,
2006-07-02,Sunday,2.93011,imputed from 271,
2006-07-03,Monday,2.93011,imputed from 272,
2006-07-04,Tuesday,2.93011,imputed from 273,
2006-07-05,Wednesday,2.97719,,
2006-07-06,Thursday,2.95852,,
2006-07-07,Friday,2.91669,,start
2006-07-08,Saturday,2.91669,imputed from 277,
2006-07-09,Sunday,2.91669,imputed from 278,
2006-07-10,Monday,2.83687,,
2006-07-11,Tuesday,2.84262,,
2006-07-12,Wednesday,2.92315,,
2006-07-13,Thursday,2.9393,,
2006-07-14,Friday,3.00423,,start
2006-07-15,Saturday,3.00423,imputed from 284,
2006-07-16,Sunday,3.00423,imputed from 285,
2006-07-17,Monday,2.99347,,
2006-07-18,Tuesday,2.96715,,
2006-07-19,Wednesday,2.90724,,
2006-07-20,Thursday,2.93646,,
2006-07-21,Friday,3.00165,,start
2006-07-22,Saturday,3.00165,imputed from 291,
2006-07-23,Sunday,3.00165,imputed from 292,
2006-07-24,Monday,3.01542,,
2006-07-25,Tuesday,2.99419,,
2006-07-26,Wednesday,2.95806,,
2006-07-27,Thursday,2.90889,,
2006-07-28,Friday,2.88392,,start
2006-07-29,Saturday,2.88392,imputed from 298,
2006-07-30,Sunday,2.88392,imputed from 299,
2006-07-31,Monday,2.89353,,
2006-08-01,Tuesday,2.91093,,
2006-08-02,Wednesday,2.96773,,
2006-08-03,Thursday,2.9137,,
2006-08-04,Friday,2.83078,,start
2006-08-05,Saturday,2.83078,imputed from 305,
2006-08-06,Sunday,2.83078,imputed from 306,
2006-08-07,Monday,2.83898,,
2006-08-08,Tuesday,2.78684,,
2006-08-09,Wednesday,2.68945,,
2006-08-10,Thursday,2.55725,,
2006-08-11,Friday,2.64865,,start
2006-08-12,Saturday,2.64865,imputed from 312,
2006-08-13,Sunday,2.64865,imputed from 313,
2006-08-14,Monday,2.54257,,
2006-08-15,Tuesday,2.55981,,
2006-08-16,Wednesday,2.48788,,
2006-08-17,Thursday,2.41892,,
2006-08-18,Friday,2.47502,,start
2006-08-19,Saturday,2.47502,imputed from 319,
2006-08-20,Sunday,2.47502,imputed from 320,
2006-08-21,Monday,2.42005,,
2006-08-22,Tuesday,2.44557,,
2006-08-23,Wednesday,2.33236,,
2006-08-24,Thursday,2.30348,,
2006-08-25,Friday,2.36033,,start
2006-08-26,Saturday,2.36033,imputed from 326,
2006-08-27,Sunday,2.36033,imputed from 327,
2006-08-28,Monday,2.25868,,
2006-08-29,Tuesday,2.2557,,
2006-08-30,Wednesday,2.25465,,
2006-08-31,Thursday,2.24529,,
2006-09-01,Friday,2.24529,imputed from 332,start
2006-09-02,Saturday,2.24529,imputed from 333,
2006-09-03,Sunday,2.24529,imputed from 334,
2006-09-04,Monday,2.24529,imputed from 335,
2006-09-05,Tuesday,2.07717,,
2006-09-06,Wednesday,2.08028,,
2006-09-07,Thursday,2.0903,,
2006-09-08,Friday,2.04959,,start
2006-09-09,Saturday,2.04959,imputed from 340,
2006-09-10,Sunday,2.04959,imputed from 341,
2006-09-11,Monday,2.01828,,
2006-09-12,Tuesday,2.00909,,
2006-09-13,Wednesday,2.00063,,
2006-09-14,Thursday,2.00232,,
2006-09-15,Friday,2.05734,,start
2006-09-16,Saturday,2.05734,imputed from 347,
2006-09-17,Sunday,2.05734,imputed from 348,
2006-09-18,Monday,2.03569,,
2006-09-19,Tuesday,1.93956,,
2006-09-20,Wednesday,1.86598,,
2006-09-21,Thursday,1.90958,,
2006-09-22,Friday,1.87571,,start
2006-09-23,Saturday,1.87571,imputed from 354,
2006-09-24,Sunday,1.87571,imputed from 355,
2006-09-25,Monday,1.85679,,
2006-09-26,Tuesday,1.89752,,
2006-09-27,Wednesday,1.94537,,
2006-09-28,Thursday,1.94573,,
2006-09-29,Friday,1.95447,,start
2006-09-30,Saturday,1.95447,imputed from 361,
2006-10-01,Sunday,1.95447,imputed from 362,
2006-10-02,Monday,1.91563,,
2006-10-03,Tuesday,1.86648,,
2006-10-04,Wednesday,1.92055,,
2006-10-05,Thursday,1.93756,,
2006-10-06,Friday,1.92821,,start
2006-10-07,Saturday,1.92821,imputed from 368,
2006-10-08,Sunday,1.92821,imputed from 369,
2006-10-09,Monday,1.91791,,
2006-10-10,Tuesday,1.88662,,
2006-10-11,Wednesday,1.87824,,
2006-10-12,Thursday,1.88964,,
2006-10-13,Friday,1.93512,,start
2006-10-14,Saturday,1.93512,imputed from 375,
2006-10-15,Sunday,1.93512,imputed from 376,
2006-10-16,Monday,1.94911,,
2006-10-17,Tuesday,1.92019,,
2006-10-18,Wednesday,1.90823,,
2006-10-19,Thursday,1.93163,,
2006-10-20,Friday,1.90018,,start
2006-10-21,Saturday,1.90018,imputed from 382,
2006-10-22,Sunday,1.90018,imputed from 383,
2006-10-23,Monday,1.90713,,
2006-10-24,Tuesday,1.93869,,
2006-10-25,Wednesday,2.00993,,
2006-10-26,Thursday,1.93207,,
2006-10-27,Friday,1.94366,,start
2006-10-28,Saturday,1.94366,imputed from 389,
2006-10-29,Sunday,1.94366,imputed from 390,
2006-10-30,Monday,1.82296,,
2006-10-31,Tuesday,1.79682,,
2006-11-01,Wednesday,1.85938,,
2006-11-02,Thursday,1.83913,,
2006-11-03,Friday,1.91597,,start
2006-11-04,Saturday,1.91597,imputed from 396,
2006-11-05,Sunday,1.91597,imputed from 397,
2006-11-06,Monday,1.93792,,
2006-11-07,Tuesday,1.91274,,
2006-11-08,Wednesday,1.97276,,
2006-11-09,Thursday,1.9935,,
2006-11-10,Friday,1.94025,,start
2006-11-11,Saturday,1.94025,imputed from 403,
2006-11-12,Sunday,1.94025,imputed from 404,
2006-11-13,Monday,1.92691,,
2006-11-14,Tuesday,1.93809,,
2006-11-15,Wednesday,1.98795,,
2006-11-16,Thursday,1.92345,,
2006-11-17,Friday,1.92748,,start
2006-11-18,Saturday,1.92748,imputed from 410,
2006-11-19,Sunday,1.92748,imputed from 411,
2006-11-20,Monday,1.94126,,
2006-11-21,Tuesday,2.04171,,
2006-11-22,Wednesday,1.96027,,
2006-11-23,Thursday,1.96027,imputed from 415,
2006-11-24,Friday,1.93153,,start
2006-11-25,Saturday,1.93153,imputed from 417,
2006-11-26,Sunday,1.93153,imputed from 418,
2006-11-27,Monday,1.92978,,
2006-11-28,Tuesday,1.97516,,
2006-11-29,Wednesday,2.06665,,
2006-11-30,Thursday,2.03862,,
2006-12-01,Friday,2.03862,imputed from 423,start
2006-12-02,Saturday,2.03862,imputed from 424,
2006-12-03,Sunday,2.03862,imputed from 425,
2006-12-04,Monday,1.98691,,
2006-12-05,Tuesday,1.95838,,
2006-12-06,Wednesday,1.93648,,
2006-12-07,Thursday,1.94054,,
2006-12-08,Friday,1.94472,,start
2006-12-09,Saturday,1.94472,imputed from 431,
2006-12-10,Sunday,1.94472,imputed from 432,
2006-12-11,Monday,1.91544,,
2006-12-12,Tuesday,1.92055,,
2006-12-13,Wednesday,1.95836,,
2006-12-14,Thursday,2.02834,,
2006-12-15,Friday,2.082,,start
2006-12-16,Saturday,2.082,imputed from 438,
2006-12-17,Sunday,2.082,imputed from 439,
2006-12-18,Monday,2.05159,,
2006-12-19,Tuesday,2.07616,,
2006-12-20,Wednesday,2.06411,,
2006-12-21,Thursday,2.0082,,
2006-12-22,Friday,1.99296,,start
2006-12-23,Saturday,1.99296,imputed from 445,
2006-12-24,Sunday,1.99296,imputed from 446,
2006-12-25,Monday,1.99296,imputed from 447,
2006-12-26,Tuesday,1.92191,,
2006-12-27,Wednesday,1.94656,,
2006-12-28,Thursday,1.94988,,
2006-12-29,Friday,1.95456,,start
2006-12-30,Saturday,1.95456,imputed from 452,
2006-12-31,Sunday,1.95456,imputed from 453,
2007-01-01,Monday,1.95456,imputed from 454,
2007-01-02,Tuesday,1.95456,imputed from 455,
2007-01-03,Wednesday,1.90298,,
2007-01-04,Thursday,1.83273,,
2007-01-05,Friday,1.84682,,start
2007-01-06,Saturday,1.84682,imputed from 459,
2007-01-07,Sunday,1.84682,imputed from 460,
2007-01-08,Monday,1.81433,,
2007-01-09,Tuesday,1.82319,,
2007-01-10,Wednesday,1.78193,,
2007-01-11,Thursday,1.73534,,
2007-01-12,Friday,1.788,,start
2007-01-13,Saturday,1.788,imputed from 466,
2007-01-14,Sunday,1.788,imputed from 467,
2007-01-15,Monday,1.788,imputed from 468,
2007-01-16,Tuesday,1.70875,,
2007-01-17,Wednesday,1.71829,,
2007-01-18,Thursday,1.69263,,
2007-01-19,Friday,1.74401,,start
2007-01-20,Saturday,1.74401,imputed from 473,
2007-01-21,Sunday,1.74401,imputed from 474,
2007-01-22,Monday,1.71787,,
2007-01-23,Tuesday,1.79552,,
2007-01-24,Wednesday,1.82627,,
2007-01-25,Thursday,1.7966,,
2007-01-26,Friday,1.85974,,start
2007-01-27,Saturday,1.85974,imputed from 480,
2007-01-28,Sunday,1.85974,imputed from 481,
2007-01-29,Monday,1.80644,,
2007-01-30,Tuesday,1.90512,,
2007-01-31,Wednesday,1.87012,,
2007-02-01,Thursday,1.89656,,
2007-02-02,Friday,1.96455,,start
2007-02-03,Saturday,1.96455,imputed from 487,
2007-02-04,Sunday,1.96455,imputed from 488,
2007-02-05,Monday,1.94722,,
2007-02-06,Tuesday,1.95132,,
2007-02-07,Wednesday,1.91223,,
2007-02-08,Thursday,1.98653,,
2007-02-09,Friday,2.01624,,start
2007-02-10,Saturday,2.01624,imputed from 494,
2007-02-11,Sunday,2.01624,imputed from 495,
2007-02-12,Monday,1.94522,,
2007-02-13,Tuesday,2.00864,,
2007-02-14,Wednesday,2.00344,,
2007-02-15,Thursday,1.97414,,
2007-02-16,Friday,2.03079,,start
2007-02-17,Saturday,2.03079,imputed from 501,
2007-02-18,Sunday,2.03079,imputed from 502,
2007-02-19,Monday,2.03079,imputed from 503,
2007-02-20,Tuesday,2.03812,,
2007-02-21,Wednesday,2.11263,,
2007-02-22,Thursday,2.17367,,
2007-02-23,Friday,2.17196,,start
2007-02-24,Saturday,2.17196,imputed from 508,
2007-02-25,Sunday,2.17196,imputed from 509,
2007-02-26,Monday,2.18977,,
2007-02-27,Tuesday,2.21401,,
2007-02-28,Wednesday,2.25204,,
2007-03-01,Thursday,2.33624,,
2007-03-02,Friday,2.31354,,start
2007-03-03,Saturday,2.31354,imputed from 515,
2007-03-04,Sunday,2.31354,imputed from 516,
2007-03-05,Monday,2.25441,,
2007-03-06,Tuesday,2.27085,,
2007-03-07,Wednesday,2.31441,,
2007-03-08,Thursday,2.3641,,
2007-03-09,Friday,2.34852,,start
2007-03-10,Saturday,2.34852,imputed from 522,
2007-03-11,Sunday,2.34852,imputed from 523,
2007-03-12,Monday,2.34036,,
2007-03-13,Tuesday,2.35428,,
2007-03-14,Wednesday,2.34134,,
2007-03-15,Thursday,2.29141,,
2007-03-16,Friday,2.3034,,start
2007-03-17,Saturday,2.3034,imputed from 529,
2007-03-18,Sunday,2.3034,imputed from 530,
2007-03-19,Monday,2.37674,,
2007-03-20,Tuesday,2.35227,,
2007-03-21,Wednesday,2.35264,,
2007-03-22,Thursday,2.38052,,
2007-03-23,Friday,2.43473,,start
2007-03-24,Saturday,2.43473,imputed from 536,
2007-03-25,Sunday,2.43473,imputed from 537,
2007-03-26,Monday,2.51727,,
2007-03-27,Tuesday,2.51641,,
2007-03-28,Wednesday,2.50012,,
2007-03-29,Thursday,2.59933,,
2007-03-30,Friday,2.5604,,start
2007-03-31,Saturday,2.5604,imputed from 543,
2007-04-01,Sunday,2.5604,imputed from 544,
2007-04-02,Monday,2.47935,,
2007-04-03,Tuesday,2.45958,,
2007-04-04,Wednesday,2.56669,,
2007-04-05,Thursday,2.58521,,
2007-04-06,Friday,2.58521,imputed from 549,start
2007-04-07,Saturday,2.58521,imputed from 550,
2007-04-08,Sunday,2.58521,imputed from 551,
2007-04-09,Monday,2.57259,,
2007-04-10,Tuesday,2.58284,,
2007-04-11,Wednesday,2.63405,,
2007-04-12,Thursday,2.66939,,
2007-04-13,Friday,2.65073,,start
2007-04-14,Saturday,2.65073,imputed from 557,
2007-04-15,Sunday,2.65073,imputed from 558,
2007-04-16,Monday,2.56783,,
2007-04-17,Tuesday,2.48485,,
2007-04-18,Wednesday,2.50996,,
2007-04-19,Thursday,2.517,,
2007-04-20,Friday,2.58091,,start
2007-04-21,Saturday,2.58091,imputed from 564,
2007-04-22,Sunday,2.58091,imputed from 565,
2007-04-23,Monday,2.64834,,
2007-04-24,Tuesday,2.65709,,
2007-04-25,Wednesday,2.74848,,
2007-04-26,Thursday,2.76645,,
2007-04-27,Friday,2.85505,,start
2007-04-28,Saturday,2.85505,imputed from 571,
2007-04-29,Sunday,2.85505,imputed from 572,
2007-04-30,Monday,2.94251,,
2007-05-01,Tuesday,2.72843,,
2007-05-02,Wednesday,2.70926,,
2007-05-03,Thursday,2.72949,,
2007-05-04,Friday,2.68406,,start
2007-05-05,Saturday,2.68406,imputed from 578,
2007-05-06,Sunday,2.68406,imputed from 579,
2007-05-07,Monday,2.64832,,
2007-05-08,Tuesday,2.68486,,
2007-05-09,Wednesday,2.71478,,
2007-05-10,Thursday,2.83924,,
2007-05-11,Friday,2.86815,,start
2007-05-12,Saturday,2.86815,imputed from 585,
2007-05-13,Sunday,2.86815,imputed from 586,
2007-05-14,Monday,2.80608,,
2007-05-15,Tuesday,2.79483,,
2007-05-16,Wednesday,2.85979,,
2007-05-17,Thursday,2.98898,,
2007-05-18,Friday,2.95304,,start
2007-05-19,Saturday,2.95304,imputed from 592,
2007-05-20,Sunday,2.95304,imputed from 593,
2007-05-21,Monday,2.95456,,
2007-05-22,Tuesday,2.83537,,
2007-05-23,Wednesday,2.83555,,
2007-05-24,Thursday,2.89569,,
2007-05-25,Friday,2.95078,,start
2007-05-26,Saturday,2.95078,imputed from 599,
2007-05-27,Sunday,2.95078,imputed from 600,
2007-05-28,Monday,2.95078,imputed from 601,
2007-05-29,Tuesday,2.81033,,
2007-05-30,Wednesday,2.78699,,
2007-05-31,Thursday,2.75952,,
2007-06-01,Friday,2.75952,imputed from 605,start
2007-06-02,Saturday,2.75952,imputed from 606,
2007-06-03,Sunday,2.75952,imputed from 607,
2007-06-04,Monday,2.73842,,
2007-06-05,Tuesday,2.68695,,
2007-06-06,Wednesday,2.66506,,
2007-06-07,Thursday,2.68891,,
2007-06-08,Friday,2.62995,,start
2007-06-09,Saturday,2.62995,imputed from 613,
2007-06-10,Sunday,2.62995,imputed from 614,
2007-06-11,Monday,2.66482,,
2007-06-12,Tuesday,2.65316,,
2007-06-13,Wednesday,2.68378,,
2007-06-14,Thursday,2.77242,,
2007-06-15,Friday,2.8075,,start
2007-06-16,Saturday,2.8075,imputed from 620,
2007-06-17,Sunday,2.8075,imputed from 621,
2007-06-18,Monday,2.80909,,
2007-06-19,Tuesday,2.77113,,
2007-06-20,Wednesday,2.75727,,
2007-06-21,Thursday,2.78883,,
2007-06-22,Friday,2.81298,,start
2007-06-23,Saturday,2.81298,imputed from 627,
2007-06-24,Sunday,2.81298,imputed from 628,
2007-06-25,Monday,2.83138,,
2007-06-26,Tuesday,2.75987,,
2007-06-27,Wednesday,2.77023,,
2007-06-28,Thursday,2.78781,,
2007-06-29,Friday,2.80282,,start
2007-06-30,Saturday,2.80282,imputed from 634,
2007-07-01,Sunday,2.80282,imputed from 635,
2007-07-02,Monday,2.72138,,
2007-07-03,Tuesday,2.75102,,
2007-07-04,Wednesday,2.75102,imputed from 638,
2007-07-05,Thursday,2.77976,,
2007-07-06,Friday,2.81332,,start
2007-07-07,Saturday,2.81332,imputed from 641,
2007-07-08,Sunday,2.81332,imputed from 642,
2007-07-09,Monday,2.85361,,
2007-07-10,Tuesday,2.86081,,
2007-07-11,Wednesday,2.7754,,
2007-07-12,Thursday,2.72613,,
2007-07-13,Friday,2.67532,,start
2007-07-14,Saturday,2.67532,imputed from 648,
2007-07-15,Sunday,2.67532,imputed from 649,
2007-07-16,Monday,2.55697,,
2007-07-17,Tuesday,2.52651,,
2007-07-18,Wednesday,2.63436,,
2007-07-19,Thursday,2.63406,,
2007-07-20,Friday,2.59925,,start
2007-07-21,Saturday,2.59925,imputed from 655,
2007-07-22,Sunday,2.59925,imputed from 656,
2007-07-23,Monday,2.53797,,
2007-07-24,Tuesday,2.47116,,
2007-07-25,Wednesday,2.5345,,
2007-07-26,Thursday,2.49876,,
2007-07-27,Friday,2.54117,,start
