date,weekday,IK1_Comdty_PX-LAST,IK1_Comdty_CURRENCY-EUR,IK1_Comdty_PX-LAST-CHF,imputed,IK1_Comdty_start
2013-03-11,Monday,108.94,1.23569,134.6160686,,
2013-03-12,Tuesday,109.31,1.23443,134.9355433,,
2013-03-13,Wednesday,108.74,1.23441,134.2297434,,
2013-03-14,Thursday,109.06,1.23168,134.3270208,,
2013-03-15,Friday,109.37,1.22733,134.23308210000002,,start
2013-03-16,Saturday,,,134.23308210000002,imputed from 1278,
2013-03-17,Sunday,,,134.23308210000002,imputed from 1279,
2013-03-18,Monday,109.17,1.22573,133.8129441,,
2013-03-19,Tuesday,108.51,1.21989,132.3702639,,
2013-03-20,Wednesday,109.1,1.2225,133.37474999999998,,
2013-03-21,Thursday,109.62,1.2208,133.82409600000003,,
2013-03-22,Friday,110.12,1.22186,134.5512232,,start
2013-03-23,Saturday,,,134.5512232,imputed from 1285,
2013-03-24,Sunday,,,134.5512232,imputed from 1286,
2013-03-25,Monday,109.74,1.21924,133.7993976,,
2013-03-26,Tuesday,109.66,1.2194,133.719404,,
2013-03-27,Wednesday,108.29,1.21909,132.01525610000002,,
2013-03-28,Thursday,108.51,1.21734,132.09356340000002,,
2013-03-29,Friday,108.51,1.21687,132.0425637,imputed from 1291,start
2013-03-30,Saturday,,,132.0425637,imputed from 1292,
2013-03-31,Sunday,,,132.0425637,imputed from 1293,
2013-04-01,Monday,,1.21628,132.0425637,imputed from 1294,
2013-04-02,Tuesday,109.27,1.21647,132.92367689999998,,
2013-04-03,Wednesday,109.69,1.2144,133.20753599999998,,
2013-04-04,Thursday,109.87,1.21579,133.5788473,,
2013-04-05,Friday,111.23,1.21433,135.0699259,,start
2013-04-06,Saturday,,,135.0699259,imputed from 1299,
2013-04-07,Sunday,,,135.0699259,imputed from 1300,
2013-04-08,Monday,111.91,1.21643,136.1306813,,
2013-04-09,Tuesday,111.65,1.21998,136.210767,,
2013-04-10,Wednesday,112.11,1.21904,136.6665744,,
2013-04-11,Thursday,111.97,1.21949,136.5462953,,
2013-04-12,Friday,111.94,1.21612,136.13247280000002,,start
2013-04-13,Saturday,,,136.13247280000002,imputed from 1306,
2013-04-14,Sunday,,,136.13247280000002,imputed from 1307,
2013-04-15,Monday,111.89,1.21403,135.8378167,,
2013-04-16,Tuesday,112.18,1.21554,136.3592772,,
2013-04-17,Wednesday,112.7,1.21567,137.006009,,
2013-04-18,Thursday,112.74,1.21724,137.2316376,,
2013-04-19,Friday,113.0,1.21865,137.70745,,start
2013-04-20,Saturday,,,137.70745,imputed from 1313,
2013-04-21,Sunday,,,137.70745,imputed from 1314,
2013-04-22,Monday,114.14,1.22057,139.3158598,,
2013-04-23,Tuesday,115.15,1.22917,141.5389255,,
2013-04-24,Wednesday,114.95,1.23244,141.668978,,
2013-04-25,Thursday,114.43,1.22936,140.67566480000002,,
2013-04-26,Friday,114.41,1.22761,140.4508601,,start
2013-04-27,Saturday,,,140.4508601,imputed from 1320,
2013-04-28,Sunday,,,140.4508601,imputed from 1321,
2013-04-29,Monday,115.72,1.22688,141.9745536,,
2013-04-30,Tuesday,115.95,1.22402,141.92511900000002,,
2013-05-01,Wednesday,,1.2223,141.92511900000002,imputed from 1324,
2013-05-02,Thursday,116.87,1.2214,142.74501800000002,,
2013-05-03,Friday,116.64,1.2266,143.07062399999998,,start
2013-05-04,Saturday,,,143.07062399999998,imputed from 1327,
2013-05-05,Sunday,,,143.07062399999998,imputed from 1328,
2013-05-06,Monday,116.13,1.22704,142.49615519999998,,
2013-05-07,Tuesday,116.61,1.22984,143.4116424,,
2013-05-08,Wednesday,116.81,1.23057,143.7428817,,
2013-05-09,Thursday,116.51,1.23668,144.08558680000002,,
2013-05-10,Friday,116.36,1.24317,144.6552612,,start
2013-05-11,Saturday,,,144.6552612,imputed from 1334,
2013-05-12,Sunday,,,144.6552612,imputed from 1335,
2013-05-13,Monday,115.79,1.24258,143.8783382,,
2013-05-14,Tuesday,115.51,1.2495,144.329745,,
2013-05-15,Wednesday,115.11,1.24326,143.1116586,,
2013-05-16,Thursday,115.78,1.24271,143.8809638,,
2013-05-17,Friday,116.47,1.24843,145.4046421,,start
2013-05-18,Saturday,,,145.4046421,imputed from 1341,
2013-05-19,Sunday,,,145.4046421,imputed from 1342,
2013-05-20,Monday,116.53,1.2459,145.184727,,
2013-05-21,Tuesday,116.2,1.25211,145.495182,,
2013-05-22,Wednesday,116.38,1.25796,146.4013848,,
2013-05-23,Thursday,115.39,1.25285,144.5663615,,
2013-05-24,Friday,114.15,1.24325,141.9169875,,start
2013-05-25,Saturday,,,141.9169875,imputed from 1348,
2013-05-26,Sunday,,,141.9169875,imputed from 1349,
2013-05-27,Monday,115.19,1.24545,143.4633855,,
2013-05-28,Tuesday,115.21,1.2559,144.692239,,
2013-05-29,Wednesday,114.23,1.24434,142.1409582,,
2013-05-30,Thursday,114.92,1.2437,142.926004,,
2013-05-31,Friday,114.54,1.2414,142.18995600000002,,start
2013-06-01,Saturday,,,142.18995600000002,imputed from 1355,
2013-06-02,Sunday,,,142.18995600000002,imputed from 1356,
2013-06-03,Monday,114.44,1.23864,141.7499616,,
2013-06-04,Tuesday,114.87,1.23846,142.26190019999999,,
2013-06-05,Wednesday,113.37,1.23354,139.8464298,,
2013-06-06,Thursday,111.65,1.23088,137.427752,,
2013-06-07,Friday,112.65,1.23725,139.3762125,,start
2013-06-08,Saturday,,,139.3762125,imputed from 1362,
2013-06-09,Sunday,,,139.3762125,imputed from 1363,
2013-06-10,Monday,112.05,1.23775,138.6898875,,
2013-06-11,Tuesday,111.34,1.23115,137.076241,,
2013-06-12,Wednesday,111.37,1.22816,136.7801792,,
2013-06-13,Thursday,111.4,1.23305,137.36177,,
2013-06-14,Friday,112.02,1.22928,137.7039456,,start
2013-06-15,Saturday,,,137.7039456,imputed from 1369,
2013-06-16,Sunday,,,137.7039456,imputed from 1370,
2013-06-17,Monday,112.2,1.23317,138.36167400000002,,
2013-06-18,Tuesday,112.03,1.23246,138.07249380000002,,
2013-06-19,Wednesday,112.3,1.23416,138.59616799999998,,
2013-06-20,Thursday,109.52,1.22601,134.2726152,,
2013-06-21,Friday,109.32,1.22605,134.031786,,start
2013-06-22,Saturday,,,134.031786,imputed from 1376,
2013-06-23,Sunday,,,134.031786,imputed from 1377,
2013-06-24,Monday,107.51,1.22431,131.6255681,,
2013-06-25,Tuesday,106.86,1.22699,131.1161514,,
2013-06-26,Wednesday,108.35,1.22714,132.96061899999998,,
2013-06-27,Thursday,109.41,1.23227,134.8226607,,
2013-06-28,Friday,109.67,1.22916,134.8019772,,start
2013-06-29,Saturday,,,134.8019772,imputed from 1383,
2013-06-30,Sunday,,,134.8019772,imputed from 1384,
2013-07-01,Monday,110.22,1.23499,136.1205978,,
2013-07-02,Tuesday,110.74,1.2338,136.631012,,
2013-07-03,Wednesday,109.74,1.23152,135.1470048,,
2013-07-04,Thursday,110.58,1.23521,136.5895218,,
2013-07-05,Friday,110.62,1.2366,136.792692,,start
2013-07-06,Saturday,,,136.792692,imputed from 1390,
2013-07-07,Sunday,,,136.792692,imputed from 1391,
2013-07-08,Monday,110.99,1.2403,137.66089699999998,,
2013-07-09,Tuesday,110.86,1.24346,137.8499756,,
2013-07-10,Wednesday,110.46,1.24382,137.3923572,,
2013-07-11,Thursday,110.11,1.24017,136.5551187,,
2013-07-12,Friday,110.2,1.23675,136.28985,,start
2013-07-13,Saturday,,,136.28985,imputed from 1397,
2013-07-14,Sunday,,,136.28985,imputed from 1398,
2013-07-15,Monday,110.38,1.23885,136.744263,,
2013-07-16,Tuesday,110.33,1.23603,136.3711899,,
2013-07-17,Wednesday,110.2,1.23526,136.125652,,
2013-07-18,Thursday,110.81,1.23845,137.23264450000002,,
2013-07-19,Friday,111.09,1.23674,137.38944659999999,,start
2013-07-20,Saturday,,,137.38944659999999,imputed from 1404,
2013-07-21,Sunday,,,137.38944659999999,imputed from 1405,
2013-07-22,Monday,111.76,1.23455,137.973308,,
2013-07-23,Tuesday,111.61,1.23623,137.9756303,,
2013-07-24,Wednesday,111.61,1.23751,138.1184911,,
2013-07-25,Thursday,111.42,1.2344,137.536848,,
2013-07-26,Friday,111.32,1.23273,137.2275036,,start
2013-07-27,Saturday,,,137.2275036,imputed from 1411,
2013-07-28,Sunday,,,137.2275036,imputed from 1412,
2013-07-29,Monday,110.92,1.23477,136.96068839999998,,
2013-07-30,Tuesday,111.32,1.2332,137.279824,,
2013-07-31,Wednesday,111.27,1.23207,137.0924289,,
2013-08-01,Thursday,111.71,1.23733,138.2221343,,
2013-08-02,Friday,112.4,1.23419,138.72295599999998,,start
2013-08-03,Saturday,,,138.72295599999998,imputed from 1418,
2013-08-04,Sunday,,,138.72295599999998,imputed from 1419,
2013-08-05,Monday,112.38,1.22949,138.1700862,,
2013-08-06,Tuesday,112.65,1.23192,138.775788,,
2013-08-07,Wednesday,112.6,1.2292,138.40792,,
2013-08-08,Thursday,113.16,1.23127,139.3305132,,
2013-08-09,Friday,113.23,1.23053,139.3329119,,start
2013-08-10,Saturday,,,139.3329119,imputed from 1425,
2013-08-11,Sunday,,,139.3329119,imputed from 1426,
2013-08-12,Monday,113.42,1.23116,139.6381672,,
2013-08-13,Tuesday,113.1,1.23742,139.952202,,
2013-08-14,Wednesday,113.35,1.23995,140.54833250000001,,
2013-08-15,Thursday,112.79,1.2362,139.43099800000002,,
2013-08-16,Friday,113.22,1.23491,139.81651019999998,,start
2013-08-17,Saturday,,,139.81651019999998,imputed from 1432,
2013-08-18,Sunday,,,139.81651019999998,imputed from 1433,
2013-08-19,Monday,112.49,1.23225,138.6158025,,
2013-08-20,Tuesday,112.2,1.23088,138.104736,,
2013-08-21,Wednesday,111.89,1.23181,137.82722090000001,,
2013-08-22,Thursday,112.23,1.23309,138.38969070000002,,
2013-08-23,Friday,112.14,1.23322,138.2932908,,start
2013-08-24,Saturday,,,138.2932908,imputed from 1439,
2013-08-25,Sunday,,,138.2932908,imputed from 1440,
2013-08-26,Monday,111.72,1.23415,137.87923800000002,,
2013-08-27,Tuesday,111.21,1.22892,136.6681932,,
2013-08-28,Wednesday,111.61,1.2301,137.291461,,
2013-08-29,Thursday,111.79,1.23258,137.7901182,,
2013-08-30,Friday,111.69,1.22945,137.31727049999998,,start
2013-08-31,Saturday,,,137.31727049999998,imputed from 1446,
2013-09-01,Sunday,,,137.31727049999998,imputed from 1447,
2013-09-02,Monday,111.92,1.23278,137.9727376,,
2013-09-03,Tuesday,111.97,1.23356,138.1217132,,
2013-09-04,Wednesday,111.47,1.23538,137.7078086,,
2013-09-05,Thursday,109.22,1.23969,135.3989418,,
2013-09-06,Friday,109.38,1.23609,135.20352419999998,,start
2013-09-07,Saturday,,,135.20352419999998,imputed from 1453,
2013-09-08,Sunday,,,135.20352419999998,imputed from 1454,
2013-09-09,Monday,109.21,1.23591,134.9737311,,
2013-09-10,Tuesday,109.02,1.2402,135.206604,,
2013-09-11,Wednesday,109.28,1.23851,135.3443728,,
2013-09-12,Thursday,109.27,1.23765,135.2380155,,
2013-09-13,Friday,108.98,1.23604,134.7036392,,start
2013-09-14,Saturday,,,134.7036392,imputed from 1460,
2013-09-15,Sunday,,,134.7036392,imputed from 1461,
2013-09-16,Monday,109.7,1.23663,135.658311,,
2013-09-17,Tuesday,110.23,1.23677,136.3291571,,
2013-09-18,Wednesday,110.44,1.23316,136.1901904,,
2013-09-19,Thursday,111.28,1.23195,137.091396,,
2013-09-20,Friday,111.33,1.23145,137.0973285,,start
2013-09-21,Saturday,,,137.0973285,imputed from 1467,
2013-09-22,Sunday,,,137.0973285,imputed from 1468,
2013-09-23,Monday,111.54,1.22914,137.0982756,,
2013-09-24,Tuesday,111.85,1.22982,137.555367,,
2013-09-25,Wednesday,111.89,1.2299,137.613511,,
2013-09-26,Thursday,111.04,1.22779,136.3338016,,
2013-09-27,Friday,110.45,1.22506,135.30787700000002,,start
2013-09-28,Saturday,,,135.30787700000002,imputed from 1474,
2013-09-29,Sunday,,,135.30787700000002,imputed from 1475,
2013-09-30,Monday,110.38,1.22391,135.0951858,,
2013-10-01,Tuesday,111.22,1.22481,136.22336819999998,,
2013-10-02,Wednesday,112.15,1.22583,137.4768345,,
2013-10-03,Thursday,112.09,1.22485,137.2934365,,
2013-10-04,Friday,112.65,1.22979,138.5358435,,start
2013-10-05,Saturday,,,138.5358435,imputed from 1481,
2013-10-06,Sunday,,,138.5358435,imputed from 1482,
2013-10-07,Monday,112.92,1.22622,138.4647624,,
2013-10-08,Tuesday,112.46,1.22689,137.9760494,,
2013-10-09,Wednesday,112.32,1.23061,138.2221152,,
2013-10-10,Thursday,112.6,1.2324,138.76824,,
2013-10-11,Friday,113.01,1.23503,139.5707403,,start
2013-10-12,Saturday,,,139.5707403,imputed from 1488,
2013-10-13,Sunday,,,139.5707403,imputed from 1489,
2013-10-14,Monday,113.22,1.23454,139.77461879999998,,
2013-10-15,Tuesday,113.36,1.23415,139.903244,,
2013-10-16,Wednesday,113.41,1.23609,140.18496689999998,,
2013-10-17,Thursday,113.72,1.23407,140.3384404,,
2013-10-18,Friday,114.1,1.2343,140.83363,,start
2013-10-19,Saturday,,,140.83363,imputed from 1495,
2013-10-20,Sunday,,,140.83363,imputed from 1496,
2013-10-21,Monday,114.0,1.23393,140.66801999999998,,
2013-10-22,Tuesday,114.59,1.23311,141.3020749,,
2013-10-23,Wednesday,114.68,1.22923,140.9680964,,
2013-10-24,Thursday,114.49,1.2315,140.994435,,
2013-10-25,Friday,113.98,1.23216,140.44159679999999,,start
2013-10-26,Saturday,,,140.44159679999999,imputed from 1502,
2013-10-27,Sunday,,,140.44159679999999,imputed from 1503,
2013-10-28,Monday,114.11,1.23484,140.9075924,,
2013-10-29,Tuesday,114.63,1.2355,141.625365,,
2013-10-30,Wednesday,114.39,1.2351,141.28308900000002,,
2013-10-31,Thursday,114.93,1.23188,141.5799684,,
2013-11-01,Friday,115.05,1.2305,141.56902499999998,,start
2013-11-02,Saturday,,,141.56902499999998,imputed from 1509,
2013-11-03,Sunday,,,141.56902499999998,imputed from 1510,
2013-11-04,Monday,115.13,1.22961,141.5649993,,
2013-11-05,Tuesday,114.61,1.23098,141.0826178,,
2013-11-06,Wednesday,114.58,1.23263,141.23474539999998,,
2013-11-07,Thursday,115.37,1.22898,141.7874226,,
2013-11-08,Friday,114.95,1.23153,141.56437350000002,,start
2013-11-09,Saturday,,,141.56437350000002,imputed from 1516,
2013-11-10,Sunday,,,141.56437350000002,imputed from 1517,
2013-11-11,Monday,115.09,1.23265,141.8656885,,
2013-11-12,Tuesday,114.96,1.23275,141.71694,,
2013-11-13,Wednesday,115.25,1.23195,141.98223750000002,,
2013-11-14,Thursday,115.7,1.23337,142.70090900000002,,
2013-11-15,Friday,115.47,1.2347,142.570809,,start
2013-11-16,Saturday,,,142.570809,imputed from 1523,
2013-11-17,Sunday,,,142.570809,imputed from 1524,
2013-11-18,Monday,115.74,1.23295,142.701633,,
2013-11-19,Tuesday,115.67,1.2333,142.655811,,
2013-11-20,Wednesday,115.61,1.23127,142.34712470000002,,
2013-11-21,Thursday,115.54,1.23073,142.19854420000001,,
2013-11-22,Friday,115.64,1.22935,142.162034,,start
2013-11-23,Saturday,,,142.162034,imputed from 1530,
2013-11-24,Sunday,,,142.162034,imputed from 1531,
2013-11-25,Monday,115.63,1.23251,142.5151313,,
2013-11-26,Tuesday,116.02,1.23037,142.7475274,,
2013-11-27,Wednesday,116.05,1.23238,143.017699,,
2013-11-28,Thursday,116.21,1.23193,143.1625853,,
2013-11-29,Friday,116.21,1.23162,143.12656019999997,,start
2013-11-30,Saturday,,,143.12656019999997,imputed from 1537,
2013-12-01,Sunday,,,143.12656019999997,imputed from 1538,
2013-12-02,Monday,115.95,1.23044,142.669518,,
2013-12-03,Tuesday,115.89,1.22896,142.4241744,,
2013-12-04,Wednesday,115.38,1.22665,141.530877,,
2013-12-05,Thursday,113.06,1.22553,138.5584218,,
2013-12-06,Friday,113.5,1.22251,138.754885,,start
2013-12-07,Saturday,,,138.754885,imputed from 1544,
2013-12-08,Sunday,,,138.754885,imputed from 1545,
2013-12-09,Monday,113.97,1.22332,139.4217804,,
2013-12-10,Tuesday,114.69,1.22123,140.0628687,,
2013-12-11,Wednesday,114.8,1.22216,140.303968,,
2013-12-12,Thursday,114.39,1.22311,139.9115529,,
2013-12-13,Friday,114.55,1.22203,139.98353649999999,,start
2013-12-14,Saturday,,,139.98353649999999,imputed from 1551,
2013-12-15,Sunday,,,139.98353649999999,imputed from 1552,
2013-12-16,Monday,114.9,1.22101,140.294049,,
2013-12-17,Tuesday,114.9,1.21835,139.988415,,
2013-12-18,Wednesday,114.69,1.22324,140.2933956,,
2013-12-19,Thursday,114.72,1.22666,140.7224352,,
2013-12-20,Friday,114.46,1.22528,140.2455488,,start
2013-12-21,Saturday,,,140.2455488,imputed from 1558,
2013-12-22,Sunday,,,140.2455488,imputed from 1559,
2013-12-23,Monday,113.95,1.22424,139.502148,,
2013-12-24,Tuesday,,1.22541,139.502148,imputed from 1561,
2013-12-25,Wednesday,,1.22538,139.502148,imputed from 1562,
2013-12-26,Thursday,,1.2274,139.502148,imputed from 1563,
2013-12-27,Friday,113.87,1.22559,139.5579333,,start
2013-12-28,Saturday,,,139.5579333,imputed from 1565,
2013-12-29,Sunday,,,139.5579333,imputed from 1566,
2013-12-30,Monday,114.82,1.22535,140.694687,,
2013-12-31,Tuesday,,1.22739,140.694687,imputed from 1568,
2014-01-01,Wednesday,,1.22699,140.694687,imputed from 1569,
2014-01-02,Thursday,115.81,1.22917,142.35017770000002,,
2014-01-03,Friday,116.05,1.23005,142.74730250000002,,start
2014-01-04,Saturday,,,142.74730250000002,imputed from 1572,
2014-01-05,Sunday,,,142.74730250000002,imputed from 1573,
2014-01-06,Monday,116.13,1.23217,143.0919021,,
2014-01-07,Tuesday,116.68,1.23785,144.432338,,
2014-01-08,Wednesday,116.61,1.23713,144.2617293,,
2014-01-09,Thursday,116.41,1.23415,143.6674015,,
2014-01-10,Friday,116.25,1.23363,143.4094875,,start
2014-01-11,Saturday,,,143.4094875,imputed from 1579,
2014-01-12,Sunday,,,143.4094875,imputed from 1580,
2014-01-13,Monday,116.45,1.22902,143.119379,,
2014-01-14,Tuesday,116.57,1.2345,143.90566499999997,,
2014-01-15,Wednesday,116.75,1.2364,144.34969999999998,,
2014-01-16,Thursday,116.91,1.23233,144.07170029999997,,
2014-01-17,Friday,117.17,1.23257,144.4202269,,start
2014-01-18,Saturday,,,144.4202269,imputed from 1586,
2014-01-19,Sunday,,,144.4202269,imputed from 1587,
2014-01-20,Monday,117.38,1.2333,144.764754,,
2014-01-21,Tuesday,117.11,1.23431,144.5500441,,
2014-01-22,Wednesday,117.06,1.23482,144.5480292,,
2014-01-23,Thursday,116.8,1.22899,143.546032,,
2014-01-24,Friday,116.42,1.22353,142.4433626,,start
2014-01-25,Saturday,,,142.4433626,imputed from 1593,
2014-01-26,Sunday,,,142.4433626,imputed from 1594,
2014-01-27,Monday,116.43,1.22548,142.6826364,,
2014-01-28,Tuesday,116.9,1.2266,143.38954,,
2014-01-29,Wednesday,116.86,1.22211,142.8157746,,
2014-01-30,Thursday,117.14,1.2238,143.355932,,
2014-01-31,Friday,117.67,1.22236,143.8351012,,start
2014-02-01,Saturday,,,143.8351012,imputed from 1600,
2014-02-02,Sunday,,,143.8351012,imputed from 1601,
2014-02-03,Monday,117.65,1.21855,143.36240750000002,,
2014-02-04,Tuesday,117.61,1.22162,143.6747282,,
2014-02-05,Wednesday,117.86,1.22285,144.125101,,
2014-02-06,Thursday,117.88,1.22447,144.34052359999998,,
2014-02-07,Friday,118.47,1.22425,145.0368975,,start
2014-02-08,Saturday,,,145.0368975,imputed from 1607,
2014-02-09,Sunday,,,145.0368975,imputed from 1608,
2014-02-10,Monday,118.48,1.22367,144.9804216,,
2014-02-11,Tuesday,118.44,1.22515,145.106766,,
2014-02-12,Wednesday,118.12,1.22427,144.6107724,,
2014-02-13,Thursday,118.29,1.22218,144.57167220000002,,
2014-02-14,Friday,118.56,1.22214,144.8969184,,start
2014-02-15,Saturday,,,144.8969184,imputed from 1614,
2014-02-16,Sunday,,,144.8969184,imputed from 1615,
2014-02-17,Monday,119.05,1.22194,145.471957,,
2014-02-18,Tuesday,119.53,1.22185,146.0477305,,
2014-02-19,Wednesday,119.34,1.22031,145.63179540000002,,
2014-02-20,Thursday,118.82,1.22018,144.9817876,,
2014-02-21,Friday,119.24,1.21977,145.4453748,,start
2014-02-22,Saturday,,,145.4453748,imputed from 1621,
2014-02-23,Sunday,,,145.4453748,imputed from 1622,
2014-02-24,Monday,119.14,1.2209,145.45802600000002,,
2014-02-25,Tuesday,119.31,1.21899,145.4376969,,
2014-02-26,Wednesday,119.65,1.21905,145.8593325,,
2014-02-27,Thursday,120.21,1.21783,146.39534429999998,,
2014-02-28,Friday,120.15,1.21486,145.965429,,start
2014-03-01,Saturday,,,145.965429,imputed from 1628,
2014-03-02,Sunday,,,145.965429,imputed from 1629,
2014-03-03,Monday,120.31,1.21294,145.9288114,,
2014-03-04,Tuesday,120.64,1.2194,147.108416,,
2014-03-05,Wednesday,120.81,1.21836,147.1900716,,
2014-03-06,Thursday,119.92,1.2204,146.350368,,
2014-03-07,Friday,120.31,1.21817,146.5580327,,start
2014-03-08,Saturday,,,146.5580327,imputed from 1635,
2014-03-09,Sunday,,,146.5580327,imputed from 1636,
2014-03-10,Monday,120.8,1.21797,147.130776,,
2014-03-11,Tuesday,120.55,1.2173,146.745515,,
2014-03-12,Wednesday,120.42,1.21518,146.3319756,,
2014-03-13,Thursday,120.47,1.21306,146.1373382,,
2014-03-14,Friday,120.52,1.21372,146.27753439999998,,start
2014-03-15,Saturday,,,146.27753439999998,imputed from 1642,
2014-03-16,Sunday,,,146.27753439999998,imputed from 1643,
2014-03-17,Monday,120.85,1.21572,146.919762,,
2014-03-18,Tuesday,120.95,1.21667,147.1562365,,
2014-03-19,Wednesday,120.8,1.21818,147.156144,,
2014-03-20,Thursday,120.38,1.21779,146.59756019999998,,
2014-03-21,Friday,120.58,1.21757,146.8145906,,start
2014-03-22,Saturday,,,146.8145906,imputed from 1649,
2014-03-23,Sunday,,,146.8145906,imputed from 1650,
2014-03-24,Monday,120.47,1.21899,146.8517253,,
2014-03-25,Tuesday,120.74,1.22047,147.35954779999997,,
2014-03-26,Wednesday,121.27,1.21977,147.9215079,,
2014-03-27,Thursday,121.7,1.2183,148.26711,,
2014-03-28,Friday,121.65,1.21944,148.34487600000003,,start
2014-03-29,Saturday,,,148.34487600000003,imputed from 1656,
2014-03-30,Sunday,,,148.34487600000003,imputed from 1657,
2014-03-31,Monday,121.71,1.21802,148.2452142,,
2014-04-01,Tuesday,121.78,1.21856,148.39623680000003,,
2014-04-02,Wednesday,121.61,1.2206,148.437166,,
2014-04-03,Thursday,122.05,1.22239,149.1926995,,
2014-04-04,Friday,122.91,1.22271,150.2832861,,start
2014-04-05,Saturday,,,150.2832861,imputed from 1663,
2014-04-06,Sunday,,,150.2832861,imputed from 1664,
2014-04-07,Monday,122.78,1.2202,149.816156,,
2014-04-08,Tuesday,122.48,1.21861,149.2553528,,
2014-04-09,Wednesday,122.75,1.21874,149.600335,,
2014-04-10,Thursday,123.07,1.217,149.77619,,
2014-04-11,Friday,122.6,1.21634,149.12328399999998,,start
2014-04-12,Saturday,,,149.12328399999998,imputed from 1670,
2014-04-13,Sunday,,,149.12328399999998,imputed from 1671,
2014-04-14,Monday,122.95,1.21583,149.4862985,,
2014-04-15,Tuesday,123.53,1.2159,150.200127,,
2014-04-16,Wednesday,123.7,1.2183,150.70371,,
2014-04-17,Thursday,123.5,1.22008,150.67988,,
2014-04-18,Friday,123.5,1.21989,150.65641499999998,imputed from 1676,start
2014-04-19,Saturday,,,150.65641499999998,imputed from 1677,
2014-04-20,Sunday,,,150.65641499999998,imputed from 1678,
2014-04-21,Monday,,1.22072,150.65641499999998,imputed from 1679,
2014-04-22,Tuesday,123.74,1.22175,151.17934499999998,,
2014-04-23,Wednesday,123.87,1.22067,151.2043929,,
2014-04-24,Thursday,123.54,1.21954,150.66197160000002,,
2014-04-25,Friday,123.58,1.21957,150.7144606,,start
2014-04-26,Saturday,,,150.7144606,imputed from 1684,
2014-04-27,Sunday,,,150.7144606,imputed from 1685,
2014-04-28,Monday,123.41,1.21927,150.4701107,,
2014-04-29,Tuesday,123.6,1.22021,150.81795599999998,,
2014-04-30,Wednesday,124.0,1.22083,151.38292,,
2014-05-01,Thursday,,1.21949,151.38292,imputed from 1689,
2014-05-02,Friday,124.26,1.21792,151.3387392,,start
2014-05-03,Saturday,,,151.3387392,imputed from 1691,
2014-05-04,Sunday,,,151.3387392,imputed from 1692,
2014-05-05,Monday,124.31,1.2179,151.397149,,
2014-05-06,Tuesday,124.66,1.21769,151.79723539999998,,
2014-05-07,Wednesday,124.57,1.21888,151.8358816,,
2014-05-08,Thursday,125.32,1.21812,152.6547984,,
2014-05-09,Friday,125.19,1.21959,152.6804721,,start
2014-05-10,Saturday,,,152.6804721,imputed from 1698,
2014-05-11,Sunday,,,152.6804721,imputed from 1699,
2014-05-12,Monday,125.0,1.22148,152.68499999999997,,
2014-05-13,Tuesday,125.32,1.21979,152.86408279999998,,
2014-05-14,Wednesday,125.5,1.22027,153.14388499999998,,
2014-05-15,Thursday,124.04,1.22145,151.508658,,
2014-05-16,Friday,124.06,1.22242,151.65342520000002,,start
2014-05-17,Saturday,,,151.65342520000002,imputed from 1705,
2014-05-18,Sunday,,,151.65342520000002,imputed from 1706,
2014-05-19,Monday,123.31,1.22317,150.82909270000002,,
2014-05-20,Tuesday,122.45,1.22221,149.6596145,,
2014-05-21,Wednesday,122.87,1.22257,150.2171759,,
2014-05-22,Thursday,122.58,1.22107,149.6787606,,
2014-05-23,Friday,123.37,1.22094,150.6273678,,start
2014-05-24,Saturday,,,150.6273678,imputed from 1712,
2014-05-25,Sunday,,,150.6273678,imputed from 1713,
2014-05-26,Monday,124.89,1.22079,152.46446310000002,,
2014-05-27,Tuesday,124.78,1.2227,152.56850599999999,,
2014-05-28,Wednesday,125.42,1.22101,153.13907419999998,,
2014-05-29,Thursday,125.19,1.22127,152.89079130000002,,
2014-05-30,Friday,125.17,1.22056,152.7774952,,start
2014-05-31,Saturday,,,152.7774952,imputed from 1719,
2014-06-01,Sunday,,,152.7774952,imputed from 1720,
2014-06-02,Monday,125.16,1.22196,152.94051359999997,,
2014-06-03,Tuesday,124.91,1.22157,152.5863087,,
2014-06-04,Wednesday,124.8,1.2201,152.26847999999998,,
2014-06-05,Thursday,124.04,1.21768,151.04102720000003,,
2014-06-06,Friday,125.79,1.2192,153.363168,,start
2014-06-07,Saturday,,,153.363168,imputed from 1726,
2014-06-08,Sunday,,,153.363168,imputed from 1727,
2014-06-09,Monday,126.26,1.21945,153.967757,,
2014-06-10,Tuesday,125.59,1.21814,152.9862026,,
2014-06-11,Wednesday,125.54,1.21777,152.87884580000002,,
2014-06-12,Thursday,125.23,1.21755,152.4737865,,
2014-06-13,Friday,125.66,1.2187,153.14184199999997,,start
2014-06-14,Saturday,,,153.14184199999997,imputed from 1733,
2014-06-15,Sunday,,,153.14184199999997,imputed from 1734,
2014-06-16,Monday,125.61,1.21774,152.9603214,,
2014-06-17,Tuesday,125.12,1.2184,152.44620799999998,,
2014-06-18,Wednesday,124.94,1.21781,152.1531814,,
2014-06-19,Thursday,125.52,1.21662,152.7101424,,
2014-06-20,Friday,125.14,1.2173,152.332922,,start
2014-06-21,Saturday,,,152.332922,imputed from 1740,
2014-06-22,Sunday,,,152.332922,imputed from 1741,
2014-06-23,Monday,125.58,1.21654,152.7730932,,
