date,weekday,NI1_Index_PX-LAST-CHF,imputed,NI1_Index_start
1997-08-15,Friday,248.65971,,start
1997-08-16,Saturday,248.65971,imputed from 0,
1997-08-17,Sunday,248.65971,imputed from 1,
1997-08-18,Monday,244.31127,,
1997-08-19,Tuesday,242.82267,,
1997-08-20,Wednesday,248.51483,,
1997-08-21,Thursday,246.64208,,
1997-08-22,Friday,238.70939,,start
1997-08-23,Saturday,238.70939,imputed from 7,
1997-08-24,Sunday,238.70939,imputed from 8,
1997-08-25,Monday,235.22598,,
1997-08-26,Tuesday,236.39604,,
1997-08-27,Wednesday,232.21546,,
1997-08-28,Thursday,229.70687,,
1997-08-29,Friday,224.58693,,start
1997-08-30,Saturday,224.58693,imputed from 14,
1997-08-31,Sunday,224.58693,imputed from 15,
1997-09-01,Monday,220.98365,,
1997-09-02,Tuesday,224.79755,,
1997-09-03,Wednesday,231.99835,,
1997-09-04,Thursday,230.23959,,
1997-09-05,Friday,227.19737,,start
1997-09-06,Saturday,227.19737,imputed from 21,
1997-09-07,Sunday,227.19737,imputed from 22,
1997-09-08,Monday,228.22222,,
1997-09-09,Tuesday,233.99643,,
1997-09-10,Wednesday,231.72525,,
1997-09-11,Thursday,224.89373,,
1997-09-12,Friday,215.2805,,start
1997-09-13,Saturday,215.2805,imputed from 28,
1997-09-14,Sunday,215.2805,imputed from 29,
1997-09-15,Monday,215.2805,imputed from 30,
1997-09-16,Tuesday,215.1571,,
1997-09-17,Wednesday,213.55042,,
1997-09-18,Thursday,216.51201,,
1997-09-19,Friday,215.72693,,start
1997-09-20,Saturday,215.72693,imputed from 35,
1997-09-21,Sunday,215.72693,imputed from 36,
1997-09-22,Monday,219.94017,,
1997-09-23,Tuesday,219.94017,imputed from 38,
1997-09-24,Wednesday,224.8728,,
1997-09-25,Thursday,219.803,,
1997-09-26,Friday,215.51414,,start
1997-09-27,Saturday,215.51414,imputed from 42,
1997-09-28,Sunday,215.51414,imputed from 43,
1997-09-29,Monday,215.43192,,
1997-09-30,Tuesday,214.2401,,
1997-10-01,Wednesday,215.1157,,
1997-10-02,Thursday,209.10256,,
1997-10-03,Friday,209.88693,,start
1997-10-04,Saturday,209.88693,imputed from 49,
1997-10-05,Sunday,209.88693,imputed from 50,
1997-10-06,Monday,212.53118,,
1997-10-07,Tuesday,208.01907,,
1997-10-08,Wednesday,210.59429,,
1997-10-09,Thursday,209.32733,,
1997-10-10,Friday,209.32733,imputed from 55,start
1997-10-11,Saturday,209.32733,imputed from 56,
1997-10-12,Sunday,209.32733,imputed from 57,
1997-10-13,Monday,208.46189,,
1997-10-14,Tuesday,208.84284,,
1997-10-15,Wednesday,208.16711,,
1997-10-16,Thursday,214.67733,,
1997-10-17,Friday,214.43962,,start
1997-10-18,Saturday,214.43962,imputed from 63,
1997-10-19,Sunday,214.43962,imputed from 64,
1997-10-20,Monday,210.82475,,
1997-10-21,Tuesday,212.8231,,
1997-10-22,Wednesday,216.00553,,
1997-10-23,Thursday,207.79002,,
1997-10-24,Friday,209.09354,,start
1997-10-25,Saturday,209.09354,imputed from 70,
1997-10-26,Sunday,209.09354,imputed from 71,
1997-10-27,Monday,203.80336,,
1997-10-28,Tuesday,192.81599,,
1997-10-29,Wednesday,197.32356,,
1997-10-30,Thursday,190.6431,,
1997-10-31,Friday,191.71686,,start
1997-11-01,Saturday,191.71686,imputed from 77,
1997-11-02,Sunday,191.71686,imputed from 78,
1997-11-03,Monday,191.71686,imputed from 79,
1997-11-04,Tuesday,189.77016,,
1997-11-05,Wednesday,188.3696,,
1997-11-06,Thursday,187.93718,,
1997-11-07,Friday,177.25093,,start
1997-11-08,Saturday,177.25093,imputed from 84,
1997-11-09,Sunday,177.25093,imputed from 85,
1997-11-10,Monday,175.86768,,
1997-11-11,Tuesday,176.3347,,
1997-11-12,Wednesday,168.90686,,
1997-11-13,Thursday,170.67472,,
1997-11-14,Friday,166.98487,,start
1997-11-15,Saturday,166.98487,imputed from 91,
1997-11-16,Sunday,166.98487,imputed from 92,
1997-11-17,Monday,184.09016,,
1997-11-18,Tuesday,186.77976,,
1997-11-19,Wednesday,175.64013,,
1997-11-20,Thursday,182.80335,,
1997-11-21,Friday,189.31303,,start
1997-11-22,Saturday,189.31303,imputed from 98,
1997-11-23,Sunday,189.31303,imputed from 99,
1997-11-24,Monday,189.31303,imputed from 100,
1997-11-25,Tuesday,175.18829,,
1997-11-26,Wednesday,179.85723,,
1997-11-27,Thursday,187.12255,,
1997-11-28,Friday,186.07917,,start
1997-11-29,Saturday,186.07917,imputed from 105,
1997-11-30,Sunday,186.07917,imputed from 106,
1997-12-01,Monday,188.50149,,
1997-12-02,Tuesday,188.59967,,
1997-12-03,Wednesday,184.48128,,
1997-12-04,Thursday,181.21533,,
1997-12-05,Friday,182.66145,,start
1997-12-06,Saturday,182.66145,imputed from 112,
1997-12-07,Sunday,182.66145,imputed from 113,
1997-12-08,Monday,179.97886,,
1997-12-09,Tuesday,187.86695,,
1997-12-10,Wednesday,185.42629,,
1997-12-11,Thursday,178.2987,,
1997-12-12,Friday,175.33007,,start
1997-12-13,Saturday,175.33007,imputed from 119,
1997-12-14,Sunday,175.33007,imputed from 120,
1997-12-15,Monday,174.77044,,
1997-12-16,Tuesday,176.50774,,
1997-12-17,Wednesday,185.95159,,
1997-12-18,Thursday,179.16626,,
1997-12-19,Friday,170.34538,,start
1997-12-20,Saturday,170.34538,imputed from 126,
1997-12-21,Sunday,170.34538,imputed from 127,
1997-12-22,Monday,162.08256,,
1997-12-23,Tuesday,162.08256,imputed from 129,
1997-12-24,Wednesday,166.42814,,
1997-12-25,Thursday,168.88473,,
1997-12-26,Friday,162.04305,,start
1997-12-27,Saturday,162.04305,imputed from 133,
1997-12-28,Sunday,162.04305,imputed from 134,
1997-12-29,Monday,164.76436,,
1997-12-30,Tuesday,169.5402,,
1997-12-31,Wednesday,169.5402,imputed from 137,
1998-01-01,Thursday,169.5402,imputed from 138,
1998-01-02,Friday,169.5402,imputed from 137,start
1998-01-03,Saturday,169.5402,imputed from 140,
1998-01-04,Sunday,169.5402,imputed from 141,
1998-01-05,Monday,166.48622,,
1998-01-06,Tuesday,164.38562,,
1998-01-07,Wednesday,168.96348,,
1998-01-08,Thursday,166.61301,,
1998-01-09,Friday,168.00723,,start
1998-01-10,Saturday,168.00723,imputed from 147,
1998-01-11,Sunday,168.00723,imputed from 148,
1998-01-12,Monday,163.70945,,
1998-01-13,Tuesday,165.46886,,
1998-01-14,Wednesday,170.91861,,
1998-01-15,Thursday,170.91861,imputed from 152,
1998-01-16,Friday,186.59567,,start
1998-01-17,Saturday,186.59567,imputed from 154,
1998-01-18,Sunday,186.59567,imputed from 155,
1998-01-19,Monday,188.94675,,
1998-01-20,Tuesday,191.10189,,
1998-01-21,Wednesday,194.68475,,
1998-01-22,Thursday,189.6971,,
1998-01-23,Friday,193.39047,,start
1998-01-24,Saturday,193.39047,imputed from 161,
1998-01-25,Sunday,193.39047,imputed from 162,
1998-01-26,Monday,196.46493,,
1998-01-27,Tuesday,196.81424,,
1998-01-28,Wednesday,198.76042,,
1998-01-29,Thursday,200.20981,,
1998-01-30,Friday,195.01932,,start
1998-01-31,Saturday,195.01932,imputed from 168,
1998-02-01,Sunday,195.01932,imputed from 169,
1998-02-02,Monday,196.07042,,
1998-02-03,Tuesday,198.29495,,
1998-02-04,Wednesday,199.23164,,
1998-02-05,Thursday,198.88635,,
1998-02-06,Friday,201.38373,,start
1998-02-07,Saturday,201.38373,imputed from 175,
1998-02-08,Sunday,201.38373,imputed from 176,
1998-02-09,Monday,203.55895,,
1998-02-10,Tuesday,204.11109,,
1998-02-11,Wednesday,204.11109,imputed from 179,
1998-02-12,Thursday,200.80788,,
1998-02-13,Friday,195.26521,,start
1998-02-14,Saturday,195.26521,imputed from 182,
1998-02-15,Sunday,195.26521,imputed from 183,
1998-02-16,Monday,194.60387,,
1998-02-17,Tuesday,195.52591,,
1998-02-18,Wednesday,194.22898,,
1998-02-19,Thursday,193.01427,,
1998-02-20,Friday,192.92069,,start
1998-02-21,Saturday,192.92069,imputed from 189,
1998-02-22,Sunday,192.92069,imputed from 190,
1998-02-23,Monday,188.11452,,
1998-02-24,Tuesday,183.80776,,
1998-02-25,Wednesday,186.2193,,
1998-02-26,Thursday,189.71115,,
1998-02-27,Friday,198.04674,,start
1998-02-28,Saturday,198.04674,imputed from 196,
1998-03-01,Sunday,198.04674,imputed from 197,
1998-03-02,Monday,201.68974,,
1998-03-03,Tuesday,199.35139,,
1998-03-04,Wednesday,198.85185,,
1998-03-05,Thursday,195.84168,,
1998-03-06,Friday,200.30367,,start
1998-03-07,Saturday,200.30367,imputed from 203,
1998-03-08,Sunday,200.30367,imputed from 204,
1998-03-09,Monday,197.74332,,
1998-03-10,Tuesday,198.90705,,
1998-03-11,Wednesday,193.50524,,
1998-03-12,Thursday,191.02375,,
1998-03-13,Friday,195.14545,,start
1998-03-14,Saturday,195.14545,imputed from 210,
1998-03-15,Sunday,195.14545,imputed from 211,
1998-03-16,Monday,192.22023,,
1998-03-17,Tuesday,194.41136,,
1998-03-18,Wednesday,190.37423,,
1998-03-19,Thursday,191.15053,,
1998-03-20,Friday,192.80865,,start
1998-03-21,Saturday,192.80865,imputed from 217,
1998-03-22,Sunday,192.80865,imputed from 218,
1998-03-23,Monday,192.31336,,
1998-03-24,Tuesday,189.78736,,
1998-03-25,Wednesday,190.82078,,
1998-03-26,Thursday,195.46794,,
1998-03-27,Friday,194.24274,,start
1998-03-28,Saturday,194.24274,imputed from 224,
1998-03-29,Sunday,194.24274,imputed from 225,
1998-03-30,Monday,185.4605,,
1998-03-31,Tuesday,186.50662,,
1998-04-01,Wednesday,184.92823,,
1998-04-02,Thursday,180.77573,,
1998-04-03,Friday,175.80675,,start
1998-04-04,Saturday,175.80675,imputed from 231,
1998-04-05,Sunday,175.80675,imputed from 232,
1998-04-06,Monday,178.01643,,
1998-04-07,Tuesday,182.85109,,
1998-04-08,Wednesday,187.22626,,
1998-04-09,Thursday,192.73939,,
1998-04-10,Friday,193.69067,,start
1998-04-11,Saturday,193.69067,imputed from 238,
1998-04-12,Sunday,193.69067,imputed from 239,
1998-04-13,Monday,190.78579,,
1998-04-14,Tuesday,188.2936,,
1998-04-15,Wednesday,188.55056,,
1998-04-16,Thursday,181.13426,,
1998-04-17,Friday,178.94566,,start
1998-04-18,Saturday,178.94566,imputed from 245,
1998-04-19,Sunday,178.94566,imputed from 246,
1998-04-20,Monday,178.68825,,
1998-04-21,Tuesday,178.30561,,
1998-04-22,Wednesday,178.52423,,
1998-04-23,Thursday,179.74018,,
1998-04-24,Friday,182.307,,start
1998-04-25,Saturday,182.307,imputed from 252,
1998-04-26,Sunday,182.307,imputed from 253,
1998-04-27,Monday,175.59487,,
1998-04-28,Tuesday,173.86745,,
1998-04-29,Wednesday,173.86745,imputed from 256,
1998-04-30,Thursday,175.97209,,
1998-05-01,Friday,174.01776,,start
1998-05-02,Saturday,174.01776,imputed from 259,
1998-05-03,Sunday,174.01776,imputed from 260,
1998-05-04,Monday,174.01776,imputed from 261,
1998-05-05,Tuesday,174.01776,imputed from 262,
1998-05-06,Wednesday,168.10274,,
1998-05-07,Thursday,167.22213,,
1998-05-08,Friday,168.50212,,start
1998-05-09,Saturday,168.50212,imputed from 266,
1998-05-10,Sunday,168.50212,imputed from 267,
1998-05-11,Monday,171.50201,,
1998-05-12,Tuesday,168.74011,,
1998-05-13,Wednesday,169.18305,,
1998-05-14,Thursday,167.41627,,
1998-05-15,Friday,168.50067,,start
1998-05-16,Saturday,168.50067,imputed from 273,
1998-05-17,Sunday,168.50067,imputed from 274,
1998-05-18,Monday,168.10353,,
1998-05-19,Tuesday,170.51999,,
1998-05-20,Wednesday,169.7745,,
1998-05-21,Thursday,170.94385,,
1998-05-22,Friday,169.76673,,start
1998-05-23,Saturday,169.76673,imputed from 280,
1998-05-24,Sunday,169.76673,imputed from 281,
1998-05-25,Monday,169.68516,,
1998-05-26,Tuesday,169.4642,,
1998-05-27,Wednesday,167.2752,,
1998-05-28,Thursday,167.57219,,
1998-05-29,Friday,167.74217,,start
1998-05-30,Saturday,167.74217,imputed from 287,
1998-05-31,Sunday,167.74217,imputed from 288,
1998-06-01,Monday,162.20245,,
1998-06-02,Tuesday,164.69519,,
1998-06-03,Wednesday,163.44836,,
1998-06-04,Thursday,163.4735,,
1998-06-05,Friday,162.00714,,start
1998-06-06,Saturday,162.00714,imputed from 294,
1998-06-07,Sunday,162.00714,imputed from 295,
1998-06-08,Monday,160.98141,,
1998-06-09,Tuesday,163.06748,,
1998-06-10,Wednesday,161.05161,,
1998-06-11,Thursday,156.96205,,
1998-06-12,Friday,154.50805,,start
1998-06-13,Saturday,154.50805,imputed from 301,
1998-06-14,Sunday,154.50805,imputed from 302,
1998-06-15,Monday,151.87829,,
1998-06-16,Tuesday,152.16986,,
1998-06-17,Wednesday,159.70153,,
1998-06-18,Thursday,167.73998,,
1998-06-19,Friday,170.76841,,start
1998-06-20,Saturday,170.76841,imputed from 308,
1998-06-21,Sunday,170.76841,imputed from 309,
1998-06-22,Monday,165.79105,,
1998-06-23,Tuesday,163.3939,,
1998-06-24,Wednesday,161.38787,,
1998-06-25,Thursday,161.61471,,
1998-06-26,Friday,163.20438,,start
1998-06-27,Saturday,163.20438,imputed from 315,
1998-06-28,Sunday,163.20438,imputed from 316,
1998-06-29,Monday,165.17408,,
1998-06-30,Tuesday,172.79288,,
1998-07-01,Wednesday,180.69306,,
1998-07-02,Thursday,178.84096,,
1998-07-03,Friday,180.87698,,start
1998-07-04,Saturday,180.87698,imputed from 322,
1998-07-05,Sunday,180.87698,imputed from 323,
1998-07-06,Monday,178.37835,,
1998-07-07,Tuesday,181.26693,,
1998-07-08,Wednesday,180.93582,,
1998-07-09,Thursday,179.1846,,
1998-07-10,Friday,176.06874,,start
1998-07-11,Saturday,176.06874,imputed from 329,
1998-07-12,Sunday,176.06874,imputed from 330,
1998-07-13,Monday,175.49041,,
1998-07-14,Tuesday,179.08636,,
1998-07-15,Wednesday,178.4133,,
1998-07-16,Thursday,178.38939,,
1998-07-17,Friday,178.75582,,start
1998-07-18,Saturday,178.75582,imputed from 336,
1998-07-19,Sunday,178.75582,imputed from 337,
1998-07-20,Monday,181.2216,,
1998-07-21,Tuesday,177.50427,,
1998-07-22,Wednesday,173.01851,,
1998-07-23,Thursday,172.01541,,
1998-07-24,Friday,171.69587,,start
1998-07-25,Saturday,171.69587,imputed from 343,
1998-07-26,Sunday,171.69587,imputed from 344,
1998-07-27,Monday,167.56193,,
1998-07-28,Tuesday,169.61732,,
1998-07-29,Wednesday,168.69527,,
1998-07-30,Thursday,167.79733,,
1998-07-31,Friday,168.42335,,start
1998-08-01,Saturday,168.42335,imputed from 350,
1998-08-02,Sunday,168.42335,imputed from 351,
1998-08-03,Monday,165.8945,,
1998-08-04,Tuesday,164.21907,,
1998-08-05,Wednesday,164.68947,,
1998-08-06,Thursday,164.09603,,
1998-08-07,Friday,161.7423,,start
1998-08-08,Saturday,161.7423,imputed from 357,
1998-08-09,Sunday,161.7423,imputed from 358,
1998-08-10,Monday,159.35804,,
1998-08-11,Tuesday,155.52047,,
1998-08-12,Wednesday,156.46304,,
1998-08-13,Thursday,157.46358,,
1998-08-14,Friday,155.86264,,start
1998-08-15,Saturday,155.86264,imputed from 364,
1998-08-16,Sunday,155.86264,imputed from 365,
1998-08-17,Monday,151.41078,,
1998-08-18,Tuesday,156.67337,,
1998-08-19,Wednesday,161.11444,,
1998-08-20,Thursday,161.86979,,
1998-08-21,Friday,157.76292,,start
1998-08-22,Saturday,157.76292,imputed from 371,
1998-08-23,Sunday,157.76292,imputed from 372,
1998-08-24,Monday,156.6564,,
1998-08-25,Tuesday,156.61041,,
1998-08-26,Wednesday,154.80053,,
1998-08-27,Thursday,149.76932,,
1998-08-28,Friday,139.07587,,start
1998-08-29,Saturday,139.07587,imputed from 378,
1998-08-30,Sunday,139.07587,imputed from 379,
1998-08-31,Monday,143.89967,,
1998-09-01,Tuesday,150.99945,,
1998-09-02,Wednesday,150.62901,,
1998-09-03,Thursday,149.79308,,
1998-09-04,Friday,149.0575,,start
1998-09-05,Saturday,149.0575,imputed from 385,
1998-09-06,Sunday,149.0575,imputed from 386,
1998-09-07,Monday,159.31238,,
1998-09-08,Tuesday,159.10349,,
1998-09-09,Wednesday,151.35961,,
1998-09-10,Thursday,149.14951,,
1998-09-11,Friday,145.8712,,start
1998-09-12,Saturday,145.8712,imputed from 392,
1998-09-13,Sunday,145.8712,imputed from 393,
1998-09-14,Monday,150.95052,,
1998-09-15,Tuesday,149.1402,,
1998-09-16,Wednesday,145.66642,,
1998-09-17,Thursday,144.638,,
1998-09-18,Friday,145.11344,,start
1998-09-19,Saturday,145.11344,imputed from 399,
1998-09-20,Sunday,145.11344,imputed from 400,
1998-09-21,Monday,140.54982,,
1998-09-22,Tuesday,141.10489,,
1998-09-23,Wednesday,141.8476,,
1998-09-24,Thursday,146.20785,,
1998-09-25,Friday,140.8723,,start
1998-09-26,Saturday,140.8723,imputed from 406,
1998-09-27,Sunday,140.8723,imputed from 407,
1998-09-28,Monday,142.45445,,
1998-09-29,Tuesday,142.6702,,
1998-09-30,Wednesday,135.16923,,
1998-10-01,Thursday,131.96092,,
1998-10-02,Friday,132.00509,,start
1998-10-03,Saturday,132.00509,imputed from 413,
1998-10-04,Sunday,132.00509,imputed from 414,
1998-10-05,Monday,128.8675,,
1998-10-06,Tuesday,132.61455,,
1998-10-07,Wednesday,148.24955,,
1998-10-08,Thursday,141.51861,,
1998-10-09,Friday,146.54814,,start
1998-10-10,Saturday,146.54814,imputed from 420,
1998-10-11,Sunday,146.54814,imputed from 421,
1998-10-12,Monday,152.95145,,
1998-10-13,Tuesday,148.45974,,
1998-10-14,Wednesday,147.61143,,
1998-10-15,Thursday,146.54426,,
1998-10-16,Friday,150.95039,,start
1998-10-17,Saturday,150.95039,imputed from 427,
1998-10-18,Sunday,150.95039,imputed from 428,
1998-10-19,Monday,156.79718,,
1998-10-20,Tuesday,158.55751,,
1998-10-21,Wednesday,164.15315,,
1998-10-22,Thursday,162.66014,,
1998-10-23,Friday,159.57189,,start
1998-10-24,Saturday,159.57189,imputed from 434,
1998-10-25,Sunday,159.57189,imputed from 435,
1998-10-26,Monday,158.06803,,
1998-10-27,Tuesday,158.52676,,
1998-10-28,Wednesday,155.49505,,
1998-10-29,Thursday,158.2526,,
1998-10-30,Friday,157.26862,,start
1998-10-31,Saturday,157.26862,imputed from 441,
1998-11-01,Sunday,157.26862,imputed from 442,
1998-11-02,Monday,164.69436,,
1998-11-03,Tuesday,164.69436,imputed from 444,
1998-11-04,Wednesday,170.22908,,
1998-11-05,Thursday,165.48233,,
1998-11-06,Friday,164.45354,,start
1998-11-07,Saturday,164.45354,imputed from 448,
1998-11-08,Sunday,164.45354,imputed from 449,
1998-11-09,Monday,163.16682,,
1998-11-10,Tuesday,159.84299,,
1998-11-11,Wednesday,164.70481,,
1998-11-12,Thursday,160.10844,,
1998-11-13,Friday,162.01473,,start
1998-11-14,Saturday,162.01473,imputed from 455,
1998-11-15,Sunday,162.01473,imputed from 456,
1998-11-16,Monday,165.96489,,
1998-11-17,Tuesday,162.76959,,
1998-11-18,Wednesday,164.10957,,
1998-11-19,Thursday,166.31085,,
1998-11-20,Friday,171.13306,,start
1998-11-21,Saturday,171.13306,imputed from 462,
1998-11-22,Sunday,171.13306,imputed from 463,
1998-11-23,Monday,172.58395,,
1998-11-24,Tuesday,176.47692,,
1998-11-25,Wednesday,174.16123,,
1998-11-26,Thursday,174.75701,,
1998-11-27,Friday,174.08852,,start
1998-11-28,Saturday,174.08852,imputed from 469,
1998-11-29,Sunday,174.08852,imputed from 470,
1998-11-30,Monday,169.73294,,
1998-12-01,Tuesday,167.98984,,
1998-12-02,Wednesday,170.60171,,
1998-12-03,Thursday,168.93065,,
1998-12-04,Friday,168.23331,,start
1998-12-05,Saturday,168.23331,imputed from 476,
1998-12-06,Sunday,168.23331,imputed from 477,
1998-12-07,Monday,169.62562,,
1998-12-08,Tuesday,168.8318,,
1998-12-09,Wednesday,172.54313,,
1998-12-10,Thursday,168.1978,,
1998-12-11,Friday,163.45616,,start
1998-12-12,Saturday,163.45616,imputed from 483,
1998-12-13,Sunday,163.45616,imputed from 484,
1998-12-14,Monday,161.9922,,
1998-12-15,Tuesday,160.66704,,
1998-12-16,Wednesday,163.79693,,
1998-12-17,Thursday,164.06562,,
1998-12-18,Friday,165.13882,,start
1998-12-19,Saturday,165.13882,imputed from 490,
1998-12-20,Sunday,165.13882,imputed from 491,
1998-12-21,Monday,164.46038,,
1998-12-22,Tuesday,159.23446,,
1998-12-23,Wednesday,161.41361,,
1998-12-24,Thursday,162.66989,,
1998-12-25,Friday,163.8423,,start
1998-12-26,Saturday,163.8423,imputed from 497,
1998-12-27,Sunday,163.8423,imputed from 498,
1998-12-28,Monday,162.29929,,
1998-12-29,Tuesday,163.50511,,
1998-12-30,Wednesday,165.26849,,
1998-12-31,Thursday,165.26849,imputed from 502,
1999-01-01,Friday,165.26849,imputed from 502,start
1999-01-02,Saturday,165.26849,imputed from 504,
1999-01-03,Sunday,165.26849,imputed from 505,
1999-01-04,Monday,163.65274,,
1999-01-05,Tuesday,162.49066,,
1999-01-06,Wednesday,166.27427,,
1999-01-07,Thursday,168.1036,,
1999-01-08,Friday,167.41383,,start
1999-01-09,Saturday,167.41383,imputed from 511,
1999-01-10,Sunday,167.41383,imputed from 512,
1999-01-11,Monday,172.65507,,
1999-01-12,Tuesday,165.21251,,
1999-01-13,Wednesday,161.35567,,
1999-01-14,Thursday,164.72844,,
1999-01-15,Friday,165.72268,,start
1999-01-16,Saturday,165.72268,imputed from 518,
1999-01-17,Sunday,165.72268,imputed from 519,
1999-01-18,Monday,166.34303,,
1999-01-19,Tuesday,167.19217,,
1999-01-20,Wednesday,171.22301,,
1999-01-21,Thursday,173.53133,,
1999-01-22,Friday,170.74489,,start
1999-01-23,Saturday,170.74489,imputed from 525,
1999-01-24,Sunday,170.74489,imputed from 526,
1999-01-25,Monday,172.48267,,
1999-01-26,Tuesday,174.62959,,
1999-01-27,Wednesday,176.11686,,
1999-01-28,Thursday,173.23934,,
1999-01-29,Friday,178.92606,,start
1999-01-30,Saturday,178.92606,imputed from 532,
1999-01-31,Sunday,178.92606,imputed from 533,
1999-02-01,Monday,178.97445,,
1999-02-02,Tuesday,179.55058,,
1999-02-03,Wednesday,177.68566,,
1999-02-04,Thursday,178.88093,,
1999-02-05,Friday,173.30555,,start
1999-02-06,Saturday,173.30555,imputed from 539,
1999-02-07,Sunday,173.30555,imputed from 540,
1999-02-08,Monday,173.22421,,
1999-02-09,Tuesday,172.06116,,
1999-02-10,Wednesday,172.23296,,
1999-02-11,Thursday,172.52952,,
1999-02-12,Friday,173.00804,,start
1999-02-13,Saturday,173.00804,imputed from 546,
1999-02-14,Sunday,173.00804,imputed from 547,
1999-02-15,Monday,172.35334,,
1999-02-16,Tuesday,172.18498,,
1999-02-17,Wednesday,169.52286,,
1999-02-18,Thursday,168.14971,,
1999-02-19,Friday,169.18077,,start
1999-02-20,Saturday,169.18077,imputed from 553,
1999-02-21,Sunday,169.18077,imputed from 554,
1999-02-22,Monday,170.97354,,
1999-02-23,Tuesday,172.7807,,
1999-02-24,Wednesday,170.96486,,
1999-02-25,Thursday,175.09223,,
1999-02-26,Friday,175.08834,,start
1999-02-27,Saturday,175.08834,imputed from 560,
1999-02-28,Sunday,175.08834,imputed from 561,
1999-03-01,Monday,174.3057,,
1999-03-02,Tuesday,168.22552,,
1999-03-03,Wednesday,170.09644,,
1999-03-04,Thursday,169.24622,,
1999-03-05,Friday,178.50343,,start
1999-03-06,Saturday,178.50343,imputed from 567,
1999-03-07,Sunday,178.50343,imputed from 568,
1999-03-08,Monday,177.38364,,
1999-03-09,Tuesday,182.74357,,
1999-03-10,Wednesday,187.4208,,
1999-03-11,Thursday,188.75467,,
1999-03-12,Friday,190.4245,,start
1999-03-13,Saturday,190.4245,imputed from 574,
1999-03-14,Sunday,190.4245,imputed from 575,
1999-03-15,Monday,196.23427,,
1999-03-16,Tuesday,196.70497,,
1999-03-17,Wednesday,198.84258,,
1999-03-18,Thursday,194.66736,,
1999-03-19,Friday,204.09396,,start
1999-03-20,Saturday,204.09396,imputed from 581,
1999-03-21,Sunday,204.09396,imputed from 582,
1999-03-22,Monday,204.09396,imputed from 583,
1999-03-23,Tuesday,197.24653,,
1999-03-24,Wednesday,193.34483,,
1999-03-25,Thursday,200.06443,,
1999-03-26,Friday,196.9096,,start
1999-03-27,Saturday,196.9096,imputed from 588,
1999-03-28,Sunday,196.9096,imputed from 589,
1999-03-29,Monday,198.90373,,
1999-03-30,Tuesday,196.61223,,
1999-03-31,Wednesday,196.50783,,
1999-04-01,Thursday,200.07813,,
1999-04-02,Friday,200.42729,,start
1999-04-03,Saturday,200.42729,imputed from 595,
1999-04-04,Sunday,200.42729,imputed from 596,
1999-04-05,Monday,199.16813,,
1999-04-06,Tuesday,200.64161,,
1999-04-07,Wednesday,199.90568,,
1999-04-08,Thursday,205.4114,,
1999-04-09,Friday,205.95666,,start
1999-04-10,Saturday,205.95666,imputed from 602,
1999-04-11,Sunday,205.95666,imputed from 603,
1999-04-12,Monday,204.085,,
1999-04-13,Tuesday,206.6621,,
1999-04-14,Wednesday,209.52371,,
1999-04-15,Thursday,208.61591,,
1999-04-16,Friday,212.80022,,start
1999-04-17,Saturday,212.80022,imputed from 609,
1999-04-18,Sunday,212.80022,imputed from 610,
1999-04-19,Monday,213.34484,,
1999-04-20,Tuesday,212.89524,,
1999-04-21,Wednesday,207.02276,,
1999-04-22,Thursday,209.87718,,
1999-04-23,Friday,214.09288,,start
1999-04-24,Saturday,214.09288,imputed from 616,
1999-04-25,Sunday,214.09288,imputed from 617,
1999-04-26,Monday,215.56656,,
1999-04-27,Tuesday,212.98607,,
1999-04-28,Wednesday,215.59685,,
1999-04-29,Thursday,216.68934,,
1999-04-30,Friday,214.08437,,start
1999-05-01,Saturday,214.08437,imputed from 623,
1999-05-02,Sunday,214.08437,imputed from 624,
1999-05-03,Monday,212.90487,,
1999-05-04,Tuesday,212.90487,imputed from 626,
1999-05-05,Wednesday,212.90487,imputed from 627,
1999-05-06,Thursday,213.18119,,
1999-05-07,Friday,209.98348,,start
1999-05-08,Saturday,209.98348,imputed from 630,
1999-05-09,Sunday,209.98348,imputed from 631,
1999-05-10,Monday,210.13876,,
1999-05-11,Tuesday,208.00169,,
1999-05-12,Wednesday,211.24975,,
1999-05-13,Thursday,208.79434,,
1999-05-14,Friday,207.11838,,start
1999-05-15,Saturday,207.11838,imputed from 637,
1999-05-16,Sunday,207.11838,imputed from 638,
1999-05-17,Monday,200.49521,,
1999-05-18,Tuesday,200.04724,,
1999-05-19,Wednesday,195.37621,,
1999-05-20,Thursday,196.78059,,
1999-05-21,Friday,199.22149,,start
1999-05-22,Saturday,199.22149,imputed from 644,
1999-05-23,Sunday,199.22149,imputed from 645,
1999-05-24,Monday,201.27064,,
1999-05-25,Tuesday,198.70746,,
1999-05-26,Wednesday,202.29007,,
1999-05-27,Thursday,202.33174,,
1999-05-28,Friday,200.8025,,start
1999-05-29,Saturday,200.8025,imputed from 651,
1999-05-30,Sunday,200.8025,imputed from 652,
1999-05-31,Monday,200.57567,,
1999-06-01,Tuesday,207.56771,,
1999-06-02,Wednesday,208.27908,,
1999-06-03,Thursday,205.81889,,
1999-06-04,Friday,203.93685,,start
1999-06-05,Saturday,203.93685,imputed from 658,
1999-06-06,Sunday,203.93685,imputed from 659,
1999-06-07,Monday,210.57342,,
1999-06-08,Tuesday,211.75129,,
