date,weekday,DU1_Comdty_PX-LAST-CHF,imputed,DU1_Comdty_start
2003-10-06,Monday,105.94,,
2003-10-07,Tuesday,105.94,,
2003-10-08,Wednesday,105.97,,
2003-10-09,Thursday,105.81,,
2003-10-10,Friday,105.9,,start
2003-10-11,Saturday,105.9,imputed from 2247,
2003-10-12,Sunday,105.9,imputed from 2248,
2003-10-13,Monday,105.77,,
2003-10-14,Tuesday,105.79,,
2003-10-15,Wednesday,105.61,,
2003-10-16,Thursday,105.55,,
2003-10-17,Friday,105.58,,start
2003-10-18,Saturday,105.58,imputed from 2254,
2003-10-19,Sunday,105.58,imputed from 2255,
2003-10-20,Monday,105.6,,
2003-10-21,Tuesday,105.71,,
2003-10-22,Wednesday,105.75,,
2003-10-23,Thursday,105.65,,
2003-10-24,Friday,105.76,,start
2003-10-25,Saturday,105.76,imputed from 2261,
2003-10-26,Sunday,105.76,imputed from 2262,
2003-10-27,Monday,105.67,,
2003-10-28,Tuesday,105.59,,
2003-10-29,Wednesday,105.66,,
2003-10-30,Thursday,105.54,,
2003-10-31,Friday,105.66,,start
2003-11-01,Saturday,105.66,imputed from 2268,
2003-11-02,Sunday,105.66,imputed from 2269,
2003-11-03,Monday,105.52,,
2003-11-04,Tuesday,105.59,,
2003-11-05,Wednesday,105.57,,
2003-11-06,Thursday,105.43,,
2003-11-07,Friday,105.37,,start
2003-11-08,Saturday,105.37,imputed from 2275,
2003-11-09,Sunday,105.37,imputed from 2276,
2003-11-10,Monday,105.41,,
2003-11-11,Tuesday,105.43,,
2003-11-12,Wednesday,105.49,,
2003-11-13,Thursday,105.6,,
2003-11-14,Friday,105.71,,start
2003-11-15,Saturday,105.71,imputed from 2282,
2003-11-16,Sunday,105.71,imputed from 2283,
2003-11-17,Monday,105.77,,
2003-11-18,Tuesday,105.86,,
2003-11-19,Wednesday,105.81,,
2003-11-20,Thursday,105.84,,
2003-11-21,Friday,105.9,,start
2003-11-22,Saturday,105.9,imputed from 2289,
2003-11-23,Sunday,105.9,imputed from 2290,
2003-11-24,Monday,105.71,,
2003-11-25,Tuesday,105.68,,
2003-11-26,Wednesday,105.59,,
2003-11-27,Thursday,105.48,,
2003-11-28,Friday,105.49,,start
2003-11-29,Saturday,105.49,imputed from 2296,
2003-11-30,Sunday,105.49,imputed from 2297,
2003-12-01,Monday,105.45,,
2003-12-02,Tuesday,105.57,,
2003-12-03,Wednesday,105.56,,
2003-12-04,Thursday,105.68,,
2003-12-05,Friday,105.85,,start
2003-12-06,Saturday,105.85,imputed from 2303,
2003-12-07,Sunday,105.85,imputed from 2304,
2003-12-08,Monday,105.38,,
2003-12-09,Tuesday,105.43,,
2003-12-10,Wednesday,105.39,,
2003-12-11,Thursday,105.42,,
2003-12-12,Friday,105.59,,start
2003-12-13,Saturday,105.59,imputed from 2310,
2003-12-14,Sunday,105.59,imputed from 2311,
2003-12-15,Monday,105.66,,
2003-12-16,Tuesday,105.6,,
2003-12-17,Wednesday,105.72,,
2003-12-18,Thursday,105.72,,
2003-12-19,Friday,105.68,,start
2003-12-20,Saturday,105.68,imputed from 2317,
2003-12-21,Sunday,105.68,imputed from 2318,
2003-12-22,Monday,105.7,,
2003-12-23,Tuesday,105.73,,
2003-12-24,Wednesday,105.73,imputed from 2321,
2003-12-25,Thursday,105.73,imputed from 2322,
2003-12-26,Friday,105.73,imputed from 2321,start
2003-12-27,Saturday,105.73,imputed from 2324,
2003-12-28,Sunday,105.73,imputed from 2325,
2003-12-29,Monday,105.76,,
2003-12-30,Tuesday,105.75,,
2003-12-31,Wednesday,105.75,imputed from 2328,
2004-01-01,Thursday,105.75,imputed from 2329,
2004-01-02,Friday,105.69,,start
2004-01-03,Saturday,105.69,imputed from 2331,
2004-01-04,Sunday,105.69,imputed from 2332,
2004-01-05,Monday,105.76,,
2004-01-06,Tuesday,105.92,,
2004-01-07,Wednesday,105.95,,
2004-01-08,Thursday,105.98,,
2004-01-09,Friday,106.19,,start
2004-01-10,Saturday,106.19,imputed from 2338,
2004-01-11,Sunday,106.19,imputed from 2339,
2004-01-12,Monday,106.2,,
2004-01-13,Tuesday,106.16,,
2004-01-14,Wednesday,106.13,,
2004-01-15,Thursday,106.09,,
2004-01-16,Friday,106.1,,start
2004-01-17,Saturday,106.1,imputed from 2345,
2004-01-18,Sunday,106.1,imputed from 2346,
2004-01-19,Monday,106.08,,
2004-01-20,Tuesday,106.21,,
2004-01-21,Wednesday,106.2,,
2004-01-22,Thursday,106.25,,
2004-01-23,Friday,106.25,,start
2004-01-24,Saturday,106.25,imputed from 2352,
2004-01-25,Sunday,106.25,imputed from 2353,
2004-01-26,Monday,106.18,,
2004-01-27,Tuesday,106.21,,
2004-01-28,Wednesday,106.25,,
2004-01-29,Thursday,105.93,,
2004-01-30,Friday,105.98,,start
2004-01-31,Saturday,105.98,imputed from 2359,
2004-02-01,Sunday,105.98,imputed from 2360,
2004-02-02,Monday,106.03,,
2004-02-03,Tuesday,106.17,,
2004-02-04,Wednesday,106.17,,
2004-02-05,Thursday,106.19,,
2004-02-06,Friday,106.31,,start
2004-02-07,Saturday,106.31,imputed from 2366,
2004-02-08,Sunday,106.31,imputed from 2367,
2004-02-09,Monday,106.28,,
2004-02-10,Tuesday,106.25,,
2004-02-11,Wednesday,106.38,,
2004-02-12,Thursday,106.37,,
2004-02-13,Friday,106.38,,start
2004-02-14,Saturday,106.38,imputed from 2373,
2004-02-15,Sunday,106.38,imputed from 2374,
2004-02-16,Monday,106.37,,
2004-02-17,Tuesday,106.45,,
2004-02-18,Wednesday,106.43,,
2004-02-19,Thursday,106.42,,
2004-02-20,Friday,106.29,,start
2004-02-21,Saturday,106.29,imputed from 2380,
2004-02-22,Sunday,106.29,imputed from 2381,
2004-02-23,Monday,106.37,,
2004-02-24,Tuesday,106.49,,
2004-02-25,Wednesday,106.6,,
2004-02-26,Thursday,106.55,,
2004-02-27,Friday,106.62,,start
2004-02-28,Saturday,106.62,imputed from 2387,
2004-02-29,Sunday,106.62,imputed from 2388,
2004-03-01,Monday,106.57,,
2004-03-02,Tuesday,106.42,,
2004-03-03,Wednesday,106.38,,
2004-03-04,Thursday,106.45,,
2004-03-05,Friday,106.78,,start
2004-03-06,Saturday,106.78,imputed from 2394,
2004-03-07,Sunday,106.78,imputed from 2395,
2004-03-08,Monday,106.49,,
2004-03-09,Tuesday,106.45,,
2004-03-10,Wednesday,106.42,,
2004-03-11,Thursday,106.43,,
2004-03-12,Friday,106.45,,start
2004-03-13,Saturday,106.45,imputed from 2401,
2004-03-14,Sunday,106.45,imputed from 2402,
2004-03-15,Monday,106.48,,
2004-03-16,Tuesday,106.44,,
2004-03-17,Wednesday,106.54,,
2004-03-18,Thursday,106.59,,
2004-03-19,Friday,106.59,,start
2004-03-20,Saturday,106.59,imputed from 2408,
2004-03-21,Sunday,106.59,imputed from 2409,
2004-03-22,Monday,106.62,,
2004-03-23,Tuesday,106.58,,
2004-03-24,Wednesday,106.71,,
2004-03-25,Thursday,106.75,,
2004-03-26,Friday,106.71,,start
2004-03-27,Saturday,106.71,imputed from 2415,
2004-03-28,Sunday,106.71,imputed from 2416,
2004-03-29,Monday,106.59,,
2004-03-30,Tuesday,106.63,,
2004-03-31,Wednesday,106.65,,
2004-04-01,Thursday,106.51,,
2004-04-02,Friday,106.11,,start
2004-04-03,Saturday,106.11,imputed from 2422,
2004-04-04,Sunday,106.11,imputed from 2423,
2004-04-05,Monday,106.18,,
2004-04-06,Tuesday,106.3,,
2004-04-07,Wednesday,106.37,,
2004-04-08,Thursday,106.34,,
2004-04-09,Friday,106.34,imputed from 2428,start
2004-04-10,Saturday,106.34,imputed from 2429,
2004-04-11,Sunday,106.34,imputed from 2430,
2004-04-12,Monday,106.34,imputed from 2431,
2004-04-13,Tuesday,106.17,,
2004-04-14,Wednesday,106.12,,
2004-04-15,Thursday,106.13,,
2004-04-16,Friday,106.19,,start
2004-04-17,Saturday,106.19,imputed from 2436,
2004-04-18,Sunday,106.19,imputed from 2437,
2004-04-19,Monday,106.18,,
2004-04-20,Tuesday,106.16,,
2004-04-21,Wednesday,106.09,,
2004-04-22,Thursday,106.15,,
2004-04-23,Friday,106.05,,start
2004-04-24,Saturday,106.05,imputed from 2443,
2004-04-25,Sunday,106.05,imputed from 2444,
2004-04-26,Monday,106.03,,
2004-04-27,Tuesday,106.02,,
2004-04-28,Wednesday,105.99,,
2004-04-29,Thursday,105.99,,
2004-04-30,Friday,106.1,,start
2004-05-01,Saturday,106.1,imputed from 2450,
2004-05-02,Sunday,106.1,imputed from 2451,
2004-05-03,Monday,106.11,,
2004-05-04,Tuesday,106.08,,
2004-05-05,Wednesday,106.1,,
2004-05-06,Thursday,105.97,,
2004-05-07,Friday,105.77,,start
2004-05-08,Saturday,105.77,imputed from 2457,
2004-05-09,Sunday,105.77,imputed from 2458,
2004-05-10,Monday,105.83,,
2004-05-11,Tuesday,105.84,,
2004-05-12,Wednesday,105.81,,
2004-05-13,Thursday,105.75,,
2004-05-14,Friday,105.85,,start
2004-05-15,Saturday,105.85,imputed from 2464,
2004-05-16,Sunday,105.85,imputed from 2465,
2004-05-17,Monday,105.92,,
2004-05-18,Tuesday,105.9,,
2004-05-19,Wednesday,105.81,,
2004-05-20,Thursday,105.87,,
2004-05-21,Friday,105.85,,start
2004-05-22,Saturday,105.85,imputed from 2471,
2004-05-23,Sunday,105.85,imputed from 2472,
2004-05-24,Monday,105.88,,
2004-05-25,Tuesday,105.9,,
2004-05-26,Wednesday,105.95,,
2004-05-27,Thursday,106.07,,
2004-05-28,Friday,105.94,,start
2004-05-29,Saturday,105.94,imputed from 2478,
2004-05-30,Sunday,105.94,imputed from 2479,
2004-05-31,Monday,105.83,,
2004-06-01,Tuesday,105.86,,
2004-06-02,Wednesday,105.85,,
2004-06-03,Thursday,105.84,,
2004-06-04,Friday,105.79,,start
2004-06-05,Saturday,105.79,imputed from 2485,
2004-06-06,Sunday,105.79,imputed from 2486,
2004-06-07,Monday,160.73537,,
2004-06-08,Tuesday,160.25415,,
2004-06-09,Wednesday,159.65984,,
2004-06-10,Thursday,158.8724,,
2004-06-11,Friday,159.24652,,start
2004-06-12,Saturday,159.24652,imputed from 2492,
2004-06-13,Sunday,159.24652,imputed from 2493,
2004-06-14,Monday,159.62045,,
2004-06-15,Tuesday,160.0725,,
2004-06-16,Wednesday,160.30809,,
2004-06-17,Thursday,159.08086,,
2004-06-18,Friday,159.01157,,start
2004-06-19,Saturday,159.01157,imputed from 2499,
2004-06-20,Sunday,159.01157,imputed from 2500,
2004-06-21,Monday,159.19811,,
2004-06-22,Tuesday,159.40693,,
2004-06-23,Wednesday,159.83109,,
2004-06-24,Thursday,159.66962,,
2004-06-25,Friday,160.43878,,start
2004-06-26,Saturday,160.43878,imputed from 2506,
2004-06-27,Sunday,160.43878,imputed from 2507,
2004-06-28,Monday,160.47113,,
2004-06-29,Tuesday,161.37107,,
2004-06-30,Wednesday,161.06531,,
2004-07-01,Thursday,160.55342,,
2004-07-02,Friday,160.48051,,start
2004-07-03,Saturday,160.48051,imputed from 2513,
2004-07-04,Sunday,160.48051,imputed from 2514,
2004-07-05,Monday,160.65809,,
2004-07-06,Tuesday,160.5661,,
2004-07-07,Wednesday,160.79486,,
2004-07-08,Thursday,160.70613,,
2004-07-09,Friday,160.67483,,start
2004-07-10,Saturday,160.67483,imputed from 2520,
2004-07-11,Sunday,160.67483,imputed from 2521,
2004-07-12,Monday,160.82592,,
2004-07-13,Tuesday,161.0363,,
2004-07-14,Wednesday,161.00614,,
2004-07-15,Thursday,161.73347,,
2004-07-16,Friday,161.4638,,start
2004-07-17,Saturday,161.4638,imputed from 2527,
2004-07-18,Sunday,161.4638,imputed from 2528,
2004-07-19,Monday,161.66627,,
2004-07-20,Tuesday,162.32011,,
2004-07-21,Wednesday,162.25125,,
2004-07-22,Thursday,161.81598,,
2004-07-23,Friday,161.92318,,start
2004-07-24,Saturday,161.92318,imputed from 2534,
2004-07-25,Sunday,161.92318,imputed from 2535,
2004-07-26,Monday,162.13987,,
2004-07-27,Tuesday,162.45799,,
2004-07-28,Wednesday,162.49665,,
2004-07-29,Thursday,162.93357,,
2004-07-30,Friday,162.96246,,start
2004-07-31,Saturday,162.96246,imputed from 2541,
2004-08-01,Sunday,162.96246,imputed from 2542,
2004-08-02,Monday,162.88749,,
2004-08-03,Tuesday,163.22327,,
2004-08-04,Wednesday,162.84497,,
2004-08-05,Thursday,163.05928,,
2004-08-06,Friday,163.07965,,start
2004-08-07,Saturday,163.07965,imputed from 2548,
2004-08-08,Sunday,163.07965,imputed from 2549,
2004-08-09,Monday,163.34333,,
2004-08-10,Tuesday,163.67191,,
2004-08-11,Wednesday,163.56611,,
2004-08-12,Thursday,163.39884,,
2004-08-13,Friday,162.79605,,start
2004-08-14,Saturday,162.79605,imputed from 2555,
2004-08-15,Sunday,162.79605,imputed from 2556,
2004-08-16,Monday,162.92155,,
2004-08-17,Tuesday,163.19202,,
2004-08-18,Wednesday,163.08299,,
2004-08-19,Thursday,163.17504,,
2004-08-20,Friday,163.71409,,start
2004-08-21,Saturday,163.71409,imputed from 2562,
2004-08-22,Sunday,163.71409,imputed from 2563,
2004-08-23,Monday,163.692,,
2004-08-24,Tuesday,163.23855,,
2004-08-25,Wednesday,163.43931,,
2004-08-26,Thursday,163.63343,,
2004-08-27,Friday,163.90752,,start
2004-08-28,Saturday,163.90752,imputed from 2569,
2004-08-29,Sunday,163.90752,imputed from 2570,
2004-08-30,Monday,163.61319,,
2004-08-31,Tuesday,163.86157,,
2004-09-01,Wednesday,163.26694,,
2004-09-02,Thursday,162.94464,,
2004-09-03,Friday,162.24727,,start
2004-09-04,Saturday,162.24727,imputed from 2576,
2004-09-05,Sunday,162.24727,imputed from 2577,
2004-09-06,Monday,162.45183,,
2004-09-07,Tuesday,162.07231,,
2004-09-08,Wednesday,162.23211,,
2004-09-09,Thursday,162.78395,,
2004-09-10,Friday,163.09359,,start
2004-09-11,Saturday,163.09359,imputed from 2583,
2004-09-12,Sunday,163.09359,imputed from 2584,
2004-09-13,Monday,162.96028,,
2004-09-14,Tuesday,163.16412,,
2004-09-15,Wednesday,163.1494,,
2004-09-16,Thursday,163.25255,,
2004-09-17,Friday,163.66785,,start
2004-09-18,Saturday,163.66785,imputed from 2590,
2004-09-19,Sunday,163.66785,imputed from 2591,
2004-09-20,Monday,163.92982,,
2004-09-21,Tuesday,163.35416,,
2004-09-22,Wednesday,163.60999,,
2004-09-23,Thursday,163.91549,,
2004-09-24,Friday,163.993,,start
2004-09-25,Saturday,163.993,imputed from 2597,
2004-09-26,Sunday,163.993,imputed from 2598,
2004-09-27,Monday,164.07515,,
2004-09-28,Tuesday,164.27584,,
2004-09-29,Wednesday,164.4406,,
2004-09-30,Thursday,164.01243,,
2004-10-01,Friday,164.07677,,start
2004-10-02,Saturday,164.07677,imputed from 2604,
2004-10-03,Sunday,164.07677,imputed from 2605,
2004-10-04,Monday,164.47266,,
2004-10-05,Tuesday,164.60999,,
2004-10-06,Wednesday,164.63784,,
2004-10-07,Thursday,164.4532,,
2004-10-08,Friday,164.50527,,start
2004-10-09,Saturday,164.50527,imputed from 2611,
2004-10-10,Sunday,164.50527,imputed from 2612,
2004-10-11,Monday,164.31455,,
2004-10-12,Tuesday,164.31781,,
2004-10-13,Wednesday,164.07207,,
2004-10-14,Thursday,163.86161,,
2004-10-15,Friday,163.34094,,start
2004-10-16,Saturday,163.34094,imputed from 2618,
2004-10-17,Sunday,163.34094,imputed from 2619,
2004-10-18,Monday,163.49991,,
2004-10-19,Tuesday,163.52999,,
2004-10-20,Wednesday,163.45354,,
2004-10-21,Thursday,163.30855,,
2004-10-22,Friday,163.29269,,start
2004-10-23,Saturday,163.29269,imputed from 2625,
2004-10-24,Sunday,163.29269,imputed from 2626,
2004-10-25,Monday,162.94975,,
2004-10-26,Tuesday,162.94556,,
2004-10-27,Wednesday,162.93791,,
2004-10-28,Thursday,162.29899,,
2004-10-29,Friday,162.29767,,start
2004-10-30,Saturday,162.29767,imputed from 2632,
2004-10-31,Sunday,162.29767,imputed from 2633,
2004-11-01,Monday,162.87562,,
2004-11-02,Tuesday,162.98318,,
2004-11-03,Wednesday,162.71913,,
2004-11-04,Thursday,162.46479,,
2004-11-05,Friday,161.99593,,start
2004-11-06,Saturday,161.99593,imputed from 2639,
2004-11-07,Sunday,161.99593,imputed from 2640,
2004-11-08,Monday,162.03783,,
2004-11-09,Tuesday,162.2088,,
2004-11-10,Wednesday,161.80213,,
2004-11-11,Thursday,161.51108,,
2004-11-12,Friday,161.8094,,start
2004-11-13,Saturday,161.8094,imputed from 2646,
2004-11-14,Sunday,161.8094,imputed from 2647,
2004-11-15,Monday,162.16908,,
2004-11-16,Tuesday,162.10658,,
2004-11-17,Wednesday,161.27805,,
2004-11-18,Thursday,161.25208,,
2004-11-19,Friday,160.75396,,start
2004-11-20,Saturday,160.75396,imputed from 2653,
2004-11-21,Sunday,160.75396,imputed from 2654,
2004-11-22,Monday,161.19739,,
2004-11-23,Tuesday,161.14066,,
2004-11-24,Wednesday,160.67312,,
2004-11-25,Thursday,160.84289,,
2004-11-26,Friday,161.19678,,start
2004-11-27,Saturday,161.19678,imputed from 2660,
2004-11-28,Sunday,161.19678,imputed from 2661,
2004-11-29,Monday,161.1418,,
2004-11-30,Tuesday,161.02302,,
2004-12-01,Wednesday,162.09693,,
2004-12-02,Thursday,162.41737,,
2004-12-03,Friday,162.36373,,start
2004-12-04,Saturday,162.36373,imputed from 2667,
2004-12-05,Sunday,162.36373,imputed from 2668,
2004-12-06,Monday,162.71325,,
2004-12-07,Tuesday,162.82355,,
2004-12-08,Wednesday,163.26888,,
2004-12-09,Thursday,163.05847,,
2004-12-10,Friday,163.342,,start
2004-12-11,Saturday,163.342,imputed from 2674,
2004-12-12,Sunday,163.342,imputed from 2675,
2004-12-13,Monday,163.35308,,
2004-12-14,Tuesday,163.29771,,
2004-12-15,Wednesday,162.84711,,
2004-12-16,Thursday,163.16644,,
2004-12-17,Friday,163.46788,,start
2004-12-18,Saturday,163.46788,imputed from 2681,
2004-12-19,Sunday,163.46788,imputed from 2682,
2004-12-20,Monday,163.5135,,
2004-12-21,Tuesday,163.59314,,
2004-12-22,Wednesday,163.61171,,
2004-12-23,Thursday,163.96949,,
2004-12-24,Friday,163.96949,imputed from 2687,start
2004-12-25,Saturday,163.96949,imputed from 2688,
2004-12-26,Sunday,163.96949,imputed from 2689,
2004-12-27,Monday,164.15848,,
2004-12-28,Tuesday,163.54188,,
2004-12-29,Wednesday,163.53493,,
2004-12-30,Thursday,163.82498,,
2004-12-31,Friday,163.82498,imputed from 2694,start
2005-01-01,Saturday,163.82498,imputed from 2695,
2005-01-02,Sunday,163.82498,imputed from 2696,
2005-01-03,Monday,163.96444,,
2005-01-04,Tuesday,164.49944,,
2005-01-05,Wednesday,164.49118,,
2005-01-06,Thursday,164.20606,,
2005-01-07,Friday,164.34107,,start
2005-01-08,Saturday,164.34107,imputed from 2702,
2005-01-09,Sunday,164.34107,imputed from 2703,
2005-01-10,Monday,164.25005,,
2005-01-11,Tuesday,164.62126,,
2005-01-12,Wednesday,164.2763,,
2005-01-13,Thursday,164.60032,,
2005-01-14,Friday,164.5917,,start
2005-01-15,Saturday,164.5917,imputed from 2709,
2005-01-16,Sunday,164.5917,imputed from 2710,
2005-01-17,Monday,164.26665,,
2005-01-18,Tuesday,164.09763,,
2005-01-19,Wednesday,164.09921,,
2005-01-20,Thursday,163.7932,,
2005-01-21,Friday,164.41062,,start
2005-01-22,Saturday,164.41062,imputed from 2716,
2005-01-23,Sunday,164.41062,imputed from 2717,
2005-01-24,Monday,164.36493,,
2005-01-25,Tuesday,164.65631,,
2005-01-26,Wednesday,164.38624,,
2005-01-27,Thursday,164.08039,,
2005-01-28,Friday,164.51353,,start
2005-01-29,Saturday,164.51353,imputed from 2723,
2005-01-30,Sunday,164.51353,imputed from 2724,
2005-01-31,Monday,164.62992,,
2005-02-01,Tuesday,165.08946,,
2005-02-02,Wednesday,165.11655,,
2005-02-03,Thursday,165.55376,,
2005-02-04,Friday,165.6707,,start
2005-02-05,Saturday,165.6707,imputed from 2730,
2005-02-06,Sunday,165.6707,imputed from 2731,
2005-02-07,Monday,165.86626,,
2005-02-08,Tuesday,165.64834,,
2005-02-09,Wednesday,165.46553,,
2005-02-10,Thursday,165.19828,,
2005-02-11,Friday,165.48764,,start
2005-02-12,Saturday,165.48764,imputed from 2737,
2005-02-13,Sunday,165.48764,imputed from 2738,
2005-02-14,Monday,165.17954,,
2005-02-15,Tuesday,164.50397,,
2005-02-16,Wednesday,164.27815,,
2005-02-17,Thursday,164.22275,,
2005-02-18,Friday,163.93627,,start
2005-02-19,Saturday,163.93627,imputed from 2744,
2005-02-20,Sunday,163.93627,imputed from 2745,
2005-02-21,Monday,163.82187,,
2005-02-22,Tuesday,163.1265,,
2005-02-23,Wednesday,163.17704,,
2005-02-24,Thursday,163.72478,,
2005-02-25,Friday,163.61896,,start
2005-02-26,Saturday,163.61896,imputed from 2751,
2005-02-27,Sunday,163.61896,imputed from 2752,
2005-02-28,Monday,163.1658,,
2005-03-01,Tuesday,163.10756,,
2005-03-02,Wednesday,163.69572,,
2005-03-03,Thursday,164.31622,,
2005-03-04,Friday,164.24736,,start
2005-03-05,Saturday,164.24736,imputed from 2758,
2005-03-06,Sunday,164.24736,imputed from 2759,
2005-03-07,Monday,164.80094,,
2005-03-08,Tuesday,164.31947,,
2005-03-09,Wednesday,164.57154,,
2005-03-10,Thursday,164.22546,,
2005-03-11,Friday,164.31664,,start
2005-03-12,Saturday,164.31664,imputed from 2765,
2005-03-13,Sunday,164.31664,imputed from 2766,
2005-03-14,Monday,164.50124,,
2005-03-15,Tuesday,164.50373,,
2005-03-16,Wednesday,164.04925,,
2005-03-17,Thursday,164.02476,,
2005-03-18,Friday,164.29257,,start
2005-03-19,Saturday,164.29257,imputed from 2772,
2005-03-20,Sunday,164.29257,imputed from 2773,
2005-03-21,Monday,164.29942,,
2005-03-22,Tuesday,164.49149,,
2005-03-23,Wednesday,164.54127,,
2005-03-24,Thursday,164.48686,,
2005-03-25,Friday,164.48686,imputed from 2778,start
2005-03-26,Saturday,164.48686,imputed from 2779,
2005-03-27,Sunday,164.48686,imputed from 2780,
2005-03-28,Monday,164.48686,imputed from 2781,
2005-03-29,Tuesday,164.52947,,
2005-03-30,Wednesday,164.11181,,
2005-03-31,Thursday,164.47642,,
2005-04-01,Friday,164.82403,,start
2005-04-02,Saturday,164.82403,imputed from 2786,
2005-04-03,Sunday,164.82403,imputed from 2787,
2005-04-04,Monday,165.00574,,
2005-04-05,Tuesday,164.58654,,
2005-04-06,Wednesday,164.68402,,
2005-04-07,Thursday,164.75548,,
2005-04-08,Friday,164.48765,,start
2005-04-09,Saturday,164.48765,imputed from 2793,
2005-04-10,Sunday,164.48765,imputed from 2794,
2005-04-11,Monday,164.42539,,
2005-04-12,Tuesday,164.64333,,
2005-04-13,Wednesday,164.77221,,
2005-04-14,Thursday,165.32856,,
2005-04-15,Friday,165.16004,,start
2005-04-16,Saturday,165.16004,imputed from 2800,
2005-04-17,Sunday,165.16004,imputed from 2801,
2005-04-18,Monday,164.50873,,
2005-04-19,Tuesday,164.35122,,
2005-04-20,Wednesday,164.19506,,
2005-04-21,Thursday,164.36733,,
2005-04-22,Friday,164.5691,,start
2005-04-23,Saturday,164.5691,imputed from 2807,
2005-04-24,Sunday,164.5691,imputed from 2808,
2005-04-25,Monday,164.32591,,
2005-04-26,Tuesday,164.24702,,
2005-04-27,Wednesday,164.27062,,
2005-04-28,Thursday,164.0138,,
2005-04-29,Friday,163.93675,,start
2005-04-30,Saturday,163.93675,imputed from 2814,
2005-05-01,Sunday,163.93675,imputed from 2815,
2005-05-02,Monday,164.22937,,
2005-05-03,Tuesday,164.50219,,
2005-05-04,Wednesday,164.53246,,
2005-05-05,Thursday,164.98895,,
2005-05-06,Friday,164.83656,,start
2005-05-07,Saturday,164.83656,imputed from 2821,
2005-05-08,Sunday,164.83656,imputed from 2822,
2005-05-09,Monday,164.97776,,
2005-05-10,Tuesday,164.9381,,
2005-05-11,Wednesday,164.71278,,
2005-05-12,Thursday,164.80398,,
2005-05-13,Friday,164.8533,,start
2005-05-14,Saturday,164.8533,imputed from 2828,
2005-05-15,Sunday,164.8533,imputed from 2829,
2005-05-16,Monday,164.60901,,
2005-05-17,Tuesday,164.54715,,
2005-05-18,Wednesday,164.60171,,
2005-05-19,Thursday,164.66731,,
2005-05-20,Friday,165.06406,,start
2005-05-21,Saturday,165.06406,imputed from 2835,
2005-05-22,Sunday,165.06406,imputed from 2836,
2005-05-23,Monday,165.05625,,
2005-05-24,Tuesday,165.10128,,
2005-05-25,Wednesday,165.01029,,
2005-05-26,Thursday,165.23428,,
2005-05-27,Friday,165.31676,,start
2005-05-28,Saturday,165.31676,imputed from 2842,
2005-05-29,Sunday,165.31676,imputed from 2843,
2005-05-30,Monday,164.94138,,
2005-05-31,Tuesday,164.12589,,
2005-06-01,Wednesday,163.76041,,
2005-06-02,Thursday,164.15243,,
2005-06-03,Friday,163.85246,,start
2005-06-04,Saturday,163.85246,imputed from 2849,
2005-06-05,Sunday,163.85246,imputed from 2850,
2005-06-06,Monday,163.77976,,
2005-06-07,Tuesday,163.55321,,
2005-06-08,Wednesday,164.19846,,
2005-06-09,Thursday,163.79887,,
2005-06-10,Friday,164.37203,,start
2005-06-11,Saturday,164.37203,imputed from 2856,
2005-06-12,Sunday,164.37203,imputed from 2857,
2005-06-13,Monday,164.33515,,
2005-06-14,Tuesday,164.27447,,
2005-06-15,Wednesday,164.03032,,
2005-06-16,Thursday,164.16589,,
2005-06-17,Friday,164.84275,,start
2005-06-18,Saturday,164.84275,imputed from 2863,
2005-06-19,Sunday,164.84275,imputed from 2864,
2005-06-20,Monday,164.88296,,
2005-06-21,Tuesday,164.6921,,
2005-06-22,Wednesday,164.93538,,
2005-06-23,Thursday,164.71178,,
2005-06-24,Friday,164.74137,,start
2005-06-25,Saturday,164.74137,imputed from 2870,
2005-06-26,Sunday,164.74137,imputed from 2871,
2005-06-27,Monday,164.98768,,
2005-06-28,Tuesday,165.19217,,
2005-06-29,Wednesday,165.38636,,
2005-06-30,Thursday,165.99921,,
2005-07-01,Friday,165.63882,,start
2005-07-02,Saturday,165.63882,imputed from 2877,
2005-07-03,Sunday,165.63882,imputed from 2878,
2005-07-04,Monday,165.66711,,
2005-07-05,Tuesday,165.66103,,
2005-07-06,Wednesday,165.74185,,
2005-07-07,Thursday,165.40801,,
2005-07-08,Friday,165.86921,,start
2005-07-09,Saturday,165.86921,imputed from 2884,
2005-07-10,Sunday,165.86921,imputed from 2885,
2005-07-11,Monday,165.79599,,
2005-07-12,Tuesday,165.89471,,
2005-07-13,Wednesday,166.22905,,
2005-07-14,Thursday,166.19428,,
2005-07-15,Friday,166.22893,,start
2005-07-16,Saturday,166.22893,imputed from 2891,
2005-07-17,Sunday,166.22893,imputed from 2892,
2005-07-18,Monday,166.28596,,
2005-07-19,Tuesday,166.64228,,
2005-07-20,Wednesday,166.57,,
2005-07-21,Thursday,166.31597,,
2005-07-22,Friday,166.77478,,start
2005-07-23,Saturday,166.77478,imputed from 2898,
2005-07-24,Sunday,166.77478,imputed from 2899,
2005-07-25,Monday,166.60616,,
2005-07-26,Tuesday,166.43881,,
2005-07-27,Wednesday,166.71067,,
2005-07-28,Thursday,166.21122,,
2005-07-29,Friday,166.36731,,start
2005-07-30,Saturday,166.36731,imputed from 2905,
2005-07-31,Sunday,166.36731,imputed from 2906,
2005-08-01,Monday,165.8989,,
2005-08-02,Tuesday,165.63581,,
2005-08-03,Wednesday,165.58067,,
