date,weekday,UB1_Comdty_PX-LAST,UB1_Comdty_CURRENCY-EUR,UB1_Comdty_PX-LAST-CHF,imputed,UB1_Comdty_start
2004-04-11,Sunday,,,134.92696049999998,imputed from 1926,
2004-04-12,Monday,,1.5486,134.92696049999998,imputed from 1927,
2004-04-13,Tuesday,86.22,1.5523,133.839306,,
2004-04-14,Wednesday,86.07,1.5525,133.623675,,
2004-04-15,Thursday,86.34,1.5519,133.991046,,
2004-04-16,Friday,86.9,1.55275,134.933975,,start
2004-04-17,Saturday,,,134.933975,imputed from 1932,
2004-04-18,Sunday,,,134.933975,imputed from 1933,
2004-04-19,Monday,86.8,1.54995,134.53565999999998,,
2004-04-20,Tuesday,86.45,1.5565,134.559425,,
2004-04-21,Wednesday,86.32,1.55495,134.223284,,
2004-04-22,Thursday,86.29,1.55755,134.4009895,,
2004-04-23,Friday,86.15,1.55745,134.1743175,,start
2004-04-24,Saturday,,,134.1743175,imputed from 1939,
2004-04-25,Sunday,,,134.1743175,imputed from 1940,
2004-04-26,Monday,86.27,1.55095,133.8004565,,
2004-04-27,Tuesday,86.34,1.5488,133.723392,,
2004-04-28,Wednesday,86.19,1.54715,133.3488585,,
2004-04-29,Thursday,86.11,1.54645,133.16480950000002,,
2004-04-30,Friday,86.28,1.5516,133.872048,,start
2004-05-01,Saturday,,,133.872048,imputed from 1946,
2004-05-02,Sunday,,,133.872048,imputed from 1947,
2004-05-03,Monday,86.64,1.5534,134.58657599999998,,
2004-05-04,Tuesday,86.43,1.5503,133.99242900000002,,
2004-05-05,Wednesday,86.23,1.5511,133.751353,,
2004-05-06,Thursday,85.65,1.551,132.84315,,
2004-05-07,Friday,84.93,1.54655,131.34849150000002,,start
2004-05-08,Saturday,,,131.34849150000002,imputed from 1953,
2004-05-09,Sunday,,,131.34849150000002,imputed from 1954,
2004-05-10,Monday,85.19,1.5385,131.06481499999998,,
2004-05-11,Tuesday,85.1,1.5387,130.94337,,
2004-05-12,Wednesday,84.72,1.54035,130.49845200000001,,
2004-05-13,Thursday,84.54,1.5388,130.09015200000002,,
2004-05-14,Friday,85.11,1.53985,131.0566335,,start
2004-05-15,Saturday,,,131.0566335,imputed from 1960,
2004-05-16,Sunday,,,131.0566335,imputed from 1961,
2004-05-17,Monday,85.42,1.53395,131.030009,,
2004-05-18,Tuesday,85.15,1.53375,130.5988125,,
2004-05-19,Wednesday,84.58,1.5341,129.754178,,
2004-05-20,Thursday,84.83,1.53755,130.4303665,,
2004-05-21,Friday,84.86,1.53685,130.417091,,start
2004-05-22,Saturday,,,130.417091,imputed from 1967,
2004-05-23,Sunday,,,130.417091,imputed from 1968,
2004-05-24,Monday,84.83,1.53495,130.2098085,,
2004-05-25,Tuesday,85.05,1.54005,130.98125249999998,,
2004-05-26,Wednesday,85.4,1.53985,131.50319000000002,,
2004-05-27,Thursday,85.74,1.52735,130.95498899999998,,
2004-05-28,Friday,85.27,1.5299,130.454573,,start
2004-05-29,Saturday,,,130.454573,imputed from 1974,
2004-05-30,Sunday,,,130.454573,imputed from 1975,
2004-05-31,Monday,84.78,1.5282,129.560796,,
2004-06-01,Tuesday,84.92,1.52645,129.626134,,
2004-06-02,Wednesday,84.77,1.527,129.44378999999998,,
2004-06-03,Thursday,,1.5283,129.44378999999998,imputed from 1979,
2004-06-04,Friday,84.9,1.5224,129.25176000000002,,start
2004-06-05,Saturday,,,129.25176000000002,imputed from 1981,
2004-06-06,Sunday,,,129.25176000000002,imputed from 1982,
2004-06-07,Monday,,1.524,129.25176000000002,imputed from 1983,
2004-06-08,Tuesday,,1.5187,129.25176000000002,imputed from 1984,
2004-06-09,Wednesday,84.47,1.51145,127.6721815,,
2004-06-10,Thursday,84.66,1.50755,127.62918299999998,,
2004-06-11,Friday,84.51,1.5124,127.81292400000001,,start
2004-06-12,Saturday,,,127.81292400000001,imputed from 1988,
2004-06-13,Sunday,,,127.81292400000001,imputed from 1989,
2004-06-14,Monday,84.73,1.51485,128.3532405,,
2004-06-15,Tuesday,85.84,1.5196,130.442464,,
2004-06-16,Wednesday,85.25,1.52095,129.6609875,,
2004-06-17,Thursday,85.25,1.5094,128.67635,,
2004-06-18,Friday,85.56,1.51065,129.251214,,start
2004-06-19,Saturday,,,129.251214,imputed from 1995,
2004-06-20,Sunday,,,129.251214,imputed from 1996,
2004-06-21,Monday,85.73,1.5097,129.426581,,
2004-06-22,Tuesday,85.29,1.51315,129.0565635,,
2004-06-23,Wednesday,85.21,1.51575,129.15705749999998,,
2004-06-24,Thursday,85.81,1.51495,129.9978595,,
2004-06-25,Friday,85.59,1.51865,129.9812535,,start
2004-06-26,Saturday,,,129.9812535,imputed from 2002,
2004-06-27,Sunday,,,129.9812535,imputed from 2003,
2004-06-28,Monday,85.11,1.5221,129.545931,,
2004-06-29,Tuesday,85.3,1.52965,130.479145,,
2004-06-30,Wednesday,85.88,1.5231,130.80382799999998,,
2004-07-01,Thursday,85.82,1.51915,130.37345299999998,,
2004-07-02,Friday,86.33,1.51885,131.1223205,,start
2004-07-03,Saturday,,,131.1223205,imputed from 2009,
2004-07-04,Sunday,,,131.1223205,imputed from 2010,
2004-07-05,Monday,86.33,1.5191,131.143903,,
2004-07-06,Tuesday,86.27,1.5195,131.087265,,
2004-07-07,Wednesday,86.48,1.5181,131.285288,,
2004-07-08,Thursday,86.54,1.5181,131.376374,,
2004-07-09,Friday,86.53,1.5181,131.36119300000001,,start
2004-07-10,Saturday,,,131.36119300000001,imputed from 2016,
2004-07-11,Sunday,,,131.36119300000001,imputed from 2017,
2004-07-12,Monday,86.73,1.5198,131.812254,,
2004-07-13,Tuesday,86.2,1.52375,131.34725,,
