date,weekday,WB1_Comdty_PX-LAST,WB1_Comdty_CURRENCY-GBP,WB1_Comdty_PX-LAST-CHF,imputed,WB1_Comdty_start
2010-03-11,Thursday,107.14,1.6091,172.398974,,
2010-03-12,Friday,107.16,1.6084,172.356144,,start
2010-03-13,Saturday,,,172.356144,imputed from 109,
2010-03-14,Sunday,,,172.356144,imputed from 110,
2010-03-15,Monday,107.19,1.5989,171.386091,,
2010-03-16,Tuesday,107.21,1.6077,172.361517,,
2010-03-17,Wednesday,107.2,1.6154,173.17088,,
2010-03-18,Thursday,107.14,1.6127,172.784678,,
2010-03-19,Friday,107.14,1.5936,170.738304,,start
2010-03-20,Saturday,,,170.738304,imputed from 116,
2010-03-21,Sunday,,,170.738304,imputed from 117,
2010-03-22,Monday,107.21,1.5978,171.300138,,
2010-03-23,Tuesday,107.27,1.5911,170.67729699999998,,
2010-03-24,Wednesday,107.25,1.595,171.06375,,
2010-03-25,Thursday,107.26,1.5913,170.682838,,
2010-03-26,Friday,107.26,1.5868,170.20016800000002,,start
2010-03-27,Saturday,,,170.20016800000002,imputed from 123,
2010-03-28,Sunday,,,170.20016800000002,imputed from 124,
2010-03-29,Monday,107.31,1.5922,170.858982,,
2010-03-30,Tuesday,107.31,1.6072,172.468632,,
2010-03-31,Wednesday,107.34,1.6003,171.776202,,
2010-04-01,Thursday,107.36,1.6119,173.053584,,
2010-04-02,Friday,107.36,1.6135,173.22536,imputed from 129,start
2010-04-03,Saturday,,,173.22536,imputed from 130,
2010-04-04,Sunday,,,173.22536,imputed from 131,
2010-04-05,Monday,,1.6247,173.22536,imputed from 132,
2010-04-06,Tuesday,107.3,1.6318,175.09214,,
2010-04-07,Wednesday,107.32,1.6368,175.661376,,
2010-04-08,Thursday,107.41,1.6394,176.087954,,
2010-04-09,Friday,107.36,1.6382,175.87715200000002,,start
2010-04-10,Saturday,,,175.87715200000002,imputed from 137,
2010-04-11,Sunday,,,175.87715200000002,imputed from 138,
2010-04-12,Monday,107.33,1.6279,174.72250699999998,,
2010-04-13,Tuesday,107.38,1.6207,174.030766,,
2010-04-14,Wednesday,107.39,1.6269,174.712791,,
2010-04-15,Thursday,107.38,1.6369,175.770322,,
2010-04-16,Friday,107.48,1.6305,175.24614000000003,,start
2010-04-17,Saturday,,,175.24614000000003,imputed from 144,
2010-04-18,Sunday,,,175.24614000000003,imputed from 145,
2010-04-19,Monday,107.43,1.6305,175.16461500000003,,
2010-04-20,Tuesday,107.39,1.6412,176.248468,,
2010-04-21,Wednesday,107.33,1.6496,177.051568,,
2010-04-22,Thursday,107.27,1.6579,177.842933,,
2010-04-23,Friday,107.16,1.6493,176.738988,,start
2010-04-24,Saturday,,,176.738988,imputed from 151,
2010-04-25,Sunday,,,176.738988,imputed from 152,
2010-04-26,Monday,107.21,1.6585,177.807785,,
2010-04-27,Tuesday,107.25,1.6606,178.09935000000002,,
2010-04-28,Wednesday,107.3,1.6495,176.99134999999998,,
2010-04-29,Thursday,107.29,1.6604,178.14431600000003,,
2010-04-30,Friday,107.44,1.6455,176.79252,,start
2010-05-01,Saturday,,,176.79252,imputed from 158,
2010-05-02,Sunday,,,176.79252,imputed from 159,
2010-05-03,Monday,107.44,1.6555,177.86692,,
2010-05-04,Tuesday,107.52,1.6702,179.57990399999997,,
2010-05-05,Wednesday,107.57,1.6885,181.63194499999997,,
2010-05-06,Thursday,107.53,1.6525,177.69332500000002,,
2010-05-07,Friday,107.46,1.6404,176.277384,,start
2010-05-08,Saturday,,,176.277384,imputed from 165,
2010-05-09,Sunday,,,176.277384,imputed from 166,
2010-05-10,Monday,107.42,1.6479,177.017418,,
2010-05-11,Tuesday,107.45,1.6627,178.657115,,
2010-05-12,Wednesday,107.56,1.6476,177.215856,,
2010-05-13,Thursday,107.62,1.6332,175.764984,,
2010-05-14,Friday,107.7,1.6478,177.46806,,start
2010-05-15,Saturday,,,177.46806,imputed from 172,
2010-05-16,Sunday,,,177.46806,imputed from 173,
2010-05-17,Monday,107.72,1.6374,176.380728,,
2010-05-18,Tuesday,107.65,1.6452,177.10578,,
2010-05-19,Wednesday,107.71,1.6617,178.98170699999997,,
2010-05-20,Thursday,107.77,1.6529,178.13303299999998,,
2010-05-21,Friday,107.78,1.6618,179.108804,,start
2010-05-22,Saturday,,,179.108804,imputed from 179,
2010-05-23,Sunday,,,179.108804,imputed from 180,
2010-05-24,Monday,107.68,1.6719,180.030192,,
2010-05-25,Tuesday,107.79,1.6672,179.707488,,
2010-05-26,Wednesday,107.25,1.6698,179.08605,,
2010-05-27,Thursday,107.28,1.6785,180.06948000000003,,
2010-05-28,Friday,107.25,1.6758,179.72955,,start
2010-05-29,Saturday,,,179.72955,imputed from 186,
2010-05-30,Sunday,,,179.72955,imputed from 187,
2010-05-31,Monday,107.25,1.6787,180.04057500000002,,
2010-06-01,Tuesday,107.21,1.695,181.72095,,
2010-06-02,Wednesday,107.28,1.6921,181.52848799999998,,
2010-06-03,Thursday,107.24,1.6901,181.246324,,
2010-06-04,Friday,107.33,1.6801,180.325133,,start
2010-06-05,Saturday,,,180.325133,imputed from 193,
2010-06-06,Sunday,,,180.325133,imputed from 194,
2010-06-07,Monday,107.4,1.6827,180.72198000000003,,
2010-06-08,Tuesday,107.47,1.6677,179.227719,,
2010-06-09,Wednesday,107.4,1.6684,179.18616000000003,,
2010-06-10,Thursday,107.29,1.6803,180.279387,,
2010-06-11,Friday,107.38,1.6723,179.57157399999997,,start
2010-06-12,Saturday,,,179.57157399999997,imputed from 200,
2010-06-13,Sunday,,,179.57157399999997,imputed from 201,
2010-06-14,Monday,107.25,1.6836,180.5661,,
2010-06-15,Tuesday,107.33,1.6775,180.046075,,
2010-06-16,Wednesday,107.33,1.6661,178.822513,,
2010-06-17,Thursday,107.34,1.6484,176.93925600000003,,
2010-06-18,Friday,107.3,1.6432,176.31536,,start
2010-06-19,Saturday,,,176.31536,imputed from 207,
2010-06-20,Sunday,,,176.31536,imputed from 208,
2010-06-21,Monday,107.33,1.6413,176.160729,,
2010-06-22,Tuesday,107.49,1.6405,176.337345,,
2010-06-23,Wednesday,107.5,1.653,177.6975,,
2010-06-24,Thursday,107.58,1.6474,177.227292,,
2010-06-25,Friday,107.56,1.6456,177.000736,,start
2010-06-26,Saturday,,,177.000736,imputed from 214,
2010-06-27,Sunday,,,177.000736,imputed from 215,
2010-06-28,Monday,107.53,1.6417,176.532001,,
2010-06-29,Tuesday,107.53,1.6301,175.28465300000002,,
2010-06-30,Wednesday,107.55,1.6102,173.17701,,
2010-07-01,Thursday,107.54,1.6074,172.85979600000002,,
2010-07-02,Friday,107.48,1.6155,173.63394,,start
2010-07-03,Saturday,,,173.63394,imputed from 221,
2010-07-04,Sunday,,,173.63394,imputed from 222,
2010-07-05,Monday,107.57,1.6113,173.327541,,
2010-07-06,Tuesday,107.56,1.6046,172.590776,,
2010-07-07,Wednesday,107.55,1.5975,171.81112499999998,,
2010-07-08,Thursday,107.52,1.5914,171.107328,,
2010-07-09,Friday,107.59,1.5935,171.444665,,start
2010-07-10,Saturday,,,171.444665,imputed from 228,
2010-07-11,Sunday,,,171.444665,imputed from 229,
2010-07-12,Monday,107.6,1.594,171.5144,,
2010-07-13,Tuesday,107.55,1.6007,172.155285,,
2010-07-14,Wednesday,107.5,1.607,172.7525,,
2010-07-15,Thursday,107.5,1.6094,173.0105,,
2010-07-16,Friday,107.53,1.6081,172.918993,,start
2010-07-17,Saturday,,,172.918993,imputed from 235,
2010-07-18,Sunday,,,172.918993,imputed from 236,
2010-07-19,Monday,107.54,1.6068,172.795272,,
2010-07-20,Tuesday,107.5,1.6068,172.731,,
2010-07-21,Wednesday,107.52,1.5943,171.419136,,
2010-07-22,Thursday,107.48,1.5914,171.043672,,
2010-07-23,Friday,107.38,1.627,174.70726,,start
2010-07-24,Saturday,,,174.70726,imputed from 242,
2010-07-25,Sunday,,,174.70726,imputed from 243,
2010-07-26,Monday,107.31,1.6244,174.314364,,
2010-07-27,Tuesday,107.26,1.6538,177.386588,,
2010-07-28,Wednesday,107.34,1.6483,176.92852200000002,,
2010-07-29,Thursday,107.43,1.625,174.57375000000002,,
2010-07-30,Friday,107.55,1.6337,175.704435,,start
2010-07-31,Saturday,,,175.704435,imputed from 249,
2010-08-01,Sunday,,,175.704435,imputed from 250,
2010-08-02,Monday,107.5,1.6505,177.42875,,
2010-08-03,Tuesday,107.54,1.6577,178.269058,,
2010-08-04,Wednesday,107.49,1.6728,179.809272,,
2010-08-05,Thursday,107.5,1.6631,178.78325,,
2010-08-06,Friday,107.54,1.6563,178.11850200000003,,start
2010-08-07,Saturday,,,178.11850200000003,imputed from 256,
2010-08-08,Sunday,,,178.11850200000003,imputed from 257,
2010-08-09,Monday,107.53,1.6676,179.317028,,
2010-08-10,Tuesday,107.55,1.6623,178.78036500000002,,
2010-08-11,Wednesday,107.65,1.66,178.699,,
2010-08-12,Thursday,107.67,1.6358,176.126586,,
2010-08-13,Friday,107.59,1.6386,176.296974,,start
2010-08-14,Saturday,,,176.296974,imputed from 263,
2010-08-15,Sunday,,,176.296974,imputed from 264,
2010-08-16,Monday,107.7,1.6282,175.35714000000002,,
2010-08-17,Tuesday,107.67,1.6262,175.09295400000002,,
2010-08-18,Wednesday,107.68,1.6258,175.066144,,
2010-08-19,Thursday,107.74,1.6104,173.504496,,
2010-08-20,Friday,107.76,1.6062,173.084112,,start
2010-08-21,Saturday,,,173.084112,imputed from 270,
2010-08-22,Sunday,,,173.084112,imputed from 271,
2010-08-23,Monday,107.76,1.6145,173.97852,,
2010-08-24,Tuesday,107.85,1.5912,171.61092,,
2010-08-25,Wednesday,107.76,1.5931,171.672456,,
2010-08-26,Thursday,107.54,1.5902,171.010108,,
2010-08-27,Friday,107.53,1.5964,171.66089200000002,,start
2010-08-28,Saturday,,,171.66089200000002,imputed from 277,
2010-08-29,Sunday,,,171.66089200000002,imputed from 278,
2010-08-30,Monday,107.53,1.5863,170.574839,,
2010-08-31,Tuesday,107.56,1.558,167.57848,,
2010-09-01,Wednesday,107.51,1.57,168.79070000000002,,
2010-09-02,Thursday,107.48,1.5595,167.61506000000003,,
2010-09-03,Friday,107.46,1.5702,168.733692,,start
2010-09-04,Saturday,,,168.733692,imputed from 284,
2010-09-05,Sunday,,,168.733692,imputed from 285,
2010-09-06,Monday,107.5,1.5583,167.51725,,
2010-09-07,Tuesday,107.58,1.5533,167.10401399999998,,
2010-09-08,Wednesday,107.54,1.5647,168.267838,,
2010-09-09,Thursday,107.52,1.5662,168.39782399999999,,
2010-09-10,Friday,107.41,1.5661,168.214801,,start
2010-09-11,Saturday,,,168.214801,imputed from 291,
2010-09-12,Sunday,,,168.214801,imputed from 292,
2010-09-13,Monday,107.44,1.5543,166.993992,,
2010-09-14,Tuesday,107.54,1.548,166.47192,,
2010-09-15,Wednesday,107.51,1.5675,168.521925,,
2010-09-16,Thursday,107.43,1.587,170.49141,,
2010-09-17,Friday,107.45,1.5784,169.59908000000001,,start
2010-09-18,Saturday,,,169.59908000000001,imputed from 298,
2010-09-19,Sunday,,,169.59908000000001,imputed from 299,
2010-09-20,Monday,107.39,1.5622,167.764658,,
2010-09-21,Tuesday,107.46,1.5565,167.26148999999998,,
2010-09-22,Wednesday,107.57,1.5448,166.17413599999998,,
2010-09-23,Thursday,107.61,1.5457,166.332777,,
2010-09-24,Friday,107.52,1.5561,167.311872,,start
2010-09-25,Saturday,,,167.311872,imputed from 305,
2010-09-26,Sunday,,,167.311872,imputed from 306,
2010-09-27,Monday,107.56,1.5596,167.75057600000002,,
2010-09-28,Tuesday,107.59,1.5419,165.893021,,
2010-09-29,Wednesday,107.62,1.5425,166.00385,,
2010-09-30,Thursday,107.58,1.5442,166.125036,,
2010-10-01,Friday,107.57,1.5398,165.63628599999998,,start
2010-10-02,Saturday,,,165.63628599999998,imputed from 312,
2010-10-03,Sunday,,,165.63628599999998,imputed from 313,
2010-10-04,Monday,107.63,1.5378,165.513414,,
2010-10-05,Tuesday,107.6,1.5353,165.19828,,
2010-10-06,Wednesday,107.66,1.528,164.50448,,
2010-10-07,Thursday,107.62,1.5342,165.110604,,
2010-10-08,Friday,107.65,1.5368,165.43652,,start
2010-10-09,Saturday,,,165.43652,imputed from 319,
2010-10-10,Sunday,,,165.43652,imputed from 320,
2010-10-11,Monday,107.64,1.5325,164.9583,,
2010-10-12,Tuesday,107.64,1.5126,162.816264,,
2010-10-13,Wednesday,107.65,1.5237,164.026305,,
2010-10-14,Thursday,107.65,1.5257,164.24160500000002,,
2010-10-15,Friday,107.61,1.5334,165.009174,,start
2010-10-16,Saturday,,,165.009174,imputed from 326,
2010-10-17,Sunday,,,165.009174,imputed from 327,
2010-10-18,Monday,107.61,1.5232,163.911552,,
2010-10-19,Tuesday,107.65,1.5263,164.306195,,
2010-10-20,Wednesday,107.69,1.5244,164.162636,,
2010-10-21,Thursday,107.72,1.5199,163.723628,,
2010-10-22,Friday,107.65,1.5329,165.016685,,start
2010-10-23,Saturday,,,165.016685,imputed from 333,
2010-10-24,Sunday,,,165.016685,imputed from 334,
2010-10-25,Monday,107.65,1.5267,164.349255,,
2010-10-26,Tuesday,107.51,1.5598,167.69409800000003,,
2010-10-27,Wednesday,107.52,1.5617,167.913984,,
2010-10-28,Thursday,107.5,1.568,168.56,,
2010-10-29,Friday,107.56,1.5757,169.482292,,start
2010-10-30,Saturday,,,169.482292,imputed from 340,
2010-10-31,Sunday,,,169.482292,imputed from 341,
2010-11-01,Monday,107.58,1.5904,171.095232,,
2010-11-02,Tuesday,107.58,1.5713,169.04045399999998,,
2010-11-03,Wednesday,107.6,1.5611,167.97436,,
2010-11-04,Thursday,107.65,1.5593,167.858645,,
2010-11-05,Friday,107.62,1.556,167.45672000000002,,start
2010-11-06,Saturday,,,167.45672000000002,imputed from 347,
2010-11-07,Sunday,,,167.45672000000002,imputed from 348,
2010-11-08,Monday,107.58,1.5592,167.738736,,
2010-11-09,Tuesday,107.54,1.5477,166.439658,,
2010-11-10,Wednesday,107.43,1.5651,168.13869300000002,,
2010-11-11,Thursday,107.41,1.5722,168.870002,,
2010-11-12,Friday,107.41,1.5806,169.772246,,start
2010-11-13,Saturday,,,169.772246,imputed from 354,
2010-11-14,Sunday,,,169.772246,imputed from 355,
2010-11-15,Monday,107.38,1.5805,169.71409,,
2010-11-16,Tuesday,107.41,1.5821,169.933361,,
2010-11-17,Wednesday,107.44,1.577,169.43287999999998,,
2010-11-18,Thursday,107.38,1.5973,171.51807399999998,,
2010-11-19,Friday,107.42,1.5857,170.33589400000002,,start
2010-11-20,Saturday,,,170.33589400000002,imputed from 361,
2010-11-21,Sunday,,,170.33589400000002,imputed from 362,
2010-11-22,Monday,107.5,1.5791,169.75325,,
2010-11-23,Tuesday,107.6,1.5735,169.30859999999998,,
2010-11-24,Wednesday,107.54,1.5709,168.934586,,
2010-11-25,Thursday,107.49,1.577,169.51173,,
2010-11-26,Friday,107.52,1.5628,168.032256,,start
2010-11-27,Saturday,,,168.032256,imputed from 368,
2010-11-28,Sunday,,,168.032256,imputed from 369,
2010-11-29,Monday,109.6,1.5574,170.69104,,
2010-11-30,Tuesday,109.82,1.5616,171.494912,,
2010-12-01,Wednesday,109.66,1.566,171.72756,,
2010-12-02,Thursday,109.58,1.5488,169.717504,,
2010-12-03,Friday,109.6,1.5357,168.31271999999998,,start
2010-12-04,Saturday,,,168.31271999999998,imputed from 375,
2010-12-05,Sunday,,,168.31271999999998,imputed from 376,
2010-12-06,Monday,109.64,1.5428,169.152592,,
2010-12-07,Tuesday,109.54,1.5563,170.477102,,
2010-12-08,Wednesday,109.34,1.5584,170.395456,,
2010-12-09,Thursday,109.42,1.5509,169.699478,,
2010-12-10,Friday,109.36,1.5501,169.518936,,start
2010-12-11,Saturday,,,169.518936,imputed from 382,
2010-12-12,Sunday,,,169.518936,imputed from 383,
2010-12-13,Monday,109.25,1.5354,167.74245000000002,,
2010-12-14,Tuesday,109.13,1.5138,165.200994,,
2010-12-15,Wednesday,109.11,1.505,164.21054999999998,,
2010-12-16,Thursday,109.04,1.5076,164.38870400000002,,
2010-12-17,Friday,109.15,1.5046,164.22709,,start
2010-12-18,Saturday,,,164.22709,imputed from 389,
2010-12-19,Sunday,,,164.22709,imputed from 390,
2010-12-20,Monday,109.24,1.4969,163.52135599999997,,
2010-12-21,Tuesday,109.19,1.4822,161.841418,,
2010-12-22,Wednesday,109.15,1.4648,159.88292,,
2010-12-23,Thursday,109.15,1.4792,161.45468000000002,,
2010-12-24,Friday,109.13,1.4863,162.199919,,start
2010-12-25,Saturday,,,162.199919,imputed from 396,
2010-12-26,Sunday,,,162.199919,imputed from 397,
2010-12-27,Monday,109.13,1.4805,161.56696499999998,,
2010-12-28,Tuesday,109.13,1.464,159.76631999999998,,
2010-12-29,Wednesday,109.08,1.4656,159.867648,,
2010-12-30,Thursday,109.25,1.4426,157.60405,,
2010-12-31,Friday,109.25,1.4597,159.472225,,start
2011-01-01,Saturday,,,159.472225,imputed from 403,
2011-01-02,Sunday,,,159.472225,imputed from 404,
2011-01-03,Monday,109.25,1.4457,157.942725,,
2011-01-04,Tuesday,109.32,1.4785,161.62962,,
2011-01-05,Wednesday,109.19,1.4984,163.610296,,
2011-01-06,Thursday,109.23,1.4939,163.178697,,
2011-01-07,Friday,109.17,1.5039,164.180763,,start
2011-01-08,Saturday,,,164.180763,imputed from 410,
2011-01-09,Sunday,,,164.180763,imputed from 411,
2011-01-10,Monday,109.09,1.5069,164.387721,,
2011-01-11,Tuesday,109.01,1.5186,165.542586,,
2011-01-12,Wednesday,108.85,1.5238,165.86563,,
2011-01-13,Thursday,108.94,1.5264,166.286016,,
2011-01-14,Friday,108.92,1.529,166.53868,,start
2011-01-15,Saturday,,,166.53868,imputed from 417,
2011-01-16,Sunday,,,166.53868,imputed from 418,
2011-01-17,Monday,108.92,1.5326,166.930792,,
2011-01-18,Tuesday,108.85,1.5378,167.38953,,
2011-01-19,Wednesday,109.0,1.5275,166.4975,,
2011-01-20,Thursday,108.9,1.5379,167.47731000000002,,
2011-01-21,Friday,108.92,1.5334,167.017928,,start
2011-01-22,Saturday,,,167.017928,imputed from 424,
2011-01-23,Sunday,,,167.017928,imputed from 425,
2011-01-24,Monday,108.99,1.5176,165.403224,,
2011-01-25,Tuesday,109.28,1.4904,162.870912,,
2011-01-26,Wednesday,109.12,1.5003,163.712736,,
2011-01-27,Thursday,109.07,1.5059,164.248513,,
2011-01-28,Friday,109.12,1.4941,163.036192,,start
2011-01-29,Saturday,,,163.036192,imputed from 431,
2011-01-30,Sunday,,,163.036192,imputed from 432,
2011-01-31,Monday,109.05,1.5117,164.850885,,
2011-02-01,Tuesday,108.84,1.5098,164.32663200000002,,
2011-02-02,Wednesday,108.64,1.5221,165.360944,,
2011-02-03,Thursday,108.74,1.5257,165.904618,,
2011-02-04,Friday,108.56,1.5388,167.052128,,start
2011-02-05,Saturday,,,167.052128,imputed from 438,
2011-02-06,Sunday,,,167.052128,imputed from 439,
2011-02-07,Monday,108.52,1.5394,167.055688,,
2011-02-08,Tuesday,108.56,1.5479,168.04002400000002,,
2011-02-09,Wednesday,108.53,1.5423,167.385819,,
2011-02-10,Thursday,108.54,1.56,169.32240000000002,,
2011-02-11,Friday,108.58,1.5578,169.145924,,start
2011-02-12,Saturday,,,169.145924,imputed from 445,
2011-02-13,Sunday,,,169.145924,imputed from 446,
2011-02-14,Monday,108.61,1.5558,168.975438,,
2011-02-15,Tuesday,108.53,1.5596,169.26338800000002,,
2011-02-16,Wednesday,108.65,1.544,167.75560000000002,,
2011-02-17,Thursday,108.72,1.536,166.99392,,
2011-02-18,Friday,108.58,1.535,166.6703,,start
2011-02-19,Saturday,,,166.6703,imputed from 452,
2011-02-20,Sunday,,,166.6703,imputed from 453,
2011-02-21,Monday,108.65,1.5364,166.92986000000002,,
2011-02-22,Tuesday,108.64,1.515,164.5896,,
2011-02-23,Wednesday,108.59,1.5126,164.253234,,
2011-02-24,Thursday,107.35,1.495,160.48825,,
2011-02-25,Friday,107.52,1.4961,160.860672,,start
2011-02-26,Saturday,,,160.860672,imputed from 459,
2011-02-27,Sunday,,,160.860672,imputed from 460,
2011-02-28,Monday,107.56,1.5102,162.437112,,
2011-03-01,Tuesday,107.55,1.5103,162.432765,,
2011-03-02,Wednesday,107.56,1.5077,162.168212,,
2011-03-03,Thursday,107.46,1.5164,162.95234399999998,,
2011-03-04,Friday,107.58,1.5041,161.811078,,start
2011-03-05,Saturday,,,161.811078,imputed from 466,
2011-03-06,Sunday,,,161.811078,imputed from 467,
2011-03-07,Monday,107.62,1.5013,161.569906,,
2011-03-08,Tuesday,107.55,1.5113,162.540315,,
2011-03-09,Wednesday,107.58,1.5062,162.036996,,
2011-03-10,Thursday,107.7,1.4969,161.21613,,
2011-03-11,Friday,107.82,1.4953,161.223246,,start
2011-03-12,Saturday,,,161.223246,imputed from 473,
2011-03-13,Sunday,,,161.223246,imputed from 474,
2011-03-14,Monday,107.88,1.4951,161.291388,,
2011-03-15,Tuesday,107.98,1.4737,159.13012600000002,,
2011-03-16,Wednesday,108.08,1.4553,157.288824,,
2011-03-17,Thursday,107.9,1.4499,156.44421,,
2011-03-18,Friday,107.94,1.4626,157.873044,,start
2011-03-19,Saturday,,,157.873044,imputed from 480,
2011-03-20,Sunday,,,157.873044,imputed from 481,
2011-03-21,Monday,107.93,1.4756,159.26150800000002,,
