date,weekday,XP1_Index_PX-LAST-CHF,imputed,XP1_Index_start
2000-05-02,Tuesday,,,excluded
2000-05-03,Wednesday,,,excluded
2000-05-04,Thursday,,,excluded
2000-05-05,Friday,3217.3896,,start
2000-05-06,Saturday,3217.3896,imputed from 3,
2000-05-07,Sunday,3217.3896,imputed from 4,
2000-05-08,Monday,3143.77233,,
2000-05-09,Tuesday,3093.09751,,
2000-05-10,Wednesday,3022.80347,,
2000-05-11,Thursday,2982.56662,,
2000-05-12,Friday,3011.2048,,start
2000-05-13,Saturday,3011.2048,imputed from 10,
2000-05-14,Sunday,3011.2048,imputed from 11,
2000-05-15,Monday,2982.67833,,
2000-05-16,Tuesday,3058.74552,,
2000-05-17,Wednesday,3033.04812,,
2000-05-18,Thursday,3021.17297,,
2000-05-19,Friday,3013.97534,,start
2000-05-20,Saturday,3013.97534,imputed from 17,
2000-05-21,Sunday,3013.97534,imputed from 18,
2000-05-22,Monday,2962.17432,,
2000-05-23,Tuesday,2983.84425,,
2000-05-24,Wednesday,2947.00976,,
2000-05-25,Thursday,2958.2798,,
2000-05-26,Friday,2897.99809,,start
2000-05-27,Saturday,2897.99809,imputed from 24,
2000-05-28,Sunday,2897.99809,imputed from 25,
2000-05-29,Monday,2940.81542,,
2000-05-30,Tuesday,2957.02061,,
2000-05-31,Wednesday,2971.94967,,
2000-06-01,Thursday,3007.26647,,
2000-06-02,Friday,3036.7076,,start
2000-06-03,Saturday,3036.7076,imputed from 31,
2000-06-04,Sunday,3036.7076,imputed from 32,
2000-06-05,Monday,3056.76334,,
2000-06-06,Tuesday,3051.00045,,
2000-06-07,Wednesday,3012.60408,,
2000-06-08,Thursday,3009.0941,,
2000-06-09,Friday,3033.28956,,start
2000-06-10,Saturday,3033.28956,imputed from 38,
2000-06-11,Sunday,3033.28956,imputed from 39,
2000-06-12,Monday,3041.90094,,
2000-06-13,Tuesday,3028.33704,,
2000-06-14,Wednesday,3052.73725,,
2000-06-15,Thursday,3091.07589,,
2000-06-16,Friday,3090.00115,,start
2000-06-17,Saturday,3090.00115,imputed from 45,
2000-06-18,Sunday,3090.00115,imputed from 46,
2000-06-19,Monday,3075.89775,,
2000-06-20,Tuesday,3087.10024,,
2000-06-21,Wednesday,3130.71736,,
2000-06-22,Thursday,3112.97035,,
2000-06-23,Friday,3145.50702,,start
2000-06-24,Saturday,3145.50702,imputed from 52,
2000-06-25,Sunday,3145.50702,imputed from 53,
2000-06-26,Monday,3131.07647,,
2000-06-27,Tuesday,3149.80872,,
2000-06-28,Wednesday,3164.15419,,
2000-06-29,Thursday,3248.64573,,
2000-06-30,Friday,3260.8689,,start
2000-07-01,Saturday,3260.8689,imputed from 59,
2000-07-02,Sunday,3260.8689,imputed from 60,
2000-07-03,Monday,3284.21387,,
2000-07-04,Tuesday,3275.95141,,
2000-07-05,Wednesday,3228.8372,,
2000-07-06,Thursday,3218.36501,,
2000-07-07,Friday,3209.1221,,start
2000-07-08,Saturday,3209.1221,imputed from 66,
2000-07-09,Sunday,3209.1221,imputed from 67,
2000-07-10,Monday,3230.91364,,
2000-07-11,Tuesday,3214.07056,,
2000-07-12,Wednesday,3254.9953,,
2000-07-13,Thursday,3238.15186,,
2000-07-14,Friday,3234.47448,,start
2000-07-15,Saturday,3234.47448,imputed from 73,
2000-07-16,Sunday,3234.47448,imputed from 74,
2000-07-17,Monday,3259.19423,,
2000-07-18,Tuesday,3237.55745,,
2000-07-19,Wednesday,3241.83373,,
2000-07-20,Thursday,3225.84212,,
2000-07-21,Friday,3268.43032,,start
2000-07-22,Saturday,3268.43032,imputed from 80,
2000-07-23,Sunday,3268.43032,imputed from 81,
2000-07-24,Monday,3258.9567,,
2000-07-25,Tuesday,3197.49827,,
2000-07-26,Wednesday,3222.46899,,
2000-07-27,Thursday,3205.36339,,
2000-07-28,Friday,3239.12388,,start
2000-07-29,Saturday,3239.12388,imputed from 87,
2000-07-30,Sunday,3239.12388,imputed from 88,
2000-07-31,Monday,3155.48713,,
2000-08-01,Tuesday,3172.92248,,
2000-08-02,Wednesday,3249.23465,,
2000-08-03,Thursday,3288.8912,,
2000-08-04,Friday,3266.55291,,start
2000-08-05,Saturday,3266.55291,imputed from 94,
2000-08-06,Sunday,3266.55291,imputed from 95,
2000-08-07,Monday,3316.44799,,
2000-08-08,Tuesday,3323.90366,,
2000-08-09,Wednesday,3306.83668,,
2000-08-10,Thursday,3293.40783,,
2000-08-11,Friday,3308.72014,,start
2000-08-12,Saturday,3308.72014,imputed from 101,
2000-08-13,Sunday,3308.72014,imputed from 102,
2000-08-14,Monday,3314.00042,,
2000-08-15,Tuesday,3320.6808,,
2000-08-16,Wednesday,3387.38636,,
2000-08-17,Thursday,3403.665,,
2000-08-18,Friday,3422.70149,,start
2000-08-19,Saturday,3422.70149,imputed from 108,
2000-08-20,Sunday,3422.70149,imputed from 109,
2000-08-21,Monday,3411.50231,,
2000-08-22,Tuesday,3417.03539,,
2000-08-23,Wednesday,3328.06244,,
2000-08-24,Thursday,3319.09095,,
2000-08-25,Friday,3320.62429,,start
2000-08-26,Saturday,3320.62429,imputed from 115,
2000-08-27,Sunday,3320.62429,imputed from 116,
2000-08-28,Monday,3308.18976,,
2000-08-29,Tuesday,3343.69717,,
2000-08-30,Wednesday,3329.1789,,
2000-08-31,Thursday,3302.60532,,
2000-09-01,Friday,3317.9724,,start
2000-09-02,Saturday,3317.9724,imputed from 122,
2000-09-03,Sunday,3317.9724,imputed from 123,
2000-09-04,Monday,3341.25064,,
2000-09-05,Tuesday,3339.24586,,
2000-09-06,Wednesday,3349.4595,,
2000-09-07,Thursday,3261.50613,,
2000-09-08,Friday,3305.37504,,start
2000-09-09,Saturday,3305.37504,imputed from 129,
2000-09-10,Sunday,3305.37504,imputed from 130,
2000-09-11,Monday,3274.54471,,
2000-09-12,Tuesday,3289.47159,,
2000-09-13,Wednesday,3272.58955,,
2000-09-14,Thursday,3252.99735,,
2000-09-15,Friday,3242.55472,,start
2000-09-16,Saturday,3242.55472,imputed from 136,
2000-09-17,Sunday,3242.55472,imputed from 137,
2000-09-18,Monday,3165.06426,,
2000-09-19,Tuesday,3128.33844,,
2000-09-20,Wednesday,3131.0095,,
2000-09-21,Thursday,3112.22614,,
2000-09-22,Friday,2996.25563,,start
2000-09-23,Saturday,2996.25563,imputed from 143,
2000-09-24,Sunday,2996.25563,imputed from 144,
2000-09-25,Monday,3080.28155,,
2000-09-26,Tuesday,3079.80696,,
2000-09-27,Wednesday,3096.53402,,
2000-09-28,Thursday,3166.02408,,
2000-09-29,Friday,3101.62459,,start
2000-09-30,Saturday,3101.62459,imputed from 150,
2000-10-01,Sunday,3101.62459,imputed from 151,
2000-10-02,Monday,3163.31811,,
2000-10-03,Tuesday,3156.97516,,
2000-10-04,Wednesday,3133.24237,,
2000-10-05,Thursday,3133.38786,,
2000-10-06,Friday,3115.88471,,start
2000-10-07,Saturday,3115.88471,imputed from 157,
2000-10-08,Sunday,3115.88471,imputed from 158,
2000-10-09,Monday,3118.71584,,
2000-10-10,Tuesday,3085.29984,,
2000-10-11,Wednesday,3054.14658,,
2000-10-12,Thursday,3017.68133,,
2000-10-13,Friday,3020.29182,,start
2000-10-14,Saturday,3020.29182,imputed from 164,
2000-10-15,Sunday,3020.29182,imputed from 165,
2000-10-16,Monday,3066.85989,,
2000-10-17,Tuesday,3035.6265,,
2000-10-18,Wednesday,3027.07522,,
2000-10-19,Thursday,3010.61459,,
2000-10-20,Friday,3093.17755,,start
2000-10-21,Saturday,3093.17755,imputed from 171,
2000-10-22,Sunday,3093.17755,imputed from 172,
2000-10-23,Monday,3113.82925,,
2000-10-24,Tuesday,3108.40685,,
2000-10-25,Wednesday,3110.32479,,
2000-10-26,Thursday,3087.27525,,
2000-10-27,Friday,3100.08028,,start
2000-10-28,Saturday,3100.08028,imputed from 178,
2000-10-29,Sunday,3100.08028,imputed from 179,
2000-10-30,Monday,3098.58445,,
2000-10-31,Tuesday,3061.28206,,
2000-11-01,Wednesday,3056.63297,,
2000-11-02,Thursday,3080.79855,,
2000-11-03,Friday,3102.95105,,start
2000-11-04,Saturday,3102.95105,imputed from 185,
2000-11-05,Sunday,3102.95105,imputed from 186,
2000-11-06,Monday,3147.49479,,
2000-11-07,Tuesday,3185.77385,,
2000-11-08,Wednesday,3195.56483,,
2000-11-09,Thursday,3138.57315,,
2000-11-10,Friday,3066.79706,,start
2000-11-11,Saturday,3066.79706,imputed from 192,
2000-11-12,Sunday,3066.79706,imputed from 193,
2000-11-13,Monday,3053.83624,,
2000-11-14,Tuesday,3075.23981,,
2000-11-15,Wednesday,3112.42194,,
2000-11-16,Thursday,3096.80988,,
2000-11-17,Friday,3135.00535,,start
2000-11-18,Saturday,3135.00535,imputed from 199,
2000-11-19,Sunday,3135.00535,imputed from 200,
2000-11-20,Monday,3099.01484,,
2000-11-21,Tuesday,3066.97761,,
2000-11-22,Wednesday,3145.76631,,
2000-11-23,Thursday,3115.95439,,
2000-11-24,Friday,3115.28741,,start
2000-11-25,Saturday,3115.28741,imputed from 206,
2000-11-26,Sunday,3115.28741,imputed from 207,
2000-11-27,Monday,3117.55897,,
2000-11-28,Tuesday,3064.97572,,
2000-11-29,Wednesday,3034.2922,,
2000-11-30,Thursday,2997.37565,,
2000-12-01,Friday,3078.39374,,start
2000-12-02,Saturday,3078.39374,imputed from 213,
2000-12-03,Sunday,3078.39374,imputed from 214,
2000-12-04,Monday,3071.14552,,
2000-12-05,Tuesday,3100.29635,,
2000-12-06,Wednesday,3122.04255,,
2000-12-07,Thursday,3120.47342,,
2000-12-08,Friday,3093.08619,,start
2000-12-09,Saturday,3093.08619,imputed from 220,
2000-12-10,Sunday,3093.08619,imputed from 221,
2000-12-11,Monday,3095.42487,,
2000-12-12,Tuesday,3106.31383,,
2000-12-13,Wednesday,3087.6635,,
2000-12-14,Thursday,3019.92108,,
2000-12-15,Friday,2986.57838,,start
2000-12-16,Saturday,2986.57838,imputed from 227,
2000-12-17,Sunday,2986.57838,imputed from 228,
2000-12-18,Monday,2960.63182,,
2000-12-19,Tuesday,3005.24466,,
2000-12-20,Wednesday,2993.35496,,
2000-12-21,Thursday,2955.92397,,
2000-12-22,Friday,2933.44577,,start
2000-12-23,Saturday,2933.44577,imputed from 234,
2000-12-24,Sunday,2933.44577,imputed from 235,
2000-12-25,Monday,2933.44577,imputed from 236,
2000-12-26,Tuesday,2933.44577,imputed from 237,
2000-12-27,Wednesday,2947.04383,,
2000-12-28,Thursday,2961.98662,,
2000-12-29,Friday,2918.87523,,start
2000-12-30,Saturday,2918.87523,imputed from 241,
2000-12-31,Sunday,2918.87523,imputed from 242,
2001-01-01,Monday,2925.01843,,
2001-01-02,Tuesday,2963.99353,,
2001-01-03,Wednesday,2944.75546,,
2001-01-04,Thursday,3023.74123,,
2001-01-05,Friday,3026.04474,,start
2001-01-06,Saturday,3026.04474,imputed from 248,
2001-01-07,Sunday,3026.04474,imputed from 249,
2001-01-08,Monday,2987.55032,,
2001-01-09,Tuesday,2981.93445,,
2001-01-10,Wednesday,2946.73978,,
2001-01-11,Thursday,2948.48033,,
2001-01-12,Friday,2945.11534,,start
2001-01-13,Saturday,2945.11534,imputed from 255,
2001-01-14,Sunday,2945.11534,imputed from 256,
2001-01-15,Monday,2953.83024,,
2001-01-16,Tuesday,2974.45002,,
2001-01-17,Wednesday,2993.26316,,
2001-01-18,Thursday,2988.25448,,
2001-01-19,Friday,3056.77892,,start
2001-01-20,Saturday,3056.77892,imputed from 262,
2001-01-21,Sunday,3056.77892,imputed from 263,
2001-01-22,Monday,3030.85691,,
2001-01-23,Tuesday,2978.26357,,
2001-01-24,Wednesday,2992.92693,,
2001-01-25,Thursday,3003.54449,,
2001-01-26,Friday,3000.33205,,start
2001-01-27,Saturday,3000.33205,imputed from 269,
2001-01-28,Sunday,3000.33205,imputed from 270,
2001-01-29,Monday,2996.06434,,
2001-01-30,Tuesday,3011.36369,,
2001-01-31,Wednesday,3005.04708,,
2001-02-01,Thursday,3036.11717,,
2001-02-02,Friday,3050.65092,,start
2001-02-03,Saturday,3050.65092,imputed from 276,
2001-02-04,Sunday,3050.65092,imputed from 277,
2001-02-05,Monday,2995.16025,,
2001-02-06,Tuesday,3035.09907,,
2001-02-07,Wednesday,2983.39685,,
2001-02-08,Thursday,2978.62307,,
2001-02-09,Friday,2935.87788,,start
2001-02-10,Saturday,2935.87788,imputed from 283,
2001-02-11,Sunday,2935.87788,imputed from 284,
2001-02-12,Monday,2975.46377,,
2001-02-13,Tuesday,2983.80396,,
2001-02-14,Wednesday,2953.86371,,
2001-02-15,Thursday,2947.62786,,
2001-02-16,Friday,2949.09782,,start
2001-02-17,Saturday,2949.09782,imputed from 290,
2001-02-18,Sunday,2949.09782,imputed from 291,
2001-02-19,Monday,2908.63953,,
2001-02-20,Tuesday,2926.83668,,
2001-02-21,Wednesday,2930.23566,,
2001-02-22,Thursday,2930.24918,,
2001-02-23,Friday,2898.92986,,start
2001-02-24,Saturday,2898.92986,imputed from 297,
2001-02-25,Sunday,2898.92986,imputed from 298,
2001-02-26,Monday,2906.77499,,
2001-02-27,Tuesday,2903.59352,,
2001-02-28,Wednesday,2919.73475,,
2001-03-01,Thursday,2913.56853,,
2001-03-02,Friday,2915.78642,,start
2001-03-03,Saturday,2915.78642,imputed from 304,
2001-03-04,Sunday,2915.78642,imputed from 305,
2001-03-05,Monday,2884.30815,,
2001-03-06,Tuesday,2858.34402,,
2001-03-07,Wednesday,2841.11257,,
2001-03-08,Thursday,2819.63802,,
2001-03-09,Friday,2818.53272,,start
2001-03-10,Saturday,2818.53272,imputed from 311,
2001-03-11,Sunday,2818.53272,imputed from 312,
2001-03-12,Monday,2806.63238,,
2001-03-13,Tuesday,2776.03902,,
2001-03-14,Wednesday,2721.98054,,
2001-03-15,Thursday,2733.40707,,
2001-03-16,Friday,2758.31815,,start
2001-03-17,Saturday,2758.31815,imputed from 318,
2001-03-18,Sunday,2758.31815,imputed from 319,
2001-03-19,Monday,2735.79789,,
2001-03-20,Tuesday,2758.08483,,
2001-03-21,Wednesday,2734.88254,,
2001-03-22,Thursday,2711.57701,,
2001-03-23,Friday,2688.72881,,start
2001-03-24,Saturday,2688.72881,imputed from 325,
2001-03-25,Sunday,2688.72881,imputed from 326,
2001-03-26,Monday,2713.23446,,
2001-03-27,Tuesday,2719.13562,,
2001-03-28,Wednesday,2706.17184,,
2001-03-29,Thursday,2736.61407,,
2001-03-30,Friday,2698.95569,,start
2001-03-31,Saturday,2698.95569,imputed from 332,
2001-04-01,Sunday,2698.95569,imputed from 333,
2001-04-02,Monday,2714.05794,,
2001-04-03,Tuesday,2690.07692,,
2001-04-04,Wednesday,2669.04875,,
2001-04-05,Thursday,2706.1731,,
2001-04-06,Friday,2732.48354,,start
2001-04-07,Saturday,2732.48354,imputed from 339,
2001-04-08,Sunday,2732.48354,imputed from 340,
2001-04-09,Monday,2705.17137,,
2001-04-10,Tuesday,2761.08164,,
2001-04-11,Wednesday,2826.47427,,
2001-04-12,Thursday,2870.61452,,
2001-04-13,Friday,2866.8432,,start
2001-04-14,Saturday,2866.8432,imputed from 346,
2001-04-15,Sunday,2866.8432,imputed from 347,
2001-04-16,Monday,2866.8432,imputed from 348,
2001-04-17,Tuesday,2863.93041,,
2001-04-18,Wednesday,2886.91573,,
2001-04-19,Thursday,2924.76786,,
2001-04-20,Friday,2905.74049,,start
2001-04-21,Saturday,2905.74049,imputed from 353,
2001-04-22,Sunday,2905.74049,imputed from 354,
2001-04-23,Monday,2856.02621,,
2001-04-24,Tuesday,2841.38546,,
2001-04-25,Wednesday,2840.21094,,
2001-04-26,Thursday,2868.30255,,
2001-04-27,Friday,2911.79379,,start
2001-04-28,Saturday,2911.79379,imputed from 360,
2001-04-29,Sunday,2911.79379,imputed from 361,
2001-04-30,Monday,2957.61342,,
2001-05-01,Tuesday,2994.29475,,
2001-05-02,Wednesday,2989.07979,,
2001-05-03,Thursday,3036.71407,,
2001-05-04,Friday,3009.33408,,start
2001-05-05,Saturday,3009.33408,imputed from 367,
2001-05-06,Sunday,3009.33408,imputed from 368,
2001-05-07,Monday,3028.15259,,
2001-05-08,Tuesday,3023.36909,,
2001-05-09,Wednesday,3056.15915,,
2001-05-10,Thursday,3116.07295,,
2001-05-11,Friday,3094.35216,,start
2001-05-12,Saturday,3094.35216,imputed from 374,
2001-05-13,Sunday,3094.35216,imputed from 375,
2001-05-14,Monday,3082.86913,,
2001-05-15,Tuesday,3076.86606,,
2001-05-16,Wednesday,3066.18499,,
2001-05-17,Thursday,3140.45016,,
2001-05-18,Friday,3139.64284,,start
2001-05-19,Saturday,3139.64284,imputed from 381,
2001-05-20,Sunday,3139.64284,imputed from 382,
2001-05-21,Monday,3174.11275,,
2001-05-22,Tuesday,3188.30177,,
2001-05-23,Wednesday,3160.55951,,
2001-05-24,Thursday,3154.42655,,
2001-05-25,Friday,3174.21646,,start
2001-05-26,Saturday,3174.21646,imputed from 388,
2001-05-27,Sunday,3174.21646,imputed from 389,
2001-05-28,Monday,3171.1927,,
2001-05-29,Tuesday,3137.93001,,
2001-05-30,Wednesday,3085.21062,,
2001-05-31,Thursday,3059.13319,,
2001-06-01,Friday,3087.54526,,start
2001-06-02,Saturday,3087.54526,imputed from 395,
2001-06-03,Sunday,3087.54526,imputed from 396,
2001-06-04,Monday,3117.88272,,
2001-06-05,Tuesday,3101.49514,,
2001-06-06,Wednesday,3157.47152,,
2001-06-07,Thursday,3177.71545,,
2001-06-08,Friday,3228.29222,,start
2001-06-09,Saturday,3228.29222,imputed from 402,
2001-06-10,Sunday,3228.29222,imputed from 403,
2001-06-11,Monday,3219.95029,,
2001-06-12,Tuesday,3194.66611,,
2001-06-13,Wednesday,3218.09991,,
2001-06-14,Thursday,3175.08453,,
2001-06-15,Friday,3169.59046,,start
2001-06-16,Saturday,3169.59046,imputed from 409,
2001-06-17,Sunday,3169.59046,imputed from 410,
2001-06-18,Monday,3149.95933,,
2001-06-19,Tuesday,3153.79139,,
2001-06-20,Wednesday,3159.43344,,
2001-06-21,Thursday,3141.4168,,
2001-06-22,Friday,3141.453,,start
2001-06-23,Saturday,3141.453,imputed from 416,
2001-06-24,Sunday,3141.453,imputed from 417,
2001-06-25,Monday,3123.69306,,
2001-06-26,Tuesday,3155.29721,,
2001-06-27,Wednesday,3117.32931,,
2001-06-28,Thursday,3151.2818,,
2001-06-29,Friday,3168.14438,,start
2001-06-30,Saturday,3168.14438,imputed from 423,
2001-07-01,Sunday,3168.14438,imputed from 424,
2001-07-02,Monday,3160.81619,,
2001-07-03,Tuesday,3211.59453,,
2001-07-04,Wednesday,3196.94095,,
2001-07-05,Thursday,3160.58624,,
2001-07-06,Friday,3054.26969,,start
2001-07-07,Saturday,3054.26969,imputed from 430,
2001-07-08,Sunday,3054.26969,imputed from 431,
2001-07-09,Monday,3068.01423,,
2001-07-10,Tuesday,3059.82522,,
2001-07-11,Wednesday,3024.23478,,
2001-07-12,Thursday,3024.93168,,
2001-07-13,Friday,3060.2113,,start
2001-07-14,Saturday,3060.2113,imputed from 437,
2001-07-15,Sunday,3060.2113,imputed from 438,
2001-07-16,Monday,3088.42705,,
2001-07-17,Tuesday,3041.65061,,
2001-07-18,Wednesday,3021.68093,,
2001-07-19,Thursday,3029.40638,,
2001-07-20,Friday,2975.1982,,start
2001-07-21,Saturday,2975.1982,imputed from 444,
2001-07-22,Sunday,2975.1982,imputed from 445,
2001-07-23,Monday,2972.50024,,
2001-07-24,Tuesday,2942.11592,,
2001-07-25,Wednesday,2885.42449,,
2001-07-26,Thursday,2858.67608,,
2001-07-27,Friday,2883.32038,,start
2001-07-28,Saturday,2883.32038,imputed from 451,
2001-07-29,Sunday,2883.32038,imputed from 452,
2001-07-30,Monday,2890.60092,,
2001-07-31,Tuesday,2927.14855,,
2001-08-01,Wednesday,3003.25222,,
2001-08-02,Thursday,3036.59181,,
2001-08-03,Friday,3022.81283,,start
2001-08-04,Saturday,3022.81283,imputed from 458,
2001-08-05,Sunday,3022.81283,imputed from 459,
2001-08-06,Monday,3024.14238,,
2001-08-07,Tuesday,3024.85098,,
2001-08-08,Wednesday,3033.41695,,
2001-08-09,Thursday,2952.31739,,
2001-08-10,Friday,2964.62485,,start
2001-08-11,Saturday,2964.62485,imputed from 465,
2001-08-12,Sunday,2964.62485,imputed from 466,
2001-08-13,Monday,2971.13713,,
2001-08-14,Tuesday,2959.31452,,
2001-08-15,Wednesday,2970.39005,,
2001-08-16,Thursday,2912.5731,,
2001-08-17,Friday,2960.96267,,start
2001-08-18,Saturday,2960.96267,imputed from 472,
2001-08-19,Sunday,2960.96267,imputed from 473,
2001-08-20,Monday,2911.17626,,
2001-08-21,Tuesday,2925.45134,,
2001-08-22,Wednesday,2949.11326,,
2001-08-23,Thursday,2941.06023,,
2001-08-24,Friday,2968.11603,,start
2001-08-25,Saturday,2968.11603,imputed from 479,
2001-08-26,Sunday,2968.11603,imputed from 480,
2001-08-27,Monday,2984.68388,,
2001-08-28,Tuesday,2975.43418,,
2001-08-29,Wednesday,2965.58493,,
2001-08-30,Thursday,2944.40476,,
2001-08-31,Friday,2884.12635,,start
2001-09-01,Saturday,2884.12635,imputed from 486,
2001-09-02,Sunday,2884.12635,imputed from 487,
2001-09-03,Monday,2894.25451,,
2001-09-04,Tuesday,2920.10574,,
2001-09-05,Wednesday,2896.64528,,
2001-09-06,Thursday,2869.34887,,
2001-09-07,Friday,2805.16227,,start
2001-09-08,Saturday,2805.16227,imputed from 493,
2001-09-09,Sunday,2805.16227,imputed from 494,
2001-09-10,Monday,2817.73492,,
2001-09-11,Tuesday,2772.51475,,
2001-09-12,Wednesday,2685.14103,,
2001-09-13,Thursday,2667.56157,,
2001-09-14,Friday,2607.63607,,start
2001-09-15,Saturday,2607.63607,imputed from 500,
2001-09-16,Sunday,2607.63607,imputed from 501,
2001-09-17,Monday,2412.93631,,
2001-09-18,Tuesday,2382.27979,,
2001-09-19,Wednesday,2376.75118,,
2001-09-20,Thursday,2352.41306,,
2001-09-21,Friday,2251.10231,,start
2001-09-22,Saturday,2251.10231,imputed from 507,
2001-09-23,Sunday,2251.10231,imputed from 508,
2001-09-24,Monday,2298.00872,,
2001-09-25,Tuesday,2313.36196,,
2001-09-26,Wednesday,2347.68526,,
2001-09-27,Thursday,2377.58742,,
2001-09-28,Friday,2451.58472,,start
2001-09-29,Saturday,2451.58472,imputed from 514,
2001-09-30,Sunday,2451.58472,imputed from 515,
2001-10-01,Monday,2498.2169,,
2001-10-02,Tuesday,2526.9011,,
2001-10-03,Wednesday,2517.25592,,
2001-10-04,Thursday,2545.55299,,
2001-10-05,Friday,2612.06072,,start
2001-10-06,Saturday,2612.06072,imputed from 521,
2001-10-07,Sunday,2612.06072,imputed from 522,
2001-10-08,Monday,2584.03101,,
2001-10-09,Tuesday,2561.85829,,
2001-10-10,Wednesday,2570.05071,,
2001-10-11,Thursday,2657.75992,,
2001-10-12,Friday,2651.63753,,start
2001-10-13,Saturday,2651.63753,imputed from 528,
2001-10-14,Sunday,2651.63753,imputed from 529,
2001-10-15,Monday,2705.78292,,
2001-10-16,Tuesday,2694.82142,,
2001-10-17,Wednesday,2728.15016,,
2001-10-18,Thursday,2664.33408,,
2001-10-19,Friday,2663.76201,,start
2001-10-20,Saturday,2663.76201,imputed from 535,
2001-10-21,Sunday,2663.76201,imputed from 536,
2001-10-22,Monday,2682.10914,,
2001-10-23,Tuesday,2718.23478,,
2001-10-24,Wednesday,2724.54909,,
2001-10-25,Thursday,2721.16765,,
2001-10-26,Friday,2728.7877,,start
2001-10-27,Saturday,2728.7877,imputed from 542,
2001-10-28,Sunday,2728.7877,imputed from 543,
2001-10-29,Monday,2702.28289,,
2001-10-30,Tuesday,2663.3015,,
2001-10-31,Wednesday,2662.67129,,
2001-11-01,Thursday,2706.81356,,
2001-11-02,Friday,2695.61439,,start
2001-11-03,Saturday,2695.61439,imputed from 549,
2001-11-04,Sunday,2695.61439,imputed from 550,
2001-11-05,Monday,2696.64591,,
2001-11-06,Tuesday,2777.85947,,
2001-11-07,Wednesday,2763.22665,,
2001-11-08,Thursday,2776.63036,,
2001-11-09,Friday,2770.80677,,start
2001-11-10,Saturday,2770.80677,imputed from 556,
2001-11-11,Sunday,2770.80677,imputed from 557,
2001-11-12,Monday,2807.14663,,
2001-11-13,Tuesday,2862.64732,,
2001-11-14,Wednesday,2892.6497,,
2001-11-15,Thursday,2891.21906,,
2001-11-16,Friday,2889.95518,,start
2001-11-17,Saturday,2889.95518,imputed from 563,
2001-11-18,Sunday,2889.95518,imputed from 564,
2001-11-19,Monday,2893.65554,,
2001-11-20,Tuesday,2873.83834,,
2001-11-21,Wednesday,2859.90173,,
2001-11-22,Thursday,2864.79871,,
2001-11-23,Friday,2887.32297,,start
2001-11-24,Saturday,2887.32297,imputed from 570,
2001-11-25,Sunday,2887.32297,imputed from 571,
2001-11-26,Monday,2912.59053,,
2001-11-27,Tuesday,2906.76316,,
2001-11-28,Wednesday,2882.16962,,
2001-11-29,Thursday,2863.29461,,
2001-11-30,Friday,2853.52276,,start
2001-12-01,Saturday,2853.52276,imputed from 577,
2001-12-02,Sunday,2853.52276,imputed from 578,
2001-12-03,Monday,2858.09904,,
2001-12-04,Tuesday,2840.43344,,
2001-12-05,Wednesday,2882.02179,,
2001-12-06,Thursday,2875.35562,,
2001-12-07,Friday,2884.22269,,start
2001-12-08,Saturday,2884.22269,imputed from 584,
2001-12-09,Sunday,2884.22269,imputed from 585,
2001-12-10,Monday,2875.13325,,
2001-12-11,Tuesday,2852.24461,,
2001-12-12,Wednesday,2851.64313,,
2001-12-13,Thursday,2840.62673,,
2001-12-14,Friday,2785.02096,,start
2001-12-15,Saturday,2785.02096,imputed from 591,
2001-12-16,Sunday,2785.02096,imputed from 592,
2001-12-17,Monday,2776.41998,,
2001-12-18,Tuesday,2804.78301,,
2001-12-19,Wednesday,2789.27268,,
2001-12-20,Thursday,2762.37328,,
2001-12-21,Friday,2832.37815,,start
2001-12-22,Saturday,2832.37815,imputed from 598,
2001-12-23,Sunday,2832.37815,imputed from 599,
2001-12-24,Monday,2930.66022,,
2001-12-25,Tuesday,2930.66022,imputed from 601,
2001-12-26,Wednesday,2930.66022,imputed from 602,
2001-12-27,Thursday,2918.49116,,
2001-12-28,Friday,2945.39592,,start
2001-12-29,Saturday,2945.39592,imputed from 605,
2001-12-30,Sunday,2945.39592,imputed from 606,
2001-12-31,Monday,2895.31943,,
2002-01-01,Tuesday,2895.31943,imputed from 608,
2002-01-02,Wednesday,2910.15985,,
2002-01-03,Thursday,2903.40636,,
2002-01-04,Friday,2956.14273,,start
2002-01-05,Saturday,2956.14273,imputed from 612,
2002-01-06,Sunday,2956.14273,imputed from 613,
2002-01-07,Monday,2964.82113,,
2002-01-08,Tuesday,2978.00631,,
2002-01-09,Wednesday,2980.08619,,
2002-01-10,Thursday,2976.7973,,
2002-01-11,Friday,2962.00503,,start
2002-01-12,Saturday,2962.00503,imputed from 619,
2002-01-13,Sunday,2962.00503,imputed from 620,
2002-01-14,Monday,2934.07324,,
2002-01-15,Tuesday,2934.67894,,
2002-01-16,Wednesday,2934.71981,,
2002-01-17,Thursday,2907.01123,,
2002-01-18,Friday,2892.71268,,start
2002-01-19,Saturday,2892.71268,imputed from 626,
2002-01-20,Sunday,2892.71268,imputed from 627,
2002-01-21,Monday,2914.58957,,
2002-01-22,Tuesday,2964.71588,,
2002-01-23,Wednesday,2964.34718,,
2002-01-24,Thursday,2991.38968,,
2002-01-25,Friday,3037.50771,,start
2002-01-26,Saturday,3037.50771,imputed from 633,
2002-01-27,Sunday,3037.50771,imputed from 634,
2002-01-28,Monday,3034.46059,,
