date,weekday,VG1_Index_PX-LAST-CHF,imputed,VG1_Index_start
2005-06-20,Monday,4905.39176,,
2005-06-21,Tuesday,4913.32979,,
2005-06-22,Wednesday,4918.44904,,
2005-06-23,Thursday,4900.21022,,
2005-06-24,Friday,4859.02272,,start
2005-06-25,Saturday,4859.02272,imputed from 2363,
2005-06-26,Sunday,4859.02272,imputed from 2364,
2005-06-27,Monday,4819.50077,,
2005-06-28,Tuesday,4905.68825,,
2005-06-29,Wednesday,4918.33471,,
2005-06-30,Thursday,4964.14315,,
2005-07-01,Friday,4985.9083,,start
2005-07-02,Saturday,4985.9083,imputed from 2370,
2005-07-03,Sunday,4985.9083,imputed from 2371,
2005-07-04,Monday,4995.1521,,
2005-07-05,Tuesday,5002.14291,,
2005-07-06,Wednesday,5021.67965,,
2005-07-07,Thursday,4953.718,,
2005-07-08,Friday,5044.33968,,start
2005-07-09,Saturday,5044.33968,imputed from 2377,
2005-07-10,Sunday,5044.33968,imputed from 2378,
2005-07-11,Monday,5046.26916,,
2005-07-12,Tuesday,5062.90934,,
2005-07-13,Wednesday,5093.02165,,
2005-07-14,Thursday,5118.35016,,
2005-07-15,Friday,5128.29785,,start
2005-07-16,Saturday,5128.29785,imputed from 2384,
2005-07-17,Sunday,5128.29785,imputed from 2385,
2005-07-18,Monday,5124.41327,,
2005-07-19,Tuesday,5190.02277,,
2005-07-20,Wednesday,5198.47238,,
2005-07-21,Thursday,5152.8369,,
2005-07-22,Friday,5158.48273,,start
2005-07-23,Saturday,5158.48273,imputed from 2391,
2005-07-24,Sunday,5158.48273,imputed from 2392,
2005-07-25,Monday,5158.43853,,
2005-07-26,Tuesday,5169.24669,,
2005-07-27,Wednesday,5190.20406,,
2005-07-28,Thursday,5215.3568,,
2005-07-29,Friday,5199.02716,,start
2005-07-30,Saturday,5199.02716,imputed from 2398,
2005-07-31,Sunday,5199.02716,imputed from 2399,
2005-08-01,Monday,5186.24039,,
2005-08-02,Tuesday,5217.32956,,
2005-08-03,Wednesday,5209.20971,,
2005-08-04,Thursday,5135.63459,,
2005-08-05,Friday,5122.28786,,start
2005-08-06,Saturday,5122.28786,imputed from 2405,
2005-08-07,Sunday,5122.28786,imputed from 2406,
2005-08-08,Monday,5115.18204,,
2005-08-09,Tuesday,5195.31486,,
2005-08-10,Wednesday,5227.92245,,
2005-08-11,Thursday,5202.86541,,
2005-08-12,Friday,5163.85413,,start
2005-08-13,Saturday,5163.85413,imputed from 2412,
2005-08-14,Sunday,5163.85413,imputed from 2413,
2005-08-15,Monday,5188.05395,,
2005-08-16,Tuesday,5127.79815,,
2005-08-17,Wednesday,5124.02586,,
2005-08-18,Thursday,5093.98612,,
2005-08-19,Friday,5156.51233,,start
2005-08-20,Saturday,5156.51233,imputed from 2419,
2005-08-21,Sunday,5156.51233,imputed from 2420,
2005-08-22,Monday,5155.51578,,
2005-08-23,Tuesday,5117.1776,,
2005-08-24,Wednesday,5109.90682,,
2005-08-25,Thursday,5030.62406,,
2005-08-26,Friday,4985.59915,,start
2005-08-27,Saturday,4985.59915,imputed from 2426,
2005-08-28,Sunday,4985.59915,imputed from 2427,
2005-08-29,Monday,5046.50012,,
2005-08-30,Tuesday,5032.52032,,
2005-08-31,Wednesday,5059.26176,,
2005-09-01,Thursday,5055.02718,,
2005-09-02,Friday,5049.87845,,start
2005-09-03,Saturday,5049.87845,imputed from 2433,
2005-09-04,Sunday,5049.87845,imputed from 2434,
2005-09-05,Monday,5104.6776,,
2005-09-06,Tuesday,5167.59809,,
2005-09-07,Wednesday,5174.69674,,
2005-09-08,Thursday,5168.62231,,
2005-09-09,Friday,5203.61935,,start
2005-09-10,Saturday,5203.61935,imputed from 2440,
2005-09-11,Sunday,5203.61935,imputed from 2441,
2005-09-12,Monday,5181.37941,,
2005-09-13,Tuesday,5153.52372,,
2005-09-14,Wednesday,5154.79187,,
2005-09-15,Thursday,5167.36737,,
2005-09-16,Friday,5246.05341,,start
2005-09-17,Saturday,5246.05341,imputed from 2447,
2005-09-18,Sunday,5246.05341,imputed from 2448,
2005-09-19,Monday,5231.90588,,
2005-09-20,Tuesday,5238.85412,,
2005-09-21,Wednesday,5155.35036,,
2005-09-22,Thursday,5168.97951,,
2005-09-23,Friday,5220.14326,,start
2005-09-24,Saturday,5220.14326,imputed from 2454,
2005-09-25,Sunday,5220.14326,imputed from 2455,
2005-09-26,Monday,5288.03291,,
2005-09-27,Tuesday,5289.77749,,
2005-09-28,Wednesday,5324.26726,,
2005-09-29,Thursday,5369.29469,,
2005-09-30,Friday,5342.97244,,start
2005-10-01,Saturday,5342.97244,imputed from 2461,
2005-10-02,Sunday,5342.97244,imputed from 2462,
2005-10-03,Monday,5361.68248,,
2005-10-04,Tuesday,5378.26524,,
2005-10-05,Wednesday,5296.77757,,
2005-10-06,Thursday,5192.74719,,
2005-10-07,Friday,5230.54006,,start
2005-10-08,Saturday,5230.54006,imputed from 2468,
2005-10-09,Sunday,5230.54006,imputed from 2469,
2005-10-10,Monday,5237.88523,,
2005-10-11,Tuesday,5234.20412,,
2005-10-12,Wednesday,5174.76215,,
2005-10-13,Thursday,5148.69395,,
2005-10-14,Friday,5196.05783,,start
2005-10-15,Saturday,5196.05783,imputed from 2475,
2005-10-16,Sunday,5196.05783,imputed from 2476,
2005-10-17,Monday,5203.86041,,
2005-10-18,Tuesday,5180.89872,,
2005-10-19,Wednesday,5139.564,,
2005-10-20,Thursday,5064.59753,,
2005-10-21,Friday,5084.93024,,start
2005-10-22,Saturday,5084.93024,imputed from 2482,
2005-10-23,Sunday,5084.93024,imputed from 2483,
2005-10-24,Monday,5128.91544,,
2005-10-25,Tuesday,5060.01669,,
2005-10-26,Wednesday,5098.97927,,
2005-10-27,Thursday,5026.19189,,
2005-10-28,Friday,5054.19934,,start
2005-10-29,Saturday,5054.19934,imputed from 2489,
2005-10-30,Sunday,5054.19934,imputed from 2490,
2005-10-31,Monday,5128.01713,,
2005-11-01,Tuesday,5123.68948,,
2005-11-02,Wednesday,5154.26026,,
2005-11-03,Thursday,5189.07109,,
2005-11-04,Friday,5168.79466,,start
2005-11-05,Saturday,5168.79466,imputed from 2496,
2005-11-06,Sunday,5168.79466,imputed from 2497,
2005-11-07,Monday,5200.78308,,
2005-11-08,Tuesday,5190.8137,,
2005-11-09,Wednesday,5208.31366,,
2005-11-10,Thursday,5218.57299,,
2005-11-11,Friday,5240.33564,,start
2005-11-12,Saturday,5240.33564,imputed from 2503,
2005-11-13,Sunday,5240.33564,imputed from 2504,
2005-11-14,Monday,5262.97053,,
2005-11-15,Tuesday,5270.81686,,
2005-11-16,Wednesday,5246.37541,,
2005-11-17,Thursday,5277.75361,,
2005-11-18,Friday,5321.25953,,start
2005-11-19,Saturday,5321.25953,imputed from 2510,
2005-11-20,Sunday,5321.25953,imputed from 2511,
2005-11-21,Monday,5345.55391,,
2005-11-22,Tuesday,5350.39344,,
2005-11-23,Wednesday,5385.82216,,
2005-11-24,Thursday,5376.81196,,
2005-11-25,Friday,5368.37766,,start
2005-11-26,Saturday,5368.37766,imputed from 2517,
2005-11-27,Sunday,5368.37766,imputed from 2518,
2005-11-28,Monday,5347.54273,,
2005-11-29,Tuesday,5358.59058,,
2005-11-30,Wednesday,5356.76717,,
2005-12-01,Thursday,5415.89677,,
2005-12-02,Friday,5437.83674,,start
2005-12-03,Saturday,5437.83674,imputed from 2524,
2005-12-04,Sunday,5437.83674,imputed from 2525,
2005-12-05,Monday,5396.51606,,
2005-12-06,Tuesday,5427.67791,,
2005-12-07,Wednesday,5389.88688,,
2005-12-08,Thursday,5397.19708,,
2005-12-09,Friday,5392.00875,,start
2005-12-10,Saturday,5392.00875,imputed from 2531,
2005-12-11,Sunday,5392.00875,imputed from 2532,
2005-12-12,Monday,5417.64588,,
2005-12-13,Tuesday,5456.32634,,
2005-12-14,Wednesday,5420.08644,,
2005-12-15,Thursday,5451.74489,,
2005-12-16,Friday,5537.92497,,start
2005-12-17,Saturday,5537.92497,imputed from 2538,
2005-12-18,Sunday,5537.92497,imputed from 2539,
2005-12-19,Monday,5533.3336,,
2005-12-20,Tuesday,5557.12061,,
2005-12-21,Wednesday,5608.63438,,
2005-12-22,Thursday,5615.96525,,
2005-12-23,Friday,5635.46034,,start
2005-12-24,Saturday,5635.46034,imputed from 2545,
2005-12-25,Sunday,5635.46034,imputed from 2546,
2005-12-26,Monday,5635.46034,imputed from 2547,
2005-12-27,Tuesday,5652.81733,,
2005-12-28,Wednesday,5644.29996,,
2005-12-29,Thursday,5650.73252,,
2005-12-30,Friday,5583.91886,,start
2005-12-31,Saturday,5583.91886,imputed from 2552,
2006-01-01,Sunday,5583.91886,imputed from 2553,
2006-01-02,Monday,5624.1073,,
2006-01-03,Tuesday,5617.09998,,
2006-01-04,Wednesday,5671.24006,,
2006-01-05,Thursday,5654.80555,,
2006-01-06,Friday,5676.02094,,start
2006-01-07,Saturday,5676.02094,imputed from 2559,
2006-01-08,Sunday,5676.02094,imputed from 2560,
2006-01-09,Monday,5686.10797,,
2006-01-10,Tuesday,5652.21192,,
2006-01-11,Wednesday,5680.36028,,
2006-01-12,Thursday,5697.40818,,
2006-01-13,Friday,5641.3997,,start
2006-01-14,Saturday,5641.3997,imputed from 2566,
2006-01-15,Sunday,5641.3997,imputed from 2567,
2006-01-16,Monday,5675.7349,,
2006-01-17,Tuesday,5611.94833,,
2006-01-18,Wednesday,5557.03838,,
2006-01-19,Thursday,5593.06122,,
2006-01-20,Friday,5529.00498,,start
2006-01-21,Saturday,5529.00498,imputed from 2573,
2006-01-22,Sunday,5529.00498,imputed from 2574,
2006-01-23,Monday,5498.07486,,
2006-01-24,Tuesday,5479.04936,,
2006-01-25,Wednesday,5551.48984,,
2006-01-26,Thursday,5654.7637,,
2006-01-27,Friday,5734.72066,,start
2006-01-28,Saturday,5734.72066,imputed from 2580,
2006-01-29,Sunday,5734.72066,imputed from 2581,
2006-01-30,Monday,5733.98775,,
2006-01-31,Tuesday,5753.98111,,
2006-02-01,Wednesday,5798.79725,,
2006-02-02,Thursday,5731.67832,,
2006-02-03,Friday,5735.91619,,start
2006-02-04,Saturday,5735.91619,imputed from 2587,
2006-02-05,Sunday,5735.91619,imputed from 2588,
2006-02-06,Monday,5750.36204,,
2006-02-07,Tuesday,5735.56995,,
2006-02-08,Wednesday,5723.67946,,
2006-02-09,Thursday,5812.20343,,
2006-02-10,Friday,5764.86345,,start
2006-02-11,Saturday,5764.86345,imputed from 2594,
2006-02-12,Sunday,5764.86345,imputed from 2595,
2006-02-13,Monday,5813.91276,,
2006-02-14,Tuesday,5829.92962,,
2006-02-15,Wednesday,5819.10886,,
2006-02-16,Thursday,5867.28619,,
2006-02-17,Friday,5895.1833,,start
2006-02-18,Saturday,5895.1833,imputed from 2601,
2006-02-19,Sunday,5895.1833,imputed from 2602,
2006-02-20,Monday,5885.85203,,
2006-02-21,Tuesday,5902.58304,,
2006-02-22,Wednesday,5965.2488,,
2006-02-23,Thursday,5961.23591,,
2006-02-24,Friday,5988.01029,,start
2006-02-25,Saturday,5988.01029,imputed from 2608,
2006-02-26,Sunday,5988.01029,imputed from 2609,
2006-02-27,Monday,6026.29657,,
2006-02-28,Tuesday,5906.10038,,
2006-03-01,Wednesday,5966.72945,,
2006-03-02,Thursday,5883.38246,,
2006-03-03,Friday,5835.14568,,start
2006-03-04,Saturday,5835.14568,imputed from 2615,
2006-03-05,Sunday,5835.14568,imputed from 2616,
2006-03-06,Monday,5863.88904,,
2006-03-07,Tuesday,5848.49633,,
2006-03-08,Wednesday,5818.18843,,
2006-03-09,Thursday,5886.54132,,
2006-03-10,Friday,5961.51068,,start
2006-03-11,Saturday,5961.51068,imputed from 2622,
2006-03-12,Sunday,5961.51068,imputed from 2623,
2006-03-13,Monday,6009.44518,,
2006-03-14,Tuesday,5997.3072,,
2006-03-15,Wednesday,6015.89177,,
2006-03-16,Thursday,5944.0518,,
2006-03-17,Friday,5936.17149,,start
2006-03-18,Saturday,5936.17149,imputed from 2629,
2006-03-19,Sunday,5936.17149,imputed from 2630,
2006-03-20,Monday,5950.97322,,
2006-03-21,Tuesday,5968.78544,,
2006-03-22,Wednesday,6010.80942,,
2006-03-23,Thursday,6003.20439,,
2006-03-24,Friday,6012.13948,,start
2006-03-25,Saturday,6012.13948,imputed from 2636,
2006-03-26,Sunday,6012.13948,imputed from 2637,
2006-03-27,Monday,5929.51631,,
2006-03-28,Tuesday,5899.67923,,
2006-03-29,Wednesday,5939.20282,,
2006-03-30,Thursday,6016.96488,,
2006-03-31,Friday,6002.79522,,start
2006-04-01,Saturday,6002.79522,imputed from 2643,
2006-04-02,Sunday,6002.79522,imputed from 2644,
2006-04-03,Monday,6050.9892,,
2006-04-04,Tuesday,5998.82095,,
2006-04-05,Wednesday,6002.9823,,
2006-04-06,Thursday,5999.93318,,
2006-04-07,Friday,5938.70679,,start
2006-04-08,Saturday,5938.70679,imputed from 2650,
2006-04-09,Sunday,5938.70679,imputed from 2651,
2006-04-10,Monday,5974.13254,,
2006-04-11,Tuesday,5880.31016,,
2006-04-12,Wednesday,5848.19627,,
2006-04-13,Thursday,5845.60973,,
2006-04-14,Friday,5845.60973,imputed from 2656,start
2006-04-15,Saturday,5845.60973,imputed from 2657,
2006-04-16,Sunday,5845.60973,imputed from 2658,
2006-04-17,Monday,5845.60973,imputed from 2659,
2006-04-18,Tuesday,5818.0823,,
2006-04-19,Wednesday,5906.18993,,
2006-04-20,Thursday,5986.19866,,
2006-04-21,Friday,6034.05226,,start
2006-04-22,Saturday,6034.05226,imputed from 2664,
2006-04-23,Sunday,6034.05226,imputed from 2665,
2006-04-24,Monday,5990.4649,,
2006-04-25,Tuesday,6014.83356,,
2006-04-26,Wednesday,6060.67459,,
2006-04-27,Thursday,6020.54145,,
2006-04-28,Friday,5934.38478,,start
2006-04-29,Saturday,5934.38478,imputed from 2671,
2006-04-30,Sunday,5934.38478,imputed from 2672,
2006-05-01,Monday,5934.38478,imputed from 2673,
2006-05-02,Tuesday,5954.09524,,
2006-05-03,Wednesday,5889.46788,,
2006-05-04,Thursday,5937.04098,,
2006-05-05,Friday,5994.45322,,start
2006-05-06,Saturday,5994.45322,imputed from 2678,
2006-05-07,Sunday,5994.45322,imputed from 2679,
2006-05-08,Monday,6004.09623,,
2006-05-09,Tuesday,6012.39084,,
2006-05-10,Wednesday,5983.94382,,
2006-05-11,Thursday,5935.04583,,
2006-05-12,Friday,5780.91375,,start
2006-05-13,Saturday,5780.91375,imputed from 2685,
2006-05-14,Sunday,5780.91375,imputed from 2686,
2006-05-15,Monday,5722.96312,,
2006-05-16,Tuesday,5760.82481,,
2006-05-17,Wednesday,5538.04933,,
2006-05-18,Thursday,5567.02395,,
2006-05-19,Friday,5602.99133,,start
2006-05-20,Saturday,5602.99133,imputed from 2692,
2006-05-21,Sunday,5602.99133,imputed from 2693,
2006-05-22,Monday,5462.75146,,
2006-05-23,Tuesday,5595.25999,,
2006-05-24,Wednesday,5538.70263,,
2006-05-25,Thursday,5639.41101,,
2006-05-26,Friday,5754.81081,,start
2006-05-27,Saturday,5754.81081,imputed from 2699,
2006-05-28,Sunday,5754.81081,imputed from 2700,
2006-05-29,Monday,5732.37233,,
2006-05-30,Tuesday,5571.42568,,
2006-05-31,Wednesday,5664.05661,,
2006-06-01,Thursday,5685.00612,,
2006-06-02,Friday,5661.59956,,start
2006-06-03,Saturday,5661.59956,imputed from 2706,
2006-06-04,Sunday,5661.59956,imputed from 2707,
2006-06-05,Monday,5606.69946,,
2006-06-06,Tuesday,5510.59611,,
2006-06-07,Wednesday,5568.06428,,
2006-06-08,Thursday,5405.20115,,
2006-06-09,Friday,5481.6773,,start
2006-06-10,Saturday,5481.6773,imputed from 2713,
2006-06-11,Sunday,5481.6773,imputed from 2714,
2006-06-12,Monday,5404.70251,,
2006-06-13,Tuesday,5303.64774,,
2006-06-14,Wednesday,5297.51028,,
2006-06-15,Thursday,5431.36589,,
2006-06-16,Friday,5391.40424,,start
2006-06-17,Saturday,5391.40424,imputed from 2720,
2006-06-18,Sunday,5391.40424,imputed from 2721,
2006-06-19,Monday,5465.04305,,
2006-06-20,Tuesday,5498.23296,,
2006-06-21,Wednesday,5526.96629,,
2006-06-22,Thursday,5561.65278,,
2006-06-23,Friday,5560.24424,,start
2006-06-24,Saturday,5560.24424,imputed from 2727,
2006-06-25,Sunday,5560.24424,imputed from 2728,
2006-06-26,Monday,5541.58966,,
2006-06-27,Tuesday,5503.66502,,
2006-06-28,Wednesday,5501.19344,,
2006-06-29,Thursday,5620.57221,,
2006-06-30,Friday,5732.47795,,start
2006-07-01,Saturday,5732.47795,imputed from 2734,
2006-07-02,Sunday,5732.47795,imputed from 2735,
2006-07-03,Monday,5755.58424,,
2006-07-04,Tuesday,5773.88758,,
2006-07-05,Wednesday,5692.78071,,
2006-07-06,Thursday,5766.91808,,
2006-07-07,Friday,5736.81537,,start
2006-07-08,Saturday,5736.81537,imputed from 2741,
2006-07-09,Sunday,5736.81537,imputed from 2742,
2006-07-10,Monday,5769.02545,,
2006-07-11,Tuesday,5692.4398,,
2006-07-12,Wednesday,5707.32173,,
2006-07-13,Thursday,5584.11056,,
2006-07-14,Friday,5495.04795,,start
2006-07-15,Saturday,5495.04795,imputed from 2748,
2006-07-16,Sunday,5495.04795,imputed from 2749,
2006-07-17,Monday,5482.54621,,
2006-07-18,Tuesday,5476.04071,,
2006-07-19,Wednesday,5630.56717,,
2006-07-20,Thursday,5654.02856,,
2006-07-21,Friday,5594.02259,,start
2006-07-22,Saturday,5594.02259,imputed from 2755,
2006-07-23,Sunday,5594.02259,imputed from 2756,
2006-07-24,Monday,5727.40468,,
2006-07-25,Tuesday,5733.32194,,
2006-07-26,Wednesday,5753.29966,,
2006-07-27,Thursday,5805.73811,,
2006-07-28,Friday,5851.14524,,start
2006-07-29,Saturday,5851.14524,imputed from 2762,
2006-07-30,Sunday,5851.14524,imputed from 2763,
2006-07-31,Monday,5809.03107,,
2006-08-01,Tuesday,5740.15754,,
2006-08-02,Wednesday,5831.15883,,
2006-08-03,Thursday,5796.41671,,
2006-08-04,Friday,5859.198,,start
2006-08-05,Saturday,5859.198,imputed from 2769,
2006-08-06,Sunday,5859.198,imputed from 2770,
2006-08-07,Monday,5763.94271,,
2006-08-08,Tuesday,5783.90645,,
2006-08-09,Wednesday,5854.51874,,
2006-08-10,Thursday,5817.80274,,
2006-08-11,Friday,5826.0313,,start
2006-08-12,Saturday,5826.0313,imputed from 2776,
2006-08-13,Sunday,5826.0313,imputed from 2777,
2006-08-14,Monday,5890.97516,,
2006-08-15,Tuesday,5984.89681,,
2006-08-16,Wednesday,5995.52181,,
2006-08-17,Thursday,6023.03926,,
2006-08-18,Friday,6003.11346,,start
2006-08-19,Saturday,6003.11346,imputed from 2783,
2006-08-20,Sunday,6003.11346,imputed from 2784,
2006-08-21,Monday,5970.98749,,
2006-08-22,Tuesday,6005.87663,,
2006-08-23,Wednesday,5956.5955,,
2006-08-24,Thursday,5989.64476,,
2006-08-25,Friday,5984.86746,,start
2006-08-26,Saturday,5984.86746,imputed from 2790,
2006-08-27,Sunday,5984.86746,imputed from 2791,
2006-08-28,Monday,6028.46353,,
2006-08-29,Tuesday,6014.56214,,
2006-08-30,Wednesday,6030.48877,,
2006-08-31,Thursday,6011.72051,,
2006-09-01,Friday,6038.37898,,start
2006-09-02,Saturday,6038.37898,imputed from 2797,
2006-09-03,Sunday,6038.37898,imputed from 2798,
2006-09-04,Monday,6072.52958,,
2006-09-05,Tuesday,6038.70687,,
2006-09-06,Wednesday,5977.85261,,
2006-09-07,Thursday,5919.7804,,
2006-09-08,Friday,5934.59543,,start
2006-09-09,Saturday,5934.59543,imputed from 2804,
2006-09-10,Sunday,5934.59543,imputed from 2805,
2006-09-11,Monday,5921.56067,,
2006-09-12,Tuesday,6004.72576,,
2006-09-13,Wednesday,6038.85,,
2006-09-14,Thursday,6075.56694,,
2006-09-15,Friday,6083.06389,,start
2006-09-16,Saturday,6083.06389,imputed from 2811,
2006-09-17,Sunday,6083.06389,imputed from 2812,
2006-09-18,Monday,6077.23294,,
2006-09-19,Tuesday,6022.04759,,
2006-09-20,Wednesday,6122.49766,,
2006-09-21,Thursday,6167.7681,,
2006-09-22,Friday,6042.1536,,start
2006-09-23,Saturday,6042.1536,imputed from 2818,
2006-09-24,Sunday,6042.1536,imputed from 2819,
2006-09-25,Monday,6056.07569,,
2006-09-26,Tuesday,6131.61071,,
2006-09-27,Wednesday,6181.14174,,
2006-09-28,Thursday,6192.60313,,
2006-09-29,Friday,6206.52896,,start
2006-09-30,Saturday,6206.52896,imputed from 2825,
2006-10-01,Sunday,6206.52896,imputed from 2826,
2006-10-02,Monday,6183.74982,,
2006-10-03,Tuesday,6174.54809,,
2006-10-04,Wednesday,6238.87167,,
2006-10-05,Thursday,6282.47891,,
2006-10-06,Friday,6277.58622,,start
2006-10-07,Saturday,6277.58622,imputed from 2832,
2006-10-08,Sunday,6277.58622,imputed from 2833,
2006-10-09,Monday,6280.76263,,
2006-10-10,Tuesday,6321.32985,,
2006-10-11,Wednesday,6341.83906,,
2006-10-12,Thursday,6391.36589,,
2006-10-13,Friday,6390.39551,,start
2006-10-14,Saturday,6390.39551,imputed from 2839,
2006-10-15,Sunday,6390.39551,imputed from 2840,
2006-10-16,Monday,6385.01082,,
2006-10-17,Tuesday,6290.51887,,
2006-10-18,Wednesday,6371.77651,,
2006-10-19,Thursday,6350.09235,,
2006-10-20,Friday,6361.86248,,start
2006-10-21,Saturday,6361.86248,imputed from 2846,
2006-10-22,Sunday,6361.86248,imputed from 2847,
2006-10-23,Monday,6406.35846,,
2006-10-24,Tuesday,6400.60913,,
2006-10-25,Wednesday,6417.58856,,
2006-10-26,Thursday,6419.98513,,
2006-10-27,Friday,6396.97021,,start
2006-10-28,Saturday,6396.97021,imputed from 2853,
2006-10-29,Sunday,6396.97021,imputed from 2854,
2006-10-30,Monday,6372.43637,,
2006-10-31,Tuesday,6363.68074,,
2006-11-01,Wednesday,6385.78555,,
2006-11-02,Thursday,6335.48407,,
2006-11-03,Friday,6373.40577,,start
2006-11-04,Saturday,6373.40577,imputed from 2860,
2006-11-05,Sunday,6373.40577,imputed from 2861,
2006-11-06,Monday,6477.28936,,
2006-11-07,Tuesday,6511.19077,,
2006-11-08,Wednesday,6513.25357,,
2006-11-09,Thursday,6501.33234,,
2006-11-10,Friday,6485.59213,,start
2006-11-11,Saturday,6485.59213,imputed from 2867,
2006-11-12,Sunday,6485.59213,imputed from 2868,
2006-11-13,Monday,6530.45293,,
2006-11-14,Tuesday,6519.60601,,
2006-11-15,Wednesday,6569.50621,,
2006-11-16,Thursday,6573.0213,,
2006-11-17,Friday,6522.13354,,start
2006-11-18,Saturday,6522.13354,imputed from 2874,
2006-11-19,Sunday,6522.13354,imputed from 2875,
2006-11-20,Monday,6542.02881,,
2006-11-21,Tuesday,6545.10568,,
2006-11-22,Wednesday,6512.74028,,
2006-11-23,Thursday,6489.26453,,
2006-11-24,Friday,6421.68374,,start
2006-11-25,Saturday,6421.68374,imputed from 2881,
2006-11-26,Sunday,6421.68374,imputed from 2882,
2006-11-27,Monday,6322.63202,,
2006-11-28,Tuesday,6318.30055,,
2006-11-29,Wednesday,6408.40813,,
2006-11-30,Thursday,6339.62128,,
2006-12-01,Friday,6262.22926,,start
2006-12-02,Saturday,6262.22926,imputed from 2888,
2006-12-03,Sunday,6262.22926,imputed from 2889,
2006-12-04,Monday,6317.28305,,
2006-12-05,Tuesday,6370.26529,,
2006-12-06,Wednesday,6367.39513,,
2006-12-07,Thursday,6390.56605,,
2006-12-08,Friday,6394.04622,,start
2006-12-09,Saturday,6394.04622,imputed from 2895,
2006-12-10,Sunday,6394.04622,imputed from 2896,
2006-12-11,Monday,6454.54699,,
2006-12-12,Tuesday,6468.79225,,
2006-12-13,Wednesday,6532.09448,,
2006-12-14,Thursday,6630.35021,,
2006-12-15,Friday,6657.85109,,start
2006-12-16,Saturday,6657.85109,imputed from 2902,
2006-12-17,Sunday,6657.85109,imputed from 2903,
2006-12-18,Monday,6654.54265,,
2006-12-19,Tuesday,6618.80809,,
2006-12-20,Wednesday,6656.75909,,
2006-12-21,Thursday,6636.00559,,
2006-12-22,Friday,6567.5713,,start
2006-12-23,Saturday,6567.5713,imputed from 2909,
2006-12-24,Sunday,6567.5713,imputed from 2910,
2006-12-25,Monday,6567.5713,imputed from 2911,
2006-12-26,Tuesday,6567.5713,imputed from 2912,
2006-12-27,Wednesday,6687.94758,,
2006-12-28,Thursday,6679.8907,,
2006-12-29,Friday,6688.85411,,start
2006-12-30,Saturday,6688.85411,imputed from 2916,
2006-12-31,Sunday,6688.85411,imputed from 2917,
2007-01-01,Monday,6688.85411,imputed from 2918,
2007-01-02,Tuesday,6775.46323,,
2007-01-03,Wednesday,6810.11997,,
2007-01-04,Thursday,6777.01279,,
2007-01-05,Friday,6677.31856,,start
2007-01-06,Saturday,6677.31856,imputed from 2923,
2007-01-07,Sunday,6677.31856,imputed from 2924,
2007-01-08,Monday,6667.07614,,
2007-01-09,Tuesday,6697.15579,,
2007-01-10,Wednesday,6632.59498,,
2007-01-11,Thursday,6745.48093,,
2007-01-12,Friday,6768.38466,,start
2007-01-13,Saturday,6768.38466,imputed from 2930,
2007-01-14,Sunday,6768.38466,imputed from 2931,
2007-01-15,Monday,6802.7064,,
2007-01-16,Tuesday,6753.34666,,
2007-01-17,Wednesday,6720.60002,,
2007-01-18,Thursday,6718.37013,,
2007-01-19,Friday,6778.97812,,start
2007-01-20,Saturday,6778.97812,imputed from 2937,
2007-01-21,Sunday,6778.97812,imputed from 2938,
2007-01-22,Monday,6723.76044,,
2007-01-23,Tuesday,6710.82572,,
2007-01-24,Wednesday,6804.56096,,
2007-01-25,Thursday,6766.13576,,
2007-01-26,Friday,6745.96801,,start
2007-01-27,Saturday,6745.96801,imputed from 2944,
2007-01-28,Sunday,6745.96801,imputed from 2945,
2007-01-29,Monday,6793.92933,,
2007-01-30,Tuesday,6837.61811,,
2007-01-31,Wednesday,6796.52343,,
2007-02-01,Thursday,6846.88269,,
2007-02-02,Friday,6867.68708,,start
2007-02-03,Saturday,6867.68708,imputed from 2951,
2007-02-04,Sunday,6867.68708,imputed from 2952,
2007-02-05,Monday,6851.09582,,
2007-02-06,Tuesday,6833.21464,,
2007-02-07,Wednesday,6882.10222,,
2007-02-08,Thursday,6894.64341,,
2007-02-09,Friday,6922.27773,,start
2007-02-10,Saturday,6922.27773,imputed from 2958,
2007-02-11,Sunday,6922.27773,imputed from 2959,
2007-02-12,Monday,6862.47822,,
2007-02-13,Tuesday,6908.98998,,
2007-02-14,Wednesday,6963.4173,,
2007-02-15,Thursday,6932.24468,,
2007-02-16,Friday,6898.43173,,start
2007-02-17,Saturday,6898.43173,imputed from 2965,
2007-02-18,Sunday,6898.43173,imputed from 2966,
2007-02-19,Monday,6933.53679,,
2007-02-20,Tuesday,6917.55204,,
2007-02-21,Wednesday,6898.80635,,
2007-02-22,Thursday,6907.42425,,
2007-02-23,Friday,6892.53076,,start
2007-02-24,Saturday,6892.53076,imputed from 2972,
2007-02-25,Sunday,6892.53076,imputed from 2973,
2007-02-26,Monday,6939.10325,,
2007-02-27,Tuesday,6723.09463,,
2007-02-28,Wednesday,6601.00561,,
2007-03-01,Thursday,6508.08893,,
2007-03-02,Friday,6451.32334,,start
2007-03-03,Saturday,6451.32334,imputed from 2979,
2007-03-04,Sunday,6451.32334,imputed from 2980,
2007-03-05,Monday,6381.31858,,
2007-03-06,Tuesday,6444.88085,,
2007-03-07,Wednesday,6461.12602,,
2007-03-08,Thursday,6569.28488,,
2007-03-09,Friday,6617.10684,,start
