date,weekday,VG1_Index_PX-LAST-CHF,imputed,VG1_Index_start
1999-01-04,Monday,,,excluded
1999-01-05,Tuesday,,,excluded
1999-01-06,Wednesday,,,excluded
1999-01-07,Thursday,,,excluded
1999-01-08,Friday,5935.50735,,start
1999-01-09,Saturday,5935.50735,imputed from 4,
1999-01-10,Sunday,5935.50735,imputed from 5,
1999-01-11,Monday,5747.65841,,
1999-01-12,Tuesday,5651.61405,,
1999-01-13,Wednesday,5428.58358,,
1999-01-14,Thursday,5365.44443,,
1999-01-15,Friday,5581.84785,,start
1999-01-16,Saturday,5581.84785,imputed from 11,
1999-01-17,Sunday,5581.84785,imputed from 12,
1999-01-18,Monday,5687.3698,,
1999-01-19,Tuesday,5666.155,,
1999-01-20,Wednesday,5851.66023,,
1999-01-21,Thursday,5767.22195,,
1999-01-22,Friday,5486.45674,,start
1999-01-23,Saturday,5486.45674,imputed from 18,
1999-01-24,Sunday,5486.45674,imputed from 19,
1999-01-25,Monday,5503.32487,,
1999-01-26,Tuesday,5553.18437,,
1999-01-27,Wednesday,5618.09158,,
1999-01-28,Thursday,5719.94435,,
1999-01-29,Friday,5765.42801,,start
1999-01-30,Saturday,5765.42801,imputed from 25,
1999-01-31,Sunday,5765.42801,imputed from 26,
1999-02-01,Monday,5849.33374,,
1999-02-02,Tuesday,5688.41533,,
1999-02-03,Wednesday,5603.6767,,
1999-02-04,Thursday,5583.62214,,
1999-02-05,Friday,5610.3794,,start
1999-02-06,Saturday,5610.3794,imputed from 32,
1999-02-07,Sunday,5610.3794,imputed from 33,
1999-02-08,Monday,5558.40775,,
1999-02-09,Tuesday,5400.16096,,
1999-02-10,Wednesday,5306.4618,,
1999-02-11,Thursday,5424.15296,,
1999-02-12,Friday,5465.87177,,start
1999-02-13,Saturday,5465.87177,imputed from 39,
1999-02-14,Sunday,5465.87177,imputed from 40,
1999-02-15,Monday,5478.73961,,
1999-02-16,Tuesday,5447.72355,,
1999-02-17,Wednesday,5374.93784,,
1999-02-18,Thursday,5411.87074,,
1999-02-19,Friday,5466.91705,,start
1999-02-20,Saturday,5466.91705,imputed from 46,
1999-02-21,Sunday,5466.91705,imputed from 47,
1999-02-22,Monday,5564.60794,,
1999-02-23,Tuesday,5657.66809,,
1999-02-24,Wednesday,5698.41082,,
1999-02-25,Thursday,5530.9476,,
1999-02-26,Friday,5576.95288,,start
1999-02-27,Saturday,5576.95288,imputed from 53,
1999-02-28,Sunday,5576.95288,imputed from 54,
1999-03-01,Monday,5492.04084,,
1999-03-02,Tuesday,5510.97835,,
1999-03-03,Wednesday,5382.91799,,
1999-03-04,Thursday,5463.79775,,
1999-03-05,Friday,5646.77215,,start
1999-03-06,Saturday,5646.77215,imputed from 60,
1999-03-07,Sunday,5646.77215,imputed from 61,
1999-03-08,Monday,5572.57507,,
1999-03-09,Tuesday,5587.803,,
1999-03-10,Wednesday,5577.75845,,
1999-03-11,Thursday,5642.97674,,
1999-03-12,Friday,5728.22085,,start
1999-03-13,Saturday,5728.22085,imputed from 67,
1999-03-14,Sunday,5728.22085,imputed from 68,
1999-03-15,Monday,5747.34428,,
1999-03-16,Tuesday,5772.80328,,
1999-03-17,Wednesday,5718.09307,,
1999-03-18,Thursday,5713.41253,,
1999-03-19,Friday,5824.03849,,start
1999-03-20,Saturday,5824.03849,imputed from 74,
1999-03-21,Sunday,5824.03849,imputed from 75,
1999-03-22,Monday,5767.17147,,
1999-03-23,Tuesday,5592.36155,,
1999-03-24,Wednesday,5507.66885,,
1999-03-25,Thursday,5641.5281,,
1999-03-26,Friday,5557.75073,,start
1999-03-27,Saturday,5557.75073,imputed from 81,
1999-03-28,Sunday,5557.75073,imputed from 82,
1999-03-29,Monday,5642.39835,,
1999-03-30,Tuesday,5636.71371,,
1999-03-31,Wednesday,5662.84974,,
1999-04-01,Thursday,5691.9464,,
1999-04-02,Friday,5691.9464,imputed from 87,start
1999-04-03,Saturday,5691.9464,imputed from 88,
1999-04-04,Sunday,5691.9464,imputed from 89,
1999-04-05,Monday,5691.9464,imputed from 90,
1999-04-06,Tuesday,5856.71071,,
1999-04-07,Wednesday,5767.69714,,
1999-04-08,Thursday,5830.04017,,
1999-04-09,Friday,5865.25976,,start
1999-04-10,Saturday,5865.25976,imputed from 95,
1999-04-11,Sunday,5865.25976,imputed from 96,
1999-04-12,Monday,5901.86004,,
1999-04-13,Tuesday,5911.43776,,
1999-04-14,Wednesday,5911.01631,,
1999-04-15,Thursday,5770.17028,,
1999-04-16,Friday,5826.37516,,start
1999-04-17,Saturday,5826.37516,imputed from 102,
1999-04-18,Sunday,5826.37516,imputed from 103,
1999-04-19,Monday,5922.00653,,
1999-04-20,Tuesday,5766.53256,,
1999-04-21,Wednesday,5790.11108,,
1999-04-22,Thursday,5846.53979,,
1999-04-23,Friday,5843.60308,,start
1999-04-24,Saturday,5843.60308,imputed from 109,
1999-04-25,Sunday,5843.60308,imputed from 110,
1999-04-26,Monday,5879.594,,
1999-04-27,Tuesday,5986.57668,,
1999-04-28,Wednesday,5970.33667,,
1999-04-29,Thursday,5961.31318,,
1999-04-30,Friday,6028.14595,,start
1999-05-01,Saturday,6028.14595,imputed from 116,
1999-05-02,Sunday,6028.14595,imputed from 117,
1999-05-03,Monday,6046.94798,,
1999-05-04,Tuesday,6010.98343,,
1999-05-05,Wednesday,5916.47157,,
1999-05-06,Thursday,5912.70092,,
1999-05-07,Friday,5886.13474,,start
1999-05-08,Saturday,5886.13474,imputed from 123,
1999-05-09,Sunday,5886.13474,imputed from 124,
1999-05-10,Monday,5896.39299,,
1999-05-11,Tuesday,5941.50479,,
1999-05-12,Wednesday,5874.18841,,
1999-05-13,Thursday,5874.18841,imputed from 128,
1999-05-14,Friday,5808.70302,,start
1999-05-15,Saturday,5808.70302,imputed from 130,
1999-05-16,Sunday,5808.70302,imputed from 131,
1999-05-17,Monday,5700.93266,,
1999-05-18,Tuesday,5765.78898,,
1999-05-19,Wednesday,5820.31692,,
1999-05-20,Thursday,5898.48434,,
1999-05-21,Friday,5907.59093,,start
1999-05-22,Saturday,5907.59093,imputed from 137,
1999-05-23,Sunday,5907.59093,imputed from 138,
1999-05-24,Monday,5907.59093,imputed from 139,
1999-05-25,Tuesday,5792.99994,,
1999-05-26,Wednesday,5777.80967,,
1999-05-27,Thursday,5704.06776,,
1999-05-28,Friday,5722.1094,,start
1999-05-29,Saturday,5722.1094,imputed from 144,
1999-05-30,Sunday,5722.1094,imputed from 145,
1999-05-31,Monday,5766.07767,,
1999-06-01,Tuesday,5743.22631,,
1999-06-02,Wednesday,5759.53742,,
1999-06-03,Thursday,5759.53742,imputed from 149,
1999-06-04,Friday,5847.26976,,start
1999-06-05,Saturday,5847.26976,imputed from 151,
1999-06-06,Sunday,5847.26976,imputed from 152,
1999-06-07,Monday,5907.10566,,
1999-06-08,Tuesday,5934.35552,,
1999-06-09,Wednesday,5959.89541,,
1999-06-10,Thursday,5910.34204,,
1999-06-11,Friday,5998.23159,,start
1999-06-12,Saturday,5998.23159,imputed from 158,
1999-06-13,Sunday,5998.23159,imputed from 159,
1999-06-14,Monday,5943.22796,,
1999-06-15,Tuesday,5970.16612,,
1999-06-16,Wednesday,6023.79432,,
1999-06-17,Thursday,6098.62497,,
1999-06-18,Friday,6137.56877,,start
1999-06-19,Saturday,6137.56877,imputed from 165,
1999-06-20,Sunday,6137.56877,imputed from 166,
1999-06-21,Monday,6219.92821,,
1999-06-22,Tuesday,6191.42755,,
1999-06-23,Wednesday,6106.43112,,
1999-06-24,Thursday,6024.54803,,
1999-06-25,Friday,6041.06156,,start
1999-06-26,Saturday,6041.06156,imputed from 172,
1999-06-27,Sunday,6041.06156,imputed from 173,
1999-06-28,Monday,6052.58877,,
1999-06-29,Tuesday,6085.51659,,
1999-06-30,Wednesday,6095.40702,,
1999-07-01,Thursday,6231.80836,,
1999-07-02,Friday,6287.13292,,start
1999-07-03,Saturday,6287.13292,imputed from 179,
1999-07-04,Sunday,6287.13292,imputed from 180,
1999-07-05,Monday,6407.11547,,
1999-07-06,Tuesday,6395.52513,,
1999-07-07,Wednesday,6367.49223,,
1999-07-08,Thursday,6347.99785,,
1999-07-09,Friday,6385.35335,,start
1999-07-10,Saturday,6385.35335,imputed from 186,
1999-07-11,Sunday,6385.35335,imputed from 187,
1999-07-12,Monday,6380.30891,,
1999-07-13,Tuesday,6282.75579,,
1999-07-14,Wednesday,6300.62228,,
1999-07-15,Thursday,6356.86417,,
1999-07-16,Friday,6350.57124,,start
1999-07-17,Saturday,6350.57124,imputed from 193,
1999-07-18,Sunday,6350.57124,imputed from 194,
1999-07-19,Monday,6333.62292,,
1999-07-20,Tuesday,6201.87147,,
1999-07-21,Wednesday,6095.75285,,
1999-07-22,Thursday,6070.20731,,
1999-07-23,Friday,5969.86017,,start
1999-07-24,Saturday,5969.86017,imputed from 200,
1999-07-25,Sunday,5969.86017,imputed from 201,
1999-07-26,Monday,5907.88102,,
1999-07-27,Tuesday,5895.80632,,
1999-07-28,Wednesday,5892.31059,,
1999-07-29,Thursday,5698.52603,,
1999-07-30,Friday,5805.00413,,start
1999-07-31,Saturday,5805.00413,imputed from 207,
1999-08-01,Sunday,5805.00413,imputed from 208,
1999-08-02,Monday,5839.27387,,
1999-08-03,Tuesday,5780.44114,,
1999-08-04,Wednesday,5763.8061,,
1999-08-05,Thursday,5605.24648,,
1999-08-06,Friday,5653.48918,,start
1999-08-07,Saturday,5653.48918,imputed from 214,
1999-08-08,Sunday,5653.48918,imputed from 215,
1999-08-09,Monday,5765.7366,,
1999-08-10,Tuesday,5657.46732,,
1999-08-11,Wednesday,5669.07565,,
1999-08-12,Thursday,5844.52807,,
1999-08-13,Friday,5992.73056,,start
1999-08-14,Saturday,5992.73056,imputed from 221,
1999-08-15,Sunday,5992.73056,imputed from 222,
1999-08-16,Monday,5970.07371,,
1999-08-17,Tuesday,6014.11539,,
1999-08-18,Wednesday,5989.42013,,
1999-08-19,Thursday,5885.10384,,
1999-08-20,Friday,5927.99637,,start
1999-08-21,Saturday,5927.99637,imputed from 228,
1999-08-22,Sunday,5927.99637,imputed from 229,
1999-08-23,Monday,6028.66702,,
1999-08-24,Tuesday,6079.58567,,
1999-08-25,Wednesday,6202.12239,,
1999-08-26,Thursday,6176.71509,,
1999-08-27,Friday,6187.131,,start
1999-08-28,Saturday,6187.131,imputed from 235,
1999-08-29,Sunday,6187.131,imputed from 236,
1999-08-30,Monday,6153.54839,,
1999-08-31,Tuesday,6027.59511,,
1999-09-01,Wednesday,6083.21804,,
1999-09-02,Thursday,5930.49075,,
1999-09-03,Friday,6105.59692,,start
1999-09-04,Saturday,6105.59692,imputed from 242,
1999-09-05,Sunday,6105.59692,imputed from 243,
1999-09-06,Monday,6158.60317,,
1999-09-07,Tuesday,6120.20573,,
1999-09-08,Wednesday,6123.83004,,
1999-09-09,Thursday,6182.43037,,
1999-09-10,Friday,6260.43409,,start
1999-09-11,Saturday,6260.43409,imputed from 249,
1999-09-12,Sunday,6260.43409,imputed from 250,
1999-09-13,Monday,6195.97812,,
1999-09-14,Tuesday,6127.73721,,
1999-09-15,Wednesday,6066.06878,,
1999-09-16,Thursday,6097.10102,,
1999-09-17,Friday,6093.89863,,start
1999-09-18,Saturday,6093.89863,imputed from 256,
1999-09-19,Sunday,6093.89863,imputed from 257,
1999-09-20,Monday,6107.34099,,
1999-09-21,Tuesday,6001.84218,,
1999-09-22,Wednesday,6026.64934,,
1999-09-23,Thursday,6026.31744,,
1999-09-24,Friday,5932.27265,,start
1999-09-25,Saturday,5932.27265,imputed from 263,
1999-09-26,Sunday,5932.27265,imputed from 264,
1999-09-27,Monday,6014.34225,,
1999-09-28,Tuesday,5928.99804,,
1999-09-29,Wednesday,5894.07275,,
1999-09-30,Thursday,5877.86261,,
1999-10-01,Friday,5811.93546,,start
1999-10-02,Saturday,5811.93546,imputed from 270,
1999-10-03,Sunday,5811.93546,imputed from 271,
1999-10-04,Monday,5950.16036,,
1999-10-05,Tuesday,5976.28305,,
1999-10-06,Wednesday,5993.37509,,
1999-10-07,Thursday,6068.67967,,
1999-10-08,Friday,6073.99319,,start
1999-10-09,Saturday,6073.99319,imputed from 277,
1999-10-10,Sunday,6073.99319,imputed from 278,
1999-10-11,Monday,6089.12368,,
1999-10-12,Tuesday,6072.53135,,
1999-10-13,Wednesday,5938.0897,,
1999-10-14,Thursday,5906.35154,,
1999-10-15,Friday,5786.34422,,start
1999-10-16,Saturday,5786.34422,imputed from 284,
1999-10-17,Sunday,5786.34422,imputed from 285,
1999-10-18,Monday,5750.04584,,
1999-10-19,Tuesday,5921.78898,,
1999-10-20,Wednesday,5924.2241,,
1999-10-21,Thursday,5898.97392,,
1999-10-22,Friday,6076.74926,,start
1999-10-23,Saturday,6076.74926,imputed from 291,
1999-10-24,Sunday,6076.74926,imputed from 292,
1999-10-25,Monday,6020.31876,,
1999-10-26,Tuesday,6100.1737,,
1999-10-27,Wednesday,6070.9177,,
1999-10-28,Thursday,6260.95152,,
1999-10-29,Friday,6318.54054,,start
1999-10-30,Saturday,6318.54054,imputed from 298,
1999-10-31,Sunday,6318.54054,imputed from 299,
1999-11-01,Monday,6322.73779,,
1999-11-02,Tuesday,6334.50049,,
1999-11-03,Wednesday,6369.96452,,
1999-11-04,Thursday,6471.45826,,
1999-11-05,Friday,6511.66147,,start
1999-11-06,Saturday,6511.66147,imputed from 305,
1999-11-07,Sunday,6511.66147,imputed from 306,
1999-11-08,Monday,6493.34314,,
1999-11-09,Tuesday,6522.35666,,
1999-11-10,Wednesday,6542.3705,,
1999-11-11,Thursday,6648.75582,,
1999-11-12,Friday,6647.32955,,start
1999-11-13,Saturday,6647.32955,imputed from 312,
1999-11-14,Sunday,6647.32955,imputed from 313,
1999-11-15,Monday,6727.26579,,
1999-11-16,Tuesday,6754.5571,,
1999-11-17,Wednesday,6809.82488,,
1999-11-18,Thursday,6873.2966,,
1999-11-19,Friday,6899.81593,,start
1999-11-20,Saturday,6899.81593,imputed from 319,
1999-11-21,Sunday,6899.81593,imputed from 320,
1999-11-22,Monday,6753.62731,,
1999-11-23,Tuesday,6780.65896,,
1999-11-24,Wednesday,6776.84069,,
1999-11-25,Thursday,6976.59255,,
1999-11-26,Friday,7037.39506,,start
1999-11-27,Saturday,7037.39506,imputed from 326,
1999-11-28,Sunday,7037.39506,imputed from 327,
1999-11-29,Monday,6994.92737,,
1999-11-30,Tuesday,6959.79336,,
1999-12-01,Wednesday,6959.10499,,
1999-12-02,Thursday,6960.08962,,
1999-12-03,Friday,7094.17085,,start
1999-12-04,Saturday,7094.17085,imputed from 333,
1999-12-05,Sunday,7094.17085,imputed from 334,
1999-12-06,Monday,7204.13417,,
1999-12-07,Tuesday,7198.16765,,
1999-12-08,Wednesday,7216.87205,,
1999-12-09,Thursday,7240.67155,,
1999-12-10,Friday,7130.65397,,start
1999-12-11,Saturday,7130.65397,imputed from 340,
1999-12-12,Sunday,7130.65397,imputed from 341,
1999-12-13,Monday,7190.59067,,
1999-12-14,Tuesday,7224.76376,,
1999-12-15,Wednesday,7173.45558,,
1999-12-16,Thursday,7307.70885,,
1999-12-17,Friday,7387.06715,,start
1999-12-18,Saturday,7387.06715,imputed from 347,
1999-12-19,Sunday,7387.06715,imputed from 348,
1999-12-20,Monday,7424.12092,,
1999-12-21,Tuesday,7341.12845,,
1999-12-22,Wednesday,7503.53977,,
1999-12-23,Thursday,7684.81903,,
1999-12-24,Friday,7684.81903,imputed from 353,start
1999-12-25,Saturday,7684.81903,imputed from 354,
1999-12-26,Sunday,7684.81903,imputed from 355,
1999-12-27,Monday,7745.04353,,
1999-12-28,Tuesday,7710.50094,,
1999-12-29,Wednesday,7792.63844,,
1999-12-30,Thursday,7959.95854,,
1999-12-31,Friday,7959.95854,imputed from 360,start
2000-01-01,Saturday,7959.95854,imputed from 361,
2000-01-02,Sunday,7959.95854,imputed from 362,
2000-01-03,Monday,7797.90898,,
2000-01-04,Tuesday,7497.8607,,
2000-01-05,Wednesday,7317.64909,,
2000-01-06,Thursday,7277.8665,,
2000-01-07,Friday,7533.23898,,start
2000-01-08,Saturday,7533.23898,imputed from 368,
2000-01-09,Sunday,7533.23898,imputed from 369,
2000-01-10,Monday,7640.97565,,
2000-01-11,Tuesday,7582.87937,,
2000-01-12,Wednesday,7514.94565,,
2000-01-13,Thursday,7596.85044,,
2000-01-14,Friday,7906.51374,,start
2000-01-15,Saturday,7906.51374,imputed from 375,
2000-01-16,Sunday,7906.51374,imputed from 376,
2000-01-17,Monday,7954.64958,,
2000-01-18,Tuesday,7707.11409,,
2000-01-19,Wednesday,7699.83769,,
2000-01-20,Thursday,7726.66215,,
2000-01-21,Friday,7586.99201,,start
2000-01-22,Saturday,7586.99201,imputed from 382,
2000-01-23,Sunday,7586.99201,imputed from 383,
2000-01-24,Monday,7581.66306,,
2000-01-25,Tuesday,7567.731,,
2000-01-26,Wednesday,7632.56856,,
2000-01-27,Thursday,7795.37283,,
2000-01-28,Friday,7673.41115,,start
2000-01-29,Saturday,7673.41115,imputed from 389,
2000-01-30,Sunday,7673.41115,imputed from 390,
2000-01-31,Monday,7541.37503,,
2000-02-01,Tuesday,7775.2401,,
2000-02-02,Wednesday,7931.7152,,
2000-02-03,Thursday,8124.08708,,
2000-02-04,Friday,8228.07291,,start
2000-02-05,Saturday,8228.07291,imputed from 396,
2000-02-06,Sunday,8228.07291,imputed from 397,
2000-02-07,Monday,8123.24977,,
2000-02-08,Tuesday,8347.73524,,
2000-02-09,Wednesday,8322.96671,,
2000-02-10,Thursday,8318.20299,,
2000-02-11,Friday,8457.53068,,start
2000-02-12,Saturday,8457.53068,imputed from 403,
2000-02-13,Sunday,8457.53068,imputed from 404,
2000-02-14,Monday,8283.39465,,
2000-02-15,Tuesday,8101.09173,,
2000-02-16,Wednesday,8186.58979,,
2000-02-17,Thursday,8229.01335,,
2000-02-18,Friday,8211.35816,,start
2000-02-19,Saturday,8211.35816,imputed from 410,
2000-02-20,Sunday,8211.35816,imputed from 411,
2000-02-21,Monday,8100.13604,,
2000-02-22,Tuesday,8155.22137,,
2000-02-23,Wednesday,8226.59014,,
2000-02-24,Thursday,8197.16697,,
2000-02-25,Friday,8429.91281,,start
2000-02-26,Saturday,8429.91281,imputed from 417,
2000-02-27,Sunday,8429.91281,imputed from 418,
2000-02-28,Monday,8231.5413,,
2000-02-29,Tuesday,8371.03683,,
2000-03-01,Wednesday,8439.87375,,
2000-03-02,Thursday,8721.26472,,
2000-03-03,Friday,8787.11229,,start
2000-03-04,Saturday,8787.11229,imputed from 424,
2000-03-05,Sunday,8787.11229,imputed from 425,
2000-03-06,Monday,8803.45871,,
2000-03-07,Tuesday,8719.35555,,
2000-03-08,Wednesday,8615.99372,,
2000-03-09,Thursday,8615.71179,,
2000-03-10,Friday,8727.52495,,start
2000-03-11,Saturday,8727.52495,imputed from 431,
2000-03-12,Sunday,8727.52495,imputed from 432,
2000-03-13,Monday,8421.45303,,
2000-03-14,Tuesday,8430.32711,,
2000-03-15,Wednesday,8194.43402,,
2000-03-16,Thursday,8341.80246,,
2000-03-17,Friday,8411.52225,,start
2000-03-18,Saturday,8411.52225,imputed from 438,
2000-03-19,Sunday,8411.52225,imputed from 439,
2000-03-20,Monday,8559.25697,,
2000-03-21,Tuesday,8527.021,,
2000-03-22,Wednesday,8478.83067,,
2000-03-23,Thursday,8435.50455,,
2000-03-24,Friday,8546.22677,,start
2000-03-25,Saturday,8546.22677,imputed from 445,
2000-03-26,Sunday,8546.22677,imputed from 446,
2000-03-27,Monday,8559.55672,,
2000-03-28,Tuesday,8625.44526,,
2000-03-29,Wednesday,8626.05518,,
2000-03-30,Thursday,8331.97122,,
2000-03-31,Friday,8329.15942,,start
2000-04-01,Saturday,8329.15942,imputed from 452,
2000-04-02,Sunday,8329.15942,imputed from 453,
2000-04-03,Monday,8118.68978,,
2000-04-04,Tuesday,8194.01201,,
2000-04-05,Wednesday,7933.44388,,
2000-04-06,Thursday,8156.39151,,
2000-04-07,Friday,8268.99556,,start
2000-04-08,Saturday,8268.99556,imputed from 459,
2000-04-09,Sunday,8268.99556,imputed from 460,
2000-04-10,Monday,8340.35353,,
2000-04-11,Tuesday,8106.90206,,
2000-04-12,Wednesday,8143.56296,,
2000-04-13,Thursday,8158.88413,,
2000-04-14,Friday,7837.8942,,start
2000-04-15,Saturday,7837.8942,imputed from 466,
2000-04-16,Sunday,7837.8942,imputed from 467,
2000-04-17,Monday,7842.172,,
2000-04-18,Tuesday,8002.14559,,
2000-04-19,Wednesday,7937.67867,,
2000-04-20,Thursday,8056.69383,,
2000-04-21,Friday,8056.69383,imputed from 472,start
2000-04-22,Saturday,8056.69383,imputed from 473,
2000-04-23,Sunday,8056.69383,imputed from 474,
2000-04-24,Monday,8056.69383,imputed from 475,
2000-04-25,Tuesday,8141.84988,,
2000-04-26,Wednesday,8228.85849,,
2000-04-27,Thursday,8099.12543,,
2000-04-28,Friday,8314.95583,,start
2000-04-29,Saturday,8314.95583,imputed from 480,
2000-04-30,Sunday,8314.95583,imputed from 481,
2000-05-01,Monday,8314.95583,imputed from 482,
2000-05-02,Tuesday,8492.02593,,
2000-05-03,Wednesday,8157.47825,,
2000-05-04,Thursday,8202.03209,,
2000-05-05,Friday,8293.3965,,start
2000-05-06,Saturday,8293.3965,imputed from 487,
2000-05-07,Sunday,8293.3965,imputed from 488,
2000-05-08,Monday,8162.41731,,
2000-05-09,Tuesday,8025.99744,,
2000-05-10,Wednesday,7886.72551,,
2000-05-11,Thursday,8081.22695,,
2000-05-12,Friday,8152.61093,,start
2000-05-13,Saturday,8152.61093,imputed from 494,
2000-05-14,Sunday,8152.61093,imputed from 495,
2000-05-15,Monday,8076.97269,,
2000-05-16,Tuesday,8288.94537,,
2000-05-17,Wednesday,8114.92684,,
2000-05-18,Thursday,8149.48034,,
2000-05-19,Friday,7820.7901,,start
2000-05-20,Saturday,7820.7901,imputed from 501,
2000-05-21,Sunday,7820.7901,imputed from 502,
2000-05-22,Monday,7696.27824,,
2000-05-23,Tuesday,7768.49911,,
2000-05-24,Wednesday,7677.48623,,
2000-05-25,Thursday,7839.48052,,
2000-05-26,Friday,7888.723,,start
2000-05-27,Saturday,7888.723,imputed from 508,
2000-05-28,Sunday,7888.723,imputed from 509,
2000-05-29,Monday,7989.4574,,
2000-05-30,Tuesday,8117.41122,,
2000-05-31,Wednesday,8187.38534,,
2000-06-01,Thursday,8361.52619,,
2000-06-02,Friday,8543.02542,,start
2000-06-03,Saturday,8543.02542,imputed from 515,
2000-06-04,Sunday,8543.02542,imputed from 516,
2000-06-05,Monday,8489.50732,,
2000-06-06,Tuesday,8351.40699,,
2000-06-07,Wednesday,8272.85536,,
2000-06-08,Thursday,8272.79002,,
2000-06-09,Friday,8301.60656,,start
2000-06-10,Saturday,8301.60656,imputed from 522,
2000-06-11,Sunday,8301.60656,imputed from 523,
2000-06-12,Monday,8258.97322,,
2000-06-13,Tuesday,8297.39043,,
2000-06-14,Wednesday,8443.2095,,
2000-06-15,Thursday,8417.27607,,
2000-06-16,Friday,8300.15661,,start
2000-06-17,Saturday,8300.15661,imputed from 529,
2000-06-18,Sunday,8300.15661,imputed from 530,
2000-06-19,Monday,8302.85964,,
2000-06-20,Tuesday,8350.55052,,
2000-06-21,Wednesday,8212.79659,,
2000-06-22,Thursday,8178.13061,,
2000-06-23,Friday,8173.67898,,start
2000-06-24,Saturday,8173.67898,imputed from 536,
2000-06-25,Sunday,8173.67898,imputed from 537,
2000-06-26,Monday,8189.95155,,
2000-06-27,Tuesday,8131.57913,,
2000-06-28,Wednesday,8163.69201,,
2000-06-29,Thursday,7952.58954,,
2000-06-30,Friday,8097.41608,,start
2000-07-01,Saturday,8097.41608,imputed from 543,
2000-07-02,Sunday,8097.41608,imputed from 544,
2000-07-03,Monday,8126.31084,,
2000-07-04,Tuesday,8144.35965,,
2000-07-05,Wednesday,8052.58613,,
2000-07-06,Thursday,8033.9877,,
2000-07-07,Friday,8154.95281,,start
2000-07-08,Saturday,8154.95281,imputed from 550,
2000-07-09,Sunday,8154.95281,imputed from 551,
2000-07-10,Monday,8183.23928,,
2000-07-11,Tuesday,8191.30289,,
2000-07-12,Wednesday,8226.74731,,
2000-07-13,Thursday,8269.30699,,
2000-07-14,Friday,8305.6335,,start
2000-07-15,Saturday,8305.6335,imputed from 557,
2000-07-16,Sunday,8305.6335,imputed from 558,
2000-07-17,Monday,8346.98727,,
2000-07-18,Tuesday,8307.37003,,
2000-07-19,Wednesday,8271.05183,,
2000-07-20,Thursday,8273.00611,,
2000-07-21,Friday,8204.38608,,start
2000-07-22,Saturday,8204.38608,imputed from 564,
2000-07-23,Sunday,8204.38608,imputed from 565,
2000-07-24,Monday,8215.72221,,
2000-07-25,Tuesday,8121.22834,,
2000-07-26,Wednesday,8156.26956,,
2000-07-27,Thursday,7979.14549,,
2000-07-28,Friday,7866.71498,,start
2000-07-29,Saturday,7866.71498,imputed from 571,
2000-07-30,Sunday,7866.71498,imputed from 572,
2000-07-31,Monday,7993.62576,,
2000-08-01,Tuesday,7934.84887,,
2000-08-02,Wednesday,7916.13481,,
2000-08-03,Thursday,7742.12659,,
2000-08-04,Friday,7865.32505,,start
2000-08-05,Saturday,7865.32505,imputed from 578,
2000-08-06,Sunday,7865.32505,imputed from 579,
2000-08-07,Monday,7911.71373,,
2000-08-08,Tuesday,7939.24393,,
2000-08-09,Wednesday,8012.37529,,
2000-08-10,Thursday,8075.18417,,
2000-08-11,Friday,8067.82019,,start
2000-08-12,Saturday,8067.82019,imputed from 585,
2000-08-13,Sunday,8067.82019,imputed from 586,
2000-08-14,Monday,8151.41609,,
2000-08-15,Tuesday,8142.61926,,
2000-08-16,Wednesday,8195.74264,,
2000-08-17,Thursday,8147.92856,,
2000-08-18,Friday,8138.98754,,start
2000-08-19,Saturday,8138.98754,imputed from 592,
2000-08-20,Sunday,8138.98754,imputed from 593,
2000-08-21,Monday,8113.96743,,
2000-08-22,Tuesday,8108.19238,,
2000-08-23,Wednesday,8033.25764,,
2000-08-24,Thursday,7910.37398,,
2000-08-25,Friday,8008.66045,,start
2000-08-26,Saturday,8008.66045,imputed from 599,
2000-08-27,Sunday,8008.66045,imputed from 600,
2000-08-28,Monday,8040.58223,,
2000-08-29,Tuesday,8058.27409,,
2000-08-30,Wednesday,8001.1954,,
2000-08-31,Thursday,7994.3236,,
2000-09-01,Friday,8254.4981,,start
2000-09-02,Saturday,8254.4981,imputed from 606,
2000-09-03,Sunday,8254.4981,imputed from 607,
2000-09-04,Monday,8397.24308,,
2000-09-05,Tuesday,8290.47924,,
2000-09-06,Wednesday,8182.5956,,
2000-09-07,Thursday,8255.1748,,
2000-09-08,Friday,8093.86035,,start
2000-09-09,Saturday,8093.86035,imputed from 613,
2000-09-10,Sunday,8093.86035,imputed from 614,
2000-09-11,Monday,7996.00221,,
2000-09-12,Tuesday,7972.10929,,
2000-09-13,Wednesday,7838.51573,,
2000-09-14,Thursday,8087.27737,,
2000-09-15,Friday,8032.96416,,start
2000-09-16,Saturday,8032.96416,imputed from 620,
2000-09-17,Sunday,8032.96416,imputed from 621,
2000-09-18,Monday,7900.48558,,
2000-09-19,Tuesday,7817.91317,,
2000-09-20,Wednesday,7699.01069,,
2000-09-21,Thursday,7511.33511,,
2000-09-22,Friday,7603.4919,,start
2000-09-23,Saturday,7603.4919,imputed from 627,
2000-09-24,Sunday,7603.4919,imputed from 628,
2000-09-25,Monday,7660.19428,,
2000-09-26,Tuesday,7585.00503,,
2000-09-27,Wednesday,7616.06196,,
2000-09-28,Thursday,7611.70037,,
2000-09-29,Friday,7565.15113,,start
2000-09-30,Saturday,7565.15113,imputed from 634,
2000-10-01,Sunday,7565.15113,imputed from 635,
