date,weekday,WX1_Comdty_PX-LAST,WX1_Comdty_CURRENCY-GBP,WX1_Comdty_PX-LAST-CHF,imputed,WX1_Comdty_start
2012-05-17,Thursday,113.53,1.4941,169.625173,,
2012-05-18,Friday,113.69,1.4864,168.98881599999999,,start
2012-05-19,Saturday,,,168.98881599999999,imputed from 907,
2012-05-20,Sunday,,,168.98881599999999,imputed from 908,
2012-05-21,Monday,113.69,1.4842,168.738698,,
2012-05-22,Tuesday,113.61,1.4926,169.574286,,
2012-05-23,Wednesday,113.89,1.4979,170.595831,,
2012-05-24,Thursday,114.0,1.502,171.228,,
2012-05-25,Friday,114.22,1.5026,171.626972,,start
2012-05-26,Saturday,,,171.626972,imputed from 914,
2012-05-27,Sunday,,,171.626972,imputed from 915,
2012-05-28,Monday,114.13,1.503,171.53739,,
2012-05-29,Tuesday,112.99,1.5025,169.767475,,
2012-05-30,Wednesday,113.35,1.5028,170.34238,,
2012-05-31,Thursday,113.47,1.4963,169.785161,,
2012-06-01,Friday,113.49,1.4842,168.441858,,start
2012-06-02,Saturday,,,168.441858,imputed from 921,
2012-06-03,Sunday,,,168.441858,imputed from 922,
2012-06-04,Monday,113.49,1.4781,167.74956899999998,,
2012-06-05,Tuesday,113.49,1.4836,168.373764,,
2012-06-06,Wednesday,113.21,1.479,167.43759,,
2012-06-07,Thursday,112.93,1.4844,167.633292,,
2012-06-08,Friday,113.17,1.4847,168.023499,,start
2012-06-09,Saturday,,,168.023499,imputed from 928,
2012-06-10,Sunday,,,168.023499,imputed from 929,
2012-06-11,Monday,113.14,1.4899,168.567286,,
2012-06-12,Tuesday,112.91,1.4957,168.879487,,
2012-06-13,Wednesday,112.84,1.4831,167.35300400000003,,
2012-06-14,Thursday,112.86,1.4793,166.953798,,
2012-06-15,Friday,113.23,1.4912,168.848576,,start
2012-06-16,Saturday,,,168.848576,imputed from 935,
2012-06-17,Sunday,,,168.848576,imputed from 936,
2012-06-18,Monday,113.3,1.4962,169.51945999999998,,
2012-06-19,Tuesday,113.3,1.4887,168.66970999999998,,
2012-06-20,Wednesday,113.13,1.4856,168.06592799999999,,
2012-06-21,Thursday,113.31,1.4932,169.19449200000003,,
2012-06-22,Friday,113.1,1.4888,168.38327999999998,,start
2012-06-23,Saturday,,,168.38327999999998,imputed from 942,
2012-06-24,Sunday,,,168.38327999999998,imputed from 943,
2012-06-25,Monday,113.26,1.4958,169.414308,,
2012-06-26,Tuesday,113.25,1.5038,170.30535,,
2012-06-27,Wednesday,113.23,1.4995,169.788385,,
2012-06-28,Thursday,113.35,1.4977,169.764295,,
2012-06-29,Friday,113.35,1.4897,168.857495,,start
2012-06-30,Saturday,,,168.857495,imputed from 949,
2012-07-01,Sunday,,,168.857495,imputed from 950,
2012-07-02,Monday,113.55,1.4981,170.109255,,
2012-07-03,Tuesday,112.93,1.4951,168.84164300000003,,
2012-07-04,Wednesday,113.0,1.4942,168.84459999999999,,
2012-07-05,Thursday,113.1,1.505,170.2155,,
2012-07-06,Friday,113.64,1.513,171.93732,,start
2012-07-07,Saturday,,,171.93732,imputed from 956,
2012-07-08,Sunday,,,171.93732,imputed from 957,
2012-07-09,Monday,113.69,1.5144,172.172136,,
2012-07-10,Tuesday,113.63,1.5214,172.87668200000002,,
2012-07-11,Wednesday,113.7,1.5211,172.94907,,
2012-07-12,Thursday,113.79,1.5182,172.755978,,
2012-07-13,Friday,113.77,1.527,173.72679,,start
2012-07-14,Saturday,,,173.72679,imputed from 963,
2012-07-15,Sunday,,,173.72679,imputed from 964,
2012-07-16,Monday,113.89,1.5301,174.263089,,
2012-07-17,Tuesday,113.99,1.5295,174.347705,,
2012-07-18,Wednesday,114.23,1.5307,174.851861,,
2012-07-19,Thursday,114.1,1.5379,175.47439,,
2012-07-20,Friday,114.27,1.5439,176.42145299999999,,start
2012-07-21,Saturday,,,176.42145299999999,imputed from 970,
2012-07-22,Sunday,,,176.42145299999999,imputed from 971,
2012-07-23,Monday,114.36,1.537,175.77132,,
2012-07-24,Tuesday,114.37,1.5439,176.57584300000002,,
2012-07-25,Wednesday,114.46,1.5312,175.26115199999998,,
2012-07-26,Thursday,114.28,1.5338,175.282664,,
2012-07-27,Friday,114.11,1.5362,175.295782,,start
2012-07-28,Saturday,,,175.295782,imputed from 977,
2012-07-29,Sunday,,,175.295782,imputed from 978,
2012-07-30,Monday,114.11,1.5391,175.626701,,
2012-07-31,Tuesday,114.29,1.531,174.97799,,
2012-08-01,Wednesday,114.23,1.5271,174.440633,,
2012-08-02,Thursday,114.48,1.5298,175.131504,,
2012-08-03,Friday,114.16,1.5174,173.226384,,start
2012-08-04,Saturday,,,173.226384,imputed from 984,
2012-08-05,Sunday,,,173.226384,imputed from 985,
2012-08-06,Monday,114.28,1.5116,172.74564800000002,,
2012-08-07,Tuesday,114.05,1.5135,172.614675,,
2012-08-08,Wednesday,113.98,1.5209,173.352182,,
2012-08-09,Thursday,113.85,1.5263,173.769255,,
2012-08-10,Friday,114.11,1.5324,174.862164,,start
2012-08-11,Saturday,,,174.862164,imputed from 991,
2012-08-12,Sunday,,,174.862164,imputed from 992,
2012-08-13,Monday,114.04,1.5273,174.17329200000003,,
2012-08-14,Tuesday,113.94,1.5281,174.111714,,
2012-08-15,Wednesday,113.68,1.5325,174.21460000000002,,
2012-08-16,Thursday,113.67,1.5293,173.835531,,
2012-08-17,Friday,113.76,1.5282,173.84803200000002,,start
2012-08-18,Saturday,,,173.84803200000002,imputed from 998,
2012-08-19,Sunday,,,173.84803200000002,imputed from 999,
2012-08-20,Monday,113.78,1.5285,173.91273,,
2012-08-21,Tuesday,113.52,1.52,172.5504,,
2012-08-22,Wednesday,113.74,1.5225,173.16915,,
2012-08-23,Thursday,113.87,1.5161,172.638307,,
2012-08-24,Friday,114.07,1.5175,173.101225,,start
2012-08-25,Saturday,,,173.101225,imputed from 1005,
2012-08-26,Sunday,,,173.101225,imputed from 1006,
2012-08-27,Monday,114.07,1.5176,173.112632,,
2012-08-28,Tuesday,114.19,1.512,172.65528,,
2012-08-29,Wednesday,114.6,1.5175,173.9055,,
2012-08-30,Thursday,114.81,1.5158,174.028998,,
2012-08-31,Friday,114.85,1.5156,174.06665999999998,,start
2012-09-01,Saturday,,,174.06665999999998,imputed from 1012,
2012-09-02,Sunday,,,174.06665999999998,imputed from 1013,
2012-09-03,Monday,114.88,1.5149,174.03171199999997,,
2012-09-04,Tuesday,114.95,1.5171,174.39064499999998,,
2012-09-05,Wednesday,114.87,1.5198,174.579426,,
2012-09-06,Thursday,114.7,1.5194,174.27518,,
2012-09-07,Friday,114.81,1.5118,173.569758,,start
2012-09-08,Saturday,,,173.569758,imputed from 1019,
2012-09-09,Sunday,,,173.569758,imputed from 1020,
2012-09-10,Monday,114.62,1.5131,173.431522,,
2012-09-11,Tuesday,114.53,1.5089,172.814317,,
2012-09-12,Wednesday,114.1,1.5096,172.24536,,
2012-09-13,Thursday,114.19,1.511,172.54109,,
2012-09-14,Friday,113.63,1.5025,170.729075,,start
2012-09-15,Saturday,,,170.729075,imputed from 1026,
2012-09-16,Sunday,,,170.729075,imputed from 1027,
2012-09-17,Monday,113.7,1.5072,171.36864000000003,,
2012-09-18,Tuesday,113.86,1.5083,171.735038,,
2012-09-19,Wednesday,114.01,1.5041,171.482441,,
2012-09-20,Thursday,114.14,1.5132,172.71664800000002,,
2012-09-21,Friday,113.99,1.5142,172.603658,,start
2012-09-22,Saturday,,,172.603658,imputed from 1033,
2012-09-23,Sunday,,,172.603658,imputed from 1034,
2012-09-24,Monday,114.08,1.5177,173.139216,,
2012-09-25,Tuesday,114.12,1.5175,173.17710000000002,,
2012-09-26,Wednesday,114.53,1.5186,173.92525799999999,,
2012-09-27,Thursday,114.45,1.5218,174.17001000000002,,
2012-09-28,Friday,114.48,1.519,173.89512,,start
2012-09-29,Saturday,,,173.89512,imputed from 1040,
2012-09-30,Sunday,,,173.89512,imputed from 1041,
2012-10-01,Monday,114.42,1.5135,173.17467000000002,,
2012-10-02,Tuesday,114.55,1.5104,173.01631999999998,,
2012-10-03,Wednesday,114.68,1.5088,173.02918400000001,,
2012-10-04,Thursday,114.66,1.5068,172.76968799999997,,
2012-10-05,Friday,114.45,1.5005,171.732225,,start
2012-10-06,Saturday,,,171.732225,imputed from 1047,
2012-10-07,Sunday,,,171.732225,imputed from 1048,
2012-10-08,Monday,114.62,1.4959,171.460058,,
2012-10-09,Tuesday,114.61,1.5047,172.453667,,
2012-10-10,Wednesday,114.36,1.5034,171.92882400000002,,
2012-10-11,Thursday,114.35,1.5005,171.58217499999998,,
2012-10-12,Friday,114.52,1.4992,171.688384,,start
2012-10-13,Saturday,,,171.688384,imputed from 1054,
2012-10-14,Sunday,,,171.688384,imputed from 1055,
2012-10-15,Monday,114.44,1.4997,171.625668,,
2012-10-16,Tuesday,114.17,1.4919,170.330223,,
2012-10-17,Wednesday,113.8,1.4895,169.5051,,
2012-10-18,Thursday,113.75,1.4837,168.770875,,
2012-10-19,Friday,113.92,1.486,169.28512,,start
2012-10-20,Saturday,,,169.28512,imputed from 1061,
2012-10-21,Sunday,,,169.28512,imputed from 1062,
2012-10-22,Monday,113.84,1.4842,168.961328,,
2012-10-23,Tuesday,114.1,1.4876,169.73516,,
2012-10-24,Wednesday,114.06,1.4955,170.57673,,
2012-10-25,Thursday,113.86,1.5076,171.655336,,
2012-10-26,Friday,114.02,1.5055,171.65711,,start
2012-10-27,Saturday,,,171.65711,imputed from 1068,
2012-10-28,Sunday,,,171.65711,imputed from 1069,
2012-10-29,Monday,114.26,1.5018,171.59566800000002,,
2012-10-30,Tuesday,114.13,1.4986,171.035218,,
2012-10-31,Wednesday,114.02,1.5026,171.326452,,
2012-11-01,Thursday,113.97,1.5032,171.319704,,
2012-11-02,Friday,114.05,1.5072,171.89616,,start
2012-11-03,Saturday,,,171.89616,imputed from 1075,
2012-11-04,Sunday,,,171.89616,imputed from 1076,
2012-11-05,Monday,114.27,1.5078,172.296306,,
2012-11-06,Tuesday,114.33,1.5083,172.443939,,
2012-11-07,Wednesday,114.53,1.5103,172.974659,,
2012-11-08,Thursday,114.49,1.5118,173.085982,,
2012-11-09,Friday,114.54,1.5083,172.760682,,start
2012-11-10,Saturday,,,172.760682,imputed from 1082,
2012-11-11,Sunday,,,172.760682,imputed from 1083,
2012-11-12,Monday,114.56,1.5055,172.47008000000002,,
2012-11-13,Tuesday,114.5,1.5036,172.1622,,
2012-11-14,Wednesday,114.41,1.497,171.27177,,
2012-11-15,Thursday,114.39,1.4949,171.001611,,
2012-11-16,Friday,114.37,1.5015,171.72655500000002,,start
2012-11-17,Saturday,,,171.72655500000002,imputed from 1089,
2012-11-18,Sunday,,,171.72655500000002,imputed from 1090,
2012-11-19,Monday,114.18,1.4954,170.744772,,
2012-11-20,Tuesday,113.97,1.4972,170.635884,,
2012-11-21,Wednesday,113.94,1.4975,170.62515,,
2012-11-22,Thursday,113.94,1.4908,169.861752,,
2012-11-23,Friday,113.92,1.487,169.39904,,start
2012-11-24,Saturday,,,169.39904,imputed from 1096,
2012-11-25,Sunday,,,169.39904,imputed from 1097,
2012-11-26,Monday,113.9,1.4866,169.32374,,
2012-11-27,Tuesday,113.85,1.4908,169.72758,,
2012-11-28,Wednesday,114.67,1.4881,170.640427,,
2012-11-29,Thursday,114.65,1.4876,170.55334000000002,,
2012-11-30,Friday,114.57,1.4864,170.29684799999998,,start
2012-12-01,Saturday,,,170.29684799999998,imputed from 1103,
2012-12-02,Sunday,,,170.29684799999998,imputed from 1104,
2012-12-03,Monday,114.38,1.4894,170.357572,,
2012-12-04,Tuesday,114.51,1.4917,170.814567,,
2012-12-05,Wednesday,114.73,1.491,171.06243,,
2012-12-06,Thursday,114.92,1.4966,171.989272,,
2012-12-07,Friday,114.9,1.499,172.23510000000002,,start
2012-12-08,Saturday,,,172.23510000000002,imputed from 1110,
2012-12-09,Sunday,,,172.23510000000002,imputed from 1111,
2012-12-10,Monday,114.76,1.5008,172.231808,,
2012-12-11,Tuesday,114.65,1.5023,172.238695,,
2012-12-12,Wednesday,114.56,1.496,171.38176,,
2012-12-13,Thursday,114.41,1.4882,170.264962,,
2012-12-14,Friday,114.32,1.4847,169.73090399999998,,start
2012-12-15,Saturday,,,169.73090399999998,imputed from 1117,
2012-12-16,Sunday,,,169.73090399999998,imputed from 1118,
2012-12-17,Monday,114.19,1.4869,169.78911100000002,,
2012-12-18,Tuesday,113.9,1.4839,169.01621,,
2012-12-19,Wednesday,113.85,1.4838,168.93062999999998,,
2012-12-20,Thursday,113.85,1.4839,168.942015,,
2012-12-21,Friday,114.13,1.4801,168.923813,,start
2012-12-22,Saturday,,,168.923813,imputed from 1124,
2012-12-23,Sunday,,,168.923813,imputed from 1125,
2012-12-24,Monday,114.08,1.4771,168.50756800000002,,
2012-12-25,Tuesday,,1.4766,168.50756800000002,imputed from 1127,
2012-12-26,Wednesday,,1.4739,168.50756800000002,imputed from 1128,
2012-12-27,Thursday,114.12,1.4698,167.733576,,
2012-12-28,Friday,114.37,1.4756,168.764372,,start
2012-12-29,Saturday,,,168.764372,imputed from 1131,
2012-12-30,Sunday,,,168.764372,imputed from 1132,
2012-12-31,Monday,114.34,1.4873,170.057882,,
2013-01-01,Tuesday,,1.4874,170.057882,imputed from 1134,
2013-01-02,Wednesday,113.74,1.492,169.70007999999999,,
2013-01-03,Thursday,113.42,1.4927,169.302034,,
2013-01-04,Friday,113.14,1.4859,168.114726,,start
2013-01-05,Saturday,,,168.114726,imputed from 1138,
2013-01-06,Sunday,,,168.114726,imputed from 1139,
2013-01-07,Monday,113.31,1.4847,168.231357,,
2013-01-08,Tuesday,113.63,1.4837,168.592831,,
2013-01-09,Wednesday,113.69,1.4826,168.556794,,
2013-01-10,Thursday,113.49,1.478,167.73821999999998,,
2013-01-11,Friday,113.49,1.4736,167.238864,,start
2013-01-12,Saturday,,,167.238864,imputed from 1145,
2013-01-13,Sunday,,,167.238864,imputed from 1146,
2013-01-14,Monday,113.71,1.4823,168.55233299999998,,
2013-01-15,Tuesday,113.79,1.4971,170.35500900000002,,
2013-01-16,Wednesday,113.92,1.4901,169.752192,,
2013-01-17,Thursday,113.73,1.4914,169.61692200000002,,
2013-01-18,Friday,113.83,1.4816,168.650528,,start
2013-01-19,Saturday,,,168.650528,imputed from 1152,
2013-01-20,Sunday,,,168.650528,imputed from 1153,
2013-01-21,Monday,113.66,1.4761,167.773526,,
2013-01-22,Tuesday,113.75,1.472,167.44,,
2013-01-23,Wednesday,113.96,1.4727,167.82889199999997,,
2013-01-24,Thursday,113.8,1.4669,166.93322,,
2013-01-25,Friday,113.68,1.4636,166.382048,,start
2013-01-26,Saturday,,,166.382048,imputed from 1159,
2013-01-27,Sunday,,,166.382048,imputed from 1160,
2013-01-28,Monday,113.52,1.4537,165.024024,,
2013-01-29,Tuesday,113.61,1.4523,164.995803,,
2013-01-30,Wednesday,113.49,1.4392,163.334808,,
2013-01-31,Thursday,113.62,1.4429,163.94229800000002,,
2013-02-01,Friday,113.74,1.4233,161.886142,,start
2013-02-02,Saturday,,,161.886142,imputed from 1166,
2013-02-03,Sunday,,,161.886142,imputed from 1167,
2013-02-04,Monday,113.81,1.4316,162.930396,,
2013-02-05,Tuesday,113.72,1.4224,161.75532800000002,,
2013-02-06,Wednesday,113.84,1.4256,162.290304,,
2013-02-07,Thursday,113.79,1.4432,164.221728,,
2013-02-08,Friday,113.84,1.4491,164.96554400000002,,start
2013-02-09,Saturday,,,164.96554400000002,imputed from 1173,
2013-02-10,Sunday,,,164.96554400000002,imputed from 1174,
2013-02-11,Monday,113.85,1.4411,164.069235,,
2013-02-12,Tuesday,113.83,1.4364,163.50541199999998,,
2013-02-13,Wednesday,113.51,1.425,161.75175000000002,,
2013-02-14,Thursday,113.76,1.4274,162.381024,,
2013-02-15,Friday,113.7,1.4302,162.61374,,start
2013-02-16,Saturday,,,162.61374,imputed from 1180,
2013-02-17,Sunday,,,162.61374,imputed from 1181,
2013-02-18,Monday,113.73,1.428,162.40644,,
2013-02-19,Tuesday,113.82,1.4232,161.988624,,
2013-02-20,Wednesday,113.82,1.4122,160.73660399999997,,
2013-02-21,Thursday,114.26,1.4202,162.272052,,
2013-02-22,Friday,114.29,1.4092,161.057468,,start
2013-02-23,Saturday,,,161.057468,imputed from 1187,
2013-02-24,Sunday,,,161.057468,imputed from 1188,
2013-02-25,Monday,114.33,1.4133,161.58258899999998,,
2013-02-26,Tuesday,113.84,1.4094,160.446096,,
2013-02-27,Wednesday,113.84,1.4092,160.423328,,
2013-02-28,Thursday,113.82,1.4207,161.704074,,
2013-03-01,Friday,114.13,1.4177,161.802101,,start
2013-03-02,Saturday,,,161.802101,imputed from 1194,
2013-03-03,Sunday,,,161.802101,imputed from 1195,
2013-03-04,Monday,114.04,1.4221,162.176284,,
2013-03-05,Tuesday,113.9,1.4233,162.11387000000002,,
2013-03-06,Wednesday,113.9,1.4247,162.27333000000002,,
2013-03-07,Thursday,113.84,1.4154,161.12913600000002,,
2013-03-08,Friday,113.73,1.4201,161.507973,,start
2013-03-09,Saturday,,,161.507973,imputed from 1201,
2013-03-10,Sunday,,,161.507973,imputed from 1202,
2013-03-11,Monday,113.96,1.4126,160.979896,,
2013-03-12,Tuesday,114.14,1.4114,161.097196,,
2013-03-13,Wednesday,114.11,1.4214,162.195954,,
2013-03-14,Thursday,114.11,1.4286,163.017546,,
2013-03-15,Friday,114.19,1.419,162.03561,,start
2013-03-16,Saturday,,,162.03561,imputed from 1208,
2013-03-17,Sunday,,,162.03561,imputed from 1209,
2013-03-18,Monday,114.4,1.4292,163.50048,,
2013-03-19,Tuesday,114.6,1.4297,163.84362,,
2013-03-20,Wednesday,114.64,1.4273,163.625672,,
2013-03-21,Thursday,114.58,1.436,164.53688,,
2013-03-22,Friday,114.58,1.4329,164.181682,,start
2013-03-23,Saturday,,,164.181682,imputed from 1215,
2013-03-24,Sunday,,,164.181682,imputed from 1216,
2013-03-25,Monday,114.7,1.4392,165.07624,,
2013-03-26,Tuesday,114.78,1.4372,164.961816,,
2013-03-27,Wednesday,114.93,1.4434,165.88996200000003,,
2013-03-28,Thursday,114.85,1.4431,165.740035,,
2013-03-29,Friday,114.85,1.4433,165.763005,imputed from 1221,start
2013-03-30,Saturday,,,165.763005,imputed from 1222,
2013-03-31,Sunday,,,165.763005,imputed from 1223,
2013-04-01,Monday,,1.4411,165.763005,imputed from 1224,
2013-04-02,Tuesday,114.81,1.4334,164.568654,,
2013-04-03,Wednesday,114.9,1.4301,164.31849,,
2013-04-04,Thursday,114.92,1.4316,164.519472,,
2013-04-05,Friday,115.2,1.4322,164.98944,,start
2013-04-06,Saturday,,,164.98944,imputed from 1229,
2013-04-07,Sunday,,,164.98944,imputed from 1230,
2013-04-08,Monday,115.01,1.4263,164.038763,,
2013-04-09,Tuesday,114.92,1.4289,164.209188,,
2013-04-10,Wednesday,114.73,1.4299,164.052427,,
2013-04-11,Thursday,114.78,1.4321,164.376438,,
2013-04-12,Friday,114.98,1.4225,163.55905,,start
2013-04-13,Saturday,,,163.55905,imputed from 1236,
2013-04-14,Sunday,,,163.55905,imputed from 1237,
2013-04-15,Monday,115.01,1.4234,163.70523400000002,,
2013-04-16,Tuesday,114.93,1.4173,162.89028900000002,,
2013-04-17,Wednesday,115.05,1.4214,163.53207,,
2013-04-18,Thursday,115.1,1.425,164.01749999999998,,
2013-04-19,Friday,115.01,1.4205,163.37170500000002,,start
2013-04-20,Saturday,,,163.37170500000002,imputed from 1243,
2013-04-21,Sunday,,,163.37170500000002,imputed from 1244,
2013-04-22,Monday,115.09,1.4285,164.406065,,
2013-04-23,Tuesday,114.95,1.4408,165.61996000000002,,
2013-04-24,Wednesday,114.99,1.4454,166.206546,,
2013-04-25,Thursday,114.86,1.4583,167.500338,,
2013-04-26,Friday,114.98,1.4591,167.76731800000002,,start
2013-04-27,Saturday,,,167.76731800000002,imputed from 1250,
2013-04-28,Sunday,,,167.76731800000002,imputed from 1251,
2013-04-29,Monday,115.08,1.4517,167.061636,,
2013-04-30,Tuesday,115.04,1.4444,166.16377599999998,,
2013-05-01,Wednesday,115.07,1.4424,165.97696799999997,,
2013-05-02,Thursday,115.26,1.4523,167.392098,,
2013-05-03,Friday,114.79,1.4569,167.23755100000002,,start
2013-05-04,Saturday,,,167.23755100000002,imputed from 1257,
2013-05-05,Sunday,,,167.23755100000002,imputed from 1258,
2013-05-06,Monday,114.79,1.458,167.36382,,
2013-05-07,Tuesday,114.47,1.456,166.66832,,
2013-05-08,Wednesday,114.64,1.4532,166.594848,,
2013-05-09,Thursday,114.57,1.4646,167.799222,,
2013-05-10,Friday,114.25,1.4693,167.867525,,start
2013-05-11,Saturday,,,167.867525,imputed from 1264,
2013-05-12,Sunday,,,167.867525,imputed from 1265,
2013-05-13,Monday,114.29,1.465,167.43485,,
2013-05-14,Tuesday,114.24,1.471,168.04704,,
2013-05-15,Wednesday,114.1,1.4698,167.70417999999998,,
2013-05-16,Thursday,114.32,1.4733,168.42765599999998,,
2013-05-17,Friday,114.25,1.4756,168.5873,,start
2013-05-18,Saturday,,,168.5873,imputed from 1271,
2013-05-19,Sunday,,,168.5873,imputed from 1272,
2013-05-20,Monday,114.17,1.4755,168.45783500000002,,
2013-05-21,Tuesday,114.12,1.4701,167.767812,,
2013-05-22,Wednesday,114.27,1.4724,168.25114799999997,,
2013-05-23,Thursday,114.18,1.4636,167.11384800000002,,
2013-05-24,Friday,114.2,1.4543,166.08106,,start
2013-05-25,Saturday,,,166.08106,imputed from 1278,
2013-05-26,Sunday,,,166.08106,imputed from 1279,
2013-05-27,Monday,114.2,1.4541,166.05822,,
2013-05-28,Tuesday,113.97,1.4691,167.43332700000002,,
2013-05-29,Wednesday,112.86,1.4549,164.200014,,
2013-05-30,Thursday,112.97,1.4517,163.998549,,
2013-05-31,Friday,112.85,1.4515,163.801775,,start
2013-06-01,Saturday,,,163.801775,imputed from 1285,
2013-06-02,Sunday,,,163.801775,imputed from 1286,
2013-06-03,Monday,112.88,1.4513,163.822744,,
2013-06-04,Tuesday,112.72,1.4501,163.45527199999998,,
2013-06-05,Wednesday,112.82,1.4514,163.746948,,
2013-06-06,Thursday,112.75,1.4498,163.46495,,
2013-06-07,Friday,112.56,1.4565,163.94364,,start
2013-06-08,Saturday,,,163.94364,imputed from 1292,
2013-06-09,Sunday,,,163.94364,imputed from 1293,
2013-06-10,Monday,112.33,1.454,163.32782,,
2013-06-11,Tuesday,111.8,1.4467,161.74106,,
2013-06-12,Wednesday,112.07,1.4437,161.795459,,
2013-06-13,Thursday,112.17,1.4494,162.579198,,
2013-06-14,Friday,112.41,1.4465,162.60106499999998,,start
2013-06-15,Saturday,,,162.60106499999998,imputed from 1299,
2013-06-16,Sunday,,,162.60106499999998,imputed from 1300,
2013-06-17,Monday,112.38,1.4506,163.01842799999997,,
2013-06-18,Tuesday,112.17,1.4395,161.468715,,
2013-06-19,Wednesday,112.19,1.4372,161.239468,,
2013-06-20,Thursday,111.31,1.4385,160.11943499999998,,
2013-06-21,Friday,111.07,1.4408,160.029656,,start
2013-06-22,Saturday,,,160.029656,imputed from 1306,
2013-06-23,Sunday,,,160.029656,imputed from 1307,
2013-06-24,Monday,110.23,1.4405,158.786315,,
2013-06-25,Tuesday,110.59,1.4471,160.03478900000002,,
2013-06-26,Wednesday,111.11,1.4442,160.465062,,
2013-06-27,Thursday,111.22,1.4425,160.43484999999998,,
2013-06-28,Friday,111.25,1.4375,159.921875,,start
2013-06-29,Saturday,,,159.921875,imputed from 1313,
2013-06-30,Sunday,,,159.921875,imputed from 1314,
2013-07-01,Monday,111.39,1.4384,160.223376,,
2013-07-02,Tuesday,111.59,1.4407,160.76771300000001,,
2013-07-03,Wednesday,111.44,1.4466,161.209104,,
2013-07-04,Thursday,111.66,1.4419,161.002554,,
2013-07-05,Friday,111.35,1.4352,159.80952,,start
2013-07-06,Saturday,,,159.80952,imputed from 1320,
2013-07-07,Sunday,,,159.80952,imputed from 1321,
2013-07-08,Monday,111.48,1.4407,160.609236,,
2013-07-09,Tuesday,111.79,1.4459,161.637161,,
2013-07-10,Wednesday,111.79,1.4388,160.843452,,
2013-07-11,Thursday,111.9,1.438,160.9122,,
2013-07-12,Friday,112.1,1.4299,160.29179,,start
2013-07-13,Saturday,,,160.29179,imputed from 1327,
2013-07-14,Sunday,,,160.29179,imputed from 1328,
2013-07-15,Monday,112.03,1.4321,160.438163,,
2013-07-16,Tuesday,112.36,1.4236,159.955696,,
2013-07-17,Wednesday,112.44,1.4316,160.969104,,
2013-07-18,Thursday,112.64,1.4384,162.021376,,
2013-07-19,Friday,112.4,1.4366,161.47384000000002,,start
2013-07-20,Saturday,,,161.47384000000002,imputed from 1334,
2013-07-21,Sunday,,,161.47384000000002,imputed from 1335,
2013-07-22,Monday,112.47,1.438,161.73185999999998,,
2013-07-23,Tuesday,112.25,1.4369,161.292025,,
2013-07-24,Wednesday,112.0,1.4358,160.8096,,
2013-07-25,Thursday,112.06,1.4309,160.346654,,
2013-07-26,Friday,112.36,1.4281,160.46131599999998,,start
2013-07-27,Saturday,,,160.46131599999998,imputed from 1341,
2013-07-28,Sunday,,,160.46131599999998,imputed from 1342,
2013-07-29,Monday,112.33,1.4281,160.41847299999998,,
2013-07-30,Tuesday,112.39,1.4168,159.234152,,
2013-07-31,Wednesday,112.3,1.4086,158.18578,,
2013-08-01,Thursday,112.2,1.4166,158.94252,,
2013-08-02,Friday,111.98,1.4208,159.10118400000002,,start
2013-08-03,Saturday,,,159.10118400000002,imputed from 1348,
2013-08-04,Sunday,,,159.10118400000002,imputed from 1349,
2013-08-05,Monday,111.73,1.4241,159.114693,,
2013-08-06,Tuesday,111.64,1.4212,158.662768,,
2013-08-07,Wednesday,111.6,1.4275,159.309,,
2013-08-08,Thursday,111.63,1.43,159.6309,,
2013-08-09,Friday,111.68,1.4297,159.66889600000002,,start
2013-08-10,Saturday,,,159.66889600000002,imputed from 1355,
2013-08-11,Sunday,,,159.66889600000002,imputed from 1356,
2013-08-12,Monday,111.65,1.4314,159.81581,,
2013-08-13,Tuesday,111.11,1.4413,160.142843,,
2013-08-14,Wednesday,111.0,1.4501,160.9611,,
2013-08-15,Thursday,110.72,1.4485,160.37792,,
2013-08-16,Friday,110.73,1.4478,160.314894,,start
2013-08-17,Saturday,,,160.314894,imputed from 1362,
2013-08-18,Sunday,,,160.314894,imputed from 1363,
2013-08-19,Monday,110.56,1.4461,159.880816,,
2013-08-20,Tuesday,110.92,1.4372,159.41422400000002,,
2013-08-21,Wednesday,110.73,1.4444,159.938412,,
2013-08-22,Thursday,110.72,1.4392,159.34822400000002,,
2013-08-23,Friday,110.66,1.4363,158.940958,,start
2013-08-24,Saturday,,,158.940958,imputed from 1369,
2013-08-25,Sunday,,,158.940958,imputed from 1370,
2013-08-26,Monday,110.66,1.4377,159.095882,,
2013-08-27,Tuesday,111.05,1.4265,158.412825,,
2013-08-28,Wednesday,109.98,1.4318,157.469364,,
2013-08-29,Thursday,110.15,1.4433,158.97949500000001,,
2013-08-30,Friday,110.12,1.4418,158.771016,,start
2013-08-31,Saturday,,,158.771016,imputed from 1376,
2013-09-01,Sunday,,,158.771016,imputed from 1377,
2013-09-02,Monday,109.9,1.4526,159.64074,,
2013-09-03,Tuesday,109.7,1.4571,159.84387,,
2013-09-04,Wednesday,109.74,1.4616,160.395984,,
2013-09-05,Thursday,109.07,1.4732,160.681924,,
2013-09-06,Friday,109.42,1.4661,160.420662,,start
2013-09-07,Saturday,,,160.420662,imputed from 1383,
2013-09-08,Sunday,,,160.420662,imputed from 1384,
2013-09-09,Monday,109.39,1.4635,160.092265,,
2013-09-10,Tuesday,109.13,1.4709,160.519317,,
