date,weekday,FB1_Comdty_PX-LAST-CHF,imputed,FB1_Comdty_start
2002-04-26,Friday,120.0,,start
2002-04-27,Saturday,120.0,imputed from 1715,
2002-04-28,Sunday,120.0,imputed from 1716,
2002-04-29,Monday,119.79,,
2002-04-30,Tuesday,119.81,,
2002-05-01,Wednesday,119.81,imputed from 1719,
2002-05-02,Thursday,120.15,,
2002-05-03,Friday,120.6,,start
2002-05-04,Saturday,120.6,imputed from 1722,
2002-05-05,Sunday,120.6,imputed from 1723,
2002-05-06,Monday,120.71,,
2002-05-07,Tuesday,121.01,,
2002-05-08,Wednesday,120.75,,
2002-05-09,Thursday,120.75,,
2002-05-10,Friday,120.67,,start
2002-05-11,Saturday,120.67,imputed from 1729,
2002-05-12,Sunday,120.67,imputed from 1730,
2002-05-13,Monday,120.74,,
2002-05-14,Tuesday,120.24,,
2002-05-15,Wednesday,120.4,,
2002-05-16,Thursday,120.35,,
2002-05-17,Friday,120.22,,start
2002-05-18,Saturday,120.22,imputed from 1736,
2002-05-19,Sunday,120.22,imputed from 1737,
2002-05-20,Monday,120.22,,
2002-05-21,Tuesday,120.69,,
2002-05-22,Wednesday,120.86,,
2002-05-23,Thursday,120.92,,
2002-05-24,Friday,120.89,,start
2002-05-25,Saturday,120.89,imputed from 1743,
2002-05-26,Sunday,120.89,imputed from 1744,
2002-05-27,Monday,120.47,,
2002-05-28,Tuesday,120.55,,
2002-05-29,Wednesday,120.65,,
2002-05-30,Thursday,120.73,,
2002-05-31,Friday,120.7,,start
2002-06-01,Saturday,120.7,imputed from 1750,
2002-06-02,Sunday,120.7,imputed from 1751,
2002-06-03,Monday,120.75,,
2002-06-04,Tuesday,120.88,,
2002-06-05,Wednesday,120.88,,
2002-06-06,Thursday,120.68,,
2002-06-07,Friday,120.9,,start
2002-06-08,Saturday,120.9,imputed from 1757,
2002-06-09,Sunday,120.9,imputed from 1758,
2002-06-10,Monday,121.12,,
2002-06-11,Tuesday,120.9,,
2002-06-12,Wednesday,121.17,,
2002-06-13,Thursday,121.44,,
2002-06-14,Friday,121.75,,start
2002-06-15,Saturday,121.75,imputed from 1764,
2002-06-16,Sunday,121.75,imputed from 1765,
2002-06-17,Monday,121.43,,
2002-06-18,Tuesday,121.73,,
2002-06-19,Wednesday,121.98,,
2002-06-20,Thursday,122.16,,
2002-06-21,Friday,122.06,,start
2002-06-22,Saturday,122.06,imputed from 1771,
2002-06-23,Sunday,122.06,imputed from 1772,
2002-06-24,Monday,122.35,,
2002-06-25,Tuesday,122.28,,
2002-06-26,Wednesday,122.85,,
2002-06-27,Thursday,122.64,,
2002-06-28,Friday,122.67,,start
2002-06-29,Saturday,122.67,imputed from 1778,
2002-06-30,Sunday,122.67,imputed from 1779,
2002-07-01,Monday,122.64,,
2002-07-02,Tuesday,122.9,,
2002-07-03,Wednesday,123.0,,
2002-07-04,Thursday,122.9,,
2002-07-05,Friday,122.55,,start
2002-07-06,Saturday,122.55,imputed from 1785,
2002-07-07,Sunday,122.55,imputed from 1786,
2002-07-08,Monday,122.59,,
2002-07-09,Tuesday,122.62,,
2002-07-10,Wednesday,123.1,,
2002-07-11,Thursday,123.51,,
2002-07-12,Friday,123.61,,start
2002-07-13,Saturday,123.61,imputed from 1792,
2002-07-14,Sunday,123.61,imputed from 1793,
2002-07-15,Monday,123.82,,
2002-07-16,Tuesday,123.89,,
2002-07-17,Wednesday,123.69,,
2002-07-18,Thursday,123.71,,
2002-07-19,Friday,124.26,,start
2002-07-20,Saturday,124.26,imputed from 1799,
2002-07-21,Sunday,124.26,imputed from 1800,
2002-07-22,Monday,124.63,,
2002-07-23,Tuesday,124.78,,
2002-07-24,Wednesday,125.4,,
2002-07-25,Thursday,125.25,,
2002-07-26,Friday,125.27,,start
2002-07-27,Saturday,125.27,imputed from 1806,
2002-07-28,Sunday,125.27,imputed from 1807,
2002-07-29,Monday,124.4,,
2002-07-30,Tuesday,123.98,,
2002-07-31,Wednesday,124.28,,
2002-08-01,Thursday,124.28,,
2002-08-02,Friday,124.88,,start
2002-08-03,Saturday,124.88,imputed from 1813,
2002-08-04,Sunday,124.88,imputed from 1814,
2002-08-05,Monday,125.4,,
2002-08-06,Tuesday,125.05,,
2002-08-07,Wednesday,125.3,,
2002-08-08,Thursday,124.95,,
2002-08-09,Friday,124.89,,start
2002-08-10,Saturday,124.89,imputed from 1820,
2002-08-11,Sunday,124.89,imputed from 1821,
2002-08-12,Monday,124.98,,
2002-08-13,Tuesday,125.25,,
2002-08-14,Wednesday,125.85,,
2002-08-15,Thursday,125.04,,
2002-08-16,Friday,124.91,,start
2002-08-17,Saturday,124.91,imputed from 1827,
2002-08-18,Sunday,124.91,imputed from 1828,
2002-08-19,Monday,124.75,,
2002-08-20,Tuesday,125.14,,
2002-08-21,Wednesday,124.7,,
2002-08-22,Thursday,123.81,,
2002-08-23,Friday,123.7,,start
2002-08-24,Saturday,123.7,imputed from 1834,
2002-08-25,Sunday,123.7,imputed from 1835,
2002-08-26,Monday,123.75,,
2002-08-27,Tuesday,123.8,,
2002-08-28,Wednesday,124.43,,
2002-08-29,Thursday,124.74,,
2002-08-30,Friday,124.9,,start
2002-08-31,Saturday,124.9,imputed from 1841,
2002-09-01,Sunday,124.9,imputed from 1842,
2002-09-02,Monday,125.47,,
2002-09-03,Tuesday,126.17,,
2002-09-04,Wednesday,126.42,,
2002-09-05,Thursday,125.76,,
2002-09-06,Friday,125.65,,start
2002-09-07,Saturday,125.65,imputed from 1848,
2002-09-08,Sunday,125.65,imputed from 1849,
2002-09-09,Monday,125.66,,
2002-09-10,Tuesday,125.5,,
2002-09-11,Wednesday,125.12,,
2002-09-12,Thursday,125.9,,
2002-09-13,Friday,126.38,,start
2002-09-14,Saturday,126.38,imputed from 1855,
2002-09-15,Sunday,126.38,imputed from 1856,
2002-09-16,Monday,127.06,,
2002-09-17,Tuesday,127.1,,
2002-09-18,Wednesday,127.4,,
2002-09-19,Thursday,127.57,,
2002-09-20,Friday,127.31,,start
2002-09-21,Saturday,127.31,imputed from 1862,
2002-09-22,Sunday,127.31,imputed from 1863,
2002-09-23,Monday,127.6,,
2002-09-24,Tuesday,127.41,,
2002-09-25,Wednesday,127.3,,
2002-09-26,Thursday,127.07,,
2002-09-27,Friday,127.02,,start
2002-09-28,Saturday,127.02,imputed from 1869,
2002-09-29,Sunday,127.02,imputed from 1870,
2002-09-30,Monday,127.59,,
2002-10-01,Tuesday,127.36,,
2002-10-02,Wednesday,127.0,,
2002-10-03,Thursday,127.21,,
2002-10-04,Friday,127.37,,start
2002-10-05,Saturday,127.37,imputed from 1876,
2002-10-06,Sunday,127.37,imputed from 1877,
2002-10-07,Monday,127.61,,
2002-10-08,Tuesday,127.35,,
2002-10-09,Wednesday,127.53,,
2002-10-10,Thursday,127.21,,
2002-10-11,Friday,126.52,,start
2002-10-12,Saturday,126.52,imputed from 1883,
2002-10-13,Sunday,126.52,imputed from 1884,
2002-10-14,Monday,126.35,,
2002-10-15,Tuesday,125.55,,
2002-10-16,Wednesday,125.74,,
2002-10-17,Thursday,125.7,,
2002-10-18,Friday,125.64,,start
2002-10-19,Saturday,125.64,imputed from 1890,
2002-10-20,Sunday,125.64,imputed from 1891,
2002-10-21,Monday,125.92,,
2002-10-22,Tuesday,125.7,,
2002-10-23,Wednesday,126.05,,
2002-10-24,Thursday,125.9,,
2002-10-25,Friday,126.25,,start
2002-10-26,Saturday,126.25,imputed from 1897,
2002-10-27,Sunday,126.25,imputed from 1898,
2002-10-28,Monday,126.71,,
2002-10-29,Tuesday,127.14,,
2002-10-30,Wednesday,126.87,,
2002-10-31,Thursday,127.17,,
2002-11-01,Friday,127.47,,start
2002-11-02,Saturday,127.47,imputed from 1904,
2002-11-03,Sunday,127.47,imputed from 1905,
2002-11-04,Monday,127.32,,
2002-11-05,Tuesday,127.21,,
2002-11-06,Wednesday,127.11,,
2002-11-07,Thursday,127.53,,
2002-11-08,Friday,127.8,,start
2002-11-09,Saturday,127.8,imputed from 1911,
2002-11-10,Sunday,127.8,imputed from 1912,
2002-11-11,Monday,128.05,,
2002-11-12,Tuesday,128.32,,
2002-11-13,Wednesday,128.5,,
2002-11-14,Thursday,128.45,,
2002-11-15,Friday,128.6,,start
2002-11-16,Saturday,128.6,imputed from 1918,
2002-11-17,Sunday,128.6,imputed from 1919,
2002-11-18,Monday,128.44,,
2002-11-19,Tuesday,129.0,,
2002-11-20,Wednesday,129.36,,
2002-11-21,Thursday,129.0,,
2002-11-22,Friday,128.47,,start
2002-11-23,Saturday,128.47,imputed from 1925,
2002-11-24,Sunday,128.47,imputed from 1926,
2002-11-25,Monday,128.14,,
2002-11-26,Tuesday,128.27,,
2002-11-27,Wednesday,127.75,,
2002-11-28,Thursday,127.72,,
2002-11-29,Friday,128.3,,start
2002-11-30,Saturday,128.3,imputed from 1932,
2002-12-01,Sunday,128.3,imputed from 1933,
2002-12-02,Monday,128.17,,
2002-12-03,Tuesday,128.65,,
2002-12-04,Wednesday,128.59,,
2002-12-05,Thursday,127.61,,
2002-12-06,Friday,128.15,,start
2002-12-07,Saturday,128.15,imputed from 1939,
2002-12-08,Sunday,128.15,imputed from 1940,
2002-12-09,Monday,128.4,,
2002-12-10,Tuesday,128.7,,
2002-12-11,Wednesday,129.0,,
2002-12-12,Thursday,129.29,,
2002-12-13,Friday,129.39,,start
2002-12-14,Saturday,129.39,imputed from 1946,
2002-12-15,Sunday,129.39,imputed from 1947,
2002-12-16,Monday,129.31,,
2002-12-17,Tuesday,129.42,,
2002-12-18,Wednesday,129.85,,
2002-12-19,Thursday,130.0,,
2002-12-20,Friday,129.68,,start
2002-12-21,Saturday,129.68,imputed from 1953,
2002-12-22,Sunday,129.68,imputed from 1954,
2002-12-23,Monday,129.78,,
2002-12-24,Tuesday,129.78,imputed from 1956,
2002-12-25,Wednesday,129.78,imputed from 1957,
2002-12-26,Thursday,129.78,imputed from 1958,
2002-12-27,Friday,130.44,,start
2002-12-28,Saturday,130.44,imputed from 1960,
2002-12-29,Sunday,130.44,imputed from 1961,
2002-12-30,Monday,130.69,,
2002-12-31,Tuesday,130.69,imputed from 1963,
2003-01-01,Wednesday,130.69,imputed from 1964,
2003-01-02,Thursday,130.69,,
2003-01-03,Friday,130.45,,start
2003-01-04,Saturday,130.45,imputed from 1967,
2003-01-05,Sunday,130.45,imputed from 1968,
2003-01-06,Monday,130.5,,
2003-01-07,Tuesday,130.7,,
2003-01-08,Wednesday,130.73,,
2003-01-09,Thursday,130.24,,
2003-01-10,Friday,130.1,,start
2003-01-11,Saturday,130.1,imputed from 1974,
2003-01-12,Sunday,130.1,imputed from 1975,
2003-01-13,Monday,129.85,,
2003-01-14,Tuesday,130.03,,
2003-01-15,Wednesday,130.1,,
2003-01-16,Thursday,130.13,,
2003-01-17,Friday,130.59,,start
2003-01-18,Saturday,130.59,imputed from 1981,
2003-01-19,Sunday,130.59,imputed from 1982,
2003-01-20,Monday,130.57,,
2003-01-21,Tuesday,130.45,,
2003-01-22,Wednesday,130.37,,
2003-01-23,Thursday,130.48,,
2003-01-24,Friday,130.95,,start
2003-01-25,Saturday,130.95,imputed from 1988,
2003-01-26,Sunday,130.95,imputed from 1989,
2003-01-27,Monday,130.99,,
2003-01-28,Tuesday,130.97,,
2003-01-29,Wednesday,130.9,,
2003-01-30,Thursday,130.58,,
2003-01-31,Friday,130.67,,start
2003-02-01,Saturday,130.67,imputed from 1995,
2003-02-02,Sunday,130.67,imputed from 1996,
2003-02-03,Monday,130.67,,
2003-02-04,Tuesday,131.05,,
2003-02-05,Wednesday,131.05,,
2003-02-06,Thursday,131.17,,
2003-02-07,Friday,131.16,,start
2003-02-08,Saturday,131.16,imputed from 2002,
2003-02-09,Sunday,131.16,imputed from 2003,
2003-02-10,Monday,131.25,,
2003-02-11,Tuesday,131.21,,
2003-02-12,Wednesday,131.73,,
2003-02-13,Thursday,131.95,,
2003-02-14,Friday,131.78,,start
2003-02-15,Saturday,131.78,imputed from 2009,
2003-02-16,Sunday,131.78,imputed from 2010,
2003-02-17,Monday,131.77,,
2003-02-18,Tuesday,131.7,,
2003-02-19,Wednesday,132.01,,
2003-02-20,Thursday,132.06,,
2003-02-21,Friday,131.89,,start
2003-02-22,Saturday,131.89,imputed from 2016,
2003-02-23,Sunday,131.89,imputed from 2017,
2003-02-24,Monday,132.04,,
2003-02-25,Tuesday,132.01,,
2003-02-26,Wednesday,131.7,,
2003-02-27,Thursday,131.5,,
2003-02-28,Friday,131.57,,start
2003-03-01,Saturday,131.57,imputed from 2023,
2003-03-02,Sunday,131.57,imputed from 2024,
2003-03-03,Monday,131.76,,
2003-03-04,Tuesday,131.85,,
2003-03-05,Wednesday,131.16,,
2003-03-06,Thursday,131.55,,
2003-03-07,Friday,131.85,,start
2003-03-08,Saturday,131.85,imputed from 2030,
2003-03-09,Sunday,131.85,imputed from 2031,
2003-03-10,Monday,131.95,,
2003-03-11,Tuesday,132.35,,
2003-03-12,Wednesday,131.97,,
2003-03-13,Thursday,131.22,,
2003-03-14,Friday,130.5,,start
2003-03-15,Saturday,130.5,imputed from 2037,
2003-03-16,Sunday,130.5,imputed from 2038,
2003-03-17,Monday,129.05,,
2003-03-18,Tuesday,128.5,,
2003-03-19,Wednesday,127.73,,
2003-03-20,Thursday,128.4,,
2003-03-21,Friday,127.62,,start
2003-03-22,Saturday,127.62,imputed from 2044,
2003-03-23,Sunday,127.62,imputed from 2045,
2003-03-24,Monday,127.76,,
2003-03-25,Tuesday,127.73,,
2003-03-26,Wednesday,127.65,,
2003-03-27,Thursday,128.29,,
2003-03-28,Friday,128.34,,start
2003-03-29,Saturday,128.34,imputed from 2051,
2003-03-30,Sunday,128.34,imputed from 2052,
2003-03-31,Monday,129.11,,
2003-04-01,Tuesday,129.16,,
2003-04-02,Wednesday,128.77,,
2003-04-03,Thursday,128.02,,
2003-04-04,Friday,127.6,,start
2003-04-05,Saturday,127.6,imputed from 2058,
2003-04-06,Sunday,127.6,imputed from 2059,
2003-04-07,Monday,126.7,,
2003-04-08,Tuesday,126.97,,
2003-04-09,Wednesday,127.17,,
2003-04-10,Thursday,127.65,,
2003-04-11,Friday,127.14,,start
2003-04-12,Saturday,127.14,imputed from 2065,
2003-04-13,Sunday,127.14,imputed from 2066,
2003-04-14,Monday,126.97,,
2003-04-15,Tuesday,127.29,,
2003-04-16,Wednesday,127.71,,
2003-04-17,Thursday,127.98,,
2003-04-18,Friday,127.98,imputed from 2071,start
2003-04-19,Saturday,127.98,imputed from 2072,
2003-04-20,Sunday,127.98,imputed from 2073,
2003-04-21,Monday,127.98,imputed from 2074,
2003-04-22,Tuesday,127.83,,
2003-04-23,Wednesday,127.62,,
2003-04-24,Thursday,127.97,,
2003-04-25,Friday,127.97,,start
2003-04-26,Saturday,127.97,imputed from 2079,
2003-04-27,Sunday,127.97,imputed from 2080,
2003-04-28,Monday,128.0,,
2003-04-29,Tuesday,127.74,,
2003-04-30,Wednesday,127.81,,
2003-05-01,Thursday,127.81,imputed from 2084,
2003-05-02,Friday,128.19,,start
2003-05-03,Saturday,128.19,imputed from 2086,
2003-05-04,Sunday,128.19,imputed from 2087,
2003-05-05,Monday,128.35,,
2003-05-06,Tuesday,128.3,,
2003-05-07,Wednesday,129.09,,
2003-05-08,Thursday,129.56,,
2003-05-09,Friday,129.6,,start
2003-05-10,Saturday,129.6,imputed from 2093,
2003-05-11,Sunday,129.6,imputed from 2094,
2003-05-12,Monday,129.8,,
2003-05-13,Tuesday,130.15,,
2003-05-14,Wednesday,130.3,,
2003-05-15,Thursday,130.54,,
2003-05-16,Friday,131.19,,start
2003-05-17,Saturday,131.19,imputed from 2100,
2003-05-18,Sunday,131.19,imputed from 2101,
2003-05-19,Monday,131.78,,
2003-05-20,Tuesday,131.58,,
2003-05-21,Wednesday,131.55,,
2003-05-22,Thursday,131.5,,
2003-05-23,Friday,131.75,,start
2003-05-24,Saturday,131.75,imputed from 2107,
2003-05-25,Sunday,131.75,imputed from 2108,
2003-05-26,Monday,131.62,,
2003-05-27,Tuesday,131.63,,
2003-05-28,Wednesday,130.54,,
2003-05-29,Thursday,130.54,,
2003-05-30,Friday,130.66,,start
2003-05-31,Saturday,130.66,imputed from 2114,
2003-06-01,Sunday,130.66,imputed from 2115,
2003-06-02,Monday,130.48,,
2003-06-03,Tuesday,131.16,,
2003-06-04,Wednesday,133.9,,
2003-06-05,Thursday,134.52,,
2003-06-06,Friday,133.89,,start
2003-06-07,Saturday,133.89,imputed from 2121,
2003-06-08,Sunday,133.89,imputed from 2122,
2003-06-09,Monday,133.89,,
2003-06-10,Tuesday,134.6,,
2003-06-11,Wednesday,134.62,,
2003-06-12,Thursday,134.18,,
2003-06-13,Friday,134.0,,start
2003-06-14,Saturday,134.0,imputed from 2128,
2003-06-15,Sunday,134.0,imputed from 2129,
2003-06-16,Monday,134.04,,
2003-06-17,Tuesday,133.21,,
2003-06-18,Wednesday,131.8,,
2003-06-19,Thursday,131.12,,
2003-06-20,Friday,131.12,,start
2003-06-21,Saturday,131.12,imputed from 2135,
2003-06-22,Sunday,131.12,imputed from 2136,
2003-06-23,Monday,130.95,,
2003-06-24,Tuesday,131.3,,
2003-06-25,Wednesday,131.67,,
2003-06-26,Thursday,131.02,,
2003-06-27,Friday,131.23,,start
2003-06-28,Saturday,131.23,imputed from 2142,
2003-06-29,Sunday,131.23,imputed from 2143,
2003-06-30,Monday,131.22,,
2003-07-01,Tuesday,131.65,,
2003-07-02,Wednesday,131.55,,
2003-07-03,Thursday,131.32,,
2003-07-04,Friday,132.12,,start
2003-07-05,Saturday,132.12,imputed from 2149,
2003-07-06,Sunday,132.12,imputed from 2150,
2003-07-07,Monday,131.95,,
2003-07-08,Tuesday,132.16,,
2003-07-09,Wednesday,132.14,,
2003-07-10,Thursday,132.49,,
2003-07-11,Friday,132.72,,start
2003-07-12,Saturday,132.72,imputed from 2156,
2003-07-13,Sunday,132.72,imputed from 2157,
2003-07-14,Monday,133.01,,
2003-07-15,Tuesday,132.18,,
2003-07-16,Wednesday,131.6,,
2003-07-17,Thursday,131.19,,
2003-07-18,Friday,131.21,,start
2003-07-19,Saturday,131.21,imputed from 2163,
2003-07-20,Sunday,131.21,imputed from 2164,
2003-07-21,Monday,130.33,,
2003-07-22,Tuesday,130.38,,
2003-07-23,Wednesday,131.1,,
2003-07-24,Thursday,130.65,,
2003-07-25,Friday,131.3,,start
2003-07-26,Saturday,131.3,imputed from 2170,
2003-07-27,Sunday,131.3,imputed from 2171,
2003-07-28,Monday,130.59,,
2003-07-29,Tuesday,130.7,,
2003-07-30,Wednesday,130.58,,
2003-07-31,Thursday,130.4,,
2003-08-01,Friday,130.4,,start
2003-08-02,Saturday,130.4,imputed from 2177,
2003-08-03,Sunday,130.4,imputed from 2178,
2003-08-04,Monday,130.18,,
2003-08-05,Tuesday,130.0,,
2003-08-06,Wednesday,130.0,,
2003-08-07,Thursday,130.34,,
2003-08-08,Friday,131.18,,start
2003-08-09,Saturday,131.18,imputed from 2184,
2003-08-10,Sunday,131.18,imputed from 2185,
2003-08-11,Monday,130.7,,
2003-08-12,Tuesday,130.7,,
2003-08-13,Wednesday,129.88,,
2003-08-14,Thursday,129.41,,
2003-08-15,Friday,129.66,,start
2003-08-16,Saturday,129.66,imputed from 2191,
2003-08-17,Sunday,129.66,imputed from 2192,
2003-08-18,Monday,129.38,,
2003-08-19,Tuesday,129.01,,
2003-08-20,Wednesday,129.34,,
2003-08-21,Thursday,129.03,,
2003-08-22,Friday,129.19,,start
2003-08-23,Saturday,129.19,imputed from 2198,
2003-08-24,Sunday,129.19,imputed from 2199,
2003-08-25,Monday,129.18,,
2003-08-26,Tuesday,129.14,,
2003-08-27,Wednesday,129.06,,
2003-08-28,Thursday,129.06,,
2003-08-29,Friday,129.05,,start
2003-08-30,Saturday,129.05,imputed from 2205,
2003-08-31,Sunday,129.05,imputed from 2206,
2003-09-01,Monday,129.0,,
2003-09-02,Tuesday,128.13,,
2003-09-03,Wednesday,127.05,,
2003-09-04,Thursday,127.39,,
2003-09-05,Friday,127.62,,start
2003-09-06,Saturday,127.62,imputed from 2212,
2003-09-07,Sunday,127.62,imputed from 2213,
2003-09-08,Monday,126.67,,
2003-09-09,Tuesday,126.4,,
2003-09-10,Wednesday,126.87,,
2003-09-11,Thursday,126.79,,
2003-09-12,Friday,127.74,,start
2003-09-13,Saturday,127.74,imputed from 2219,
2003-09-14,Sunday,127.74,imputed from 2220,
2003-09-15,Monday,127.7,,
2003-09-16,Tuesday,127.68,,
2003-09-17,Wednesday,127.43,,
2003-09-18,Thursday,127.1,,
2003-09-19,Friday,127.55,,start
2003-09-20,Saturday,127.55,imputed from 2226,
2003-09-21,Sunday,127.55,imputed from 2227,
2003-09-22,Monday,127.78,,
2003-09-23,Tuesday,127.9,,
2003-09-24,Wednesday,127.74,,
2003-09-25,Thursday,128.43,,
2003-09-26,Friday,128.66,,start
2003-09-27,Saturday,128.66,imputed from 2233,
2003-09-28,Sunday,128.66,imputed from 2234,
2003-09-29,Monday,128.5,,
2003-09-30,Tuesday,129.4,,
2003-10-01,Wednesday,129.37,,
2003-10-02,Thursday,128.37,,
2003-10-03,Friday,127.63,,start
2003-10-04,Saturday,127.63,imputed from 2240,
2003-10-05,Sunday,127.63,imputed from 2241,
2003-10-06,Monday,127.86,,
2003-10-07,Tuesday,128.25,,
2003-10-08,Wednesday,128.11,,
2003-10-09,Thursday,127.86,,
2003-10-10,Friday,128.38,,start
2003-10-11,Saturday,128.38,imputed from 2247,
2003-10-12,Sunday,128.38,imputed from 2248,
2003-10-13,Monday,128.03,,
2003-10-14,Tuesday,127.97,,
2003-10-15,Wednesday,127.5,,
2003-10-16,Thursday,127.8,,
2003-10-17,Friday,127.3,,start
2003-10-18,Saturday,127.3,imputed from 2254,
2003-10-19,Sunday,127.3,imputed from 2255,
2003-10-20,Monday,127.68,,
2003-10-21,Tuesday,128.0,,
2003-10-22,Wednesday,128.64,,
2003-10-23,Thursday,128.3,,
2003-10-24,Friday,128.2,,start
2003-10-25,Saturday,128.2,imputed from 2261,
2003-10-26,Sunday,128.2,imputed from 2262,
2003-10-27,Monday,127.64,,
2003-10-28,Tuesday,127.53,,
2003-10-29,Wednesday,127.31,,
2003-10-30,Thursday,127.35,,
2003-10-31,Friday,128.0,,start
2003-11-01,Saturday,128.0,imputed from 2268,
2003-11-02,Sunday,128.0,imputed from 2269,
2003-11-03,Monday,127.35,,
2003-11-04,Tuesday,127.47,,
2003-11-05,Wednesday,127.47,,
2003-11-06,Thursday,126.9,,
2003-11-07,Friday,126.4,,start
2003-11-08,Saturday,126.4,imputed from 2275,
2003-11-09,Sunday,126.4,imputed from 2276,
2003-11-10,Monday,126.5,,
2003-11-11,Tuesday,126.76,,
2003-11-12,Wednesday,126.74,,
2003-11-13,Thursday,127.0,,
2003-11-14,Friday,127.25,,start
2003-11-15,Saturday,127.25,imputed from 2282,
2003-11-16,Sunday,127.25,imputed from 2283,
2003-11-17,Monday,127.83,,
2003-11-18,Tuesday,127.8,,
2003-11-19,Wednesday,127.84,,
2003-11-20,Thursday,127.98,,
2003-11-21,Friday,128.42,,start
2003-11-22,Saturday,128.42,imputed from 2289,
2003-11-23,Sunday,128.42,imputed from 2290,
2003-11-24,Monday,127.65,,
2003-11-25,Tuesday,127.2,,
2003-11-26,Wednesday,126.84,,
2003-11-27,Thursday,126.7,,
2003-11-28,Friday,126.8,,start
2003-11-29,Saturday,126.8,imputed from 2296,
2003-11-30,Sunday,126.8,imputed from 2297,
2003-12-01,Monday,126.73,,
2003-12-02,Tuesday,127.15,,
2003-12-03,Wednesday,127.52,,
2003-12-04,Thursday,127.5,,
2003-12-05,Friday,128.49,,start
2003-12-06,Saturday,128.49,imputed from 2303,
2003-12-07,Sunday,128.49,imputed from 2304,
2003-12-08,Monday,126.9,,
2003-12-09,Tuesday,126.61,,
2003-12-10,Wednesday,127.15,,
2003-12-11,Thursday,126.9,,
2003-12-12,Friday,127.74,,start
2003-12-13,Saturday,127.74,imputed from 2310,
2003-12-14,Sunday,127.74,imputed from 2311,
2003-12-15,Monday,127.71,,
2003-12-16,Tuesday,127.8,,
2003-12-17,Wednesday,127.95,,
2003-12-18,Thursday,127.96,,
2003-12-19,Friday,127.8,,start
2003-12-20,Saturday,127.8,imputed from 2317,
2003-12-21,Sunday,127.8,imputed from 2318,
2003-12-22,Monday,127.94,,
2003-12-23,Tuesday,128.02,,
2003-12-24,Wednesday,128.02,imputed from 2321,
2003-12-25,Thursday,128.02,imputed from 2322,
2003-12-26,Friday,128.02,imputed from 2321,start
2003-12-27,Saturday,128.02,imputed from 2324,
2003-12-28,Sunday,128.02,imputed from 2325,
2003-12-29,Monday,127.8,,
2003-12-30,Tuesday,127.58,,
2003-12-31,Wednesday,127.58,imputed from 2328,
2004-01-01,Thursday,127.58,imputed from 2329,
2004-01-02,Friday,127.58,,start
2004-01-03,Saturday,127.58,imputed from 2331,
2004-01-04,Sunday,127.58,imputed from 2332,
2004-01-05,Monday,127.16,,
2004-01-06,Tuesday,127.43,,
2004-01-07,Wednesday,127.59,,
2004-01-08,Thursday,127.79,,
2004-01-09,Friday,128.27,,start
2004-01-10,Saturday,128.27,imputed from 2338,
2004-01-11,Sunday,128.27,imputed from 2339,
2004-01-12,Monday,128.25,,
2004-01-13,Tuesday,128.29,,
2004-01-14,Wednesday,128.18,,
2004-01-15,Thursday,128.33,,
2004-01-16,Friday,128.47,,start
2004-01-17,Saturday,128.47,imputed from 2345,
2004-01-18,Sunday,128.47,imputed from 2346,
2004-01-19,Monday,128.57,,
2004-01-20,Tuesday,128.62,,
2004-01-21,Wednesday,128.47,,
2004-01-22,Thursday,128.51,,
2004-01-23,Friday,129.05,,start
2004-01-24,Saturday,129.05,imputed from 2352,
2004-01-25,Sunday,129.05,imputed from 2353,
2004-01-26,Monday,128.3,,
2004-01-27,Tuesday,128.4,,
2004-01-28,Wednesday,128.45,,
2004-01-29,Thursday,127.73,,
2004-01-30,Friday,128.0,,start
2004-01-31,Saturday,128.0,imputed from 2359,
2004-02-01,Sunday,128.0,imputed from 2360,
2004-02-02,Monday,128.48,,
2004-02-03,Tuesday,128.85,,
2004-02-04,Wednesday,128.75,,
2004-02-05,Thursday,128.87,,
2004-02-06,Friday,129.11,,start
2004-02-07,Saturday,129.11,imputed from 2366,
2004-02-08,Sunday,129.11,imputed from 2367,
2004-02-09,Monday,129.19,,
2004-02-10,Tuesday,129.25,,
2004-02-11,Wednesday,129.21,,
2004-02-12,Thursday,129.89,,
2004-02-13,Friday,130.25,,start
2004-02-14,Saturday,130.25,imputed from 2373,
2004-02-15,Sunday,130.25,imputed from 2374,
2004-02-16,Monday,130.09,,
2004-02-17,Tuesday,130.4,,
2004-02-18,Wednesday,130.61,,
2004-02-19,Thursday,129.82,,
2004-02-20,Friday,129.59,,start
2004-02-21,Saturday,129.59,imputed from 2380,
2004-02-22,Sunday,129.59,imputed from 2381,
2004-02-23,Monday,129.28,,
2004-02-24,Tuesday,129.65,,
2004-02-25,Wednesday,129.7,,
2004-02-26,Thursday,129.7,,
2004-02-27,Friday,129.9,,start
2004-02-28,Saturday,129.9,imputed from 2387,
2004-02-29,Sunday,129.9,imputed from 2388,
2004-03-01,Monday,129.88,,
2004-03-02,Tuesday,129.83,,
2004-03-03,Wednesday,129.83,,
2004-03-04,Thursday,130.05,,
2004-03-05,Friday,130.53,,start
2004-03-06,Saturday,130.53,imputed from 2394,
2004-03-07,Sunday,130.53,imputed from 2395,
2004-03-08,Monday,129.59,,
2004-03-09,Tuesday,129.7,,
2004-03-10,Wednesday,129.57,,
2004-03-11,Thursday,129.96,,
2004-03-12,Friday,129.97,,start
2004-03-13,Saturday,129.97,imputed from 2401,
