date,weekday,C 1_Comdty_PX-LAST-CHF,imputed,C 1_Comdty_start
2001-06-13,Wednesday,3.52108,,
2001-06-14,Thursday,3.44746,,
2001-06-15,Friday,3.3749,,start
2001-06-16,Saturday,3.3749,imputed from 1400,
2001-06-17,Sunday,3.3749,imputed from 1401,
2001-06-18,Monday,3.38271,,
2001-06-19,Tuesday,3.45547,,
2001-06-20,Wednesday,3.40053,,
2001-06-21,Thursday,3.3437,,
2001-06-22,Friday,3.32425,,start
2001-06-23,Saturday,3.32425,imputed from 1407,
2001-06-24,Sunday,3.32425,imputed from 1408,
2001-06-25,Monday,3.25661,,
2001-06-26,Tuesday,3.26929,,
2001-06-27,Wednesday,3.31782,,
2001-06-28,Thursday,3.55346,,
2001-06-29,Friday,3.54517,,start
2001-06-30,Saturday,3.54517,imputed from 1414,
2001-07-01,Sunday,3.54517,imputed from 1415,
2001-07-02,Monday,3.58451,,
2001-07-03,Tuesday,3.63463,,
2001-07-04,Wednesday,3.63463,imputed from 1418,
2001-07-05,Thursday,3.74383,,
2001-07-06,Friday,3.71993,,start
2001-07-07,Saturday,3.71993,imputed from 1421,
2001-07-08,Sunday,3.71993,imputed from 1422,
2001-07-09,Monday,3.80256,,
2001-07-10,Tuesday,3.85781,,
2001-07-11,Wednesday,3.95726,,
2001-07-12,Thursday,4.1563,,
2001-07-13,Friday,3.97595,,start
2001-07-14,Saturday,3.97595,imputed from 1428,
2001-07-15,Sunday,3.97595,imputed from 1429,
2001-07-16,Monday,3.82438,,
2001-07-17,Tuesday,3.96144,,
2001-07-18,Wednesday,3.73571,,
2001-07-19,Thursday,3.73939,,
2001-07-20,Friday,3.60546,,start
2001-07-21,Saturday,3.60546,imputed from 1435,
2001-07-22,Sunday,3.60546,imputed from 1436,
2001-07-23,Monday,3.62463,,
2001-07-24,Tuesday,3.69714,,
2001-07-25,Wednesday,3.76189,,
2001-07-26,Thursday,3.75717,,
2001-07-27,Friday,3.80407,,start
2001-07-28,Saturday,3.80407,imputed from 1442,
2001-07-29,Sunday,3.80407,imputed from 1443,
2001-07-30,Monday,3.74737,,
2001-07-31,Tuesday,3.78481,,
2001-08-01,Wednesday,3.69391,,
2001-08-02,Thursday,3.65149,,
2001-08-03,Friday,3.59176,,start
2001-08-04,Saturday,3.59176,imputed from 1449,
2001-08-05,Sunday,3.59176,imputed from 1450,
2001-08-06,Monday,3.63418,,
2001-08-07,Tuesday,3.70634,,
2001-08-08,Wednesday,3.72034,,
2001-08-09,Thursday,3.70762,,
2001-08-10,Friday,3.75646,,start
2001-08-11,Saturday,3.75646,imputed from 1456,
2001-08-12,Sunday,3.75646,imputed from 1457,
2001-08-13,Monday,3.79603,,
2001-08-14,Tuesday,3.72385,,
2001-08-15,Wednesday,3.65446,,
2001-08-16,Thursday,3.59699,,
2001-08-17,Friday,3.57562,,start
2001-08-18,Saturday,3.57562,imputed from 1463,
2001-08-19,Sunday,3.57562,imputed from 1464,
2001-08-20,Monday,3.5326,,
2001-08-21,Tuesday,3.58851,,
2001-08-22,Wednesday,3.57364,,
2001-08-23,Thursday,3.64066,,
2001-08-24,Friday,3.57924,,start
2001-08-25,Saturday,3.57924,imputed from 1470,
2001-08-26,Sunday,3.57924,imputed from 1471,
2001-08-27,Monday,3.63316,,
2001-08-28,Tuesday,3.59424,,
2001-08-29,Wednesday,3.63973,,
2001-08-30,Thursday,3.8088,,
2001-08-31,Friday,3.86998,,start
2001-09-01,Saturday,3.86998,imputed from 1477,
2001-09-02,Sunday,3.86998,imputed from 1478,
2001-09-03,Monday,3.86998,imputed from 1479,
2001-09-04,Tuesday,3.94929,,
2001-09-05,Wednesday,3.90483,,
2001-09-06,Thursday,3.82136,,
2001-09-07,Friday,3.78176,,start
2001-09-08,Saturday,3.78176,imputed from 1484,
2001-09-09,Sunday,3.78176,imputed from 1485,
2001-09-10,Monday,3.81879,,
2001-09-11,Tuesday,3.71483,,
2001-09-12,Wednesday,3.76013,,
2001-09-13,Thursday,3.79065,,
2001-09-14,Friday,3.64653,,start
2001-09-15,Saturday,3.64653,imputed from 1491,
2001-09-16,Sunday,3.64653,imputed from 1492,
2001-09-17,Monday,3.57239,,
2001-09-18,Tuesday,3.50212,,
2001-09-19,Wednesday,3.42511,,
2001-09-20,Thursday,3.47966,,
2001-09-21,Friday,3.44971,,start
2001-09-22,Saturday,3.44971,imputed from 1498,
2001-09-23,Sunday,3.44971,imputed from 1499,
2001-09-24,Monday,3.45265,,
2001-09-25,Tuesday,3.4258,,
2001-09-26,Wednesday,3.46973,,
2001-09-27,Thursday,3.4871,,
2001-09-28,Friday,3.4749,,start
2001-09-29,Saturday,3.4749,imputed from 1505,
2001-09-30,Sunday,3.4749,imputed from 1506,
2001-10-01,Monday,3.40694,,
2001-10-02,Tuesday,3.38922,,
2001-10-03,Wednesday,3.41246,,
2001-10-04,Thursday,3.43434,,
2001-10-05,Friday,3.46592,,start
2001-10-06,Saturday,3.46592,imputed from 1512,
2001-10-07,Sunday,3.46592,imputed from 1513,
2001-10-08,Monday,3.46933,,
2001-10-09,Tuesday,3.4555,,
2001-10-10,Wednesday,3.48713,,
2001-10-11,Thursday,3.51649,,
2001-10-12,Friday,3.39042,,start
2001-10-13,Saturday,3.39042,imputed from 1519,
2001-10-14,Sunday,3.39042,imputed from 1520,
2001-10-15,Monday,3.34977,,
2001-10-16,Tuesday,3.37499,,
2001-10-17,Wednesday,3.40336,,
2001-10-18,Thursday,3.36056,,
2001-10-19,Friday,3.37369,,start
2001-10-20,Saturday,3.37369,imputed from 1526,
2001-10-21,Sunday,3.37369,imputed from 1527,
2001-10-22,Monday,3.39423,,
2001-10-23,Tuesday,3.39586,,
2001-10-24,Wednesday,3.42625,,
2001-10-25,Thursday,3.40353,,
2001-10-26,Friday,3.39959,,start
2001-10-27,Saturday,3.39959,imputed from 1533,
2001-10-28,Sunday,3.39959,imputed from 1534,
2001-10-29,Monday,3.31868,,
2001-10-30,Tuesday,3.33864,,
2001-10-31,Wednesday,3.35047,,
2001-11-01,Thursday,3.32602,,
2001-11-02,Friday,3.30355,,start
2001-11-03,Saturday,3.30355,imputed from 1540,
2001-11-04,Sunday,3.30355,imputed from 1541,
2001-11-05,Monday,3.32855,,
2001-11-06,Tuesday,3.32201,,
2001-11-07,Wednesday,3.31898,,
2001-11-08,Thursday,3.3328,,
2001-11-09,Friday,3.37758,,start
2001-11-10,Saturday,3.37758,imputed from 1547,
2001-11-11,Sunday,3.37758,imputed from 1548,
2001-11-12,Monday,3.37016,,
2001-11-13,Tuesday,3.42063,,
2001-11-14,Wednesday,3.43224,,
2001-11-15,Thursday,3.42619,,
2001-11-16,Friday,3.43496,,start
2001-11-17,Saturday,3.43496,imputed from 1554,
2001-11-18,Sunday,3.43496,imputed from 1555,
2001-11-19,Monday,3.46832,,
2001-11-20,Tuesday,3.43978,,
2001-11-21,Wednesday,3.4569,,
2001-11-22,Thursday,3.4569,imputed from 1559,
2001-11-23,Friday,3.47111,,start
2001-11-24,Saturday,3.47111,imputed from 1561,
2001-11-25,Sunday,3.47111,imputed from 1562,
2001-11-26,Monday,3.3906,,
2001-11-27,Tuesday,3.37818,,
2001-11-28,Wednesday,3.27401,,
2001-11-29,Thursday,3.50785,,
2001-11-30,Friday,3.6162,,start
2001-12-01,Saturday,3.6162,imputed from 1568,
2001-12-02,Sunday,3.6162,imputed from 1569,
2001-12-03,Monday,3.656,,
2001-12-04,Tuesday,3.66213,,
2001-12-05,Wednesday,3.65205,,
2001-12-06,Thursday,3.57117,,
2001-12-07,Friday,3.63759,,start
2001-12-08,Saturday,3.63759,imputed from 1575,
2001-12-09,Sunday,3.63759,imputed from 1576,
2001-12-10,Monday,3.65907,,
2001-12-11,Tuesday,3.64216,,
2001-12-12,Wednesday,3.5545,,
2001-12-13,Thursday,3.57485,,
2001-12-14,Friday,3.53324,,start
2001-12-15,Saturday,3.53324,imputed from 1582,
2001-12-16,Sunday,3.53324,imputed from 1583,
2001-12-17,Monday,3.51868,,
2001-12-18,Tuesday,3.49804,,
2001-12-19,Wednesday,3.50513,,
2001-12-20,Thursday,3.47368,,
2001-12-21,Friday,3.49884,,start
2001-12-22,Saturday,3.49884,imputed from 1589,
2001-12-23,Sunday,3.49884,imputed from 1590,
2001-12-24,Monday,3.49884,imputed from 1591,
2001-12-25,Tuesday,3.49884,imputed from 1592,
2001-12-26,Wednesday,3.53017,,
2001-12-27,Thursday,3.51583,,
2001-12-28,Friday,3.51415,,start
2001-12-29,Saturday,3.51415,imputed from 1596,
2001-12-30,Sunday,3.51415,imputed from 1597,
2001-12-31,Monday,3.46898,,
2002-01-01,Tuesday,3.46898,imputed from 1599,
2002-01-02,Wednesday,3.42232,,
2002-01-03,Thursday,3.47641,,
2002-01-04,Friday,3.47599,,start
2002-01-05,Saturday,3.47599,imputed from 1603,
2002-01-06,Sunday,3.47599,imputed from 1604,
2002-01-07,Monday,3.4889,,
2002-01-08,Tuesday,3.50202,,
2002-01-09,Wednesday,3.48579,,
2002-01-10,Thursday,3.47005,,
2002-01-11,Friday,3.5291,,start
2002-01-12,Saturday,3.5291,imputed from 1610,
2002-01-13,Sunday,3.5291,imputed from 1611,
2002-01-14,Monday,3.49458,,
2002-01-15,Tuesday,3.53782,,
2002-01-16,Wednesday,3.57022,,
2002-01-17,Thursday,3.56054,,
2002-01-18,Friday,3.51505,,start
2002-01-19,Saturday,3.51505,imputed from 1617,
2002-01-20,Sunday,3.51505,imputed from 1618,
2002-01-21,Monday,3.51505,imputed from 1619,
2002-01-22,Tuesday,3.48838,,
2002-01-23,Wednesday,3.48362,,
2002-01-24,Thursday,3.51227,,
2002-01-25,Friday,3.56679,,start
2002-01-26,Saturday,3.56679,imputed from 1624,
2002-01-27,Sunday,3.56679,imputed from 1625,
2002-01-28,Monday,3.54244,,
2002-01-29,Tuesday,3.51079,,
2002-01-30,Wednesday,3.51106,,
2002-01-31,Thursday,3.53661,,
2002-02-01,Friday,3.51086,,start
2002-02-02,Saturday,3.51086,imputed from 1631,
2002-02-03,Sunday,3.51086,imputed from 1632,
2002-02-04,Monday,3.49644,,
2002-02-05,Tuesday,3.49841,,
2002-02-06,Wednesday,3.4604,,
2002-02-07,Thursday,3.46812,,
2002-02-08,Friday,3.45782,,start
2002-02-09,Saturday,3.45782,imputed from 1638,
2002-02-10,Sunday,3.45782,imputed from 1639,
2002-02-11,Monday,3.45497,,
2002-02-12,Tuesday,3.46936,,
2002-02-13,Wednesday,3.54437,,
2002-02-14,Thursday,3.50937,,
2002-02-15,Friday,3.48418,,start
2002-02-16,Saturday,3.48418,imputed from 1645,
2002-02-17,Sunday,3.48418,imputed from 1646,
2002-02-18,Monday,3.48418,imputed from 1647,
2002-02-19,Tuesday,3.46627,,
2002-02-20,Wednesday,3.51144,,
2002-02-21,Thursday,3.51496,,
2002-02-22,Friday,3.46298,,start
2002-02-23,Saturday,3.46298,imputed from 1652,
2002-02-24,Sunday,3.46298,imputed from 1653,
2002-02-25,Monday,3.42935,,
2002-02-26,Tuesday,3.4022,,
2002-02-27,Wednesday,3.53804,,
2002-02-28,Thursday,3.52978,,
2002-03-01,Friday,3.55576,,start
2002-03-02,Saturday,3.55576,imputed from 1659,
2002-03-03,Sunday,3.55576,imputed from 1660,
2002-03-04,Monday,3.5276,,
2002-03-05,Tuesday,3.55626,,
2002-03-06,Wednesday,3.50672,,
2002-03-07,Thursday,3.47233,,
2002-03-08,Friday,3.50089,,start
2002-03-09,Saturday,3.50089,imputed from 1666,
2002-03-10,Sunday,3.50089,imputed from 1667,
2002-03-11,Monday,3.51709,,
2002-03-12,Tuesday,3.53366,,
2002-03-13,Wednesday,3.47662,,
2002-03-14,Thursday,3.44263,,
2002-03-15,Friday,3.41051,,start
2002-03-16,Saturday,3.41051,imputed from 1673,
2002-03-17,Sunday,3.41051,imputed from 1674,
2002-03-18,Monday,3.42251,,
2002-03-19,Tuesday,3.43038,,
2002-03-20,Wednesday,3.40537,,
2002-03-21,Thursday,3.40041,,
2002-03-22,Friday,3.41748,,start
2002-03-23,Saturday,3.41748,imputed from 1680,
2002-03-24,Sunday,3.41748,imputed from 1681,
2002-03-25,Monday,3.39264,,
2002-03-26,Tuesday,3.41413,,
2002-03-27,Wednesday,3.46191,,
2002-03-28,Thursday,3.4103,,
2002-03-29,Friday,3.4103,imputed from 1686,start
2002-03-30,Saturday,3.4103,imputed from 1687,
2002-03-31,Sunday,3.4103,imputed from 1688,
2002-04-01,Monday,3.37952,,
2002-04-02,Tuesday,3.39264,,
2002-04-03,Wednesday,3.34156,,
2002-04-04,Thursday,3.35618,,
2002-04-05,Friday,3.33472,,start
2002-04-06,Saturday,3.33472,imputed from 1694,
2002-04-07,Sunday,3.33472,imputed from 1695,
2002-04-08,Monday,3.37593,,
2002-04-09,Tuesday,3.35705,,
2002-04-10,Wednesday,3.33063,,
2002-04-11,Thursday,3.29428,,
2002-04-12,Friday,3.2961,,start
2002-04-13,Saturday,3.2961,imputed from 1701,
2002-04-14,Sunday,3.2961,imputed from 1702,
2002-04-15,Monday,3.26693,,
2002-04-16,Tuesday,3.29115,,
2002-04-17,Wednesday,3.30387,,
2002-04-18,Thursday,3.27231,,
2002-04-19,Friday,3.25167,,start
2002-04-20,Saturday,3.25167,imputed from 1708,
2002-04-21,Sunday,3.25167,imputed from 1709,
2002-04-22,Monday,3.28534,,
2002-04-23,Tuesday,3.27938,,
2002-04-24,Wednesday,3.24765,,
2002-04-25,Thursday,3.20933,,
2002-04-26,Friday,3.19338,,start
2002-04-27,Saturday,3.19338,imputed from 1715,
2002-04-28,Sunday,3.19338,imputed from 1716,
2002-04-29,Monday,3.25086,,
2002-04-30,Tuesday,3.2465,,
2002-05-01,Wednesday,3.24983,,
2002-05-02,Thursday,3.23326,,
2002-05-03,Friday,3.19148,,start
2002-05-04,Saturday,3.19148,imputed from 1722,
2002-05-05,Sunday,3.19148,imputed from 1723,
2002-05-06,Monday,3.18815,,
2002-05-07,Tuesday,3.26023,,
2002-05-08,Wednesday,3.28897,,
2002-05-09,Thursday,3.28677,,
2002-05-10,Friday,3.28137,,start
2002-05-11,Saturday,3.28137,imputed from 1729,
2002-05-12,Sunday,3.28137,imputed from 1730,
2002-05-13,Monday,3.42925,,
2002-05-14,Tuesday,3.48119,,
2002-05-15,Wednesday,3.46389,,
2002-05-16,Thursday,3.4056,,
2002-05-17,Friday,3.30178,,start
2002-05-18,Saturday,3.30178,imputed from 1736,
2002-05-19,Sunday,3.30178,imputed from 1737,
2002-05-20,Monday,3.33747,,
2002-05-21,Tuesday,3.32732,,
2002-05-22,Wednesday,3.2563,,
2002-05-23,Thursday,3.27289,,
2002-05-24,Friday,3.24638,,start
2002-05-25,Saturday,3.24638,imputed from 1743,
2002-05-26,Sunday,3.24638,imputed from 1744,
2002-05-27,Monday,3.24638,imputed from 1745,
2002-05-28,Tuesday,3.26584,,
2002-05-29,Wednesday,3.32288,,
2002-05-30,Thursday,3.31054,,
2002-05-31,Friday,3.37136,,start
2002-06-01,Saturday,3.37136,imputed from 1750,
2002-06-02,Sunday,3.37136,imputed from 1751,
2002-06-03,Monday,3.27763,,
2002-06-04,Tuesday,3.2737,,
2002-06-05,Wednesday,3.29819,,
2002-06-06,Thursday,3.25915,,
2002-06-07,Friday,3.2191,,start
2002-06-08,Saturday,3.2191,imputed from 1757,
2002-06-09,Sunday,3.2191,imputed from 1758,
2002-06-10,Monday,3.22881,,
2002-06-11,Tuesday,3.18364,,
2002-06-12,Wednesday,3.23088,,
2002-06-13,Thursday,3.31495,,
2002-06-14,Friday,3.26409,,start
2002-06-15,Saturday,3.26409,imputed from 1764,
2002-06-16,Sunday,3.26409,imputed from 1765,
2002-06-17,Monday,3.25187,,
2002-06-18,Tuesday,3.21352,,
2002-06-19,Wednesday,3.216,,
2002-06-20,Thursday,3.20376,,
2002-06-21,Friday,3.17478,,start
2002-06-22,Saturday,3.17478,imputed from 1771,
2002-06-23,Sunday,3.17478,imputed from 1772,
2002-06-24,Monday,3.2748,,
2002-06-25,Tuesday,3.31471,,
2002-06-26,Wednesday,3.30367,,
2002-06-27,Thursday,3.48288,,
2002-06-28,Friday,3.46191,,start
2002-06-29,Saturday,3.46191,imputed from 1778,
2002-06-30,Sunday,3.46191,imputed from 1779,
2002-07-01,Monday,3.57479,,
2002-07-02,Tuesday,3.51036,,
2002-07-03,Wednesday,3.45002,,
2002-07-04,Thursday,3.45002,imputed from 1783,
2002-07-05,Friday,3.5624,,start
2002-07-06,Saturday,3.5624,imputed from 1785,
2002-07-07,Sunday,3.5624,imputed from 1786,
2002-07-08,Monday,3.41422,,
2002-07-09,Tuesday,3.44914,,
2002-07-10,Wednesday,3.40952,,
2002-07-11,Thursday,3.31441,,
2002-07-12,Friday,3.30435,,start
2002-07-13,Saturday,3.30435,imputed from 1792,
2002-07-14,Sunday,3.30435,imputed from 1793,
2002-07-15,Monday,3.31058,,
2002-07-16,Tuesday,3.42125,,
2002-07-17,Wednesday,3.35606,,
2002-07-18,Thursday,3.38465,,
2002-07-19,Friday,3.3804,,start
2002-07-20,Saturday,3.3804,imputed from 1799,
2002-07-21,Sunday,3.3804,imputed from 1800,
2002-07-22,Monday,3.54215,,
2002-07-23,Tuesday,3.53653,,
2002-07-24,Wednesday,3.61861,,
2002-07-25,Thursday,3.53821,,
2002-07-26,Friday,3.55874,,start
2002-07-27,Saturday,3.55874,imputed from 1806,
2002-07-28,Sunday,3.55874,imputed from 1807,
2002-07-29,Monday,3.43705,,
2002-07-30,Tuesday,3.48855,,
2002-07-31,Wednesday,3.6682,,
2002-08-01,Thursday,3.66996,,
2002-08-02,Friday,3.71719,,start
2002-08-03,Saturday,3.71719,imputed from 1813,
2002-08-04,Sunday,3.71719,imputed from 1814,
2002-08-05,Monday,3.74572,,
2002-08-06,Tuesday,3.80217,,
2002-08-07,Wednesday,3.72554,,
2002-08-08,Thursday,3.72724,,
2002-08-09,Friday,3.76301,,start
2002-08-10,Saturday,3.76301,imputed from 1820,
2002-08-11,Sunday,3.76301,imputed from 1821,
2002-08-12,Monday,3.89952,,
2002-08-13,Tuesday,3.98921,,
2002-08-14,Wednesday,4.04859,,
2002-08-15,Thursday,4.04781,,
2002-08-16,Friday,4.03255,,start
2002-08-17,Saturday,4.03255,imputed from 1827,
2002-08-18,Sunday,4.03255,imputed from 1828,
2002-08-19,Monday,3.98947,,
2002-08-20,Tuesday,3.8951,,
2002-08-21,Wednesday,3.9211,,
2002-08-22,Thursday,3.95856,,
2002-08-23,Friday,3.97215,,start
2002-08-24,Saturday,3.97215,imputed from 1834,
2002-08-25,Sunday,3.97215,imputed from 1835,
2002-08-26,Monday,3.98218,,
2002-08-27,Tuesday,3.89994,,
2002-08-28,Wednesday,3.89224,,
2002-08-29,Thursday,3.98845,,
2002-08-30,Friday,4.02107,,start
2002-08-31,Saturday,4.02107,imputed from 1841,
2002-09-01,Sunday,4.02107,imputed from 1842,
2002-09-02,Monday,4.02107,imputed from 1843,
2002-09-03,Tuesday,4.04245,,
2002-09-04,Wednesday,4.10982,,
2002-09-05,Thursday,4.13008,,
2002-09-06,Friday,4.20116,,start
2002-09-07,Saturday,4.20116,imputed from 1848,
2002-09-08,Sunday,4.20116,imputed from 1849,
2002-09-09,Monday,4.29652,,
2002-09-10,Tuesday,4.31221,,
2002-09-11,Wednesday,4.40242,,
2002-09-12,Thursday,4.24478,,
2002-09-13,Friday,4.1711,,start
2002-09-14,Saturday,4.1711,imputed from 1855,
2002-09-15,Sunday,4.1711,imputed from 1856,
2002-09-16,Monday,4.20531,,
2002-09-17,Tuesday,4.19727,,
2002-09-18,Wednesday,4.08123,,
2002-09-19,Thursday,3.97564,,
2002-09-20,Friday,3.89847,,start
2002-09-21,Saturday,3.89847,imputed from 1862,
2002-09-22,Sunday,3.89847,imputed from 1863,
2002-09-23,Monday,3.81222,,
2002-09-24,Tuesday,3.86681,,
2002-09-25,Wednesday,3.86535,,
2002-09-26,Thursday,3.91896,,
2002-09-27,Friday,3.88022,,start
2002-09-28,Saturday,3.88022,imputed from 1869,
2002-09-29,Sunday,3.88022,imputed from 1870,
2002-09-30,Monday,3.71013,,
2002-10-01,Tuesday,3.78433,,
2002-10-02,Wednesday,3.81337,,
2002-10-03,Thursday,3.76253,,
2002-10-04,Friday,3.8531,,start
2002-10-05,Saturday,3.8531,imputed from 1876,
2002-10-06,Sunday,3.8531,imputed from 1877,
2002-10-07,Monday,3.87192,,
2002-10-08,Tuesday,3.86353,,
2002-10-09,Wednesday,3.7952,,
2002-10-10,Thursday,3.72924,,
2002-10-11,Friday,3.66251,,start
2002-10-12,Saturday,3.66251,imputed from 1883,
2002-10-13,Sunday,3.66251,imputed from 1884,
2002-10-14,Monday,3.64027,,
2002-10-15,Tuesday,3.80289,,
2002-10-16,Wednesday,3.78153,,
2002-10-17,Thursday,3.8652,,
2002-10-18,Friday,3.84477,,start
2002-10-19,Saturday,3.84477,imputed from 1890,
2002-10-20,Sunday,3.84477,imputed from 1891,
2002-10-21,Monday,3.84019,,
2002-10-22,Tuesday,3.76848,,
2002-10-23,Wednesday,3.75675,,
2002-10-24,Thursday,3.76751,,
2002-10-25,Friday,3.7585,,start
2002-10-26,Saturday,3.7585,imputed from 1897,
2002-10-27,Sunday,3.7585,imputed from 1898,
2002-10-28,Monday,3.68726,,
2002-10-29,Tuesday,3.70163,,
2002-10-30,Wednesday,3.66417,,
2002-10-31,Thursday,3.65805,,
2002-11-01,Friday,3.63083,,start
2002-11-02,Saturday,3.63083,imputed from 1904,
2002-11-03,Sunday,3.63083,imputed from 1905,
2002-11-04,Monday,3.58877,,
2002-11-05,Tuesday,3.53877,,
2002-11-06,Wednesday,3.56651,,
2002-11-07,Thursday,3.49763,,
2002-11-08,Friday,3.40399,,start
2002-11-09,Saturday,3.40399,imputed from 1911,
2002-11-10,Sunday,3.40399,imputed from 1912,
2002-11-11,Monday,3.40965,,
2002-11-12,Tuesday,3.44986,,
2002-11-13,Wednesday,3.5012,,
2002-11-14,Thursday,3.56264,,
2002-11-15,Friday,3.51674,,start
2002-11-16,Saturday,3.51674,imputed from 1918,
2002-11-17,Sunday,3.51674,imputed from 1919,
2002-11-18,Monday,3.549,,
2002-11-19,Tuesday,3.61697,,
2002-11-20,Wednesday,3.63146,,
2002-11-21,Thursday,3.62454,,
2002-11-22,Friday,3.65679,,start
2002-11-23,Saturday,3.65679,imputed from 1925,
2002-11-24,Sunday,3.65679,imputed from 1926,
2002-11-25,Monday,3.60959,,
2002-11-26,Tuesday,3.60347,,
2002-11-27,Wednesday,3.58284,,
2002-11-28,Thursday,3.58284,imputed from 1930,
2002-11-29,Friday,3.58458,,start
2002-11-30,Saturday,3.58458,imputed from 1932,
2002-12-01,Sunday,3.58458,imputed from 1933,
2002-12-02,Monday,3.57171,,
2002-12-03,Tuesday,3.52491,,
2002-12-04,Wednesday,3.51769,,
2002-12-05,Thursday,3.47321,,
2002-12-06,Friday,3.46409,,start
2002-12-07,Saturday,3.46409,imputed from 1939,
2002-12-08,Sunday,3.46409,imputed from 1940,
2002-12-09,Monday,3.45608,,
2002-12-10,Tuesday,3.4794,,
2002-12-11,Wednesday,3.51611,,
2002-12-12,Thursday,3.46865,,
2002-12-13,Friday,3.48,,start
2002-12-14,Saturday,3.48,imputed from 1946,
2002-12-15,Sunday,3.48,imputed from 1947,
2002-12-16,Monday,3.44707,,
2002-12-17,Tuesday,3.41126,,
2002-12-18,Wednesday,3.42816,,
2002-12-19,Thursday,3.42123,,
2002-12-20,Friday,3.40907,,start
2002-12-21,Saturday,3.40907,imputed from 1953,
2002-12-22,Sunday,3.40907,imputed from 1954,
2002-12-23,Monday,3.45312,,
2002-12-24,Tuesday,3.41938,,
2002-12-25,Wednesday,3.41938,imputed from 1957,
2002-12-26,Thursday,3.40651,,
2002-12-27,Friday,3.34667,,start
2002-12-28,Saturday,3.34667,imputed from 1960,
2002-12-29,Sunday,3.34667,imputed from 1961,
2002-12-30,Monday,3.27127,,
2002-12-31,Tuesday,3.25736,,
2003-01-01,Wednesday,3.25736,imputed from 1964,
2003-01-02,Thursday,3.3263,,
2003-01-03,Friday,3.29904,,start
2003-01-04,Saturday,3.29904,imputed from 1967,
2003-01-05,Sunday,3.29904,imputed from 1968,
2003-01-06,Monday,3.28447,,
2003-01-07,Tuesday,3.3636,,
2003-01-08,Wednesday,3.40162,,
2003-01-09,Thursday,3.38903,,
2003-01-10,Friday,3.24683,,start
2003-01-11,Saturday,3.24683,imputed from 1974,
2003-01-12,Sunday,3.24683,imputed from 1975,
2003-01-13,Monday,3.18851,,
2003-01-14,Tuesday,3.20212,,
2003-01-15,Wednesday,3.19842,,
2003-01-16,Thursday,3.17674,,
2003-01-17,Friday,3.18658,,start
2003-01-18,Saturday,3.18658,imputed from 1981,
2003-01-19,Sunday,3.18658,imputed from 1982,
2003-01-20,Monday,3.18658,imputed from 1983,
2003-01-21,Tuesday,3.18671,,
2003-01-22,Wednesday,3.20152,,
2003-01-23,Thursday,3.20068,,
2003-01-24,Friday,3.18584,,start
2003-01-25,Saturday,3.18584,imputed from 1988,
2003-01-26,Sunday,3.18584,imputed from 1989,
2003-01-27,Monday,3.18167,,
2003-01-28,Tuesday,3.23549,,
2003-01-29,Wednesday,3.18891,,
2003-01-30,Thursday,3.22699,,
2003-01-31,Friday,3.25997,,start
2003-02-01,Saturday,3.25997,imputed from 1995,
2003-02-02,Sunday,3.25997,imputed from 1996,
2003-02-03,Monday,3.22525,,
2003-02-04,Tuesday,3.20249,,
2003-02-05,Wednesday,3.22832,,
2003-02-06,Thursday,3.23319,,
2003-02-07,Friday,3.25485,,start
2003-02-08,Saturday,3.25485,imputed from 2002,
2003-02-09,Sunday,3.25485,imputed from 2003,
2003-02-10,Monday,3.29599,,
2003-02-11,Tuesday,3.29889,,
2003-02-12,Wednesday,3.27605,,
2003-02-13,Thursday,3.24574,,
2003-02-14,Friday,3.27869,,start
2003-02-15,Saturday,3.27869,imputed from 2009,
2003-02-16,Sunday,3.27869,imputed from 2010,
2003-02-17,Monday,3.27869,imputed from 2011,
2003-02-18,Tuesday,3.27975,,
2003-02-19,Wednesday,3.2201,,
2003-02-20,Thursday,3.19409,,
2003-02-21,Friday,3.15296,,start
2003-02-22,Saturday,3.15296,imputed from 2016,
2003-02-23,Sunday,3.15296,imputed from 2017,
2003-02-24,Monday,3.13335,,
2003-02-25,Tuesday,3.13734,,
2003-02-26,Wednesday,3.14068,,
2003-02-27,Thursday,3.16115,,
2003-02-28,Friday,3.1596,,start
2003-03-01,Saturday,3.1596,imputed from 2023,
2003-03-02,Sunday,3.1596,imputed from 2024,
2003-03-03,Monday,3.14582,,
2003-03-04,Tuesday,3.16197,,
2003-03-05,Wednesday,3.15376,,
2003-03-06,Thursday,3.19917,,
2003-03-07,Friday,3.20904,,start
2003-03-08,Saturday,3.20904,imputed from 2030,
2003-03-09,Sunday,3.20904,imputed from 2031,
2003-03-10,Monday,3.14191,,
2003-03-11,Tuesday,3.12574,,
2003-03-12,Wednesday,3.13615,,
2003-03-13,Thursday,3.17619,,
2003-03-14,Friday,3.18744,,start
2003-03-15,Saturday,3.18744,imputed from 2037,
2003-03-16,Sunday,3.18744,imputed from 2038,
2003-03-17,Monday,3.17652,,
2003-03-18,Tuesday,3.17836,,
2003-03-19,Wednesday,3.21993,,
2003-03-20,Thursday,3.24281,,
2003-03-21,Friday,3.24818,,start
2003-03-22,Saturday,3.24818,imputed from 2044,
2003-03-23,Sunday,3.24818,imputed from 2045,
2003-03-24,Monday,3.17028,,
2003-03-25,Tuesday,3.15784,,
2003-03-26,Wednesday,3.15324,,
2003-03-27,Thursday,3.16659,,
2003-03-28,Friday,3.11334,,start
