date,weekday,S 1_Comdty_PX-LAST-CHF,imputed,S 1_Comdty_start
2005-04-10,Sunday,7.33115,imputed from 2794,
2005-04-11,Monday,7.34364,,
2005-04-12,Tuesday,7.42667,,
2005-04-13,Wednesday,7.48773,,
2005-04-14,Thursday,7.48791,,
2005-04-15,Friday,7.40363,,start
2005-04-16,Saturday,7.40363,imputed from 2800,
2005-04-17,Sunday,7.40363,imputed from 2801,
2005-04-18,Monday,7.22928,,
2005-04-19,Tuesday,7.47798,,
2005-04-20,Wednesday,7.43276,,
2005-04-21,Thursday,7.55415,,
2005-04-22,Friday,7.49472,,start
2005-04-23,Saturday,7.49472,imputed from 2807,
2005-04-24,Sunday,7.49472,imputed from 2808,
2005-04-25,Monday,7.55503,,
2005-04-26,Tuesday,7.57987,,
2005-04-27,Wednesday,7.47807,,
2005-04-28,Thursday,7.46111,,
2005-04-29,Friday,7.4649,,start
2005-04-30,Saturday,7.4649,imputed from 2814,
2005-05-01,Sunday,7.4649,imputed from 2815,
2005-05-02,Monday,7.52386,,
2005-05-03,Tuesday,7.48536,,
2005-05-04,Wednesday,7.45029,,
2005-05-05,Thursday,7.50665,,
2005-05-06,Friday,7.71264,,start
2005-05-07,Saturday,7.71264,imputed from 2821,
2005-05-08,Sunday,7.71264,imputed from 2822,
2005-05-09,Monday,7.69318,,
2005-05-10,Tuesday,7.61497,,
2005-05-11,Wednesday,7.62955,,
2005-05-12,Thursday,7.5855,,
2005-05-13,Friday,7.50312,,start
2005-05-14,Saturday,7.50312,imputed from 2828,
2005-05-15,Sunday,7.50312,imputed from 2829,
2005-05-16,Monday,7.6173,,
2005-05-17,Tuesday,7.57439,,
2005-05-18,Wednesday,7.71362,,
2005-05-19,Thursday,7.69573,,
2005-05-20,Friday,7.80078,,start
2005-05-21,Saturday,7.80078,imputed from 2835,
2005-05-22,Sunday,7.80078,imputed from 2836,
2005-05-23,Monday,7.88864,,
2005-05-24,Tuesday,7.94352,,
2005-05-25,Wednesday,8.17462,,
2005-05-26,Thursday,8.36009,,
2005-05-27,Friday,8.21666,,start
2005-05-28,Saturday,8.21666,imputed from 2842,
2005-05-29,Sunday,8.21666,imputed from 2843,
2005-05-30,Monday,8.21666,imputed from 2844,
2005-05-31,Tuesday,8.47047,,
2005-06-01,Wednesday,8.5855,,
2005-06-02,Thursday,8.3616,,
2005-06-03,Friday,8.47506,,start
2005-06-04,Saturday,8.47506,imputed from 2849,
2005-06-05,Sunday,8.47506,imputed from 2850,
2005-06-06,Monday,8.45764,,
2005-06-07,Tuesday,8.41818,,
2005-06-08,Wednesday,8.34842,,
2005-06-09,Thursday,8.43448,,
2005-06-10,Friday,8.45671,,start
2005-06-11,Saturday,8.45671,imputed from 2856,
2005-06-12,Sunday,8.45671,imputed from 2857,
2005-06-13,Monday,8.67706,,
2005-06-14,Tuesday,8.81363,,
2005-06-15,Wednesday,8.93299,,
2005-06-16,Thursday,8.92685,,
2005-06-17,Friday,9.1434,,start
2005-06-18,Saturday,9.1434,imputed from 2863,
2005-06-19,Sunday,9.1434,imputed from 2864,
2005-06-20,Monday,9.39565,,
2005-06-21,Tuesday,9.33106,,
2005-06-22,Wednesday,9.38791,,
2005-06-23,Thursday,9.28162,,
2005-06-24,Friday,9.49386,,start
2005-06-25,Saturday,9.49386,imputed from 2870,
2005-06-26,Sunday,9.49386,imputed from 2871,
2005-06-27,Monday,8.81182,,
2005-06-28,Tuesday,8.53573,,
2005-06-29,Wednesday,8.66191,,
2005-06-30,Thursday,8.41976,,
2005-07-01,Friday,8.76502,,start
2005-07-02,Saturday,8.76502,imputed from 2877,
2005-07-03,Sunday,8.76502,imputed from 2878,
2005-07-04,Monday,8.76502,imputed from 2879,
2005-07-05,Tuesday,9.33799,,
2005-07-06,Wednesday,9.0982,,
2005-07-07,Thursday,9.01878,,
2005-07-08,Friday,8.84383,,start
2005-07-09,Saturday,8.84383,imputed from 2884,
2005-07-10,Sunday,8.84383,imputed from 2885,
2005-07-11,Monday,8.89065,,
2005-07-12,Tuesday,8.94234,,
2005-07-13,Wednesday,9.20917,,
2005-07-14,Thursday,9.288,,
2005-07-15,Friday,9.32974,,start
2005-07-16,Saturday,9.32974,imputed from 2891,
2005-07-17,Sunday,9.32974,imputed from 2892,
2005-07-18,Monday,9.27189,,
2005-07-19,Tuesday,8.87864,,
2005-07-20,Wednesday,8.88413,,
2005-07-21,Thursday,8.59303,,
2005-07-22,Friday,8.67482,,start
2005-07-23,Saturday,8.67482,imputed from 2898,
2005-07-24,Sunday,8.67482,imputed from 2899,
2005-07-25,Monday,8.68197,,
2005-07-26,Tuesday,8.77786,,
2005-07-27,Wednesday,8.74258,,
2005-07-28,Thursday,8.8571,,
2005-07-29,Friday,8.72044,,start
2005-07-30,Saturday,8.72044,imputed from 2905,
2005-07-31,Sunday,8.72044,imputed from 2906,
2005-08-01,Monday,8.64848,,
2005-08-02,Tuesday,8.86529,,
2005-08-03,Wednesday,8.52233,,
2005-08-04,Thursday,8.49306,,
2005-08-05,Friday,8.37842,,start
2005-08-06,Saturday,8.37842,imputed from 2912,
2005-08-07,Sunday,8.37842,imputed from 2913,
2005-08-08,Monday,8.37088,,
2005-08-09,Tuesday,8.15503,,
2005-08-10,Wednesday,8.13645,,
2005-08-11,Thursday,8.03548,,
2005-08-12,Friday,7.9928,,start
2005-08-13,Saturday,7.9928,imputed from 2919,
2005-08-14,Sunday,7.9928,imputed from 2920,
2005-08-15,Monday,7.69553,,
2005-08-16,Tuesday,7.7581,,
2005-08-17,Wednesday,7.76745,,
2005-08-18,Thursday,7.742,,
2005-08-19,Friday,7.60538,,start
2005-08-20,Saturday,7.60538,imputed from 2926,
2005-08-21,Sunday,7.60538,imputed from 2927,
2005-08-22,Monday,7.70722,,
2005-08-23,Tuesday,7.76324,,
2005-08-24,Wednesday,7.62584,,
2005-08-25,Thursday,7.37918,,
2005-08-26,Friday,7.41941,,start
2005-08-27,Saturday,7.41941,imputed from 2933,
2005-08-28,Sunday,7.41941,imputed from 2934,
2005-08-29,Monday,7.52776,,
2005-08-30,Tuesday,7.76825,,
2005-08-31,Wednesday,7.51132,,
2005-09-01,Thursday,7.51891,,
2005-09-02,Friday,7.35812,,start
2005-09-03,Saturday,7.35812,imputed from 2940,
2005-09-04,Sunday,7.35812,imputed from 2941,
2005-09-05,Monday,7.35812,imputed from 2942,
2005-09-06,Tuesday,7.59459,,
2005-09-07,Wednesday,7.51689,,
2005-09-08,Thursday,7.48223,,
2005-09-09,Friday,7.33193,,start
2005-09-10,Saturday,7.33193,imputed from 2947,
2005-09-11,Sunday,7.33193,imputed from 2948,
2005-09-12,Monday,7.35696,,
2005-09-13,Tuesday,7.39298,,
2005-09-14,Wednesday,7.29955,,
2005-09-15,Thursday,7.20322,,
2005-09-16,Friday,7.2583,,start
2005-09-17,Saturday,7.2583,imputed from 2954,
2005-09-18,Sunday,7.2583,imputed from 2955,
2005-09-19,Monday,7.35379,,
2005-09-20,Tuesday,7.30101,,
2005-09-21,Wednesday,7.34898,,
2005-09-22,Thursday,7.42459,,
2005-09-23,Friday,7.40403,,start
2005-09-24,Saturday,7.40403,imputed from 2961,
2005-09-25,Sunday,7.40403,imputed from 2962,
2005-09-26,Monday,7.33097,,
2005-09-27,Tuesday,7.23747,,
2005-09-28,Wednesday,7.27861,,
2005-09-29,Thursday,7.26352,,
2005-09-30,Friday,7.40983,,start
2005-10-01,Saturday,7.40983,imputed from 2968,
2005-10-02,Sunday,7.40983,imputed from 2969,
2005-10-03,Monday,7.57101,,
2005-10-04,Tuesday,7.32094,,
2005-10-05,Wednesday,7.29676,,
2005-10-06,Thursday,7.18572,,
2005-10-07,Friday,7.21901,,start
2005-10-08,Saturday,7.21901,imputed from 2975,
2005-10-09,Sunday,7.21901,imputed from 2976,
2005-10-10,Monday,7.13706,,
2005-10-11,Tuesday,7.27028,,
2005-10-12,Wednesday,7.57218,,
2005-10-13,Thursday,7.60548,,
2005-10-14,Friday,7.55798,,start
2005-10-15,Saturday,7.55798,imputed from 2982,
2005-10-16,Sunday,7.55798,imputed from 2983,
2005-10-17,Monday,7.6218,,
2005-10-18,Tuesday,7.6137,,
2005-10-19,Wednesday,7.64434,,
2005-10-20,Thursday,7.56346,,
2005-10-21,Friday,7.39633,,start
2005-10-22,Saturday,7.39633,imputed from 2989,
2005-10-23,Sunday,7.39633,imputed from 2990,
2005-10-24,Monday,7.39623,,
2005-10-25,Tuesday,7.37759,,
2005-10-26,Wednesday,7.33406,,
2005-10-27,Thursday,7.2734,,
2005-10-28,Friday,7.2337,,start
2005-10-29,Saturday,7.2337,imputed from 2996,
2005-10-30,Sunday,7.2337,imputed from 2997,
2005-10-31,Monday,7.43386,,
2005-11-01,Tuesday,7.56116,,
2005-11-02,Wednesday,7.48215,,
2005-11-03,Thursday,7.76859,,
2005-11-04,Friday,7.73626,,start
2005-11-05,Saturday,7.73626,imputed from 3003,
2005-11-06,Sunday,7.73626,imputed from 3004,
2005-11-07,Monday,7.63672,,
2005-11-08,Tuesday,7.67298,,
2005-11-09,Wednesday,7.73348,,
2005-11-10,Thursday,7.69449,,
2005-11-11,Friday,7.90311,,start
2005-11-12,Saturday,7.90311,imputed from 3010,
2005-11-13,Sunday,7.90311,imputed from 3011,
2005-11-14,Monday,7.84448,,
2005-11-15,Tuesday,7.8254,,
2005-11-16,Wednesday,7.63963,,
2005-11-17,Thursday,7.65015,,
2005-11-18,Friday,7.50817,,start
2005-11-19,Saturday,7.50817,imputed from 3017,
2005-11-20,Sunday,7.50817,imputed from 3018,
2005-11-21,Monday,7.55084,,
2005-11-22,Tuesday,7.54969,,
2005-11-23,Wednesday,7.38524,,
2005-11-24,Thursday,7.38524,imputed from 3022,
2005-11-25,Friday,7.31943,,start
2005-11-26,Saturday,7.31943,imputed from 3024,
2005-11-27,Sunday,7.31943,imputed from 3025,
2005-11-28,Monday,7.31196,,
2005-11-29,Tuesday,7.27347,,
2005-11-30,Wednesday,7.3377,,
2005-12-01,Thursday,7.38702,,
2005-12-02,Friday,7.41648,,start
2005-12-03,Saturday,7.41648,imputed from 3031,
2005-12-04,Sunday,7.41648,imputed from 3032,
2005-12-05,Monday,7.47919,,
2005-12-06,Tuesday,7.36415,,
2005-12-07,Wednesday,7.34526,,
2005-12-08,Thursday,7.36265,,
2005-12-09,Friday,7.41138,,start
2005-12-10,Saturday,7.41138,imputed from 3038,
2005-12-11,Sunday,7.41138,imputed from 3039,
2005-12-12,Monday,7.51725,,
2005-12-13,Tuesday,7.73165,,
2005-12-14,Wednesday,7.59289,,
2005-12-15,Thursday,7.58081,,
2005-12-16,Friday,7.64299,,start
2005-12-17,Saturday,7.64299,imputed from 3045,
2005-12-18,Sunday,7.64299,imputed from 3046,
2005-12-19,Monday,7.87034,,
2005-12-20,Tuesday,7.92878,,
2005-12-21,Wednesday,7.97972,,
2005-12-22,Thursday,8.03867,,
2005-12-23,Friday,8.05298,,start
2005-12-24,Saturday,8.05298,imputed from 3052,
2005-12-25,Sunday,8.05298,imputed from 3053,
2005-12-26,Monday,8.05298,imputed from 3054,
2005-12-27,Tuesday,8.04123,,
2005-12-28,Wednesday,8.19939,,
2005-12-29,Thursday,8.00445,,
2005-12-30,Friday,8.06875,,start
2005-12-31,Saturday,8.06875,imputed from 3059,
2006-01-01,Sunday,8.06875,imputed from 3060,
2006-01-02,Monday,8.06875,imputed from 3061,
2006-01-03,Tuesday,8.13153,,
2006-01-04,Wednesday,8.06751,,
2006-01-05,Thursday,7.89948,,
2006-01-06,Friday,7.75176,,start
2006-01-07,Saturday,7.75176,imputed from 3066,
2006-01-08,Sunday,7.75176,imputed from 3067,
2006-01-09,Monday,7.58479,,
2006-01-10,Tuesday,7.54332,,
2006-01-11,Wednesday,7.43952,,
2006-01-12,Thursday,7.35878,,
2006-01-13,Friday,7.3596,,start
2006-01-14,Saturday,7.3596,imputed from 3073,
2006-01-15,Sunday,7.3596,imputed from 3074,
2006-01-16,Monday,7.3596,imputed from 3075,
2006-01-17,Tuesday,7.33142,,
2006-01-18,Wednesday,7.25801,,
2006-01-19,Thursday,7.24274,,
2006-01-20,Friday,7.28176,,start
2006-01-21,Saturday,7.28176,imputed from 3080,
2006-01-22,Sunday,7.28176,imputed from 3081,
2006-01-23,Monday,7.23123,,
2006-01-24,Tuesday,7.1909,,
2006-01-25,Wednesday,7.15781,,
2006-01-26,Thursday,7.26851,,
2006-01-27,Friday,7.54535,,start
2006-01-28,Saturday,7.54535,imputed from 3087,
2006-01-29,Sunday,7.54535,imputed from 3088,
2006-01-30,Monday,7.70471,,
2006-01-31,Tuesday,7.58144,,
2006-02-01,Wednesday,7.45527,,
2006-02-02,Thursday,7.50382,,
2006-02-03,Friday,7.70618,,start
2006-02-04,Saturday,7.70618,imputed from 3094,
2006-02-05,Sunday,7.70618,imputed from 3095,
2006-02-06,Monday,7.6445,,
2006-02-07,Tuesday,7.45052,,
2006-02-08,Wednesday,7.52672,,
2006-02-09,Thursday,7.64251,,
2006-02-10,Friday,7.59894,,start
2006-02-11,Saturday,7.59894,imputed from 3101,
2006-02-12,Sunday,7.59894,imputed from 3102,
2006-02-13,Monday,7.63907,,
2006-02-14,Tuesday,7.63999,,
2006-02-15,Wednesday,7.69146,,
2006-02-16,Thursday,7.76462,,
2006-02-17,Friday,7.89261,,start
2006-02-18,Saturday,7.89261,imputed from 3108,
2006-02-19,Sunday,7.89261,imputed from 3109,
2006-02-20,Monday,7.89261,imputed from 3110,
2006-02-21,Tuesday,7.68391,,
2006-02-22,Wednesday,7.52342,,
2006-02-23,Thursday,7.48135,,
2006-02-24,Friday,7.60007,,start
2006-02-25,Saturday,7.60007,imputed from 3115,
2006-02-26,Sunday,7.60007,imputed from 3116,
2006-02-27,Monday,7.83709,,
2006-02-28,Tuesday,7.79031,,
2006-03-01,Wednesday,7.76515,,
2006-03-02,Thursday,7.86166,,
2006-03-03,Friday,7.87315,,start
2006-03-04,Saturday,7.87315,imputed from 3122,
2006-03-05,Sunday,7.87315,imputed from 3123,
2006-03-06,Monday,7.8089,,
2006-03-07,Tuesday,7.74375,,
2006-03-08,Wednesday,7.63638,,
2006-03-09,Thursday,7.72597,,
2006-03-10,Friday,7.77221,,start
2006-03-11,Saturday,7.77221,imputed from 3129,
2006-03-12,Sunday,7.77221,imputed from 3130,
2006-03-13,Monday,7.69085,,
2006-03-14,Tuesday,7.65133,,
2006-03-15,Wednesday,7.58999,,
2006-03-16,Thursday,7.42959,,
2006-03-17,Friday,7.438,,start
2006-03-18,Saturday,7.438,imputed from 3136,
2006-03-19,Sunday,7.438,imputed from 3137,
2006-03-20,Monday,7.39956,,
2006-03-21,Tuesday,7.49263,,
2006-03-22,Wednesday,7.52581,,
2006-03-23,Thursday,7.56199,,
2006-03-24,Friday,7.5144,,start
2006-03-25,Saturday,7.5144,imputed from 3143,
2006-03-26,Sunday,7.5144,imputed from 3144,
2006-03-27,Monday,7.58855,,
2006-03-28,Tuesday,7.56299,,
2006-03-29,Wednesday,7.62609,,
2006-03-30,Thursday,7.63487,,
2006-03-31,Friday,7.44493,,start
2006-04-01,Saturday,7.44493,imputed from 3150,
2006-04-02,Sunday,7.44493,imputed from 3151,
2006-04-03,Monday,7.37099,,
2006-04-04,Tuesday,7.20955,,
2006-04-05,Wednesday,7.2091,,
2006-04-06,Thursday,7.27673,,
2006-04-07,Friday,7.26358,,start
2006-04-08,Saturday,7.26358,imputed from 3157,
2006-04-09,Sunday,7.26358,imputed from 3158,
2006-04-10,Monday,7.25045,,
2006-04-11,Tuesday,7.30744,,
2006-04-12,Wednesday,7.28202,,
2006-04-13,Thursday,7.30718,,
2006-04-14,Friday,7.30718,imputed from 3163,start
2006-04-15,Saturday,7.30718,imputed from 3164,
2006-04-16,Sunday,7.30718,imputed from 3165,
2006-04-17,Monday,7.30548,,
2006-04-18,Tuesday,7.33475,,
2006-04-19,Wednesday,7.27258,,
2006-04-20,Thursday,7.30172,,
2006-04-21,Friday,7.26887,,start
2006-04-22,Saturday,7.26887,imputed from 3171,
2006-04-23,Sunday,7.26887,imputed from 3172,
2006-04-24,Monday,7.27919,,
2006-04-25,Tuesday,7.35617,,
2006-04-26,Wednesday,7.30396,,
2006-04-27,Thursday,7.43026,,
2006-04-28,Friday,7.4554,,start
2006-04-29,Saturday,7.4554,imputed from 3178,
2006-04-30,Sunday,7.4554,imputed from 3179,
2006-05-01,Monday,7.51157,,
2006-05-02,Tuesday,7.46454,,
2006-05-03,Wednesday,7.47611,,
2006-05-04,Thursday,7.43095,,
2006-05-05,Friday,7.42477,,start
2006-05-06,Saturday,7.42477,imputed from 3185,
2006-05-07,Sunday,7.42477,imputed from 3186,
2006-05-08,Monday,7.36306,,
2006-05-09,Tuesday,7.38336,,
2006-05-10,Wednesday,7.39017,,
2006-05-11,Thursday,7.41975,,
2006-05-12,Friday,7.36029,,start
2006-05-13,Saturday,7.36029,imputed from 3192,
2006-05-14,Sunday,7.36029,imputed from 3193,
2006-05-15,Monday,7.32714,,
2006-05-16,Tuesday,7.30171,,
2006-05-17,Wednesday,7.33498,,
2006-05-18,Thursday,7.22743,,
2006-05-19,Friday,7.14907,,start
2006-05-20,Saturday,7.14907,imputed from 3199,
2006-05-21,Sunday,7.14907,imputed from 3200,
2006-05-22,Monday,7.02612,,
2006-05-23,Tuesday,7.08735,,
2006-05-24,Wednesday,7.09718,,
2006-05-25,Thursday,7.12376,,
2006-05-26,Friday,7.15659,,start
2006-05-27,Saturday,7.15659,imputed from 3206,
2006-05-28,Sunday,7.15659,imputed from 3207,
2006-05-29,Monday,7.15659,imputed from 3208,
2006-05-30,Tuesday,7.05743,,
2006-05-31,Wednesday,7.0502,,
2006-06-01,Thursday,7.156,,
2006-06-02,Friday,7.34576,,start
2006-06-03,Saturday,7.34576,imputed from 3213,
2006-06-04,Sunday,7.34576,imputed from 3214,
2006-06-05,Monday,7.25167,,
2006-06-06,Tuesday,7.21577,,
2006-06-07,Wednesday,7.28818,,
2006-06-08,Thursday,7.23932,,
2006-06-09,Friday,7.21175,,start
2006-06-10,Saturday,7.21175,imputed from 3220,
2006-06-11,Sunday,7.21175,imputed from 3221,
2006-06-12,Monday,7.4022,,
2006-06-13,Tuesday,7.36824,,
2006-06-14,Wednesday,7.23729,,
2006-06-15,Thursday,7.29842,,
2006-06-16,Friday,7.39988,,start
2006-06-17,Saturday,7.39988,imputed from 3227,
2006-06-18,Sunday,7.39988,imputed from 3228,
2006-06-19,Monday,7.25891,,
2006-06-20,Tuesday,7.24774,,
2006-06-21,Wednesday,7.23081,,
2006-06-22,Thursday,7.25077,,
2006-06-23,Friday,7.23767,,start
2006-06-24,Saturday,7.23767,imputed from 3234,
2006-06-25,Sunday,7.23767,imputed from 3235,
2006-06-26,Monday,7.08572,,
2006-06-27,Tuesday,7.18107,,
2006-06-28,Wednesday,7.2191,,
2006-06-29,Thursday,7.35367,,
2006-06-30,Friday,7.35252,,start
2006-07-01,Saturday,7.35252,imputed from 3241,
2006-07-02,Sunday,7.35252,imputed from 3242,
2006-07-03,Monday,7.45169,,
2006-07-04,Tuesday,7.45169,imputed from 3244,
2006-07-05,Wednesday,7.40537,,
2006-07-06,Thursday,7.54544,,
2006-07-07,Friday,7.40595,,start
2006-07-08,Saturday,7.40595,imputed from 3248,
2006-07-09,Sunday,7.40595,imputed from 3249,
2006-07-10,Monday,7.48634,,
2006-07-11,Tuesday,7.49934,,
2006-07-12,Wednesday,7.49463,,
2006-07-13,Thursday,7.39568,,
2006-07-14,Friday,7.45248,,start
2006-07-15,Saturday,7.45248,imputed from 3255,
2006-07-16,Sunday,7.45248,imputed from 3256,
2006-07-17,Monday,7.36202,,
2006-07-18,Tuesday,7.3837,,
2006-07-19,Wednesday,7.3002,,
2006-07-20,Thursday,7.27391,,
2006-07-21,Friday,7.14326,,start
2006-07-22,Saturday,7.14326,imputed from 3262,
2006-07-23,Sunday,7.14326,imputed from 3263,
2006-07-24,Monday,7.26963,,
2006-07-25,Tuesday,7.33201,,
2006-07-26,Wednesday,7.2457,,
2006-07-27,Thursday,7.09636,,
2006-07-28,Friday,7.11113,,start
2006-07-29,Saturday,7.11113,imputed from 3269,
2006-07-30,Sunday,7.11113,imputed from 3270,
2006-07-31,Monday,7.21043,,
2006-08-01,Tuesday,7.1074,,
2006-08-02,Wednesday,7.22435,,
2006-08-03,Thursday,7.16292,,
2006-08-04,Friday,7.09982,,start
2006-08-05,Saturday,7.09982,imputed from 3276,
2006-08-06,Sunday,7.09982,imputed from 3277,
2006-08-07,Monday,6.94144,,
2006-08-08,Tuesday,6.89963,,
2006-08-09,Wednesday,6.92943,,
2006-08-10,Thursday,6.94098,,
2006-08-11,Friday,6.89676,,start
2006-08-12,Saturday,6.89676,imputed from 3283,
2006-08-13,Sunday,6.89676,imputed from 3284,
2006-08-14,Monday,6.89973,,
2006-08-15,Tuesday,6.88446,,
2006-08-16,Wednesday,6.78218,,
2006-08-17,Thursday,6.78897,,
2006-08-18,Friday,6.75162,,start
2006-08-19,Saturday,6.75162,imputed from 3290,
2006-08-20,Sunday,6.75162,imputed from 3291,
2006-08-21,Monday,6.70674,,
2006-08-22,Tuesday,6.78159,,
2006-08-23,Wednesday,6.83133,,
2006-08-24,Thursday,6.82702,,
2006-08-25,Friday,6.72505,,start
2006-08-26,Saturday,6.72505,imputed from 3297,
2006-08-27,Sunday,6.72505,imputed from 3298,
2006-08-28,Monday,6.64336,,
2006-08-29,Tuesday,6.63732,,
2006-08-30,Wednesday,6.83406,,
2006-08-31,Thursday,6.85351,,
2006-09-01,Friday,6.78345,,start
2006-09-02,Saturday,6.78345,imputed from 3304,
2006-09-03,Sunday,6.78345,imputed from 3305,
2006-09-04,Monday,6.78345,imputed from 3306,
2006-09-05,Tuesday,6.84222,,
2006-09-06,Wednesday,6.77423,,
2006-09-07,Thursday,6.8266,,
2006-09-08,Friday,6.83904,,start
2006-09-09,Saturday,6.83904,imputed from 3311,
2006-09-10,Sunday,6.83904,imputed from 3312,
2006-09-11,Monday,6.77739,,
2006-09-12,Tuesday,6.72694,,
2006-09-13,Wednesday,6.75625,,
2006-09-14,Thursday,6.81672,,
2006-09-15,Friday,6.90871,,start
2006-09-16,Saturday,6.90871,imputed from 3318,
2006-09-17,Sunday,6.90871,imputed from 3319,
2006-09-18,Monday,6.9208,,
2006-09-19,Tuesday,6.81782,,
2006-09-20,Wednesday,6.86508,,
2006-09-21,Thursday,6.9471,,
2006-09-22,Friday,6.77829,,start
2006-09-23,Saturday,6.77829,imputed from 3325,
2006-09-24,Sunday,6.77829,imputed from 3326,
2006-09-25,Monday,6.74274,,
2006-09-26,Tuesday,6.79774,,
2006-09-27,Wednesday,6.75087,,
2006-09-28,Thursday,6.89335,,
2006-09-29,Friday,6.84539,,start
2006-09-30,Saturday,6.84539,imputed from 3332,
2006-10-01,Sunday,6.84539,imputed from 3333,
2006-10-02,Monday,6.77146,,
2006-10-03,Tuesday,6.75901,,
2006-10-04,Wednesday,6.94895,,
2006-10-05,Thursday,7.08176,,
2006-10-06,Friday,7.10696,,start
2006-10-07,Saturday,7.10696,imputed from 3339,
2006-10-08,Sunday,7.10696,imputed from 3340,
2006-10-09,Monday,7.24559,,
2006-10-10,Tuesday,7.11275,,
2006-10-11,Wednesday,7.1417,,
2006-10-12,Thursday,7.3663,,
2006-10-13,Friday,7.53985,,start
2006-10-14,Saturday,7.53985,imputed from 3346,
2006-10-15,Sunday,7.53985,imputed from 3347,
2006-10-16,Monday,7.49267,,
2006-10-17,Tuesday,7.60053,,
2006-10-18,Wednesday,7.68864,,
2006-10-19,Thursday,7.66202,,
2006-10-20,Friday,7.63523,,start
2006-10-21,Saturday,7.63523,imputed from 3353,
2006-10-22,Sunday,7.63523,imputed from 3354,
2006-10-23,Monday,7.82805,,
2006-10-24,Tuesday,7.88915,,
2006-10-25,Wednesday,7.87514,,
2006-10-26,Thursday,7.86445,,
2006-10-27,Friday,7.93676,,start
2006-10-28,Saturday,7.93676,imputed from 3360,
2006-10-29,Sunday,7.93676,imputed from 3361,
2006-10-30,Monday,8.15648,,
2006-10-31,Tuesday,8.00223,,
2006-11-01,Wednesday,8.18797,,
2006-11-02,Thursday,8.23653,,
2006-11-03,Friday,8.32281,,start
2006-11-04,Saturday,8.32281,imputed from 3367,
2006-11-05,Sunday,8.32281,imputed from 3368,
2006-11-06,Monday,8.32215,,
2006-11-07,Tuesday,8.31127,,
2006-11-08,Wednesday,8.47771,,
2006-11-09,Thursday,8.31452,,
2006-11-10,Friday,8.21036,,start
2006-11-11,Saturday,8.21036,imputed from 3374,
2006-11-12,Sunday,8.21036,imputed from 3375,
2006-11-13,Monday,8.18916,,
2006-11-14,Tuesday,8.35169,,
2006-11-15,Wednesday,8.27431,,
2006-11-16,Thursday,8.19378,,
2006-11-17,Friday,8.21728,,start
2006-11-18,Saturday,8.21728,imputed from 3381,
2006-11-19,Sunday,8.21728,imputed from 3382,
2006-11-20,Monday,8.3037,,
2006-11-21,Tuesday,8.36472,,
2006-11-22,Wednesday,8.2747,,
2006-11-23,Thursday,8.2747,imputed from 3386,
2006-11-24,Friday,8.27737,,start
2006-11-25,Saturday,8.27737,imputed from 3388,
2006-11-26,Sunday,8.27737,imputed from 3389,
2006-11-27,Monday,8.31104,,
2006-11-28,Tuesday,8.27961,,
2006-11-29,Wednesday,8.25318,,
2006-11-30,Thursday,8.20886,,
2006-12-01,Friday,8.07932,,start
2006-12-02,Saturday,8.07932,imputed from 3395,
2006-12-03,Sunday,8.07932,imputed from 3396,
2006-12-04,Monday,7.87606,,
2006-12-05,Tuesday,7.91321,,
2006-12-06,Wednesday,7.81436,,
2006-12-07,Thursday,7.91421,,
2006-12-08,Friday,7.88906,,start
2006-12-09,Saturday,7.88906,imputed from 3402,
2006-12-10,Sunday,7.88906,imputed from 3403,
2006-12-11,Monday,8.003,,
2006-12-12,Tuesday,7.97324,,
2006-12-13,Wednesday,7.98025,,
2006-12-14,Thursday,8.0491,,
2006-12-15,Friday,8.03399,,start
2006-12-16,Saturday,8.03399,imputed from 3409,
2006-12-17,Sunday,8.03399,imputed from 3410,
2006-12-18,Monday,7.93735,,
2006-12-19,Tuesday,7.93153,,
2006-12-20,Wednesday,7.90346,,
2006-12-21,Thursday,7.91939,,
2006-12-22,Friday,8.05909,,start
2006-12-23,Saturday,8.05909,imputed from 3416,
2006-12-24,Sunday,8.05909,imputed from 3417,
2006-12-25,Monday,8.05909,imputed from 3418,
2006-12-26,Tuesday,8.21177,,
2006-12-27,Wednesday,8.20204,,
2006-12-28,Thursday,8.42548,,
2006-12-29,Friday,8.50645,,start
2006-12-30,Saturday,8.50645,imputed from 3423,
2006-12-31,Sunday,8.50645,imputed from 3424,
2007-01-01,Monday,8.50645,imputed from 3425,
2007-01-02,Tuesday,8.45276,,
2007-01-03,Wednesday,8.37905,,
2007-01-04,Thursday,8.32554,,
2007-01-05,Friday,8.42947,,start
2007-01-06,Saturday,8.42947,imputed from 3430,
2007-01-07,Sunday,8.42947,imputed from 3431,
2007-01-08,Monday,8.36742,,
2007-01-09,Tuesday,8.24379,,
2007-01-10,Wednesday,8.2881,,
2007-01-11,Thursday,8.41464,,
2007-01-12,Friday,8.94622,,start
2007-01-13,Saturday,8.94622,imputed from 3437,
2007-01-14,Sunday,8.94622,imputed from 3438,
2007-01-15,Monday,8.94622,imputed from 3439,
2007-01-16,Tuesday,8.84137,,
2007-01-17,Wednesday,8.99901,,
2007-01-18,Thursday,8.94525,,
2007-01-19,Friday,8.95393,,start
2007-01-20,Saturday,8.95393,imputed from 3444,
2007-01-21,Sunday,8.95393,imputed from 3445,
2007-01-22,Monday,8.95845,,
2007-01-23,Tuesday,9.02226,,
2007-01-24,Wednesday,8.93393,,
