date,weekday,OAT1_Comdty_PX-LAST,OAT1_Comdty_CURRENCY-EUR,OAT1_Comdty_PX-LAST-CHF,imputed,OAT1_Comdty_start
2012-04-16,Monday,,1.20191,,,excluded
2012-04-17,Tuesday,,1.20148,,,excluded
2012-04-18,Wednesday,,1.20204,,,excluded
2012-04-19,Thursday,,1.20222,,,excluded
2012-04-20,Friday,124.56,1.20161,149.67254160000002,,start
2012-04-21,Saturday,,,149.67254160000002,imputed from 4,
2012-04-22,Sunday,,,149.67254160000002,imputed from 5,
2012-04-23,Monday,124.53,1.20203,149.6887959,,
2012-04-24,Tuesday,125.05,1.20155,150.25382749999997,,
2012-04-25,Wednesday,125.61,1.20173,150.9493053,,
2012-04-26,Thursday,125.8,1.20174,151.178892,,
2012-04-27,Friday,125.72,1.20156,151.0601232,,start
2012-04-28,Saturday,,,151.0601232,imputed from 11,
2012-04-29,Sunday,,,151.0601232,imputed from 12,
2012-04-30,Monday,126.13,1.20138,151.53005939999997,,
2012-05-01,Tuesday,,1.20161,151.53005939999997,imputed from 14,
2012-05-02,Wednesday,126.12,1.20154,151.53822480000002,,
2012-05-03,Thursday,126.73,1.20147,152.26229310000002,,
2012-05-04,Friday,127.38,1.20135,153.02796299999997,,start
2012-05-05,Saturday,,,153.02796299999997,imputed from 18,
2012-05-06,Sunday,,,153.02796299999997,imputed from 19,
2012-05-07,Monday,127.77,1.20141,153.5041557,,
2012-05-08,Tuesday,127.6,1.20118,153.27056799999997,,
2012-05-09,Wednesday,127.15,1.20107,152.71605050000002,,
2012-05-10,Thursday,127.55,1.20115,153.2066825,,
2012-05-11,Friday,127.71,1.20118,153.40269779999997,,start
2012-05-12,Saturday,,,153.40269779999997,imputed from 25,
2012-05-13,Sunday,,,153.40269779999997,imputed from 26,
2012-05-14,Monday,127.42,1.20108,153.0416136,,
2012-05-15,Tuesday,126.79,1.20107,152.28366530000002,,
2012-05-16,Wednesday,126.93,1.20106,152.45054580000001,,
2012-05-17,Thursday,127.18,1.20104,152.74826720000002,,
2012-05-18,Friday,127.38,1.20115,153.00248699999997,,start
2012-05-19,Saturday,,,153.00248699999997,imputed from 32,
2012-05-20,Sunday,,,153.00248699999997,imputed from 33,
2012-05-21,Monday,127.38,1.20123,153.0126774,,
2012-05-22,Tuesday,128.02,1.20121,153.77890420000003,,
2012-05-23,Wednesday,128.63,1.20102,154.4872026,,
2012-05-24,Thursday,130.42,1.2013,156.673546,,
2012-05-25,Friday,130.8,1.2012,157.11696,,start
2012-05-26,Saturday,,,157.11696,imputed from 39,
2012-05-27,Sunday,,,157.11696,imputed from 40,
2012-05-28,Monday,130.58,1.202,156.95716000000002,,
2012-05-29,Tuesday,130.82,1.20101,157.1161282,,
2012-05-30,Wednesday,130.89,1.20082,157.1753298,,
2012-05-31,Thursday,132.65,1.20115,159.3325475,,
2012-06-01,Friday,133.89,1.20129,160.84071809999998,,start
2012-06-02,Saturday,,,160.84071809999998,imputed from 46,
2012-06-03,Sunday,,,160.84071809999998,imputed from 47,
2012-06-04,Monday,133.39,1.20106,160.20939339999998,,
2012-06-05,Tuesday,133.01,1.20104,159.7503304,,
2012-06-06,Wednesday,130.61,1.20071,156.8247331,,
2012-06-07,Thursday,129.08,1.20106,155.03282480000001,,
2012-06-08,Friday,129.45,1.20138,155.51864099999997,,start
2012-06-09,Saturday,,,155.51864099999997,imputed from 53,
2012-06-10,Sunday,,,155.51864099999997,imputed from 54,
2012-06-11,Monday,129.08,1.20102,155.02766160000002,,
2012-06-12,Tuesday,127.65,1.20111,153.3216915,,
2012-06-13,Wednesday,127.54,1.20107,153.18446780000002,,
2012-06-14,Thursday,127.95,1.20102,153.670509,,
2012-06-15,Friday,128.93,1.20101,154.8462193,,start
2012-06-16,Saturday,,,154.8462193,imputed from 60,
2012-06-17,Sunday,,,154.8462193,imputed from 61,
2012-06-18,Monday,128.65,1.20095,154.5022175,,
2012-06-19,Tuesday,128.22,1.20091,153.9806802,,
2012-06-20,Wednesday,128.03,1.20116,153.7845148,,
2012-06-21,Thursday,128.29,1.20105,154.08270449999998,,
2012-06-22,Friday,128.79,1.20097,154.6729263,,start
2012-06-23,Saturday,,,154.6729263,imputed from 67,
2012-06-24,Sunday,,,154.6729263,imputed from 68,
2012-06-25,Monday,128.93,1.20099,154.8436407,,
2012-06-26,Tuesday,128.59,1.20101,154.4378759,,
2012-06-27,Wednesday,128.44,1.20106,154.2641464,,
2012-06-28,Thursday,128.15,1.20105,153.9145575,,
2012-06-29,Friday,128.05,1.20118,153.811099,,start
2012-06-30,Saturday,,,153.811099,imputed from 74,
2012-07-01,Sunday,,,153.811099,imputed from 75,
2012-07-02,Monday,129.04,1.20124,155.0080096,,
2012-07-03,Tuesday,129.44,1.20109,155.4690896,,
2012-07-04,Wednesday,129.53,1.2012,155.59143600000002,,
2012-07-05,Thursday,129.93,1.20118,156.0693174,,
2012-07-06,Friday,131.24,1.20093,157.6100532,,start
2012-07-07,Saturday,,,157.6100532,imputed from 81,
2012-07-08,Sunday,,,157.6100532,imputed from 82,
2012-07-09,Monday,130.8,1.20099,157.089492,,
2012-07-10,Tuesday,131.05,1.20092,157.38056600000002,,
2012-07-11,Wednesday,131.82,1.20083,158.2934106,,
2012-07-12,Thursday,132.56,1.20083,159.18202480000002,,
2012-07-13,Friday,132.61,1.20092,159.2540012,,start
2012-07-14,Saturday,,,159.2540012,imputed from 88,
2012-07-15,Sunday,,,159.2540012,imputed from 89,
2012-07-16,Monday,133.55,1.20105,160.4002275,,
2012-07-17,Tuesday,134.14,1.20136,161.15043039999998,,
2012-07-18,Wednesday,133.87,1.2011,160.791257,,
2012-07-19,Thursday,134.33,1.20102,161.3330166,,
2012-07-20,Friday,134.27,1.20106,161.2663262,,start
2012-07-21,Saturday,,,161.2663262,imputed from 95,
2012-07-22,Sunday,,,161.2663262,imputed from 96,
2012-07-23,Monday,133.34,1.2009,160.12800600000003,,
2012-07-24,Tuesday,132.5,1.20101,159.133825,,
2012-07-25,Wednesday,132.18,1.20104,158.75346720000002,,
2012-07-26,Thursday,132.81,1.20099,159.5034819,,
2012-07-27,Friday,132.7,1.20118,159.39658599999999,,start
2012-07-28,Saturday,,,159.39658599999999,imputed from 102,
2012-07-29,Sunday,,,159.39658599999999,imputed from 103,
2012-07-30,Monday,133.11,1.20117,159.88773870000003,,
2012-07-31,Tuesday,134.26,1.20127,161.2825102,,
2012-08-01,Wednesday,133.86,1.20163,160.8501918,,
2012-08-02,Thursday,134.34,1.20118,161.3665212,,
2012-08-03,Friday,133.94,1.2017,160.95569799999998,,start
2012-08-04,Saturday,,,160.95569799999998,imputed from 109,
2012-08-05,Sunday,,,160.95569799999998,imputed from 110,
2012-08-06,Monday,133.94,1.20143,160.9195342,,
2012-08-07,Tuesday,133.62,1.20126,160.51236120000002,,
2012-08-08,Wednesday,133.92,1.20124,160.8700608,,
2012-08-09,Thursday,133.96,1.2011,160.899356,,
2012-08-10,Friday,134.43,1.20084,161.4289212,,start
2012-08-11,Saturday,,,161.4289212,imputed from 116,
2012-08-12,Sunday,,,161.4289212,imputed from 117,
2012-08-13,Monday,134.26,1.20105,161.25297299999997,,
2012-08-14,Tuesday,134.15,1.20109,161.1262235,,
2012-08-15,Wednesday,133.6,1.20105,160.46027999999998,,
2012-08-16,Thursday,133.78,1.2011,160.68315800000002,,
2012-08-17,Friday,133.98,1.20108,160.92069839999996,,start
2012-08-18,Saturday,,,160.92069839999996,imputed from 123,
2012-08-19,Sunday,,,160.92069839999996,imputed from 124,
2012-08-20,Monday,133.95,1.2011,160.88734499999998,,
2012-08-21,Tuesday,133.68,1.201,160.54968000000002,,
2012-08-22,Wednesday,134.07,1.20103,161.0220921,,
2012-08-23,Thursday,134.76,1.20093,161.8373268,,
2012-08-24,Friday,134.97,1.20085,162.0787245,,start
2012-08-25,Saturday,,,162.0787245,imputed from 130,
2012-08-26,Sunday,,,162.0787245,imputed from 131,
2012-08-27,Monday,134.84,1.20112,161.9590208,,
2012-08-28,Tuesday,134.85,1.2009,161.941365,,
2012-08-29,Wednesday,134.38,1.20096,161.3850048,,
2012-08-30,Thursday,134.23,1.20094,161.20217619999997,,
2012-08-31,Friday,134.12,1.20098,161.0754376,,start
2012-09-01,Saturday,,,161.0754376,imputed from 137,
2012-09-02,Sunday,,,161.0754376,imputed from 138,
2012-09-03,Monday,133.64,1.20091,160.48961239999997,,
2012-09-04,Tuesday,133.6,1.20116,160.474976,,
2012-09-05,Wednesday,132.97,1.20402,160.09853940000002,,
2012-09-06,Thursday,132.58,1.20458,159.7032164,,
2012-09-07,Friday,133.15,1.20973,161.0755495,,start
2012-09-08,Saturday,,,161.0755495,imputed from 144,
2012-09-09,Sunday,,,161.0755495,imputed from 145,
2012-09-10,Monday,132.75,1.20735,160.2757125,,
2012-09-11,Tuesday,133.57,1.20705,161.22566849999998,,
2012-09-12,Wednesday,133.28,1.209,161.13552,,
2012-09-13,Thursday,133.65,1.2148,162.35802,,
2012-09-14,Friday,132.77,1.21687,161.5638299,,start
2012-09-15,Saturday,,,161.5638299,imputed from 151,
2012-09-16,Sunday,,,161.5638299,imputed from 152,
2012-09-17,Monday,132.6,1.21635,161.28800999999999,,
2012-09-18,Tuesday,132.92,1.21154,161.0378968,,
2012-09-19,Wednesday,132.86,1.21015,160.78052900000003,,
2012-09-20,Thursday,132.83,1.21023,160.7548509,,
2012-09-21,Friday,132.84,1.21125,160.90245,,start
2012-09-22,Saturday,,,160.90245,imputed from 158,
2012-09-23,Sunday,,,160.90245,imputed from 159,
2012-09-24,Monday,133.01,1.21003,160.94609029999998,,
2012-09-25,Tuesday,132.72,1.20921,160.48635119999997,,
2012-09-26,Wednesday,133.58,1.20925,161.53161500000002,,
2012-09-27,Thursday,133.58,1.21031,161.67320980000002,,
2012-09-28,Friday,133.95,1.20849,161.87723549999998,,start
2012-09-29,Saturday,,,161.87723549999998,imputed from 165,
2012-09-30,Sunday,,,161.87723549999998,imputed from 166,
2012-10-01,Monday,133.67,1.20925,161.64044749999996,,
2012-10-02,Tuesday,133.71,1.20969,161.7476499,,
2012-10-03,Wednesday,133.75,1.2113,162.01137500000002,,
2012-10-04,Thursday,133.87,1.21132,162.1594084,,
2012-10-05,Friday,133.91,1.21154,162.2373214,,start
2012-10-06,Saturday,,,162.2373214,imputed from 172,
2012-10-07,Sunday,,,162.2373214,imputed from 173,
2012-10-08,Monday,134.0,1.2103,162.18019999999999,,
2012-10-09,Tuesday,134.45,1.21151,162.8875195,,
2012-10-10,Wednesday,134.82,1.20938,163.0486116,,
2012-10-11,Thursday,134.95,1.20885,163.13430749999998,,
2012-10-12,Friday,135.27,1.20928,163.5793056,,start
2012-10-13,Saturday,,,163.5793056,imputed from 179,
2012-10-14,Sunday,,,163.5793056,imputed from 180,
2012-10-15,Monday,135.43,1.20835,163.64684050000002,,
2012-10-16,Tuesday,134.87,1.2088,163.03085600000003,,
2012-10-17,Wednesday,134.41,1.21002,162.63878820000002,,
2012-10-18,Thursday,134.51,1.20828,162.5257428,,
2012-10-19,Friday,134.85,1.20885,163.0134225,,start
2012-10-20,Saturday,,,163.0134225,imputed from 186,
2012-10-21,Sunday,,,163.0134225,imputed from 187,
2012-10-22,Monday,134.7,1.21046,163.048962,,
2012-10-23,Tuesday,134.62,1.21093,163.0153966,,
2012-10-24,Wednesday,134.54,1.20965,162.74631099999996,,
2012-10-25,Thursday,134.44,1.20979,162.64416759999997,,
2012-10-26,Friday,134.54,1.20946,162.7207484,,start
2012-10-27,Saturday,,,162.7207484,imputed from 193,
2012-10-28,Sunday,,,162.7207484,imputed from 194,
2012-10-29,Monday,134.57,1.20875,162.6614875,,
2012-10-30,Tuesday,134.64,1.2082,162.672048,,
2012-10-31,Wednesday,134.61,1.20732,162.51734520000002,,
2012-11-01,Thursday,134.81,1.2061,162.594341,,
2012-11-02,Friday,134.86,1.20713,162.79355180000002,,start
2012-11-03,Saturday,,,162.79355180000002,imputed from 200,
2012-11-04,Sunday,,,162.79355180000002,imputed from 201,
2012-11-05,Monday,134.98,1.20728,162.95865439999997,,
2012-11-06,Tuesday,135.16,1.20825,163.30707,,
2012-11-07,Wednesday,135.36,1.20659,163.32402240000002,,
2012-11-08,Thursday,135.59,1.20565,163.4740835,,
2012-11-09,Friday,135.9,1.20587,163.877733,,start
2012-11-10,Saturday,,,163.877733,imputed from 207,
2012-11-11,Sunday,,,163.877733,imputed from 208,
2012-11-12,Monday,136.21,1.20516,164.15484360000002,,
2012-11-13,Tuesday,136.49,1.20362,164.2820938,,
2012-11-14,Wednesday,136.23,1.2036,163.96642799999998,,
2012-11-15,Thursday,136.4,1.20413,164.243332,,
2012-11-16,Friday,136.52,1.20475,164.47247000000002,,start
2012-11-17,Saturday,,,164.47247000000002,imputed from 214,
2012-11-18,Sunday,,,164.47247000000002,imputed from 215,
2012-11-19,Monday,136.51,1.20435,164.40581849999998,,
2012-11-20,Tuesday,135.7,1.20485,163.498145,,
2012-11-21,Wednesday,135.5,1.20429,163.181295,,
2012-11-22,Thursday,135.45,1.20475,163.18338749999998,,
2012-11-23,Friday,135.72,1.20414,163.4258808,,start
2012-11-24,Saturday,,,163.4258808,imputed from 221,
2012-11-25,Sunday,,,163.4258808,imputed from 222,
2012-11-26,Monday,135.98,1.20336,163.63289279999998,,
2012-11-27,Tuesday,136.2,1.20428,164.022936,,
2012-11-28,Wednesday,136.98,1.20353,164.8595394,,
2012-11-29,Thursday,137.07,1.2037,164.99115899999998,,
2012-11-30,Friday,137.05,1.20532,165.189106,,start
2012-12-01,Saturday,,,165.189106,imputed from 228,
2012-12-02,Sunday,,,165.189106,imputed from 229,
2012-12-03,Monday,137.02,1.20823,165.5516746,,
2012-12-04,Tuesday,137.35,1.21319,166.6316465,,
2012-12-05,Wednesday,135.88,1.21063,164.5004044,,
2012-12-06,Thursday,135.94,1.20924,164.38408560000002,,
2012-12-07,Friday,136.33,1.20795,164.67982350000003,,start
2012-12-08,Saturday,,,164.67982350000003,imputed from 235,
2012-12-09,Sunday,,,164.67982350000003,imputed from 236,
2012-12-10,Monday,136.37,1.20802,164.73768740000003,,
2012-12-11,Tuesday,136.32,1.21255,165.294816,,
2012-12-12,Wednesday,136.21,1.21114,164.96937940000004,,
2012-12-13,Thursday,136.2,1.20768,164.486016,,
2012-12-14,Friday,136.2,1.2081,164.54322,,start
2012-12-15,Saturday,,,164.54322,imputed from 242,
2012-12-16,Sunday,,,164.54322,imputed from 243,
2012-12-17,Monday,135.87,1.2078,164.103786,,
2012-12-18,Tuesday,135.57,1.20773,163.7319561,,
2012-12-19,Wednesday,135.83,1.2081,164.096223,,
2012-12-20,Thursday,136.05,1.2073,164.25316500000002,,
2012-12-21,Friday,136.15,1.20759,164.4133785,,start
2012-12-22,Saturday,,,164.4133785,imputed from 249,
2012-12-23,Sunday,,,164.4133785,imputed from 250,
2012-12-24,Monday,136.15,1.20755,164.4079325,,
2012-12-25,Tuesday,,1.20752,164.4079325,imputed from 252,
2012-12-26,Wednesday,,1.20779,164.4079325,imputed from 253,
2012-12-27,Thursday,136.3,1.20909,164.798967,,
2012-12-28,Friday,136.16,1.20756,164.4213696,,start
2012-12-29,Saturday,,,164.4213696,imputed from 256,
2012-12-30,Sunday,,,164.4213696,imputed from 257,
2012-12-31,Monday,136.16,1.20773,164.4445168,,
2013-01-01,Tuesday,,1.20823,164.4445168,imputed from 259,
2013-01-02,Wednesday,135.41,1.21038,163.8975558,,
2013-01-03,Thursday,134.95,1.20939,163.2071805,,
2013-01-04,Friday,134.63,1.2084,162.68689199999997,,start
2013-01-05,Saturday,,,162.68689199999997,imputed from 263,
2013-01-06,Sunday,,,162.68689199999997,imputed from 264,
2013-01-07,Monday,134.97,1.20841,163.0990977,,
2013-01-08,Tuesday,135.05,1.20886,163.25654300000002,,
2013-01-09,Wednesday,135.03,1.20894,163.24316819999999,,
2013-01-10,Thursday,134.68,1.21319,163.3924292,,
2013-01-11,Friday,134.5,1.21899,163.95415500000001,,start
2013-01-12,Saturday,,,163.95415500000001,imputed from 270,
2013-01-13,Sunday,,,163.95415500000001,imputed from 271,
2013-01-14,Monday,134.69,1.23371,166.1683999,,
2013-01-15,Tuesday,134.85,1.23989,167.1991665,,
2013-01-16,Wednesday,134.88,1.2372,166.873536,,
2013-01-17,Thursday,134.28,1.24743,167.5049004,,
2013-01-18,Friday,134.82,1.24433,167.7605706,,start
2013-01-19,Saturday,,,167.7605706,imputed from 277,
2013-01-20,Sunday,,,167.7605706,imputed from 278,
2013-01-21,Monday,134.34,1.24143,166.77370620000002,,
2013-01-22,Tuesday,134.65,1.23795,166.68996750000002,,
2013-01-23,Wednesday,134.92,1.23776,166.9985792,,
2013-01-24,Thursday,134.54,1.2426,167.17940399999998,,
2013-01-25,Friday,133.93,1.24696,167.00535280000003,,start
2013-01-26,Saturday,,,167.00535280000003,imputed from 284,
2013-01-27,Sunday,,,167.00535280000003,imputed from 285,
2013-01-28,Monday,133.46,1.24621,166.31918660000002,,
2013-01-29,Tuesday,133.55,1.24311,166.01734050000002,,
2013-01-30,Wednesday,133.22,1.23571,164.62128620000001,,
2013-01-31,Thursday,133.65,1.23557,165.13393050000002,,
2013-02-01,Friday,133.8,1.23886,165.75946800000003,,start
2013-02-02,Saturday,,,165.75946800000003,imputed from 291,
2013-02-03,Sunday,,,165.75946800000003,imputed from 292,
2013-02-04,Monday,133.85,1.22745,164.29418249999998,,
2013-02-05,Tuesday,133.48,1.23377,164.6836196,,
2013-02-06,Wednesday,133.55,1.23083,164.37734650000002,,
2013-02-07,Thursday,133.86,1.23031,164.6892966,,
2013-02-08,Friday,134.07,1.22649,164.4355143,,start
2013-02-09,Saturday,,,164.4355143,imputed from 298,
2013-02-10,Sunday,,,164.4355143,imputed from 299,
2013-02-11,Monday,133.93,1.23376,165.2374768,,
2013-02-12,Tuesday,133.71,1.2339,164.984769,,
2013-02-13,Wednesday,133.5,1.2335,164.67225000000002,,
2013-02-14,Thursday,133.85,1.23085,164.7492725,,
2013-02-15,Friday,133.65,1.23166,164.611359,,start
2013-02-16,Saturday,,,164.611359,imputed from 305,
2013-02-17,Sunday,,,164.611359,imputed from 306,
2013-02-18,Monday,133.89,1.23293,165.0769977,,
2013-02-19,Tuesday,133.94,1.23534,165.4614396,,
2013-02-20,Wednesday,133.74,1.2314,164.68743600000002,,
2013-02-21,Thursday,134.27,1.2279,164.870133,,
2013-02-22,Friday,134.37,1.2263,164.777931,,start
2013-02-23,Saturday,,,164.777931,imputed from 312,
2013-02-24,Sunday,,,164.777931,imputed from 313,
2013-02-25,Monday,134.3,1.2176,163.52368,,
2013-02-26,Tuesday,134.98,1.21727,164.3071046,,
2013-02-27,Wednesday,135.16,1.22123,165.0614468,,
2013-02-28,Thursday,135.19,1.22295,165.3306105,,
2013-03-01,Friday,135.71,1.22799,166.6505229,,start
2013-03-02,Saturday,,,166.6505229,imputed from 319,
2013-03-03,Sunday,,,166.6505229,imputed from 320,
2013-03-04,Monday,135.96,1.22559,166.6312164,,
2013-03-05,Tuesday,135.6,1.22787,166.499172,,
2013-03-06,Wednesday,134.76,1.23015,165.775014,,
2013-03-07,Thursday,134.73,1.23557,166.4683461,,
2013-03-08,Friday,134.71,1.23723,166.66725330000003,,start
2013-03-09,Saturday,,,166.66725330000003,imputed from 326,
2013-03-10,Sunday,,,166.66725330000003,imputed from 327,
2013-03-11,Monday,134.72,1.23569,166.4721568,,
2013-03-12,Tuesday,134.9,1.23443,166.524607,,
2013-03-13,Wednesday,135.06,1.23441,166.7194146,,
2013-03-14,Thursday,135.12,1.23168,166.42460160000002,,
2013-03-15,Friday,135.38,1.22733,166.1559354,,start
2013-03-16,Saturday,,,166.1559354,imputed from 333,
2013-03-17,Sunday,,,166.1559354,imputed from 334,
2013-03-18,Monday,135.8,1.22573,166.454134,,
2013-03-19,Tuesday,136.14,1.21989,166.07582459999998,,
2013-03-20,Wednesday,135.9,1.2225,166.13774999999998,,
2013-03-21,Thursday,136.14,1.2208,166.199712,,
2013-03-22,Friday,136.03,1.22186,166.2096158,,start
2013-03-23,Saturday,,,166.2096158,imputed from 340,
2013-03-24,Sunday,,,166.2096158,imputed from 341,
2013-03-25,Monday,135.93,1.21924,165.7312932,,
2013-03-26,Tuesday,135.65,1.2194,165.41161000000002,,
2013-03-27,Wednesday,136.09,1.21909,165.9059581,,
2013-03-28,Thursday,136.02,1.21734,165.58258680000003,,
2013-03-29,Friday,136.02,1.21687,165.5186574,imputed from 346,start
2013-03-30,Saturday,,,165.5186574,imputed from 347,
2013-03-31,Sunday,,,165.5186574,imputed from 348,
2013-04-01,Monday,,1.21628,165.5186574,imputed from 349,
2013-04-02,Tuesday,136.11,1.21647,165.5737317,,
2013-04-03,Wednesday,136.44,1.2144,165.692736,,
2013-04-04,Thursday,137.62,1.21579,167.3170198,,
2013-04-05,Friday,139.04,1.21433,168.84044319999998,,start
2013-04-06,Saturday,,,168.84044319999998,imputed from 354,
2013-04-07,Sunday,,,168.84044319999998,imputed from 355,
2013-04-08,Monday,139.18,1.21643,169.30272739999998,,
2013-04-09,Tuesday,138.63,1.21998,169.1258274,,
2013-04-10,Wednesday,137.86,1.21904,168.0568544,,
2013-04-11,Thursday,138.07,1.21949,168.3749843,,
2013-04-12,Friday,138.45,1.21612,168.371814,,start
2013-04-13,Saturday,,,168.371814,imputed from 361,
2013-04-14,Sunday,,,168.371814,imputed from 362,
2013-04-15,Monday,138.65,1.21403,168.3252595,,
2013-04-16,Tuesday,138.46,1.21554,168.30366840000002,,
2013-04-17,Wednesday,138.91,1.21567,168.8687197,,
2013-04-18,Thursday,138.81,1.21724,168.96508440000002,,
2013-04-19,Friday,138.7,1.21865,169.02675499999998,,start
2013-04-20,Saturday,,,169.02675499999998,imputed from 368,
2013-04-21,Sunday,,,169.02675499999998,imputed from 369,
2013-04-22,Monday,139.22,1.22057,169.9277554,,
2013-04-23,Tuesday,139.34,1.22917,171.2725478,,
2013-04-24,Wednesday,139.27,1.23244,171.6419188,,
2013-04-25,Thursday,139.2,1.22936,171.12691199999998,,
2013-04-26,Friday,139.32,1.22761,171.0306252,,start
2013-04-27,Saturday,,,171.0306252,imputed from 375,
2013-04-28,Sunday,,,171.0306252,imputed from 376,
2013-04-29,Monday,139.41,1.22688,171.0393408,,
2013-04-30,Tuesday,139.79,1.22402,171.1057558,,
2013-05-01,Wednesday,,1.2223,171.1057558,imputed from 379,
2013-05-02,Thursday,140.25,1.2214,171.30135,,
2013-05-03,Friday,139.73,1.2266,171.39281799999998,,start
2013-05-04,Saturday,,,171.39281799999998,imputed from 382,
2013-05-05,Sunday,,,171.39281799999998,imputed from 383,
2013-05-06,Monday,139.95,1.22704,171.72424799999996,,
2013-05-07,Tuesday,139.46,1.22984,171.5134864,,
2013-05-08,Wednesday,139.75,1.23057,171.97215749999998,,
2013-05-09,Thursday,139.56,1.23668,172.5910608,,
2013-05-10,Friday,138.48,1.24317,172.15418160000002,,start
2013-05-11,Saturday,,,172.15418160000002,imputed from 389,
2013-05-12,Sunday,,,172.15418160000002,imputed from 390,
2013-05-13,Monday,138.64,1.24258,172.27129119999998,,
2013-05-14,Tuesday,138.63,1.2495,173.218185,,
2013-05-15,Wednesday,138.61,1.24326,172.32826860000003,,
2013-05-16,Thursday,139.2,1.24271,172.985232,,
2013-05-17,Friday,139.53,1.24843,174.1934379,,start
2013-05-18,Saturday,,,174.1934379,imputed from 396,
2013-05-19,Sunday,,,174.1934379,imputed from 397,
2013-05-20,Monday,139.31,1.2459,173.566329,,
2013-05-21,Tuesday,138.74,1.25211,173.71774140000002,,
2013-05-22,Wednesday,139.03,1.25796,174.8941788,,
2013-05-23,Thursday,138.62,1.25285,173.67006700000002,,
2013-05-24,Friday,138.46,1.24325,172.140395,,start
2013-05-25,Saturday,,,172.140395,imputed from 403,
2013-05-26,Sunday,,,172.140395,imputed from 404,
2013-05-27,Monday,138.27,1.24545,172.2083715,,
2013-05-28,Tuesday,137.88,1.2559,173.163492,,
2013-05-29,Wednesday,137.32,1.24434,170.8727688,,
2013-05-30,Thursday,137.09,1.2437,170.49883300000002,,
2013-05-31,Friday,137.18,1.2414,170.295252,,start
2013-06-01,Saturday,,,170.295252,imputed from 410,
2013-06-02,Sunday,,,170.295252,imputed from 411,
2013-06-03,Monday,137.01,1.23864,169.7060664,,
2013-06-04,Tuesday,136.96,1.23846,169.6194816,,
2013-06-05,Wednesday,135.57,1.23354,167.2310178,,
2013-06-06,Thursday,134.91,1.23088,166.05802079999998,,
2013-06-07,Friday,134.83,1.23725,166.8184175,,start
2013-06-08,Saturday,,,166.8184175,imputed from 417,
2013-06-09,Sunday,,,166.8184175,imputed from 418,
2013-06-10,Monday,134.33,1.23775,166.2669575,,
2013-06-11,Tuesday,133.92,1.23115,164.87560799999997,,
2013-06-12,Wednesday,133.98,1.22816,164.5488768,,
2013-06-13,Thursday,134.36,1.23305,165.67259800000002,,
2013-06-14,Friday,135.14,1.22928,166.1248992,,start
2013-06-15,Saturday,,,166.1248992,imputed from 424,
2013-06-16,Sunday,,,166.1248992,imputed from 425,
2013-06-17,Monday,135.18,1.23317,166.6999206,,
2013-06-18,Tuesday,134.73,1.23246,166.0493358,,
2013-06-19,Wednesday,135.0,1.23416,166.61159999999998,,
2013-06-20,Thursday,133.29,1.22601,163.4148729,,
2013-06-21,Friday,132.57,1.22605,162.5374485,,start
2013-06-22,Saturday,,,162.5374485,imputed from 431,
2013-06-23,Sunday,,,162.5374485,imputed from 432,
2013-06-24,Monday,131.07,1.22431,160.4703117,,
2013-06-25,Tuesday,131.09,1.22699,160.8461191,,
2013-06-26,Wednesday,131.99,1.22714,161.9702086,,
2013-06-27,Thursday,132.54,1.23227,163.32506579999998,,
2013-06-28,Friday,132.47,1.22916,162.8268252,,start
2013-06-29,Saturday,,,162.8268252,imputed from 438,
2013-06-30,Sunday,,,162.8268252,imputed from 439,
2013-07-01,Monday,132.67,1.23499,163.8461233,,
2013-07-02,Tuesday,132.83,1.2338,163.88565400000002,,
2013-07-03,Wednesday,133.03,1.23152,163.8291056,,
2013-07-04,Thursday,133.29,1.23521,164.64114089999998,,
2013-07-05,Friday,133.11,1.2366,164.603826,,start
2013-07-06,Saturday,,,164.603826,imputed from 445,
2013-07-07,Sunday,,,164.603826,imputed from 446,
2013-07-08,Monday,133.53,1.2403,165.617259,,
2013-07-09,Tuesday,133.85,1.24346,166.437121,,
2013-07-10,Wednesday,133.8,1.24382,166.423116,,
2013-07-11,Thursday,133.95,1.24017,166.1207715,,
2013-07-12,Friday,134.45,1.23675,166.2810375,,start
2013-07-13,Saturday,,,166.2810375,imputed from 452,
2013-07-14,Sunday,,,166.2810375,imputed from 453,
2013-07-15,Monday,134.19,1.23885,166.24128149999999,,
2013-07-16,Tuesday,134.34,1.23603,166.0482702,,
2013-07-17,Wednesday,134.39,1.23526,166.0065914,,
2013-07-18,Thursday,134.65,1.23845,166.7572925,,
2013-07-19,Friday,134.44,1.23674,166.2673256,,start
2013-07-20,Saturday,,,166.2673256,imputed from 459,
2013-07-21,Sunday,,,166.2673256,imputed from 460,
2013-07-22,Monday,134.35,1.23455,165.8617925,,
2013-07-23,Tuesday,134.23,1.23623,165.93915289999998,,
2013-07-24,Wednesday,133.59,1.23751,165.3189609,,
2013-07-25,Thursday,133.45,1.2344,164.73067999999998,,
2013-07-26,Friday,133.51,1.23273,164.58178230000001,,start
2013-07-27,Saturday,,,164.58178230000001,imputed from 466,
2013-07-28,Sunday,,,164.58178230000001,imputed from 467,
2013-07-29,Monday,133.54,1.23477,164.8911858,,
2013-07-30,Tuesday,133.65,1.2332,164.81718,,
2013-07-31,Wednesday,133.89,1.23207,164.96185229999998,,
2013-08-01,Thursday,133.96,1.23733,165.7527268,,
