date,weekday,LC1_Comdty_PX-LAST-CHF,imputed,LC1_Comdty_start
2011-08-23,Tuesday,0.9082,,
2011-08-24,Wednesday,0.90445,,
2011-08-25,Thursday,0.90767,,
2011-08-26,Friday,0.93001,,start
2011-08-27,Saturday,0.93001,imputed from 5124,
2011-08-28,Sunday,0.93001,imputed from 5125,
2011-08-29,Monday,0.93674,,
2011-08-30,Tuesday,0.93681,,
2011-08-31,Wednesday,0.9171,,
2011-09-01,Thursday,0.90221,,
2011-09-02,Friday,0.90325,,start
2011-09-03,Saturday,0.90325,imputed from 5131,
2011-09-04,Sunday,0.90325,imputed from 5132,
2011-09-05,Monday,0.90325,imputed from 5133,
2011-09-06,Tuesday,1.00715,,
2011-09-07,Wednesday,1.01179,,
2011-09-08,Thursday,1.03734,,
2011-09-09,Friday,1.04615,,start
2011-09-10,Saturday,1.04615,imputed from 5138,
2011-09-11,Sunday,1.04615,imputed from 5139,
2011-09-12,Monday,1.05657,,
2011-09-13,Tuesday,1.05033,,
2011-09-14,Wednesday,1.06093,,
2011-09-15,Thursday,1.03277,,
2011-09-16,Friday,1.03699,,start
2011-09-17,Saturday,1.03699,imputed from 5145,
2011-09-18,Sunday,1.03699,imputed from 5146,
2011-09-19,Monday,1.03981,,
2011-09-20,Tuesday,1.05477,,
2011-09-21,Wednesday,1.06431,,
2011-09-22,Thursday,1.05427,,
2011-09-23,Friday,1.05843,,start
2011-09-24,Saturday,1.05843,imputed from 5152,
2011-09-25,Sunday,1.05843,imputed from 5153,
2011-09-26,Monday,1.08435,,
2011-09-27,Tuesday,1.08082,,
2011-09-28,Wednesday,1.07999,,
2011-09-29,Thursday,1.08071,,
2011-09-30,Friday,1.10448,,start
2011-10-01,Saturday,1.10448,imputed from 5159,
2011-10-02,Sunday,1.10448,imputed from 5160,
2011-10-03,Monday,1.12612,,
2011-10-04,Tuesday,1.11754,,
2011-10-05,Wednesday,1.13504,,
2011-10-06,Thursday,1.131,,
2011-10-07,Friday,1.1279,,start
2011-10-08,Saturday,1.1279,imputed from 5166,
2011-10-09,Sunday,1.1279,imputed from 5167,
2011-10-10,Monday,1.08688,,
2011-10-11,Tuesday,1.10363,,
2011-10-12,Wednesday,1.0823,,
2011-10-13,Thursday,1.10393,,
2011-10-14,Friday,1.10141,,start
2011-10-15,Saturday,1.10141,imputed from 5173,
2011-10-16,Sunday,1.10141,imputed from 5174,
2011-10-17,Monday,1.11038,,
2011-10-18,Tuesday,1.10906,,
2011-10-19,Wednesday,1.10864,,
2011-10-20,Thursday,1.09291,,
2011-10-21,Friday,1.08029,,start
2011-10-22,Saturday,1.08029,imputed from 5180,
2011-10-23,Sunday,1.08029,imputed from 5181,
2011-10-24,Monday,1.08216,,
2011-10-25,Tuesday,1.07314,,
2011-10-26,Wednesday,1.06648,,
2011-10-27,Thursday,1.0309,,
2011-10-28,Friday,1.02704,,start
2011-10-29,Saturday,1.02704,imputed from 5187,
2011-10-30,Sunday,1.02704,imputed from 5188,
2011-10-31,Monday,1.03419,,
2011-11-01,Tuesday,1.07616,,
2011-11-02,Wednesday,1.07946,,
2011-11-03,Thursday,1.09473,,
2011-11-04,Friday,1.1012,,start
2011-11-05,Saturday,1.1012,imputed from 5194,
2011-11-06,Sunday,1.1012,imputed from 5195,
2011-11-07,Monday,1.11183,,
2011-11-08,Tuesday,1.10094,,
2011-11-09,Wednesday,1.11088,,
2011-11-10,Thursday,1.10097,,
2011-11-11,Friday,1.08664,,start
2011-11-12,Saturday,1.08664,imputed from 5201,
2011-11-13,Sunday,1.08664,imputed from 5202,
2011-11-14,Monday,1.09027,,
2011-11-15,Tuesday,1.11476,,
2011-11-16,Wednesday,1.1181,,
2011-11-17,Thursday,1.11223,,
2011-11-18,Friday,1.09693,,start
2011-11-19,Saturday,1.09693,imputed from 5208,
2011-11-20,Sunday,1.09693,imputed from 5209,
2011-11-21,Monday,1.09945,,
2011-11-22,Tuesday,1.10945,,
2011-11-23,Wednesday,1.11615,,
2011-11-24,Thursday,1.11615,imputed from 5213,
2011-11-25,Friday,1.12659,,start
2011-11-26,Saturday,1.12659,imputed from 5215,
2011-11-27,Sunday,1.12659,imputed from 5216,
2011-11-28,Monday,1.11661,,
2011-11-29,Tuesday,1.10953,,
2011-11-30,Wednesday,1.10826,,
2011-12-01,Thursday,1.11734,,
2011-12-02,Friday,1.12331,,start
2011-12-03,Saturday,1.12331,imputed from 5222,
2011-12-04,Sunday,1.12331,imputed from 5223,
2011-12-05,Monday,1.1045,,
2011-12-06,Tuesday,1.10907,,
2011-12-07,Wednesday,1.106,,
2011-12-08,Thursday,1.10869,,
2011-12-09,Friday,1.09531,,start
2011-12-10,Saturday,1.09531,imputed from 5229,
2011-12-11,Sunday,1.09531,imputed from 5230,
2011-12-12,Monday,1.10914,,
2011-12-13,Tuesday,1.11745,,
2011-12-14,Wednesday,1.13038,,
2011-12-15,Thursday,1.12132,,
2011-12-16,Friday,1.11177,,start
2011-12-17,Saturday,1.11177,imputed from 5236,
2011-12-18,Sunday,1.11177,imputed from 5237,
2011-12-19,Monday,1.13809,,
2011-12-20,Tuesday,1.12253,,
2011-12-21,Wednesday,1.12512,,
2011-12-22,Thursday,1.15611,,
2011-12-23,Friday,1.16418,,start
2011-12-24,Saturday,1.16418,imputed from 5243,
2011-12-25,Sunday,1.16418,imputed from 5244,
2011-12-26,Monday,1.16418,imputed from 5245,
2011-12-27,Tuesday,1.15044,,
2011-12-28,Wednesday,1.16118,,
2011-12-29,Thursday,1.15217,,
2011-12-30,Friday,1.14005,,start
2011-12-31,Saturday,1.14005,imputed from 5250,
2012-01-01,Sunday,1.14005,imputed from 5251,
2012-01-02,Monday,1.14005,imputed from 5252,
2012-01-03,Tuesday,1.13358,,
2012-01-04,Wednesday,1.14413,,
2012-01-05,Thursday,1.15169,,
2012-01-06,Friday,1.15007,,start
2012-01-07,Saturday,1.15007,imputed from 5257,
2012-01-08,Sunday,1.15007,imputed from 5258,
2012-01-09,Monday,1.14264,,
2012-01-10,Tuesday,1.15043,,
2012-01-11,Wednesday,1.15926,,
2012-01-12,Thursday,1.14278,,
2012-01-13,Friday,1.16743,,start
2012-01-14,Saturday,1.16743,imputed from 5264,
2012-01-15,Sunday,1.16743,imputed from 5265,
2012-01-16,Monday,1.16743,imputed from 5266,
2012-01-17,Tuesday,1.17349,,
2012-01-18,Wednesday,1.15795,,
2012-01-19,Thursday,1.16028,,
2012-01-20,Friday,1.1638,,start
2012-01-21,Saturday,1.1638,imputed from 5271,
2012-01-22,Sunday,1.1638,imputed from 5272,
2012-01-23,Monday,1.15666,,
2012-01-24,Tuesday,1.16768,,
2012-01-25,Wednesday,1.16487,,
2012-01-26,Thursday,1.14312,,
2012-01-27,Friday,1.142,,start
2012-01-28,Saturday,1.142,imputed from 5278,
2012-01-29,Sunday,1.142,imputed from 5279,
2012-01-30,Monday,1.13738,,
2012-01-31,Tuesday,1.15012,,
2012-02-01,Wednesday,1.1489,,
2012-02-02,Thursday,1.14712,,
2012-02-03,Friday,1.13599,,start
2012-02-04,Saturday,1.13599,imputed from 5285,
2012-02-05,Sunday,1.13599,imputed from 5286,
2012-02-06,Monday,1.17172,,
2012-02-07,Tuesday,1.17325,,
2012-02-08,Wednesday,1.17453,,
2012-02-09,Thursday,1.16752,,
2012-02-10,Friday,1.16212,,start
2012-02-11,Saturday,1.16212,imputed from 5292,
2012-02-12,Sunday,1.16212,imputed from 5293,
2012-02-13,Monday,1.17234,,
2012-02-14,Tuesday,1.18975,,
2012-02-15,Wednesday,1.19091,,
2012-02-16,Thursday,1.1946,,
2012-02-17,Friday,1.20245,,start
2012-02-18,Saturday,1.20245,imputed from 5299,
2012-02-19,Sunday,1.20245,imputed from 5300,
2012-02-20,Monday,1.20245,imputed from 5301,
2012-02-21,Tuesday,1.19599,,
2012-02-22,Wednesday,1.19438,,
2012-02-23,Thursday,1.17421,,
2012-02-24,Friday,1.15825,,start
2012-02-25,Saturday,1.15825,imputed from 5306,
2012-02-26,Sunday,1.15825,imputed from 5307,
2012-02-27,Monday,1.15582,,
2012-02-28,Tuesday,1.14922,,
2012-02-29,Wednesday,1.17086,,
2012-03-01,Thursday,1.18562,,
2012-03-02,Friday,1.18709,,start
2012-03-03,Saturday,1.18709,imputed from 5313,
2012-03-04,Sunday,1.18709,imputed from 5314,
2012-03-05,Monday,1.17062,,
2012-03-06,Tuesday,1.15587,,
2012-03-07,Wednesday,1.15165,,
2012-03-08,Thursday,1.15112,,
2012-03-09,Friday,1.15842,,start
2012-03-10,Saturday,1.15842,imputed from 5320,
2012-03-11,Sunday,1.15842,imputed from 5321,
2012-03-12,Monday,1.16242,,
2012-03-13,Tuesday,1.17494,,
2012-03-14,Wednesday,1.18235,,
2012-03-15,Thursday,1.15717,,
2012-03-16,Friday,1.14787,,start
2012-03-17,Saturday,1.14787,imputed from 5327,
2012-03-18,Sunday,1.14787,imputed from 5328,
2012-03-19,Monday,1.14009,,
2012-03-20,Tuesday,1.1348,,
2012-03-21,Wednesday,1.14154,,
2012-03-22,Thursday,1.14554,,
2012-03-23,Friday,1.13121,,start
2012-03-24,Saturday,1.13121,imputed from 5334,
2012-03-25,Sunday,1.13121,imputed from 5335,
2012-03-26,Monday,1.12593,,
2012-03-27,Tuesday,1.13517,,
2012-03-28,Wednesday,1.12752,,
2012-03-29,Thursday,1.1123,,
2012-03-30,Friday,1.08754,,start
2012-03-31,Saturday,1.08754,imputed from 5341,
2012-04-01,Sunday,1.08754,imputed from 5342,
2012-04-02,Monday,1.09176,,
2012-04-03,Tuesday,1.08167,,
2012-04-04,Wednesday,1.08055,,
2012-04-05,Thursday,1.08871,,
2012-04-06,Friday,1.08871,imputed from 5347,start
2012-04-07,Saturday,1.08871,imputed from 5348,
2012-04-08,Sunday,1.08871,imputed from 5349,
2012-04-09,Monday,1.06015,,
2012-04-10,Tuesday,1.04939,,
2012-04-11,Wednesday,1.0534,,
2012-04-12,Thursday,1.06829,,
2012-04-13,Friday,1.06696,,start
2012-04-14,Saturday,1.06696,imputed from 5355,
2012-04-15,Sunday,1.06696,imputed from 5356,
2012-04-16,Monday,1.06649,,
2012-04-17,Tuesday,1.06748,,
2012-04-18,Wednesday,1.05237,,
2012-04-19,Thursday,1.0613,,
2012-04-20,Friday,1.0499,,start
2012-04-21,Saturday,1.0499,imputed from 5362,
2012-04-22,Sunday,1.0499,imputed from 5363,
2012-04-23,Monday,1.04825,,
2012-04-24,Tuesday,1.01589,,
2012-04-25,Wednesday,1.02215,,
2012-04-26,Thursday,1.02037,,
2012-04-27,Friday,1.02253,,start
2012-04-28,Saturday,1.02253,imputed from 5369,
2012-04-29,Sunday,1.02253,imputed from 5370,
2012-04-30,Monday,1.03671,,
2012-05-01,Tuesday,1.03194,,
2012-05-02,Wednesday,1.0301,,
2012-05-03,Thursday,1.0591,,
2012-05-04,Friday,1.05914,,start
2012-05-05,Saturday,1.05914,imputed from 5376,
2012-05-06,Sunday,1.05914,imputed from 5377,
2012-05-07,Monday,1.06961,,
2012-05-08,Tuesday,1.06907,,
2012-05-09,Wednesday,1.08146,,
2012-05-10,Thursday,1.0737,,
2012-05-11,Friday,1.06882,,start
2012-05-12,Saturday,1.06882,imputed from 5383,
2012-05-13,Sunday,1.06882,imputed from 5384,
2012-05-14,Monday,1.086,,
2012-05-15,Tuesday,1.09509,,
2012-05-16,Wednesday,1.10155,,
2012-05-17,Thursday,1.11392,,
2012-05-18,Friday,1.1276,,start
2012-05-19,Saturday,1.1276,imputed from 5390,
2012-05-20,Sunday,1.1276,imputed from 5391,
2012-05-21,Monday,1.11636,,
2012-05-22,Tuesday,1.12559,,
2012-05-23,Wednesday,1.1264,,
2012-05-24,Thursday,1.12912,,
2012-05-25,Friday,1.12909,,start
2012-05-26,Saturday,1.12909,imputed from 5397,
2012-05-27,Sunday,1.12909,imputed from 5398,
2012-05-28,Monday,1.12909,imputed from 5399,
2012-05-29,Tuesday,1.13395,,
2012-05-30,Wednesday,1.12735,,
2012-05-31,Thursday,1.13751,,
2012-06-01,Friday,1.14145,,start
2012-06-02,Saturday,1.14145,imputed from 5404,
2012-06-03,Sunday,1.14145,imputed from 5405,
2012-06-04,Monday,1.15464,,
2012-06-05,Tuesday,1.151,,
2012-06-06,Wednesday,1.14063,,
2012-06-07,Thursday,1.15126,,
2012-06-08,Friday,1.16161,,start
2012-06-09,Saturday,1.16161,imputed from 5411,
2012-06-10,Sunday,1.16161,imputed from 5412,
2012-06-11,Monday,1.1562,,
2012-06-12,Tuesday,1.15729,,
2012-06-13,Wednesday,1.12607,,
2012-06-14,Thursday,1.11583,,
2012-06-15,Friday,1.10887,,start
2012-06-16,Saturday,1.10887,imputed from 5418,
2012-06-17,Sunday,1.10887,imputed from 5419,
2012-06-18,Monday,1.12784,,
2012-06-19,Tuesday,1.11179,,
2012-06-20,Wednesday,1.10788,,
2012-06-21,Thursday,1.11387,,
2012-06-22,Friday,1.11756,,start
2012-06-23,Saturday,1.11756,imputed from 5425,
2012-06-24,Sunday,1.11756,imputed from 5426,
2012-06-25,Monday,1.11344,,
2012-06-26,Tuesday,1.11006,,
2012-06-27,Wednesday,1.12888,,
2012-06-28,Thursday,1.15351,,
2012-06-29,Friday,1.14355,,start
2012-06-30,Saturday,1.14355,imputed from 5432,
2012-07-01,Sunday,1.14355,imputed from 5433,
2012-07-02,Monday,1.13788,,
2012-07-03,Tuesday,1.13776,,
2012-07-04,Wednesday,1.13776,imputed from 5436,
2012-07-05,Thursday,1.15468,,
2012-07-06,Friday,1.16566,,start
2012-07-07,Saturday,1.16566,imputed from 5439,
2012-07-08,Sunday,1.16566,imputed from 5440,
2012-07-09,Monday,1.16157,,
2012-07-10,Tuesday,1.16008,,
2012-07-11,Wednesday,1.1564,,
2012-07-12,Thursday,1.15211,,
2012-07-13,Friday,1.15067,,start
2012-07-14,Saturday,1.15067,imputed from 5446,
2012-07-15,Sunday,1.15067,imputed from 5447,
2012-07-16,Monday,1.14429,,
2012-07-17,Tuesday,1.13281,,
2012-07-18,Wednesday,1.15607,,
2012-07-19,Thursday,1.16357,,
2012-07-20,Friday,1.16358,,start
2012-07-21,Saturday,1.16358,imputed from 5453,
2012-07-22,Sunday,1.16358,imputed from 5454,
2012-07-23,Monday,1.17367,,
2012-07-24,Tuesday,1.18372,,
2012-07-25,Wednesday,1.16818,,
2012-07-26,Thursday,1.15587,,
2012-07-27,Friday,1.16251,,start
2012-07-28,Saturday,1.16251,imputed from 5460,
2012-07-29,Sunday,1.16251,imputed from 5461,
2012-07-30,Monday,1.17209,,
2012-07-31,Tuesday,1.16034,,
2012-08-01,Wednesday,1.16239,,
2012-08-02,Thursday,1.18512,,
2012-08-03,Friday,1.16508,,start
2012-08-04,Saturday,1.16508,imputed from 5467,
2012-08-05,Sunday,1.16508,imputed from 5468,
2012-08-06,Monday,1.20358,,
2012-08-07,Tuesday,1.20139,,
2012-08-08,Wednesday,1.22068,,
2012-08-09,Thursday,1.22983,,
2012-08-10,Friday,1.22613,,start
2012-08-11,Saturday,1.22613,imputed from 5474,
2012-08-12,Sunday,1.22613,imputed from 5475,
2012-08-13,Monday,1.22988,,
2012-08-14,Tuesday,1.23575,,
2012-08-15,Wednesday,1.23826,,
2012-08-16,Thursday,1.21984,,
2012-08-17,Friday,1.22143,,start
2012-08-18,Saturday,1.22143,imputed from 5481,
2012-08-19,Sunday,1.22143,imputed from 5482,
2012-08-20,Monday,1.22112,,
2012-08-21,Tuesday,1.19964,,
2012-08-22,Wednesday,1.19907,,
2012-08-23,Thursday,1.19278,,
2012-08-24,Friday,1.19223,,start
2012-08-25,Saturday,1.19223,imputed from 5488,
2012-08-26,Sunday,1.19223,imputed from 5489,
2012-08-27,Monday,1.18524,,
2012-08-28,Tuesday,1.18206,,
2012-08-29,Wednesday,1.20317,,
2012-08-30,Thursday,1.20555,,
2012-08-31,Friday,1.20392,,start
2012-09-01,Saturday,1.20392,imputed from 5495,
2012-09-02,Sunday,1.20392,imputed from 5496,
2012-09-03,Monday,1.20392,imputed from 5497,
2012-09-04,Tuesday,1.20661,,
2012-09-05,Wednesday,1.20691,,
2012-09-06,Thursday,1.20239,,
2012-09-07,Friday,1.19595,,start
2012-09-08,Saturday,1.19595,imputed from 5502,
2012-09-09,Sunday,1.19595,imputed from 5503,
2012-09-10,Monday,1.18834,,
2012-09-11,Tuesday,1.19347,,
2012-09-12,Wednesday,1.1977,,
2012-09-13,Thursday,1.1982,,
2012-09-14,Friday,1.17801,,start
2012-09-15,Saturday,1.17801,imputed from 5509,
2012-09-16,Sunday,1.17801,imputed from 5510,
2012-09-17,Monday,1.16414,,
2012-09-18,Tuesday,1.17451,,
2012-09-19,Wednesday,1.17089,,
2012-09-20,Thursday,1.17501,,
2012-09-21,Friday,1.17002,,start
2012-09-22,Saturday,1.17002,imputed from 5516,
2012-09-23,Sunday,1.17002,imputed from 5517,
2012-09-24,Monday,1.17419,,
2012-09-25,Tuesday,1.14725,,
2012-09-26,Wednesday,1.14928,,
2012-09-27,Thursday,1.14834,,
2012-09-28,Friday,1.14604,,start
2012-09-29,Saturday,1.14604,imputed from 5523,
2012-09-30,Sunday,1.14604,imputed from 5524,
2012-10-01,Monday,1.15385,,
2012-10-02,Tuesday,1.15237,,
2012-10-03,Wednesday,1.15481,,
2012-10-04,Thursday,1.13811,,
2012-10-05,Friday,1.1419,,start
2012-10-06,Saturday,1.1419,imputed from 5530,
2012-10-07,Sunday,1.1419,imputed from 5531,
2012-10-08,Monday,1.17931,,
2012-10-09,Tuesday,1.19172,,
2012-10-10,Wednesday,1.18854,,
2012-10-11,Thursday,1.17652,,
2012-10-12,Friday,1.17117,,start
2012-10-13,Saturday,1.17117,imputed from 5537,
2012-10-14,Sunday,1.17117,imputed from 5538,
2012-10-15,Monday,1.17661,,
2012-10-16,Tuesday,1.17377,,
2012-10-17,Wednesday,1.17749,,
2012-10-18,Thursday,1.18139,,
2012-10-19,Friday,1.18149,,start
2012-10-20,Saturday,1.18149,imputed from 5544,
2012-10-21,Sunday,1.18149,imputed from 5545,
2012-10-22,Monday,1.17933,,
2012-10-23,Tuesday,1.18338,,
2012-10-24,Wednesday,1.18663,,
2012-10-25,Thursday,1.17294,,
2012-10-26,Friday,1.17184,,start
2012-10-27,Saturday,1.17184,imputed from 5551,
2012-10-28,Sunday,1.17184,imputed from 5552,
2012-10-29,Monday,1.17383,,
2012-10-30,Tuesday,1.17644,,
2012-10-31,Wednesday,1.17198,,
2012-11-01,Thursday,1.16815,,
2012-11-02,Friday,1.1795,,start
2012-11-03,Saturday,1.1795,imputed from 5558,
2012-11-04,Sunday,1.1795,imputed from 5559,
2012-11-05,Monday,1.18335,,
2012-11-06,Tuesday,1.18499,,
2012-11-07,Wednesday,1.1809,,
2012-11-08,Thursday,1.18752,,
2012-11-09,Friday,1.19224,,start
2012-11-10,Saturday,1.19224,imputed from 5565,
2012-11-11,Sunday,1.19224,imputed from 5566,
2012-11-12,Monday,1.18832,,
2012-11-13,Tuesday,1.19196,,
2012-11-14,Wednesday,1.18476,,
2012-11-15,Thursday,1.18391,,
2012-11-16,Friday,1.19439,,start
2012-11-17,Saturday,1.19439,imputed from 5572,
2012-11-18,Sunday,1.19439,imputed from 5573,
2012-11-19,Monday,1.19093,,
2012-11-20,Tuesday,1.19516,,
2012-11-21,Wednesday,1.20186,,
2012-11-22,Thursday,1.20186,imputed from 5577,
2012-11-23,Friday,1.19601,,start
2012-11-24,Saturday,1.19601,imputed from 5579,
2012-11-25,Sunday,1.19601,imputed from 5580,
2012-11-26,Monday,1.19271,,
2012-11-27,Tuesday,1.19491,,
2012-11-28,Wednesday,1.18877,,
2012-11-29,Thursday,1.1897,,
2012-11-30,Friday,1.17461,,start
2012-12-01,Saturday,1.17461,imputed from 5586,
2012-12-02,Sunday,1.17461,imputed from 5587,
2012-12-03,Monday,1.17564,,
2012-12-04,Tuesday,1.16855,,
2012-12-05,Wednesday,1.16865,,
2012-12-06,Thursday,1.17716,,
2012-12-07,Friday,1.17492,,start
2012-12-08,Saturday,1.17492,imputed from 5593,
2012-12-09,Sunday,1.17492,imputed from 5594,
2012-12-10,Monday,1.21599,,
2012-12-11,Tuesday,1.23109,,
2012-12-12,Wednesday,1.21941,,
2012-12-13,Thursday,1.21549,,
2012-12-14,Friday,1.21594,,start
2012-12-15,Saturday,1.21594,imputed from 5600,
2012-12-16,Sunday,1.21594,imputed from 5601,
2012-12-17,Monday,1.2258,,
2012-12-18,Tuesday,1.2141,,
2012-12-19,Wednesday,1.22568,,
2012-12-20,Thursday,1.21765,,
2012-12-21,Friday,1.22528,,start
2012-12-22,Saturday,1.22528,imputed from 5607,
2012-12-23,Sunday,1.22528,imputed from 5608,
2012-12-24,Monday,1.21967,,
2012-12-25,Tuesday,1.21967,imputed from 5610,
2012-12-26,Wednesday,1.2219,,
2012-12-27,Thursday,1.21781,,
2012-12-28,Friday,1.21954,,start
2012-12-29,Saturday,1.21954,imputed from 5614,
2012-12-30,Sunday,1.21954,imputed from 5615,
2012-12-31,Monday,1.21002,,
2013-01-01,Tuesday,1.21002,imputed from 5617,
2013-01-02,Wednesday,1.21613,,
2013-01-03,Thursday,1.23423,,
2013-01-04,Friday,1.23152,,start
2013-01-05,Saturday,1.23152,imputed from 5621,
2013-01-06,Sunday,1.23152,imputed from 5622,
2013-01-07,Monday,1.22653,,
2013-01-08,Tuesday,1.22609,,
2013-01-09,Wednesday,1.21671,,
2013-01-10,Thursday,1.20184,,
2013-01-11,Friday,1.19094,,start
2013-01-12,Saturday,1.19094,imputed from 5628,
2013-01-13,Sunday,1.19094,imputed from 5629,
2013-01-14,Monday,1.19648,,
2013-01-15,Tuesday,1.21243,,
2013-01-16,Wednesday,1.19734,,
2013-01-17,Thursday,1.18257,,
2013-01-18,Friday,1.16478,,start
2013-01-19,Saturday,1.16478,imputed from 5635,
2013-01-20,Sunday,1.16478,imputed from 5636,
2013-01-21,Monday,1.16478,imputed from 5637,
2013-01-22,Tuesday,1.16836,,
2013-01-23,Wednesday,1.16908,,
2013-01-24,Thursday,1.16913,,
2013-01-25,Friday,1.17156,,start
2013-01-26,Saturday,1.17156,imputed from 5642,
2013-01-27,Sunday,1.17156,imputed from 5643,
2013-01-28,Monday,1.19446,,
2013-01-29,Tuesday,1.1827,,
2013-01-30,Wednesday,1.16557,,
2013-01-31,Thursday,1.1596,,
2013-02-01,Friday,1.15,,start
2013-02-02,Saturday,1.15,imputed from 5649,
2013-02-03,Sunday,1.15,imputed from 5650,
2013-02-04,Monday,1.20357,,
2013-02-05,Tuesday,1.20102,,
2013-02-06,Wednesday,1.19606,,
2013-02-07,Thursday,1.20661,,
2013-02-08,Friday,1.19559,,start
2013-02-09,Saturday,1.19559,imputed from 5656,
2013-02-10,Sunday,1.19559,imputed from 5657,
2013-02-11,Monday,1.19726,,
2013-02-12,Tuesday,1.19073,,
2013-02-13,Wednesday,1.18725,,
2013-02-14,Thursday,1.19847,,
2013-02-15,Friday,1.20444,,start
2013-02-16,Saturday,1.20444,imputed from 5663,
2013-02-17,Sunday,1.20444,imputed from 5664,
2013-02-18,Monday,1.20444,imputed from 5665,
2013-02-19,Tuesday,1.1951,,
2013-02-20,Wednesday,1.18467,,
2013-02-21,Thursday,1.19095,,
2013-02-22,Friday,1.19198,,start
2013-02-23,Saturday,1.19198,imputed from 5670,
2013-02-24,Sunday,1.19198,imputed from 5671,
2013-02-25,Monday,1.19371,,
2013-02-26,Tuesday,1.20546,,
2013-02-27,Wednesday,1.21056,,
2013-02-28,Thursday,1.21254,,
2013-03-01,Friday,1.22439,,start
2013-03-02,Saturday,1.22439,imputed from 5677,
2013-03-03,Sunday,1.22439,imputed from 5678,
2013-03-04,Monday,1.22711,,
2013-03-05,Tuesday,1.22197,,
2013-03-06,Wednesday,1.22025,,
2013-03-07,Thursday,1.21038,,
2013-03-08,Friday,1.21479,,start
2013-03-09,Saturday,1.21479,imputed from 5684,
2013-03-10,Sunday,1.21479,imputed from 5685,
2013-03-11,Monday,1.21565,,
2013-03-12,Tuesday,1.21905,,
2013-03-13,Wednesday,1.22328,,
2013-03-14,Thursday,1.21199,,
2013-03-15,Friday,1.18166,,start
2013-03-16,Saturday,1.18166,imputed from 5691,
2013-03-17,Sunday,1.18166,imputed from 5692,
2013-03-18,Monday,1.1918,,
2013-03-19,Tuesday,1.18772,,
2013-03-20,Wednesday,1.18979,,
2013-03-21,Thursday,1.19661,,
2013-03-22,Friday,1.18893,,start
2013-03-23,Saturday,1.18893,imputed from 5698,
2013-03-24,Sunday,1.18893,imputed from 5699,
2013-03-25,Monday,1.19811,,
2013-03-26,Tuesday,1.19501,,
2013-03-27,Wednesday,1.21466,,
2013-03-28,Thursday,1.223,,
2013-03-29,Friday,1.223,imputed from 5704,start
2013-03-30,Saturday,1.223,imputed from 5705,
2013-03-31,Sunday,1.223,imputed from 5706,
2013-04-01,Monday,1.21862,,
2013-04-02,Tuesday,1.20901,,
2013-04-03,Wednesday,1.20962,,
2013-04-04,Thursday,1.20239,,
2013-04-05,Friday,1.17607,,start
2013-04-06,Saturday,1.17607,imputed from 5712,
2013-04-07,Sunday,1.17607,imputed from 5713,
2013-04-08,Monday,1.1402,,
2013-04-09,Tuesday,1.13461,,
2013-04-10,Wednesday,1.11936,,
2013-04-11,Thursday,1.12168,,
2013-04-12,Friday,1.12189,,start
2013-04-13,Saturday,1.12189,imputed from 5719,
2013-04-14,Sunday,1.12189,imputed from 5720,
2013-04-15,Monday,1.11557,,
2013-04-16,Tuesday,1.11139,,
2013-04-17,Wednesday,1.13602,,
2013-04-18,Thursday,1.12879,,
2013-04-19,Friday,1.131,,start
2013-04-20,Saturday,1.131,imputed from 5726,
2013-04-21,Sunday,1.131,imputed from 5727,
2013-04-22,Monday,1.13008,,
2013-04-23,Tuesday,1.1395,,
2013-04-24,Wednesday,1.15666,,
2013-04-25,Thursday,1.16239,,
2013-04-26,Friday,1.15587,,start
2013-04-27,Saturday,1.15587,imputed from 5733,
2013-04-28,Sunday,1.15587,imputed from 5734,
2013-04-29,Monday,1.14976,,
2013-04-30,Tuesday,1.13477,,
2013-05-01,Wednesday,1.13522,,
2013-05-02,Thursday,1.15563,,
2013-05-03,Friday,1.13919,,start
2013-05-04,Saturday,1.13919,imputed from 5740,
2013-05-05,Sunday,1.13919,imputed from 5741,
2013-05-06,Monday,1.1384,,
2013-05-07,Tuesday,1.13624,,
2013-05-08,Wednesday,1.12291,,
2013-05-09,Thursday,1.13413,,
2013-05-10,Friday,1.15126,,start
2013-05-11,Saturday,1.15126,imputed from 5747,
2013-05-12,Sunday,1.15126,imputed from 5748,
2013-05-13,Monday,1.15547,,
2013-05-14,Tuesday,1.16343,,
2013-05-15,Wednesday,1.1616,,
2013-05-16,Thursday,1.15296,,
2013-05-17,Friday,1.1614,,start
2013-05-18,Saturday,1.1614,imputed from 5754,
2013-05-19,Sunday,1.1614,imputed from 5755,
2013-05-20,Monday,1.16053,,
2013-05-21,Tuesday,1.17225,,
2013-05-22,Wednesday,1.1766,,
2013-05-23,Thursday,1.15277,,
2013-05-24,Friday,1.15969,,start
2013-05-25,Saturday,1.15969,imputed from 5761,
2013-05-26,Sunday,1.15969,imputed from 5762,
2013-05-27,Monday,1.15969,imputed from 5763,
2013-05-28,Tuesday,1.17683,,
2013-05-29,Wednesday,1.16836,,
2013-05-30,Thursday,1.14946,,
2013-05-31,Friday,1.16363,,start
2013-06-01,Saturday,1.16363,imputed from 5768,
2013-06-02,Sunday,1.16363,imputed from 5769,
2013-06-03,Monday,1.14109,,
2013-06-04,Tuesday,1.14733,,
2013-06-05,Wednesday,1.13251,,
2013-06-06,Thursday,1.11922,,
2013-06-07,Friday,1.12389,,start
