,weekday,CL1_Comdty_PX-LAST-CHF,CL1_Comdty_start,CL1_Comdty_signal,CL1_Comdty_signal_calculation,CL1_Comdty_vola,CL1_Comdty_vola_calculation,CL1_Comdty_nonePrice,GC1_Comdty_PX-LAST-CHF,GC1_Comdty_start,GC1_Comdty_signal,GC1_Comdty_signal_calculation,GC1_Comdty_vola,GC1_Comdty_vola_calculation,GC1_Comdty_nonePrice
2012-07-17,Tuesday,156.59426,,,,,,87.52482,1969.92947,,,,,,1559.2995
2012-07-18,Wednesday,157.4296,,,,,,87.99172,1942.98336,,,,,,1537.97028
2012-07-19,Thursday,162.16778,,,,,,90.64001,1953.06105,,,,,,1545.94728
2012-07-20,Friday,161.39048,start,8.455334843134544,"2012-06-20,2012-07-19",0.020247104593881876,"2011-07-20,2012-07-19",90.20556,1972.62381,start,0.7682414350554918,"2012-06-20,2012-07-19",0.014678685887509585,"2011-07-20,2012-07-19",1561.4322
2012-07-21,Saturday,161.39048,,,,,,90.20556,1972.62381,,,,,,1561.4322
2012-07-22,Sunday,161.39048,,,,,,90.20556,1972.62381,,,,,,1561.4322
2012-07-23,Monday,155.39213,,,,,,87.22334,1972.07152,,,,,,1560.99504
2012-07-24,Tuesday,157.09895,,,,,,88.1814,1984.11199,,,,,,1570.52568
2012-07-25,Wednesday,156.98224,,,,,,88.11589,2012.07804,,,,,,1592.66224
2012-07-26,Thursday,155.7645,,,,,,87.43236,1995.73932,,,,,,1579.72931
2012-07-27,Friday,156.07449,start,6.514549497104551,"2012-06-27,2012-07-26",0.020286811812760597,"2011-07-27,2012-07-26",87.60636,1986.85384,start,2.686307844985655,"2012-06-27,2012-07-26",0.014708677602270615,"2011-07-27,2012-07-26",1572.696
2012-07-28,Saturday,156.07449,,,,,,87.60636,1986.85384,,,,,,1572.696
2012-07-29,Sunday,156.07449,,,,,,87.60636,1986.85384,,,,,,1572.696
2012-07-30,Monday,156.68401,,,,,,87.94849,2004.11905,,,,,,1588.61732
2012-07-31,Tuesday,153.13317,,,,,,85.95537,1985.50656,,,,,,1573.86364
2012-08-01,Wednesday,154.72217,,,,,,86.84729,1977.93479,,,,,,1567.86168
2012-08-02,Thursday,153.30103,,,,,,86.04959,1979.2464,,,,,,1568.90136
2012-08-03,Friday,158.12715,start,1.5347872454343465,"2012-07-03,2012-08-02",0.02006658950371679,"2011-08-03,2012-08-02",88.75854,1968.84297,start,1.0805892493185347,"2012-07-03,2012-08-02",0.014657043971122597,"2011-08-03,2012-08-02",1560.65481
2012-08-04,Saturday,158.12715,,,,,,88.75854,1968.84297,,,,,,1560.65481
2012-08-05,Sunday,158.12715,,,,,,88.75854,1968.84297,,,,,,1560.65481
2012-08-06,Monday,158.98557,,,,,,89.24038,1970.90255,,,,,,1562.28739
2012-08-07,Tuesday,161.45362,,,,,,90.62573,1965.93818,,,,,,1558.35225
2012-08-08,Wednesday,161.53402,,,,,,90.67086,1977.58079,,,,,,1567.58107
2012-08-09,Thursday,162.63244,,,,,,91.28741,1995.99576,,,,,,1582.17818
2012-08-10,Friday,161.61341,start,5.921405897834245,"2012-07-10,2012-08-09",0.018635700086417704,"2011-08-10,2012-08-09",90.71542,1997.15838,start,1.526818160326936,"2012-07-10,2012-08-09",0.01450916423693866,"2011-08-10,2012-08-09",1583.09976
2012-08-11,Saturday,161.61341,,,,,,90.71542,1997.15838,,,,,,1583.09976
2012-08-12,Sunday,161.61341,,,,,,90.71542,1997.15838,,,,,,1583.09976
2012-08-13,Monday,160.77505,,,,,,90.24484,1977.39767,,,,,,1567.43592
2012-08-14,Tuesday,162.08858,,,,,,90.98213,1966.08612,,,,,,1558.46952
2012-08-15,Wednesday,164.30535,,,,,,92.22643,1979.1405,,,,,,1568.81742
2012-08-16,Thursday,165.47854,,,,,,92.88496,1982.1139,,,,,,1571.17436
2012-08-17,Friday,166.76977,start,3.4263456222112523,"2012-07-17,2012-08-16",0.01787367010138654,"2011-08-17,2012-08-16",93.60974,1989.29608,start,0.5329121767784024,"2012-07-17,2012-08-16",0.014290364776898863,"2011-08-17,2012-08-16",1576.8675
2012-08-18,Saturday,166.76977,,,,,,93.60974,1989.29608,,,,,,1576.8675
2012-08-19,Sunday,166.76977,,,,,,93.60974,1989.29608,,,,,,1576.8675
2012-08-20,Monday,166.39255,,,,,,93.398,1990.04339,,,,,,1577.45988
2012-08-21,Tuesday,165.79781,,,,,,93.06417,1992.41251,,,,,,1579.33782
2012-08-22,Wednesday,166.63796,,,,,,93.69055,1990.94478,,,,,,1578.17439
2012-08-23,Thursday,163.48636,,,,,,91.9186,2012.28325,,,,,,1595.08888
2012-08-24,Friday,163.82982,start,2.426190732515156,"2012-07-24,2012-08-23",0.017468049387020877,"2011-08-24,2012-08-23",92.1117,2019.14824,start,1.134808834859238,"2012-07-24,2012-08-23",0.013782157037988204,"2011-08-24,2012-08-23",1600.5306
2012-08-25,Saturday,163.82982,,,,,,92.1117,2019.14824,,,,,,1600.5306
2012-08-26,Sunday,163.82982,,,,,,92.1117,2019.14824,,,,,,1600.5306
2012-08-27,Monday,162.99379,,,,,,91.64165,2026.30132,,,,,,1606.20067
2012-08-28,Tuesday,163.65677,,,,,,92.01441,2009.27016,,,,,,1592.70048
2012-08-29,Wednesday,162.82413,,,,,,91.54626,2008.52914,,,,,,1592.11309
2012-08-30,Thursday,161.66041,,,,,,90.89197,2005.35986,,,,,,1589.60088
2012-08-31,Friday,163.9118,start,3.327801518846429,"2012-07-31,2012-08-30",0.017258279936601655,"2011-08-31,2012-08-30",92.15779,2031.05284,start,0.739876165652564,"2012-07-31,2012-08-30",0.013514576115398419,"2011-08-31,2012-08-30",1609.96709
2012-09-01,Saturday,163.9118,,,,,,92.15779,2031.05284,,,,,,1609.96709
2012-09-02,Sunday,163.9118,,,,,,92.15779,2031.05284,,,,,,1609.96709
2012-09-03,Monday,163.9118,,,,,,92.15779,2031.05284,,,,,,1609.96709
2012-09-04,Tuesday,162.09335,,,,,,91.13539,2043.19221,,,,,,1619.58968
2012-09-05,Wednesday,162.04276,,,,,,91.10694,2038.85874,,,,,,1616.15464
2012-09-06,Thursday,162.07677,,,,,,91.12607,2049.61703,,,,,,1624.68248
2012-09-07,Friday,162.16336,start,0.3436377433967302,"2012-08-07,2012-09-06",0.016066188122068878,"2011-09-07,2012-09-06",91.17475,2073.29671,start,3.5281731081351477,"2012-08-07,2012-09-06",0.012064129361372551,"2011-09-07,2012-09-06",1643.4528
2012-09-08,Saturday,162.16336,,,,,,91.17475,2073.29671,,,,,,1643.4528
2012-09-09,Sunday,162.16336,,,,,,91.17475,2073.29671,,,,,,1643.4528
2012-09-10,Monday,162.26216,,,,,,91.2303,2061.49013,,,,,,1634.094
2012-09-11,Tuesday,162.28409,,,,,,91.24263,2052.07354,,,,,,1626.6297
2012-09-12,Wednesday,161.82706,,,,,,90.98567,2048.24978,,,,,,1623.59869
2012-09-13,Thursday,164.25795,,,,,,92.35241,2097.0334,,,,,,1662.2683
2012-09-14,Friday,163.26262,start,0.9418789251637195,"2012-08-14,2012-09-13",0.015990356249426137,"2011-09-14,2012-09-13",91.7928,2070.50102,start,5.623655365746169,"2012-08-14,2012-09-13",0.011843368386498831,"2011-09-14,2012-09-13",1641.23672
2012-09-15,Saturday,163.26262,,,,,,91.7928,2070.50102,,,,,,1641.23672
2012-09-16,Sunday,163.26262,,,,,,91.7928,2070.50102,,,,,,1641.23672
2012-09-17,Monday,159.40646,,,,,,89.62471,2068.9368,,,,,,1639.9968
2012-09-18,Tuesday,157.48336,,,,,,88.54347,2073.32603,,,,,,1643.47604
2012-09-19,Wednesday,151.60402,,,,,,85.23787,2068.44922,,,,,,1639.61031
2012-09-20,Thursday,152.68089,,,,,,85.84333,2083.86789,,,,,,1651.83232
2012-09-21,Friday,152.68089,start,-4.79829676123029,"2012-08-21,2012-09-20",0.01617030118968312,"2011-09-21,2012-09-20",85.84333,2087.91045,start,3.9988206906893273,"2012-08-21,2012-09-20",0.011478842389624813,"2011-09-21,2012-09-20",1655.03676
2012-09-22,Saturday,152.68089,,,,,,85.84333,2087.91045,,,,,,1655.03676
2012-09-23,Sunday,152.68089,,,,,,85.84333,2087.91045,,,,,,1655.03676
2012-09-24,Monday,151.91352,,,,,,86.1476,2083.26903,,,,,,1651.35762
2012-09-25,Tuesday,150.64977,,,,,,85.43095,2080.60575,,,,,,1649.2465
2012-09-26,Wednesday,149.19891,,,,,,84.60819,2076.74126,,,,,,1646.18321
2012-09-27,Thursday,151.8947,,,,,,86.13693,2102.99202,,,,,,1669.7529
2012-09-28,Friday,152.61952,start,-4.106773939466714,"2012-08-28,2012-09-27",0.015553728606692768,"2011-09-28,2012-09-27",86.54796,2097.43076,start,4.613631198125742,"2012-08-28,2012-09-27",0.010485986568948974,"2011-09-28,2012-09-27",1665.33732
2012-09-29,Saturday,152.61952,,,,,,86.54796,2097.43076,,,,,,1665.33732
2012-09-30,Sunday,152.61952,,,,,,86.54796,2097.43076,,,,,,1665.33732
2012-10-01,Monday,152.95285,,,,,,86.73699,2106.52377,,,,,,1672.55707
2012-10-02,Tuesday,151.47473,,,,,,85.89877,2090.49561,,,,,,1659.83088
2012-10-03,Wednesday,145.83709,,,,,,82.70176,2103.28603,,,,,,1669.98634
2012-10-04,Thursday,150.46643,,,,,,85.32698,2105.14659,,,,,,1671.4636
2012-10-05,Friday,147.08361,start,-4.134078748363473,"2012-09-05,2012-10-04",0.015345979989693082,"2011-10-05,2012-10-04",83.40864,2081.36641,start,3.36054088505748,"2012-09-05,2012-10-04",0.010183648374545499,"2011-10-05,2012-10-04",1652.5824
2012-10-06,Saturday,147.08361,,,,,,83.40864,2081.36641,,,,,,1652.5824
2012-10-07,Sunday,147.08361,,,,,,83.40864,2081.36641,,,,,,1652.5824
2012-10-08,Monday,146.97117,,,,,,83.34488,2086.58777,,,,,,1656.7281
2012-10-09,Tuesday,153.21131,,,,,,86.88356,2090.46427,,,,,,1659.806
2012-10-10,Wednesday,151.09556,,,,,,85.68375,2087.4704,,,,,,1657.4289
2012-10-11,Thursday,151.69027,,,,,,86.021,2083.49387,,,,,,1654.27158
2012-10-12,Friday,151.1661,start,-3.5352226679204812,"2012-09-12,2012-10-11",0.015434786112430198,"2011-10-12,2012-10-11",85.72375,2068.22976,start,1.8561720779826782,"2012-09-12,2012-10-11",0.010177890391453833,"2011-10-12,2012-10-11",1642.15204
2012-10-13,Saturday,151.1661,,,,,,85.72375,2068.22976,,,,,,1642.15204
2012-10-14,Sunday,151.1661,,,,,,85.72375,2068.22976,,,,,,1642.15204
2012-10-15,Monday,151.27922,,,,,,85.7879,2044.0057,,,,,,1622.9184
2012-10-16,Tuesday,150.4728,,,,,,85.33059,2037.96428,,,,,,1618.12158
2012-10-17,Wednesday,149.90452,,,,,,85.00834,2037.39352,,,,,,1617.6684
2012-10-18,Thursday,149.8395,,,,,,84.97146,2027.30751,,,,,,1609.66022
2012-10-19,Friday,147.40944,start,-0.20539182883320847,"2012-09-19,2012-10-18",0.015217200818823775,"2011-10-19,2012-10-18",83.59341,2015.63101,start,-1.7928632833888571,"2012-09-19,2012-10-18",0.010188501600050316,"2011-10-19,2012-10-18",1600.3892
2012-10-20,Saturday,147.40944,,,,,,83.59341,2015.63101,,,,,,1600.3892
2012-10-21,Sunday,147.40944,,,,,,83.59341,2015.63101,,,,,,1600.3892
2012-10-22,Monday,144.98264,,,,,,82.21722,2014.62392,,,,,,1599.58958
2012-10-23,Tuesday,142.70818,,,,,,80.85444,2008.46474,,,,,,1594.69926
2012-10-24,Wednesday,141.29658,,,,,,80.05467,2001.2289,,,,,,1588.95408
2012-10-25,Thursday,141.77843,,,,,,80.32768,2013.98905,,,,,,1599.0855
2012-10-26,Friday,142.47718,start,-3.4046084805637884,"2012-09-26,2012-10-25",0.014859901646741638,"2011-10-26,2012-10-25",80.72357,2017.22352,start,-2.9045502902306946,"2012-09-26,2012-10-25",0.009850147254160902,"2011-10-26,2012-10-25",1601.65364
2012-10-27,Saturday,142.47718,,,,,,80.72357,2017.22352,,,,,,1601.65364
2012-10-28,Sunday,142.47718,,,,,,80.72357,2017.22352,,,,,,1601.65364
2012-10-29,Monday,141.46656,,,,,,80.15098,2016.46565,,,,,,1601.0519
2012-10-30,Tuesday,140.97222,,,,,,79.8709,2010.12768,,,,,,1596.01962
2012-10-31,Wednesday,141.66528,,,,,,80.26357,2015.09847,,,,,,1599.96637
2012-11-01,Thursday,143.27676,,,,,,81.17659,2013.90347,,,,,,1599.01755
2012-11-02,Friday,140.85122,start,-3.6998499678202634,"2012-10-02,2012-11-01",0.014858380609302016,"2011-11-02,2012-11-01",79.80234,1984.10524,start,-3.748356038769191,"2012-10-02,2012-11-01",0.00977449005772157,"2011-11-02,2012-11-01",1575.35808
2012-11-03,Saturday,140.85122,,,,,,79.80234,1984.10524,,,,,,1575.35808
2012-11-04,Sunday,140.85122,,,,,,79.80234,1984.10524,,,,,,1575.35808
2012-11-05,Monday,142.79739,,,,,,80.90499,2002.48413,,,,,,1589.95072
2012-11-06,Tuesday,147.63291,,,,,,83.64466,2036.64427,,,,,,1617.0735
2012-11-07,Wednesday,140.85456,,,,,,79.80423,2040.2059,,,,,,1619.9014
2012-11-08,Thursday,142.19415,,,,,,80.56321,2058.18524,,,,,,1634.1768
2012-11-09,Friday,144.02932,start,-4.79170866939793,"2012-10-09,2012-11-08",0.015181445177729933,"2011-11-09,2012-11-08",81.60297,2066.8623,start,-1.614826686356876,"2012-10-09,2012-11-08",0.009562067433636728,"2011-11-09,2012-11-08",1641.06629
2012-11-10,Saturday,144.02932,,,,,,81.60297,2066.8623,,,,,,1641.06629
2012-11-11,Sunday,144.02932,,,,,,81.60297,2066.8623,,,,,,1641.06629
2012-11-12,Monday,143.17752,,,,,,81.12036,2066.6443,,,,,,1640.8932
2012-11-13,Tuesday,142.78426,,,,,,80.89755,2058.27491,,,,,,1634.248
2012-11-14,Wednesday,143.91443,,,,,,81.53787,2058.28053,,,,,,1634.25246
2012-11-15,Thursday,142.16231,,,,,,80.54517,2034.57167,,,,,,1615.42788
2012-11-16,Friday,144.8345,start,-3.746006691844554,"2012-10-16,2012-11-15",0.014970860479721617,"2011-11-16,2012-11-15",82.05916,2044.71045,start,-0.17578737094730135,"2012-10-16,2012-11-15",0.009470009299327602,"2011-11-16,2012-11-15",1623.47796
2012-11-17,Saturday,144.8345,,,,,,82.05916,2044.71045,,,,,,1623.47796
2012-11-18,Sunday,144.8345,,,,,,82.05916,2044.71045,,,,,,1623.47796
2012-11-19,Monday,147.80849,,,,,,83.9857,2054.87698,,,,,,1631.55008
2012-11-20,Tuesday,143.61992,,,,,,81.60572,2042.08139,,,,,,1621.39052
2012-11-21,Wednesday,144.30922,,,,,,81.99739,2042.52518,,,,,,1621.74288
2012-11-22,Thursday,144.30922,,,,,,81.99739,2042.52518,,,,,,1621.74288
2012-11-23,Friday,144.10209,start,0.9432734067636804,"2012-10-23,2012-11-22",0.014986001360225251,"2011-11-23,2012-11-22",81.8797,2045.90132,start,1.851941237080606,"2012-10-23,2012-11-22",0.009157118408203838,"2011-11-23,2012-11-22",1624.4235
2012-11-24,Saturday,144.10209,,,,,,81.8797,2045.90132,,,,,,1624.4235
2012-11-25,Sunday,144.10209,,,,,,81.8797,2045.90132,,,,,,1624.4235
2012-11-26,Monday,143.43682,,,,,,81.50169,2046.88363,,,,,,1625.20344
2012-11-27,Tuesday,142.81285,,,,,,81.14714,2042.51253,,,,,,1621.73284
2012-11-28,Wednesday,141.56076,,,,,,80.4357,2010.53749,,,,,,1596.345
2012-11-29,Thursday,143.8368,,,,,,81.72896,2018.70298,,,,,,1604.976
2012-11-30,Friday,145.03658,start,1.5550082602226658,"2012-10-30,2012-11-29",0.014960236373753818,"2011-11-30,2012-11-29",82.41068,1996.72411,start,0.6109888133233354,"2012-10-30,2012-11-29",0.009184616492172847,"2011-11-30,2012-11-29",1587.50163
2012-12-01,Saturday,145.03658,,,,,,82.41068,1996.72411,,,,,,1587.50163
2012-12-02,Sunday,145.03658,,,,,,82.41068,1996.72411,,,,,,1587.50163
2012-12-03,Monday,145.14206,,,,,,82.47061,2003.9194,,,,,,1593.22227
2012-12-04,Tuesday,144.30545,,,,,,81.99525,1976.16834,,,,,,1571.1587
2012-12-05,Wednesday,143.27903,,,,,,81.41203,1973.62463,,,,,,1569.13632
2012-12-06,Thursday,141.746,,,,,,80.54095,1998.57182,,,,,,1588.97066
2012-12-07,Friday,141.15838,start,0.618500695552555,"2012-11-07,2012-12-06",0.01492575662914651,"2011-12-07,2012-12-06",80.20706,2002.27351,start,-2.074290888824129,"2012-11-07,2012-12-06",0.009205175435834276,"2011-12-07,2012-12-06",1591.9137
2012-12-08,Saturday,141.15838,,,,,,80.20706,2002.27351,,,,,,1591.9137
2012-12-09,Sunday,141.15838,,,,,,80.20706,2002.27351,,,,,,1591.9137
2012-12-10,Monday,140.55057,,,,,,79.8617,2012.7222,,,,,,1600.22096
2012-12-11,Tuesday,140.868,,,,,,80.04207,2006.22683,,,,,,1595.0568
2012-12-12,Wednesday,141.28604,,,,,,80.2796,1999.11319,,,,,,1589.40108
2012-12-13,Thursday,139.74734,,,,,,79.40531,1973.06527,,,,,,1568.6916
2012-12-14,Friday,139.96928,start,-1.799602907456016,"2012-11-14,2012-12-13",0.014533332530752468,"2011-12-14,2012-12-13",79.53141,1957.28947,start,-4.5254618059493525,"2012-11-14,2012-12-13",0.008864670358648883,"2011-12-14,2012-12-13",1556.149
2012-12-15,Saturday,139.96928,,,,,,79.53141,1957.28947,,,,,,1556.149
2012-12-16,Sunday,139.96928,,,,,,79.53141,1957.28947,,,,,,1556.149
2012-12-17,Monday,140.91195,,,,,,80.06704,1961.23668,,,,,,1559.28724
2012-12-18,Tuesday,141.31785,,,,,,80.29768,1918.97032,,,,,,1525.68324
2012-12-19,Wednesday,143.71539,,,,,,81.65997,1913.63667,,,,,,1521.44271
2012-12-20,Thursday,143.92341,,,,,,82.20757,1888.20778,,,,,,1501.22539
2012-12-21,Friday,142.3832,start,0.1785441401011057,"2012-11-21,2012-12-20",0.014356406862200237,"2011-12-21,2012-12-20",81.32782,1915.35608,start,-8.325642217312756,"2012-11-21,2012-12-20",0.008925865419473907,"2011-12-21,2012-12-20",1522.80973
2012-12-22,Saturday,142.3832,,,,,,81.32782,1915.35608,,,,,,1522.80973
2012-12-23,Sunday,142.3832,,,,,,81.32782,1915.35608,,,,,,1522.80973
2012-12-24,Monday,142.02366,,,,,,81.12246,1910.90672,,,,,,1519.27225
2012-12-25,Tuesday,142.02366,,,,,,81.12246,1910.90672,,,,,,1519.27225
2012-12-26,Wednesday,145.48779,,,,,,83.10113,1907.90205,,,,,,1516.88338
2012-12-27,Thursday,145.61416,,,,,,83.17331,1915.32448,,,,,,1522.78461
2012-12-28,Friday,145.13636,start,2.364254119659776,"2012-11-28,2012-12-27",0.014395560480604036,"2011-12-28,2012-12-27",82.9004,1901.55445,start,-5.159501757771104,"2012-11-28,2012-12-27",0.008931193567894792,"2011-12-28,2012-12-27",1511.8367
2012-12-29,Saturday,145.13636,,,,,,82.9004,1901.55445,,,,,,1511.8367
2012-12-30,Sunday,145.13636,,,,,,82.9004,1901.55445,,,,,,1511.8367
2012-12-31,Monday,147.02395,,,,,,83.97857,1927.77909,,,,,,1532.68668
2013-01-01,Tuesday,147.02395,,,,,,83.97857,1927.77909,,,,,,1532.68668
2013-01-02,Wednesday,149.77396,,,,,,85.54934,1951.44277,,,,,,1551.50056
2013-01-03,Thursday,150.00538,,,,,,85.68153,1942.19571,,,,,,1544.14866
2013-01-04,Friday,150.96432,start,3.151118617586256,"2012-12-04,2013-01-03",0.014267072691490837,"2012-01-04,2013-01-03",86.22927,1921.09952,start,-1.9491119471626326,"2012-12-04,2013-01-03",0.008819996021774223,"2012-01-04,2013-01-03",1527.37607
2013-01-05,Saturday,150.96432,,,,,,86.22927,1921.09952,,,,,,1527.37607
2013-01-06,Sunday,150.96432,,,,,,86.22927,1921.09952,,,,,,1527.37607
2013-01-07,Monday,150.45755,,,,,,85.93981,1909.58053,,,,,,1518.21786
2013-01-08,Tuesday,150.84962,,,,,,86.16375,1933.8772,,,,,,1537.535
2013-01-09,Wednesday,150.75234,,,,,,86.10819,1925.87389,,,,,,1531.17195
2013-01-10,Thursday,150.06214,,,,,,85.71395,1928.19934,,,,,,1533.0208
2013-01-11,Friday,149.36782,start,4.968178665624888,"2012-12-11,2013-01-10",0.014263020840593277,"2012-01-11,2013-01-10",85.31736,1904.65417,start,-4.440607167719696,"2012-12-11,2013-01-10",0.008758410145419242,"2012-01-11,2013-01-10",1514.30114
2013-01-12,Saturday,149.36782,,,,,,85.31736,1904.65417,,,,,,1514.30114
2013-01-13,Sunday,149.36782,,,,,,85.31736,1904.65417,,,,,,1514.30114
2013-01-14,Monday,151.28267,,,,,,86.41111,1927.34588,,,,,,1532.34226
2013-01-15,Tuesday,151.81136,,,,,,86.71309,1968.86661,,,,,,1565.35344
2013-01-16,Wednesday,153.70372,,,,,,87.79398,1972.28233,,,,,,1568.06912
2013-01-17,Thursday,156.16039,,,,,,89.19721,1986.50422,,,,,,1579.37628
2013-01-18,Friday,155.95699,start,7.830263318956325,"2012-12-18,2013-01-17",0.014154277532523987,"2012-01-18,2013-01-17",89.08103,1978.00809,start,3.9664204902995044,"2012-12-18,2013-01-17",0.008872680951409667,"2012-01-18,2013-01-17",1572.6214
2013-01-19,Saturday,155.95699,,,,,,89.08103,1978.00809,,,,,,1572.6214
2013-01-20,Sunday,155.95699,,,,,,89.08103,1978.00809,,,,,,1572.6214
2013-01-21,Monday,155.95699,,,,,,89.08103,1978.00809,,,,,,1572.6214
2013-01-22,Tuesday,156.57815,,,,,,89.43583,1979.10155,,,,,,1573.49076
2013-01-23,Wednesday,154.263,,,,,,88.51629,1971.9283,,,,,,1567.78765
2013-01-24,Thursday,155.31227,,,,,,89.11836,1950.8171,,,,,,1551.00312
2013-01-25,Friday,154.99845,start,6.984943690083359,"2012-12-25,2013-01-24",0.01411118003293562,"2012-01-25,2013-01-24",88.93829,1932.77936,start,2.3764614227870786,"2012-12-25,2013-01-24",0.00878851717212319,"2012-01-25,2013-01-24",1536.66216
2013-01-26,Saturday,154.99845,,,,,,88.93829,1932.77936,,,,,,1536.66216
2013-01-27,Sunday,154.99845,,,,,,88.93829,1932.77936,,,,,,1536.66216
2013-01-28,Monday,155.68523,,,,,,89.33236,1925.75984,,,,,,1531.08127
2013-01-29,Tuesday,156.77825,,,,,,89.95954,1925.98162,,,,,,1531.2576
2013-01-30,Wednesday,155.42694,,,,,,89.18415,1923.79001,,,,,,1531.26496
2013-01-31,Thursday,154.37302,,,,,,88.57941,1897.19107,,,,,,1510.0932
2013-02-01,Friday,154.16891,start,3.8883732800668174,"2013-01-01,2013-01-31",0.0140896662274465,"2012-02-01,2013-01-31",88.4623,1899.03247,start,-1.6706771597348542,"2013-01-01,2013-01-31",0.008823425246098972,"2012-02-01,2013-01-31",1511.55888
2013-02-02,Saturday,154.16891,,,,,,88.4623,1899.03247,,,,,,1511.55888
2013-02-03,Sunday,154.16891,,,,,,88.4623,1899.03247,,,,,,1511.55888
2013-02-04,Monday,152.50071,,,,,,87.50508,1916.3668,,,,,,1525.35636
2013-02-05,Tuesday,152.89233,,,,,,87.72979,1908.63646,,,,,,1519.2033
2013-02-06,Wednesday,153.21429,,,,,,87.91454,1919.11034,,,,,,1527.54012
2013-02-07,Thursday,153.21411,,,,,,87.91443,1926.28468,,,,,,1533.25062
2013-02-08,Friday,153.2718,start,1.448413761257661,"2013-01-08,2013-02-07",0.014027799052378668,"2012-02-08,2013-02-07",87.94754,1924.14525,start,-0.3175083028048449,"2013-01-08,2013-02-07",0.008776227771609812,"2012-02-08,2013-02-07",1531.54772
2013-02-09,Saturday,153.2718,,,,,,87.94754,1924.14525,,,,,,1531.54772
2013-02-10,Sunday,153.2718,,,,,,87.94754,1924.14525,,,,,,1531.54772
2013-02-11,Monday,155.31871,,,,,,89.12206,1902.97671,,,,,,1514.69835
2013-02-12,Tuesday,155.71318,,,,,,89.3484,1898.99427,,,,,,1511.52848
2013-02-13,Wednesday,155.11762,,,,,,89.00667,1896.29411,,,,,,1509.37925
2013-02-14,Thursday,156.61486,,,,,,89.86579,1897.55673,,,,,,1510.38425
2013-02-15,Friday,154.24775,start,2.6047181583409578,"2013-01-15,2013-02-14",0.01395845165169809,"2012-02-15,2013-02-14",88.50754,1866.98633,start,-4.0019711566969915,"2013-01-15,2013-02-14",0.008774714022485936,"2012-02-15,2013-02-14",1486.05135
2013-02-16,Saturday,154.24775,,,,,,88.50754,1866.98633,,,,,,1486.05135
2013-02-17,Sunday,154.24775,,,,,,88.50754,1866.98633,,,,,,1486.05135
2013-02-18,Monday,154.24775,,,,,,88.50754,1866.98633,,,,,,1486.05135
2013-02-19,Tuesday,155.40026,,,,,,89.16885,1859.2261,,,,,,1479.8745
2013-02-20,Wednesday,152.09379,,,,,,87.27159,1831.63649,,,,,,1457.9142
2013-02-21,Thursday,149.5442,,,,,,86.49903,1847.80235,,,,,,1470.78162
2013-02-22,Friday,149.67321,start,-2.342829014409228,"2013-01-22,2013-02-21",0.014015940200099462,"2012-02-22,2013-02-21",86.57365,1836.86372,start,-7.372734655904779,"2013-01-22,2013-02-21",0.00885352650745004,"2012-02-22,2013-02-21",1462.07488
2013-02-23,Saturday,149.67321,,,,,,86.57365,1836.86372,,,,,,1462.07488
2013-02-24,Sunday,149.67321,,,,,,86.57365,1836.86372,,,,,,1462.07488
2013-02-25,Monday,149.62497,,,,,,86.54575,1852.78133,,,,,,1474.7447
2013-02-26,Tuesday,149.30203,,,,,,86.35895,1892.21276,,,,,,1506.13065
2013-02-27,Wednesday,149.47947,,,,,,86.46159,1868.62035,,,,,,1487.35197
2013-02-28,Thursday,148.60589,,,,,,85.95629,1851.38061,,,,,,1473.62978
2013-03-01,Friday,147.71104,start,-2.04000251466513,"2013-02-01,2013-02-28",0.013886534266507789,"2012-03-01,2013-02-28",85.4387,1861.16911,start,-2.8962585522898174,"2013-02-01,2013-02-28",0.008663834337217173,"2012-03-01,2013-02-28",1481.42106
2013-03-02,Saturday,147.71104,,,,,,85.4387,1861.16911,,,,,,1481.42106
2013-03-03,Sunday,147.71104,,,,,,85.4387,1861.16911,,,,,,1481.42106
2013-03-04,Monday,146.6742,,,,,,84.83897,1859.7071,,,,,,1480.25736
2013-03-05,Tuesday,148.0176,,,,,,85.61601,1865.23609,,,,,,1484.65823
2013-03-06,Wednesday,148.11678,,,,,,85.67338,1874.53556,,,,,,1492.06026
2013-03-07,Thursday,149.33445,,,,,,86.3777,1866.85817,,,,,,1485.94934
2013-03-08,Friday,151.40125,start,-1.2874048968446097,"2013-02-08,2013-03-07",0.013864893497793292,"2012-03-08,2013-03-07",87.57318,1886.82169,start,-3.4443682120739814,"2013-02-08,2013-03-07",0.008643891520240955,"2012-03-08,2013-03-07",1501.83956
2013-03-09,Saturday,151.40125,,,,,,87.57318,1886.82169,,,,,,1501.83956
2013-03-10,Sunday,151.40125,,,,,,87.57318,1886.82169,,,,,,1501.83956
2013-03-11,Monday,151.00941,,,,,,87.34653,1881.00087,,,,,,1497.2064
2013-03-12,Tuesday,151.54079,,,,,,87.65389,1894.13194,,,,,,1507.65824
2013-03-13,Wednesday,152.21183,,,,,,88.04203,1898.98543,,,,,,1511.52144
2013-03-14,Thursday,152.23061,,,,,,88.0529,1891.54301,,,,,,1505.59755
2013-03-15,Friday,151.78695,start,-0.37229259976594903,"2013-02-15,2013-03-14",0.013797581542167682,"2012-03-15,2013-03-14",87.79628,1879.79641,start,1.5457231909046754,"2013-02-15,2013-03-14",0.008509358067582134,"2012-03-15,2013-03-14",1496.2477
