,weekday,CL1_Comdty_PX-LAST-CHF,CL1_Comdty_start,CL1_Comdty_signal,CL1_Comdty_signal_calculation,CL1_Comdty_vola,CL1_Comdty_vola_calculation,CL1_Comdty_nonePrice,GC1_Comdty_PX-LAST-CHF,GC1_Comdty_start,GC1_Comdty_signal,GC1_Comdty_signal_calculation,GC1_Comdty_vola,GC1_Comdty_vola_calculation,GC1_Comdty_nonePrice
2002-03-08,Friday,106.34687,start,,,,,40.07742,810.6233,start,,,,,488.02333
2002-03-09,Saturday,106.34687,,,,,,40.07742,810.6233,,,,,,488.02333
2002-03-10,Sunday,106.34687,,,,,,40.07742,810.6233,,,,,,488.02333
2002-03-11,Monday,108.2951,,,,,,40.81163,812.30279,,,,,,489.03444
2002-03-12,Tuesday,107.79866,,,,,,40.62454,819.22535,,,,,,493.20206
2002-03-13,Wednesday,107.54355,,,,,,40.5284,818.63973,,,,,,492.8495
2002-03-14,Thursday,107.99458,,,,,,40.69838,801.5278,,,,,,482.54752
2002-03-15,Friday,107.80724,start,,,,,40.62778,798.74098,start,,,,,480.86976
2002-03-16,Saturday,107.80724,,,,,,40.62778,798.74098,,,,,,480.86976
2002-03-17,Sunday,107.80724,,,,,,40.62778,798.74098,,,,,,480.86976
2002-03-18,Monday,110.56628,,,,,,41.66753,805.67224,,,,,,485.04262
2002-03-19,Tuesday,109.67236,,,,,,41.33066,808.4777,,,,,,486.7316
2002-03-20,Wednesday,109.35748,,,,,,41.21199,803.85942,,,,,,483.95124
2002-03-21,Thursday,112.22317,,,,,,42.37687,805.58911,,,,,,484.99257
2002-03-22,Friday,112.05055,start,,,,,42.31169,825.07568,start,,,,,496.72416
2002-03-23,Saturday,112.05055,,,,,,42.31169,825.07568,,,,,,496.72416
2002-03-24,Sunday,112.05055,,,,,,42.31169,825.07568,,,,,,496.72416
2002-03-25,Monday,110.19459,,,,,,41.61085,822.54522,,,,,,495.20074
2002-03-26,Tuesday,112.12162,,,,,,42.33852,823.05493,,,,,,495.5076
2002-03-27,Wednesday,114.99302,,,,,,43.4228,842.20902,,,,,,509.08905
2002-03-28,Thursday,117.33901,,,,,,44.30867,846.13333,,,,,,511.46117
2002-03-29,Friday,117.33901,start,,,,,44.30867,846.13333,start,,,,,511.46117
2002-03-30,Saturday,117.33901,,,,,,44.30867,846.13333,,,,,,511.46117
2002-03-31,Sunday,117.33901,,,,,,44.30867,846.13333,,,,,,511.46117
2002-04-01,Monday,118.21542,,,,,,44.63962,835.75027,,,,,,505.18494
2002-04-02,Tuesday,122.18856,,,,,,46.13992,845.6776,,,,,,511.1857
2002-04-03,Wednesday,121.1841,,,,,,45.76062,833.67649,,,,,,503.9314
2002-04-04,Thursday,117.24096,,,,,,44.27165,832.15416,,,,,,503.0112
2002-04-05,Friday,115.44236,start,,,,,43.59247,828.20358,start,,,,,500.6232
2002-04-06,Saturday,115.44236,,,,,,43.59247,828.20358,,,,,,500.6232
2002-04-07,Sunday,115.44236,,,,,,43.59247,828.20358,,,,,,500.6232
2002-04-08,Monday,117.75331,,,,,,44.46512,835.11018,,,,,,504.79802
2002-04-09,Tuesday,114.05964,,,,,,43.07034,826.50416,,,,,,499.59595
2002-04-10,Wednesday,115.38063,,,,,,43.56916,834.43269,,,,,,504.3885
2002-04-11,Thursday,109.69163,,,,,,41.42092,830.84938,,,,,,502.2225
2002-04-12,Friday,103.59774,start,,,,,39.1198,835.23541,start,,,,,504.87372
2002-04-13,Saturday,103.59774,,,,,,39.1198,835.23541,,,,,,504.87372
2002-04-14,Sunday,103.59774,,,,,,39.1198,835.23541,,,,,,504.87372
2002-04-15,Monday,108.45319,,,,,,40.95328,829.16899,,,,,,501.20676
2002-04-16,Tuesday,109.08386,,,,,,41.19142,824.62135,,,,,,498.45785
2002-04-17,Wednesday,113.62115,,,,,,42.90476,828.54769,,,,,,500.8312
2002-04-18,Thursday,114.43666,,,,,,43.21271,833.39809,,,,,,503.76312
2002-04-19,Friday,115.16418,start,,,,,43.48743,826.33798,start,,,,,499.4955
2002-04-20,Saturday,115.16418,,,,,,43.48743,826.33798,,,,,,499.4955
2002-04-21,Sunday,115.16418,,,,,,43.48743,826.33798,,,,,,499.4955
2002-04-22,Monday,114.99703,,,,,,43.42431,830.23446,,,,,,501.8508
2002-04-23,Tuesday,115.74489,,,,,,43.923,831.45735,,,,,,502.59
2002-04-24,Wednesday,114.16609,,,,,,43.32387,828.1206,,,,,,500.57304
2002-04-25,Thursday,114.75102,,,,,,43.54584,831.70593,,,,,,502.74026
2002-04-26,Friday,116.24661,start,,,,,44.11339,840.15775,start,,,,,507.84912
2002-04-27,Saturday,116.24661,,,,,,44.11339,840.15775,,,,,,507.84912
2002-04-28,Sunday,116.24661,,,,,,44.11339,840.15775,,,,,,507.84912
2002-04-29,Monday,117.94299,,,,,,44.75714,836.58433,,,,,,505.6891
2002-04-30,Tuesday,116.44313,,,,,,44.18797,828.2589,,,,,,500.65664
2002-05-01,Wednesday,112.84903,,,,,,42.82408,819.42771,,,,,,495.31846
2002-05-02,Thursday,111.50654,,,,,,42.31462,823.28217,,,,,,497.64836
2002-05-03,Friday,111.38166,start,,,,,42.26724,820.8654,start,,,,,496.1875
2002-05-04,Saturday,111.38166,,,,,,42.26724,820.8654,,,,,,496.1875
2002-05-05,Sunday,111.38166,,,,,,42.26724,820.8654,,,,,,496.1875
2002-05-06,Monday,109.4479,,,,,,41.53341,819.42389,,,,,,495.31615
2002-05-07,Tuesday,111.73929,,,,,,42.40295,821.6113,,,,,,496.63837
2002-05-08,Wednesday,118.03263,,,,,,44.79116,820.82082,,,,,,496.16055
2002-05-09,Thursday,116.66297,,,,,,44.27139,819.71831,,,,,,495.49412
2002-05-10,Friday,117.49009,start,,,,,44.58527,820.33977,start,,,,,495.86977
2002-05-11,Saturday,117.49009,,,,,,44.58527,820.33977,,,,,,495.86977
2002-05-12,Sunday,117.49009,,,,,,44.58527,820.33977,,,,,,495.86977
2002-05-13,Monday,119.2842,,,,,,45.2661,820.36579,,,,,,495.8855
2002-05-14,Tuesday,124.98157,,,,,,47.42814,822.03923,,,,,,496.89704
2002-05-15,Wednesday,118.82191,,,,,,45.09067,818.82841,,,,,,494.9562
2002-05-16,Thursday,117.62417,,,,,,44.63615,819.28087,,,,,,495.2297
2002-05-17,Friday,117.31484,start,,,,,44.51876,812.54789,start,,,,,491.15982
2002-05-18,Saturday,117.31484,,,,,,44.51876,812.54789,,,,,,491.15982
2002-05-19,Sunday,117.31484,,,,,,44.51876,812.54789,,,,,,491.15982
2002-05-20,Monday,117.80492,,,,,,44.70474,824.93592,,,,,,498.648
2002-05-21,Tuesday,113.70422,,,,,,43.1486,825.61533,,,,,,499.05868
2002-05-22,Wednesday,112.76346,,,,,,41.38244,826.35897,,,,,,499.50819
2002-05-23,Thursday,112.25736,,,,,,41.19671,841.29925,,,,,,508.53912
2002-05-24,Friday,111.67657,start,,,,,40.98357,840.17661,start,,,,,507.86052
2002-05-25,Saturday,111.67657,,,,,,40.98357,840.17661,,,,,,507.86052
2002-05-26,Sunday,111.67657,,,,,,40.98357,840.17661,,,,,,507.86052
2002-05-27,Monday,111.67657,,,,,,40.98357,840.17661,,,,,,507.86052
2002-05-28,Tuesday,108.37639,,,,,,39.77245,843.88312,,,,,,510.10099
2002-05-29,Wednesday,110.28133,,,,,,40.47154,846.02063,,,,,,511.39305
2002-05-30,Thursday,104.72757,,,,,,38.43339,838.65587,,,,,,508.96593
2002-05-31,Friday,108.65139,start,,,,,39.87337,850.15326,start,,,,,515.9435
2002-06-01,Saturday,108.65139,,,,,,39.87337,850.15326,,,,,,515.9435
2002-06-02,Sunday,108.65139,,,,,,39.87337,850.15326,,,,,,515.9435
2002-06-03,Monday,106.91913,,,,,,39.23766,844.78674,,,,,,512.68665
2002-06-04,Tuesday,107.343,,,,,,39.39322,842.58386,,,,,,511.34976
2002-06-05,Wednesday,106.39399,,,,,,39.04494,832.57947,,,,,,505.27827
2002-06-06,Thursday,105.33831,,,,,,38.65753,837.15078,,,,,,508.05252
2002-06-07,Friday,105.00649,start,,,,,38.53575,834.83614,start,,,,,506.6478
2002-06-08,Saturday,105.00649,,,,,,38.53575,834.83614,,,,,,506.6478
2002-06-09,Sunday,105.00649,,,,,,38.53575,834.83614,,,,,,506.6478
2002-06-10,Monday,103.36593,,,,,,37.93369,822.17364,,,,,,498.96315
2002-06-11,Tuesday,102.44532,,,,,,37.59584,823.16263,,,,,,499.56335
2002-06-12,Wednesday,104.9225,,,,,,38.50493,826.82004,,,,,,501.78297
2002-06-13,Thursday,109.37634,,,,,,40.13942,821.59462,,,,,,498.61175
2002-06-14,Friday,110.26027,start,,,,,40.46381,821.99712,start,,,,,498.85602
2002-06-15,Saturday,110.26027,,,,,,40.46381,821.99712,,,,,,498.85602
2002-06-16,Sunday,110.26027,,,,,,40.46381,821.99712,,,,,,498.85602
2002-06-17,Monday,111.14668,,,,,,40.78911,819.46207,,,,,,497.31754
2002-06-18,Tuesday,107.70442,,,,,,39.52585,818.79006,,,,,,496.90971
2002-06-19,Wednesday,106.25132,,,,,,38.99259,813.09616,,,,,,493.45418
2002-06-20,Thursday,106.13138,,,,,,38.94857,813.7265,,,,,,493.83672
2002-06-21,Friday,106.13138,start,,,,,38.94857,808.88912,start,,,,,490.901
2002-06-22,Saturday,106.13138,,,,,,38.94857,808.88912,,,,,,490.901
2002-06-23,Sunday,106.13138,,,,,,38.94857,808.88912,,,,,,490.901
2002-06-24,Monday,108.24113,,,,,,39.76323,803.72064,,,,,,487.76434
2002-06-25,Tuesday,108.07196,,,,,,39.70109,796.59878,,,,,,483.4422
2002-06-26,Wednesday,108.64756,,,,,,39.91254,788.41104,,,,,,478.4732
2002-06-27,Thursday,108.94389,,,,,,40.0214,784.67193,,,,,,476.204
2002-06-28,Friday,108.6368,start,,,,,39.90859,768.50509,start,,,,,466.39262
2002-06-29,Saturday,108.6368,,,,,,39.90859,768.50509,,,,,,466.39262
2002-06-30,Sunday,108.6368,,,,,,39.90859,768.50509,,,,,,466.39262
2002-07-01,Monday,108.47836,,,,,,39.85038,770.04005,,,,,,467.32416
2002-07-02,Tuesday,108.62258,,,,,,39.90336,769.2685,,,,,,466.85592
2002-07-03,Wednesday,108.83915,,,,,,39.98292,765.26863,,,,,,464.42847
2002-07-04,Thursday,108.83915,,,,,,39.98292,765.26863,,,,,,464.42847
2002-07-05,Friday,108.83915,start,,,,,39.98292,765.26863,start,,,,,464.42847
2002-07-06,Saturday,108.83915,,,,,,39.98292,765.26863,,,,,,464.42847
2002-07-07,Sunday,108.83915,,,,,,39.98292,765.26863,,,,,,464.42847
2002-07-08,Monday,105.68998,,,,,,38.82605,766.87978,,,,,,465.40625
2002-07-09,Tuesday,105.35915,,,,,,38.70452,773.67104,,,,,,469.52775
2002-07-10,Wednesday,108.61529,,,,,,39.90068,773.88328,,,,,,469.65655
2002-07-11,Thursday,108.18681,,,,,,39.74328,775.20862,,,,,,470.46088
2002-07-12,Friday,111.09207,start,,,,,40.81055,773.03721,start,,,,,469.14309
2002-07-13,Saturday,111.09207,,,,,,40.81055,773.03721,,,,,,469.14309
2002-07-14,Sunday,111.09207,,,,,,40.81055,773.03721,,,,,,469.14309
2002-07-15,Monday,107.3492,,,,,,39.43558,767.9081,,,,,,466.03032
2002-07-16,Tuesday,110.09114,,,,,,40.44285,762.46089,,,,,,462.7245
2002-07-17,Wednesday,110.0225,,,,,,40.41764,758.91027,,,,,,460.56969
2002-07-18,Thursday,109.13688,,,,,,40.09229,759.82829,,,,,,461.12682
2002-07-19,Friday,109.09034,start,,,,,40.0752,768.54361,start,,,,,466.416
2002-07-20,Saturday,109.09034,,,,,,40.0752,768.54361,,,,,,466.416
2002-07-21,Sunday,109.09034,,,,,,40.0752,768.54361,,,,,,466.416
2002-07-22,Monday,104.26165,,,,,,38.30134,767.30393,,,,,,465.66366
2002-07-23,Tuesday,104.48683,,,,,,38.52836,754.29942,,,,,,457.77144
2002-07-24,Wednesday,105.79264,,,,,,39.00987,745.17782,,,,,,452.2357
2002-07-25,Thursday,105.1666,,,,,,38.77902,739.23882,,,,,,448.63142
2002-07-26,Friday,105.40744,start,,,,,38.86783,731.90862,start,,,,,444.18285
2002-07-27,Saturday,105.40744,,,,,,38.86783,731.90862,,,,,,444.18285
2002-07-28,Sunday,105.40744,,,,,,38.86783,731.90862,,,,,,444.18285
2002-07-29,Monday,107.13201,,,,,,39.50375,739.19009,,,,,,448.60185
2002-07-30,Tuesday,109.68072,,,,,,40.44355,737.75755,,,,,,450.851
2002-07-31,Wednesday,108.71342,,,,,,40.08687,738.51048,,,,,,451.31112
2002-08-01,Thursday,105.69653,,,,,,38.97443,734.86282,,,,,,449.082
2002-08-02,Friday,107.05023,start,,,,,39.47359,741.23418,start,,,,,452.9756
2002-08-03,Saturday,107.05023,,,,,,39.47359,741.23418,,,,,,452.9756
2002-08-04,Sunday,107.05023,,,,,,39.47359,741.23418,,,,,,452.9756
2002-08-05,Monday,106.5106,,,,,,39.27461,746.40431,,,,,,456.13512
2002-08-06,Tuesday,111.50534,,,,,,41.11636,758.49488,,,,,,463.52379
2002-08-07,Wednesday,107.52675,,,,,,39.6493,771.46936,,,,,,471.45262
2002-08-08,Thursday,109.47504,,,,,,40.36771,770.78159,,,,,,471.03232
2002-08-09,Friday,109.53381,start,,,,,40.38938,775.09044,start,,,,,473.6655
2002-08-10,Saturday,109.53381,,,,,,40.38938,775.09044,,,,,,473.6655
2002-08-11,Sunday,109.53381,,,,,,40.38938,775.09044,,,,,,473.6655
2002-08-12,Monday,112.99221,,,,,,41.66463,770.37427,,,,,,470.7834
2002-08-13,Tuesday,112.73073,,,,,,41.56821,767.24575,,,,,,468.87153
2002-08-14,Wednesday,113.21411,,,,,,41.74645,757.86834,,,,,,463.1409
2002-08-15,Thursday,117.17343,,,,,,43.20641,766.13595,,,,,,468.19332
2002-08-16,Friday,118.46891,start,,,,,43.6841,765.76966,start,,,,,467.96948
2002-08-17,Saturday,118.46891,,,,,,43.6841,765.76966,,,,,,467.96948
2002-08-18,Sunday,118.46891,,,,,,43.6841,765.76966,,,,,,467.96948
2002-08-19,Monday,121.3705,,,,,,44.75403,752.21927,,,,,,459.6887
2002-08-20,Tuesday,122.56668,,,,,,45.19511,759.45283,,,,,,464.1092
2002-08-21,Wednesday,124.56069,,,,,,43.88632,756.70061,,,,,,462.42729
2002-08-22,Thursday,124.38741,,,,,,43.82526,763.89053,,,,,,466.82112
2002-08-23,Friday,122.96162,start,,,,,43.32292,760.6733,start,,,,,464.85504
2002-08-24,Saturday,122.96162,,,,,,43.32292,760.6733,,,,,,464.85504
2002-08-25,Sunday,122.96162,,,,,,43.32292,760.6733,,,,,,464.85504
2002-08-26,Monday,125.71172,,,,,,44.29186,767.10535,,,,,,468.78573
2002-08-27,Tuesday,122.15132,,,,,,43.03742,764.09789,,,,,,466.94784
2002-08-28,Wednesday,120.64631,,,,,,42.50717,760.3689,,,,,,464.66902
2002-08-29,Thursday,122.72964,,,,,,43.24118,766.54969,,,,,,468.44616
2002-08-30,Friday,123.41198,start,,,,,43.48159,767.98799,start,,,,,469.32512
2002-08-31,Saturday,123.41198,,,,,,43.48159,767.98799,,,,,,469.32512
2002-09-01,Sunday,123.41198,,,,,,43.48159,767.98799,,,,,,469.32512
2002-09-02,Monday,123.41198,,,,,,43.48159,767.98799,,,,,,469.32512
2002-09-03,Tuesday,116.26203,,,,,,40.96246,757.12821,,,,,,462.6886
2002-09-04,Wednesday,118.40656,,,,,,41.71804,761.6236,,,,,,465.43578
2002-09-05,Thursday,121.1089,,,,,,42.67015,767.87141,,,,,,469.25388
2002-09-06,Friday,124.64935,start,,,,,43.91755,777.62972,start,,,,,475.21728
2002-09-07,Saturday,124.64935,,,,,,43.91755,777.62972,,,,,,475.21728
2002-09-08,Sunday,124.64935,,,,,,43.91755,777.62972,,,,,,475.21728
2002-09-09,Monday,125.34015,,,,,,44.16094,781.94302,,,,,,477.85318
2002-09-10,Tuesday,126.56368,,,,,,44.59203,781.23118,,,,,,477.41817
2002-09-11,Wednesday,127.17334,,,,,,44.80683,780.73787,,,,,,477.1167
2002-09-12,Thursday,122.71098,,,,,,43.23461,783.00633,,,,,,478.50298
2002-09-13,Friday,127.75033,start,,,,,45.01012,783.22776,start,,,,,478.6383
2002-09-14,Saturday,127.75033,,,,,,45.01012,783.22776,,,,,,478.6383
2002-09-15,Sunday,127.75033,,,,,,45.01012,783.22776,,,,,,478.6383
2002-09-16,Monday,127.38616,,,,,,44.88181,785.91787,,,,,,480.28225
2002-09-17,Tuesday,125.29048,,,,,,44.14344,788.17466,,,,,,481.6614
2002-09-18,Wednesday,125.31533,,,,,,44.1522,786.45735,,,,,,480.61193
2002-09-19,Thursday,124.78913,,,,,,43.9668,787.50173,,,,,,481.25016
2002-09-20,Friday,125.64943,start,,,,,44.26991,788.27255,start,,,,,481.72122
2002-09-21,Saturday,125.64943,,,,,,44.26991,788.27255,,,,,,481.72122
2002-09-22,Sunday,125.64943,,,,,,44.26991,788.27255,,,,,,481.72122
2002-09-23,Monday,129.68472,,,,,,46.04657,792.74788,,,,,,484.45614
2002-09-24,Tuesday,129.13215,,,,,,45.85038,794.9021,,,,,,485.7726
2002-09-25,Wednesday,129.03531,,,,,,45.81599,788.62269,,,,,,481.93519
2002-09-26,Thursday,128.84608,,,,,,45.7488,788.74471,,,,,,482.00976
2002-09-27,Friday,128.98403,start,,,,,45.79778,784.51038,start,,,,,479.42212
2002-09-28,Saturday,128.98403,,,,,,45.79778,784.51038,,,,,,479.42212
2002-09-29,Sunday,128.98403,,,,,,45.79778,784.51038,,,,,,479.42212
2002-09-30,Monday,126.5114,,,,,,44.91984,781.59973,,,,,,479.73504
2002-10-01,Tuesday,128.48093,,,,,,45.61915,776.75162,,,,,,476.75934
2002-10-02,Wednesday,127.41609,,,,,,45.24106,780.35434,,,,,,478.97064
2002-10-03,Thursday,123.91285,,,,,,43.99718,776.55093,,,,,,476.63616
2002-10-04,Friday,124.70638,start,,,,,44.27894,787.40978,start,,,,,483.30117
2002-10-05,Saturday,124.70638,,,,,,44.27894,787.40978,,,,,,483.30117
2002-10-06,Sunday,124.70638,,,,,,44.27894,787.40978,,,,,,483.30117
2002-10-07,Monday,124.31476,,,,,,44.13989,783.92216,,,,,,481.16052
2002-10-08,Tuesday,124.5736,,,,,,44.23179,780.77325,,,,,,479.22776
2002-10-09,Wednesday,122.54463,,,,,,43.51138,774.83998,,,,,,475.586
2002-10-10,Thursday,120.9825,,,,,,42.95672,766.78297,,,,,,470.64072
2002-10-11,Friday,122.77703,start,,,,,43.59389,767.07499,start,,,,,470.81996
2002-10-12,Saturday,122.77703,,,,,,43.59389,767.07499,,,,,,470.81996
2002-10-13,Sunday,122.77703,,,,,,43.59389,767.07499,,,,,,470.81996
2002-10-14,Monday,125.4092,,,,,,44.52848,769.68196,,,,,,472.42008
2002-10-15,Tuesday,125.31992,,,,,,44.49678,764.47233,,,,,,469.22248
2002-10-16,Wednesday,123.93375,,,,,,44.0046,765.59252,,,,,,469.91004
2002-10-17,Thursday,126.19962,,,,,,44.80914,769.48006,,,,,,472.29616
2002-10-18,Friday,126.06439,start,,,,,44.76112,771.88497,start,,,,,473.77226
2002-10-19,Saturday,126.06439,,,,,,44.76112,771.88497,,,,,,473.77226
2002-10-20,Sunday,126.06439,,,,,,44.76112,771.88497,,,,,,473.77226
2002-10-21,Monday,120.68208,,,,,,42.85005,766.53676,,,,,,470.4896
2002-10-22,Tuesday,117.82424,,,,,,41.83533,765.5733,,,,,,469.89824
2002-10-23,Wednesday,118.507,,,,,,42.30382,764.55809,,,,,,469.27512
2002-10-24,Thursday,118.9308,,,,,,42.4551,763.31414,,,,,,468.5116
2002-10-25,Friday,113.80799,start,,,,,40.6264,768.09562,start,,,,,471.44641
2002-10-26,Saturday,113.80799,,,,,,40.6264,768.09562,,,,,,471.44641
2002-10-27,Sunday,113.80799,,,,,,40.6264,768.09562,,,,,,471.44641
2002-10-28,Monday,113.89272,,,,,,40.65664,766.03378,,,,,,470.18088
2002-10-29,Tuesday,111.85737,,,,,,39.93008,770.44343,,,,,,472.88746
2002-10-30,Wednesday,111.86695,,,,,,39.9335,769.03429,,,,,,472.02255
2002-10-31,Thursday,112.70081,,,,,,40.23116,766.70881,,,,,,470.5952
2002-11-01,Friday,111.49217,start,,,,,39.79971,762.91465,start,,,,,468.2664
2002-11-02,Saturday,111.49217,,,,,,39.79971,762.91465,,,,,,468.2664
2002-11-03,Sunday,111.49217,,,,,,39.79971,762.91465,,,,,,468.2664
2002-11-04,Monday,110.92609,,,,,,39.59763,762.91385,,,,,,468.26591
2002-11-05,Tuesday,107.07955,,,,,,38.22452,759.04095,,,,,,465.88878
2002-11-06,Wednesday,105.95371,,,,,,37.82263,760.17009,,,,,,466.58183
2002-11-07,Thursday,103.18422,,,,,,36.83399,758.76951,,,,,,465.72217
2002-11-08,Friday,104.27603,start,,,,,37.22374,756.78259,start,,,,,464.50263
2002-11-09,Saturday,104.27603,,,,,,37.22374,756.78259,,,,,,464.50263
2002-11-10,Sunday,104.27603,,,,,,37.22374,756.78259,,,,,,464.50263
2002-11-11,Monday,105.09761,,,,,,37.51702,757.80486,,,,,,465.13008
2002-11-12,Tuesday,105.05889,,,,,,37.5032,766.00889,,,,,,470.1656
2002-11-13,Wednesday,102.72931,,,,,,36.6716,756.37853,,,,,,464.25462
2002-11-14,Thursday,103.44176,,,,,,36.92593,756.70957,,,,,,464.45781
2002-11-15,Friday,103.84852,start,,,,,37.07113,759.76287,start,,,,,466.33188
2002-11-16,Saturday,103.84852,,,,,,37.07113,759.76287,,,,,,466.33188
2002-11-17,Sunday,103.84852,,,,,,37.07113,759.76287,,,,,,466.33188
2002-11-18,Monday,108.9431,,,,,,38.88976,757.66852,,,,,,465.0464
2002-11-19,Tuesday,108.15993,,,,,,38.61019,759.04998,,,,,,465.89432
2002-11-20,Wednesday,110.67167,,,,,,39.50681,757.69342,,,,,,465.06168
2002-11-21,Thursday,112.24021,,,,,,38.74504,760.84983,,,,,,466.99904
2002-11-22,Friday,114.42075,start,,,,,39.49776,771.68318,start,,,,,473.6484
2002-11-23,Saturday,114.42075,,,,,,39.49776,771.68318,,,,,,473.6484
2002-11-24,Sunday,114.42075,,,,,,39.49776,771.68318,,,,,,473.6484
2002-11-25,Monday,112.23902,,,,,,38.74463,768.56061,,,,,,471.73181
2002-11-26,Tuesday,113.76096,,,,,,39.27,769.94199,,,,,,474.06625
2002-11-27,Wednesday,115.92696,,,,,,40.0177,768.129,,,,,,472.94996
2002-11-28,Thursday,115.92696,,,,,,40.0177,768.129,,,,,,472.94996
2002-11-29,Friday,115.92696,start,,,,,40.0177,768.129,start,,,,,472.94996
2002-11-30,Saturday,115.92696,,,,,,40.0177,768.129,,,,,,472.94996
2002-12-01,Sunday,115.92696,,,,,,40.0177,768.129,,,,,,472.94996
2002-12-02,Monday,116.82825,,,,,,40.32882,765.83783,,,,,,471.53925
2002-12-03,Tuesday,116.76133,,,,,,40.30572,770.19118,,,,,,474.21968
2002-12-04,Wednesday,113.76592,,,,,,39.27171,771.5461,,,,,,475.05393
2002-12-05,Thursday,116.34699,,,,,,40.16269,778.25631,,,,,,479.18552
2002-12-06,Friday,113.90723,start,,,,,39.32049,775.67914,start,,,,,477.59871
2002-12-07,Saturday,113.90723,,,,,,39.32049,775.67914,,,,,,477.59871
2002-12-08,Sunday,113.90723,,,,,,39.32049,775.67914,,,,,,477.59871
2002-12-09,Monday,115.02563,,,,,,39.70656,774.09723,,,,,,476.6247
2002-12-10,Tuesday,117.35744,,,,,,40.5115,768.96009,,,,,,473.46168
2002-12-11,Wednesday,116.04603,,,,,,40.0588,772.88937,,,,,,475.881
2002-12-12,Thursday,117.6396,,,,,,40.6089,781.98053,,,,,,481.47858
2002-12-13,Friday,119.46204,start,,,,,41.238,786.09186,start,,,,,484.01
2002-12-14,Saturday,119.46204,,,,,,41.238,786.09186,,,,,,484.01
2002-12-15,Sunday,119.46204,,,,,,41.238,786.09186,,,,,,484.01
2002-12-16,Monday,125.89424,,,,,,43.45838,791.6413,,,,,,487.42688
2002-12-17,Tuesday,124.84789,,,,,,43.09718,785.99182,,,,,,483.9484
2002-12-18,Wednesday,125.95831,,,,,,43.4805,795.02889,,,,,,489.51268
2002-12-19,Thursday,126.33092,,,,,,43.60912,803.05664,,,,,,494.4555
2002-12-20,Friday,126.33092,start,,,,,43.60912,789.14668,start,,,,,485.8909
2002-12-21,Saturday,126.33092,,,,,,43.60912,789.14668,,,,,,485.8909
2002-12-22,Sunday,126.33092,,,,,,43.60912,789.14668,,,,,,485.8909
2002-12-23,Monday,132.15349,,,,,,45.16438,798.44494,,,,,,491.616
2002-12-24,Tuesday,131.76891,,,,,,45.03294,794.53207,,,,,,489.20678
2002-12-25,Wednesday,131.76891,,,,,,45.03294,794.53207,,,,,,489.20678
2002-12-26,Thursday,133.40831,,,,,,45.59322,796.32874,,,,,,490.31302
2002-12-27,Friday,133.64424,start,,,,,45.67385,792.80961,start,,,,,488.14623
2002-12-28,Saturday,133.64424,,,,,,45.67385,792.80961,,,,,,488.14623
2002-12-29,Sunday,133.64424,,,,,,45.67385,792.80961,,,,,,488.14623
2002-12-30,Monday,127.36833,,,,,,43.52901,775.47523,,,,,,477.47316
2002-12-31,Tuesday,126.13947,,,,,,43.10904,781.37856,,,,,,481.10794
2003-01-01,Wednesday,126.13947,,,,,,43.10904,781.37856,,,,,,481.10794
2003-01-02,Thursday,130.79902,,,,,,44.70148,789.83181,,,,,,486.31275
2003-01-03,Friday,135.30824,start,,,,,46.24253,798.25921,start,,,,,491.50164
2003-01-04,Saturday,135.30824,,,,,,46.24253,798.25921,,,,,,491.50164
2003-01-05,Sunday,135.30824,,,,,,46.24253,798.25921,,,,,,491.50164
2003-01-06,Monday,130.85826,,,,,,44.72172,796.70668,,,,,,490.54572
2003-01-07,Tuesday,127.45497,,,,,,43.55862,791.43775,,,,,,487.30155
2003-01-08,Wednesday,124.02592,,,,,,42.38672,798.11703,,,,,,491.4141
2003-01-09,Thursday,130.27879,,,,,,44.52368,799.52281,,,,,,492.27966
2003-01-10,Friday,128.20985,start,,,,,43.81661,797.22066,start,,,,,490.86219
2003-01-11,Saturday,128.20985,,,,,,43.81661,797.22066,,,,,,490.86219
2003-01-12,Sunday,128.20985,,,,,,43.81661,797.22066,,,,,,490.86219
2003-01-13,Monday,130.57601,,,,,,44.62526,797.78527,,,,,,491.20983
2003-01-14,Tuesday,131.15385,,,,,,44.82274,792.5206,,,,,,487.96828
2003-01-15,Wednesday,134.40181,,,,,,45.93275,788.68463,,,,,,485.60641
2003-01-16,Thursday,135.59263,,,,,,46.33972,800.68667,,,,,,492.99627
2003-01-17,Friday,135.84561,start,,,,,46.42618,793.37586,start,,,,,488.49488
2003-01-18,Saturday,135.84561,,,,,,46.42618,793.37586,,,,,,488.49488
2003-01-19,Sunday,135.84561,,,,,,46.42618,793.37586,,,,,,488.49488
2003-01-20,Monday,135.84561,,,,,,46.42618,793.37586,,,,,,488.49488
2003-01-21,Tuesday,138.06248,,,,,,47.18381,791.56475,,,,,,487.37975
2003-01-22,Wednesday,136.69828,,,,,,44.80083,797.17101,,,,,,490.83162
2003-01-23,Thursday,133.73902,,,,,,43.83098,805.01902,,,,,,495.66377
2003-01-24,Friday,137.37064,start,,,,,45.02118,809.41674,start,,,,,498.37152
2003-01-25,Saturday,137.37064,,,,,,45.02118,809.41674,,,,,,498.37152
2003-01-26,Sunday,137.37064,,,,,,45.02118,809.41674,,,,,,498.37152
2003-01-27,Monday,133.39257,,,,,,43.71743,812.2738,,,,,,500.13066
