,weekday,CL1_Comdty_PX-LAST-CHF,CL1_Comdty_start,CL1_Comdty_weeklyReturn,CL1_Comdty_buy,CL1_Comdty_sell,HO1_Comdty_PX-LAST-CHF,HO1_Comdty_start,HO1_Comdty_weeklyReturn,HO1_Comdty_buy,HO1_Comdty_sell,GC1_Comdty_PX-LAST-CHF,GC1_Comdty_start,GC1_Comdty_weeklyReturn,GC1_Comdty_buy,GC1_Comdty_sell,considered_assets,sub_considered_assets_1,sub_considered_assets_2,sub_considered_assets_3,weighted_return,weighted_return_l,weighted_return_s
2011-01-15,Saturday,169.68213,,,,,1.35139,,,,,1676.65081,,,,,,,,,,,
2011-01-16,Sunday,169.68213,,,,,1.35139,,,,,1676.65081,,,,,,,,,,,
2011-01-17,Monday,169.68213,,,,,1.35139,,,,,1676.65081,,,,,,,,,,,
2011-01-18,Tuesday,169.31531,,,,,1.35119,,,,,1685.44091,,,,,,,,,,,
2011-01-19,Wednesday,166.90262,,,,,1.34477,,,,,1673.37487,,,,,,,,,,,
2011-01-20,Thursday,164.79976,,,,,1.34085,,,,,1660.25766,,,,,,,,,,,
2011-01-21,Friday,164.79976,start,-0.0287736251307076,,,1.34457,start,-0.0050466556656479,100.0,100.0,1640.79787,start,-0.0213836654514841,-100.0,-100.0,"{'HO1_Comdty': 1.6666666666666665, 'CL1_Comdty': 2.0, 'GC1_Comdty': 2.3333333333333335}","{'CL1_Comdty': -1.9791878013902475, 'HO1_Comdty': -4.171975230209067, 'GC1_Comdty': -67.2702943204467}","{'HO1_Comdty': 0.04951040949830444, 'CL1_Comdty': -0.003979723918702822, 'GC1_Comdty': -0.02388375430615506}","{'GC1_Comdty': 16.58738222351162, 'HO1_Comdty': 10.211924614373551, 'CL1_Comdty': 5.1625052949423145}",0.0163370097858362,-0.0050466556656479,0.0213836654514841
2011-01-22,Saturday,164.79976,,,,,1.34457,,,,,1640.79787,,,,,,,,,,,
2011-01-23,Sunday,164.79976,,,,,1.34457,,,,,1640.79787,,,,,,,,,,,
2011-01-24,Monday,161.06419,,,,,1.3168,,,,,1630.47954,,,,,,,,,,,
2011-01-25,Tuesday,157.16921,,,,,1.29679,,,,,1607.34401,,,,,,,,,,,
2011-01-26,Wednesday,159.0794,,,,,1.33384,,,,,1606.48547,,,,,,,,,,,
2011-01-27,Thursday,156.62935,,,,,1.33159,,,,,1595.29076,,,,,,,,,,,
2011-01-28,Friday,162.53376,start,-0.0137500200243009,-100.0,,1.34232,start,-0.0016733974430487,100.0,100.0,1613.70978,start,-0.0165090962727786,,-100.0,"{'HO1_Comdty': 1.6666666666666665, 'GC1_Comdty': 1.9999999999999998, 'CL1_Comdty': 2.333333333333333}","{'CL1_Comdty': 1.6267622725720885, 'HO1_Comdty': -3.5459284865258818, 'GC1_Comdty': -62.30000218535641}","{'HO1_Comdty': 0.048960706269139974, 'GC1_Comdty': -0.06440840115053215, 'CL1_Comdty': -0.06630753901012275}","{'GC1_Comdty': 17.904025330910777, 'HO1_Comdty': 11.57960156336651, 'CL1_Comdty': 7.33075521387534}",0.014835698829729899,-0.0016733974430487,0.0165090962727786
2011-01-29,Saturday,162.53376,,,,,1.34232,,,,,1613.70978,,,,,,,,,,,
2011-01-30,Sunday,162.53376,,,,,1.34232,,,,,1613.70978,,,,,,,,,,,
2011-01-31,Monday,167.50504,,,,,1.36882,,,,,1603.00566,,,,,,,,,,,
2011-02-01,Tuesday,164.03103,,,,,1.3697,,,,,1601.24603,,,,,,,,,,,
2011-02-02,Wednesday,165.3517,,,,,1.39121,,,,,1602.67371,,,,,,,,,,,
2011-02-03,Thursday,165.0316,,,,,1.38676,,,,,1630.40985,,,,,,,,,,,
2011-02-04,Friday,164.53146,start,0.0122909849621396,,-100.0,1.38025,start,0.028257047499851,100.0,100.0,1648.15061,start,0.0213426419216471,-100.0,,"{'HO1_Comdty': 1.6666666666666665, 'CL1_Comdty': 2.0, 'GC1_Comdty': 2.3333333333333335}","{'CL1_Comdty': -1.3390489781349486, 'HO1_Comdty': -5.822786636382749, 'GC1_Comdty': -66.02396235394076}","{'HO1_Comdty': 0.10117404042746041, 'CL1_Comdty': 0.010302493591678341, 'GC1_Comdty': -0.021304083377290853}","{'GC1_Comdty': 16.618597393612465, 'HO1_Comdty': 9.505934699458395, 'CL1_Comdty': 5.20483079945804}",0.0159660625377114,0.028257047499851,-0.0122909849621396
2011-02-05,Saturday,164.53146,,,,,1.38025,,,,,1648.15061,,,,,,,,,,,
2011-02-06,Sunday,164.53146,,,,,1.38025,,,,,1648.15061,,,,,,,,,,,
2011-02-07,Monday,161.70078,,,,,1.37515,,,,,1647.51744,,,,,,,,,,,
2011-02-08,Tuesday,160.87049,,,,,1.38966,,,,,1668.68892,,,,,,,,,,,
2011-02-09,Wednesday,160.57888,,,,,1.40971,,,,,1671.79615,,,,,,,,,,,
2011-02-10,Thursday,162.17351,,,,,1.39346,,,,,1684.30001,,,,,,,,,,,
2011-02-11,Friday,161.14695,start,-0.020570594827275,-100.0,,1.39554,start,0.0110777033146169,100.0,100.0,1693.51399,start,0.0275238074267982,,-100.0,"{'HO1_Comdty': 1.6666666666666665, 'GC1_Comdty': 1.9999999999999998, 'CL1_Comdty': 2.333333333333333}","{'CL1_Comdty': -0.09347421756810861, 'HO1_Comdty': -5.985617416112291, 'GC1_Comdty': -69.12335693239143}","{'HO1_Comdty': 0.031177688466690976, 'GC1_Comdty': -0.02321289217755231, 'CL1_Comdty': -0.05529347036082484}","{'GC1_Comdty': 16.524709674337522, 'HO1_Comdty': 13.279642334019975, 'CL1_Comdty': 6.191762968786341}",-0.0164461041121813,0.0110777033146169,-0.0275238074267982
2011-02-12,Saturday,161.14695,,,,,1.39554,,,,,1693.51399,,,,,,,,,,,
2011-02-13,Sunday,161.14695,,,,,1.39554,,,,,1693.51399,,,,,,,,,,,
2011-02-14,Monday,158.84541,,,,,1.41621,,,,,1690.3025,,,,,,,,,,,
2011-02-15,Tuesday,157.19493,,,,,1.39867,,,,,1693.55241,,,,,,,,,,,
2011-02-16,Wednesday,157.96803,,,,,1.41787,,,,,1689.69387,,,,,,,,,,,
2011-02-17,Thursday,158.59657,,,,,1.37952,,,,,1681.64629,,,,,,,,,,,
2011-02-18,Friday,157.57032,start,-0.0221948352109673,-100.0,-100.0,1.36334,start,-0.0230735055963999,100.0,100.0,1678.09549,start,-0.009104442060145,,,"{'HO1_Comdty': 1.6666666666666665, 'GC1_Comdty': 1.9999999999999998, 'CL1_Comdty': 2.333333333333333}","{'CL1_Comdty': 1.368410488080715, 'HO1_Comdty': -5.310489674257381, 'GC1_Comdty': -68.8894781923902}","{'HO1_Comdty': 0.018552199374407174, 'GC1_Comdty': -0.0015072105875052104, 'CL1_Comdty': -0.06787351064481782}","{'GC1_Comdty': 10.266079122998429, 'HO1_Comdty': 9.718794888789452, 'CL1_Comdty': 2.0286573031786954}",-0.0008786703854326006,-0.0230735055963999,0.0221948352109673
2011-02-19,Saturday,157.57032,,,,,1.36334,,,,,1678.09549,,,,,,,,,,,
2011-02-20,Sunday,157.57032,,,,,1.36334,,,,,1678.09549,,,,,,,,,,,
2011-02-21,Monday,157.57032,,,,,1.36334,,,,,1678.09549,,,,,,,,,,,
2011-02-22,Tuesday,169.61494,,,,,1.39158,,,,,1679.07061,,,,,,,,,,,
2011-02-23,Wednesday,173.2642,,,,,1.43839,,,,,1683.69877,,,,,,,,,,,
2011-02-24,Thursday,170.61853,,,,,1.4148,,,,,1674.09343,,,,,,,,,,,
2011-02-25,Friday,172.0601,start,0.0919575463196368,100.0,-100.0,1.44442,start,0.0594715918259568,,100.0,1670.18589,start,-0.0047134385660019,-100.0,,"{'CL1_Comdty': 1.6666666666666665, 'HO1_Comdty': 1.6666666666666665, 'GC1_Comdty': 2.6666666666666665}","{'CL1_Comdty': -4.0454846259832, 'HO1_Comdty': -6.779166889648916, 'GC1_Comdty': -68.19545229604596}","{'CL1_Comdty': 0.10703544118440264, 'HO1_Comdty': 0.08841403646343864, 'GC1_Comdty': 0.04230463031172574}","{'HO1_Comdty': 8.77018957430864, 'GC1_Comdty': 5.361464744121129, 'CL1_Comdty': -2.248113319192033}",-0.032485954493680004,0.0594715918259568,-0.0919575463196368
2011-02-26,Saturday,172.0601,,,,,1.44442,,,,,1670.18589,,,,,,,,,,,
2011-02-27,Sunday,172.0601,,,,,1.44442,,,,,1670.18589,,,,,,,,,,,
2011-02-28,Monday,170.68079,,,,,1.44377,,,,,1673.0569,,,,,,,,,,,
2011-03-01,Tuesday,175.2307,,,,,1.48421,,,,,1697.05353,,,,,,,,,,,
2011-03-02,Wednesday,178.56466,,,,,1.49066,,,,,1693.0141,,,,,,,,,,,
2011-03-03,Thursday,179.81974,,,,,1.50171,,,,,1684.92911,,,,,,,,,,,
2011-03-04,Friday,183.16109,start,0.0645180957119053,100.0,100.0,1.51243,start,0.0470846429708809,,,1689.411,start,0.011510760637548,-100.0,-100.0,"{'CL1_Comdty': 1.6666666666666665, 'HO1_Comdty': 1.6666666666666665, 'GC1_Comdty': 2.6666666666666665}","{'CL1_Comdty': -7.073018744539346, 'HO1_Comdty': -10.816467052747376, 'GC1_Comdty': -67.99486824172126}","{'CL1_Comdty': 0.11452856990781042, 'HO1_Comdty': 0.09287351723925719, 'GC1_Comdty': 0.022315008679365454}","{'HO1_Comdty': 10.480726353346768, 'GC1_Comdty': 6.437950934302453, 'CL1_Comdty': -0.7935965359816245}",0.053007335074357294,0.0645180957119053,-0.011510760637548
2011-03-05,Saturday,183.16109,,,,,1.51243,,,,,1689.411,,,,,,,,,,,
2011-03-06,Sunday,183.16109,,,,,1.51243,,,,,1689.411,,,,,,,,,,,
2011-03-07,Monday,184.83045,,,,,1.49991,,,,,1695.28931,,,,,,,,,,,
2011-03-08,Tuesday,185.90393,,,,,1.48768,,,,,1703.24275,,,,,,,,,,,
2011-03-09,Wednesday,183.82226,,,,,1.50933,,,,,1697.34645,,,,,,,,,,,
2011-03-10,Thursday,181.44707,,,,,1.50148,,,,,1682.45365,,,,,,,,,,,
2011-03-11,Friday,178.05578,start,-0.0278733327040148,100.0,100.0,1.48803,start,-0.0161329780551827,,,1687.17803,start,-0.0013217446790627,-100.0,-100.0,"{'CL1_Comdty': 1.6666666666666665, 'HO1_Comdty': 2.0, 'GC1_Comdty': 2.3333333333333335}","{'CL1_Comdty': -7.540182281564484, 'HO1_Comdty': -10.85581396368335, 'GC1_Comdty': -67.67964464217953}","{'CL1_Comdty': 0.1482346236134955, 'HO1_Comdty': 0.08073284208363919, 'GC1_Comdty': -0.00653099881853809}","{'GC1_Comdty': 13.332691085449506, 'HO1_Comdty': 10.156402182157334, 'CL1_Comdty': -2.8879345848101856}",-0.026551588024952097,-0.0278733327040148,0.0013217446790627
2011-03-12,Saturday,178.05578,,,,,1.48803,,,,,1687.17803,,,,,,,,,,,
2011-03-13,Sunday,178.05578,,,,,1.48803,,,,,1687.17803,,,,,,,,,,,
2011-03-14,Monday,177.01636,,,,,1.4959,,,,,1680.48776,,,,,,,,,,,
2011-03-15,Tuesday,168.47408,,,,,1.42924,,,,,1627.87148,,,,,,,,,,,
2011-03-16,Wednesday,168.67354,,,,,1.4401,,,,,1620.32149,,,,,,,,,,,
2011-03-17,Thursday,172.86705,,,,,1.45805,,,,,1613.58831,,,,,,,,,,,
2011-03-18,Friday,172.4236,start,-0.0316315482709969,100.0,100.0,1.44001,start,-0.0322708547542723,,,1628.70908,start,-0.0346548787148443,-100.0,-100.0,"{'CL1_Comdty': 1.6666666666666665, 'HO1_Comdty': 2.0, 'GC1_Comdty': 2.3333333333333335}","{'CL1_Comdty': -4.672922963390678, 'HO1_Comdty': -9.036468003219746, 'GC1_Comdty': -61.59789238916104}","{'CL1_Comdty': 0.11876943394432046, 'HO1_Comdty': 0.0742553630604004, 'GC1_Comdty': -0.0384407072665199}","{'GC1_Comdty': 11.7436208463237, 'HO1_Comdty': 9.337209122862713, 'CL1_Comdty': -3.305033469839382}",0.003023330443847401,-0.0316315482709969,0.0346548787148443
2011-03-19,Saturday,172.4236,,,,,1.44001,,,,,1628.70908,,,,,,,,,,,
2011-03-20,Sunday,172.4236,,,,,1.44001,,,,,1628.70908,,,,,,,,,,,
2011-03-21,Monday,175.36762,,,,,1.46005,,,,,1648.02167,,,,,,,,,,,
2011-03-22,Tuesday,177.87509,,,,,1.46846,,,,,1646.12752,,,,,,,,,,,
2011-03-23,Wednesday,180.12931,,,,,1.46593,,,,,1666.74788,,,,,,,,,,,
2011-03-24,Thursday,179.49738,,,,,1.46621,,,,,1659.67419,,,,,,,,,,,
2011-03-25,Friday,181.82699,start,0.0545365599604694,100.0,100.0,1.48456,start,0.030937285157742,,,1674.19166,start,0.0279255396550008,-100.0,-100.0,"{'CL1_Comdty': 1.6666666666666665, 'HO1_Comdty': 1.6666666666666665, 'GC1_Comdty': 2.6666666666666665}","{'CL1_Comdty': -7.4362392442868135, 'HO1_Comdty': -9.629257597945992, 'GC1_Comdty': -64.15820083702734}","{'CL1_Comdty': 0.05295503070590565, 'HO1_Comdty': 0.019634292015069384, 'GC1_Comdty': -0.006293728204094805}","{'HO1_Comdty': 13.987512024813752, 'GC1_Comdty': 12.703024883737058, 'CL1_Comdty': 2.9359387913710737}",0.026611020305468597,0.0545365599604694,-0.0279255396550008
2011-03-26,Saturday,181.82699,,,,,1.48456,,,,,1674.19166,,,,,,,,,,,
2011-03-27,Sunday,181.82699,,,,,1.48456,,,,,1674.19166,,,,,,,,,,,
2011-03-28,Monday,179.08471,,,,,1.46763,,,,,1664.07712,,,,,,,,,,,
2011-03-29,Tuesday,181.10889,,,,,1.48083,,,,,1665.52642,,,,,,,,,,,
2011-03-30,Wednesday,179.79936,,,,,1.47653,,,,,1670.40462,,,,,,,,,,,
2011-03-31,Thursday,183.36332,,,,,1.49553,,,,,1681.92839,,,,,,,,,,,
2011-04-01,Friday,187.54535,start,0.0314494564310832,100.0,100.0,1.49553,start,0.0073893948375275,,,1687.85157,start,0.0081591076615446,-100.0,-100.0,"{'CL1_Comdty': 1.6666666666666665, 'HO1_Comdty': 2.0, 'GC1_Comdty': 2.3333333333333335}","{'CL1_Comdty': -8.745533584655297, 'HO1_Comdty': -11.199806509954149, 'GC1_Comdty': -65.53340695399316}","{'CL1_Comdty': 0.05617079733216161, 'HO1_Comdty': 0.007624019400120335, 'GC1_Comdty': -0.008002822180142904}","{'GC1_Comdty': 13.013521697420957, 'HO1_Comdty': 12.481799685622336, 'CL1_Comdty': 1.8654189257837723}",0.023290348769538595,0.0314494564310832,-0.0081591076615446
2011-04-02,Saturday,187.54535,,,,,1.49553,,,,,1687.85157,,,,,,,,,,,
2011-04-03,Sunday,187.54535,,,,,1.49553,,,,,1687.85157,,,,,,,,,,,
2011-04-04,Monday,187.83536,,,,,1.50807,,,,,1687.02851,,,,,,,,,,,
2011-04-05,Tuesday,188.01676,,,,,1.51782,,,,,1713.69056,,,,,,,,,,,
2011-04-06,Wednesday,187.53995,,,,,1.51009,,,,,1708.67759,,,,,,,,,,,
2011-04-07,Thursday,189.84548,,,,,1.51527,,,,,1707.56738,,,,,,,,,,,
2011-04-08,Friday,192.90386,start,0.028571809431692,,100.0,1.55909,start,0.0424999832835182,100.0,,1713.98017,start,0.0154803896648329,-100.0,-100.0,"{'HO1_Comdty': 1.3333333333333333, 'CL1_Comdty': 2.0, 'GC1_Comdty': 2.6666666666666665}","{'CL1_Comdty': -10.828808773984745, 'HO1_Comdty': -13.835084878424295, 'GC1_Comdty': -67.28279820038588}","{'HO1_Comdty': 0.044905818571966655, 'CL1_Comdty': 0.030726668411890472, 'GC1_Comdty': 0.0034593350823466013}","{'HO1_Comdty': 11.014518844221996, 'GC1_Comdty': 8.649782256079881, 'CL1_Comdty': 4.053969253606357}",0.013091419766859102,0.028571809431692,-0.0154803896648329
2011-04-09,Saturday,192.90386,,,,,1.55909,,,,,1713.98017,,,,,,,,,,,
2011-04-10,Sunday,192.90386,,,,,1.55909,,,,,1713.98017,,,,,,,,,,,
2011-04-11,Monday,186.77859,,,,,1.51765,,,,,1695.95583,,,,,,,,,,,
2011-04-12,Tuesday,178.64871,,,,,1.46484,,,,,1661.59197,,,,,,,,,,,
2011-04-13,Wednesday,179.95404,,,,,1.47763,,,,,1662.57853,,,,,,,,,,,
2011-04-14,Thursday,180.94451,,,,,1.46567,,,,,1675.38213,,,,,,,,,,,
2011-04-15,Friday,184.0531,start,-0.0458817153788421,100.0,,1.486,start,-0.0468799107171491,,100.0,1695.59542,start,-0.0107263493019291,-100.0,-100.0,"{'CL1_Comdty': 1.6666666666666665, 'HO1_Comdty': 1.6666666666666665, 'GC1_Comdty': 2.6666666666666665}","{'CL1_Comdty': -8.044579130916686, 'HO1_Comdty': -11.742320402383873, 'GC1_Comdty': -64.23552798263756}","{'CL1_Comdty': 0.08403713278067954, 'HO1_Comdty': 0.052033873234228194, 'GC1_Comdty': 0.030130489298007795}","{'HO1_Comdty': 8.320643856351337, 'GC1_Comdty': 4.385025126933215, 'CL1_Comdty': -0.8697071854900958}",-0.03615356141522,-0.0468799107171491,0.0107263493019291
2011-04-16,Saturday,184.0531,,,,,1.486,,,,,1695.59542,,,,,,,,,,,
2011-04-17,Sunday,184.0531,,,,,1.486,,,,,1695.59542,,,,,,,,,,,
2011-04-18,Monday,180.2924,,,,,1.47102,,,,,1708.22906,,,,,,,,,,,
2011-04-19,Tuesday,182.49266,,,,,1.46353,,,,,1715.13242,,,,,,,,,,,
2011-04-20,Wednesday,185.93482,,,,,1.47758,,,,,1702.09409,,,,,,,,,,,
2011-04-21,Thursday,185.90536,,,,,1.45619,,,,,1694.61546,,,,,,,,,,,
2011-04-22,Friday,185.90536,start,0.0100637261746745,100.0,100.0,1.45619,start,-0.0200605652759084,,,1694.61546,start,-0.0005779444721548,-100.0,-100.0,"{'CL1_Comdty': 1.6666666666666665, 'HO1_Comdty': 1.9999999999999998, 'GC1_Comdty': 2.333333333333333}","{'CL1_Comdty': -9.754138932463553, 'HO1_Comdty': -11.549711456371409, 'GC1_Comdty': -65.25349840763083}","{'CL1_Comdty': 0.05616163895891527, 'GC1_Comdty': 0.030400750012222578, 'HO1_Comdty': 0.017301199962568674}","{'HO1_Comdty': 10.099845529065695, 'GC1_Comdty': 5.219458640644874, 'CL1_Comdty': 2.358157480073467}",0.0106416706468293,0.0100637261746745,0.0005779444721548
2011-04-23,Saturday,185.90536,,,,,1.45619,,,,,1694.61546,,,,,,,,,,,
2011-04-24,Sunday,185.90536,,,,,1.45619,,,,,1694.61546,,,,,,,,,,,
2011-04-25,Monday,185.40488,,,,,1.44459,,,,,1696.16086,,,,,,,,,,,
2011-04-26,Tuesday,184.5113,,,,,1.45168,,,,,1682.77127,,,,,,,,,,,
2011-04-27,Wednesday,185.47908,,,,,1.46226,,,,,1698.57339,,,,,,,,,,,
2011-04-28,Thursday,184.64958,,,,,1.45362,,,,,1705.18082,,,,,,,,,,,
2011-04-29,Friday,184.90575,start,-0.0053769832133941,,100.0,1.45276,start,-0.0023554618559391,100.0,,1719.34801,start,0.0145947860053158,-100.0,-100.0,"{'HO1_Comdty': 1.9999999999999998, 'CL1_Comdty': 2.0, 'GC1_Comdty': 2.0}","{'CL1_Comdty': -9.459411189550329, 'HO1_Comdty': -11.557728626810484, 'GC1_Comdty': -66.0041335007607}","{'GC1_Comdty': 0.024748731307959765, 'CL1_Comdty': 0.02077558295103573, 'HO1_Comdty': 0.007023980755434892}","{'HO1_Comdty': 9.17212616893544, 'GC1_Comdty': 3.4141391848081164, 'CL1_Comdty': 2.64511948115102}",-0.0199717692187099,-0.0053769832133941,-0.0145947860053158
2011-04-30,Saturday,184.90575,,,,,1.45276,,,,,1719.34801,,,,,,,,,,,
2011-05-01,Sunday,184.90575,,,,,1.45276,,,,,1719.34801,,,,,,,,,,,
2011-05-02,Monday,183.83615,,,,,1.43909,,,,,1716.3478,,,,,,,,,,,
2011-05-03,Tuesday,179.06624,,,,,1.40592,,,,,1690.67027,,,,,,,,,,,
2011-05-04,Wednesday,176.00435,,,,,1.38373,,,,,1661.76878,,,,,,,,,,,
2011-05-05,Thursday,162.68374,,,,,1.28591,,,,,1643.67595,,,,,,,,,,,
2011-05-06,Friday,159.76046,start,-0.1359897677600616,100.0,,1.27834,start,-0.1200611250309755,,100.0,1669.07186,start,-0.0292414041296967,-100.0,-100.0,"{'CL1_Comdty': 1.6666666666666665, 'HO1_Comdty': 1.9999999999999998, 'GC1_Comdty': 2.333333333333333}","{'CL1_Comdty': -2.307159940569434, 'HO1_Comdty': -4.487556365323147, 'GC1_Comdty': -61.27437417868037}","{'GC1_Comdty': -0.03804207460666921, 'CL1_Comdty': -0.13149552482604104, 'HO1_Comdty': -0.14322511531428261}","{'HO1_Comdty': 15.186970445676927, 'CL1_Comdty': 9.416706464072366, 'GC1_Comdty': 1.088155810144605}",-0.09081972090127881,-0.1200611250309755,0.0292414041296967
2011-05-07,Saturday,159.76046,,,,,1.27834,,,,,1669.07186,,,,,,,,,,,
2011-05-08,Sunday,159.76046,,,,,1.27834,,,,,1669.07186,,,,,,,,,,,
2011-05-09,Monday,168.03126,,,,,1.3261,,,,,1676.49185,,,,,,,,,,,
2011-05-10,Tuesday,171.65099,,,,,1.35511,,,,,1706.08858,,,,,,,,,,,
2011-05-11,Wednesday,163.11006,,,,,1.31533,,,,,1697.27296,,,,,,,,,,,
2011-05-12,Thursday,164.01992,,,,,1.31948,,,,,1699.72584,,,,,,,,,,,
2011-05-13,Friday,166.80878,start,0.0441180502359596,100.0,100.0,1.3458,start,0.0527715631209225,,,1701.79079,start,0.0196030684982011,-100.0,-100.0,"{'CL1_Comdty': 1.6666666666666665, 'HO1_Comdty': 1.9999999999999998, 'GC1_Comdty': 2.333333333333333}","{'CL1_Comdty': -2.72060320673952, 'HO1_Comdty': -6.05738750357991, 'GC1_Comdty': -65.12382672786003}","{'GC1_Comdty': 0.022343189797112296, 'CL1_Comdty': -0.08744987854082172, 'HO1_Comdty': -0.1015407358853043}","{'HO1_Comdty': 12.375017835126465, 'CL1_Comdty': 8.490126899292457, 'GC1_Comdty': -5.361448303501457}",0.0245149817377585,0.0441180502359596,-0.0196030684982011
2011-05-14,Saturday,166.80878,,,,,1.3458,,,,,1701.79079,,,,,,,,,,,
2011-05-15,Sunday,166.80878,,,,,1.3458,,,,,1701.79079,,,,,,,,,,,
2011-05-16,Monday,161.07635,,,,,1.29933,,,,,1678.40967,,,,,,,,,,,
2011-05-17,Tuesday,160.4425,,,,,1.2871,,,,,1667.79551,,,,,,,,,,,
2011-05-18,Wednesday,165.06729,,,,,1.3094,,,,,1678.92282,,,,,,,,,,,
2011-05-19,Thursday,162.71727,,,,,1.30747,,,,,1679.10399,,,,,,,,,,,
2011-05-20,Friday,163.66988,start,-0.0188173548178939,,100.0,1.31185,start,-0.0252266310001487,100.0,,1689.58497,start,-0.0071723387338345,-100.0,-100.0,"{'HO1_Comdty': 1.6666666666666665, 'CL1_Comdty': 2.0, 'GC1_Comdty': 2.333333333333333}","{'CL1_Comdty': -2.332145678252185, 'HO1_Comdty': -5.603068773832466, 'GC1_Comdty': -63.4602229434962}","{'GC1_Comdty': -0.01350695103699798, 'HO1_Comdty': -0.10969278349796549, 'CL1_Comdty': -0.12486926038212141}","{'HO1_Comdty': 18.285813292413508, 'CL1_Comdty': 14.23488077658794, 'GC1_Comdty': -3.0290319934600047}",-0.0116450160840594,-0.0188173548178939,0.0071723387338345
2011-05-21,Saturday,163.66988,,,,,1.31185,,,,,1689.58497,,,,,,,,,,,
2011-05-22,Sunday,163.66988,,,,,1.31185,,,,,1689.58497,,,,,,,,,,,
2011-05-23,Monday,160.58276,,,,,1.28655,,,,,1705.75451,,,,,,,,,,,
2011-05-24,Tuesday,162.96583,,,,,1.30903,,,,,1707.06938,,,,,,,,,,,
2011-05-25,Wednesday,164.45694,,,,,1.32995,,,,,1697.05387,,,,,,,,,,,
2011-05-26,Thursday,161.67967,,,,,1.32287,,,,,1682.23025,,,,,,,,,,,
2011-05-27,Friday,159.86235,start,-0.0232634740124451,,,1.30664,start,-0.003971490642985,100.0,100.0,1672.06173,start,-0.0103713280546051,-100.0,-100.0,"{'HO1_Comdty': 1.6666666666666665, 'CL1_Comdty': 2.0, 'GC1_Comdty': 2.333333333333333}","{'CL1_Comdty': -2.4091409166419586, 'HO1_Comdty': -6.436818871004954, 'GC1_Comdty': -64.31145254013788}","{'GC1_Comdty': -0.00962168666132949, 'HO1_Comdty': -0.08976915596769884, 'CL1_Comdty': -0.12296868289413496}","{'HO1_Comdty': 13.857252847786382, 'CL1_Comdty': 8.298890140381335, 'GC1_Comdty': -5.608472095779431}",0.006399837411620101,-0.003971490642985,0.0103713280546051
2011-05-28,Saturday,159.86235,,,,,1.30664,,,,,1672.06173,,,,,,,,,,,
2011-05-29,Sunday,159.86235,,,,,1.30664,,,,,1672.06173,,,,,,,,,,,
2011-05-30,Monday,159.86235,,,,,1.30664,,,,,1672.06173,,,,,,,,,,,
2011-05-31,Tuesday,163.21566,,,,,1.33539,,,,,1671.5179,,,,,,,,,,,
2011-06-01,Wednesday,157.14413,,,,,1.2975,,,,,1654.8744,,,,,,,,,,,
2011-06-02,Thursday,157.46608,,,,,1.31393,,,,,1645.17749,,,,,,,,,,,
2011-06-03,Friday,155.61585,start,-0.026563477892074,,,1.30629,start,-0.000267862609441,100.0,100.0,1639.07472,start,-0.0197283445988563,-100.0,-100.0,"{'HO1_Comdty': 1.6666666666666665, 'CL1_Comdty': 2.0, 'GC1_Comdty': 2.333333333333333}","{'CL1_Comdty': -0.9456390330469342, 'HO1_Comdty': -5.935846289877548, 'GC1_Comdty': -61.52030813713455}","{'GC1_Comdty': -0.026274731722979672, 'HO1_Comdty': -0.06643527286500975, 'CL1_Comdty': -0.11523502925379871}","{'HO1_Comdty': 9.821168469316804, 'CL1_Comdty': 5.888463047181837, 'GC1_Comdty': -5.981401672760989}",0.0194604819894153,-0.000267862609441,0.0197283445988563
2011-06-04,Saturday,155.61585,,,,,1.30629,,,,,1639.07472,,,,,,,,,,,
2011-06-05,Sunday,155.61585,,,,,1.30629,,,,,1639.07472,,,,,,,,,,,
2011-06-06,Monday,154.30867,,,,,1.29429,,,,,1650.28922,,,,,,,,,,,
2011-06-07,Tuesday,154.71019,,,,,1.32223,,,,,1649.8281,,,,,,,,,,,
2011-06-08,Wednesday,156.74224,,,,,1.3248,,,,,1638.47703,,,,,,,,,,,
2011-06-09,Thursday,159.78977,,,,,1.35382,,,,,1655.12478,,,,,,,,,,,
2011-06-10,Friday,155.59572,start,-0.0001293570031587,,,1.33923,start,0.0252164527019268,100.0,100.0,1640.0562,start,0.0005988012553814,-100.0,-100.0,"{'HO1_Comdty': 1.3333333333333333, 'CL1_Comdty': 2.0, 'GC1_Comdty': 2.6666666666666665}","{'CL1_Comdty': -1.8102985819306547, 'HO1_Comdty': -7.855507793424401, 'GC1_Comdty': -62.9843392158681}","{'HO1_Comdty': -0.002029125699991556, 'GC1_Comdty': -0.02924025062693878, 'CL1_Comdty': -0.06339314975385756}","{'HO1_Comdty': 8.213792145241712, 'CL1_Comdty': 3.292725744573168, 'GC1_Comdty': -5.142820809264996}",0.024617651446545402,0.0252164527019268,-0.0005988012553814
2011-06-11,Saturday,155.59572,,,,,1.33923,,,,,1640.0562,,,,,,,,,,,
2011-06-12,Sunday,155.59572,,,,,1.33923,,,,,1640.0562,,,,,,,,,,,
2011-06-13,Monday,151.77047,,,,,1.33333,,,,,1617.93603,,,,,,,,,,,
2011-06-14,Tuesday,156.36885,,,,,1.35377,,,,,1641.70902,,,,,,,,,,,
2011-06-15,Wednesday,150.64118,,,,,1.30525,,,,,1659.59961,,,,,,,,,,,
