,weekday,CL1_Comdty_PX-LAST-CHF,CL1_Comdty_start,CL1_Comdty_weeklyReturn,CL1_Comdty_buy,CL1_Comdty_sell,HO1_Comdty_PX-LAST-CHF,HO1_Comdty_start,HO1_Comdty_weeklyReturn,HO1_Comdty_buy,HO1_Comdty_sell,GC1_Comdty_PX-LAST-CHF,GC1_Comdty_start,GC1_Comdty_weeklyReturn,GC1_Comdty_buy,GC1_Comdty_sell,considered_assets,sub_considered_assets_1,sub_considered_assets_2,sub_considered_assets_3,weighted_return,weighted_return_l,weighted_return_s
2006-02-04,Saturday,340.43155,,,,,2.30024,,,,,1103.07337,,,,,,,,,,,
2006-02-05,Sunday,340.43155,,,,,2.30024,,,,,1103.07337,,,,,,,,,,,
2006-02-06,Monday,340.80472,,,,,2.28756,,,,,1113.92917,,,,,,,,,,,
2006-02-07,Tuesday,329.14108,,,,,2.18818,,,,,1072.55325,,,,,,,,,,,
2006-02-08,Wednesday,327.37979,,,,,2.16126,,,,,1074.08428,,,,,,,,,,,
2006-02-09,Thursday,327.26796,,,,,2.15694,,,,,1100.21123,,,,,,,,,,,
2006-02-10,Friday,324.38453,start,-0.0471372879511315,,,2.13616,start,-0.0713316871282997,-100.0,-100.0,1075.89313,start,-0.0246404643056518,100.0,100.0,"{'GC1_Comdty': 1.6666666666666665, 'CL1_Comdty': 2.0, 'HO1_Comdty': 2.333333333333333}","{'HO1_Comdty': -15.891293823712372, 'CL1_Comdty': -23.132920509249246, 'GC1_Comdty': -55.570982116551455}","{'GC1_Comdty': 0.05698053246747695, 'CL1_Comdty': 0.003287785942377048, 'HO1_Comdty': -0.027460653358673263}","{'GC1_Comdty': 46.225281478566174, 'CL1_Comdty': 21.578891765313234, 'HO1_Comdty': 16.05208192090289}",0.0466912228226479,-0.0246404643056518,0.0713316871282997
2006-02-11,Saturday,324.38453,,,,,2.13616,,,,,1075.89313,,,,,,,,,,,
2006-02-12,Sunday,324.38453,,,,,2.13616,,,,,1075.89313,,,,,,,,,,,
2006-02-13,Monday,321.82794,,,,,2.13488,,,,,1055.67157,,,,,,,,,,,
2006-02-14,Tuesday,313.6264,,,,,2.10147,,,,,1070.87577,,,,,,,,,,,
2006-02-15,Wednesday,303.61059,,,,,2.09885,,,,,1059.10321,,,,,,,,,,,
2006-02-16,Thursday,308.44033,,,,,2.12598,,,,,1072.96933,,,,,,,,,,,
2006-02-17,Friday,315.93238,start,-0.0260559589571055,-100.0,,2.16796,start,0.0148865253539061,,-100.0,1084.30902,start,0.0078222360245017,100.0,100.0,"{'GC1_Comdty': 1.6666666666666665, 'HO1_Comdty': 2.0, 'CL1_Comdty': 2.333333333333333}","{'HO1_Comdty': -15.549469817565038, 'CL1_Comdty': -20.208405093024993, 'GC1_Comdty': -50.950428278974485}","{'GC1_Comdty': 0.012681029392907718, 'HO1_Comdty': -0.07205953349193855, 'CL1_Comdty': -0.0982560390588967}","{'GC1_Comdty': 46.843879793107, 'CL1_Comdty': 25.62126587889541, 'HO1_Comdty': 19.51686563867048}",-0.007064289329404399,0.0078222360245017,-0.0148865253539061
2006-02-18,Saturday,315.93238,,,,,2.16796,,,,,1084.30902,,,,,,,,,,,
2006-02-19,Sunday,315.93238,,,,,2.16796,,,,,1084.30902,,,,,,,,,,,
2006-02-20,Monday,315.93238,,,,,2.16796,,,,,1084.30902,,,,,,,,,,,
2006-02-21,Tuesday,321.19044,,,,,2.17177,,,,,1084.24009,,,,,,,,,,,
2006-02-22,Wednesday,313.00256,,,,,2.15774,,,,,1086.56127,,,,,,,,,,,
2006-02-23,Thursday,310.06997,,,,,2.16781,,,,,1073.62896,,,,,,,,,,,
2006-02-24,Friday,324.20305,start,0.0261786082198981,-100.0,-100.0,2.26532,start,0.0449085776490341,,,1100.4726,start,0.014906802121779,100.0,100.0,"{'GC1_Comdty': 1.6666666666666665, 'HO1_Comdty': 2.0, 'CL1_Comdty': 2.333333333333333}","{'HO1_Comdty': -16.725310760129645, 'CL1_Comdty': -22.072497601668537, 'GC1_Comdty': -50.781746812402154}","{'GC1_Comdty': 0.02607177810091175, 'HO1_Comdty': -0.04890332565347979, 'CL1_Comdty': -0.06158303612160531}","{'GC1_Comdty': 43.847518848633115, 'CL1_Comdty': 20.33704606729492, 'HO1_Comdty': 13.81523014947056}",-0.011271806098119098,0.014906802121779,-0.0261786082198981
2006-02-25,Saturday,324.20305,,,,,2.26532,,,,,1100.4726,,,,,,,,,,,
2006-02-26,Sunday,324.20305,,,,,2.26532,,,,,1100.4726,,,,,,,,,,,
2006-02-27,Monday,315.55381,,,,,2.21585,,,,,1096.38465,,,,,,,,,,,
2006-02-28,Tuesday,315.24699,,,,,2.23734,,,,,1101.48379,,,,,,,,,,,
2006-03-01,Wednesday,318.70389,,,,,2.27292,,,,,1107.21759,,,,,,,,,,,
2006-03-02,Thursday,322.80204,,,,,2.3268,,,,,1105.76993,,,,,,,,,,,
2006-03-03,Friday,323.78328,start,-0.0012947749874655,-100.0,-100.0,2.33268,start,0.0297353133332155,100.0,,1099.08699,start,-0.0012591044974677,,100.0,"{'HO1_Comdty': 1.6666666666666665, 'GC1_Comdty': 1.9999999999999998, 'CL1_Comdty': 2.333333333333333}","{'HO1_Comdty': -20.089585542853538, 'CL1_Comdty': -24.16522453877794, 'GC1_Comdty': -53.59142489827808}","{'HO1_Comdty': 0.01769175453340389, 'GC1_Comdty': 0.0024445934723094642, 'CL1_Comdty': -0.026334502598645046}","{'GC1_Comdty': 52.03327720888156, 'CL1_Comdty': 16.899364333898642, 'HO1_Comdty': 12.775001840073353}",3.5670489997799947e-05,-0.0012591044974677,0.0012947749874655
2006-03-04,Saturday,323.78328,,,,,2.33268,,,,,1099.08699,,,,,,,,,,,
2006-03-05,Sunday,323.78328,,,,,2.33268,,,,,1099.08699,,,,,,,,,,,
2006-03-06,Monday,317.6689,,,,,2.26387,,,,,1078.41,,,,,,,,,,,
2006-03-07,Tuesday,316.36072,,,,,2.23878,,,,,1083.94833,,,,,,,,,,,
2006-03-08,Wednesday,307.19523,,,,,2.19403,,,,,1060.03686,,,,,,,,,,,
2006-03-09,Thursday,311.1316,,,,,2.23933,,,,,1070.91657,,,,,,,,,,,
2006-03-10,Friday,309.56367,start,-0.0439170608191997,-100.0,-100.0,2.20075,start,-0.0565572646055179,100.0,100.0,1063.38503,start,-0.032483288697649,,,"{'HO1_Comdty': 1.6666666666666665, 'GC1_Comdty': 1.9999999999999998, 'CL1_Comdty': 2.333333333333333}","{'HO1_Comdty': -18.696900757821385, 'CL1_Comdty': -22.527710906617887, 'GC1_Comdty': -48.8038635366369}","{'HO1_Comdty': 0.05466096951151262, 'GC1_Comdty': -0.004625519909835925, 'CL1_Comdty': -0.015110885770297603}","{'GC1_Comdty': 45.57955636475546, 'CL1_Comdty': 15.124395718902095, 'HO1_Comdty': 9.380197488430978}",-0.0126402037863182,-0.0565572646055179,0.0439170608191997
2006-03-11,Saturday,309.56367,,,,,2.20075,,,,,1063.38503,,,,,,,,,,,
2006-03-12,Sunday,309.56367,,,,,2.20075,,,,,1063.38503,,,,,,,,,,,
2006-03-13,Monday,318.1347,,,,,2.26474,,,,,1072.95554,,,,,,,,,,,
2006-03-14,Tuesday,321.52681,,,,,2.34818,,,,,1072.20325,,,,,,,,,,,
2006-03-15,Wednesday,316.13095,,,,,2.29248,,,,,1072.68825,,,,,,,,,,,
2006-03-16,Thursday,320.86184,,,,,2.31452,,,,,1066.5165,,,,,,,,,,,
2006-03-17,Friday,316.99523,start,0.0240065638193267,,-100.0,2.27627,start,0.0343155742360557,100.0,100.0,1066.6845,start,0.00310279899276,-100.0,,"{'HO1_Comdty': 1.6666666666666665, 'CL1_Comdty': 2.0, 'GC1_Comdty': 2.3333333333333335}","{'HO1_Comdty': -20.165575581660022, 'CL1_Comdty': -24.264515713236953, 'GC1_Comdty': -48.38649437673295}","{'HO1_Comdty': 0.07408752246434429, 'CL1_Comdty': 0.042862824103664446, 'GC1_Comdty': -0.016409087498860924}","{'GC1_Comdty': 47.72218568071136, 'CL1_Comdty': 10.016397548792563, 'HO1_Comdty': 7.275990550283537}",0.010309010416728999,0.0343155742360557,-0.0240065638193267
2006-03-18,Saturday,316.99523,,,,,2.27627,,,,,1066.6845,,,,,,,,,,,
2006-03-19,Sunday,316.99523,,,,,2.27627,,,,,1066.6845,,,,,,,,,,,
2006-03-20,Monday,305.67142,,,,,2.22963,,,,,1070.51108,,,,,,,,,,,
2006-03-21,Tuesday,308.80112,,,,,2.28623,,,,,1073.16777,,,,,,,,,,,
2006-03-22,Wednesday,306.40047,,,,,2.25438,,,,,1071.73694,,,,,,,,,,,
2006-03-23,Thursday,319.78643,,,,,2.3279,,,,,1079.34063,,,,,,,,,,,
2006-03-24,Friday,320.07141,start,0.0097041838768363,,,2.32507,start,0.021438581539097,100.0,100.0,1093.33982,start,0.0249889447160803,-100.0,-100.0,"{'HO1_Comdty': 1.6666666666666665, 'CL1_Comdty': 2.0, 'GC1_Comdty': 2.3333333333333335}","{'HO1_Comdty': -20.649071090332907, 'CL1_Comdty': -25.636734901462265, 'GC1_Comdty': -49.84639540212579}","{'HO1_Comdty': 0.03387042144481539, 'CL1_Comdty': 0.015201266345605058, 'GC1_Comdty': -0.0192026287715534}","{'GC1_Comdty': 49.842073880058216, 'CL1_Comdty': 12.63167600455553, 'HO1_Comdty': 8.99173771281102}",-0.003550363176983297,0.021438581539097,-0.0249889447160803
2006-03-25,Saturday,320.07141,,,,,2.32507,,,,,1093.33982,,,,,,,,,,,
2006-03-26,Sunday,320.07141,,,,,2.32507,,,,,1093.33982,,,,,,,,,,,
2006-03-27,Monday,319.52452,,,,,2.31006,,,,,1106.63029,,,,,,,,,,,
2006-03-28,Tuesday,326.80026,,,,,2.35439,,,,,1098.33425,,,,,,,,,,,
2006-03-29,Wednesday,330.85318,,,,,2.40146,,,,,1117.88121,,,,,,,,,,,
2006-03-30,Thursday,331.73363,,,,,2.42431,,,,,1134.47608,,,,,,,,,,,
2006-03-31,Friday,330.10231,start,0.0313395688793321,,,2.40218,start,0.0331645928939772,100.0,100.0,1127.90295,start,0.0316124313481969,-100.0,-100.0,"{'HO1_Comdty': 1.6666666666666665, 'CL1_Comdty': 2.0, 'GC1_Comdty': 2.3333333333333335}","{'HO1_Comdty': -22.608618093294016, 'CL1_Comdty': -27.752217909718777, 'GC1_Comdty': -55.080964453505096}","{'HO1_Comdty': 0.09015316506999099, 'CL1_Comdty': 0.08304810997672939, 'GC1_Comdty': 0.039474218849352434}","{'GC1_Comdty': 46.99215146956475, 'CL1_Comdty': 10.536908887888213, 'HO1_Comdty': 5.343523199717175}",0.0015521615457802992,0.0331645928939772,-0.0316124313481969
2006-04-01,Saturday,330.10231,,,,,2.40218,,,,,1127.90295,,,,,,,,,,,
2006-04-02,Sunday,330.10231,,,,,2.40218,,,,,1127.90295,,,,,,,,,,,
2006-04-03,Monday,331.12953,,,,,2.40427,,,,,1144.17996,,,,,,,,,,,
2006-04-04,Tuesday,324.99733,,,,,2.36974,,,,,1124.59299,,,,,,,,,,,
2006-04-05,Wednesday,327.48683,,,,,2.37451,,,,,1122.61486,,,,,,,,,,,
2006-04-06,Thursday,333.36263,,,,,2.41412,,,,,1141.83229,,,,,,,,,,,
2006-04-07,Friday,333.76503,start,0.0110957115083503,100.0,,2.42632,start,0.0100492053051811,,100.0,1139.0878,start,0.0099165003513822,-100.0,-100.0,"{'CL1_Comdty': 1.6666666666666665, 'HO1_Comdty': 2.0, 'GC1_Comdty': 2.3333333333333335}","{'HO1_Comdty': -22.943944942333157, 'CL1_Comdty': -28.669063856838914, 'GC1_Comdty': -54.842132363366304}","{'CL1_Comdty': 0.08453505312485489, 'HO1_Comdty': 0.07918545029839973, 'GC1_Comdty': 0.06313942547984025}","{'GC1_Comdty': 43.938796929507035, 'CL1_Comdty': 11.997109799817249, 'HO1_Comdty': 9.336774734779409}",0.00013270495379890009,0.0100492053051811,-0.0099165003513822
2006-04-08,Saturday,333.76503,,,,,2.42632,,,,,1139.0878,,,,,,,,,,,
2006-04-09,Sunday,333.76503,,,,,2.42632,,,,,1139.0878,,,,,,,,,,,
2006-04-10,Monday,341.36621,,,,,2.514,,,,,1159.68511,,,,,,,,,,,
2006-04-11,Tuesday,340.80041,,,,,2.51408,,,,,1149.13368,,,,,,,,,,,
