,weekday,CL1_Comdty_PX-LAST-CHF,CL1_Comdty_start,CL1_Comdty_weeklyReturn,QS1_Comdty_PX-LAST-CHF,QS1_Comdty_start,QS1_Comdty_weeklyReturn,XB1_Comdty_PX-LAST-CHF,XB1_Comdty_start,XB1_Comdty_weeklyReturn,HO1_Comdty_PX-LAST-CHF,HO1_Comdty_start,HO1_Comdty_weeklyReturn,NG1_Comdty_PX-LAST-CHF,NG1_Comdty_start,NG1_Comdty_weeklyReturn,LMAHDS03 LME_Comdty_PX-LAST-CHF,LMAHDS03 LME_Comdty_start,LMAHDS03 LME_Comdty_weeklyReturn,LMCADS03_Comdty_PX-LAST-CHF,LMCADS03_Comdty_start,LMCADS03_Comdty_weeklyReturn,LMNIDS03_Comdty_PX-LAST-CHF,LMNIDS03_Comdty_start,LMNIDS03_Comdty_weeklyReturn,GC1_Comdty_PX-LAST-CHF,GC1_Comdty_start,GC1_Comdty_weeklyReturn,SI1_Comdty_PX-LAST-CHF,SI1_Comdty_start,SI1_Comdty_weeklyReturn,LC1_Comdty_PX-LAST-CHF,LC1_Comdty_start,LC1_Comdty_weeklyReturn,KC1_Comdty_PX-LAST-CHF,KC1_Comdty_start,KC1_Comdty_weeklyReturn,C 1_Comdty_PX-LAST-CHF,C 1_Comdty_start,C 1_Comdty_weeklyReturn,CT1_Comdty_PX-LAST-CHF,CT1_Comdty_start,CT1_Comdty_weeklyReturn,S 1_Comdty_PX-LAST-CHF,S 1_Comdty_start,S 1_Comdty_weeklyReturn,SB1_Comdty_PX-LAST-CHF,SB1_Comdty_start,SB1_Comdty_weeklyReturn,W 1_Comdty_PX-LAST-CHF,W 1_Comdty_start,W 1_Comdty_weeklyReturn
2009-01-01,Thursday,124.56494,,,398.51701,,,0.32427,,,1.14159,,,237.70067,,,1645.952,,,3281.216,,,12504.96,,,1228.40621,,,16.10593,,,1.47811,,,4.60899,,,6.06719,,,0.47882,,,4.01261,,,0.16027,,,40.69763,,
2009-01-02,Friday,129.95746,start,0.23483492169249048,409.00219,start,0.06923550384538414,0.32427,start,0.19546543778801848,1.14159,start,0.1299291313643202,253.49585,start,0.032359313185965126,1684.924,start,0.016733472387712785,3467.5092,start,0.1304100859370187,14166.24,start,0.3650687654026553,1226.76801,start,0.014442387915106063,16.45144,start,0.09648123648263623,1.50231,start,0.016544192278023687,4.58047,start,0.028043864689194554,6.17075,start,0.004869032788620401,0.47972,start,0.06427066001109262,4.01679,start,0.02389206384811864,0.16148,start,0.08448623237071866,40.8819,start,0.024572302295932852
2009-01-03,Saturday,129.95746,,,409.00219,,,0.32427,,,1.14159,,,253.49585,,,1684.924,,,3467.5092,,,14166.24,,,1226.76801,,,16.45144,,,1.50231,,,4.58047,,,6.17075,,,0.47972,,,4.01679,,,0.16148,,,40.8819,,
2009-01-04,Sunday,129.95746,,,409.00219,,,0.32427,,,1.14159,,,253.49585,,,1684.924,,,3467.5092,,,14166.24,,,1226.76801,,,16.45144,,,1.50231,,,4.58047,,,6.17075,,,0.47972,,,4.01679,,,0.16148,,,40.8819,,
2009-01-05,Monday,141.22104,,,472.26941,,,0.3562,,,1.25413,,,265.95059,,,1716.16,,,3531.968,,,14227.52,,,1234.40608,,,16.64766,,,1.55791,,,4.58923,,,6.35081,,,0.48884,,,4.18646,,,0.16617,,,42.574,,
2009-01-06,Tuesday,142.00278,,,512.76119,,,0.36194,,,1.30724,,,264.75059,,,1795.353,,,3792.054,,,14821.45,,,1259.03743,,,17.08023,,,1.59193,,,4.9981,,,6.66972,,,0.51402,,,4.35384,,,0.17427,,,44.8779,,
2009-01-07,Wednesday,122.0929,,,488.73067,,,0.32099,,,1.2153,,,254.58905,,,1747.024,,,3660.64,,,13480.8,,,1198.98518,,,16.23799,,,1.51088,,,4.81698,,,6.36682,,,0.49692,,,4.15671,,,0.16672,,,41.90418,,
2009-01-08,Thursday,119.11336,,,465.76819,,,0.32365,,,1.19363,,,241.41855,,,1699.7705,,,3492.4545,,,12619.8395,,,1213.99779,,,16.18336,,,1.46077,,,4.77268,,,6.20132,,,0.5037,,,4.14362,,,0.16697,,,41.74219,,
2009-01-09,Friday,118.63413,start,-0.08713105042219199,450.49855,start,0.10145754965272934,0.33617,start,0.03669781355043643,1.18867,start,0.041240725654569314,242.62363,start,-0.042889143944565555,1745.683,start,0.03606038017144988,3780.46,start,0.09025233444225615,13537.3825,start,-0.044391278137318024,1235.59966,start,0.00719911990531941,16.7925,start,0.020731315921280982,1.485,start,-0.011522255726181638,5.0024,start,0.09211500129899326,6.37001,start,0.03229105052060119,0.50118,start,0.044734428416576294,4.41296,start,0.0986285068425284,0.17012,start,0.05350507802823867,43.63859,start,0.0674305744106805
2009-01-10,Saturday,118.63413,,,450.49855,,,0.33617,,,1.18867,,,242.62363,,,1745.683,,,3780.46,,,13537.3825,,,1235.59966,,,16.7925,,,1.485,,,5.0024,,,6.37001,,,0.50118,,,4.41296,,,0.17012,,,43.63859,,
2009-01-11,Sunday,118.63413,,,450.49855,,,0.33617,,,1.18867,,,242.62363,,,1745.683,,,3780.46,,,13537.3825,,,1235.59966,,,16.7925,,,1.485,,,5.0024,,,6.37001,,,0.50118,,,4.41296,,,0.17012,,,43.63859,,
2009-01-12,Monday,109.07276,,,442.80399,,,0.32753,,,1.17485,,,243.4384,,,1683.3664,,,3603.248,,,11909.04,,,1184.86411,,,15.92543,,,1.47943,,,4.89308,,,5.8968,,,0.47361,,,4.10923,,,0.16172,,,39.44328,,
2009-01-13,Tuesday,110.49285,,,469.95897,,,0.34986,,,1.2177,,,229.5175,,,1695.588,,,3771.704,,,12618.98,,,1193.81785,,,15.94712,,,1.51229,,,4.94263,,,5.65865,,,0.47287,,,4.16538,,,0.16385,,,39.82564,,
2009-01-14,Wednesday,108.89415,,,450.18298,,,0.35514,,,1.17521,,,219.76757,,,1671.111,,,3673.0908,,,12128.13,,,1175.03603,,,15.62145,,,1.49737,,,4.93215,,,5.71393,,,0.46992,,,4.16017,,,0.16223,,,40.01974,,
2009-01-15,Thursday,104.16125,,,453.73325,,,0.35974,,,1.20325,,,215.72276,,,1666.48,,,3693.28,,,12042.57,,,1181.46069,,,15.68347,,,1.52645,,,4.93583,,,5.73622,,,0.49941,,,4.2899,,,0.171,,,39.92721,,
2009-01-16,Friday,106.51142,start,-0.10218568636192635,455.51579,start,0.011137083571079103,0.35455,start,0.054674718148555644,1.18201,start,-0.005602900720973768,212.0287,start,-0.12610037200416135,1635.526,start,-0.06310252205010872,3745.522,start,-0.009241732487580904,12118.522,start,-0.10481054960218483,1218.69027,start,-0.013685168867722114,16.70407,start,-0.0052660413875241265,1.51658,start,0.021265993265993224,4.97538,start,-0.005401407324484123,6.08826,start,-0.04423069979481975,0.49995,start,-0.002454208068957168,4.36239,start,-0.011459428592146667,0.17379,start,0.021573007288972528,40.24803,start,-0.07769636919982979
2009-01-17,Saturday,106.51142,,,455.51579,,,0.35455,,,1.18201,,,212.0287,,,1635.526,,,3745.522,,,12118.522,,,1218.69027,,,16.70407,,,1.51658,,,4.97538,,,6.08826,,,0.49995,,,4.36239,,,0.17379,,,40.24803,,
2009-01-18,Sunday,106.51142,,,455.51579,,,0.35455,,,1.18201,,,212.0287,,,1635.526,,,3745.522,,,12118.522,,,1218.69027,,,16.70407,,,1.51658,,,4.97538,,,6.08826,,,0.49995,,,4.36239,,,0.17379,,,40.24803,,
2009-01-19,Monday,106.51142,,,435.24,,,0.35455,,,1.18201,,,212.0287,,,1608.1323,,,3876.243,,,12770.13,,,1218.69027,,,16.70407,,,1.51658,,,4.97538,,,6.08826,,,0.49995,,,4.36239,,,0.17379,,,40.24803,,
2009-01-20,Tuesday,115.95282,,,450.71143,,,0.35624,,,1.13238,,,210.33204,,,1603.56,,,3826.7814,,,13229.37,,,1273.12429,,,17.07685,,,1.521,,,5.06495,,,6.1266,,,0.49001,,,4.35284,,,0.1831,,,39.27616,,
2009-01-21,Wednesday,124.80212,,,436.85727,,,0.36923,,,1.15143,,,218.60818,,,1543.3935,,,3722.642,,,12607.2705,,,1277.35423,,,17.46774,,,1.5301,,,5.23017,,,6.29267,,,0.49902,,,4.51973,,,0.18496,,,41.21077,,
2009-01-22,Thursday,124.99446,,,427.68809,,,0.34352,,,1.119,,,213.82128,,,1535.751,,,3568.023,,,12701.7,,,1288.86413,,,17.50821,,,1.52685,,,5.30827,,,6.24076,,,0.51636,,,4.47666,,,0.18151,,,40.80091,,
2009-01-23,Friday,133.55015,start,0.25385756757350525,425.34641,start,-0.06623124963461748,0.36416,start,0.027104780707939664,1.20845,start,0.022368677083950236,207.21569,start,-0.022699804318943577,1555.9148,start,-0.04867620569773886,3769.2094,start,0.0063241919283881535,14028.74,start,0.15762796816311417,1349.86485,start,0.10763569975823296,18.46889,start,0.10565209556712804,1.54052,start,0.01578551741418181,5.3388,start,0.07304366701638862,6.31468,start,0.03718960753975686,0.53658,start,0.07326732673267315,4.48155,start,0.027315301933114627,0.18696,start,0.07578111513896074,42.12353,start,0.04659855401618421
2009-01-24,Saturday,133.55015,,,425.34641,,,0.36416,,,1.20845,,,207.21569,,,1555.9148,,,3769.2094,,,14028.74,,,1349.86485,,,18.46889,,,1.54052,,,5.3388,,,6.31468,,,0.53658,,,4.48155,,,0.18696,,,42.12353,,
2009-01-25,Sunday,133.55015,,,425.34641,,,0.36416,,,1.20845,,,207.21569,,,1555.9148,,,3769.2094,,,14028.74,,,1349.86485,,,18.46889,,,1.54052,,,5.3388,,,6.31468,,,0.53658,,,4.48155,,,0.18696,,,42.12353,,
2009-01-26,Monday,129.51911,,,458.66218,,,0.35848,,,1.17165,,,202.94748,,,1580.2158,,,4061.943,,,13596.94,,,1349.61057,,,18.46042,,,1.51223,,,5.37357,,,6.27497,,,0.54374,,,4.41661,,,0.18744,,,42.20771,,
2009-01-27,Tuesday,117.33235,,,430.41948,,,0.34335,,,1.12439,,,202.78692,,,1525.456,,,3768.104,,,12977.76,,,1330.88947,,,18.49128,,,1.487,,,5.34068,,,5.99389,,,0.53425,,,4.25646,,,0.18661,,,41.50251,,
2009-01-28,Wednesday,119.47065,,,441.04003,,,0.36813,,,1.16774,,,202.49662,,,1561.6112,,,3806.856,,,13432.6,,,1319.71125,,,18.24591,,,1.49144,,,5.38959,,,6.13078,,,0.53357,,,4.30288,,,0.18682,,,42.42588,,
2009-01-29,Thursday,118.27267,,,449.01807,,,0.38562,,,1.18175,,,211.1473,,,1572.8124,,,3719.022,,,13125.96,,,1353.81939,,,18.65636,,,1.50075,,,5.38394,,,6.13059,,,0.52688,,,4.28081,,,0.18406,,,41.49189,,
2009-01-30,Friday,119.94947,start,-0.1018394962491618,459.40507,start,0.08007275763771,0.40084,start,0.10072495606326887,1.21287,start,0.003657577889031295,205.50998,start,-0.008231567792959993,1566.189,start,0.006603317868047829,3662.955,start,-0.028190102677765862,13003.2,start,-0.0731027875632451,1398.08652,start,0.03572333185800055,19.46247,start,0.05379749405622111,1.53005,start,-0.006796406408225781,5.31266,start,-0.004896231362853044,6.13717,start,-0.028110688110878117,0.52427,start,-0.022941593052294033,4.35875,start,-0.027401233948076153,0.18678,start,-0.0009627727856225168,41.114,start,-0.023965940176428828
2009-01-31,Saturday,119.94947,,,459.40507,,,0.40084,,,1.21287,,,205.50998,,,1566.189,,,3662.955,,,13003.2,,,1398.08652,,,19.46247,,,1.53005,,,5.31266,,,6.13717,,,0.52427,,,4.35875,,,0.18678,,,41.114,,
2009-02-01,Sunday,119.94947,,,459.40507,,,0.40084,,,1.21287,,,205.50998,,,1566.189,,,3662.955,,,13003.2,,,1398.08652,,,19.46247,,,1.53005,,,5.31266,,,6.13717,,,0.52427,,,4.35875,,,0.18678,,,41.114,,
2009-02-02,Monday,115.18593,,,437.84909,,,0.36258,,,1.13383,,,211.73157,,,1611.566,,,3681.095,,,13107.017,,,1364.2785,,,19.20362,,,1.56335,,,5.34326,,,5.99126,,,0.52672,,,4.26169,,,0.1877,,,40.75013,,
2009-02-03,Tuesday,116.09583,,,427.41374,,,0.36473,,,1.10895,,,207.71585,,,1613.6425,,,3873.8905,,,13328.3425,,,1329.55381,,,18.84687,,,1.54173,,,5.27093,,,5.79477,,,0.51831,,,4.16223,,,0.18462,,,39.56148,,
2009-02-04,Wednesday,115.84568,,,431.10344,,,0.38431,,,1.12054,,,213.53482,,,1667.9449,,,3958.3265,,,13619.425,,,1356.40826,,,19.28371,,,1.54944,,,5.17014,,,5.79167,,,0.52616,,,4.21619,,,0.18529,,,39.18589,,
2009-02-05,Thursday,118.86956,,,429.12191,,,0.40408,,,1.16016,,,216.68547,,,1669.1584,,,3878.784,,,13336.96,,,1381.2086,,,19.81366,,,1.56548,,,5.3435,,,6.03135,,,0.52918,,,4.37302,,,0.19197,,,40.79469,,
2009-02-06,Friday,116.28099,start,-0.030583544887693145,425.85804,start,-0.0730227683381901,0.39746,start,-0.008432292186408528,1.15685,start,-0.04618796738314903,223.4211,start,0.08715450218038064,1714.3304,start,0.0945871794527991,4134.012,start,0.12860026945457964,13435.539,start,0.03324866186784791,1384.91745,start,-0.009419352673538507,20.50348,start,0.05348807217172332,1.56998,start,0.02609718636645863,5.37299,start,0.011355893281331677,6.14461,start,0.0012122851411969834,0.53214,start,0.015011349114006013,4.47823,start,0.027411528534556986,0.19454,start,0.04154620409037364,40.55392,start,-0.013622610303059767
2009-02-07,Saturday,116.28099,,,425.85804,,,0.39746,,,1.15685,,,223.4211,,,1714.3304,,,4134.012,,,13435.539,,,1384.91745,,,20.50348,,,1.56998,,,5.37299,,,6.14461,,,0.53214,,,4.47823,,,0.19454,,,40.55392,,
2009-02-08,Sunday,116.28099,,,425.85804,,,0.39746,,,1.15685,,,223.4211,,,1714.3304,,,4134.012,,,13435.539,,,1384.91745,,,20.50348,,,1.56998,,,5.37299,,,6.14461,,,0.53214,,,4.47823,,,0.19454,,,40.55392,,
2009-02-09,Monday,113.76995,,,445.30054,,,0.39374,,,1.14298,,,223.50142,,,1676.489,,,4153.516,,,13342.3,,,1343.54971,,,19.85924,,,1.57865,,,5.42062,,,6.10867,,,0.52995,,,4.45353,,,0.19563,,,40.86867,,
2009-02-10,Tuesday,107.53334,,,434.7752,,,0.39107,,,1.09532,,,210.33464,,,1616.2647,,,4026.2205,,,12477.24,,,1369.9436,,,20.23777,,,1.57736,,,5.19543,,,6.07079,,,0.49604,,,4.39932,,,0.19407,,,40.04781,,
2009-02-11,Wednesday,103.43943,,,421.60398,,,0.40122,,,1.1135,,,210.87875,,,1626.7011,,,4016.2449,,,12081.2455,,,1422.45417,,,20.94351,,,1.57718,,,5.17459,,,5.96766,,,0.48632,,,4.35023,,,0.19446,,,39.32589,,
2009-02-12,Thursday,98.06786,,,419.73715,,,0.39868,,,1.12115,,,209.26695,,,1602.0768,,,3976.0845,,,11980.647,,,1433.47236,,,20.9857,,,1.57972,,,5.0253,,,5.94757,,,0.47915,,,4.31985,,,0.19411,,,39.10762,,
2009-02-13,Friday,107.74422,start,-0.0734150096245311,412.73026,start,-0.030826657634548896,0.3804,start,-0.04292255824485474,1.09745,start,-0.05134632839175338,206.74591,start,-0.07463569913495183,1595.6676,start,-0.06921816237990067,3974.684,start,-0.03854076862863473,11964.61,start,-0.10948046073923792,1416.17943,start,0.022573172141054323,21.06436,start,0.027355356261473708,1.56327,start,-0.004273939795411403,5.01048,start,-0.06746895117988298,5.87098,start,-0.04453171153254638,0.4663,start,-0.12372683880181899,4.24173,start,-0.05281104364894174,0.1951,start,0.0028785853808985552,38.68808,start,-0.046008869179600856
2009-02-14,Saturday,107.74422,,,412.73026,,,0.3804,,,1.09745,,,206.74591,,,1595.6676,,,3974.684,,,11964.61,,,1416.17943,,,21.06436,,,1.56327,,,5.01048,,,5.87098,,,0.4663,,,4.24173,,,0.1951,,,38.68808,,
2009-02-15,Sunday,107.74422,,,412.73026,,,0.3804,,,1.09745,,,206.74591,,,1595.6676,,,3974.684,,,11964.61,,,1416.17943,,,21.06436,,,1.56327,,,5.01048,,,5.87098,,,0.4663,,,4.24173,,,0.1951,,,38.68808,,
2009-02-16,Monday,107.74422,,,401.44773,,,0.3804,,,1.09745,,,206.74591,,,1567.05,,,3871.125,,,11967.9375,,,1416.17943,,,21.06436,,,1.56327,,,5.01048,,,5.87098,,,0.4663,,,4.24173,,,0.1951,,,38.68808,,
2009-02-17,Tuesday,101.65812,,,385.85537,,,0.35523,,,1.01478,,,197.75969,,,1561.553,,,3739.5085,,,11623.59,,,1473.4071,,,21.94555,,,1.53339,,,4.98626,,,5.71924,,,0.46709,,,4.0616,,,0.19351,,,37.73488,,
2009-02-18,Wednesday,101.14209,,,373.28189,,,0.34164,,,0.98475,,,199.0372,,,1574.6096,,,3812.771,,,11432.42,,,1495.41176,,,22.46994,,,1.51551,,,4.94117,,,5.74116,,,0.47276,,,4.00718,,,0.18991,,,37.53047,,
2009-02-19,Thursday,114.93931,,,377.58474,,,0.35113,,,1.03061,,,191.94356,,,1585.575,,,3864.105,,,11627.55,,,1487.61985,,,21.8355,,,1.54348,,,4.9637,,,5.78671,,,0.46607,,,3.97974,,,0.19148,,,38.04064,,
2009-02-20,Friday,111.94829,start,0.03901898403459603,366.07051,start,-0.11305143945588088,0.33916,start,-0.10841219768664563,1.01112,start,-0.07866417604446674,186.19471,start,-0.09940317561783941,1513.539,start,-0.051469742194426966,3653.37,start,-0.08084013722851938,11018.1,start,-0.07910913937019261,1507.66273,start,0.06459866459153421,22.42098,start,0.0644035707707236,1.50033,start,-0.040261759005162254,4.84493,start,-0.0330407465951367,5.66576,start,-0.03495498196212568,0.4561,start,-0.021874329830581143,3.83218,start,-0.09655258585529948,0.18717,start,-0.04064582265504866,37.54644,start,-0.029508830626901166
2009-02-21,Saturday,111.94829,,,366.07051,,,0.33916,,,1.01112,,,186.19471,,,1513.539,,,3653.37,,,11018.1,,,1507.66273,,,22.42098,,,1.50033,,,4.84493,,,5.66576,,,0.4561,,,3.83218,,,0.18717,,,37.54644,,
2009-02-22,Sunday,111.94829,,,366.07051,,,0.33916,,,1.01112,,,186.19471,,,1513.539,,,3653.37,,,11018.1,,,1507.66273,,,22.42098,,,1.50033,,,4.84493,,,5.66576,,,0.4561,,,3.83218,,,0.18717,,,37.54644,,
2009-02-23,Monday,107.9744,,,379.29651,,,0.33073,,,0.99749,,,191.26165,,,1500.3912,,,3763.7919,,,11072.3745,,,1503.41342,,,22.45741,,,1.51596,,,4.95157,,,5.71504,,,0.45613,,,3.89478,,,0.18755,,,37.07606,,
2009-02-24,Tuesday,112.32102,,,376.77728,,,0.34377,,,1.02603,,,197.88644,,,1549.2153,,,3829.3245,,,11423.86,,,1465.88974,,,21.76521,,,1.54276,,,4.96154,,,5.75962,,,0.45509,,,3.93429,,,0.1899,,,37.44674,,
2009-02-25,Wednesday,119.51179,,,380.98384,,,0.37026,,,1.05153,,,190.18275,,,1566.2066,,,3976.742,,,11749.465,,,1461.52674,,,21.58784,,,1.53438,,,4.94395,,,5.91661,,,0.453,,,3.92258,,,0.19517,,,38.15353,,
2009-02-26,Thursday,127.16054,,,404.74793,,,0.41269,,,1.09945,,,192.44852,,,1590.6968,,,4081.7,,,11726.141,,,1425.8281,,,20.13675,,,1.55201,,,4.95709,,,5.88879,,,0.46007,,,3.87132,,,0.20287,,,37.38796,,
2009-02-27,Friday,125.75907,start,0.12336749404568836,390.50827,start,0.06675697531603944,0.40609,start,0.19734048826512557,1.07457,start,0.06275219558509376,197.99022,start,0.06335040345668257,1563.6984,start,0.03314047408094539,4018.7748,start,0.10001855820790127,11652.0,start,0.05753260544013937,1424.45433,start,-0.055190327613921966,20.32882,start,-0.09331260274974598,1.55248,start,0.03475901968233665,4.89813,start,0.01098055080259165,5.70112,start,0.006240998559769691,0.4495,start,-0.014470510852883128,3.88359,start,0.013415340615524253,0.19929,start,0.06475396698188808,37.10686,start,-0.011707634598646354
2009-02-28,Saturday,125.75907,,,390.50827,,,0.40609,,,1.07457,,,197.99022,,,1563.6984,,,4018.7748,,,11652.0,,,1424.45433,,,20.32882,,,1.55248,,,4.89813,,,5.70112,,,0.4495,,,3.88359,,,0.19929,,,37.10686,,
2009-03-01,Sunday,125.75907,,,390.50827,,,0.40609,,,1.07457,,,197.99022,,,1563.6984,,,4018.7748,,,11652.0,,,1424.45433,,,20.32882,,,1.55248,,,4.89813,,,5.70112,,,0.4495,,,3.88359,,,0.19929,,,37.10686,,
2009-03-02,Monday,113.84258,,,373.19149,,,0.38405,,,0.98493,,,197.61894,,,1549.8362,,,3980.4215,,,11229.845,,,1433.72197,,,20.45291,,,1.53073,,,4.66923,,,5.61324,,,0.43506,,,3.7934,,,0.18676,,,36.3346,,
2009-03-03,Tuesday,117.85469,,,367.59636,,,0.39316,,,1.00717,,,203.39046,,,1543.73925,,,4153.0165,,,11324.275,,,1390.61171,,,19.85676,,,1.53261,,,4.69496,,,5.60578,,,0.43658,,,3.82827,,,0.18551,,,35.95588,,
2009-03-04,Wednesday,128.45303,,,389.09787,,,0.41184,,,1.03732,,,206.21566,,,1596.504,,,4396.2555,,,11768.3475,,,1380.57948,,,20.17598,,,1.54087,,,4.79358,,,5.81568,,,0.43924,,,3.89688,,,0.1939,,,37.49145,,
2009-03-05,Thursday,123.51647,,,372.77891,,,0.39153,,,0.99119,,,194.35768,,,1551.6466,,,4328.401,,,11540.445,,,1413.54963,,,20.50845,,,1.52813,,,4.79644,,,5.73911,,,0.43343,,,3.82512,,,0.18773,,,36.93998,,
2009-03-06,Friday,126.5553,start,0.006331392240734672,364.67405,start,-0.06615537233052698,0.39004,start,-0.03952325839099709,1.03136,start,-0.040211433410573504,184.1099,start,-0.07010608907854127,1510.43,start,-0.03406564846520271,4289.16,start,0.06728050549137506,11357.05,start,-0.025313250944044005,1409.83897,start,-0.010260321929731513,20.45814,start,0.0063614120248986356,1.4741,start,-0.05048696279501193,4.64327,start,-0.052032102047107745,5.68071,start,-0.003579998316120348,0.42597,start,-0.052347052280311446,3.82089,start,-0.016144855661900454,0.18356,start,-0.07893020221787342,37.10559,start,-3.422547744535932e-05
2009-03-07,Saturday,126.5553,,,364.67405,,,0.39004,,,1.03136,,,184.1099,,,1510.43,,,4289.16,,,11357.05,,,1409.83897,,,20.45814,,,1.4741,,,4.64327,,,5.68071,,,0.42597,,,3.82089,,,0.18356,,,37.10559,,
2009-03-08,Sunday,126.5553,,,364.67405,,,0.39004,,,1.03136,,,184.1099,,,1510.43,,,4289.16,,,11357.05,,,1409.83897,,,20.45814,,,1.4741,,,4.64327,,,5.68071,,,0.42597,,,3.82089,,,0.18356,,,37.10559,,
2009-03-09,Monday,131.52292,,,384.09286,,,0.39286,,,1.02474,,,181.28372,,,1505.2812,,,4184.4268,,,11211.39,,,1379.80548,,,19.955,,,1.49499,,,4.62745,,,5.77246,,,0.42553,,,3.83125,,,0.18029,,,37.02689,,
2009-03-10,Tuesday,127.49135,,,385.4028,,,0.38101,,,1.00883,,,179.78472,,,1529.1574,,,4302.924,,,11491.8145,,,1344.14762,,,19.30311,,,1.48645,,,4.60385,,,5.91965,,,0.43116,,,3.87736,,,0.18141,,,37.63082,,
2009-03-11,Wednesday,118.03346,,,365.43682,,,0.36741,,,0.95337,,,177.77221,,,1548.4196,,,4150.3196,,,11332.72,,,1365.99816,,,19.69822,,,1.48024,,,4.65044,,,5.74475,,,0.43125,,,3.81006,,,0.18453,,,35.89095,,
2009-03-12,Thursday,134.66582,,,370.98326,,,0.40578,,,1.05962,,,192.0221,,,1591.25,,,4251.25,,,11227.8125,,,1423.22081,,,20.45397,,,1.54491,,,4.93165,,,6.23507,,,0.45355,,,4.0033,,,0.19364,,,38.07083,,
2009-03-13,Friday,132.46582,start,0.0467030618235665,392.99395,start,0.07765811688547611,0.40806,start,0.046200389703620094,1.03466,start,0.003199658703071535,189.04172,start,0.026787369935022436,1599.9666,start,0.05927888084850003,4359.226,start,0.016335599511326182,11402.88,start,0.004035378905613687,1432.97846,start,0.016412860257366855,20.88909,start,0.02106496485017696,1.55911,start,0.057669086222101644,4.91504,start,0.05852987226674306,6.28926,start,0.1071256937953177,0.45366,start,0.06500457778716809,3.97934,start,0.04146939587373628,0.19058,start,0.038243626062322934,37.59085,start,0.013077813881951582
2009-03-14,Saturday,132.46582,,,392.99395,,,0.40806,,,1.03466,,,189.04172,,,1599.9666,,,4359.226,,,11402.88,,,1432.97846,,,20.88909,,,1.55911,,,4.91504,,,6.28926,,,0.45366,,,3.97934,,,0.19058,,,37.59085,,
2009-03-15,Sunday,132.46582,,,392.99395,,,0.40806,,,1.03466,,,189.04172,,,1599.9666,,,4359.226,,,11402.88,,,1432.97846,,,20.88909,,,1.55911,,,4.91504,,,6.28926,,,0.45366,,,3.97934,,,0.19058,,,37.59085,,
2009-03-16,Monday,135.34234,,,383.40053,,,0.41157,,,1.04619,,,184.72534,,,1609.7732,,,4540.082,,,11966.613,,,1417.62884,,,20.33419,,,1.55229,,,4.93183,,,6.32502,,,0.45507,,,4.12762,,,0.19182,,,39.39697,,
2009-03-17,Tuesday,140.40925,,,401.69967,,,0.42825,,,1.09857,,,182.76321,,,1626.3185,,,4501.1,,,11963.45,,,1408.56329,,,19.97196,,,1.54835,,,4.95034,,,6.30407,,,0.45261,,,4.13354,,,0.19344,,,39.9638,,
2009-03-18,Wednesday,135.33688,,,397.61732,,,0.40432,,,1.07225,,,173.85282,,,1607.7761,,,4379.1204,,,11513.2625,,,1344.55511,,,18.51794,,,1.51048,,,4.95582,,,6.16933,,,0.43376,,,4.07754,,,0.19229,,,37.73433,,
2009-03-19,Thursday,140.01474,,,408.28092,,,0.41063,,,1.11028,,,190.08349,,,1646.0213,,,4499.2749,,,11256.6255,,,1399.21949,,,20.24309,,,1.47856,,,4.90919,,,6.07994,,,0.43011,,,4.04451,,,0.19089,,,38.14865,,
2009-03-20,Friday,138.84274,start,0.04814011644664249,416.87794,start,0.06077444703665296,0.41722,start,0.022447679262853508,1.13508,start,0.09705603773220206,192.94194,start,0.020631530436773377,1645.3143,start,0.02834290415812432,4460.0535,start,0.023129679443093874,11248.8075,start,-0.013511718092271287,1398.64989,start,-0.02395609631145476,20.77011,start,-0.005695796226642737,1.48984,start,-0.044429193578387635,4.92265,start,0.001548308864220774,6.09399,start,-0.031048167828965544,0.44328,start,-0.022880571352995635,4.10342,start,0.031181050123889827,0.19021,start,-0.0019414419141568328,37.89249,start,0.008024293145805403
2009-03-21,Saturday,138.84274,,,416.87794,,,0.41722,,,1.13508,,,192.94194,,,1645.3143,,,4460.0535,,,11248.8075,,,1398.64989,,,20.77011,,,1.48984,,,4.92265,,,6.09399,,,0.44328,,,4.10342,,,0.19021,,,37.89249,,
2009-03-22,Sunday,138.84274,,,416.87794,,,0.41722,,,1.13508,,,192.94194,,,1645.3143,,,4460.0535,,,11248.8075,,,1398.64989,,,20.77011,,,1.48984,,,4.92265,,,6.09399,,,0.44328,,,4.10342,,,0.19021,,,37.89249,,
2009-03-23,Monday,142.93415,,,445.62678,,,0.42457,,,1.20232,,,195.28756,,,1623.602,,,4561.816,,,11067.46,,,1388.17242,,,20.74693,,,1.49749,,,4.95963,,,6.05652,,,0.45118,,,4.10354,,,0.18769,,,37.68611,,
2009-03-24,Tuesday,144.22924,,,448.88404,,,0.43115,,,1.23293,,,198.82404,,,1595.56,,,4491.75,,,11017.5,,,1354.01382,,,20.08614,,,1.49726,,,4.95604,,,6.06407,,,0.4465,,,4.17658,,,0.18299,,,36.91745,,
2009-03-25,Wednesday,139.82335,,,442.7733,,,0.4254,,,1.19422,,,196.35367,,,1587.8902,,,4443.179,,,10757.76,,,1360.19244,,,20.03835,,,1.47047,,,4.91271,,,5.89144,,,0.44548,,,4.07331,,,0.17896,,,34.76272,,
