,weekday,CL1_Comdty_PX-LAST-CHF,CL1_Comdty_start,CL1_Comdty_signal,CL1_Comdty_signal_calculation,CL1_Comdty_vola,CL1_Comdty_vola_calculation,QS1_Comdty_PX-LAST-CHF,QS1_Comdty_start,QS1_Comdty_signal,QS1_Comdty_signal_calculation,QS1_Comdty_vola,QS1_Comdty_vola_calculation,XB1_Comdty_PX-LAST-CHF,XB1_Comdty_start,XB1_Comdty_signal,XB1_Comdty_signal_calculation,XB1_Comdty_vola,XB1_Comdty_vola_calculation,HO1_Comdty_PX-LAST-CHF,HO1_Comdty_start,HO1_Comdty_signal,HO1_Comdty_signal_calculation,HO1_Comdty_vola,HO1_Comdty_vola_calculation,NG1_Comdty_PX-LAST-CHF,NG1_Comdty_start,NG1_Comdty_signal,NG1_Comdty_signal_calculation,NG1_Comdty_vola,NG1_Comdty_vola_calculation,LMAHDS03 LME_Comdty_PX-LAST-CHF,LMAHDS03 LME_Comdty_start,LMAHDS03 LME_Comdty_signal,LMAHDS03 LME_Comdty_signal_calculation,LMAHDS03 LME_Comdty_vola,LMAHDS03 LME_Comdty_vola_calculation,LMCADS03_Comdty_PX-LAST-CHF,LMCADS03_Comdty_start,LMCADS03_Comdty_signal,LMCADS03_Comdty_signal_calculation,LMCADS03_Comdty_vola,LMCADS03_Comdty_vola_calculation,LMNIDS03_Comdty_PX-LAST-CHF,LMNIDS03_Comdty_start,LMNIDS03_Comdty_signal,LMNIDS03_Comdty_signal_calculation,LMNIDS03_Comdty_vola,LMNIDS03_Comdty_vola_calculation,GC1_Comdty_PX-LAST-CHF,GC1_Comdty_start,GC1_Comdty_signal,GC1_Comdty_signal_calculation,GC1_Comdty_vola,GC1_Comdty_vola_calculation,SI1_Comdty_PX-LAST-CHF,SI1_Comdty_start,SI1_Comdty_signal,SI1_Comdty_signal_calculation,SI1_Comdty_vola,SI1_Comdty_vola_calculation,LC1_Comdty_PX-LAST-CHF,LC1_Comdty_start,LC1_Comdty_signal,LC1_Comdty_signal_calculation,LC1_Comdty_vola,LC1_Comdty_vola_calculation,KC1_Comdty_PX-LAST-CHF,KC1_Comdty_start,KC1_Comdty_signal,KC1_Comdty_signal_calculation,KC1_Comdty_vola,KC1_Comdty_vola_calculation,C 1_Comdty_PX-LAST-CHF,C 1_Comdty_start,C 1_Comdty_signal,C 1_Comdty_signal_calculation,C 1_Comdty_vola,C 1_Comdty_vola_calculation,CT1_Comdty_PX-LAST-CHF,CT1_Comdty_start,CT1_Comdty_signal,CT1_Comdty_signal_calculation,CT1_Comdty_vola,CT1_Comdty_vola_calculation,S 1_Comdty_PX-LAST-CHF,S 1_Comdty_start,S 1_Comdty_signal,S 1_Comdty_signal_calculation,S 1_Comdty_vola,S 1_Comdty_vola_calculation,SB1_Comdty_PX-LAST-CHF,SB1_Comdty_start,SB1_Comdty_signal,SB1_Comdty_signal_calculation,SB1_Comdty_vola,SB1_Comdty_vola_calculation,W 1_Comdty_PX-LAST-CHF,W 1_Comdty_start,W 1_Comdty_signal,W 1_Comdty_signal_calculation,W 1_Comdty_vola,W 1_Comdty_vola_calculation
2004-08-21,Saturday,277.74266,,,,,,471.82593,,,,,,,excluded,,,,,2.16046,,,,,,1360.25627,,,,,,2170.16865,,,,,,3461.5035,,,,,,17088.435,,,,,,817.8369,,,,,,13.95644,,,,,,2.37777,,,,,,6.26007,,,,,,10.31555,,,,,,1.13381,,,,,,4.16807,,,,,,0.2525,,,,,,47.91809,,,,,
2004-08-22,Sunday,277.74266,,,,,,471.82593,,,,,,,excluded,,,,,2.16046,,,,,,1360.25627,,,,,,2170.16865,,,,,,3461.5035,,,,,,17088.435,,,,,,817.8369,,,,,,13.95644,,,,,,2.37777,,,,,,6.26007,,,,,,10.31555,,,,,,1.13381,,,,,,4.16807,,,,,,0.2525,,,,,,47.91809,,,,,
2004-08-23,Monday,276.82107,,,,,,468.44947,,,,,,,excluded,,,,,2.15815,,,,,,1315.51426,,,,,,2163.4231,,,,,,3434.3867,,,,,,16899.765,,,,,,821.58941,,,,,,13.85574,,,,,,2.39182,,,,,,6.62313,,,,,,10.56623,,,,,,1.14197,,,,,,4.41488,,,,,,0.25664,,,,,,49.85167,,,,,
2004-08-24,Tuesday,273.57494,,,,,,461.64618,,,,,,,excluded,,,,,2.13437,,,,,,1331.22631,,,,,,2180.3273,,,,,,3485.84765,,,,,,17145.7065,,,,,,811.35692,,,,,,13.60028,,,,,,2.35509,,,,,,6.63985,,,,,,10.54553,,,,,,1.1575,,,,,,4.42277,,,,,,0.25402,,,,,,48.69731,,,,,
2004-08-25,Wednesday,262.92199,,,,,,454.82411,,,,,,,excluded,,,,,2.04345,,,,,,1320.62874,,,,,,2155.1004,,,,,,3446.6322,,,,,,17131.265,,,,,,821.02415,,,,,,13.66828,,,,,,2.34277,,,,,,6.66848,,,,,,10.34768,,,,,,1.14083,,,,,,4.44386,,,,,,0.2549,,,,,,47.81497,,,,,
2004-08-26,Thursday,260.76596,,,,,,434.54599,,,,,,,excluded,,,,,2.03873,,,,,,1293.86459,,,,,,2167.2441,,,,,,3482.1153,,,,,,16181.07,,,,,,820.27675,,,,,,13.80697,,,,,,2.32948,,,,,,6.75679,,,,,,10.22609,,,,,,1.0994,,,,,,4.3989,,,,,,0.25265,,,,,,47.79091,,,,,
2004-08-27,Friday,263.32095,start,25.942861880903397,"2003-08-27,2004-08-26",0.02016307267385179,"2003-08-27,2004-08-26",434.96382,start,28.533492018638082,"2003-08-27,2004-08-26",0.020752015604338904,"2003-08-27,2004-08-26",,excluded,,"2003-08-27,2004-08-26",,"2003-08-27,2004-08-26",2.0648,start,9.685654032850215,"2003-08-27,2004-08-26",0.022646969341746464,"2003-08-27,2004-08-26",1277.22958,start,-7.542297413262721,"2003-08-27,2004-08-26",0.030181712647962145,"2003-08-27,2004-08-26",2184.4242,start,6.021373902172722,"2003-08-27,2004-08-26",0.012093142255362802,"2003-08-27,2004-08-26",3549.5288,start,26.02907419549807,"2003-08-27,2004-08-26",0.015763069585450425,"2003-08-27,2004-08-26",16277.235,start,9.25203140842982,"2003-08-27,2004-08-26",0.025559174182462962,"2003-08-27,2004-08-26",818.26826,start,-4.064922350763587,"2003-08-27,2004-08-26",0.007452529327592357,"2003-08-27,2004-08-26",13.72886,start,8.296616705093475,"2003-08-27,2004-08-26",0.01834281776799844,"2003-08-27,2004-08-26",2.34229,start,3.0922566086969647,"2003-08-27,2004-08-26",0.016568193369208707,"2003-08-27,2004-08-26",6.7326,start,-5.864783185718124,"2003-08-27,2004-08-26",0.020048415311124897,"2003-08-27,2004-08-26",10.07836,start,-11.967981771751349,"2003-08-27,2004-08-26",0.017080476919072073,"2003-08-27,2004-08-26",1.09666,start,-16.34835607769223,"2003-08-27,2004-08-26",0.0217737469819096,"2003-08-27,2004-08-26",4.31695,start,6.629426646859381,"2003-08-27,2004-08-26",0.021258199649490904,"2003-08-27,2004-08-26",0.25667,start,-6.349806119405447,"2003-08-27,2004-08-26",0.019056231396565548,"2003-08-27,2004-08-26",47.50018,start,-16.37684382102297,"2003-08-27,2004-08-26",0.02040288688616394,"2003-08-27,2004-08-26"
2004-08-28,Saturday,263.32095,,,,,,434.96382,,,,,,,excluded,,,,,2.0648,,,,,,1277.22958,,,,,,2184.4242,,,,,,3549.5288,,,,,,16277.235,,,,,,818.26826,,,,,,13.72886,,,,,,2.34229,,,,,,6.7326,,,,,,10.07836,,,,,,1.09666,,,,,,4.31695,,,,,,0.25667,,,,,,47.50018,,,,,
2004-08-29,Sunday,263.32095,,,,,,434.96382,,,,,,,excluded,,,,,2.0648,,,,,,1277.22958,,,,,,2184.4242,,,,,,3549.5288,,,,,,16277.235,,,,,,818.26826,,,,,,13.72886,,,,,,2.34229,,,,,,6.7326,,,,,,10.07836,,,,,,1.09666,,,,,,4.31695,,,,,,0.25667,,,,,,47.50018,,,,,
2004-08-30,Monday,256.42715,,,,,,434.96382,,,,,,,excluded,,,,,2.00676,,,,,,1281.28357,,,,,,2184.4242,,,,,,3549.5288,,,,,,16277.235,,,,,,823.07871,,,,,,13.90127,,,,,,2.37381,,,,,,6.55944,,,,,,10.29699,,,,,,1.159,,,,,,4.47178,,,,,,0.2576,,,,,,47.54192,,,,,
2004-08-31,Tuesday,253.0566,,,,,,420.47676,,,,,,,excluded,,,,,1.9721,,,,,,1230.4452,,,,,,2147.0444,,,,,,3522.3168,,,,,,15688.48,,,,,,820.33652,,,,,,13.90333,,,,,,2.35777,,,,,,6.54287,,,,,,10.30864,,,,,,1.21352,,,,,,4.47796,,,,,,0.26376,,,,,,48.06321,,,,,
2004-09-01,Wednesday,263.32781,,,,,,439.93923,,,,,,,excluded,,,,,2.06855,,,,,,1199.34967,,,,,,2141.87985,,,,,,3496.0722,,,,,,16037.3175,,,,,,813.97751,,,,,,13.88608,,,,,,2.30494,,,,,,6.63872,,,,,,10.48467,,,,,,1.19983,,,,,,4.53173,,,,,,0.26866,,,,,,48.98962,,,,,
2004-09-02,Thursday,264.20996,,,,,,457.77767,,,,,,,excluded,,,,,2.0751,,,,,,1153.80484,,,,,,2129.0808,,,,,,3449.9696,,,,,,15690.29,,,,,,810.01273,,,,,,13.87288,,,,,,2.30117,,,,,,6.67888,,,,,,10.22417,,,,,,1.21572,,,,,,4.48015,,,,,,0.27018,,,,,,47.93488,,,,,
2004-09-03,Friday,265.08533,start,31.61444305675095,"2003-09-03,2004-09-02",0.01999990050297278,"2003-09-03,2004-09-02",448.6592,start,35.68814721431427,"2003-09-03,2004-09-02",0.020994522058471795,"2003-09-03,2004-09-02",,excluded,,"2003-09-03,2004-09-02",,"2003-09-03,2004-09-02",2.07296,start,13.370877875111038,"2003-09-03,2004-09-02",0.022619942233994203,"2003-09-03,2004-09-02",1137.09269,start,-9.391527629240237,"2003-09-03,2004-09-02",0.030231562489034962,"2003-09-03,2004-09-02",2100.195,start,3.436321879526592,"2003-09-03,2004-09-02",0.012129827261646424,"2003-09-03,2004-09-02",3427.569,start,22.04699229786142,"2003-09-03,2004-09-02",0.015781471027349964,"2003-09-03,2004-09-02",15545.25,start,4.6396716898374395,"2003-09-03,2004-09-02",0.02557239644284394,"2003-09-03,2004-09-02",802.97628,start,-6.065768100998259,"2003-09-03,2004-09-02",0.00746370595201007,"2003-09-03,2004-09-02",13.49062,start,9.528563648207017,"2003-09-03,2004-09-02",0.018296274157623908,"2003-09-03,2004-09-02",2.31107,start,0.42010944524305727,"2003-09-03,2004-09-02",0.016603358851812473,"2003-09-03,2004-09-02",6.52636,start,-6.9937382974097515,"2003-09-03,2004-09-02",0.02010841636380542,"2003-09-03,2004-09-02",10.04605,start,-13.2865506112735,"2003-09-03,2004-09-02",0.01720657492482802,"2003-09-03,2004-09-02",1.15382,start,-13.750721797890234,"2003-09-03,2004-09-02",0.022273308844560625,"2003-09-03,2004-09-02",4.384,start,7.551485687050836,"2003-09-03,2004-09-02",0.021366205962045106,"2003-09-03,2004-09-02",0.26919,start,0.2812949307746289,"2003-09-03,2004-09-02",0.019048828573556532,"2003-09-03,2004-09-02",47.64744,start,-16.063264149996762,"2003-09-03,2004-09-02",0.020448180913026914,"2003-09-03,2004-09-02"
2004-09-04,Saturday,265.08533,,,,,,448.6592,,,,,,,excluded,,,,,2.07296,,,,,,1137.09269,,,,,,2100.195,,,,,,3427.569,,,,,,15545.25,,,,,,802.97628,,,,,,13.49062,,,,,,2.31107,,,,,,6.52636,,,,,,10.04605,,,,,,1.15382,,,,,,4.384,,,,,,0.26919,,,,,,47.64744,,,,,
2004-09-05,Sunday,265.08533,,,,,,448.6592,,,,,,,excluded,,,,,2.07296,,,,,,1137.09269,,,,,,2100.195,,,,,,3427.569,,,,,,15545.25,,,,,,802.97628,,,,,,13.49062,,,,,,2.31107,,,,,,6.52636,,,,,,10.04605,,,,,,1.15382,,,,,,4.384,,,,,,0.26919,,,,,,47.64744,,,,,
2004-09-06,Monday,265.08533,,,,,,448.02695,,,,,,,excluded,,,,,2.07296,,,,,,1137.09269,,,,,,2110.4666,,,,,,3459.8438,,,,,,15533.085,,,,,,802.97628,,,,,,13.49062,,,,,,2.31107,,,,,,6.52636,,,,,,10.04605,,,,,,1.15382,,,,,,4.384,,,,,,0.26919,,,,,,47.64744,,,,,
2004-09-07,Tuesday,261.19329,,,,,,447.2167,,,,,,,excluded,,,,,2.05115,,,,,,1165.98205,,,,,,2128.52,,,,,,3498.215,,,,,,15716.25,,,,,,797.39661,,,,,,12.77395,,,,,,2.30311,,,,,,6.40938,,,,,,9.85811,,,,,,1.1819,,,,,,4.18143,,,,,,0.26145,,,,,,47.4234,,,,,
2004-09-08,Wednesday,256.23063,,,,,,449.01653,,,,,,,excluded,,,,,2.03338,,,,,,1119.82225,,,,,,2108.1336,,,,,,3450.476,,,,,,15328.44,,,,,,796.104,,,,,,12.64265,,,,,,2.30246,,,,,,6.40293,,,,,,9.80371,,,,,,1.19207,,,,,,4.15377,,,,,,0.26071,,,,,,47.48097,,,,,
2004-09-09,Thursday,267.67755,,,,,,467.15269,,,,,,,excluded,,,,,2.15376,,,,,,1128.13671,,,,,,2112.7392,,,,,,3476.1636,,,,,,15156.882,,,,,,795.37214,,,,,,12.61377,,,,,,2.29776,,,,,,6.66061,,,,,,9.80843,,,,,,1.18383,,,,,,4.14966,,,,,,0.25552,,,,,,47.6306,,,,,
2004-09-10,Friday,255.2302,start,34.32681050727805,"2003-09-10,2004-09-09",0.02013853119694934,"2003-09-10,2004-09-09",459.97921,start,40.09704317060536,"2003-09-10,2004-09-09",0.021059250480554455,"2003-09-10,2004-09-09",,excluded,,"2003-09-10,2004-09-09",,"2003-09-10,2004-09-09",2.02878,start,16.746742617998056,"2003-09-10,2004-09-09",0.022834085297830972,"2003-09-10,2004-09-09",1099.72867,start,-10.869573897004683,"2003-09-10,2004-09-09",0.03005119331365385,"2003-09-10,2004-09-09",2140.6275,start,8.755389932293502,"2003-09-10,2004-09-09",0.011929059936579844,"2003-09-10,2004-09-09",3500.96175,start,26.066232017625907,"2003-09-10,2004-09-09",0.01577740489767655,"2003-09-10,2004-09-09",15260.6025,start,5.027517586592069,"2003-09-10,2004-09-09",0.02552696095063522,"2003-09-10,2004-09-09",797.00945,start,-8.22973799461931,"2003-09-10,2004-09-09",0.007422995194644171,"2003-09-10,2004-09-09",12.48633,start,2.6164308054515626,"2003-09-10,2004-09-09",0.01859301986577139,"2003-09-10,2004-09-09",2.35006,start,0.009991527929587636,"2003-09-10,2004-09-09",0.016554606188592138,"2003-09-10,2004-09-09",6.6358,start,-10.97543862271142,"2003-09-10,2004-09-09",0.0199453008065605,"2003-09-10,2004-09-09",9.56269,start,-14.046974261987344,"2003-09-10,2004-09-09",0.01712386610534877,"2003-09-10,2004-09-09",1.14714,start,-15.590017663715772,"2003-09-10,2004-09-09",0.022298003216950843,"2003-09-10,2004-09-09",4.05222,start,3.060917436656811,"2003-09-10,2004-09-09",0.02155940836406816,"2003-09-10,2004-09-09",0.25584,start,-1.44590975267056,"2003-09-10,2004-09-09",0.018979484474880275,"2003-09-10,2004-09-09",49.28331,start,-14.533436309916908,"2003-09-10,2004-09-09",0.020277208544902274,"2003-09-10,2004-09-09"
2004-09-11,Saturday,255.2302,,,,,,459.97921,,,,,,,excluded,,,,,2.02878,,,,,,1099.72867,,,,,,2140.6275,,,,,,3500.96175,,,,,,15260.6025,,,,,,797.00945,,,,,,12.48633,,,,,,2.35006,,,,,,6.6358,,,,,,9.56269,,,,,,1.14714,,,,,,4.05222,,,,,,0.25584,,,,,,49.28331,,,,,
2004-09-12,Sunday,255.2302,,,,,,459.97921,,,,,,,excluded,,,,,2.02878,,,,,,1099.72867,,,,,,2140.6275,,,,,,3500.96175,,,,,,15260.6025,,,,,,797.00945,,,,,,12.48633,,,,,,2.35006,,,,,,6.6358,,,,,,9.56269,,,,,,1.14714,,,,,,4.05222,,,,,,0.25584,,,,,,49.28331,,,,,
2004-09-13,Monday,261.98732,,,,,,460.74859,,,,,,,excluded,,,,,2.10374,,,,,,1169.06026,,,,,,2137.92,,,,,,3503.6736,,,,,,15625.68,,,,,,802.70835,,,,,,12.60865,,,,,,2.35399,,,,,,6.92907,,,,,,9.50326,,,,,,1.18942,,,,,,4.0519,,,,,,0.25135,,,,,,49.77281,,,,,
2004-09-14,Tuesday,265.13487,,,,,,469.49404,,,,,,,excluded,,,,,2.14318,,,,,,1188.05055,,,,,,2139.5178,,,,,,3482.8482,,,,,,15879.725,,,,,,805.81314,,,,,,12.64109,,,,,,2.36544,,,,,,6.97049,,,,,,9.39701,,,,,,1.15373,,,,,,4.01351,,,,,,0.25303,,,,,,49.11451,,,,,
2004-09-15,Wednesday,262.98716,,,,,,474.95077,,,,,,,excluded,,,,,2.12741,,,,,,1174.99802,,,,,,2170.5264,,,,,,3516.3036,,,,,,16641.126,,,,,,812.73794,,,,,,12.91525,,,,,,2.39758,,,,,,6.97465,,,,,,9.51591,,,,,,1.17245,,,,,,4.06216,,,,,,0.25697,,,,,,50.44481,,,,,
2004-09-16,Thursday,264.33912,,,,,,459.34972,,,,,,,excluded,,,,,2.17144,,,,,,1147.43294,,,,,,2173.1118,,,,,,3581.2578,,,,,,16383.969,,,,,,810.73039,,,,,,12.92973,,,,,,2.41368,,,,,,7.08908,,,,,,9.40161,,,,,,1.10754,,,,,,3.98892,,,,,,0.25355,,,,,,50.5068,,,,,
2004-09-17,Friday,275.13832,start,40.59680576733815,"2003-09-17,2004-09-16",0.02021756418055224,"2003-09-17,2004-09-16",474.98814,start,45.759346668832976,"2003-09-17,2004-09-16",0.02096690571751008,"2003-09-17,2004-09-16",,excluded,,"2003-09-17,2004-09-16",,"2003-09-17,2004-09-16",2.22989,start,22.443420159533286,"2003-09-17,2004-09-16",0.023075114039294044,"2003-09-17,2004-09-16",1244.27077,start,-8.730943094788646,"2003-09-17,2004-09-16",0.030250119158923245,"2003-09-17,2004-09-16",2173.239,start,9.78619488021642,"2003-09-17,2004-09-16",0.011836626744850868,"2003-09-17,2004-09-16",3577.5835,start,27.853653711139064,"2003-09-17,2004-09-16",0.015719224774640505,"2003-09-17,2004-09-16",16235.7475,start,7.342052434071975,"2003-09-17,2004-09-16",0.025731387817077612,"2003-09-17,2004-09-16",814.40624,start,-4.003779718156136,"2003-09-17,2004-09-16",0.007355104205168257,"2003-09-17,2004-09-16",12.89166,start,3.981567380326581,"2003-09-17,2004-09-16",0.01850668174519332,"2003-09-17,2004-09-16",2.39078,start,4.018983096620543,"2003-09-17,2004-09-16",0.016540450016593607,"2003-09-17,2004-09-16",7.12909,start,-3.737941838832033,"2003-09-17,2004-09-16",0.01952409698455006,"2003-09-17,2004-09-16",9.3751,start,-12.297347305213238,"2003-09-17,2004-09-16",0.016972218731343837,"2003-09-17,2004-09-16",1.13765,start,-18.820521949525357,"2003-09-17,2004-09-16",0.022555276469649294,"2003-09-17,2004-09-16",3.96567,start,-0.2692259228198475,"2003-09-17,2004-09-16",0.021570206774545242,"2003-09-17,2004-09-16",0.25169,start,-0.08751047592137116,"2003-09-17,2004-09-16",0.018897607550811598,"2003-09-17,2004-09-16",49.85042,start,-11.338834392458862,"2003-09-17,2004-09-16",0.020408366049431463,"2003-09-17,2004-09-16"
2004-09-18,Saturday,275.13832,,,,,,474.98814,,,,,,,excluded,,,,,2.22989,,,,,,1244.27077,,,,,,2173.239,,,,,,3577.5835,,,,,,16235.7475,,,,,,814.40624,,,,,,12.89166,,,,,,2.39078,,,,,,7.12909,,,,,,9.3751,,,,,,1.13765,,,,,,3.96567,,,,,,0.25169,,,,,,49.85042,,,,,
2004-09-19,Sunday,275.13832,,,,,,474.98814,,,,,,,excluded,,,,,2.22989,,,,,,1244.27077,,,,,,2173.239,,,,,,3577.5835,,,,,,16235.7475,,,,,,814.40624,,,,,,12.89166,,,,,,2.39078,,,,,,7.12909,,,,,,9.3751,,,,,,1.13765,,,,,,3.96567,,,,,,0.25169,,,,,,49.85042,,,,,
2004-09-20,Monday,280.36326,,,,,,483.03742,,,,,,,excluded,,,,,2.23816,,,,,,1281.53493,,,,,,2232.9714,,,,,,3629.0562,,,,,,16973.385,,,,,,815.05859,,,,,,12.90464,,,,,,2.41165,,,,,,7.23156,,,,,,9.28736,,,,,,1.12071,,,,,,3.90823,,,,,,0.24528,,,,,,49.28949,,,,,
2004-09-21,Tuesday,281.50023,,,,,,490.14037,,,,,,,excluded,,,,,2.27609,,,,,,1352.846,,,,,,2267.9972,,,,,,3648.6814,,,,,,16833.775,,,,,,811.29073,,,,,,12.93947,,,,,,2.37318,,,,,,7.32009,,,,,,9.17654,,,,,,1.12641,,,,,,3.85095,,,,,,0.24925,,,,,,49.59017,,,,,
2004-09-22,Wednesday,291.8585,,,,,,507.06648,,,,,,,excluded,,,,,2.35493,,,,,,1361.58022,,,,,,2284.22,,,,,,3678.73,,,,,,17857.3,,,,,,811.29183,,,,,,12.9785,,,,,,2.35736,,,,,,7.51066,,,,,,9.0932,,,,,,1.15645,,,,,,3.83287,,,,,,0.25552,,,,,,48.38727,,,,,
2004-09-23,Thursday,291.10857,,,,,,505.21271,,,,,,,excluded,,,,,2.35837,,,,,,1339.35225,,,,,,2278.2026,,,,,,3682.2988,,,,,,18398.935,,,,,,814.50472,,,,,,13.10824,,,,,,2.35219,,,,,,7.25071,,,,,,8.94165,,,,,,1.14453,,,,,,3.8108,,,,,,0.25822,,,,,,48.07947,,,,,
2004-09-24,Friday,295.45524,start,48.06931093955602,"2003-09-24,2004-09-23",0.020281283846661047,"2003-09-24,2004-09-23",507.74954,start,52.06311618166565,"2003-09-24,2004-09-23",0.020854439551583226,"2003-09-24,2004-09-23",,excluded,,"2003-09-24,2004-09-23",,"2003-09-24,2004-09-23",2.38178,start,26.412679057926454,"2003-09-24,2004-09-23",0.02294164128690345,"2003-09-24,2004-09-23",1306.00999,start,-3.6701221959349937,"2003-09-24,2004-09-23",0.03086425512014182,"2003-09-24,2004-09-23",2268.3415,start,14.201064491828625,"2003-09-24,2004-09-23",0.011962491596238209,"2003-09-24,2004-09-23",3678.6307,start,31.152881070126483,"2003-09-24,2004-09-23",0.015709807101636095,"2003-09-24,2004-09-23",18399.472,start,12.412403455635957,"2003-09-24,2004-09-23",0.026185898088791605,"2003-09-24,2004-09-23",813.78055,start,-4.6066905441519035,"2003-09-24,2004-09-23",0.007356903810948061,"2003-09-24,2004-09-23",13.09791,start,5.785229966753074,"2003-09-24,2004-09-23",0.018467884549924284,"2003-09-24,2004-09-23",2.35011,start,2.663612465870216,"2003-09-24,2004-09-23",0.0165146671471308,"2003-09-24,2004-09-23",7.47127,start,-2.902283952734188,"2003-09-24,2004-09-23",0.01964722758449641,"2003-09-24,2004-09-23",8.88891,start,-13.757097280971458,"2003-09-24,2004-09-23",0.01699927694366881,"2003-09-24,2004-09-23",1.10918,start,-17.396504391086385,"2003-09-24,2004-09-23",0.02265074801803011,"2003-09-24,2004-09-23",3.73285,start,-3.89157328034707,"2003-09-24,2004-09-23",0.021578762977899672,"2003-09-24,2004-09-23",0.25686,start,1.2387406588442342,"2003-09-24,2004-09-23",0.01900742257498619,"2003-09-24,2004-09-23",47.85748,start,-12.819050992815015,"2003-09-24,2004-09-23",0.02035209229180374,"2003-09-24,2004-09-23"
2004-09-25,Saturday,295.45524,,,,,,507.74954,,,,,,,excluded,,,,,2.38178,,,,,,1306.00999,,,,,,2268.3415,,,,,,3678.6307,,,,,,18399.472,,,,,,813.78055,,,,,,13.09791,,,,,,2.35011,,,,,,7.47127,,,,,,8.88891,,,,,,1.10918,,,,,,3.73285,,,,,,0.25686,,,,,,47.85748,,,,,
2004-09-26,Sunday,295.45524,,,,,,507.74954,,,,,,,excluded,,,,,2.38178,,,,,,1306.00999,,,,,,2268.3415,,,,,,3678.6307,,,,,,18399.472,,,,,,813.78055,,,,,,13.09791,,,,,,2.35011,,,,,,7.47127,,,,,,8.88891,,,,,,1.10918,,,,,,3.73285,,,,,,0.25686,,,,,,47.85748,,,,,
2004-09-27,Monday,299.07557,,,,,,516.28411,,,,,,,excluded,,,,,2.39171,,,,,,1270.38725,,,,,,2282.3952,,,,,,3719.5988,,,,,,18421.65,,,,,,813.12789,,,,,,13.30941,,,,,,2.32376,,,,,,7.7162,,,,,,8.96799,,,,,,1.1298,,,,,,3.77405,,,,,,0.27114,,,,,,47.51689,,,,,
2004-09-28,Tuesday,300.68978,,,,,,514.8685,,,,,,,excluded,,,,,2.40923,,,,,,1360.56491,,,,,,2256.3018,,,,,,3694.9934,,,,,,18147.419,,,,,,820.01591,,,,,,13.43346,,,,,,2.33245,,,,,,7.27771,,,,,,9.0018,,,,,,1.12904,,,,,,3.7782,,,,,,0.27217,,,,,,46.82009,,,,,
2004-09-29,Wednesday,298.50547,,,,,,518.4511,,,,,,,excluded,,,,,2.40357,,,,,,1481.3555,,,,,,2276.463,,,,,,3768.895,,,,,,18781.45,,,,,,821.46198,,,,,,13.61377,,,,,,2.3837,,,,,,7.39848,,,,,,8.9528,,,,,,1.10661,,,,,,3.79452,,,,,,0.27594,,,,,,47.43957,,,,,
2004-09-30,Thursday,295.84643,,,,,,529.37258,,,,,,,excluded,,,,,2.40688,,,,,,1439.73663,,,,,,2299.493,,,,,,3734.885,,,,,,20465.55,,,,,,823.17341,,,,,,13.9456,,,,,,2.33365,,,,,,7.30893,,,,,,8.77509,,,,,,1.07806,,,,,,3.70518,,,,,,0.27519,,,,,,44.9873,,,,,
2004-10-01,Friday,299.61814,start,48.6216032097815,"2003-10-01,2004-09-30",0.020288010709813956,"2003-10-01,2004-09-30",524.15284,start,53.036348930606735,"2003-10-01,2004-09-30",0.020771902498700718,"2003-10-01,2004-09-30",,excluded,,"2003-10-01,2004-09-30",,"2003-10-01,2004-09-30",2.40688,start,25.993410880120827,"2003-10-01,2004-09-30",0.02289715405664221,"2003-10-01,2004-09-30",1439.23934,start,0.14785782857176757,"2003-10-01,2004-09-30",0.03147620884598758,"2003-10-01,2004-09-30",2274.636,start,19.173068709774398,"2003-10-01,2004-09-30",0.011926645211365898,"2003-10-01,2004-09-30",3743.151,start,36.67748277986991,"2003-10-01,2004-09-30",0.015701928912624775,"2003-10-01,2004-09-30",19871.82,start,20.472760754936736,"2003-10-01,2004-09-30",0.026783746644408028,"2003-10-01,2004-09-30",827.25512,start,2.048922068825495,"2003-10-01,2004-09-30",0.007274288103176647,"2003-10-01,2004-09-30",13.99821,start,14.20861425809047,"2003-10-01,2004-09-30",0.01841264988029913,"2003-10-01,2004-09-30",2.36278,start,2.803603195622906,"2003-10-01,2004-09-30",0.016573580271941515,"2003-10-01,2004-09-30",7.13537,start,-0.8961864409484409,"2003-10-01,2004-09-30",0.01996845926818083,"2003-10-01,2004-09-30",8.82326,start,-12.499387090921237,"2003-10-01,2004-09-30",0.016919698411534116,"2003-10-01,2004-09-30",1.09605,start,-18.486047191685095,"2003-10-01,2004-09-30",0.022777896194980468,"2003-10-01,2004-09-30",3.76937,start,-5.955889297684192,"2003-10-01,2004-09-30",0.021547488918360558,"2003-10-01,2004-09-30",0.27116,start,4.845170355719157,"2003-10-01,2004-09-30",0.019180871161265545,"2003-10-01,2004-09-30",44.68318,start,-15.059065539400201,"2003-10-01,2004-09-30",0.020563018851952684,"2003-10-01,2004-09-30"
2004-10-02,Saturday,299.61814,,,,,,524.15284,,,,,,,excluded,,,,,2.40688,,,,,,1439.23934,,,,,,2274.636,,,,,,3743.151,,,,,,19871.82,,,,,,827.25512,,,,,,13.99821,,,,,,2.36278,,,,,,7.13537,,,,,,8.82326,,,,,,1.09605,,,,,,3.76937,,,,,,0.27116,,,,,,44.68318,,,,,
