,weekday,CL1_Comdty_PX-LAST-CHF,CL1_Comdty_start,CL1_Comdty_weeklyReturn,CL1_Comdty_buy,CL1_Comdty_sell,GC1_Comdty_PX-LAST-CHF,GC1_Comdty_start,GC1_Comdty_weeklyReturn,GC1_Comdty_buy,GC1_Comdty_sell,considered_assets,sub_considered_assets_1,sub_considered_assets_2,weighted_return,weighted_return_l,weighted_return_s
2011-05-28,Saturday,159.86235,,,,,1672.06173,,,,,,,,,,
2011-05-29,Sunday,159.86235,,,,,1672.06173,,,,,,,,,,
2011-05-30,Monday,159.86235,,,,,1672.06173,,,,,,,,,,
2011-05-31,Tuesday,163.21566,,,,,1671.5179,,,,,,,,,,
2011-06-01,Wednesday,157.14413,,,,,1654.8744,,,,,,,,,,
2011-06-02,Thursday,157.46608,,,,,1645.17749,,,,,,,,,,
2011-06-03,Friday,155.61585,start,-0.026563477892074,100.0,100.0,1639.07472,start,-0.0197283445988563,-100.0,-100.0,"{'CL1_Comdty': 1.0, 'GC1_Comdty': 2.0}","{'CL1_Comdty': -0.9456390330469342, 'GC1_Comdty': -61.52030813713455}","{'CL1_Comdty': -1.0879507967811504, 'GC1_Comdty': -8.816123166670646}",-0.0068351332932177,-0.026563477892074,0.0197283445988563
2011-06-04,Saturday,155.61585,,,,,1639.07472,,,,,,,,,,
2011-06-05,Sunday,155.61585,,,,,1639.07472,,,,,,,,,,
2011-06-06,Monday,154.30867,,,,,1650.28922,,,,,,,,,,
2011-06-07,Tuesday,154.71019,,,,,1649.8281,,,,,,,,,,
2011-06-08,Wednesday,156.74224,,,,,1638.47703,,,,,,,,,,
2011-06-09,Thursday,159.78977,,,,,1655.12478,,,,,,,,,,
2011-06-10,Friday,155.59572,start,-0.0001293570031587,100.0,100.0,1640.0562,start,0.0005988012553814,-100.0,-100.0,"{'CL1_Comdty': 1.0, 'GC1_Comdty': 2.0}","{'CL1_Comdty': -1.8102985819306547, 'GC1_Comdty': -62.9843392158681}","{'CL1_Comdty': -0.4170161573080239, 'GC1_Comdty': -8.377536999872527}",-0.0007281582585400999,-0.0001293570031587,-0.0005988012553814
2011-06-11,Saturday,155.59572,,,,,1640.0562,,,,,,,,,,
2011-06-12,Sunday,155.59572,,,,,1640.0562,,,,,,,,,,
2011-06-13,Monday,151.77047,,,,,1617.93603,,,,,,,,,,
2011-06-14,Tuesday,156.36885,,,,,1641.70902,,,,,,,,,,
2011-06-15,Wednesday,150.64118,,,,,1659.59961,,,,,,,,,,
2011-06-16,Thursday,150.35079,,,,,1657.96775,,,,,,,,,,
2011-06-17,Friday,146.81112,start,-0.0564578511542606,100.0,100.0,1662.64097,start,0.0137707293201293,-100.0,-100.0,"{'CL1_Comdty': 1.0, 'GC1_Comdty': 2.0}","{'CL1_Comdty': 1.4941350456693978, 'GC1_Comdty': -62.65301641629848}","{'CL1_Comdty': -3.0519220998010987, 'GC1_Comdty': -7.459516715303528}",-0.0702285804743899,-0.0564578511542606,-0.0137707293201293
2011-06-18,Saturday,146.81112,,,,,1662.64097,,,,,,,,,,
2011-06-19,Sunday,146.81112,,,,,1662.64097,,,,,,,,,,
2011-06-20,Monday,146.73675,,,,,1660.46686,,,,,,,,,,
2011-06-21,Tuesday,146.48737,,,,,1659.88287,,,,,,,,,,
2011-06-22,Wednesday,147.41167,,,,,1656.1103,,,,,,,,,,
2011-06-23,Thursday,140.86436,,,,,1623.74832,,,,,,,,,,
2011-06-24,Friday,140.84527,start,-0.0406362270105969,100.0,100.0,1600.13902,start,-0.0375919703217705,-100.0,-100.0,"{'CL1_Comdty': 1.0, 'GC1_Comdty': 2.0}","{'CL1_Comdty': 4.539450082075413, 'GC1_Comdty': -59.72628127317353}","{'CL1_Comdty': -5.065444842434208, 'GC1_Comdty': -8.148116241047799}",-0.003044256688826401,-0.0406362270105969,0.0375919703217705
2011-06-25,Saturday,140.84527,,,,,1600.13902,,,,,,,,,,
2011-06-26,Sunday,140.84527,,,,,1600.13902,,,,,,,,,,
2011-06-27,Monday,140.17962,,,,,1597.43961,,,,,,,,,,
2011-06-28,Tuesday,142.55728,,,,,1588.68422,,,,,,,,,,
2011-06-29,Wednesday,146.24778,,,,,1608.34192,,,,,,,,,,
2011-06-30,Thursday,148.4142,,,,,1612.89172,,,,,,,,,,
2011-07-01,Friday,148.80755,start,0.056532107894003,100.0,100.0,1603.49561,start,0.0020976864872652,-100.0,-100.0,"{'CL1_Comdty': 1.0, 'GC1_Comdty': 2.0}","{'CL1_Comdty': 1.6968985686372307, 'GC1_Comdty': -61.25793122818006}","{'CL1_Comdty': 1.7206298095412553, 'GC1_Comdty': -2.1449876836932176}",0.0544344214067378,0.056532107894003,-0.0020976864872652
2011-07-02,Saturday,148.80755,,,,,1603.49561,,,,,,,,,,
2011-07-03,Sunday,148.80755,,,,,1603.49561,,,,,,,,,,
2011-07-04,Monday,148.80755,,,,,1603.49561,,,,,,,,,,
2011-07-05,Tuesday,151.23754,,,,,1629.30147,,,,,,,,,,
2011-07-06,Wednesday,149.77385,,,,,1635.1832,,,,,,,,,,
2011-07-07,Thursday,153.77903,,,,,1646.04495,,,,,,,,,,
2011-07-08,Friday,148.73887,start,-0.0004615357218098,100.0,100.0,1644.70909,start,0.0257022718010435,-100.0,-100.0,"{'CL1_Comdty': 1.5, 'GC1_Comdty': 1.5}","{'CL1_Comdty': -0.37165531518405054, 'GC1_Comdty': -63.385890153395145}","{'GC1_Comdty': 3.184715082998261, 'CL1_Comdty': 2.6893611880965227}",-0.0261638075228533,-0.0004615357218098,-0.0257022718010435
2011-07-09,Saturday,148.73887,,,,,1644.70909,,,,,,,,,,
2011-07-10,Sunday,148.73887,,,,,1644.70909,,,,,,,,,,
2011-07-11,Monday,146.83419,,,,,1649.65791,,,,,,,,,,
2011-07-12,Tuesday,150.0287,,,,,1660.02287,,,,,,,,,,
2011-07-13,Wednesday,148.42959,,,,,1656.17848,,,,,,,,,,
2011-07-14,Thursday,144.30901,,,,,1653.86788,,,,,,,,,,
2011-07-15,Friday,146.53879,start,-0.0147915605382774,100.0,100.0,1653.48429,start,0.0053354116258943,-100.0,-100.0,"{'CL1_Comdty': 1.5, 'GC1_Comdty': 1.5}","{'CL1_Comdty': 2.8871960214099115, 'GC1_Comdty': -64.59169837188844}","{'GC1_Comdty': 3.552852033717759, 'CL1_Comdty': -1.2304264625674366}",-0.0201269721641717,-0.0147915605382774,-0.0053354116258943
2011-07-16,Saturday,146.53879,,,,,1653.48429,,,,,,,,,,
2011-07-17,Sunday,146.53879,,,,,1653.48429,,,,,,,,,,
2011-07-18,Monday,144.91905,,,,,1670.3596,,,,,,,,,,
2011-07-19,Tuesday,147.29081,,,,,1669.00446,,,,,,,,,,
2011-07-20,Wednesday,148.60209,,,,,1668.49377,,,,,,,,,,
2011-07-21,Thursday,149.50363,,,,,1655.92476,,,,,,,,,,
2011-07-22,Friday,150.15968,start,0.0247094301788625,100.0,100.0,1665.95112,start,0.007539732959906,-100.0,-100.0,"{'CL1_Comdty': 1.5, 'GC1_Comdty': 1.5}","{'CL1_Comdty': 0.5680225684574229, 'GC1_Comdty': -64.48450934646648}","{'GC1_Comdty': 5.157322533798554, 'CL1_Comdty': -0.9877985939440752}",0.0171696972189565,0.0247094301788625,-0.007539732959906
2011-07-23,Saturday,150.15968,,,,,1665.95112,,,,,,,,,,
2011-07-24,Sunday,150.15968,,,,,1665.95112,,,,,,,,,,
2011-07-25,Monday,147.36123,,,,,1656.94278,,,,,,,,,,
2011-07-26,Tuesday,147.31673,,,,,1654.66352,,,,,,,,,,
2011-07-27,Wednesday,144.20283,,,,,1654.36479,,,,,,,,,,
2011-07-28,Thursday,144.24408,,,,,1652.93066,,,,,,,,,,
2011-07-29,Friday,138.90018,start,-0.0749835108865442,100.0,100.0,1635.68645,start,-0.018166601430659,-100.0,-100.0,"{'CL1_Comdty': 1.5, 'GC1_Comdty': 1.5}","{'CL1_Comdty': 2.2934028664386865, 'GC1_Comdty': -64.41760975468922}","{'GC1_Comdty': 8.165120256763103, 'CL1_Comdty': -2.1069126303432544}",-0.0568169094558852,-0.0749835108865442,0.018166601430659
2011-07-30,Saturday,138.90018,,,,,1635.68645,,,,,,,,,,
2011-07-31,Sunday,138.90018,,,,,1635.68645,,,,,,,,,,
2011-08-01,Monday,136.43086,,,,,1610.87787,,,,,,,,,,
2011-08-02,Tuesday,132.34377,,,,,1603.09473,,,,,,,,,,
2011-08-03,Wednesday,130.00711,,,,,1627.96941,,,,,,,,,,
2011-08-04,Thursday,122.20862,,,,,1616.72184,,,,,,,,,,
2011-08-05,Friday,122.73737,start,-0.1163627721720735,100.0,100.0,1611.91378,start,-0.014533757371408,-100.0,-100.0,"{'CL1_Comdty': 1.5, 'GC1_Comdty': 1.5}","{'CL1_Comdty': 10.783674022752928, 'GC1_Comdty': -61.350441511640064}","{'GC1_Comdty': 1.322912473833558, 'CL1_Comdty': -12.000469598357537}",-0.1018290148006655,-0.1163627721720735,0.014533757371408
2011-08-06,Saturday,122.73737,,,,,1611.91378,,,,,,,,,,
2011-08-07,Sunday,122.73737,,,,,1611.91378,,,,,,,,,,
2011-08-08,Monday,113.01095,,,,,1644.85295,,,,,,,,,,
2011-08-09,Tuesday,106.65248,,,,,1619.36415,,,,,,,,,,
2011-08-10,Wednesday,111.52657,,,,,1658.45116,,,,,,,,,,
2011-08-11,Thursday,119.66147,,,,,1689.01552,,,,,,,,,,
2011-08-12,Friday,121.32614,start,-0.0114979651266766,100.0,100.0,1710.58722,start,0.0612150855860291,-100.0,-100.0,"{'CL1_Comdty': 1.5, 'GC1_Comdty': 1.5}","{'CL1_Comdty': 10.999784583548363, 'GC1_Comdty': -63.87354500614611}","{'GC1_Comdty': 4.522779022445392, 'CL1_Comdty': -9.0110237323559}",-0.0727130507127057,-0.0114979651266766,-0.0612150855860291
2011-08-13,Saturday,121.32614,,,,,1710.58722,,,,,,,,,,
2011-08-14,Sunday,121.32614,,,,,1710.58722,,,,,,,,,,
2011-08-15,Monday,127.27489,,,,,1758.83195,,,,,,,,,,
2011-08-16,Tuesday,126.72274,,,,,1803.36226,,,,,,,,,,
2011-08-17,Wednesday,127.42128,,,,,1802.90039,,,,,,,,,,
2011-08-18,Thursday,120.20481,,,,,1836.09787,,,,,,,,,,
2011-08-19,Friday,119.24163,start,-0.0171810460631154,100.0,100.0,1854.31143,start,0.0840203927163679,-100.0,-100.0,"{'CL1_Comdty': 1.5, 'GC1_Comdty': 1.5}","{'CL1_Comdty': 10.474956578337284, 'GC1_Comdty': -70.0495013070521}","{'GC1_Comdty': 14.683202602461886, 'CL1_Comdty': -7.2416641111791265}",-0.10120143877948329,-0.0171810460631154,-0.0840203927163679
2011-08-20,Saturday,119.24163,,,,,1854.31143,,,,,,,,,,
2011-08-21,Sunday,119.24163,,,,,1854.31143,,,,,,,,,,
2011-08-22,Monday,122.2323,,,,,1898.57529,,,,,,,,,,
2011-08-23,Tuesday,123.81895,,,,,1869.5899,,,,,,,,,,
2011-08-24,Wednesday,124.11671,,,,,1774.86794,,,,,,,,,,
2011-08-25,Thursday,124.57131,,,,,1784.11976,,,,,,,,,,
2011-08-26,Friday,126.52287,start,0.0610629022766629,100.0,100.0,1846.06386,start,-0.0044477803817452,-100.0,-100.0,"{'CL1_Comdty': 1.5, 'GC1_Comdty': 1.5}","{'CL1_Comdty': 8.53244543904142, 'GC1_Comdty': -61.59457793131212}","{'GC1_Comdty': 10.893427505056033, 'CL1_Comdty': -4.685733309551371}",0.0655106826584081,0.0610629022766629,0.0044477803817452
2011-08-27,Saturday,126.52287,,,,,1846.06386,,,,,,,,,,
2011-08-28,Sunday,126.52287,,,,,1846.06386,,,,,,,,,,
2011-08-29,Monday,130.95691,,,,,1863.12038,,,,,,,,,,
2011-08-30,Tuesday,133.5008,,,,,1904.29317,,,,,,,,,,
2011-08-31,Wednesday,131.13202,,,,,1874.24398,,,,,,,,,,
2011-09-01,Thursday,129.66029,,,,,1848.07772,,,,,,,,,,
2011-09-02,Friday,124.87001,start,-0.0130637251589377,100.0,100.0,1878.66674,start,0.017660754162643,-100.0,-100.0,"{'CL1_Comdty': 1.5, 'GC1_Comdty': 1.5}","{'CL1_Comdty': 6.602725195590089, 'GC1_Comdty': -62.35912099242379}","{'GC1_Comdty': 14.338886250086288, 'CL1_Comdty': -3.3876567863030296}",-0.0307244793215807,-0.0130637251589377,-0.017660754162643
2011-09-03,Saturday,124.87001,,,,,1878.66674,,,,,,,,,,
2011-09-04,Sunday,124.87001,,,,,1878.66674,,,,,,,,,,
2011-09-05,Monday,124.87001,,,,,1878.66674,,,,,,,,,,
2011-09-06,Tuesday,135.96634,,,,,2051.66855,,,,,,,,,,
2011-09-07,Wednesday,141.05004,,,,,1988.26502,,,,,,,,,,
2011-09-08,Thursday,142.71742,,,,,2063.13715,,,,,,,,,,
2011-09-09,Friday,141.45019,start,0.13277952007852,100.0,100.0,2089.38018,start,0.1121611595678753,-100.0,-100.0,"{'CL1_Comdty': 1.5, 'GC1_Comdty': 1.5}","{'CL1_Comdty': 1.8122870702691851, 'GC1_Comdty': -61.446390264394374}","{'GC1_Comdty': 23.056083003451924, 'CL1_Comdty': 1.4227583126002696}",0.02061836051064471,0.13277952007852,-0.1121611595678753
2011-09-10,Saturday,141.45019,,,,,2089.38018,,,,,,,,,,
2011-09-11,Sunday,141.45019,,,,,2089.38018,,,,,,,,,,
2011-09-12,Monday,143.26572,,,,,2040.98509,,,,,,,,,,
2011-09-13,Tuesday,145.43768,,,,,2044.43797,,,,,,,,,,
2011-09-14,Wednesday,143.11329,,,,,2037.49294,,,,,,,,,,
2011-09-15,Thursday,142.55621,,,,,1968.64639,,,,,,,,,,
2011-09-16,Friday,141.30962,start,-0.0009937773855234,100.0,100.0,2020.49984,start,-0.032966877287024,-100.0,-100.0,"{'CL1_Comdty': 1.5, 'GC1_Comdty': 1.5}","{'CL1_Comdty': 1.759880151396408, 'GC1_Comdty': -56.221674019930596}","{'GC1_Comdty': 16.129537415842666, 'CL1_Comdty': 1.2199979158074654}",0.0319730999015006,-0.0009937773855234,0.032966877287024
2011-09-17,Saturday,141.30962,,,,,2020.49984,,,,,,,,,,
2011-09-18,Sunday,141.30962,,,,,2020.49984,,,,,,,,,,
2011-09-19,Monday,139.07911,,,,,2000.73462,,,,,,,,,,
2011-09-20,Tuesday,141.74408,,,,,2045.33075,,,,,,,,,,
2011-09-21,Wednesday,140.72828,,,,,2053.05694,,,,,,,,,,
2011-09-22,Thursday,133.99484,,,,,2009.47214,,,,,,,,,,
2011-09-23,Friday,132.76451,start,-0.060470829940665,100.0,100.0,1890.10385,start,-0.0645365010273893,-100.0,-100.0,"{'CL1_Comdty': 1.5, 'GC1_Comdty': 1.5}","{'CL1_Comdty': 4.480553251511839, 'GC1_Comdty': -56.544114096608624}","{'GC1_Comdty': 19.102666408759436, 'CL1_Comdty': -0.5873701493534893}",0.004065671086724294,-0.060470829940665,0.0645365010273893
2011-09-24,Saturday,132.76451,,,,,1890.10385,,,,,,,,,,
2011-09-25,Sunday,132.76451,,,,,1890.10385,,,,,,,,,,
2011-09-26,Monday,133.36878,,,,,1837.55975,,,,,,,,,,
2011-09-27,Tuesday,138.894,,,,,1884.38614,,,,,,,,,,
2011-09-28,Wednesday,133.68443,,,,,1846.64661,,,,,,,,,,
2011-09-29,Thursday,135.30581,,,,,1846.96822,,,,,,,,,,
2011-09-30,Friday,131.42215,start,-0.010110834589756,100.0,100.0,1866.30089,start,-0.0125934667558081,-100.0,-100.0,"{'CL1_Comdty': 1.5, 'GC1_Comdty': 1.5}","{'CL1_Comdty': 3.9385590475931203, 'GC1_Comdty': -46.70287576139611}","{'GC1_Comdty': 9.786797528545462, 'CL1_Comdty': -2.73593287291596}",0.0024826321660520994,-0.010110834589756,0.0125934667558081
2011-10-01,Saturday,131.42215,,,,,1866.30089,,,,,,,,,,
2011-10-02,Sunday,131.42215,,,,,1866.30089,,,,,,,,,,
2011-10-03,Monday,130.29349,,,,,1929.3814,,,,,,,,,,
2011-10-04,Tuesday,128.23084,,,,,1898.52893,,,,,,,,,,
2011-10-05,Wednesday,135.15782,,,,,1930.48437,,,,,,,,,,
2011-10-06,Thursday,140.10908,,,,,1944.33604,,,,,,,,,,
2011-10-07,Friday,140.81638,start,0.0714813294410418,100.0,100.0,1924.49619,start,0.0311821637721021,-100.0,-100.0,"{'CL1_Comdty': 1.5, 'GC1_Comdty': 1.5}","{'CL1_Comdty': 2.204363489156909, 'GC1_Comdty': -49.6229343316522}","{'GC1_Comdty': 13.460066672878254, 'CL1_Comdty': -1.55189666047174}",0.04029916566893969,0.0714813294410418,-0.0311821637721021
2011-10-08,Saturday,140.81638,,,,,1924.49619,,,,,,,,,,
2011-10-09,Sunday,140.81638,,,,,1924.49619,,,,,,,,,,
2011-10-10,Monday,141.55443,,,,,1919.75719,,,,,,,,,,
2011-10-11,Tuesday,142.89452,,,,,1917.58401,,,,,,,,,,
2011-10-12,Wednesday,140.20213,,,,,1911.26567,,,,,,,,,,
2011-10-13,Thursday,138.90315,,,,,1907.56181,,,,,,,,,,
2011-10-14,Friday,142.40857,start,0.0113068522284125,100.0,100.0,1914.28955,start,-0.0053035386887412,-100.0,-100.0,"{'CL1_Comdty': 1.5, 'GC1_Comdty': 1.5}","{'CL1_Comdty': 2.4540666812877414, 'GC1_Comdty': -48.374561863357435}","{'GC1_Comdty': 10.617604316813019, 'CL1_Comdty': -1.7377122007335732}",0.0166103909171537,0.0113068522284125,0.0053035386887412
2011-10-15,Saturday,142.40857,,,,,1914.28955,,,,,,,,,,
2011-10-16,Sunday,142.40857,,,,,1914.28955,,,,,,,,,,
2011-10-17,Monday,142.35359,,,,,1915.5425,,,,,,,,,,
2011-10-18,Tuesday,145.79441,,,,,1891.08431,,,,,,,,,,
2011-10-19,Wednesday,142.49333,,,,,1889.47723,,,,,,,,,,
2011-10-20,Thursday,140.46418,,,,,1841.32777,,,,,,,,,,
2011-10-21,Friday,140.46418,start,-0.0136536024482234,100.0,100.0,1840.96093,start,-0.0383059187676179,-100.0,-100.0,"{'CL1_Comdty': 1.5, 'GC1_Comdty': 1.5}","{'CL1_Comdty': 1.7953734778443455, 'GC1_Comdty': -45.36802834983396}","{'GC1_Comdty': 9.508997443326221, 'CL1_Comdty': -0.7917336085378759}",0.0246523163193945,-0.0136536024482234,0.0383059187676179
2011-10-22,Saturday,140.46418,,,,,1840.96093,,,,,,,,,,
2011-10-23,Sunday,140.46418,,,,,1840.96093,,,,,,,,,,
2011-10-24,Monday,146.07015,,,,,1851.41122,,,,,,,,,,
2011-10-25,Tuesday,148.95856,,,,,1903.36048,,,,,,,,,,
2011-10-26,Wednesday,145.16087,,,,,1941.93589,,,,,,,,,,
2011-10-27,Thursday,146.8067,,,,,1911.83461,,,,,,,,,,
2011-10-28,Friday,146.29853,start,0.0415362122926998,100.0,100.0,1917.7342,start,0.0417028241875834,-100.0,-100.0,"{'CL1_Comdty': 1.5, 'GC1_Comdty': 1.5}","{'CL1_Comdty': -0.749028377294039, 'GC1_Comdty': -47.58776685533419}","{'GC1_Comdty': 10.179229934494874, 'CL1_Comdty': 0.029180067826426046}",-0.00016661189488360179,0.0415362122926998,-0.0417028241875834
2011-10-29,Saturday,146.29853,,,,,1917.7342,,,,,,,,,,
2011-10-30,Sunday,146.29853,,,,,1917.7342,,,,,,,,,,
2011-10-31,Monday,147.66962,,,,,1913.99997,,,,,,,,,,
2011-11-01,Tuesday,148.26289,,,,,1927.44629,,,,,,,,,,
2011-11-02,Wednesday,148.7439,,,,,1947.04856,,,,,,,,,,
2011-11-03,Thursday,150.312,,,,,1974.66024,,,,,,,,,,
2011-11-04,Friday,151.50628,start,0.0355967349774464,100.0,100.0,1976.20991,start,0.0304920827922868,-100.0,-100.0,"{'CL1_Comdty': 1.5, 'GC1_Comdty': 1.5}","{'CL1_Comdty': -1.9163689059491995, 'GC1_Comdty': -50.12927664370841}","{'GC1_Comdty': 12.486419423368922, 'CL1_Comdty': -0.11755378815118027}",0.005104652185159601,0.0355967349774464,-0.0304920827922868
2011-11-05,Saturday,151.50628,,,,,1976.20991,,,,,,,,,,
2011-11-06,Sunday,151.50628,,,,,1976.20991,,,,,,,,,,
2011-11-07,Monday,156.3956,,,,,2053.19699,,,,,,,,,,
2011-11-08,Tuesday,157.77014,,,,,2053.09696,,,,,,,,,,
2011-11-09,Wednesday,157.6431,,,,,2065.39527,,,,,,,,,,
2011-11-10,Thursday,160.87774,,,,,2026.93787,,,,,,,,,,
2011-11-11,Friday,162.14901,start,0.0702461310514653,100.0,100.0,2050.66798,start,0.037677207073615,-100.0,-100.0,"{'CL1_Comdty': 1.5, 'GC1_Comdty': 1.5}","{'CL1_Comdty': -5.034757281687834, 'GC1_Comdty': -51.208040016293644}","{'GC1_Comdty': 11.683692360149536, 'CL1_Comdty': 1.4134140941943751}",0.03256892397785029,0.0702461310514653,-0.037677207073615
2011-11-12,Saturday,162.14901,,,,,2050.66798,,,,,,,,,,
2011-11-13,Sunday,162.14901,,,,,2050.66798,,,,,,,,,,
2011-11-14,Monday,161.89806,,,,,2054.02451,,,,,,,,,,
2011-11-15,Tuesday,165.37176,,,,,2076.55325,,,,,,,,,,
2011-11-16,Wednesday,170.78642,,,,,2068.02569,,,,,,,,,,
2011-11-17,Thursday,165.06701,,,,,2011.75436,,,,,,,,,,
2011-11-18,Friday,162.21613,start,0.0004139402392897,100.0,100.0,2011.33934,start,-0.0191784532569724,-100.0,-100.0,"{'CL1_Comdty': 1.5, 'GC1_Comdty': 1.5}","{'CL1_Comdty': -6.256817881267348, 'GC1_Comdty': -50.8152063441268}","{'GC1_Comdty': 12.337360034554365, 'CL1_Comdty': 4.94904703714241}",0.0195923934962621,0.0004139402392897,0.0191784532569724
2011-11-19,Saturday,162.21613,,,,,2011.33934,,,,,,,,,,
2011-11-20,Sunday,162.21613,,,,,2011.33934,,,,,,,,,,
2011-11-21,Monday,160.97049,,,,,1957.12377,,,,,,,,,,
2011-11-22,Tuesday,162.26568,,,,,1978.59157,,,,,,,,,,
2011-11-23,Wednesday,160.24773,,,,,1983.76733,,,,,,,,,,
2011-11-24,Thursday,160.24773,,,,,1983.76733,,,,,,,,,,
2011-11-25,Friday,163.15919,start,0.0058136018902682,100.0,100.0,1995.21316,start,-0.0080176326685878,-100.0,-100.0,"{'CL1_Comdty': 1.5, 'GC1_Comdty': 1.5}","{'CL1_Comdty': -5.116694178919041, 'GC1_Comdty': -49.531439863135326}","{'GC1_Comdty': 10.330831799384637, 'CL1_Comdty': 2.744552119288787}",0.013831234558856001,0.0058136018902682,0.0080176326685878
2011-11-26,Saturday,163.15919,,,,,1995.21316,,,,,,,,,,
2011-11-27,Sunday,163.15919,,,,,1995.21316,,,,,,,,,,
2011-11-28,Monday,164.32335,,,,,2009.4677,,,,,,,,,,
2011-11-29,Tuesday,166.42441,,,,,2008.07804,,,,,,,,,,
2011-11-30,Wednesday,165.7744,,,,,2025.20627,,,,,,,,,,
2011-12-01,Thursday,166.45443,,,,,2024.54262,,,,,,,,,,
2011-12-02,Friday,168.61354,start,0.0334296217087128,100.0,100.0,2048.81919,start,0.0268673197805091,-100.0,-100.0,"{'CL1_Comdty': 1.5, 'GC1_Comdty': 1.5}","{'CL1_Comdty': -6.947839587648773, 'GC1_Comdty': -51.20877773855468}","{'GC1_Comdty': 11.353658631570848, 'CL1_Comdty': 2.3463863816450297}",0.006562301928203704,0.0334296217087128,-0.0268673197805091
2011-12-03,Saturday,168.61354,,,,,2048.81919,,,,,,,,,,
2011-12-04,Sunday,168.61354,,,,,2048.81919,,,,,,,,,,
2011-12-05,Monday,168.11455,,,,,2022.55905,,,,,,,,,,
2011-12-06,Tuesday,170.28603,,,,,2039.63773,,,,,,,,,,
2011-12-07,Wednesday,168.17464,,,,,2045.42363,,,,,,,,,,
2011-12-08,Thursday,165.21814,,,,,2016.44436,,,,,,,,,,
2011-12-09,Friday,166.60142,start,-0.0119333239786081,100.0,100.0,2015.43273,start,-0.0162954643157164,-100.0,-100.0,"{'CL1_Comdty': 1.5, 'GC1_Comdty': 1.5}","{'CL1_Comdty': -6.668978884062188, 'GC1_Comdty': -50.73080181755088}","{'GC1_Comdty': 11.512144664153144, 'CL1_Comdty': 2.2029825707103154}",0.0043621403371083,-0.0119333239786081,0.0162954643157164
2011-12-10,Saturday,166.60142,,,,,2015.43273,,,,,,,,,,
2011-12-11,Sunday,166.60142,,,,,2015.43273,,,,,,,,,,
2011-12-12,Monday,165.64262,,,,,1979.76921,,,,,,,,,,
2011-12-13,Tuesday,170.92833,,,,,1988.49634,,,,,,,,,,
2011-12-14,Wednesday,163.77319,,,,,1917.33224,,,,,,,,,,
2011-12-15,Thursday,160.10702,,,,,1884.38781,,,,,,,,,,
2011-12-16,Friday,159.03552,start,-0.0454131783510608,100.0,100.0,1903.23656,start,-0.0556685263318116,-100.0,-100.0,"{'CL1_Comdty': 1.5, 'GC1_Comdty': 1.5}","{'CL1_Comdty': -5.247678224584365, 'GC1_Comdty': -44.93938883344087}","{'GC1_Comdty': 8.564448956903375, 'CL1_Comdty': 1.8999402642440055}",0.010255347980750805,-0.0454131783510608,0.0556685263318116
2011-12-17,Saturday,159.03552,,,,,1903.23656,,,,,,,,,,
2011-12-18,Sunday,159.03552,,,,,1903.23656,,,,,,,,,,
2011-12-19,Monday,159.37543,,,,,1898.76663,,,,,,,,,,
2011-12-20,Tuesday,163.93553,,,,,1910.68276,,,,,,,,,,
2011-12-21,Wednesday,167.00787,,,,,1913.53761,,,,,,,,,,
2011-12-22,Thursday,168.89634,,,,,1914.88731,,,,,,,,,,
2011-12-23,Friday,169.13282,start,0.0634908478307237,100.0,100.0,1909.21436,start,0.003140860219709,-100.0,-100.0,"{'CL1_Comdty': 1.5, 'GC1_Comdty': 1.5}","{'CL1_Comdty': -7.597535919121261, 'GC1_Comdty': -45.95499802312204}","{'GC1_Comdty': 9.709969980462732, 'CL1_Comdty': 2.6418792727950273}",0.060349987611014705,0.0634908478307237,-0.003140860219709
2011-12-24,Saturday,169.13282,,,,,1909.21436,,,,,,,,,,
2011-12-25,Sunday,169.13282,,,,,1909.21436,,,,,,,,,,
2011-12-26,Monday,169.13282,,,,,1909.21436,,,,,,,,,,
2011-12-27,Tuesday,171.472,,,,,1891.4655,,,,,,,,,,
2011-12-28,Wednesday,169.76012,,,,,1872.3106,,,,,,,,,,
2011-12-29,Thursday,170.03891,,,,,1842.19149,,,,,,,,,,
2011-12-30,Friday,168.10244,start,-0.0060921351633586,100.0,100.0,1867.18834,start,-0.0220122061097424,-100.0,-100.0,"{'CL1_Comdty': 1.5, 'GC1_Comdty': 1.5}","{'CL1_Comdty': -7.962520748605754, 'GC1_Comdty': -43.0681583379574}","{'GC1_Comdty': 7.182754662813295, 'CL1_Comdty': 5.049134945438145}",0.0159200709463838,-0.0060921351633586,0.0220122061097424
2011-12-31,Saturday,168.10244,,,,,1867.18834,,,,,,,,,,
2012-01-01,Sunday,168.10244,,,,,1867.18834,,,,,,,,,,
2012-01-02,Monday,168.10244,,,,,1867.18834,,,,,,,,,,
2012-01-03,Tuesday,173.98924,,,,,1894.95471,,,,,,,,,,
2012-01-04,Wednesday,175.94359,,,,,1925.98311,,,,,,,,,,
2012-01-05,Thursday,175.66169,,,,,1958.4737,,,,,,,,,,
2012-01-06,Friday,175.89284,start,0.046343170271651,100.0,100.0,1961.87382,start,0.0507101924169042,-100.0,-100.0,"{'CL1_Comdty': 1.5, 'GC1_Comdty': 1.5}","{'CL1_Comdty': -9.41201068912929, 'GC1_Comdty': -47.20299507011722}","{'GC1_Comdty': 11.732608147433625, 'CL1_Comdty': 6.056952133756675}",-0.0043670221452531965,0.046343170271651,-0.0507101924169042
