,weekday,FB1_Comdty_PX-LAST-CHF,FB1_Comdty_start,FB1_Comdty_weeklyReturn,FB1_Comdty_buy,FB1_Comdty_sell,TU1_Comdty_PX-LAST-CHF,TU1_Comdty_start,TU1_Comdty_weeklyReturn,TU1_Comdty_buy,TU1_Comdty_sell,FV1_Comdty_PX-LAST-CHF,FV1_Comdty_start,FV1_Comdty_weeklyReturn,FV1_Comdty_buy,FV1_Comdty_sell,TY1_Comdty_PX-LAST-CHF,TY1_Comdty_start,TY1_Comdty_weeklyReturn,TY1_Comdty_buy,TY1_Comdty_sell,WN1_Comdty_PX-LAST-CHF,WN1_Comdty_start,WN1_Comdty_weeklyReturn,WN1_Comdty_buy,WN1_Comdty_sell,CV1_Comdty_PX-LAST-CHF,CV1_Comdty_start,CV1_Comdty_weeklyReturn,CV1_Comdty_buy,CV1_Comdty_sell,XQ1_Comdty_PX-LAST-CHF,XQ1_Comdty_start,XQ1_Comdty_weeklyReturn,XQ1_Comdty_buy,XQ1_Comdty_sell,CN1_Comdty_PX-LAST-CHF,CN1_Comdty_start,CN1_Comdty_weeklyReturn,CN1_Comdty_buy,CN1_Comdty_sell,LGB1_Comdty_PX-LAST-CHF,LGB1_Comdty_start,LGB1_Comdty_weeklyReturn,LGB1_Comdty_buy,LGB1_Comdty_sell,WB1_Comdty_PX-LAST-CHF,WB1_Comdty_start,WB1_Comdty_weeklyReturn,WB1_Comdty_buy,WB1_Comdty_sell,WX1_Comdty_PX-LAST-CHF,WX1_Comdty_start,WX1_Comdty_weeklyReturn,WX1_Comdty_buy,WX1_Comdty_sell,G 1_Comdty_PX-LAST-CHF,G 1_Comdty_start,G 1_Comdty_weeklyReturn,G 1_Comdty_buy,G 1_Comdty_sell,UGL1_Comdty_PX-LAST-CHF,UGL1_Comdty_start,UGL1_Comdty_weeklyReturn,UGL1_Comdty_buy,UGL1_Comdty_sell,DU1_Comdty_PX-LAST-CHF,DU1_Comdty_start,DU1_Comdty_weeklyReturn,DU1_Comdty_buy,DU1_Comdty_sell,OE1_Comdty_PX-LAST-CHF,OE1_Comdty_start,OE1_Comdty_weeklyReturn,OE1_Comdty_buy,OE1_Comdty_sell,RX1_Comdty_PX-LAST-CHF,RX1_Comdty_start,RX1_Comdty_weeklyReturn,RX1_Comdty_buy,RX1_Comdty_sell,UB1_Comdty_PX-LAST-CHF,UB1_Comdty_start,UB1_Comdty_weeklyReturn,UB1_Comdty_buy,UB1_Comdty_sell,IK1_Comdty_PX-LAST-CHF,IK1_Comdty_start,IK1_Comdty_weeklyReturn,IK1_Comdty_buy,IK1_Comdty_sell,OAT1_Comdty_PX-LAST-CHF,OAT1_Comdty_start,OAT1_Comdty_weeklyReturn,OAT1_Comdty_buy,OAT1_Comdty_sell,XM1_Comdty_PX-LAST-CHF,XM1_Comdty_start,XM1_Comdty_weeklyReturn,XM1_Comdty_buy,XM1_Comdty_sell,JB1_Comdty_PX-LAST-CHF,JB1_Comdty_start,JB1_Comdty_weeklyReturn,JB1_Comdty_buy,JB1_Comdty_sell,KAA1_Comdty_PX-LAST-CHF,KAA1_Comdty_start,KAA1_Comdty_weeklyReturn,KAA1_Comdty_buy,KAA1_Comdty_sell,TFT1_Comdty_PX-LAST-CHF,TFT1_Comdty_start,TFT1_Comdty_weeklyReturn,TFT1_Comdty_buy,TFT1_Comdty_sell,considered_assets,weighted_return,weighted_return_l,weighted_return_s
2004-10-15,Friday,100.89,start,0.004280310571371759,,,120.092984375,start,-0.012204191560108114,-20.0,-20.0,107.7945375,start,-0.010121252588650412,-20.0,-20.0,99.1008078125,start,-0.008155176786016188,-20.0,-20.0,,excluded,,,,94.5228228,start,-0.012811479930220153,,,,excluded,,,,81.26431,start,0.005371511835994793,20.0,20.0,,excluded,,,,,excluded,,,,,excluded,,,,101.40197,start,0.0037973291392446864,-20.0,-20.0,,excluded,,,,153.98424,start,-0.007077681425796713,20.0,20.0,90.1657,start,0.0016986473034946417,20.0,20.0,125.52788,start,-0.0056284771013830545,20.0,20.0,111.94126,start,-0.004827788849717017,20.0,20.0,,excluded,,,,,excluded,,,,87.96398,start,0.0024884430141991223,,,1.28073193,start,-0.004190924442414698,-20.0,-20.0,,excluded,,,,,excluded,,,,"{'DU1_Comdty': 17.140505030508375, 'UB1_Comdty': 17.12612102847694, 'RX1_Comdty': 10.580348222850382, 'OE1_Comdty': 9.865791593434835, 'CN1_Comdty': 9.036835723205103, 'XM1_Comdty': 5.184686073713886, 'FB1_Comdty': 0.7273040699376585, 'TY1_Comdty': -6.22363963310874, 'JB1_Comdty': -7.865411928243477, 'FV1_Comdty': -9.06683279967558, 'TU1_Comdty': -10.220234369720814, 'G 1_Comdty': -11.960587668456197}",0.004082085600107475,-0.00209275764748147,0.006174843247588946
2004-10-16,Saturday,100.89,,,,,120.092984375,,,,,107.7945375,,,,,99.1008078125,,,,,,excluded,,,,94.5228228,,,,,,excluded,,,,81.26431,,,,,,excluded,,,,,excluded,,,,,excluded,,,,101.40197,,,,,,excluded,,,,153.98424,,,,,90.1657,,,,,125.52788,,,,,111.94126,,,,,,excluded,,,,,excluded,,,,87.96398,,,,,1.28073193,,,,,,excluded,,,,,excluded,,,,,,,
2004-10-17,Sunday,100.89,,,,,120.092984375,,,,,107.7945375,,,,,99.1008078125,,,,,,excluded,,,,94.5228228,,,,,,excluded,,,,81.26431,,,,,,excluded,,,,,excluded,,,,,excluded,,,,101.40197,,,,,,excluded,,,,153.98424,,,,,90.1657,,,,,125.52788,,,,,111.94126,,,,,,excluded,,,,,excluded,,,,87.96398,,,,,1.28073193,,,,,,excluded,,,,,excluded,,,,,,,
2004-10-18,Monday,101.05,,,,,119.8594734375,,,,,107.6031953125,,,,,98.93529375,,,,,,excluded,,,,94.032,,,,,,excluded,,,,81.38205,,,,,,excluded,,,,,excluded,,,,,excluded,,,,101.49553,,,,,,excluded,,,,154.1341,,,,,90.32665,,,,,125.88715,,,,,112.0028,,,,,,excluded,,,,,excluded,,,,87.94075,,,,,1.27734048,,,,,,excluded,,,,,excluded,,,,,,,
2004-10-19,Tuesday,100.87,,,,,119.640916015625,,,,,107.43716796875,,,,,98.8210625,,,,,,excluded,,,,93.7448106,,,,,,excluded,,,,81.52187,,,,,,excluded,,,,,excluded,,,,,excluded,,,,101.28034,,,,,,excluded,,,,154.16245,,,,,90.30251,,,,,125.77487,,,,,111.59626140000002,,,,,,excluded,,,,,excluded,,,,87.94075,,,,,1.2849351800000002,,,,,,excluded,,,,,excluded,,,,,,,
2004-10-20,Wednesday,101.06,,,,,118.89010546875,,,,,106.9233515625,,,,,98.443125,,,,,,excluded,,,,94.1997732,,,,,,excluded,,,,81.77207,,,,,,excluded,,,,,excluded,,,,,excluded,,,,101.74815,,,,,,excluded,,,,154.09039,,,,,90.43127,,,,,125.9745,,,,,112.1731325,,,,,,excluded,,,,,excluded,,,,87.95934,,,,,1.2809560299999998,,,,,,excluded,,,,,excluded,,,,,,,
2004-10-21,Thursday,101.0,,,,,118.492674609375,,,,,106.55826328125,,,,,98.1199828125,,,,,,excluded,,,,94.0386386,,,,,,excluded,,,,81.77207,,,,,,excluded,,,,,excluded,,,,,excluded,,,,101.64523,,,,,,excluded,,,,153.9537,,,,,90.41518,,,,,125.93546,,,,,112.173324,,,,,,excluded,,,,,excluded,,,,87.98256,,,,,1.2883329799999998,,,,,,excluded,,,,,excluded,,,,,,,
2004-10-22,Friday,100.98,start,0.0008920606601249222,,,117.873271875,start,-0.018483282029770943,-20.0,-20.0,106.0585125,start,-0.016104944093294132,-20.0,-20.0,97.71534375,start,-0.013980350847606687,-20.0,-20.0,,excluded,,,,94.2315044,start,-0.0030819900566913076,,,,excluded,,,,81.86774,start,0.007425522963278751,20.0,20.0,,excluded,,,,,excluded,,,,,excluded,,,,101.64523,start,0.0023989671995523583,-20.0,-20.0,,excluded,,,,153.93875,start,-0.0002954198429657536,20.0,20.0,90.39104,start,0.002499176516125342,20.0,20.0,125.96741,start,0.00350145322298126,20.0,20.0,112.1719275,start,0.0020606119673835686,20.0,20.0,,excluded,,,,,excluded,,,,87.92217,start,-0.00047530818864735693,,,1.27892856,start,-0.0014080776451009314,-20.0,-20.0,,excluded,,,,,excluded,,,,"{'DU1_Comdty': 16.91321445174934, 'UB1_Comdty': 12.376816952501837, 'OE1_Comdty': 8.503753259102279, 'RX1_Comdty': 6.728759476163134, 'CN1_Comdty': 6.480523891617828, 'XM1_Comdty': 6.227158412655007, 'FB1_Comdty': -2.338798119521251, 'JB1_Comdty': -6.728487434849687, 'TY1_Comdty': -8.5958954774544, 'FV1_Comdty': -10.79159550926797, 'G 1_Comdty': -11.51851654922065, 'TU1_Comdty': -11.557789812392503}",0.012553806448604701,0.003038268965360634,0.009515537483244067
2004-10-23,Saturday,100.98,,,,,117.873271875,,,,,106.0585125,,,,,97.71534375,,,,,,excluded,,,,94.2315044,,,,,,excluded,,,,81.86774,,,,,,excluded,,,,,excluded,,,,,excluded,,,,101.64523,,,,,,excluded,,,,153.93875,,,,,90.39104,,,,,125.96741,,,,,112.1719275,,,,,,excluded,,,,,excluded,,,,87.92217,,,,,1.27892856,,,,,,excluded,,,,,excluded,,,,,,,
2004-10-24,Sunday,100.98,,,,,117.873271875,,,,,106.0585125,,,,,97.71534375,,,,,,excluded,,,,94.2315044,,,,,,excluded,,,,81.86774,,,,,,excluded,,,,,excluded,,,,,excluded,,,,101.64523,,,,,,excluded,,,,153.93875,,,,,90.39104,,,,,125.96741,,,,,112.1719275,,,,,,excluded,,,,,excluded,,,,87.92217,,,,,1.27892856,,,,,,excluded,,,,,excluded,,,,,,,
2004-10-25,Monday,101.11,,,,,116.51425078125,,,,,104.8988171875,,,,,96.7002375,,,,,,excluded,,,,94.1421234,,,,,,excluded,,,,81.98548,,,,,,excluded,,,,,excluded,,,,,excluded,,,,101.78557,,,,,,excluded,,,,153.61546,,,,,90.56004,,,,,125.95212,,,,,112.3059315,,,,,,excluded,,,,,excluded,,,,87.98721,,,,,1.27602902,,,,,,excluded,,,,,excluded,,,,,,,
2004-10-26,Tuesday,101.34,,,,,116.9621578125,,,,,105.264534375,,,,,96.97813125,,,,,,excluded,,,,94.1552508,,,,,,excluded,,,,81.88981,,,,,,excluded,,,,,excluded,,,,,excluded,,,,101.71072,,,,,,excluded,,,,153.6115,,,,,90.5198,,,,,125.90327,,,,,112.2405245,,,,,,excluded,,,,,excluded,,,,87.95004,,,,,1.28127048,,,,,,excluded,,,,,excluded,,,,,,,
2004-10-27,Wednesday,101.3,,,,,117.322996875,,,,,105.29470312499998,,,,,96.810796875,,,,,,excluded,,,,94.4118352,,,,,,excluded,,,,81.47772,,,,,,excluded,,,,,excluded,,,,,excluded,,,,101.55167,,,,,,excluded,,,,153.60429,,,,,90.3508,,,,,125.6647,,,,,112.3618375,,,,,,excluded,,,,,excluded,,,,87.95934,,,,,1.28958252,,,,,,excluded,,,,,excluded,,,,,,,
2004-10-28,Thursday,100.83,,,,,116.76164453125,,,,,104.8205921875,,,,,96.3910625,,,,,,excluded,,,,94.0865089,,,,,,excluded,,,,81.5881,,,,,,excluded,,,,,excluded,,,,,excluded,,,,101.2897,,,,,,excluded,,,,153.00197,,,,,90.38299,,,,,125.1805,,,,,111.5704828,,,,,,excluded,,,,,excluded,,,,87.90359,,,,,1.28051127,,,,,,excluded,,,,,excluded,,,,,,,
2004-10-29,Friday,101.14,start,0.001584472172707433,,,116.257640625,start,-0.01370651059651013,-20.0,-20.0,104.51058046875,start,-0.014595075819585903,-20.0,-20.0,96.2344546875,start,-0.015155133325721914,-20.0,-20.0,,excluded,,,,94.0673291,start,-0.001742254897078888,,,,excluded,,,,81.78679,start,-0.000988789967818843,20.0,20.0,,excluded,,,,,excluded,,,,,excluded,,,,101.3739,start,-0.002669382517999043,-20.0,-20.0,,excluded,,,,153.00073,start,-0.006093462497259426,20.0,20.0,90.39908,start,8.894686907014292e-05,20.0,20.0,125.23678,start,-0.005800151007312169,20.0,20.0,111.5732,start,-0.005337587695459682,20.0,20.0,,excluded,,,,,excluded,,,,87.90359,start,-0.00021132326465554753,,,1.2806236000000002,start,0.0013253594086601703,-20.0,-20.0,,excluded,,,,,excluded,,,,"{'DU1_Comdty': 16.656011384305927, 'UB1_Comdty': 13.56087131849508, 'OE1_Comdty': 9.625645680774745, 'CN1_Comdty': 6.475532520099913, 'RX1_Comdty': 6.149395906598473, 'XM1_Comdty': 4.312365343545513, 'FB1_Comdty': 0.9162439647065359, 'JB1_Comdty': -10.334244179241065, 'G 1_Comdty': -10.68222806242359, 'TY1_Comdty': -13.01386906087804, 'FV1_Comdty': -14.90628551498237, 'TU1_Comdty': -15.116058751270096}",0.005333939710475367,-0.0036262088597559953,0.008960148570231365
2004-10-30,Saturday,101.14,,,,,116.257640625,,,,,104.51058046875,,,,,96.2344546875,,,,,,excluded,,,,94.0673291,,,,,,excluded,,,,81.78679,,,,,,excluded,,,,,excluded,,,,,excluded,,,,101.3739,,,,,,excluded,,,,153.00073,,,,,90.39908,,,,,125.23678,,,,,111.5732,,,,,,excluded,,,,,excluded,,,,87.90359,,,,,1.2806236000000002,,,,,,excluded,,,,,excluded,,,,,,,
2004-10-31,Sunday,101.14,,,,,116.257640625,,,,,104.51058046875,,,,,96.2344546875,,,,,,excluded,,,,94.0673291,,,,,,excluded,,,,81.78679,,,,,,excluded,,,,,excluded,,,,,excluded,,,,101.3739,,,,,,excluded,,,,153.00073,,,,,90.39908,,,,,125.23678,,,,,111.5732,,,,,,excluded,,,,,excluded,,,,87.90359,,,,,1.2806236000000002,,,,,,excluded,,,,,excluded,,,,,,,
2004-11-01,Monday,101.37,,,,,116.91328125,,,,,104.949625,,,,,96.47928125,,,,,,excluded,,,,94.2611046,,,,,,excluded,,,,81.5881,,,,,,excluded,,,,,excluded,,,,,excluded,,,,101.32712,,,,,,excluded,,,,153.54557,,,,,90.39104,,,,,125.59677,,,,,111.9673724,,,,,,excluded,,,,,excluded,,,,87.94075,,,,,1.27949526,,,,,,excluded,,,,,excluded,,,,,,,
2004-11-02,Tuesday,100.95,,,,,116.99479492187498,,,,,105.07783203125,,,,,96.613359375,,,,,,excluded,,,,94.0206897,,,,,,excluded,,,,81.68377,,,,,,excluded,,,,,excluded,,,,,excluded,,,,100.84996,,,,,,excluded,,,,153.64696,,,,,90.27032,,,,,125.57477,,,,,111.531711,,,,,,excluded,,,,,excluded,,,,87.91752,,,,,1.28062792,,,,,,excluded,,,,,excluded,,,,,,,
2004-11-03,Wednesday,101.02,,,,,116.1661875,,,,,104.374725,,,,,95.95425,,,,,,excluded,,,,94.7173324,,,,,,excluded,,,,81.91925,,,,,,excluded,,,,,excluded,,,,,excluded,,,,100.97159,,,,,,excluded,,,,153.39805,,,,,90.3508,,,,,125.4471,,,,,111.5705275,,,,,,excluded,,,,,excluded,,,,87.88036,,,,,1.28062792,,,,,,excluded,,,,,excluded,,,,,,,
2004-11-04,Thursday,101.41,,,,,115.503825,,,,,103.7567296875,,,,,95.4428296875,,,,,,excluded,,,,94.4111031,,,,,,excluded,,,,81.80151,,,,,,excluded,,,,,excluded,,,,,excluded,,,,101.32712,,,,,,excluded,,,,153.15827,,,,,90.5198,,,,,125.57685,,,,,112.294629,,,,,,excluded,,,,,excluded,,,,87.88965,,,,,1.26840124,,,,,,excluded,,,,,excluded,,,,,,,
2004-11-05,Friday,101.16,start,0.00019774569903100673,,,114.157705078125,start,-0.018062774503127314,-20.0,-20.0,102.24931640625,start,-0.02163669986672929,-20.0,-20.0,93.9240234375,start,-0.024008358103161903,-20.0,-20.0,,excluded,,,,94.1423832,start,0.000797876379802546,,,,excluded,,,,81.3379,start,-0.00548853916384286,20.0,20.0,,excluded,,,,,excluded,,,,,excluded,,,,100.96223,start,-0.004060907196033701,-20.0,-20.0,,excluded,,,,152.71627,start,-0.0018592068155491527,20.0,20.0,90.19789,start,-0.00222557574700978,20.0,20.0,124.84024,start,-0.0031663222257870384,,20.0,111.320352,start,-0.0022662072970928517,20.0,20.0,,excluded,,,,,excluded,,,,87.90359,start,0.0,20.0,,1.26229818,start,-0.014309762837417845,-20.0,-20.0,,excluded,,,,,excluded,,,,"{'DU1_Comdty': 16.74532130155526, 'UB1_Comdty': 12.29789056504834, 'OE1_Comdty': 11.327733601116114, 'CN1_Comdty': 8.285565333029545, 'XM1_Comdty': 7.3144084503370745, 'RX1_Comdty': 5.056358196764479, 'FB1_Comdty': 2.6014350981948513, 'G 1_Comdty': -11.265036880341544, 'JB1_Comdty': -12.586767710152772, 'TY1_Comdty': -16.985496557099815, 'FV1_Comdty': -18.995815917175232, 'TU1_Comdty': -19.55633204589792}",0.013414530251437677,-0.0030011702498563366,0.01641570050129401
2004-11-06,Saturday,101.16,,,,,114.157705078125,,,,,102.24931640625,,,,,93.9240234375,,,,,,excluded,,,,94.1423832,,,,,,excluded,,,,81.3379,,,,,,excluded,,,,,excluded,,,,,excluded,,,,100.96223,,,,,,excluded,,,,152.71627,,,,,90.19789,,,,,124.84024,,,,,111.320352,,,,,,excluded,,,,,excluded,,,,87.90359,,,,,1.26229818,,,,,,excluded,,,,,excluded,,,,,,,
2004-11-07,Sunday,101.16,,,,,114.157705078125,,,,,102.24931640625,,,,,93.9240234375,,,,,,excluded,,,,94.1423832,,,,,,excluded,,,,81.3379,,,,,,excluded,,,,,excluded,,,,,excluded,,,,100.96223,,,,,,excluded,,,,152.71627,,,,,90.19789,,,,,124.84024,,,,,111.320352,,,,,,excluded,,,,,excluded,,,,87.90359,,,,,1.26229818,,,,,,excluded,,,,,excluded,,,,,,,
2004-11-08,Monday,101.01,,,,,114.464734375,,,,,102.433296875,,,,,94.07403125,,,,,,excluded,,,,94.6594386,,,,,,excluded,,,,81.37469,,,,,,excluded,,,,,excluded,,,,,excluded,,,,100.99966,,,,,,excluded,,,,152.75577,,,,,90.25423,,,,,124.97748,,,,,111.581754,,,,,,excluded,,,,,excluded,,,,87.81067,,,,,1.26514588,,,,,,excluded,,,,,excluded,,,,,,,
2004-11-09,Tuesday,101.24,,,,,114.6779625,,,,,102.6241125,,,,,94.2677625,,,,,,excluded,,,,94.477105,,,,,,excluded,,,,81.27903,,,,,,excluded,,,,,excluded,,,,,excluded,,,,101.18678,,,,,,excluded,,,,152.91695,,,,,90.47956,,,,,125.42839,,,,,112.179375,,,,,,excluded,,,,,excluded,,,,87.80138,,,,,1.26850813,,,,,,excluded,,,,,excluded,,,,,,,
2004-11-10,Wednesday,101.24,,,,,114.425959375,,,,,102.3376375,,,,,93.9187375,,,,,,excluded,,,,94.793146,,,,,,excluded,,,,81.27903,,,,,,excluded,,,,,excluded,,,,,excluded,,,,101.24292,,,,,,excluded,,,,152.53357,,,,,90.39908,,,,,124.91426,,,,,111.9898665,,,,,,excluded,,,,,excluded,,,,87.78744,,,,,1.2511266,,,,,,excluded,,,,,excluded,,,,,,,
2004-11-11,Thursday,101.77,,,,,114.425959375,,,,,102.3376375,,,,,93.9187375,,,,,,excluded,,,,94.793146,,,,,,excluded,,,,81.27903,,,,,,excluded,,,,,excluded,,,,,excluded,,,,101.62652,,,,,,excluded,,,,152.2592,,,,,90.62442,,,,,125.05056,,,,,112.39553279999998,,,,,,excluded,,,,,excluded,,,,87.75492,,,,,1.25503047,,,,,,excluded,,,,,excluded,,,,,,,
2004-11-12,Friday,101.96,start,0.007908264136022115,,,113.542078125,start,-0.0053927761836460465,-20.0,-20.0,101.6526875,start,-0.005835040538359383,-20.0,-20.0,93.467,start,-0.004865884368807052,-20.0,-20.0,,excluded,,,,94.230864,start,0.0009398614841949237,,,,excluded,,,,81.79415,start,0.0056093161982298185,20.0,20.0,,excluded,,,,,excluded,,,,,excluded,,,,101.88849,start,0.009174321922168311,-20.0,-20.0,,excluded,,,,152.54043,start,-0.0011514162832815533,20.0,20.0,90.79342,start,0.006602482607963408,20.0,20.0,125.67196,start,0.00666227492033021,,,113.311386,start,0.017885624364536674,20.0,20.0,,excluded,,,,,excluded,,,,87.76421,start,-0.0015856007701163118,20.0,20.0,1.25985,start,-0.001939462512732152,-20.0,-20.0,,excluded,,,,,excluded,,,,"{'DU1_Comdty': 16.49953360464147, 'UB1_Comdty': 15.053873059700917, 'OE1_Comdty': 13.47166231062998, 'CN1_Comdty': 8.351829784723382, 'XM1_Comdty': 6.624418519902758, 'FB1_Comdty': 6.15581773867913, 'RX1_Comdty': 5.290326005150137, 'G 1_Comdty': -10.067872406403028, 'JB1_Comdty': -14.618706372617426, 'TY1_Comdty': -17.067632929183134, 'FV1_Comdty': -18.748255983422254, 'TU1_Comdty': -19.00817524170105}",0.0072438495597416715,0.005472081223466407,0.0017717683362752643
2004-11-13,Saturday,101.96,,,,,113.542078125,,,,,101.6526875,,,,,93.467,,,,,,excluded,,,,94.230864,,,,,,excluded,,,,81.79415,,,,,,excluded,,,,,excluded,,,,,excluded,,,,101.88849,,,,,,excluded,,,,152.54043,,,,,90.79342,,,,,125.67196,,,,,113.311386,,,,,,excluded,,,,,excluded,,,,87.76421,,,,,1.25985,,,,,,excluded,,,,,excluded,,,,,,,
2004-11-14,Sunday,101.96,,,,,113.542078125,,,,,101.6526875,,,,,93.467,,,,,,excluded,,,,94.230864,,,,,,excluded,,,,81.79415,,,,,,excluded,,,,,excluded,,,,,excluded,,,,101.88849,,,,,,excluded,,,,152.54043,,,,,90.79342,,,,,125.67196,,,,,113.311386,,,,,,excluded,,,,,excluded,,,,87.76421,,,,,1.25985,,,,,,excluded,,,,,excluded,,,,,,,
2004-11-15,Monday,101.94,,,,,114.160359375,,,,,102.259828125,,,,,94.06209375,,,,,,excluded,,,,94.2021,,,,,,excluded,,,,81.66905,,,,,,excluded,,,,,excluded,,,,,excluded,,,,102.0569,,,,,,excluded,,,,152.8795,,,,,90.71294,,,,,126.0104,,,,,113.754417,,,,,,excluded,,,,,excluded,,,,87.80138,,,,,1.2701920000000002,,,,,,excluded,,,,,excluded,,,,,,,
2004-11-16,Tuesday,102.09,,,,,113.829022265625,,,,,101.90722734375,,,,,93.72046875,,,,,,excluded,,,,94.3190963,,,,,,excluded,,,,81.55131,,,,,,excluded,,,,,excluded,,,,,excluded,,,,102.15982,,,,,,excluded,,,,152.82058,,,,,90.71294,,,,,126.15666,,,,,114.071668,,,,,,excluded,,,,,excluded,,,,87.80602,,,,,1.26789548,,,,,,excluded,,,,,excluded,,,,,,,
2004-11-17,Wednesday,101.72,,,,,112.6507921875,,,,,101.0545875,,,,,93.0603375,,,,,,excluded,,,,93.4279054,,,,,,excluded,,,,81.97076,,,,,,excluded,,,,,excluded,,,,,excluded,,,,101.92592,,,,,,excluded,,,,152.03952,,,,,90.72099,,,,,125.46108,,,,,113.1283425,,,,,,excluded,,,,,excluded,,,,87.81067,,,,,1.2691447499999997,,,,,,excluded,,,,,excluded,,,,,,,
2004-11-18,Thursday,101.45,,,,,113.427975,,,,,101.8029,,,,,93.8058,,,,,,excluded,,,,93.200973,,,,,,excluded,,,,81.88246,,,,,,excluded,,,,,excluded,,,,,excluded,,,,101.56103,,,,,,excluded,,,,152.01503,,,,,90.56004,,,,,125.14855,,,,,112.533399,,,,,,excluded,,,,,excluded,,,,87.87106,,,,,1.2793324499999998,,,,,,excluded,,,,,excluded,,,,,,,
2004-11-19,Friday,101.48,start,-0.004707728520988523,,,112.389937109375,start,-0.010147260246167047,-20.0,-20.0,100.6141109375,start,-0.010216911997530784,-20.0,-20.0,92.5548171875,start,-0.00975941040688149,-20.0,-20.0,,excluded,,,,93.3336138,start,-0.009521829280903145,,,,excluded,,,,81.72056,start,-0.0008996975945100697,20.0,20.0,,excluded,,,,,excluded,,,,,excluded,,,,101.72944,start,-0.0015610202879639073,-20.0,-20.0,,excluded,,,,151.54544,start,-0.0065227953008915275,20.0,20.0,90.62442,start,-0.0018613683678838943,20.0,20.0,124.97075,start,-0.005579685396806123,20.0,,112.673344,start,-0.005630872788017955,20.0,20.0,,excluded,,,,,excluded,,,,87.92217,start,0.0017998225016779452,,20.0,1.28376448,start,0.018982005794340742,-20.0,-20.0,,excluded,,,,,excluded,,,,"{'DU1_Comdty': 16.278116343806722, 'UB1_Comdty': 15.745968349060766, 'OE1_Comdty': 10.07336049302193, 'CN1_Comdty': 6.901817670448852, 'RX1_Comdty': 6.6180565658824, 'XM1_Comdty': 6.228535407573174, 'FB1_Comdty': 1.6813529223269459, 'JB1_Comdty': -8.233458912309091, 'G 1_Comdty': -11.045364047414164, 'TY1_Comdty': -15.344859500859004, 'TU1_Comdty': -16.97660693780973, 'FV1_Comdty': -17.039700745230128}",-8.246288108460257e-05,-0.0026229823099251006,0.002540519428840497
2004-11-20,Saturday,101.48,,,,,112.389937109375,,,,,100.6141109375,,,,,92.5548171875,,,,,,excluded,,,,93.3336138,,,,,,excluded,,,,81.72056,,,,,,excluded,,,,,excluded,,,,,excluded,,,,101.72944,,,,,,excluded,,,,151.54544,,,,,90.62442,,,,,124.97075,,,,,112.673344,,,,,,excluded,,,,,excluded,,,,87.92217,,,,,1.28376448,,,,,,excluded,,,,,excluded,,,,,,,
2004-11-21,Sunday,101.48,,,,,112.389937109375,,,,,100.6141109375,,,,,92.5548171875,,,,,,excluded,,,,93.3336138,,,,,,excluded,,,,81.72056,,,,,,excluded,,,,,excluded,,,,,excluded,,,,101.72944,,,,,,excluded,,,,151.54544,,,,,90.62442,,,,,124.97075,,,,,112.673344,,,,,,excluded,,,,,excluded,,,,87.92217,,,,,1.28376448,,,,,,excluded,,,,,excluded,,,,,,,
2004-11-22,Monday,101.86,,,,,112.4537109375,,,,,100.7197265625,,,,,92.7275390625,,,,,,excluded,,,,94.094577,,,,,,excluded,,,,81.72056,,,,,,excluded,,,,,excluded,,,,,excluded,,,,102.03819,,,,,,excluded,,,,151.96347,,,,,90.75318,,,,,125.44086,,,,,113.3330544,,,,,,excluded,,,,,excluded,,,,87.89429,,,,,1.28567737,,,,,,excluded,,,,,excluded,,,,,,,
2004-11-23,Tuesday,102.0,,,,,111.99765585937502,,,,,100.29249140625,,,,,92.3201296875,,,,,,excluded,,,,93.7750436,,,,,,excluded,,,,81.94133,,,,,,excluded,,,,,excluded,,,,,excluded,,,,102.16918,,,,,,excluded,,,,151.91,,,,,90.86585,,,,,125.5337,,,,,113.5523235,,,,,,excluded,,,,,excluded,,,,87.90359,,,,,1.28567737,,,,,,excluded,,,,,excluded,,,,,,,
2004-11-24,Wednesday,102.12,,,,,110.663896875,,,,,99.050853125,,,,,91.20444375,,,,,,excluded,,,,93.2430798,,,,,,excluded,,,,82.00756,,,,,,excluded,,,,,excluded,,,,,excluded,,,,102.2066,,,,,,excluded,,,,151.46923,,,,,90.88194,,,,,125.14476,,,,,113.076161,,,,,,excluded,,,,,excluded,,,,87.95469,,,,,1.27095444,,,,,,excluded,,,,,excluded,,,,,,,
2004-11-25,Thursday,102.33,,,,,110.663896875,,,,,99.050853125,,,,,91.20444375,,,,,,excluded,,,,93.0282503,,,,,,excluded,,,,82.44444,,,,,,excluded,,,,,excluded,,,,,excluded,,,,102.49664,,,,,,excluded,,,,151.62928,,,,,90.97851,,,,,125.3747,,,,,113.62705200000002,,,,,,excluded,,,,,excluded,,,,88.02902,,,,,1.26698733,,,,,,excluded,,,,,excluded,,,,,,,
