,weekday,FB1_Comdty_PX-LAST-CHF,FB1_Comdty_start,FB1_Comdty_weeklyReturn,FB1_Comdty_buy,FB1_Comdty_sell,TU1_Comdty_PX-LAST-CHF,TU1_Comdty_start,TU1_Comdty_weeklyReturn,TU1_Comdty_buy,TU1_Comdty_sell,FV1_Comdty_PX-LAST-CHF,FV1_Comdty_start,FV1_Comdty_weeklyReturn,FV1_Comdty_buy,FV1_Comdty_sell,TY1_Comdty_PX-LAST-CHF,TY1_Comdty_start,TY1_Comdty_weeklyReturn,TY1_Comdty_buy,TY1_Comdty_sell,WN1_Comdty_PX-LAST-CHF,WN1_Comdty_start,WN1_Comdty_weeklyReturn,WN1_Comdty_buy,WN1_Comdty_sell,CV1_Comdty_PX-LAST-CHF,CV1_Comdty_start,CV1_Comdty_weeklyReturn,CV1_Comdty_buy,CV1_Comdty_sell,XQ1_Comdty_PX-LAST-CHF,XQ1_Comdty_start,XQ1_Comdty_weeklyReturn,XQ1_Comdty_buy,XQ1_Comdty_sell,CN1_Comdty_PX-LAST-CHF,CN1_Comdty_start,CN1_Comdty_weeklyReturn,CN1_Comdty_buy,CN1_Comdty_sell,LGB1_Comdty_PX-LAST-CHF,LGB1_Comdty_start,LGB1_Comdty_weeklyReturn,LGB1_Comdty_buy,LGB1_Comdty_sell,WB1_Comdty_PX-LAST-CHF,WB1_Comdty_start,WB1_Comdty_weeklyReturn,WB1_Comdty_buy,WB1_Comdty_sell,WX1_Comdty_PX-LAST-CHF,WX1_Comdty_start,WX1_Comdty_weeklyReturn,WX1_Comdty_buy,WX1_Comdty_sell,G 1_Comdty_PX-LAST-CHF,G 1_Comdty_start,G 1_Comdty_weeklyReturn,G 1_Comdty_buy,G 1_Comdty_sell,UGL1_Comdty_PX-LAST-CHF,UGL1_Comdty_start,UGL1_Comdty_weeklyReturn,UGL1_Comdty_buy,UGL1_Comdty_sell,DU1_Comdty_PX-LAST-CHF,DU1_Comdty_start,DU1_Comdty_weeklyReturn,DU1_Comdty_buy,DU1_Comdty_sell,OE1_Comdty_PX-LAST-CHF,OE1_Comdty_start,OE1_Comdty_weeklyReturn,OE1_Comdty_buy,OE1_Comdty_sell,RX1_Comdty_PX-LAST-CHF,RX1_Comdty_start,RX1_Comdty_weeklyReturn,RX1_Comdty_buy,RX1_Comdty_sell,UB1_Comdty_PX-LAST-CHF,UB1_Comdty_start,UB1_Comdty_weeklyReturn,UB1_Comdty_buy,UB1_Comdty_sell,IK1_Comdty_PX-LAST-CHF,IK1_Comdty_start,IK1_Comdty_weeklyReturn,IK1_Comdty_buy,IK1_Comdty_sell,OAT1_Comdty_PX-LAST-CHF,OAT1_Comdty_start,OAT1_Comdty_weeklyReturn,OAT1_Comdty_buy,OAT1_Comdty_sell,XM1_Comdty_PX-LAST-CHF,XM1_Comdty_start,XM1_Comdty_weeklyReturn,XM1_Comdty_buy,XM1_Comdty_sell,JB1_Comdty_PX-LAST-CHF,JB1_Comdty_start,JB1_Comdty_weeklyReturn,JB1_Comdty_buy,JB1_Comdty_sell,KAA1_Comdty_PX-LAST-CHF,KAA1_Comdty_start,KAA1_Comdty_weeklyReturn,KAA1_Comdty_buy,KAA1_Comdty_sell,TFT1_Comdty_PX-LAST-CHF,TFT1_Comdty_start,TFT1_Comdty_weeklyReturn,TFT1_Comdty_buy,TFT1_Comdty_sell,considered_assets,weighted_return,weighted_return_l,weighted_return_s
2003-03-03,Monday,98.89,,,,,128.03155312500002,,,,,112.1955625,,,,,102.178475,,,,,,excluded,,,,,excluded,,,,,excluded,,,,75.66447,,,,,,excluded,,,,,excluded,,,,,excluded,,,,104.41886,,,,,,excluded,,,,150.03793,,,,,87.66737,,,,,114.14578,,,,,102.3777825,,,,,,excluded,,,,,excluded,,,,87.99111,,,,,1.28571625,,,,,,excluded,,,,,excluded,,,,,,,
2003-03-04,Tuesday,98.95,,,,,127.759316015625,,,,,112.0273109375,,,,,102.0989921875,,,,,,excluded,,,,,excluded,,,,,excluded,,,,75.63614,,,,,,excluded,,,,,excluded,,,,,excluded,,,,104.4103,,,,,,excluded,,,,150.05203,,,,,87.62873,,,,,114.03279,,,,,102.110743,,,,,,excluded,,,,,excluded,,,,88.056,,,,,1.2839130500000002,,,,,,excluded,,,,,excluded,,,,,,,
2003-03-05,Wednesday,99.44,,,,,127.4218515625,,,,,111.807090625,,,,,101.9790375,,,,,,excluded,,,,,excluded,,,,,excluded,,,,76.08231,,,,,,excluded,,,,,excluded,,,,,excluded,,,,104.38464,,,,,,excluded,,,,149.95335,,,,,87.58979,,,,,114.157,,,,,102.46665,,,,,,excluded,,,,,excluded,,,,88.07918,,,,,1.28255504,,,,,,excluded,,,,,excluded,,,,,,,
2003-03-06,Thursday,99.73,,,,,127.901919140625,,,,,112.123471875,,,,,102.2130421875,,,,,,excluded,,,,,excluded,,,,,excluded,,,,75.99024,,,,,,excluded,,,,,excluded,,,,,excluded,,,,104.43597,,,,,,excluded,,,,150.09432,,,,,87.81567,,,,,114.96842,,,,,103.174025,,,,,,excluded,,,,,excluded,,,,88.00038,,,,,1.28719558,,,,,,excluded,,,,,excluded,,,,,,,
2003-03-07,Friday,99.96,start,0.012355681588008902,20.0,20.0,128.13512148437502,start,-0.009015581274000718,-20.0,-20.0,112.3994125,start,-0.007057525702956069,-20.0,-20.0,102.5247984375,start,-0.004870843459154367,-20.0,-20.0,,excluded,,,,,excluded,,,,,excluded,,,,76.14605,start,0.007307492097550598,-20.0,-20.0,,excluded,,,,,excluded,,,,,excluded,,,,104.82093,start,0.008477407930110327,20.0,20.0,,excluded,,,,150.16481,start,0.0007516059596127194,20.0,20.0,87.81567,start,0.0016033058416813526,20.0,20.0,115.58056,start,0.011304630025557223,20.0,20.0,104.103969,start,0.015339681058073644,,,,excluded,,,,,excluded,,,,87.93549,start,-0.0007373831794817867,,,1.2905923800000003,start,-0.002437264365378435,-20.0,-20.0,,excluded,,,,,excluded,,,,"{'FB1_Comdty': 49.300438447086265, 'DU1_Comdty': 38.255717135075535, 'OE1_Comdty': 36.624485808940904, 'RX1_Comdty': 30.681770356614184, 'G 1_Comdty': 27.58010266515911, 'UB1_Comdty': 24.129428425310852, 'XM1_Comdty': 17.09975985258979, 'CN1_Comdty': 16.03632683177033, 'TY1_Comdty': -16.64214946432611, 'JB1_Comdty': -17.65542690336278, 'FV1_Comdty': -21.69921313752821, 'TU1_Comdty': -28.558317304110886}",0.010113270809781904,0.006898526268994105,0.003214744540787798
2003-03-08,Saturday,99.96,,,,,128.13512148437502,,,,,112.3994125,,,,,102.5247984375,,,,,,excluded,,,,,excluded,,,,,excluded,,,,76.14605,,,,,,excluded,,,,,excluded,,,,,excluded,,,,104.82093,,,,,,excluded,,,,150.16481,,,,,87.81567,,,,,115.58056,,,,,104.103969,,,,,,excluded,,,,,excluded,,,,87.93549,,,,,1.2905923800000003,,,,,,excluded,,,,,excluded,,,,,,,
2003-03-09,Sunday,99.96,,,,,128.13512148437502,,,,,112.3994125,,,,,102.5247984375,,,,,,excluded,,,,,excluded,,,,,excluded,,,,76.14605,,,,,,excluded,,,,,excluded,,,,,excluded,,,,104.82093,,,,,,excluded,,,,150.16481,,,,,87.81567,,,,,115.58056,,,,,104.103969,,,,,,excluded,,,,,excluded,,,,87.93549,,,,,1.2905923800000003,,,,,,excluded,,,,,excluded,,,,,,,
2003-03-10,Monday,100.04,,,,,127.27604140625,,,,,111.82101953125,,,,,102.0321484375,,,,,,excluded,,,,,excluded,,,,,excluded,,,,76.36559,,,,,,excluded,,,,,excluded,,,,,excluded,,,,105.0348,,,,,,excluded,,,,150.27759,,,,,87.96367,,,,,115.64971,,,,,104.219248,,,,,,excluded,,,,,excluded,,,,88.05137,,,,,1.2840262000000002,,,,,,excluded,,,,,excluded,,,,,,,
2003-03-11,Tuesday,100.34,,,,,127.41585390625,,,,,111.89303125,,,,,102.032328125,,,,,,excluded,,,,,excluded,,,,,excluded,,,,76.33726,,,,,,excluded,,,,,excluded,,,,,excluded,,,,105.05191,,,,,,excluded,,,,150.16481,,,,,87.80788,,,,,115.58508,,,,,104.109915,,,,,,excluded,,,,,excluded,,,,88.06991,,,,,1.28550228,,,,,,excluded,,,,,excluded,,,,,,,
2003-03-12,Wednesday,100.05,,,,,127.997704296875,,,,,112.34315859375,,,,,102.519265625,,,,,,excluded,,,,,excluded,,,,,excluded,,,,76.28769,,,,,,excluded,,,,,excluded,,,,,excluded,,,,104.93214,,,,,,excluded,,,,150.09432,,,,,87.72999,,,,,115.45007,,,,,104.271084,,,,,,excluded,,,,,excluded,,,,87.99111,,,,,1.2912875200000002,,,,,,excluded,,,,,excluded,,,,,,,
2003-03-13,Thursday,99.48,,,,,130.04875625,,,,,113.6404125,,,,,103.375225,,,,,,excluded,,,,,excluded,,,,,excluded,,,,75.70696,,,,,,excluded,,,,,excluded,,,,,excluded,,,,103.82858,,,,,,excluded,,,,149.54453,,,,,87.02896,,,,,114.19346,,,,,102.562173,,,,,,excluded,,,,,excluded,,,,87.82889,,,,,1.30160097,,,,,,excluded,,,,,excluded,,,,,,,
2003-03-14,Friday,98.94,start,-0.010204081632653022,20.0,20.0,130.64995703125,start,0.0196264343276223,-20.0,-20.0,114.3474140625,start,0.017331065342534566,-20.0,-20.0,104.062875,start,0.01500199547758813,-20.0,-20.0,,excluded,,,,,excluded,,,,,excluded,,,,75.81319,start,-0.00437133639893332,,-20.0,,excluded,,,,,excluded,,,,,excluded,,,,103.32386,start,-0.014282166739028244,20.0,20.0,,excluded,,,,149.48814,start,-0.004506182240699412,20.0,20.0,86.81865,start,-0.011353554553532326,20.0,20.0,113.87142,start,-0.01478743484198385,20.0,20.0,101.995854,start,-0.020250092482064847,,,,excluded,,,,,excluded,,,,87.75936,start,-0.002002945568393382,-20.0,,1.30838177,start,0.013783895113342975,-20.0,-20.0,,excluded,,,,,excluded,,,,"{'FB1_Comdty': 47.60260362803414, 'DU1_Comdty': 33.6782886677756, 'OE1_Comdty': 31.63257471635908, 'RX1_Comdty': 31.09710835366915, 'G 1_Comdty': 26.2599610702285, 'UB1_Comdty': 24.746712691541443, 'CN1_Comdty': 18.07245143872055, 'XM1_Comdty': 16.90510218029166, 'TY1_Comdty': -12.257654298195144, 'JB1_Comdty': -12.2597783865203, 'FV1_Comdty': -17.455412049064364, 'TU1_Comdty': -24.2374165466741}",-0.0233010947740103,-0.01102668400157937,-0.012274410772430931
2003-03-15,Saturday,98.94,,,,,130.64995703125,,,,,114.3474140625,,,,,104.062875,,,,,,excluded,,,,,excluded,,,,,excluded,,,,75.81319,,,,,,excluded,,,,,excluded,,,,,excluded,,,,103.32386,,,,,,excluded,,,,149.48814,,,,,86.81865,,,,,113.87142,,,,,101.995854,,,,,,excluded,,,,,excluded,,,,87.75936,,,,,1.30838177,,,,,,excluded,,,,,excluded,,,,,,,
2003-03-16,Sunday,98.94,,,,,130.64995703125,,,,,114.3474140625,,,,,104.062875,,,,,,excluded,,,,,excluded,,,,,excluded,,,,75.81319,,,,,,excluded,,,,,excluded,,,,,excluded,,,,103.32386,,,,,,excluded,,,,149.48814,,,,,86.81865,,,,,113.87142,,,,,101.995854,,,,,,excluded,,,,,excluded,,,,87.75936,,,,,1.30838177,,,,,,excluded,,,,,excluded,,,,,,,
2003-03-17,Monday,97.84,,,,,131.7883984375,,,,,114.989828125,,,,,104.48128125,,,,,,excluded,,,,,excluded,,,,,excluded,,,,75.24663,,,,,,excluded,,,,,excluded,,,,,excluded,,,,102.28018,,,,,,excluded,,,,149.1357,,,,,86.21888,,,,,112.76194,,,,,100.527175,,,,,,excluded,,,,,excluded,,,,87.85673,,,,,1.3207605,,,,,,excluded,,,,,excluded,,,,,,,
2003-03-18,Tuesday,97.42,,,,,131.721225,,,,,114.68346484375,,,,,104.1280484375,,,,,,excluded,,,,,excluded,,,,,excluded,,,,75.02709,,,,,,excluded,,,,,excluded,,,,,excluded,,,,102.42561,,,,,,excluded,,,,149.19209,,,,,86.27341,,,,,113.03417,,,,,100.909141,,,,,,excluded,,,,,excluded,,,,87.71763,,,,,1.3182605,,,,,,excluded,,,,,excluded,,,,,,,
2003-03-19,Wednesday,96.84,,,,,132.730875,,,,,115.34478515625,,,,,104.5342734375,,,,,,excluded,,,,,excluded,,,,,excluded,,,,74.76505,,,,,,excluded,,,,,excluded,,,,,excluded,,,,101.57869,,,,,,excluded,,,,148.95244,,,,,85.88395,,,,,112.42976,,,,,100.23988199999998,,,,,,excluded,,,,,excluded,,,,87.63418,,,,,1.31158213,,,,,,excluded,,,,,excluded,,,,,,,
2003-03-20,Thursday,97.35,,,,,132.156582421875,,,,,114.70153046875,,,,,103.830734375,,,,,,excluded,,,,,excluded,,,,,excluded,,,,74.54551,,,,,,excluded,,,,,excluded,,,,,excluded,,,,101.60436,,,,,,excluded,,,,149.1357,,,,,86.15657,,,,,112.89776,,,,,100.6556275,,,,,,excluded,,,,,excluded,,,,87.53217,,,,,1.3043845200000002,,,,,,excluded,,,,,excluded,,,,,,,
2003-03-21,Friday,96.76,start,-0.02203355569031729,20.0,20.0,133.467302734375,start,0.021564076767749123,-20.0,-20.0,115.50908671875,start,0.01015915109033474,-20.0,-20.0,104.384528125,start,0.0030909498224030176,-20.0,-20.0,,excluded,,,,,excluded,,,,,excluded,,,,74.14891,start,-0.021952380581795924,,,,excluded,,,,,excluded,,,,,excluded,,,,101.11674,start,-0.021361184144688395,,20.0,,excluded,,,,148.91015,start,-0.0038664605767387288,20.0,20.0,85.86837,start,-0.010945574481980616,20.0,20.0,112.31921,start,-0.01363125181015572,20.0,20.0,99.78098,start,-0.02171533364483614,20.0,,,excluded,,,,,excluded,,,,87.53681,start,-0.002535911838919498,-20.0,-20.0,1.30359275,start,-0.003660261943270604,-20.0,-20.0,,excluded,,,,,excluded,,,,"{'FB1_Comdty': 35.41583256085549, 'DU1_Comdty': 31.28467313501378, 'OE1_Comdty': 26.38637069219226, 'RX1_Comdty': 26.351576891824827, 'UB1_Comdty': 20.068018038261044, 'G 1_Comdty': 19.580406386812818, 'CN1_Comdty': 13.608461409875009, 'XM1_Comdty': 12.642485084273668, 'JB1_Comdty': -9.143874006878145, 'TY1_Comdty': -12.080780041015782, 'FV1_Comdty': -15.945498914202716, 'TU1_Comdty': -21.75223475418566}",-0.02009120612043551,-0.01436760534077615,-0.005723600779659356
2003-03-22,Saturday,96.76,,,,,133.467302734375,,,,,115.50908671875,,,,,104.384528125,,,,,,excluded,,,,,excluded,,,,,excluded,,,,74.14891,,,,,,excluded,,,,,excluded,,,,,excluded,,,,101.11674,,,,,,excluded,,,,148.91015,,,,,85.86837,,,,,112.31921,,,,,99.78098,,,,,,excluded,,,,,excluded,,,,87.53681,,,,,1.30359275,,,,,,excluded,,,,,excluded,,,,,,,
2003-03-23,Sunday,96.76,,,,,133.467302734375,,,,,115.50908671875,,,,,104.384528125,,,,,,excluded,,,,,excluded,,,,,excluded,,,,74.14891,,,,,,excluded,,,,,excluded,,,,,excluded,,,,101.11674,,,,,,excluded,,,,148.91015,,,,,85.86837,,,,,112.31921,,,,,99.78098,,,,,,excluded,,,,,excluded,,,,87.53681,,,,,1.30359275,,,,,,excluded,,,,,excluded,,,,,,,
2003-03-24,Monday,96.86,,,,,131.968130859375,,,,,114.594084375,,,,,103.779240625,,,,,,excluded,,,,,excluded,,,,,excluded,,,,74.62341,,,,,,excluded,,,,,excluded,,,,,excluded,,,,101.65569,,,,,,excluded,,,,149.1498,,,,,86.2033,,,,,112.76568,,,,,100.647954,,,,,,excluded,,,,,excluded,,,,87.55999,,,,,1.29634912,,,,,,excluded,,,,,excluded,,,,,,,
2003-03-25,Tuesday,96.84,,,,,131.81686796875002,,,,,114.518165625,,,,,103.695,,,,,,excluded,,,,,excluded,,,,,excluded,,,,74.52426,,,,,,excluded,,,,,excluded,,,,,excluded,,,,101.83533,,,,,,excluded,,,,149.1639,,,,,86.21888,,,,,112.73662,,,,,100.233126,,,,,,excluded,,,,,excluded,,,,87.63418,,,,,1.30510828,,,,,,excluded,,,,,excluded,,,,,,,
2003-03-26,Wednesday,96.78,,,,,131.790048828125,,,,,114.5831515625,,,,,103.7701625,,,,,,excluded,,,,,excluded,,,,,excluded,,,,74.55967,,,,,,excluded,,,,,excluded,,,,,excluded,,,,101.79256,,,,,,excluded,,,,149.20619,,,,,86.25004,,,,,113.05017,,,,,100.47797400000002,,,,,,excluded,,,,,excluded,,,,87.64345,,,,,1.3043040499999998,,,,,,excluded,,,,,excluded,,,,,,,
2003-03-27,Thursday,97.26,,,,,132.15252734375,,,,,114.95189375,,,,,104.10085,,,,,,excluded,,,,,excluded,,,,,excluded,,,,74.59508,,,,,,excluded,,,,,excluded,,,,,excluded,,,,102.19463,,,,,,excluded,,,,149.30487,,,,,86.37467,,,,,113.36052,,,,,100.41532,,,,,,excluded,,,,,excluded,,,,87.69445,,,,,1.30393208,,,,,,excluded,,,,,excluded,,,,,,,
2003-03-28,Friday,97.3,start,0.005580818520049525,20.0,20.0,131.02458046875,start,-0.01830202765456708,-20.0,-20.0,114.1535671875,start,-0.011735176597409297,-20.0,-20.0,103.441303125,start,-0.00903606134877087,-20.0,-20.0,,excluded,,,,,excluded,,,,,excluded,,,,74.71548,start,0.007640975437130481,,,,excluded,,,,,excluded,,,,,excluded,,,,102.4085,start,0.01277493716668487,20.0,,,excluded,,,,149.48814,start,0.003881468120205371,20.0,20.0,86.61613,start,0.008708212348737953,20.0,20.0,113.51124,start,0.010612877351968577,20.0,20.0,101.1584405,start,0.013804840361359429,,20.0,,excluded,,,,,excluded,,,,87.68981,start,0.0017478361388767946,-20.0,-20.0,1.29216864,start,-0.008763557483730925,-20.0,-20.0,,excluded,,,,,excluded,,,,"{'DU1_Comdty': 33.12896939138385, 'FB1_Comdty': 31.64790312458277, 'OE1_Comdty': 28.417816721630825, 'RX1_Comdty': 27.359224180163256, 'G 1_Comdty': 21.168576835965432, 'UB1_Comdty': 19.33858957790718, 'CN1_Comdty': 13.866253650363069, 'XM1_Comdty': 13.466812954049505, 'JB1_Comdty': -10.982900322638088, 'TY1_Comdty': -14.144462469855274, 'FV1_Comdty': -18.116377206369325, 'TU1_Comdty': -24.140864786034626}",0.01773544072958445,0.00851764334046417,0.009217797389120277
