,weekday,CL1_Comdty_PX-LAST-CHF,CL1_Comdty_start,CL1_Comdty_weeklyReturn,CL1_Comdty_buy,CL1_Comdty_sell,GC1_Comdty_PX-LAST-CHF,GC1_Comdty_start,GC1_Comdty_weeklyReturn,GC1_Comdty_buy,GC1_Comdty_sell,considered_assets,weighted_return,weighted_return_l,weighted_return_s
2008-08-09,Saturday,379.46213,,,,,1219.46054,,,,,,,,
2008-08-10,Sunday,379.46213,,,,,1219.46054,,,,,,,,
2008-08-11,Monday,378.49335,,,,,1172.54022,,,,,,,,
2008-08-12,Tuesday,375.80019,,,,,1159.72186,,,,,,,,
2008-08-13,Wednesday,383.86707,,,,,1177.99471,,,,,,,,
2008-08-14,Thursday,384.62674,,,,,1166.17581,,,,,,,,
2008-08-15,Friday,380.86169,start,0.0036882731881571636,-100.0,-100.0,1135.23594,start,-0.06906709748886176,100.0,100.0,"{'GC1_Comdty': -0.38987855658059817, 'CL1_Comdty': -0.9145135422779124}",-0.07275537067701893,-0.06906709748886176,-0.0036882731881571636
2008-08-16,Saturday,380.86169,,,,,1135.23594,,,,,,,,
2008-08-17,Sunday,380.86169,,,,,1135.23594,,,,,,,,
2008-08-18,Monday,377.15999,,,,,1152.42622,,,,,,,,
2008-08-19,Tuesday,381.4838,,,,,1164.7893,,,,,,,,
2008-08-20,Wednesday,386.49114,,,,,1174.59228,,,,,,,,
2008-08-21,Thursday,399.87902,,,,,1191.15798,,,,,,,,
2008-08-22,Friday,381.57705,start,0.0018782671473205287,-100.0,-100.0,1194.0902,start,0.051843196578149266,100.0,100.0,"{'GC1_Comdty': -0.4102354145918347, 'CL1_Comdty': -0.9498331142593822}",0.04996492943082874,0.051843196578149266,-0.0018782671473205287
2008-08-23,Saturday,381.57705,,,,,1194.0902,,,,,,,,
2008-08-24,Sunday,381.57705,,,,,1194.0902,,,,,,,,
2008-08-25,Monday,382.33007,,,,,1179.84216,,,,,,,,
2008-08-26,Tuesday,388.68924,,,,,1191.1122,,,,,,,,
2008-08-27,Wednesday,395.11754,,,,,1200.07452,,,,,,,,
2008-08-28,Thursday,385.50357,,,,,1201.41969,,,,,,,,
2008-08-29,Friday,386.89283,start,0.013931078926261466,-100.0,-100.0,1204.06485,start,0.008353347175950262,100.0,100.0,"{'GC1_Comdty': -0.41832062028641903, 'CL1_Comdty': -0.9089379594457295}",-0.0055777317503112045,0.008353347175950262,-0.013931078926261466
2008-08-30,Saturday,386.89283,,,,,1204.06485,,,,,,,,
2008-08-31,Sunday,386.89283,,,,,1204.06485,,,,,,,,
2008-09-01,Monday,386.89283,,,,,1204.06485,,,,,,,,
2008-09-02,Tuesday,368.69113,,,,,1171.8173,,,,,,,,
2008-09-03,Wednesday,367.44811,,,,,1168.37033,,,,,,,,
2008-09-04,Thursday,362.77138,,,,,1161.8414,,,,,,,,
2008-09-05,Friday,359.54415,start,-0.07068799905131351,-100.0,-100.0,1168.76801,start,-0.029314733338490842,100.0,100.0,"{'GC1_Comdty': -0.38393452407739687, 'CL1_Comdty': -0.8421785303271468}",0.04137326571282267,-0.029314733338490842,0.07068799905131351
2008-09-06,Saturday,359.54415,,,,,1168.76801,,,,,,,,
2008-09-07,Sunday,359.54415,,,,,1168.76801,,,,,,,,
2008-09-08,Monday,365.46952,,,,,1186.35495,,,,,,,,
2008-09-09,Tuesday,352.75236,,,,,1163.86967,,,,,,,,
2008-09-10,Wednesday,352.95202,,,,,1128.81492,,,,,,,,
2008-09-11,Thursday,349.08956,,,,,1110.25436,,,,,,,,
2008-09-12,Friday,347.73562,start,-0.03284305974662644,-100.0,-100.0,1130.6401,start,-0.03262230799763242,100.0,100.0,"{'GC1_Comdty': -0.33719347551937295, 'CL1_Comdty': -0.7981584603052827}",0.00022075174899402472,-0.03262230799763242,0.03284305974662644
2008-09-13,Saturday,347.73562,,,,,1130.6401,,,,,,,,
2008-09-14,Sunday,347.73562,,,,,1130.6401,,,,,,,,
2008-09-15,Monday,324.98443,,,,,1150.5241,,,,,,,,
2008-09-16,Tuesday,310.08204,,,,,1142.83115,,,,,,,,
2008-09-17,Wednesday,329.17047,,,,,1240.66137,,,,,,,,
2008-09-18,Thursday,324.83434,,,,,1281.45072,,,,,,,,
2008-09-19,Friday,351.89006,start,0.011947122356921682,-100.0,-100.0,1252.76995,start,0.10801832519472822,100.0,100.0,"{'GC1_Comdty': -0.4787792531637628, 'CL1_Comdty': -0.7192561693711664}",0.09607120283780654,0.10801832519472822,-0.011947122356921682
2008-09-20,Saturday,351.89006,,,,,1252.76995,,,,,,,,
2008-09-21,Sunday,351.89006,,,,,1252.76995,,,,,,,,
2008-09-22,Monday,396.96519,,,,,1283.37045,,,,,,,,
2008-09-23,Tuesday,388.02116,,,,,1260.7456,,,,,,,,
2008-09-24,Wednesday,386.48632,,,,,1271.21294,,,,,,,,
2008-09-25,Thursday,396.09,,,,,1258.83703,,,,,,,,
2008-09-26,Friday,390.87011,start,0.11077337620733023,-100.0,-100.0,1262.38606,start,0.007675878560145807,100.0,100.0,"{'GC1_Comdty': -0.4585346109482745, 'CL1_Comdty': -0.9088878230022961}",-0.10309749764718443,0.007675878560145807,-0.11077337620733023
2008-09-27,Saturday,390.87011,,,,,1262.38606,,,,,,,,
2008-09-28,Sunday,390.87011,,,,,1262.38606,,,,,,,,
2008-09-29,Monday,354.66546,,,,,1278.93421,,,,,,,,
2008-09-30,Tuesday,379.02818,,,,,1288.89503,,,,,,,,
2008-10-01,Wednesday,371.21383,,,,,1298.86952,,,,,,,,
2008-10-02,Thursday,358.63915,,,,,1252.0009,,,,,,,,
2008-10-03,Friday,356.75156,start,-0.08728871593686206,-100.0,-100.0,1230.21619,start,-0.02548338501139655,100.0,100.0,"{'GC1_Comdty': -0.4498126463501509, 'CL1_Comdty': -0.8018333494370972}",0.061805330925465515,-0.02548338501139655,0.08728871593686206
2008-10-04,Saturday,356.75156,,,,,1230.21619,,,,,,,,
2008-10-05,Sunday,356.75156,,,,,1230.21619,,,,,,,,
2008-10-06,Monday,336.89783,,,,,1291.25434,,,,,,,,
2008-10-07,Tuesday,344.53274,,,,,1311.01155,,,,,,,,
2008-10-08,Wednesday,336.70343,,,,,1333.24135,,,,,,,,
2008-10-09,Thursday,329.1071,,,,,1309.14464,,,,,,,,
2008-10-10,Friday,294.82288,start,-0.1735904953015482,-100.0,-100.0,1266.40524,start,0.029416821445017685,100.0,100.0,"{'GC1_Comdty': -0.4912918019180429, 'CL1_Comdty': -0.707671658979608}",0.20300731674656586,0.029416821445017685,0.1735904953015482
2008-10-11,Saturday,294.82288,,,,,1266.40524,,,,,,,,
2008-10-12,Sunday,294.82288,,,,,1266.40524,,,,,,,,
2008-10-13,Monday,311.17206,,,,,1254.60592,,,,,,,,
2008-10-14,Tuesday,299.38099,,,,,1241.92686,,,,,,,,
2008-10-15,Wednesday,284.85932,,,,,1245.78295,,,,,,,,
2008-10-16,Thursday,266.37348,,,,,1192.03771,,,,,,,,
2008-10-17,Friday,273.92814,start,-0.0708721792555585,-100.0,-100.0,1166.83674,start,-0.0786229374730004,100.0,100.0,"{'GC1_Comdty': -0.3951046706340776, 'CL1_Comdty': -0.4869403330119438}",-0.007750758217441908,-0.0786229374730004,0.0708721792555585
2008-10-18,Saturday,273.92814,,,,,1166.83674,,,,,,,,
2008-10-19,Sunday,273.92814,,,,,1166.83674,,,,,,,,
2008-10-20,Monday,287.06586,,,,,1186.72899,,,,,,,,
2008-10-21,Tuesday,274.76547,,,,,1156.58558,,,,,,,,
2008-10-22,Wednesday,255.32755,,,,,1112.55932,,,,,,,,
2008-10-23,Thursday,260.52571,,,,,1085.82494,,,,,,,,
2008-10-24,Friday,246.05894,start,-0.1017390911353612,-100.0,-100.0,1108.19216,start,-0.05025945617721971,100.0,100.0,"{'GC1_Comdty': -0.29977012437549794, 'CL1_Comdty': -0.45608020252617143}",0.051479634958141486,-0.05025945617721971,0.1017390911353612
2008-10-25,Saturday,246.05894,,,,,1108.19216,,,,,,,,
2008-10-26,Sunday,246.05894,,,,,1108.19216,,,,,,,,
2008-10-27,Monday,240.49097,,,,,1118.01059,,,,,,,,
2008-10-28,Tuesday,240.2814,,,,,1122.1249,,,,,,,,
2008-10-29,Wednesday,252.05469,,,,,1113.86776,,,,,,,,
2008-10-30,Thursday,248.06544,,,,,1098.77153,,,,,,,,
2008-10-31,Friday,259.56102,start,0.05487335676565939,-100.0,-100.0,1087.583,start,-0.018597099622144928,100.0,100.0,"{'GC1_Comdty': -0.31023386994985425, 'CL1_Comdty': -0.39747625019565236}",-0.07347045638780432,-0.018597099622144928,-0.05487335676565939
2008-11-01,Saturday,259.56102,,,,,1087.583,,,,,,,,
2008-11-02,Sunday,259.56102,,,,,1087.583,,,,,,,,
2008-11-03,Monday,246.97139,,,,,1111.12782,,,,,,,,
2008-11-04,Tuesday,270.22832,,,,,1147.87927,,,,,,,,
2008-11-05,Wednesday,250.29776,,,,,1125.77868,,,,,,,,
2008-11-06,Thursday,235.49841,,,,,1122.53462,,,,,,,,
2008-11-07,Friday,236.98743,start,-0.08696833600052888,-100.0,-100.0,1127.70743,start,0.036893211828430424,100.0,100.0,"{'GC1_Comdty': -0.3303865835054744, 'CL1_Comdty': -0.3339164029169611}",0.1238615478289593,0.036893211828430424,0.08696833600052888
2008-11-08,Saturday,236.98743,,,,,1127.70743,,,,,,,,
2008-11-09,Sunday,236.98743,,,,,1127.70743,,,,,,,,
2008-11-10,Monday,242.42989,,,,,1147.18398,,,,,,,,
2008-11-11,Tuesday,231.97178,,,,,1133.48959,,,,,,,,
2008-11-12,Wednesday,219.00359,,,,,1108.15697,,,,,,,,
2008-11-13,Thursday,230.26361,,,,,1102.71768,,,,,,,,
2008-11-14,Friday,223.46951,start,-0.05704066245201265,100.0,-100.0,1150.81758,start,0.02049303692181932,-100.0,100.0,"{'CL1_Comdty': -0.29945498776513174, 'GC1_Comdty': -0.31168964744430594}",0.07753369937383198,0.02049303692181932,0.05704066245201265
2008-11-15,Saturday,223.46951,,,,,1150.81758,,,,,,,,
2008-11-16,Sunday,223.46951,,,,,1150.81758,,,,,,,,
2008-11-17,Monday,216.53132,,,,,1156.71991,,,,,,,,
2008-11-18,Tuesday,214.80876,,,,,1144.80204,,,,,,,,
2008-11-19,Wednesday,214.15407,,,,,1162.91673,,,,,,,,
2008-11-20,Thursday,199.68333,,,,,1191.96681,,,,,,,,
2008-11-21,Friday,199.68333,start,-0.10644038195635727,100.0,100.0,1263.68213,start,0.09807336276527859,-100.0,-100.0,"{'CL1_Comdty': -0.14577949427175274, 'GC1_Comdty': -0.38908835369097716}",-0.20451374472163586,-0.10644038195635727,-0.09807336276527859
2008-11-22,Saturday,199.68333,,,,,1263.68213,,,,,,,,
2008-11-23,Sunday,199.68333,,,,,1263.68213,,,,,,,,
2008-11-24,Monday,213.47146,,,,,1280.9565,,,,,,,,
2008-11-25,Tuesday,197.086,,,,,1267.9712,,,,,,,,
2008-11-26,Wednesday,213.98371,,,,,1268.19116,,,,,,,,
2008-11-27,Thursday,213.98371,,,,,1268.19116,,,,,,,,
2008-11-28,Friday,215.97231,start,0.08157406028835747,100.0,100.0,1292.36234,start,0.022695747070507352,-100.0,-100.0,"{'CL1_Comdty': -0.20406850229313642, 'GC1_Comdty': -0.4507579380433086}",0.058878313217850115,0.08157406028835747,-0.022695747070507352
2008-11-29,Saturday,215.97231,,,,,1292.36234,,,,,,,,
2008-11-30,Sunday,215.97231,,,,,1292.36234,,,,,,,,
2008-12-01,Monday,193.81438,,,,,1214.96889,,,,,,,,
2008-12-02,Tuesday,185.18112,,,,,1228.39314,,,,,,,,
2008-12-03,Wednesday,185.59646,,,,,1215.42994,,,,,,,,
2008-12-04,Thursday,170.95145,,,,,1191.72332,,,,,,,,
2008-12-05,Friday,163.33007,start,-0.2437453208700689,100.0,100.0,1197.21877,start,-0.0736198874380694,-100.0,-100.0,"{'CL1_Comdty': 0.030843190176312048, 'GC1_Comdty': -0.3881760822579144}",-0.17012543343199948,-0.2437453208700689,0.0736198874380694
2008-12-06,Saturday,163.33007,,,,,1197.21877,,,,,,,,
2008-12-07,Sunday,163.33007,,,,,1197.21877,,,,,,,,
2008-12-08,Monday,172.03657,,,,,1204.13825,,,,,,,,
2008-12-09,Tuesday,165.36177,,,,,1210.19795,,,,,,,,
2008-12-10,Wednesday,170.05135,,,,,1256.81971,,,,,,,,
2008-12-11,Thursday,184.98525,,,,,1267.3977,,,,,,,,
2008-12-12,Friday,178.50659,start,0.09291932587795977,100.0,100.0,1258.57798,start,0.05125146008193647,-100.0,-100.0,"{'CL1_Comdty': -0.04076147041344349, 'GC1_Comdty': -0.44965472343078067}",0.0416678657960233,0.09291932587795977,-0.05125146008193647
2008-12-13,Saturday,178.50659,,,,,1258.57798,,,,,,,,
2008-12-14,Sunday,178.50659,,,,,1258.57798,,,,,,,,
2008-12-15,Monday,168.69746,,,,,1260.83291,,,,,,,,
2008-12-16,Tuesday,162.61235,,,,,1249.91561,,,,,,,,
2008-12-17,Wednesday,141.55404,,,,,1220.45506,,,,,,,,
2008-12-18,Thursday,127.92602,,,,,1208.79437,,,,,,,,
2008-12-19,Friday,122.79184,start,-0.3121159280450094,100.0,100.0,1207.33531,start,-0.04071473584815149,-100.0,-100.0,"{'CL1_Comdty': 0.33566874970993515, 'GC1_Comdty': -0.4019349517924916}",-0.27140119219685793,-0.3121159280450094,0.04071473584815149
2008-12-20,Saturday,122.79184,,,,,1207.33531,,,,,,,,
2008-12-21,Sunday,122.79184,,,,,1207.33531,,,,,,,,
2008-12-22,Monday,113.81262,,,,,1201.64459,,,,,,,,
2008-12-23,Tuesday,110.66139,,,,,1183.39991,,,,,,,,
2008-12-24,Wednesday,99.59861,,,,,1188.34109,,,,,,,,
2008-12-25,Thursday,99.59861,,,,,1188.34109,,,,,,,,
2008-12-26,Friday,105.24278,start,-0.14291715149801484,100.0,100.0,1209.30279,start,0.0016296052833905963,-100.0,-100.0,"{'CL1_Comdty': 0.5933354061483574, 'GC1_Comdty': -0.3840868679404136}",-0.14454675678140544,-0.14291715149801484,-0.0016296052833905963
2008-12-27,Saturday,105.24278,,,,,1209.30279,,,,,,,,
2008-12-28,Sunday,105.24278,,,,,1209.30279,,,,,,,,
2008-12-29,Monday,109.31571,,,,,1189.16964,,,,,,,,
2008-12-30,Tuesday,107.764,,,,,1194.74657,,,,,,,,
2008-12-31,Wednesday,124.56494,,,,,1228.40621,,,,,,,,
2009-01-01,Thursday,124.56494,,,,,1228.40621,,,,,,,,
2009-01-02,Friday,129.95746,start,0.23483492169249048,100.0,100.0,1226.76801,start,0.014442387915106063,-100.0,-100.0,"{'CL1_Comdty': 0.3754664165817919, 'GC1_Comdty': -0.41677579701314676}",0.2203925337773844,0.23483492169249048,-0.014442387915106063
2009-01-03,Saturday,129.95746,,,,,1226.76801,,,,,,,,
2009-01-04,Sunday,129.95746,,,,,1226.76801,,,,,,,,
2009-01-05,Monday,141.22104,,,,,1234.40608,,,,,,,,
2009-01-06,Tuesday,142.00278,,,,,1259.03743,,,,,,,,
2009-01-07,Wednesday,122.0929,,,,,1198.98518,,,,,,,,
2009-01-08,Thursday,119.11336,,,,,1213.99779,,,,,,,,
2009-01-09,Friday,118.63413,start,-0.08713105042219199,100.0,100.0,1235.59966,start,0.00719911990531941,-100.0,-100.0,"{'CL1_Comdty': 0.42712794932775716, 'GC1_Comdty': -0.40454116685884056}",-0.0943301703275114,-0.08713105042219199,-0.00719911990531941
2009-01-10,Saturday,118.63413,,,,,1235.59966,,,,,,,,
2009-01-11,Sunday,118.63413,,,,,1235.59966,,,,,,,,
2009-01-12,Monday,109.07276,,,,,1184.86411,,,,,,,,
2009-01-13,Tuesday,110.49285,,,,,1193.81785,,,,,,,,
2009-01-14,Wednesday,108.89415,,,,,1175.03603,,,,,,,,
2009-01-15,Thursday,104.16125,,,,,1181.46069,,,,,,,,
2009-01-16,Friday,106.51142,start,-0.10218568636192635,100.0,100.0,1218.69027,start,-0.013685168867722114,-100.0,-100.0,"{'CL1_Comdty': 0.5680091528900952, 'GC1_Comdty': -0.37669464894675025}",-0.08850051749420423,-0.10218568636192635,0.013685168867722114
2009-01-17,Saturday,106.51142,,,,,1218.69027,,,,,,,,
2009-01-18,Sunday,106.51142,,,,,1218.69027,,,,,,,,
2009-01-19,Monday,106.51142,,,,,1218.69027,,,,,,,,
2009-01-20,Tuesday,115.95282,,,,,1273.12429,,,,,,,,
2009-01-21,Wednesday,124.80212,,,,,1277.35423,,,,,,,,
2009-01-22,Thursday,124.99446,,,,,1288.86413,,,,,,,,
2009-01-23,Friday,133.55015,start,0.25385756757350525,100.0,100.0,1349.86485,start,0.10763569975823296,-100.0,-100.0,"{'CL1_Comdty': 0.3933737421565536, 'GC1_Comdty': -0.4631799365460307}",0.1462218678152723,0.25385756757350525,-0.10763569975823296
2009-01-24,Saturday,133.55015,,,,,1349.86485,,,,,,,,
2009-01-25,Sunday,133.55015,,,,,1349.86485,,,,,,,,
2009-01-26,Monday,129.51911,,,,,1349.61057,,,,,,,,
2009-01-27,Tuesday,117.33235,,,,,1330.88947,,,,,,,,
2009-01-28,Wednesday,119.47065,,,,,1319.71125,,,,,,,,
2009-01-29,Thursday,118.27267,,,,,1353.81939,,,,,,,,
2009-01-30,Friday,119.94947,start,-0.1018394962491618,100.0,100.0,1398.08652,start,0.03572333185800055,-100.0,-100.0,"{'CL1_Comdty': 0.4582116172003858, 'GC1_Comdty': -0.5123486884527724}",-0.13756282810716236,-0.1018394962491618,-0.03572333185800055
2009-01-31,Saturday,119.94947,,,,,1398.08652,,,,,,,,
2009-02-01,Sunday,119.94947,,,,,1398.08652,,,,,,,,
2009-02-02,Monday,115.18593,,,,,1364.2785,,,,,,,,
2009-02-03,Tuesday,116.09583,,,,,1329.55381,,,,,,,,
2009-02-04,Wednesday,115.84568,,,,,1356.40826,,,,,,,,
2009-02-05,Thursday,118.86956,,,,,1381.2086,,,,,,,,
2009-02-06,Friday,116.28099,start,-0.030583544887693145,100.0,100.0,1384.91745,start,-0.009419352673538507,-100.0,-100.0,"{'CL1_Comdty': 0.46241951741854753, 'GC1_Comdty': -0.5318103877011325}",-0.021164192214154637,-0.030583544887693145,0.009419352673538507
2009-02-07,Saturday,116.28099,,,,,1384.91745,,,,,,,,
2009-02-08,Sunday,116.28099,,,,,1384.91745,,,,,,,,
2009-02-09,Monday,113.76995,,,,,1343.54971,,,,,,,,
2009-02-10,Tuesday,107.53334,,,,,1369.9436,,,,,,,,
2009-02-11,Wednesday,103.43943,,,,,1422.45417,,,,,,,,
2009-02-12,Thursday,98.06786,,,,,1433.47236,,,,,,,,
2009-02-13,Friday,107.74422,start,-0.0734150096245311,100.0,100.0,1416.17943,start,0.022573172141054323,-100.0,-100.0,"{'CL1_Comdty': 0.664166393009437, 'GC1_Comdty': -0.5686711606446454}",-0.09598818176558542,-0.0734150096245311,-0.022573172141054323
2009-02-14,Saturday,107.74422,,,,,1416.17943,,,,,,,,
2009-02-15,Sunday,107.74422,,,,,1416.17943,,,,,,,,
2009-02-16,Monday,107.74422,,,,,1416.17943,,,,,,,,
2009-02-17,Tuesday,101.65812,,,,,1473.4071,,,,,,,,
2009-02-18,Wednesday,101.14209,,,,,1495.41176,,,,,,,,
2009-02-19,Thursday,114.93931,,,,,1487.61985,,,,,,,,
2009-02-20,Friday,111.94829,start,0.03901898403459603,100.0,100.0,1507.66273,start,0.06459866459153421,-100.0,-100.0,"{'CL1_Comdty': 0.516068536433549, 'GC1_Comdty': -0.6058178440719083}",-0.025579680556938184,0.03901898403459603,-0.06459866459153421
2009-02-21,Saturday,111.94829,,,,,1507.66273,,,,,,,,
2009-02-22,Sunday,111.94829,,,,,1507.66273,,,,,,,,
2009-02-23,Monday,107.9744,,,,,1503.41342,,,,,,,,
2009-02-24,Tuesday,112.32102,,,,,1465.88974,,,,,,,,
2009-02-25,Wednesday,119.51179,,,,,1461.52674,,,,,,,,
2009-02-26,Thursday,127.16054,,,,,1425.8281,,,,,,,,
2009-02-27,Friday,125.75907,start,0.12336749404568836,100.0,100.0,1424.45433,start,-0.055190327613921966,-100.0,-100.0,"{'CL1_Comdty': 0.42428017333610196, 'GC1_Comdty': -0.5634850942291445}",0.17855782165961032,0.12336749404568836,0.055190327613921966
2009-02-28,Saturday,125.75907,,,,,1424.45433,,,,,,,,
2009-03-01,Sunday,125.75907,,,,,1424.45433,,,,,,,,
2009-03-02,Monday,113.84258,,,,,1433.72197,,,,,,,,
2009-03-03,Tuesday,117.85469,,,,,1390.61171,,,,,,,,
2009-03-04,Wednesday,128.45303,,,,,1380.57948,,,,,,,,
2009-03-05,Thursday,123.51647,,,,,1413.54963,,,,,,,,
2009-03-06,Friday,126.5553,start,0.006331392240734672,100.0,100.0,1409.83897,start,-0.010260321929731513,-100.0,-100.0,"{'CL1_Comdty': 0.4656898910776045, 'GC1_Comdty': -0.5560941710089431}",0.016591714170466183,0.006331392240734672,0.010260321929731513
2009-03-07,Saturday,126.5553,,,,,1409.83897,,,,,,,,
2009-03-08,Sunday,126.5553,,,,,1409.83897,,,,,,,,
2009-03-09,Monday,131.52292,,,,,1379.80548,,,,,,,,
2009-03-10,Tuesday,127.49135,,,,,1344.14762,,,,,,,,
2009-03-11,Wednesday,118.03346,,,,,1365.99816,,,,,,,,
2009-03-12,Thursday,134.66582,,,,,1423.22081,,,,,,,,
2009-03-13,Friday,132.46582,start,0.0467030618235665,100.0,100.0,1432.97846,start,0.016412860257366855,-100.0,-100.0,"{'CL1_Comdty': 0.38946319542273133, 'GC1_Comdty': -0.5639221395505524}",0.030290201566199642,0.0467030618235665,-0.016412860257366855
2009-03-14,Saturday,132.46582,,,,,1432.97846,,,,,,,,
2009-03-15,Sunday,132.46582,,,,,1432.97846,,,,,,,,
2009-03-16,Monday,135.34234,,,,,1417.62884,,,,,,,,
2009-03-17,Tuesday,140.40925,,,,,1408.56329,,,,,,,,
2009-03-18,Wednesday,135.33688,,,,,1344.55511,,,,,,,,
2009-03-19,Thursday,140.01474,,,,,1399.21949,,,,,,,,
2009-03-20,Friday,138.84274,start,0.04814011644664249,100.0,100.0,1398.64989,start,-0.02395609631145476,-100.0,-100.0,"{'CL1_Comdty': 0.36226527843241596, 'GC1_Comdty': -0.5474630480337156}",0.07209621275809724,0.04814011644664249,0.02395609631145476
2009-03-21,Saturday,138.84274,,,,,1398.64989,,,,,,,,
2009-03-22,Sunday,138.84274,,,,,1398.64989,,,,,,,,
2009-03-23,Monday,142.93415,,,,,1388.17242,,,,,,,,
2009-03-24,Tuesday,144.22924,,,,,1354.01382,,,,,,,,
2009-03-25,Wednesday,139.82335,,,,,1360.19244,,,,,,,,
2009-03-26,Thursday,144.84421,,,,,1374.46618,,,,,,,,
2009-03-27,Friday,141.61384,start,0.019958551667879923,100.0,100.0,1369.18042,start,-0.021069940526717523,-100.0,-100.0,"{'CL1_Comdty': 0.3422793126218548, 'GC1_Comdty': -0.5301423614683816}",0.04102849219459745,0.019958551667879923,0.021069940526717523
2009-03-28,Saturday,141.61384,,,,,1369.18042,,,,,,,,
2009-03-29,Sunday,141.61384,,,,,1369.18042,,,,,,,,
2009-03-30,Monday,131.79633,,,,,1367.43561,,,,,,,,
2009-03-31,Tuesday,134.24834,,,,,1368.6168,,,,,,,,
2009-04-01,Wednesday,131.37574,,,,,1378.49447,,,,,,,,
2009-04-02,Thursday,140.98496,,,,,1332.32732,,,,,,,,
2009-04-03,Friday,140.66162,start,-0.006724060303710507,100.0,100.0,1315.5555,start,-0.03916570761361018,-100.0,-100.0,"{'CL1_Comdty': 0.38049821954884977, 'GC1_Comdty': -0.4988203977662221}",0.03244164730989967,-0.006724060303710507,0.03916570761361018
2009-04-04,Saturday,140.66162,,,,,1315.5555,,,,,,,,
2009-04-05,Sunday,140.66162,,,,,1315.5555,,,,,,,,
2009-04-06,Monday,137.23346,,,,,1284.15348,,,,,,,,
2009-04-07,Tuesday,132.83477,,,,,1306.57514,,,,,,,,
2009-04-08,Wednesday,133.65487,,,,,1312.37006,,,,,,,,
2009-04-09,Thursday,142.98935,,,,,1323.26455,,,,,,,,
2009-04-10,Friday,142.98935,start,0.016548437306494853,100.0,100.0,1323.26455,start,0.005859920010976474,-100.0,-100.0,"{'CL1_Comdty': 0.38090378005973463, 'GC1_Comdty': -0.4910120639723476}",0.010688517295518379,0.016548437306494853,-0.005859920010976474
2009-04-11,Saturday,142.98935,,,,,1323.26455,,,,,,,,
2009-04-12,Sunday,142.98935,,,,,1323.26455,,,,,,,,
2009-04-13,Monday,134.13104,,,,,1313.93595,,,,,,,,
2009-04-14,Tuesday,132.96498,,,,,1313.78775,,,,,,,,
2009-04-15,Wednesday,133.0701,,,,,1321.31606,,,,,,,,
2009-04-16,Thursday,135.52704,,,,,1305.72456,,,,,,,,
2009-04-17,Friday,138.88003,start,-0.028738643822074837,100.0,100.0,1310.75183,start,-0.009455947414294572,-100.0,-100.0,"{'CL1_Comdty': 0.4490434404059913, 'GC1_Comdty': -0.4769827656004184}",-0.019282696407780263,-0.028738643822074837,0.009455947414294572
2009-04-18,Saturday,138.88003,,,,,1310.75183,,,,,,,,
2009-04-19,Sunday,138.88003,,,,,1310.75183,,,,,,,,
2009-04-20,Monday,126.78517,,,,,1342.30539,,,,,,,,
2009-04-21,Tuesday,128.22919,,,,,1331.9613,,,,,,,,
2009-04-22,Wednesday,128.82237,,,,,1344.6701,,,,,,,,
2009-04-23,Thursday,130.02119,,,,,1357.23148,,,,,,,,
2009-04-24,Friday,132.70804,start,-0.04444116263511747,100.0,100.0,1344.44512,start,0.025705316009362475,-100.0,-100.0,"{'CL1_Comdty': 0.5052543062626493, 'GC1_Comdty': -0.5155169297164982}",-0.07014647864447995,-0.04444116263511747,-0.025705316009362475
2009-04-25,Saturday,132.70804,,,,,1344.44512,,,,,,,,
2009-04-26,Sunday,132.70804,,,,,1344.44512,,,,,,,,
2009-04-27,Monday,130.33888,,,,,1348.8137,,,,,,,,
2009-04-28,Tuesday,129.67653,,,,,1326.20535,,,,,,,,
2009-04-29,Wednesday,130.78772,,,,,1320.13057,,,,,,,,
2009-04-30,Thursday,132.34215,,,,,1318.14547,,,,,,,,
2009-05-01,Friday,136.95572,start,0.032007706541367066,100.0,100.0,1306.35177,start,-0.028333882457024426,-100.0,-100.0,"{'CL1_Comdty': 0.5039708812496752, 'GC1_Comdty': -0.48665468560826025}",0.060341588998391496,0.032007706541367066,0.028333882457024426
2009-05-02,Saturday,136.95572,,,,,1306.35177,,,,,,,,
2009-05-03,Sunday,136.95572,,,,,1306.35177,,,,,,,,
2009-05-04,Monday,139.13938,,,,,1316.66816,,,,,,,,
2009-05-05,Tuesday,137.90816,,,,,1323.36078,,,,,,,,
2009-05-06,Wednesday,144.73291,,,,,1337.05618,,,,,,,,
2009-05-07,Thursday,145.02828,,,,,1337.61836,,,,,,,,
2009-05-08,Friday,147.87993,start,0.07976453995495761,100.0,100.0,1318.38963,start,0.009214868672011605,-100.0,-100.0,"{'CL1_Comdty': 0.4236774664322981, 'GC1_Comdty': -0.5020147315070154}",0.07054967128294601,0.07976453995495761,-0.009214868672011605
2009-05-09,Saturday,147.87993,,,,,1318.38963,,,,,,,,
2009-05-10,Sunday,147.87993,,,,,1318.38963,,,,,,,,
2009-05-11,Monday,146.90272,,,,,1310.57946,,,,,,,,
2009-05-12,Tuesday,147.62166,,,,,1324.06534,,,,,,,,
2009-05-13,Wednesday,145.42138,,,,,1325.85317,,,,,,,,
2009-05-14,Thursday,146.77916,,,,,1328.11145,,,,,,,,
