date,weekday,XP1_Index_PX-LAST-CHF,imputed,XP1_Index_start
2000-05-03,Wednesday,,,excluded
2000-05-04,Thursday,,,excluded
2000-05-05,Friday,2898.40306,,start
2000-05-06,Saturday,2898.40306,imputed from 2,
2000-05-07,Sunday,2898.40306,imputed from 3,
2000-05-08,Monday,2832.08454,,
2000-05-09,Tuesday,2786.43385,,
2000-05-10,Wednesday,2723.10908,,
2000-05-11,Thursday,2686.86149,,
2000-05-12,Friday,2712.66035,,start
2000-05-13,Saturday,2712.66035,imputed from 9,
2000-05-14,Sunday,2712.66035,imputed from 10,
2000-05-15,Monday,2686.96212,,
2000-05-16,Tuesday,2755.48767,,
2000-05-17,Wednesday,2732.33803,,
2000-05-18,Thursday,2721.64023,,
2000-05-19,Friday,2715.15621,,start
2000-05-20,Saturday,2715.15621,imputed from 16,
2000-05-21,Sunday,2715.15621,imputed from 17,
2000-05-22,Monday,2668.49098,,
2000-05-23,Tuesday,2688.01245,,
2000-05-24,Wednesday,2654.8299,,
2000-05-25,Thursday,2664.98258,,
2000-05-26,Friday,2610.67747,,start
2000-05-27,Saturday,2610.67747,imputed from 23,
2000-05-28,Sunday,2610.67747,imputed from 24,
2000-05-29,Monday,2649.24969,,
2000-05-30,Tuesday,2663.84822,,
2000-05-31,Wednesday,2677.29715,,
2000-06-01,Thursday,2709.11249,,
2000-06-02,Friday,2735.63469,,start
2000-06-03,Saturday,2735.63469,imputed from 30,
2000-06-04,Sunday,2735.63469,imputed from 31,
2000-06-05,Monday,2753.70201,,
2000-06-06,Tuesday,2748.51048,,
2000-06-07,Wednesday,2713.9209,,
2000-06-08,Thursday,2710.75892,,
2000-06-09,Friday,2732.55553,,start
2000-06-10,Saturday,2732.55553,imputed from 37,
2000-06-11,Sunday,2732.55553,imputed from 38,
2000-06-12,Monday,2740.31313,,
2000-06-13,Tuesday,2728.09403,,
2000-06-14,Wednesday,2750.07508,,
2000-06-15,Thursday,2784.61266,,
2000-06-16,Friday,2783.64448,,start
2000-06-17,Saturday,2783.64448,imputed from 44,
2000-06-18,Sunday,2783.64448,imputed from 45,
2000-06-19,Monday,2770.93935,,
2000-06-20,Tuesday,2781.03117,,
2000-06-21,Wednesday,2820.3239,,
2000-06-22,Thursday,2804.33641,,
2000-06-23,Friday,2833.64724,,start
2000-06-24,Saturday,2833.64724,imputed from 51,
2000-06-25,Sunday,2833.64724,imputed from 52,
2000-06-26,Monday,2820.6474,,
2000-06-27,Tuesday,2837.52246,,
2000-06-28,Wednesday,2850.44565,,
2000-06-29,Thursday,2894.84836,,
2000-06-30,Friday,2905.74036,,start
2000-07-01,Saturday,2905.74036,imputed from 58,
2000-07-02,Sunday,2905.74036,imputed from 59,
2000-07-03,Monday,2926.54292,,
2000-07-04,Tuesday,2919.18029,,
2000-07-05,Wednesday,2877.1971,,
2000-07-06,Thursday,2867.86539,,
2000-07-07,Friday,2859.6291,,start
2000-07-08,Saturday,2859.6291,imputed from 65,
2000-07-09,Sunday,2859.6291,imputed from 66,
2000-07-10,Monday,2879.0474,,
2000-07-11,Tuesday,2864.03864,,
2000-07-12,Wednesday,2900.50642,,
2000-07-13,Thursday,2885.49734,,
2000-07-14,Friday,2882.22044,,start
2000-07-15,Saturday,2882.22044,imputed from 72,
2000-07-16,Sunday,2882.22044,imputed from 73,
2000-07-17,Monday,2904.24807,,
2000-07-18,Tuesday,2884.96767,,
2000-07-19,Wednesday,2888.77823,,
2000-07-20,Thursday,2874.5282,,
2000-07-21,Friday,2912.47829,,start
2000-07-22,Saturday,2912.47829,imputed from 79,
2000-07-23,Sunday,2912.47829,imputed from 80,
2000-07-24,Monday,2904.0364,,
2000-07-25,Tuesday,2849.27117,,
2000-07-26,Wednesday,2871.52243,,
2000-07-27,Thursday,2856.27973,,
2000-07-28,Friday,2886.3635,,start
2000-07-29,Saturday,2886.3635,imputed from 86,
2000-07-30,Sunday,2886.3635,imputed from 87,
2000-07-31,Monday,2811.8353,,
2000-08-01,Tuesday,2827.37183,,
2000-08-02,Wednesday,2895.37314,,
2000-08-03,Thursday,2930.71086,,
2000-08-04,Friday,2910.80534,,start
2000-08-05,Saturday,2910.80534,imputed from 93,
2000-08-06,Sunday,2910.80534,imputed from 94,
2000-08-07,Monday,2955.26654,,
2000-08-08,Tuesday,2961.91024,,
2000-08-09,Wednesday,2946.70196,,
2000-08-10,Thursday,2934.73559,,
2000-08-11,Friday,2948.3803,,start
2000-08-12,Saturday,2948.3803,imputed from 100,
2000-08-13,Sunday,2948.3803,imputed from 101,
2000-08-14,Monday,2953.08553,,
2000-08-15,Tuesday,2959.03837,,
2000-08-16,Wednesday,3018.47929,,
2000-08-17,Thursday,3032.98509,,
2000-08-18,Friday,3049.94839,,start
2000-08-19,Saturday,3049.94839,imputed from 107,
2000-08-20,Sunday,3049.94839,imputed from 108,
2000-08-21,Monday,3039.96887,,
2000-08-22,Tuesday,3044.89936,,
2000-08-23,Wednesday,2965.61611,,
2000-08-24,Thursday,2957.62167,,
2000-08-25,Friday,2958.98802,,start
2000-08-26,Saturday,2958.98802,imputed from 114,
2000-08-27,Sunday,2958.98802,imputed from 115,
2000-08-28,Monday,2947.90768,,
2000-08-29,Tuesday,2979.54812,,
2000-08-30,Wednesday,2966.61098,,
2000-08-31,Thursday,2942.93142,,
2000-09-01,Friday,2956.62493,,start
2000-09-02,Saturday,2956.62493,imputed from 121,
2000-09-03,Sunday,2956.62493,imputed from 122,
2000-09-04,Monday,2977.36803,,
2000-09-05,Tuesday,2975.58159,,
2000-09-06,Wednesday,2984.6829,,
2000-09-07,Thursday,2906.30819,,
2000-09-08,Friday,2945.3995,,start
2000-09-09,Saturday,2945.3995,imputed from 128,
2000-09-10,Sunday,2945.3995,imputed from 129,
2000-09-11,Monday,2917.92678,,
2000-09-12,Tuesday,2931.22803,,
2000-09-13,Wednesday,2916.18456,,
2000-09-14,Thursday,2898.72606,,
2000-09-15,Friday,2889.4207,,start
2000-09-16,Saturday,2889.4207,imputed from 135,
2000-09-17,Sunday,2889.4207,imputed from 136,
2000-09-18,Monday,2820.36943,,
2000-09-19,Tuesday,2787.64327,,
2000-09-20,Wednesday,2790.02343,,
2000-09-21,Thursday,2773.2857,,
2000-09-22,Friday,2669.94508,,start
2000-09-23,Saturday,2669.94508,imputed from 142,
2000-09-24,Sunday,2669.94508,imputed from 143,
2000-09-25,Monday,2744.82007,,
2000-09-26,Tuesday,2744.39716,,
2000-09-27,Wednesday,2759.30254,,
2000-09-28,Thursday,2795.44441,,
2000-09-29,Friday,2738.58281,,start
2000-09-30,Saturday,2738.58281,imputed from 149,
2000-10-01,Sunday,2738.58281,imputed from 150,
2000-10-02,Monday,2793.05517,,
2000-10-03,Tuesday,2787.45466,,
2000-10-04,Wednesday,2766.49976,,
2000-10-05,Thursday,2766.62822,,
2000-10-06,Friday,2751.1738,,start
2000-10-07,Saturday,2751.1738,imputed from 156,
2000-10-08,Sunday,2751.1738,imputed from 157,
2000-10-09,Monday,2753.67355,,
2000-10-10,Tuesday,2724.16885,,
2000-10-11,Wednesday,2696.66205,,
2000-10-12,Thursday,2664.46502,,
2000-10-13,Friday,2666.76995,,start
2000-10-14,Saturday,2666.76995,imputed from 163,
2000-10-15,Sunday,2666.76995,imputed from 164,
2000-10-16,Monday,2707.88728,,
2000-10-17,Tuesday,2680.30972,,
2000-10-18,Wednesday,2672.75936,,
2000-10-19,Thursday,2658.22543,,
2000-10-20,Friday,2731.12448,,start
2000-10-21,Saturday,2731.12448,imputed from 170,
2000-10-22,Sunday,2731.12448,imputed from 171,
2000-10-23,Monday,2749.35893,,
2000-10-24,Tuesday,2744.57121,,
2000-10-25,Wednesday,2746.26466,,
2000-10-26,Thursday,2725.91305,,
2000-10-27,Friday,2737.21926,,start
2000-10-28,Saturday,2737.21926,imputed from 177,
2000-10-29,Sunday,2737.21926,imputed from 178,
2000-10-30,Monday,2735.89851,,
2000-10-31,Tuesday,2702.96233,,
2000-11-01,Wednesday,2698.85741,,
2000-11-02,Thursday,2720.19443,,
2000-11-03,Friday,2739.75401,,start
2000-11-04,Saturday,2739.75401,imputed from 184,
2000-11-05,Sunday,2739.75401,imputed from 185,
2000-11-06,Monday,2779.08395,,
2000-11-07,Tuesday,2812.88249,,
2000-11-08,Wednesday,2821.52745,,
2000-11-09,Thursday,2771.20658,,
2000-11-10,Friday,2707.8318,,start
2000-11-11,Saturday,2707.8318,imputed from 191,
2000-11-12,Sunday,2707.8318,imputed from 192,
2000-11-13,Monday,2696.38803,,
2000-11-14,Tuesday,2715.28634,,
2000-11-15,Wednesday,2748.11634,,
2000-11-16,Thursday,2734.33166,,
2000-11-17,Friday,2768.05639,,start
2000-11-18,Saturday,2768.05639,imputed from 198,
2000-11-19,Sunday,2768.05639,imputed from 199,
2000-11-20,Monday,2736.27853,,
2000-11-21,Tuesday,2707.99122,,
2000-11-22,Wednesday,2777.55779,,
2000-11-23,Thursday,2751.23532,,
2000-11-24,Friday,2750.64641,,start
2000-11-25,Saturday,2750.64641,imputed from 205,
2000-11-26,Sunday,2750.64641,imputed from 206,
2000-11-27,Monday,2752.65209,,
2000-11-28,Tuesday,2706.22365,,
2000-11-29,Wednesday,2679.1316,,
2000-11-30,Thursday,2646.5361,,
2000-12-01,Friday,2718.07111,,start
2000-12-02,Saturday,2718.07111,imputed from 212,
2000-12-03,Sunday,2718.07111,imputed from 213,
2000-12-04,Monday,2711.67128,,
2000-12-05,Tuesday,2737.41004,,
2000-12-06,Wednesday,2756.61087,,
2000-12-07,Thursday,2755.2254,,
2000-12-08,Friday,2731.04382,,start
2000-12-09,Saturday,2731.04382,imputed from 219,
2000-12-10,Sunday,2731.04382,imputed from 220,
2000-12-11,Monday,2733.10876,,
2000-12-12,Tuesday,2742.72318,,
2000-12-13,Wednesday,2726.25585,,
2000-12-14,Thursday,2666.44261,,
2000-12-15,Friday,2637.00263,,start
2000-12-16,Saturday,2637.00263,imputed from 226,
2000-12-17,Sunday,2637.00263,imputed from 227,
2000-12-18,Monday,2614.09309,,
2000-12-19,Tuesday,2653.48405,,
2000-12-20,Wednesday,2642.98602,,
2000-12-21,Thursday,2609.93629,,
2000-12-22,Friday,2590.08914,,start
2000-12-23,Saturday,2590.08914,imputed from 233,
2000-12-24,Sunday,2590.08914,imputed from 234,
2000-12-25,Monday,2590.08914,imputed from 235,
2000-12-26,Tuesday,2590.08914,imputed from 236,
2000-12-27,Wednesday,2602.09556,,
2000-12-28,Thursday,2587.97978,,
2000-12-29,Friday,2550.31202,,start
2000-12-30,Saturday,2550.31202,imputed from 240,
2000-12-31,Sunday,2550.31202,imputed from 241,
2001-01-01,Monday,2555.67952,,
2001-01-02,Tuesday,2589.73328,,
2001-01-03,Wednesday,2572.92438,,
2001-01-04,Thursday,2641.9367,,
2001-01-05,Friday,2643.94935,,start
2001-01-06,Saturday,2643.94935,imputed from 247,
2001-01-07,Sunday,2643.94935,imputed from 248,
2001-01-08,Monday,2610.31558,,
2001-01-09,Tuesday,2605.40882,,
2001-01-10,Wednesday,2574.65814,,
2001-01-11,Thursday,2576.17892,,
2001-01-12,Friday,2573.23882,,start
2001-01-13,Saturday,2573.23882,imputed from 254,
2001-01-14,Sunday,2573.23882,imputed from 255,
2001-01-15,Monday,2580.8533,,
2001-01-16,Tuesday,2598.86944,,
2001-01-17,Wednesday,2615.30707,,
2001-01-18,Thursday,2610.93082,,
2001-01-19,Friday,2670.80276,,start
2001-01-20,Saturday,2670.80276,imputed from 261,
2001-01-21,Sunday,2670.80276,imputed from 262,
2001-01-22,Monday,2648.1539,,
2001-01-23,Tuesday,2602.20145,,
2001-01-24,Wednesday,2615.01329,,
2001-01-25,Thursday,2624.29018,,
2001-01-26,Friday,2621.48338,,start
2001-01-27,Saturday,2621.48338,imputed from 268,
2001-01-28,Sunday,2621.48338,imputed from 269,
2001-01-29,Monday,2617.75454,,
2001-01-30,Tuesday,2631.12206,,
2001-01-31,Wednesday,2625.60305,,
2001-02-01,Thursday,2652.74994,,
2001-02-02,Friday,2665.44854,,start
2001-02-03,Saturday,2665.44854,imputed from 275,
2001-02-04,Sunday,2665.44854,imputed from 276,
2001-02-05,Monday,2616.96461,,
2001-02-06,Tuesday,2651.8604,,
2001-02-07,Wednesday,2606.68657,,
2001-02-08,Thursday,2602.51556,,
2001-02-09,Friday,2565.16776,,start
2001-02-10,Saturday,2565.16776,imputed from 282,
2001-02-11,Sunday,2565.16776,imputed from 283,
2001-02-12,Monday,2599.75518,,
2001-02-13,Tuesday,2607.04226,,
2001-02-14,Wednesday,2580.88254,,
2001-02-15,Thursday,2575.43409,,
2001-02-16,Friday,2576.71843,,start
2001-02-17,Saturday,2576.71843,imputed from 289,
2001-02-18,Sunday,2576.71843,imputed from 290,
2001-02-19,Monday,2541.36876,,
2001-02-20,Tuesday,2557.26819,,
2001-02-21,Wednesday,2560.23798,,
2001-02-22,Thursday,2560.24979,,
2001-02-23,Friday,2532.88513,,start
2001-02-24,Saturday,2532.88513,imputed from 296,
2001-02-25,Sunday,2532.88513,imputed from 297,
2001-02-26,Monday,2539.73966,,
2001-02-27,Tuesday,2536.95991,,
2001-02-28,Wednesday,2551.06301,,
2001-03-01,Thursday,2545.67539,,
2001-03-02,Friday,2547.61323,,start
2001-03-03,Saturday,2547.61323,imputed from 303,
2001-03-04,Sunday,2547.61323,imputed from 304,
2001-03-05,Monday,2520.10969,,
2001-03-06,Tuesday,2497.42402,,
2001-03-07,Wednesday,2482.36837,,
2001-03-08,Thursday,2463.60538,,
2001-03-09,Friday,2462.63965,,start
2001-03-10,Saturday,2462.63965,imputed from 310,
2001-03-11,Sunday,2462.63965,imputed from 311,
2001-03-12,Monday,2452.24195,,
2001-03-13,Tuesday,2425.51158,,
2001-03-14,Wednesday,2378.27901,,
2001-03-15,Thursday,2388.26272,,
2001-03-16,Friday,2410.02831,,start
2001-03-17,Saturday,2410.02831,imputed from 317,
2001-03-18,Sunday,2410.02831,imputed from 318,
2001-03-19,Monday,2390.35165,,
2001-03-20,Tuesday,2409.82445,,
2001-03-21,Wednesday,2389.55188,,
2001-03-22,Thursday,2369.18912,,
2001-03-23,Friday,2349.22594,,start
2001-03-24,Saturday,2349.22594,imputed from 324,
2001-03-25,Sunday,2349.22594,imputed from 325,
2001-03-26,Monday,2370.63728,,
2001-03-27,Tuesday,2375.79332,,
2001-03-28,Wednesday,2364.46646,,
2001-03-29,Thursday,2370.18212,,
2001-03-30,Friday,2337.56618,,start
2001-03-31,Saturday,2337.56618,imputed from 331,
2001-04-01,Sunday,2337.56618,imputed from 332,
2001-04-02,Monday,2350.64624,,
2001-04-03,Tuesday,2329.87628,,
2001-04-04,Wednesday,2311.66378,,
2001-04-05,Thursday,2343.81718,,
2001-04-06,Friday,2366.60466,,start
2001-04-07,Saturday,2366.60466,imputed from 338,
2001-04-08,Sunday,2366.60466,imputed from 339,
2001-04-09,Monday,2342.94958,,
2001-04-10,Tuesday,2391.37348,,
2001-04-11,Wednesday,2448.01006,,
2001-04-12,Thursday,2486.23994,,
2001-04-13,Friday,2482.9736,,start
2001-04-14,Saturday,2482.9736,imputed from 345,
2001-04-15,Sunday,2482.9736,imputed from 346,
2001-04-16,Monday,2482.9736,imputed from 347,
2001-04-17,Tuesday,2480.45083,,
2001-04-18,Wednesday,2500.35842,,
2001-04-19,Thursday,2533.14216,,
2001-04-20,Friday,2516.66255,,start
2001-04-21,Saturday,2516.66255,imputed from 352,
2001-04-22,Sunday,2516.66255,imputed from 353,
2001-04-23,Monday,2473.605,,
2001-04-24,Tuesday,2460.92464,,
2001-04-25,Wednesday,2459.90739,,
2001-04-26,Thursday,2484.23754,,
2001-04-27,Friday,2521.90531,,start
2001-04-28,Saturday,2521.90531,imputed from 359,
2001-04-29,Sunday,2521.90531,imputed from 360,
2001-04-30,Monday,2561.58971,,
2001-05-01,Tuesday,2593.35941,,
2001-05-02,Wednesday,2588.84274,,
2001-05-03,Thursday,2630.0988,,
2001-05-04,Friday,2606.38498,,start
2001-05-05,Saturday,2606.38498,imputed from 366,
2001-05-06,Sunday,2606.38498,imputed from 367,
2001-05-07,Monday,2622.6837,,
2001-05-08,Tuesday,2618.54071,,
2001-05-09,Wednesday,2646.94018,,
2001-05-10,Thursday,2698.83154,,
2001-05-11,Friday,2680.01916,,start
2001-05-12,Saturday,2680.01916,imputed from 373,
2001-05-13,Sunday,2680.01916,imputed from 374,
2001-05-14,Monday,2670.07371,,
2001-05-15,Tuesday,2664.87445,,
2001-05-16,Wednesday,2655.62357,,
2001-05-17,Thursday,2719.94465,,
2001-05-18,Friday,2719.24543,,start
2001-05-19,Saturday,2719.24543,imputed from 380,
2001-05-20,Sunday,2719.24543,imputed from 381,
2001-05-21,Monday,2749.09983,,
2001-05-22,Tuesday,2761.38894,,
2001-05-23,Wednesday,2737.36136,,
2001-05-24,Thursday,2732.0496,,
2001-05-25,Friday,2749.18965,,start
2001-05-26,Saturday,2749.18965,imputed from 387,
2001-05-27,Sunday,2749.18965,imputed from 388,
2001-05-28,Monday,2746.57078,,
2001-05-29,Tuesday,2717.76195,,
2001-05-30,Wednesday,2672.10167,,
2001-05-31,Thursday,2649.51601,,
2001-06-01,Friday,2674.1237,,start
2001-06-02,Saturday,2674.1237,imputed from 394,
2001-06-03,Sunday,2674.1237,imputed from 395,
2001-06-04,Monday,2700.39898,,
2001-06-05,Tuesday,2686.2057,,
2001-06-06,Wednesday,2734.68685,,
2001-06-07,Thursday,2752.22013,,
2001-06-08,Friday,2796.02468,,start
2001-06-09,Saturday,2796.02468,imputed from 401,
2001-06-10,Sunday,2796.02468,imputed from 402,
2001-06-11,Monday,2788.79974,,
2001-06-12,Tuesday,2766.9011,,
2001-06-13,Wednesday,2787.19712,,
2001-06-14,Thursday,2749.94149,,
2001-06-15,Friday,2745.18308,,start
2001-06-16,Saturday,2745.18308,imputed from 408,
2001-06-17,Sunday,2745.18308,imputed from 409,
2001-06-18,Monday,2728.18055,,
2001-06-19,Tuesday,2731.49949,,
2001-06-20,Wednesday,2736.38608,,
2001-06-21,Thursday,2720.78186,,
2001-06-22,Friday,2720.81321,,start
2001-06-23,Saturday,2720.81321,imputed from 415,
2001-06-24,Sunday,2720.81321,imputed from 416,
2001-06-25,Monday,2705.43132,,
2001-06-26,Tuesday,2732.80369,,
2001-06-27,Wednesday,2699.91968,,
2001-06-28,Thursday,2719.76054,,
2001-06-29,Friday,2734.31405,,start
2001-06-30,Saturday,2734.31405,imputed from 422,
2001-07-01,Sunday,2734.31405,imputed from 423,
2001-07-02,Monday,2727.98934,,
2001-07-03,Tuesday,2771.81434,,
2001-07-04,Wednesday,2759.16735,,
2001-07-05,Thursday,2727.79088,,
2001-07-06,Friday,2636.0328,,start
2001-07-07,Saturday,2636.0328,imputed from 429,
2001-07-08,Sunday,2636.0328,imputed from 430,
2001-07-09,Monday,2647.89523,,
2001-07-10,Tuesday,2640.82759,,
2001-07-11,Wednesday,2610.11072,,
2001-07-12,Thursday,2610.7122,,
2001-07-13,Friday,2641.16079,,start
2001-07-14,Saturday,2641.16079,imputed from 436,
2001-07-15,Sunday,2641.16079,imputed from 437,
2001-07-16,Monday,2665.51282,,
2001-07-17,Tuesday,2625.14171,,
2001-07-18,Wednesday,2607.90659,,
2001-07-19,Thursday,2614.57415,,
2001-07-20,Friday,2567.78898,,start
2001-07-21,Saturday,2567.78898,imputed from 443,
2001-07-22,Sunday,2567.78898,imputed from 444,
2001-07-23,Monday,2565.46046,,
2001-07-24,Tuesday,2539.23682,,
2001-07-25,Wednesday,2490.30844,,
2001-07-26,Thursday,2467.22283,,
2001-07-27,Friday,2488.49246,,start
2001-07-28,Saturday,2488.49246,imputed from 450,
2001-07-29,Sunday,2488.49246,imputed from 451,
2001-07-30,Monday,2494.77604,,
2001-07-31,Tuesday,2526.31902,,
2001-08-01,Wednesday,2592.00142,,
2001-08-02,Thursday,2620.77565,,
2001-08-03,Friday,2608.88349,,start
2001-08-04,Saturday,2608.88349,imputed from 457,
2001-08-05,Sunday,2608.88349,imputed from 458,
2001-08-06,Monday,2610.03098,,
2001-08-07,Tuesday,2610.64255,,
2001-08-08,Wednesday,2618.03553,,
2001-08-09,Thursday,2548.04136,,
2001-08-10,Friday,2558.66349,,start
2001-08-11,Saturday,2558.66349,imputed from 464,
2001-08-12,Sunday,2558.66349,imputed from 465,
2001-08-13,Monday,2564.28401,,
2001-08-14,Tuesday,2554.08033,,
2001-08-15,Wednesday,2563.63923,,
2001-08-16,Thursday,2513.73946,,
2001-08-17,Friday,2555.5028,,start
2001-08-18,Saturday,2555.5028,imputed from 471,
2001-08-19,Sunday,2555.5028,imputed from 472,
2001-08-20,Monday,2512.53389,,
2001-08-21,Tuesday,2524.85421,,
2001-08-22,Wednesday,2545.27598,,
2001-08-23,Thursday,2538.32569,,
2001-08-24,Friday,2561.6766,,start
2001-08-25,Saturday,2561.6766,imputed from 478,
2001-08-26,Sunday,2561.6766,imputed from 479,
2001-08-27,Monday,2575.97573,,
2001-08-28,Tuesday,2567.99264,,
2001-08-29,Wednesday,2559.4921,,
2001-08-30,Thursday,2541.21225,,
2001-08-31,Friday,2489.18807,,start
2001-09-01,Saturday,2489.18807,imputed from 485,
2001-09-02,Sunday,2489.18807,imputed from 486,
2001-09-03,Monday,2497.92932,,
2001-09-04,Tuesday,2520.24061,,
2001-09-05,Wednesday,2499.99271,,
2001-09-06,Thursday,2476.43414,,
2001-09-07,Friday,2421.03694,,start
2001-09-08,Saturday,2421.03694,imputed from 492,
2001-09-09,Sunday,2421.03694,imputed from 493,
2001-09-10,Monday,2431.88795,,
2001-09-11,Tuesday,2392.86002,,
2001-09-12,Wednesday,2317.45083,,
2001-09-13,Thursday,2302.27862,,
2001-09-14,Friday,2250.55903,,start
2001-09-15,Saturday,2250.55903,imputed from 499,
2001-09-16,Sunday,2250.55903,imputed from 500,
2001-09-17,Monday,2082.5205,,
2001-09-18,Tuesday,2056.06194,,
2001-09-19,Wednesday,2051.29039,,
2001-09-20,Thursday,2030.28501,,
2001-09-21,Friday,1942.84727,,start
2001-09-22,Saturday,1942.84727,imputed from 506,
2001-09-23,Sunday,1942.84727,imputed from 507,
2001-09-24,Monday,1983.33054,,
2001-09-25,Tuesday,1996.58139,,
2001-09-26,Wednesday,2026.20462,,
2001-09-27,Thursday,2043.13782,,
2001-09-28,Friday,2106.72609,,start
2001-09-29,Saturday,2106.72609,imputed from 513,
2001-09-30,Sunday,2106.72609,imputed from 514,
2001-10-01,Monday,2146.79863,,
2001-10-02,Tuesday,2171.44789,,
2001-10-03,Wednesday,2163.15948,,
2001-10-04,Thursday,2187.47607,,
2001-10-05,Friday,2244.62831,,start
2001-10-06,Saturday,2244.62831,imputed from 520,
2001-10-07,Sunday,2244.62831,imputed from 521,
2001-10-08,Monday,2220.54148,,
2001-10-09,Tuesday,2201.48774,,
2001-10-10,Wednesday,2208.52775,,
2001-10-11,Thursday,2283.89911,,
2001-10-12,Friday,2278.63794,,start
2001-10-13,Saturday,2278.63794,imputed from 527,
2001-10-14,Sunday,2278.63794,imputed from 528,
2001-10-15,Monday,2325.16683,,
2001-10-16,Tuesday,2315.74726,,
2001-10-17,Wednesday,2344.38772,,
2001-10-18,Thursday,2289.54851,,
2001-10-19,Friday,2289.0569,,start
2001-10-20,Saturday,2289.0569,imputed from 534,
2001-10-21,Sunday,2289.0569,imputed from 535,
2001-10-22,Monday,2304.82319,,
2001-10-23,Tuesday,2335.86712,,
2001-10-24,Wednesday,2341.29321,,
2001-10-25,Thursday,2338.38743,,
2001-10-26,Friday,2344.93559,,start
2001-10-27,Saturday,2344.93559,imputed from 541,
2001-10-28,Sunday,2344.93559,imputed from 542,
2001-10-29,Monday,2322.15915,,
2001-10-30,Tuesday,2288.66117,,
2001-10-31,Wednesday,2288.11962,,
2001-11-01,Thursday,2326.05249,,
2001-11-02,Friday,2316.42869,,start
2001-11-03,Saturday,2316.42869,imputed from 548,
2001-11-04,Sunday,2316.42869,imputed from 549,
2001-11-05,Monday,2317.31511,,
2001-11-06,Tuesday,2387.10455,,
2001-11-07,Wednesday,2374.53009,,
2001-11-08,Thursday,2386.04833,,
2001-11-09,Friday,2381.04393,,start
2001-11-10,Saturday,2381.04393,imputed from 555,
2001-11-11,Sunday,2381.04393,imputed from 556,
2001-11-12,Monday,2412.27195,,
2001-11-13,Tuesday,2459.96549,,
2001-11-14,Wednesday,2485.7475,,
2001-11-15,Thursday,2484.51811,,
2001-11-16,Friday,2483.43201,,start
2001-11-17,Saturday,2483.43201,imputed from 562,
2001-11-18,Sunday,2483.43201,imputed from 563,
2001-11-19,Monday,2486.61186,,
2001-11-20,Tuesday,2469.58229,,
2001-11-21,Wednesday,2457.60612,,
2001-11-22,Thursday,2461.81425,,
2001-11-23,Friday,2481.17007,,start
2001-11-24,Saturday,2481.17007,imputed from 569,
2001-11-25,Sunday,2481.17007,imputed from 570,
2001-11-26,Monday,2502.8833,,
2001-11-27,Tuesday,2497.87565,,
2001-11-28,Wednesday,2476.74163,,
2001-11-29,Thursday,2460.52172,,
2001-11-30,Friday,2452.12446,,start
2001-12-01,Saturday,2452.12446,imputed from 576,
2001-12-02,Sunday,2452.12446,imputed from 577,
2001-12-03,Monday,2456.057,,
2001-12-04,Tuesday,2440.87638,,
2001-12-05,Wednesday,2476.6146,,
2001-12-06,Thursday,2470.88614,,
2001-12-07,Friday,2478.5059,,start
2001-12-08,Saturday,2478.5059,imputed from 583,
2001-12-09,Sunday,2478.5059,imputed from 584,
2001-12-10,Monday,2470.69505,,
2001-12-11,Tuesday,2451.0261,,
2001-12-12,Wednesday,2450.50923,,
2001-12-13,Thursday,2441.04248,,
2001-12-14,Friday,2393.25864,,start
2001-12-15,Saturday,2393.25864,imputed from 590,
2001-12-16,Sunday,2393.25864,imputed from 591,
2001-12-17,Monday,2385.86754,,
2001-12-18,Tuesday,2410.24081,,
2001-12-19,Wednesday,2396.91228,,
2001-12-20,Thursday,2373.79676,,
2001-12-21,Friday,2433.95421,,start
2001-12-22,Saturday,2433.95421,imputed from 597,
2001-12-23,Sunday,2433.95421,imputed from 598,
2001-12-24,Monday,2518.41117,,
2001-12-25,Tuesday,2518.41117,imputed from 600,
2001-12-26,Wednesday,2518.41117,imputed from 601,
2001-12-27,Thursday,2507.95391,,
2001-12-28,Friday,2531.07404,,start
2001-12-29,Saturday,2531.07404,imputed from 604,
2001-12-30,Sunday,2531.07404,imputed from 605,
2001-12-31,Monday,2480.8237,,
2002-01-01,Tuesday,2480.8237,imputed from 607,
2002-01-02,Wednesday,2493.53956,,
2002-01-03,Thursday,2487.7529,,
2002-01-04,Friday,2532.9395,,start
2002-01-05,Saturday,2532.9395,imputed from 611,
2002-01-06,Sunday,2532.9395,imputed from 612,
2002-01-07,Monday,2540.37549,,
2002-01-08,Tuesday,2551.67307,,
2002-01-09,Wednesday,2553.4552,,
2002-01-10,Thursday,2550.63715,,
2002-01-11,Friday,2537.96255,,start
2002-01-12,Saturday,2537.96255,imputed from 618,
2002-01-13,Sunday,2537.96255,imputed from 619,
2002-01-14,Monday,2514.02949,,
2002-01-15,Tuesday,2514.54847,,
2002-01-16,Wednesday,2514.5835,,
2002-01-17,Thursday,2490.84169,,
2002-01-18,Friday,2478.59013,,start
2002-01-19,Saturday,2478.59013,imputed from 625,
2002-01-20,Sunday,2478.59013,imputed from 626,
2002-01-21,Monday,2497.33511,,
2002-01-22,Tuesday,2540.28531,,
2002-01-23,Wednesday,2539.96939,,
2002-01-24,Thursday,2563.14047,,
2002-01-25,Friday,2602.65622,,start
2002-01-26,Saturday,2602.65622,imputed from 632,
2002-01-27,Sunday,2602.65622,imputed from 633,
2002-01-28,Monday,2600.04532,,
2002-01-29,Tuesday,2581.03868,,
