date,weekday,PT1_Index_PX-LAST-CHF,imputed,PT1_Index_start
2006-08-20,Sunday,597.2396,imputed from 2537,
2006-08-21,Monday,601.52574,,
2006-08-22,Tuesday,612.62256,,
2006-08-23,Wednesday,615.28575,,
2006-08-24,Thursday,610.26878,,
2006-08-25,Friday,611.88946,,start
2006-08-26,Saturday,611.88946,imputed from 2543,
2006-08-27,Sunday,611.88946,imputed from 2544,
2006-08-28,Monday,612.43112,,
2006-08-29,Tuesday,604.18287,,
2006-08-30,Wednesday,603.02225,,
2006-08-31,Thursday,605.18381,,
2006-09-01,Friday,606.84814,,start
2006-09-02,Saturday,606.84814,imputed from 2550,
2006-09-03,Sunday,606.84814,imputed from 2551,
2006-09-04,Monday,606.84814,imputed from 2552,
2006-09-05,Tuesday,609.08077,,
2006-09-06,Wednesday,602.71043,,
2006-09-07,Thursday,597.86855,,
2006-09-08,Friday,592.74469,,start
2006-09-09,Saturday,592.74469,imputed from 2557,
2006-09-10,Sunday,592.74469,imputed from 2558,
2006-09-11,Monday,584.00651,,
2006-09-12,Tuesday,587.83585,,
2006-09-13,Wednesday,592.19824,,
2006-09-14,Thursday,587.73083,,
2006-09-15,Friday,589.01894,,start
2006-09-16,Saturday,589.01894,imputed from 2564,
2006-09-17,Sunday,589.01894,imputed from 2565,
2006-09-18,Monday,595.08598,,
2006-09-19,Tuesday,588.84141,,
2006-09-20,Wednesday,584.58748,,
2006-09-21,Thursday,587.40682,,
2006-09-22,Friday,580.37533,,start
2006-09-23,Saturday,580.37533,imputed from 2571,
2006-09-24,Sunday,580.37533,imputed from 2572,
2006-09-25,Monday,584.0217,,
2006-09-26,Tuesday,589.58067,,
2006-09-27,Wednesday,597.61729,,
2006-09-28,Thursday,605.42001,,
2006-09-29,Friday,599.94226,,start
2006-09-30,Saturday,599.94226,imputed from 2578,
2006-10-01,Sunday,599.94226,imputed from 2579,
2006-10-02,Monday,599.90748,,
2006-10-03,Tuesday,585.89141,,
2006-10-04,Wednesday,590.55192,,
2006-10-05,Thursday,596.27229,,
2006-10-06,Friday,597.85981,,start
2006-10-07,Saturday,597.85981,imputed from 2585,
2006-10-08,Sunday,597.85981,imputed from 2586,
2006-10-09,Monday,597.85981,imputed from 2587,
2006-10-10,Tuesday,598.30921,,
2006-10-11,Wednesday,588.76707,,
2006-10-12,Thursday,595.42367,,
2006-10-13,Friday,605.96809,,start
2006-10-14,Saturday,605.96809,imputed from 2592,
2006-10-15,Sunday,605.96809,imputed from 2593,
2006-10-16,Monday,610.12979,,
2006-10-17,Tuesday,604.80747,,
2006-10-18,Wednesday,603.80494,,
2006-10-19,Thursday,606.74675,,
2006-10-20,Friday,609.16849,,start
2006-10-21,Saturday,609.16849,imputed from 2599,
2006-10-22,Sunday,609.16849,imputed from 2600,
2006-10-23,Monday,614.83073,,
2006-10-24,Tuesday,618.14975,,
2006-10-25,Wednesday,627.31777,,
2006-10-26,Thursday,622.9962,,
2006-10-27,Friday,618.25773,,start
2006-10-28,Saturday,618.25773,imputed from 2606,
2006-10-29,Sunday,618.25773,imputed from 2607,
2006-10-30,Monday,615.0768,,
2006-10-31,Tuesday,618.09121,,
2006-11-01,Wednesday,602.79934,,
2006-11-02,Thursday,610.46555,,
2006-11-03,Friday,622.883,,start
2006-11-04,Saturday,622.883,imputed from 2613,
2006-11-05,Sunday,622.883,imputed from 2614,
2006-11-06,Monday,627.24795,,
2006-11-07,Tuesday,622.3535,,
2006-11-08,Wednesday,627.67578,,
2006-11-09,Thursday,624.62207,,
2006-11-10,Friday,619.78312,,start
2006-11-11,Saturday,619.78312,imputed from 2620,
2006-11-12,Sunday,619.78312,imputed from 2621,
2006-11-13,Monday,616.72446,,
2006-11-14,Tuesday,614.60973,,
2006-11-15,Wednesday,623.50768,,
2006-11-16,Thursday,620.39476,,
2006-11-17,Friday,616.22375,,start
2006-11-18,Saturday,616.22375,imputed from 2627,
2006-11-19,Sunday,616.22375,imputed from 2628,
2006-11-20,Monday,616.82823,,
2006-11-21,Tuesday,623.19325,,
2006-11-22,Wednesday,616.87408,,
2006-11-23,Thursday,620.59167,,
2006-11-24,Friday,613.94404,,start
2006-11-25,Saturday,613.94404,imputed from 2634,
2006-11-26,Sunday,613.94404,imputed from 2635,
2006-11-27,Monday,609.69453,,
2006-11-28,Tuesday,610.27492,,
2006-11-29,Wednesday,614.67034,,
2006-11-30,Thursday,608.7845,,
2006-12-01,Friday,606.16625,,start
2006-12-02,Saturday,606.16625,imputed from 2641,
2006-12-03,Sunday,606.16625,imputed from 2642,
2006-12-04,Monday,610.71893,,
2006-12-05,Tuesday,615.12726,,
2006-12-06,Wednesday,612.72315,,
2006-12-07,Thursday,613.37924,,
2006-12-08,Friday,614.98854,,start
2006-12-09,Saturday,614.98854,imputed from 2648,
2006-12-10,Sunday,614.98854,imputed from 2649,
2006-12-11,Monday,612.12969,,
2006-12-12,Tuesday,612.01762,,
2006-12-13,Wednesday,616.70239,,
2006-12-14,Thursday,623.18816,,
2006-12-15,Friday,618.31381,,start
2006-12-16,Saturday,618.31381,imputed from 2655,
2006-12-17,Sunday,618.31381,imputed from 2656,
2006-12-18,Monday,615.6586,,
2006-12-19,Tuesday,610.61321,,
2006-12-20,Wednesday,617.67129,,
2006-12-21,Thursday,611.82771,,
2006-12-22,Friday,610.27088,,start
2006-12-23,Saturday,610.27088,imputed from 2662,
2006-12-24,Sunday,610.27088,imputed from 2663,
2006-12-25,Monday,610.27088,imputed from 2664,
2006-12-26,Tuesday,610.27088,imputed from 2665,
2006-12-27,Wednesday,618.72378,,
2006-12-28,Thursday,619.01691,,
2006-12-29,Friday,616.03611,,start
2006-12-30,Saturday,616.03611,imputed from 2669,
2006-12-31,Sunday,616.03611,imputed from 2670,
2007-01-01,Monday,616.03611,imputed from 2671,
2007-01-02,Tuesday,613.27835,,
2007-01-03,Wednesday,608.95749,,
2007-01-04,Thursday,600.85853,,
2007-01-05,Friday,598.88293,,start
2007-01-06,Saturday,598.88293,imputed from 2676,
2007-01-07,Sunday,598.88293,imputed from 2677,
2007-01-08,Monday,603.69713,,
2007-01-09,Tuesday,599.79212,,
2007-01-10,Wednesday,601.03046,,
2007-01-11,Thursday,605.18357,,
2007-01-12,Friday,617.35194,,start
2007-01-13,Saturday,617.35194,imputed from 2683,
2007-01-14,Sunday,617.35194,imputed from 2684,
2007-01-15,Monday,619.49462,,
2007-01-16,Tuesday,613.67828,,
2007-01-17,Wednesday,613.82822,,
2007-01-18,Thursday,609.28786,,
2007-01-19,Friday,615.41907,,start
2007-01-20,Saturday,615.41907,imputed from 2690,
2007-01-21,Sunday,615.41907,imputed from 2691,
2007-01-22,Monday,610.77301,,
2007-01-23,Tuesday,615.25332,,
2007-01-24,Wednesday,623.76699,,
2007-01-25,Thursday,619.08959,,
2007-01-26,Friday,626.98412,,start
2007-01-27,Saturday,626.98412,imputed from 2697,
2007-01-28,Sunday,626.98412,imputed from 2698,
2007-01-29,Monday,622.45858,,
2007-01-30,Tuesday,625.93043,,
2007-01-31,Wednesday,624.14017,,
2007-02-01,Thursday,630.18407,,
2007-02-02,Friday,626.25731,,start
2007-02-03,Saturday,626.25731,imputed from 2704,
2007-02-04,Sunday,626.25731,imputed from 2705,
2007-02-05,Monday,629.90149,,
2007-02-06,Tuesday,626.859,,
2007-02-07,Wednesday,622.31044,,
2007-02-08,Thursday,628.50991,,
2007-02-09,Friday,629.64674,,start
2007-02-10,Saturday,629.64674,imputed from 2711,
2007-02-11,Sunday,629.64674,imputed from 2712,
2007-02-12,Monday,627.65141,,
2007-02-13,Tuesday,637.12624,,
2007-02-14,Wednesday,635.01446,,
2007-02-15,Thursday,637.97371,,
2007-02-16,Friday,638.48813,,start
2007-02-17,Saturday,638.48813,imputed from 2718,
2007-02-18,Sunday,638.48813,imputed from 2719,
2007-02-19,Monday,635.54514,,
2007-02-20,Tuesday,635.34857,,
2007-02-21,Wednesday,641.30386,,
2007-02-22,Thursday,640.23949,,
2007-02-23,Friday,638.32336,,start
2007-02-24,Saturday,638.32336,imputed from 2725,
2007-02-25,Sunday,638.32336,imputed from 2726,
2007-02-26,Monday,641.48783,,
2007-02-27,Tuesday,611.67055,,
2007-02-28,Wednesday,610.85923,,
2007-03-01,Thursday,608.5444,,
2007-03-02,Friday,597.98169,,start
2007-03-03,Saturday,597.98169,imputed from 2732,
2007-03-04,Sunday,597.98169,imputed from 2733,
2007-03-05,Monday,593.32661,,
2007-03-06,Tuesday,602.6882,,
2007-03-07,Wednesday,605.24559,,
2007-03-08,Thursday,611.19751,,
2007-03-09,Friday,620.46136,,start
2007-03-10,Saturday,620.46136,imputed from 2739,
2007-03-11,Sunday,620.46136,imputed from 2740,
2007-03-12,Monday,616.9078,,
2007-03-13,Tuesday,597.96731,,
2007-03-14,Wednesday,596.14188,,
2007-03-15,Thursday,600.50339,,
2007-03-16,Friday,593.3835,,start
2007-03-17,Saturday,593.3835,imputed from 2746,
2007-03-18,Sunday,593.3835,imputed from 2747,
2007-03-19,Monday,605.14295,,
2007-03-20,Tuesday,610.56546,,
2007-03-21,Wednesday,623.29588,,
2007-03-22,Thursday,620.01836,,
2007-03-23,Friday,626.29811,,start
2007-03-24,Saturday,626.29811,imputed from 2753,
2007-03-25,Sunday,626.29811,imputed from 2754,
2007-03-26,Monday,625.94508,,
2007-03-27,Tuesday,625.60525,,
2007-03-28,Wednesday,623.46285,,
2007-03-29,Thursday,627.85957,,
2007-03-30,Friday,623.557,,start
2007-03-31,Saturday,623.557,imputed from 2760,
2007-04-01,Sunday,623.557,imputed from 2761,
2007-04-02,Monday,626.58917,,
2007-04-03,Tuesday,633.85369,,
2007-04-04,Wednesday,637.73025,,
2007-04-05,Thursday,638.69544,,
2007-04-06,Friday,638.69544,imputed from 2766,start
2007-04-07,Saturday,638.69544,imputed from 2767,
2007-04-08,Sunday,638.69544,imputed from 2768,
2007-04-09,Monday,647.28478,,
2007-04-10,Tuesday,642.08154,,
2007-04-11,Wednesday,642.77269,,
2007-04-12,Thursday,650.67185,,
2007-04-13,Friday,652.60828,,start
2007-04-14,Saturday,652.60828,imputed from 2774,
2007-04-15,Sunday,652.60828,imputed from 2775,
2007-04-16,Monday,661.06209,,
2007-04-17,Tuesday,658.58583,,
2007-04-18,Wednesday,658.89913,,
2007-04-19,Thursday,651.27108,,
2007-04-20,Friday,661.82212,,start
2007-04-21,Saturday,661.82212,imputed from 2781,
2007-04-22,Sunday,661.82212,imputed from 2782,
2007-04-23,Monday,659.78363,,
2007-04-24,Tuesday,655.65389,,
2007-04-25,Wednesday,663.38876,,
2007-04-26,Thursday,658.2088,,
2007-04-27,Friday,662.64412,,start
2007-04-28,Saturday,662.64412,imputed from 2788,
2007-04-29,Sunday,662.64412,imputed from 2789,
2007-04-30,Monday,655.44147,,
2007-05-01,Tuesday,656.11835,,
2007-05-02,Wednesday,667.27018,,
2007-05-03,Thursday,671.51365,,
2007-05-04,Friday,676.8585,,start
2007-05-05,Saturday,676.8585,imputed from 2795,
2007-05-06,Sunday,676.8585,imputed from 2796,
2007-05-07,Monday,681.80461,,
2007-05-08,Tuesday,687.86344,,
2007-05-09,Wednesday,684.15007,,
2007-05-10,Thursday,680.69581,,
2007-05-11,Friday,687.69634,,start
2007-05-12,Saturday,687.69634,imputed from 2802,
2007-05-13,Sunday,687.69634,imputed from 2803,
2007-05-14,Monday,687.17185,,
2007-05-15,Tuesday,692.41879,,
2007-05-16,Wednesday,696.52596,,
2007-05-17,Thursday,707.8076,,
2007-05-18,Friday,713.23778,,start
2007-05-19,Saturday,713.23778,imputed from 2809,
2007-05-20,Sunday,713.23778,imputed from 2810,
2007-05-21,Monday,713.23778,imputed from 2811,
2007-05-22,Tuesday,715.61298,,
2007-05-23,Wednesday,720.03118,,
2007-05-24,Thursday,710.08788,,
2007-05-25,Friday,717.06206,,start
2007-05-26,Saturday,717.06206,imputed from 2816,
2007-05-27,Sunday,717.06206,imputed from 2817,
2007-05-28,Monday,718.18772,,
2007-05-29,Tuesday,716.5967,,
2007-05-30,Wednesday,723.76239,,
2007-05-31,Thursday,723.37456,,
2007-06-01,Friday,735.71521,,start
2007-06-02,Saturday,735.71521,imputed from 2823,
2007-06-03,Sunday,735.71521,imputed from 2824,
2007-06-04,Monday,732.05311,,
2007-06-05,Tuesday,728.36289,,
2007-06-06,Wednesday,717.03949,,
2007-06-07,Thursday,708.60818,,
2007-06-08,Friday,720.56497,,start
2007-06-09,Saturday,720.56497,imputed from 2830,
2007-06-10,Sunday,720.56497,imputed from 2831,
2007-06-11,Monday,723.98197,,
2007-06-12,Tuesday,720.03685,,
2007-06-13,Wednesday,727.7994,,
2007-06-14,Thursday,735.33906,,
2007-06-15,Friday,741.09824,,start
2007-06-16,Saturday,741.09824,imputed from 2837,
2007-06-17,Sunday,741.09824,imputed from 2838,
2007-06-18,Monday,737.80118,,
2007-06-19,Tuesday,740.36205,,
2007-06-20,Wednesday,728.12132,,
2007-06-21,Thursday,734.27848,,
2007-06-22,Friday,725.04202,,start
2007-06-23,Saturday,725.04202,imputed from 2844,
2007-06-24,Sunday,725.04202,imputed from 2845,
2007-06-25,Monday,715.9429,,
2007-06-26,Tuesday,703.29754,,
2007-06-27,Wednesday,708.64076,,
2007-06-28,Thursday,714.4804,,
2007-06-29,Friday,722.20669,,start
2007-06-30,Saturday,722.20669,imputed from 2851,
2007-07-01,Sunday,722.20669,imputed from 2852,
2007-07-02,Monday,722.20669,imputed from 2853,
2007-07-03,Tuesday,724.83706,,
2007-07-04,Wednesday,727.03459,,
2007-07-05,Thursday,726.73528,,
2007-07-06,Friday,735.32065,,start
2007-07-07,Saturday,735.32065,imputed from 2858,
2007-07-08,Sunday,735.32065,imputed from 2859,
2007-07-09,Monday,739.08898,,
2007-07-10,Tuesday,727.21288,,
2007-07-11,Wednesday,724.95676,,
2007-07-12,Thursday,741.07922,,
2007-07-13,Friday,748.03438,,start
2007-07-14,Saturday,748.03438,imputed from 2865,
2007-07-15,Sunday,748.03438,imputed from 2866,
2007-07-16,Monday,744.155,,
2007-07-17,Tuesday,746.59076,,
2007-07-18,Wednesday,754.96776,,
2007-07-19,Thursday,759.77053,,
2007-07-20,Friday,752.20655,,start
2007-07-21,Saturday,752.20655,imputed from 2872,
2007-07-22,Sunday,752.20655,imputed from 2873,
2007-07-23,Monday,753.11897,,
2007-07-24,Tuesday,739.43002,,
2007-07-25,Wednesday,743.94617,,
2007-07-26,Thursday,717.04377,,
2007-07-27,Friday,702.16941,,start
2007-07-28,Saturday,702.16941,imputed from 2879,
2007-07-29,Sunday,702.16941,imputed from 2880,
2007-07-30,Monday,704.38382,,
2007-07-31,Tuesday,707.56941,,
2007-08-01,Wednesday,702.25394,,
2007-08-02,Thursday,715.10875,,
2007-08-03,Friday,692.96674,,start
2007-08-04,Saturday,692.96674,imputed from 2886,
2007-08-05,Sunday,692.96674,imputed from 2887,
2007-08-06,Monday,692.96674,imputed from 2888,
2007-08-07,Tuesday,692.20143,,
2007-08-08,Wednesday,706.77401,,
2007-08-09,Thursday,684.69184,,
2007-08-10,Friday,686.46652,,start
2007-08-11,Saturday,686.46652,imputed from 2893,
2007-08-12,Sunday,686.46652,imputed from 2894,
2007-08-13,Monday,692.71192,,
2007-08-14,Tuesday,676.9889,,
2007-08-15,Wednesday,668.01689,,
2007-08-16,Thursday,660.04725,,
2007-08-17,Friday,671.69845,,start
2007-08-18,Saturday,671.69845,imputed from 2900,
2007-08-19,Sunday,671.69845,imputed from 2901,
2007-08-20,Monday,676.72268,,
2007-08-21,Tuesday,684.00041,,
2007-08-22,Wednesday,695.16026,,
2007-08-23,Thursday,697.21188,,
2007-08-24,Friday,700.98411,,start
2007-08-25,Saturday,700.98411,imputed from 2907,
2007-08-26,Sunday,700.98411,imputed from 2908,
2007-08-27,Monday,698.67903,,
2007-08-28,Tuesday,680.93987,,
2007-08-29,Wednesday,692.7914,,
2007-08-30,Thursday,695.50975,,
2007-08-31,Friday,708.77163,,start
2007-09-01,Saturday,708.77163,imputed from 2914,
2007-09-02,Sunday,708.77163,imputed from 2915,
2007-09-03,Monday,708.77163,imputed from 2916,
2007-09-04,Tuesday,717.61747,,
2007-09-05,Wednesday,708.98714,,
2007-09-06,Thursday,712.95191,,
2007-09-07,Friday,696.62051,,start
2007-09-08,Saturday,696.62051,imputed from 2921,
2007-09-09,Sunday,696.62051,imputed from 2922,
2007-09-10,Monday,694.8275,,
2007-09-11,Tuesday,706.70276,,
2007-09-12,Wednesday,712.51143,,
2007-09-13,Thursday,721.76205,,
2007-09-14,Friday,725.03206,,start
2007-09-15,Saturday,725.03206,imputed from 2928,
2007-09-16,Sunday,725.03206,imputed from 2929,
2007-09-17,Monday,720.42094,,
2007-09-18,Tuesday,737.73881,,
2007-09-19,Wednesday,737.40777,,
2007-09-20,Thursday,730.97136,,
2007-09-21,Friday,741.2359,,start
2007-09-22,Saturday,741.2359,imputed from 2935,
2007-09-23,Sunday,741.2359,imputed from 2936,
2007-09-24,Monday,739.23874,,
2007-09-25,Tuesday,738.06327,,
2007-09-26,Wednesday,741.79603,,
2007-09-27,Thursday,748.518,,
2007-09-28,Friday,746.55055,,start
2007-09-29,Saturday,746.55055,imputed from 2942,
2007-09-30,Sunday,746.55055,imputed from 2943,
2007-10-01,Monday,755.03878,,
2007-10-02,Tuesday,753.15,,
2007-10-03,Wednesday,749.90988,,
2007-10-04,Thursday,751.70763,,
2007-10-05,Friday,771.43936,,start
2007-10-06,Saturday,771.43936,imputed from 2949,
2007-10-07,Sunday,771.43936,imputed from 2950,
2007-10-08,Monday,771.43936,imputed from 2951,
2007-10-09,Tuesday,776.19515,,
2007-10-10,Wednesday,777.71523,,
2007-10-11,Thursday,780.56011,,
2007-10-12,Friday,787.01429,,start
2007-10-13,Saturday,787.01429,imputed from 2956,
2007-10-14,Sunday,787.01429,imputed from 2957,
2007-10-15,Monday,776.05462,,
2007-10-16,Tuesday,771.29901,,
2007-10-17,Wednesday,777.37228,,
2007-10-18,Thursday,775.34847,,
2007-10-19,Friday,766.2623,,start
2007-10-20,Saturday,766.2623,imputed from 2963,
2007-10-21,Sunday,766.2623,imputed from 2964,
2007-10-22,Monday,762.28018,,
2007-10-23,Tuesday,771.68503,,
2007-10-24,Wednesday,768.10629,,
2007-10-25,Thursday,769.85437,,
2007-10-26,Friday,780.04445,,start
2007-10-27,Saturday,780.04445,imputed from 2970,
2007-10-28,Sunday,780.04445,imputed from 2971,
2007-10-29,Monday,796.39876,,
2007-10-30,Tuesday,786.15062,,
2007-10-31,Wednesday,805.17569,,
2007-11-01,Thursday,788.27182,,
2007-11-02,Friday,799.5221,,start
2007-11-03,Saturday,799.5221,imputed from 2977,
2007-11-04,Sunday,799.5221,imputed from 2978,
2007-11-05,Monday,795.31741,,
2007-11-06,Tuesday,805.76218,,
2007-11-07,Wednesday,789.15113,,
2007-11-08,Thursday,770.91197,,
2007-11-09,Friday,747.42942,,start
2007-11-10,Saturday,747.42942,imputed from 2984,
2007-11-11,Sunday,747.42942,imputed from 2985,
2007-11-12,Monday,718.66234,,
2007-11-13,Tuesday,722.33249,,
2007-11-14,Wednesday,726.48073,,
2007-11-15,Thursday,697.49524,,
2007-11-16,Friday,699.61895,,start
2007-11-17,Saturday,699.61895,imputed from 2991,
2007-11-18,Sunday,699.61895,imputed from 2992,
2007-11-19,Monday,683.70642,,
2007-11-20,Tuesday,686.09136,,
2007-11-21,Wednesday,670.09193,,
2007-11-22,Thursday,675.82969,,
2007-11-23,Friday,679.44043,,start
2007-11-24,Saturday,679.44043,imputed from 2998,
2007-11-25,Sunday,679.44043,imputed from 2999,
2007-11-26,Monday,668.34952,,
2007-11-27,Tuesday,671.46628,,
2007-11-28,Wednesday,699.10831,,
2007-11-29,Thursday,691.79222,,
2007-11-30,Friday,696.78755,,start
2007-12-01,Saturday,696.78755,imputed from 3005,
2007-12-02,Sunday,696.78755,imputed from 3006,
2007-12-03,Monday,697.56352,,
2007-12-04,Tuesday,677.1246,,
2007-12-05,Wednesday,688.98731,,
2007-12-06,Thursday,696.91347,,
2007-12-07,Friday,703.14897,,start
2007-12-08,Saturday,703.14897,imputed from 3012,
2007-12-09,Sunday,703.14897,imputed from 3013,
2007-12-10,Monday,706.15407,,
2007-12-11,Tuesday,692.54544,,
2007-12-12,Wednesday,696.6571,,
2007-12-13,Thursday,694.39605,,
2007-12-14,Friday,700.22977,,start
2007-12-15,Saturday,700.22977,imputed from 3019,
2007-12-16,Sunday,700.22977,imputed from 3020,
2007-12-17,Monday,693.94428,,
2007-12-18,Tuesday,692.70407,,
2007-12-19,Wednesday,697.05957,,
2007-12-20,Thursday,705.73871,,
2007-12-21,Friday,717.48168,,start
2007-12-22,Saturday,717.48168,imputed from 3026,
2007-12-23,Sunday,717.48168,imputed from 3027,
2007-12-24,Monday,730.09155,,
2007-12-25,Tuesday,730.09155,imputed from 3029,
2007-12-26,Wednesday,730.09155,imputed from 3030,
2007-12-27,Thursday,718.19618,,
2007-12-28,Friday,720.92653,,start
2007-12-29,Saturday,720.92653,imputed from 3033,
2007-12-30,Sunday,720.92653,imputed from 3034,
2007-12-31,Monday,717.66174,,
2008-01-01,Tuesday,717.66174,imputed from 3036,
2008-01-02,Wednesday,708.61604,,
2008-01-03,Thursday,714.13818,,
2008-01-04,Friday,692.36616,,start
2008-01-05,Saturday,692.36616,imputed from 3040,
2008-01-06,Sunday,692.36616,imputed from 3041,
2008-01-07,Monday,686.13628,,
2008-01-08,Tuesday,681.28792,,
2008-01-09,Wednesday,681.5722,,
2008-01-10,Thursday,676.6121,,
2008-01-11,Friday,668.30272,,start
2008-01-12,Saturday,668.30272,imputed from 3047,
2008-01-13,Sunday,668.30272,imputed from 3048,
2008-01-14,Monday,667.4862,,
2008-01-15,Tuesday,646.70682,,
2008-01-16,Wednesday,634.24689,,
2008-01-17,Thursday,618.8666,,
2008-01-18,Friday,615.9439,,start
2008-01-19,Saturday,615.9439,imputed from 3054,
2008-01-20,Sunday,615.9439,imputed from 3055,
2008-01-21,Monday,589.70378,,
2008-01-22,Tuesday,615.32753,,
2008-01-23,Wednesday,609.47346,,
2008-01-24,Thursday,628.4835,,
2008-01-25,Friday,635.8814,,start
2008-01-26,Saturday,635.8814,imputed from 3061,
2008-01-27,Sunday,635.8814,imputed from 3062,
2008-01-28,Monday,639.4686,,
2008-01-29,Tuesday,647.9485,,
2008-01-30,Wednesday,642.89738,,
2008-01-31,Thursday,643.42731,,
2008-02-01,Friday,654.40562,,start
2008-02-02,Saturday,654.40562,imputed from 3068,
2008-02-03,Sunday,654.40562,imputed from 3069,
2008-02-04,Monday,654.60182,,
2008-02-05,Tuesday,641.02466,,
2008-02-06,Wednesday,636.03782,,
2008-02-07,Thursday,640.14502,,
2008-02-08,Friday,646.91716,,start
2008-02-09,Saturday,646.91716,imputed from 3075,
2008-02-10,Sunday,646.91716,imputed from 3076,
2008-02-11,Monday,653.40892,,
2008-02-12,Tuesday,651.17195,,
2008-02-13,Wednesday,663.57302,,
2008-02-14,Thursday,655.76134,,
2008-02-15,Friday,646.17993,,start
2008-02-16,Saturday,646.17993,imputed from 3082,
2008-02-17,Sunday,646.17993,imputed from 3083,
2008-02-18,Monday,646.17993,imputed from 3084,
2008-02-19,Tuesday,654.32304,,
2008-02-20,Wednesday,664.55265,,
2008-02-21,Thursday,659.62917,,
2008-02-22,Friday,655.74031,,start
2008-02-23,Saturday,655.74031,imputed from 3089,
2008-02-24,Sunday,655.74031,imputed from 3090,
2008-02-25,Monday,674.05481,,
2008-02-26,Tuesday,687.27378,,
2008-02-27,Wednesday,678.4522,,
2008-02-28,Thursday,677.60158,,
2008-02-29,Friday,652.28697,,start
2008-03-01,Saturday,652.28697,imputed from 3096,
2008-03-02,Sunday,652.28697,imputed from 3097,
2008-03-03,Monday,645.61096,,
2008-03-04,Tuesday,635.21945,,
2008-03-05,Wednesday,647.48994,,
2008-03-06,Thursday,629.47305,,
2008-03-07,Friday,621.05568,,start
2008-03-08,Saturday,621.05568,imputed from 3103,
2008-03-09,Sunday,621.05568,imputed from 3104,
2008-03-10,Monday,602.66213,,
2008-03-11,Tuesday,628.95456,,
2008-03-12,Wednesday,619.31386,,
2008-03-13,Thursday,629.14448,,
2008-03-14,Friday,609.9313,,start
2008-03-15,Saturday,609.9313,imputed from 3110,
2008-03-16,Sunday,609.9313,imputed from 3111,
2008-03-17,Monday,577.82828,,
2008-03-18,Tuesday,599.2289,,
2008-03-19,Wednesday,568.83564,,
2008-03-20,Thursday,568.81511,,
2008-03-21,Friday,568.81511,imputed from 3116,start
2008-03-22,Saturday,568.81511,imputed from 3117,
2008-03-23,Sunday,568.81511,imputed from 3118,
2008-03-24,Monday,591.60038,,
2008-03-25,Tuesday,598.42917,,
2008-03-26,Wednesday,585.90496,,
2008-03-27,Thursday,594.64641,,
2008-03-28,Friday,584.12865,,start
2008-03-29,Saturday,584.12865,imputed from 3124,
2008-03-30,Sunday,584.12865,imputed from 3125,
2008-03-31,Monday,582.8343,,
2008-04-01,Tuesday,599.55645,,
2008-04-02,Wednesday,607.87823,,
2008-04-03,Thursday,614.07595,,
2008-04-04,Friday,619.21095,,start
2008-04-05,Saturday,619.21095,imputed from 3131,
2008-04-06,Sunday,619.21095,imputed from 3132,
2008-04-07,Monday,622.35071,,
2008-04-08,Tuesday,622.83561,,
2008-04-09,Wednesday,613.91611,,
2008-04-10,Thursday,624.1921,,
2008-04-11,Friday,606.10567,,start
2008-04-12,Saturday,606.10567,imputed from 3138,
2008-04-13,Sunday,606.10567,imputed from 3139,
2008-04-14,Monday,611.98485,,
2008-04-15,Tuesday,620.46068,,
2008-04-16,Wednesday,641.27902,,
2008-04-17,Thursday,638.3124,,
2008-04-18,Friday,656.21689,,start
2008-04-19,Saturday,656.21689,imputed from 3145,
2008-04-20,Sunday,656.21689,imputed from 3146,
2008-04-21,Monday,658.44988,,
2008-04-22,Tuesday,652.1021,,
2008-04-23,Wednesday,640.17822,,
2008-04-24,Thursday,650.93497,,
2008-04-25,Friday,658.4433,,start
2008-04-26,Saturday,658.4433,imputed from 3152,
2008-04-27,Sunday,658.4433,imputed from 3153,
2008-04-28,Monday,657.00207,,
2008-04-29,Tuesday,641.70217,,
2008-04-30,Wednesday,655.19694,,
2008-05-01,Thursday,660.17403,,
2008-05-02,Friday,677.30535,,start
2008-05-03,Saturday,677.30535,imputed from 3159,
2008-05-04,Sunday,677.30535,imputed from 3160,
2008-05-05,Monday,676.00363,,
2008-05-06,Tuesday,692.67718,,
2008-05-07,Wednesday,691.00764,,
2008-05-08,Thursday,690.66821,,
2008-05-09,Friday,687.55294,,start
2008-05-10,Saturday,687.55294,imputed from 3166,
2008-05-11,Sunday,687.55294,imputed from 3167,
2008-05-12,Monday,701.35366,,
2008-05-13,Tuesday,700.74699,,
2008-05-14,Wednesday,705.10164,,
2008-05-15,Thursday,716.72646,,
2008-05-16,Friday,722.04601,,start
2008-05-17,Saturday,722.04601,imputed from 3173,
2008-05-18,Sunday,722.04601,imputed from 3174,
2008-05-19,Monday,722.04601,imputed from 3175,
2008-05-20,Tuesday,723.90711,,
2008-05-21,Wednesday,711.48106,,
2008-05-22,Thursday,711.11213,,
2008-05-23,Friday,699.96208,,start
2008-05-24,Saturday,699.96208,imputed from 3180,
2008-05-25,Sunday,699.96208,imputed from 3181,
2008-05-26,Monday,699.79277,,
2008-05-27,Tuesday,689.17499,,
2008-05-28,Wednesday,707.04892,,
2008-05-29,Thursday,710.6485,,
2008-05-30,Friday,708.51213,,start
2008-05-31,Saturday,708.51213,imputed from 3187,
2008-06-01,Sunday,708.51213,imputed from 3188,
2008-06-02,Monday,702.48554,,
2008-06-03,Tuesday,697.74722,,
2008-06-04,Wednesday,691.84166,,
