date,weekday,UGL1_Comdty_PX-LAST,UGL1_Comdty_CURRENCY-GBP,UGL1_Comdty_PX-LAST-CHF,imputed,UGL1_Comdty_start
2016-06-11,Saturday,,,195.157656,imputed from 927,
2016-06-12,Sunday,,,195.157656,imputed from 928,
2016-06-13,Monday,142.28,1.3761,195.79150800000002,,
2016-06-14,Tuesday,144.11,1.3597,195.946367,,
2016-06-15,Wednesday,145.11,1.3655,198.147705,,
2016-06-16,Thursday,145.23,1.3706,199.052238,,
2016-06-17,Friday,143.37,1.3793,197.750241,,start
2016-06-18,Saturday,,,197.750241,imputed from 934,
2016-06-19,Sunday,,,197.750241,imputed from 935,
2016-06-20,Monday,140.58,1.4142,198.808236,,
2016-06-21,Tuesday,139.75,1.4099,197.033525,,
2016-06-22,Wednesday,139.11,1.4102,196.172922,,
2016-06-23,Thursday,138.49,1.4256,197.43134400000002,,
2016-06-24,Friday,145.21,1.3263,192.592023,,start
2016-06-25,Saturday,,,192.592023,imputed from 941,
2016-06-26,Sunday,,,192.592023,imputed from 942,
2016-06-27,Monday,148.57,1.2941,192.264437,,
2016-06-28,Tuesday,149.27,1.3101,195.55862700000003,,
2016-06-29,Wednesday,150.31,1.3156,197.747836,,
2016-06-30,Thursday,151.16,1.2993,196.40218799999997,,
2016-07-01,Friday,152.56,1.292,197.10752000000002,,start
2016-07-02,Saturday,,,197.10752000000002,imputed from 948,
2016-07-03,Sunday,,,197.10752000000002,imputed from 949,
2016-07-04,Monday,153.43,1.2907,198.032101,,
2016-07-05,Tuesday,155.47,1.2719,197.742293,,
2016-07-06,Wednesday,155.98,1.2608,196.65958399999997,,
2016-07-07,Thursday,154.67,1.2631,195.36367699999997,,
2016-07-08,Friday,155.73,1.2738,198.368874,,start
2016-07-09,Saturday,,,198.368874,imputed from 955,
2016-07-10,Sunday,,,198.368874,imputed from 956,
2016-07-11,Monday,155.25,1.2776,198.34740000000002,,
2016-07-12,Tuesday,153.63,1.3101,201.270663,,
2016-07-13,Wednesday,155.51,1.2954,201.447654,,
2016-07-14,Thursday,154.41,1.3088,202.091808,,
2016-07-15,Friday,152.34,1.2968,197.554512,,start
2016-07-16,Saturday,,,197.554512,imputed from 962,
2016-07-17,Sunday,,,197.554512,imputed from 963,
2016-07-18,Monday,153.02,1.3022,199.26264400000002,,
2016-07-19,Tuesday,153.1,1.2922,197.83581999999998,,
2016-07-20,Wednesday,151.92,1.304,198.10368,,
2016-07-21,Thursday,151.22,1.3043,197.236246,,
2016-07-22,Friday,152.29,1.2941,197.078489,,start
2016-07-23,Saturday,,,197.078489,imputed from 969,
2016-07-24,Sunday,,,197.078489,imputed from 970,
2016-07-25,Monday,152.68,1.2955,197.79694000000003,,
2016-07-26,Tuesday,152.08,1.3032,198.190656,,
2016-07-27,Wednesday,155.11,1.3037,202.21690700000002,,
2016-07-28,Thursday,155.45,1.2912,200.71703999999997,,
2016-07-29,Friday,157.1,1.2823,201.44933,,start
2016-07-30,Saturday,,,201.44933,imputed from 976,
2016-07-31,Sunday,,,201.44933,imputed from 977,
2016-08-01,Monday,155.98,1.2763,199.077274,,
2016-08-02,Tuesday,154.53,1.2878,199.003734,,
2016-08-03,Wednesday,154.99,1.2968,200.99103200000002,,
2016-08-04,Thursday,159.37,1.2768,203.48361599999998,,
2016-08-05,Friday,159.45,1.2817,204.367065,,start
2016-08-06,Saturday,,,204.367065,imputed from 983,
2016-08-07,Sunday,,,204.367065,imputed from 984,
2016-08-08,Monday,160.89,1.2812,206.13226799999995,,
2016-08-09,Tuesday,162.94,1.2761,207.927734,,
2016-08-10,Wednesday,166.26,1.2685,210.90080999999998,,
2016-08-11,Thursday,167.86,1.2639,212.15825400000003,,
2016-08-12,Friday,167.3,1.2592,210.66416000000004,,start
2016-08-13,Saturday,,,210.66416000000004,imputed from 990,
2016-08-14,Sunday,,,210.66416000000004,imputed from 991,
2016-08-15,Monday,165.97,1.2531,207.97700700000001,,
2016-08-16,Tuesday,164.61,1.2548,206.552628,,
2016-08-17,Wednesday,164.49,1.2547,206.385603,,
2016-08-18,Thursday,164.99,1.2566,207.326434,,
2016-08-19,Friday,163.33,1.256,205.14248,,start
2016-08-20,Saturday,,,205.14248,imputed from 997,
2016-08-21,Sunday,,,205.14248,imputed from 998,
2016-08-22,Monday,164.52,1.2644,208.019088,,
2016-08-23,Tuesday,166.25,1.2715,211.386875,,
2016-08-24,Wednesday,166.23,1.2795,212.691285,,
2016-08-25,Thursday,166.17,1.2766,212.13262199999997,,
2016-08-26,Friday,167.34,1.2847,214.981698,,start
2016-08-27,Saturday,,,214.981698,imputed from 1004,
2016-08-28,Sunday,,,214.981698,imputed from 1005,
2016-08-29,Monday,167.34,1.282,214.52988000000002,,
2016-08-30,Tuesday,167.36,1.2869,215.375584,,
2016-08-31,Wednesday,166.76,1.2927,215.570652,,
2016-09-01,Thursday,166.26,1.3004,216.204504,,
2016-09-02,Friday,164.07,1.304,213.94728,,start
2016-09-03,Saturday,,,213.94728,imputed from 1011,
2016-09-04,Sunday,,,213.94728,imputed from 1012,
2016-09-05,Monday,165.03,1.3037,215.14961100000002,,
2016-09-06,Tuesday,165.21,1.3032,215.301672,,
2016-09-07,Wednesday,165.6,1.294,214.2864,,
2016-09-08,Thursday,162.71,1.2931,210.40030099999998,,
2016-09-09,Friday,158.81,1.2943,205.547783,,start
2016-09-10,Saturday,,,205.547783,imputed from 1018,
2016-09-11,Sunday,,,205.547783,imputed from 1019,
2016-09-12,Monday,158.56,1.2963,205.541328,,
2016-09-13,Tuesday,157.53,1.2884,202.961652,,
2016-09-14,Wednesday,156.97,1.2885,202.255845,,
2016-09-15,Thursday,156.37,1.2866,201.185642,,
2016-09-16,Friday,156.93,1.2751,200.101443,,start
2016-09-17,Saturday,,,200.101443,imputed from 1025,
2016-09-18,Sunday,,,200.101443,imputed from 1026,
2016-09-19,Monday,155.84,1.2772,199.038848,,
2016-09-20,Tuesday,157.79,1.2717,200.661543,,
2016-09-21,Wednesday,157.14,1.2693,199.457802,,
2016-09-22,Thursday,161.0,1.2669,203.9709,,
2016-09-23,Friday,160.88,1.2576,202.322688,,start
2016-09-24,Saturday,,,202.322688,imputed from 1032,
2016-09-25,Sunday,,,202.322688,imputed from 1033,
2016-09-26,Monday,161.95,1.2576,203.66832,,
2016-09-27,Tuesday,163.31,1.2644,206.489164,,
2016-09-28,Wednesday,162.97,1.264,205.99408,,
2016-09-29,Thursday,161.34,1.253,202.15902,,
2016-09-30,Friday,158.8,1.2602,200.11976,,start
2016-10-01,Saturday,,,200.11976,imputed from 1039,
2016-10-02,Sunday,,,200.11976,imputed from 1040,
2016-10-03,Monday,160.24,1.2503,200.348072,,
2016-10-04,Tuesday,159.5,1.2459,198.72105,,
2016-10-05,Wednesday,157.91,1.242,196.12422,,
2016-10-06,Thursday,156.13,1.2373,193.179649,,
2016-10-07,Friday,154.04,1.2152,187.189408,,start
2016-10-08,Saturday,,,187.189408,imputed from 1046,
2016-10-09,Sunday,,,187.189408,imputed from 1047,
2016-10-10,Monday,152.82,1.2146,185.61517199999997,,
2016-10-11,Tuesday,153.5,1.1987,184.00045000000003,,
2016-10-12,Wednesday,151.64,1.2095,183.40858,,
2016-10-13,Thursday,152.8,1.2086,184.67408,,
2016-10-14,Friday,150.84,1.2077,182.169468,,start
2016-10-15,Saturday,,,182.169468,imputed from 1053,
2016-10-16,Sunday,,,182.169468,imputed from 1054,
2016-10-17,Monday,150.65,1.205,181.53325,,
2016-10-18,Tuesday,151.3,1.2173,184.17749000000003,,
2016-10-19,Wednesday,151.6,1.2152,184.22432,,
2016-10-20,Thursday,152.06,1.2165,184.98099,,
2016-10-21,Friday,152.32,1.2151,185.084032,,start
2016-10-22,Saturday,,,185.084032,imputed from 1060,
2016-10-23,Sunday,,,185.084032,imputed from 1061,
2016-10-24,Monday,151.9,1.216,184.7104,,
2016-10-25,Tuesday,152.22,1.212,184.49063999999998,,
2016-10-26,Wednesday,150.13,1.2167,182.66317099999998,,
2016-10-27,Thursday,148.63,1.2085,179.61935499999998,,
2016-10-28,Friday,147.39,1.2049,177.59021099999998,,start
2016-10-29,Saturday,,,177.59021099999998,imputed from 1067,
2016-10-30,Sunday,,,177.59021099999998,imputed from 1068,
2016-10-31,Monday,147.85,1.2108,179.01678,,
2016-11-01,Tuesday,146.26,1.1941,174.64906599999998,,
2016-11-02,Wednesday,148.43,1.1974,177.730082,,
2016-11-03,Thursday,147.89,1.2137,179.494093,,
2016-11-04,Friday,150.07,1.2123,181.929861,,start
2016-11-05,Saturday,,,181.929861,imputed from 1074,
2016-11-06,Sunday,,,181.929861,imputed from 1075,
2016-11-07,Monday,148.25,1.2077,179.041525,,
2016-11-08,Tuesday,147.43,1.2107,178.49350100000004,,
2016-11-09,Wednesday,146.74,1.2215,179.24291000000002,,
2016-11-10,Thursday,143.8,1.239,178.16820000000004,,
2016-11-11,Friday,143.64,1.2445,178.75997999999998,,start
2016-11-12,Saturday,,,178.75997999999998,imputed from 1081,
2016-11-13,Sunday,,,178.75997999999998,imputed from 1082,
2016-11-14,Monday,141.83,1.2467,176.81946100000002,,
2016-11-15,Tuesday,143.86,1.2479,179.522894,,
2016-11-16,Wednesday,143.44,1.2467,178.82664799999998,,
2016-11-17,Thursday,144.02,1.2506,180.111412,,
2016-11-18,Friday,141.81,1.2462,176.723622,,start
2016-11-19,Saturday,,,176.723622,imputed from 1088,
2016-11-20,Sunday,,,176.723622,imputed from 1089,
2016-11-21,Monday,143.09,1.2604,180.350636,,
2016-11-22,Tuesday,143.31,1.2564,180.054684,,
2016-11-23,Wednesday,141.67,1.265,179.21254999999996,,
2016-11-24,Thursday,142.63,1.2657,180.526791,,
2016-11-25,Friday,142.75,1.2638,180.40745,,start
2016-11-26,Saturday,,,180.40745,imputed from 1095,
2016-11-27,Sunday,,,180.40745,imputed from 1096,
2016-11-28,Monday,143.7,1.2579,180.76022999999998,,
2016-11-29,Tuesday,143.9,1.2639,181.87521,,
2016-11-30,Wednesday,143.6,1.2724,182.71663999999998,,
2016-12-01,Thursday,141.79,1.2725,180.427775,,
2016-12-02,Friday,144.26,1.2875,185.73475,,start
2016-12-03,Saturday,,,185.73475,imputed from 1102,
2016-12-04,Sunday,,,185.73475,imputed from 1103,
2016-12-05,Monday,144.18,1.2815,184.76667000000003,,
2016-12-06,Tuesday,143.54,1.2808,183.84603199999998,,
2016-12-07,Wednesday,144.4,1.2717,183.63348000000002,,
2016-12-08,Thursday,144.2,1.2792,184.46063999999998,,
2016-12-09,Friday,142.45,1.2788,182.16505999999998,,start
2016-12-10,Saturday,,,182.16505999999998,imputed from 1109,
2016-12-11,Sunday,,,182.16505999999998,imputed from 1110,
2016-12-12,Monday,141.0,1.2847,181.1427,,
2016-12-13,Tuesday,142.65,1.281,182.73465,,
2016-12-14,Wednesday,143.6,1.2819,184.08084,,
2016-12-15,Thursday,140.64,1.2791,179.89262399999996,,
2016-12-16,Friday,141.89,1.2825,181.97392499999998,,start
2016-12-17,Saturday,,,181.97392499999998,imputed from 1116,
2016-12-18,Sunday,,,181.97392499999998,imputed from 1117,
2016-12-19,Monday,143.16,1.2731,182.256996,,
2016-12-20,Tuesday,142.91,1.2725,181.852975,,
2016-12-21,Wednesday,144.3,1.2685,183.04455000000002,,
2016-12-22,Thursday,144.93,1.2597,182.56832100000003,,
2016-12-23,Friday,145.83,1.2605,183.818715,,start
2016-12-24,Saturday,,,183.818715,imputed from 1123,
2016-12-25,Sunday,,,183.818715,imputed from 1124,
2016-12-26,Monday,,1.262,183.818715,imputed from 1125,
2016-12-27,Tuesday,145.83,1.2615,183.96454500000002,,
2016-12-28,Wednesday,147.02,1.2572,184.83354400000002,,
2016-12-29,Thursday,148.95,1.2546,186.87266999999997,,
2016-12-30,Friday,148.55,1.2582,186.90561000000002,,start
2016-12-31,Saturday,,,186.90561000000002,imputed from 1130,
2017-01-01,Sunday,,,186.90561000000002,imputed from 1131,
2017-01-02,Monday,148.55,1.2567,186.682785,,
2017-01-03,Tuesday,145.39,1.2574,182.81338599999998,,
2017-01-04,Wednesday,145.53,1.258,183.07674,,
2017-01-05,Thursday,145.51,1.2541,182.48409099999998,,
2017-01-06,Friday,144.38,1.2508,180.59050399999998,,start
2017-01-07,Saturday,,,180.59050399999998,imputed from 1137,
2017-01-08,Sunday,,,180.59050399999998,imputed from 1138,
2017-01-09,Monday,144.95,1.2347,178.96976499999997,,
2017-01-10,Tuesday,144.93,1.2382,179.452326,,
2017-01-11,Wednesday,144.74,1.2385,179.26049,,
2017-01-12,Thursday,146.35,1.2295,179.937325,,
2017-01-13,Friday,144.46,1.2283,177.44021800000002,,start
2017-01-14,Saturday,,,177.44021800000002,imputed from 1144,
2017-01-15,Sunday,,,177.44021800000002,imputed from 1145,
2017-01-16,Monday,145.35,1.2189,177.167115,,
2017-01-17,Tuesday,146.35,1.2435,181.986225,,
2017-01-18,Wednesday,145.85,1.2353,180.168505,,
2017-01-19,Thursday,143.86,1.2418,178.645348,,
2017-01-20,Friday,143.28,1.2395,177.59556,,start
2017-01-21,Saturday,,,177.59556,imputed from 1151,
2017-01-22,Sunday,,,177.59556,imputed from 1152,
2017-01-23,Monday,144.14,1.2491,180.045274,,
2017-01-24,Tuesday,144.84,1.2532,181.51348800000002,,
2017-01-25,Wednesday,142.47,1.2625,179.868375,,
2017-01-26,Thursday,141.31,1.2593,177.951683,,
2017-01-27,Friday,142.23,1.2546,178.44175799999996,,start
2017-01-28,Saturday,,,178.44175799999996,imputed from 1158,
2017-01-29,Sunday,,,178.44175799999996,imputed from 1159,
2017-01-30,Monday,143.01,1.2427,177.71852699999997,,
2017-01-31,Tuesday,143.96,1.2444,179.143824,,
2017-02-01,Wednesday,142.57,1.2571,179.224747,,
2017-02-02,Thursday,143.84,1.2436,178.879424,,
2017-02-03,Friday,144.2,1.2395,178.7359,,start
2017-02-04,Saturday,,,178.7359,imputed from 1165,
2017-02-05,Sunday,,,178.7359,imputed from 1166,
2017-02-06,Monday,144.97,1.2356,179.124932,,
2017-02-07,Tuesday,145.67,1.2479,181.781593,,
2017-02-08,Wednesday,147.7,1.2473,184.22621,,
2017-02-09,Thursday,147.46,1.2516,184.56093600000003,,
2017-02-10,Friday,146.29,1.2523,183.19896699999998,,start
2017-02-11,Saturday,,,183.19896699999998,imputed from 1172,
2017-02-12,Sunday,,,183.19896699999998,imputed from 1173,
2017-02-13,Monday,145.55,1.2597,183.34933500000002,,
2017-02-14,Tuesday,145.11,1.2546,182.05500600000002,,
2017-02-15,Wednesday,144.74,1.253,181.35922,,
2017-02-16,Thursday,146.23,1.2452,182.085596,,
2017-02-17,Friday,147.14,1.2447,183.14515799999998,,start
2017-02-18,Saturday,,,183.14515799999998,imputed from 1179,
2017-02-19,Sunday,,,183.14515799999998,imputed from 1180,
2017-02-20,Monday,146.61,1.2499,183.24783900000003,,
2017-02-21,Tuesday,146.05,1.2595,183.94997500000002,,
2017-02-22,Wednesday,147.18,1.2579,185.13772200000002,,
2017-02-23,Thursday,148.42,1.2636,187.543512,,
2017-02-24,Friday,150.36,1.2559,188.83712400000002,,start
2017-02-25,Saturday,,,188.83712400000002,imputed from 1186,
2017-02-26,Sunday,,,188.83712400000002,imputed from 1187,
2017-02-27,Monday,150.38,1.2556,188.817128,,
2017-02-28,Tuesday,151.33,1.2452,188.43611600000003,,
2017-03-01,Wednesday,150.34,1.2403,186.466702,,
2017-03-02,Thursday,149.83,1.2432,186.26865600000002,,
2017-03-03,Friday,149.67,1.2391,185.456097,,start
2017-03-04,Saturday,,,185.456097,imputed from 1193,
2017-03-05,Sunday,,,185.456097,imputed from 1194,
2017-03-06,Monday,149.02,1.2386,184.576172,,
2017-03-07,Tuesday,149.83,1.2362,185.21984600000002,,
2017-03-08,Wednesday,149.12,1.2349,184.148288,,
2017-03-09,Thursday,149.53,1.2313,184.11628900000002,,
2017-03-10,Friday,148.64,1.2301,182.84206399999997,,start
2017-03-11,Saturday,,,182.84206399999997,imputed from 1200,
2017-03-12,Sunday,,,182.84206399999997,imputed from 1201,
2017-03-13,Monday,148.29,1.2307,182.50050299999998,,
2017-03-14,Tuesday,148.47,1.2277,182.276619,,
2017-03-15,Wednesday,148.68,1.2294,182.787192,,
2017-03-16,Thursday,148.83,1.2318,183.32879400000002,,
2017-03-17,Friday,149.2,1.2377,184.66484,,start
2017-03-18,Saturday,,,184.66484,imputed from 1207,
2017-03-19,Sunday,,,184.66484,imputed from 1208,
2017-03-20,Monday,149.55,1.2339,184.52974500000002,,
2017-03-21,Tuesday,149.0,1.2402,184.78979999999999,,
2017-03-22,Wednesday,151.31,1.2377,187.276387,,
2017-03-23,Thursday,149.87,1.2438,186.408306,,
2017-03-24,Friday,150.54,1.2364,186.12765599999997,,start
2017-03-25,Saturday,,,186.12765599999997,imputed from 1214,
2017-03-26,Sunday,,,186.12765599999997,imputed from 1215,
2017-03-27,Monday,151.21,1.2378,187.167738,,
2017-03-28,Tuesday,150.83,1.2357,186.38063100000002,,
2017-03-29,Wednesday,151.53,1.239,187.74567000000002,,
2017-03-30,Thursday,151.49,1.2483,189.10496700000002,,
2017-03-31,Friday,151.49,1.2586,190.665314,,start
2017-04-01,Saturday,,,190.665314,imputed from 1221,
2017-04-02,Sunday,,,190.665314,imputed from 1222,
2017-04-03,Monday,154.44,1.2505,193.12722,,
2017-04-04,Tuesday,154.28,1.2463,192.279164,,
2017-04-05,Wednesday,153.15,1.2544,192.11136,,
2017-04-06,Thursday,152.95,1.2531,191.661645,,
2017-04-07,Friday,153.59,1.2485,191.757115,,start
2017-04-08,Saturday,,,191.757115,imputed from 1228,
2017-04-09,Sunday,,,191.757115,imputed from 1229,
2017-04-10,Monday,153.31,1.2524,192.00544399999998,,
2017-04-11,Tuesday,154.48,1.2585,194.41307999999998,,
2017-04-12,Wednesday,154.32,1.2577,194.088264,,
2017-04-13,Thursday,154.5,1.2578,194.33010000000002,,
2017-04-14,Friday,154.5,1.2593,194.56185000000002,imputed from 1234,start
2017-04-15,Saturday,,,194.56185000000002,imputed from 1235,
2017-04-16,Sunday,,,194.56185000000002,imputed from 1236,
2017-04-17,Monday,154.5,1.2622,195.0099,,
2017-04-18,Tuesday,154.85,1.2793,198.099605,,
2017-04-19,Wednesday,154.32,1.2756,196.850592,,
2017-04-20,Thursday,154.2,1.2797,197.32974,,
2017-04-21,Friday,154.48,1.2761,197.131928,,start
2017-04-22,Saturday,,,197.131928,imputed from 1242,
2017-04-23,Sunday,,,197.131928,imputed from 1243,
2017-04-24,Monday,153.45,1.2742,195.52598999999998,,
2017-04-25,Tuesday,152.9,1.276,195.1004,,
2017-04-26,Wednesday,152.62,1.2763,194.788906,,
2017-04-27,Thursday,152.84,1.2828,196.063152,,
2017-04-28,Friday,152.82,1.2881,196.847442,,start
2017-04-29,Saturday,,,196.847442,imputed from 1249,
2017-04-30,Sunday,,,196.847442,imputed from 1250,
2017-05-01,Monday,,1.2838,196.847442,imputed from 1251,
2017-05-02,Tuesday,152.22,1.283,195.29826,,
2017-05-03,Wednesday,152.26,1.28,194.8928,,
2017-05-04,Thursday,150.96,1.2748,192.443808,,
2017-05-05,Friday,150.4,1.282,192.8128,,start
2017-05-06,Saturday,,,192.8128,imputed from 1256,
2017-05-07,Sunday,,,192.8128,imputed from 1257,
2017-05-08,Monday,149.71,1.2924,193.485204,,
2017-05-09,Tuesday,149.06,1.303,194.22518,,
2017-05-10,Wednesday,150.05,1.3053,195.860265,,
2017-05-11,Thursday,150.17,1.2987,195.02577899999997,,
2017-05-12,Friday,151.99,1.2902,196.097498,,start
2017-05-13,Saturday,,,196.097498,imputed from 1263,
2017-05-14,Sunday,,,196.097498,imputed from 1264,
2017-05-15,Monday,150.56,1.2852,193.499712,,
2017-05-16,Tuesday,151.47,1.2734,192.881898,,
2017-05-17,Wednesday,152.8,1.2696,193.99488000000002,,
2017-05-18,Thursday,153.23,1.268,194.29564,,
2017-05-19,Friday,153.15,1.2679,194.178885,,start
2017-05-20,Saturday,,,194.178885,imputed from 1270,
2017-05-21,Sunday,,,194.178885,imputed from 1271,
2017-05-22,Monday,153.09,1.2655,193.735395,,
2017-05-23,Tuesday,153.63,1.265,194.34194999999997,,
2017-05-24,Wednesday,153.73,1.2624,194.068752,,
2017-05-25,Thursday,154.32,1.259,194.28887999999998,,
2017-05-26,Friday,154.97,1.2469,193.232093,,start
2017-05-27,Saturday,,,193.232093,imputed from 1277,
2017-05-28,Sunday,,,193.232093,imputed from 1278,
2017-05-29,Monday,154.97,1.2554,194.549338,,
2017-05-30,Tuesday,154.68,1.2533,193.86044400000003,,
2017-05-31,Wednesday,154.48,1.2476,192.72924799999998,,
2017-06-01,Thursday,153.14,1.2514,191.639396,,
2017-06-02,Friday,153.42,1.2432,190.731744,,start
2017-06-03,Saturday,,,190.731744,imputed from 1284,
2017-06-04,Sunday,,,190.731744,imputed from 1285,
2017-06-05,Monday,153.16,1.245,190.6842,,
2017-06-06,Tuesday,154.52,1.242,191.91384000000002,,
2017-06-07,Wednesday,155.19,1.2504,194.049576,,
2017-06-08,Thursday,153.63,1.2535,192.575205,,
2017-06-09,Friday,153.87,1.2357,190.137159,,start
2017-06-10,Saturday,,,190.137159,imputed from 1291,
2017-06-11,Sunday,,,190.137159,imputed from 1292,
2017-06-12,Monday,154.01,1.2263,188.862463,,
2017-06-13,Tuesday,152.02,1.2357,187.85111400000002,,
2017-06-14,Wednesday,154.81,1.2383,191.701223,,
2017-06-15,Thursday,152.87,1.2441,190.185567,,
2017-06-16,Friday,152.97,1.244,190.29468,,start
2017-06-17,Saturday,,,190.29468,imputed from 1298,
2017-06-18,Sunday,,,190.29468,imputed from 1299,
2017-06-19,Monday,153.34,1.2424,190.509616,,
2017-06-20,Tuesday,153.99,1.2314,189.623286,,
2017-06-21,Wednesday,154.09,1.2323,189.885107,,
2017-06-22,Thursday,154.6,1.2324,190.52903999999998,,
2017-06-23,Friday,154.26,1.2327,190.15630199999998,,start
2017-06-24,Saturday,,,190.15630199999998,imputed from 1305,
2017-06-25,Sunday,,,190.15630199999998,imputed from 1306,
2017-06-26,Monday,154.38,1.2372,190.99893600000001,,
2017-06-27,Tuesday,152.95,1.2307,188.23556499999998,,
2017-06-28,Wednesday,151.51,1.2404,187.93300399999998,,
2017-06-29,Thursday,148.86,1.2433,185.07763800000004,,
2017-06-30,Friday,148.7,1.2478,185.54786,,start
2017-07-01,Saturday,,,185.54786,imputed from 1312,
2017-07-02,Sunday,,,185.54786,imputed from 1313,
2017-07-03,Monday,148.29,1.2469,184.90280099999998,,
2017-07-04,Tuesday,148.72,1.2474,185.513328,,
2017-07-05,Wednesday,148.31,1.2469,184.92773899999997,,
2017-07-06,Thursday,146.18,1.246,182.14028000000002,,
2017-07-07,Friday,146.62,1.2425,182.17535,,start
2017-07-08,Saturday,,,182.17535,imputed from 1319,
2017-07-09,Sunday,,,182.17535,imputed from 1320,
2017-07-10,Monday,147.68,1.244,183.71392,,
2017-07-11,Tuesday,147.78,1.2382,182.98119599999998,,
2017-07-12,Wednesday,148.41,1.2438,184.592358,,
2017-07-13,Thursday,147.66,1.2515,184.79649,,
2017-07-14,Friday,147.21,1.2619,185.76429900000002,,start
2017-07-15,Saturday,,,185.76429900000002,imputed from 1326,
2017-07-16,Sunday,,,185.76429900000002,imputed from 1327,
2017-07-17,Monday,147.89,1.2567,185.85336299999997,,
2017-07-18,Tuesday,149.23,1.2453,185.836119,,
2017-07-19,Wednesday,150.04,1.2443,186.69477199999997,,
2017-07-20,Thursday,149.41,1.234,184.37194,,
2017-07-21,Friday,150.47,1.229,184.92763000000002,,start
2017-07-22,Saturday,,,184.92763000000002,imputed from 1333,
2017-07-23,Sunday,,,184.92763000000002,imputed from 1334,
2017-07-24,Monday,150.17,1.2329,185.14459300000001,,
2017-07-25,Tuesday,148.62,1.2405,184.36311,,
2017-07-26,Wednesday,149.03,1.2477,185.94473100000002,,
2017-07-27,Thursday,149.53,1.2608,188.527424,,
2017-07-28,Friday,149.25,1.2724,189.9057,,start
2017-07-29,Saturday,,,189.9057,imputed from 1340,
2017-07-30,Sunday,,,189.9057,imputed from 1341,
2017-07-31,Monday,149.27,1.2777,190.72227900000001,,
2017-08-01,Tuesday,150.31,1.2751,191.660281,,
2017-08-02,Wednesday,149.11,1.2839,191.44232900000003,,
2017-08-03,Thursday,150.92,1.2726,192.06079199999996,,
2017-08-04,Friday,150.74,1.2686,191.228764,,start
2017-08-05,Saturday,,,191.228764,imputed from 1347,
2017-08-06,Sunday,,,191.228764,imputed from 1348,
2017-08-07,Monday,151.37,1.2683,191.982571,,
2017-08-08,Tuesday,151.26,1.2658,191.46490799999998,,
2017-08-09,Wednesday,152.61,1.2531,191.23559100000003,,
2017-08-10,Thursday,153.3,1.2491,191.48703000000003,,
2017-08-11,Friday,153.44,1.2518,192.076192,,start
2017-08-12,Saturday,,,192.076192,imputed from 1354,
2017-08-13,Sunday,,,192.076192,imputed from 1355,
2017-08-14,Monday,153.12,1.26,192.93120000000002,,
2017-08-15,Tuesday,152.63,1.2516,191.031708,,
2017-08-16,Wednesday,151.94,1.2451,189.180494,,
2017-08-17,Thursday,152.28,1.2392,188.705376,,
2017-08-18,Friday,152.65,1.2417,189.54550500000002,,start
2017-08-19,Saturday,,,189.54550500000002,imputed from 1361,
2017-08-20,Sunday,,,189.54550500000002,imputed from 1362,
2017-08-21,Monday,153.28,1.2408,190.189824,,
2017-08-22,Tuesday,152.75,1.2416,189.6544,,
2017-08-23,Wednesday,153.63,1.2357,189.840591,,
2017-08-24,Thursday,153.6,1.2358,189.81888,,
2017-08-25,Friday,153.77,1.2318,189.41388600000002,,start
2017-08-26,Saturday,,,189.41388600000002,imputed from 1368,
2017-08-27,Sunday,,,189.41388600000002,imputed from 1369,
2017-08-28,Monday,153.77,1.2355,189.98283500000002,,
2017-08-29,Tuesday,155.18,1.2347,191.600746,,
2017-08-30,Wednesday,153.85,1.2455,191.620175,,
2017-08-31,Thursday,154.07,1.2397,191.000579,,
2017-09-01,Friday,153.5,1.2497,191.82895,,start
2017-09-02,Saturday,,,191.82895,imputed from 1375,
2017-09-03,Sunday,,,191.82895,imputed from 1376,
2017-09-04,Monday,153.15,1.2393,189.798795,,
2017-09-05,Tuesday,154.61,1.2449,192.473989,,
2017-09-06,Wednesday,154.98,1.2476,193.353048,,
2017-09-07,Thursday,156.45,1.2453,194.827185,,
2017-09-08,Friday,155.67,1.2462,193.99595399999998,,start
2017-09-09,Saturday,,,193.99595399999998,imputed from 1382,
2017-09-10,Sunday,,,193.99595399999998,imputed from 1383,
2017-09-11,Monday,154.28,1.2588,194.207664,,
2017-09-12,Tuesday,151.27,1.2755,192.94488500000003,,
2017-09-13,Wednesday,151.13,1.2737,192.494281,,
2017-09-14,Thursday,149.59,1.2904,193.030936,,
2017-09-15,Friday,147.75,1.3046,192.75465,,start
2017-09-16,Saturday,,,192.75465,imputed from 1389,
2017-09-17,Sunday,,,192.75465,imputed from 1390,
2017-09-18,Monday,148.0,1.2978,192.0744,,
2017-09-19,Tuesday,147.48,1.3004,191.78299199999998,,
2017-09-20,Wednesday,147.69,1.3087,193.281903,,
2017-09-21,Thursday,147.34,1.3183,194.238322,,
2017-09-22,Friday,147.32,1.3087,192.79768399999998,,start
2017-09-23,Saturday,,,192.79768399999998,imputed from 1396,
2017-09-24,Sunday,,,192.79768399999998,imputed from 1397,
2017-09-25,Monday,148.2,1.3017,192.91194,,
2017-09-26,Tuesday,148.24,1.3038,193.275312,,
2017-09-27,Wednesday,147.18,1.3013,191.525334,,
2017-09-28,Thursday,147.32,1.304,192.10528,,
2017-09-29,Friday,148.0,1.2975,192.03,,start
2017-09-30,Saturday,,,192.03,imputed from 1403,
