date,weekday,RX1_Comdty_PX-LAST-CHF,imputed,RX1_Comdty_start
2003-10-13,Monday,119.63262,,
2003-10-14,Tuesday,119.2777,,
2003-10-15,Wednesday,118.96924,,
2003-10-16,Thursday,118.9273,,
2003-10-17,Friday,119.33148,,start
2003-10-18,Saturday,119.33148,imputed from 2254,
2003-10-19,Sunday,119.33148,imputed from 2255,
2003-10-20,Monday,119.56588,,
2003-10-21,Tuesday,119.98147,,
2003-10-22,Wednesday,120.13898,,
2003-10-23,Thursday,119.34782,,
2003-10-24,Friday,119.63853,,start
2003-10-25,Saturday,119.63853,imputed from 2261,
2003-10-26,Sunday,119.63853,imputed from 2262,
2003-10-27,Monday,119.54767,,
2003-10-28,Tuesday,119.61008,,
2003-10-29,Wednesday,119.6547,,
2003-10-30,Thursday,118.98294,,
2003-10-31,Friday,119.65971,,start
2003-11-01,Saturday,119.65971,imputed from 2268,
2003-11-02,Sunday,119.65971,imputed from 2269,
2003-11-03,Monday,119.55156,,
2003-11-04,Tuesday,120.22154,,
2003-11-05,Wednesday,120.48697,,
2003-11-06,Thursday,119.69329,,
2003-11-07,Friday,119.48971,,start
2003-11-08,Saturday,119.48971,imputed from 2275,
2003-11-09,Sunday,119.48971,imputed from 2276,
2003-11-10,Monday,119.88923,,
2003-11-11,Tuesday,119.52018,,
2003-11-12,Wednesday,119.89722,,
2003-11-13,Thursday,120.48345,,
2003-11-14,Friday,120.56255,,start
2003-11-15,Saturday,120.56255,imputed from 2282,
2003-11-16,Sunday,120.56255,imputed from 2283,
2003-11-17,Monday,120.04518,,
2003-11-18,Tuesday,119.82381,,
2003-11-19,Wednesday,119.48409,,
2003-11-20,Thursday,119.48115,,
2003-11-21,Friday,119.46321,,start
2003-11-22,Saturday,119.46321,imputed from 2289,
2003-11-23,Sunday,119.46321,imputed from 2290,
2003-11-24,Monday,119.30012,,
2003-11-25,Tuesday,119.13994,,
2003-11-26,Wednesday,118.48235,,
2003-11-27,Thursday,118.33742,,
2003-11-28,Friday,118.53546,,start
2003-11-29,Saturday,118.53546,imputed from 2296,
2003-11-30,Sunday,118.53546,imputed from 2297,
2003-12-01,Monday,118.62487,,
2003-12-02,Tuesday,118.85102,,
2003-12-03,Wednesday,119.13842,,
2003-12-04,Thursday,119.4885,,
2003-12-05,Friday,119.89649,,start
2003-12-06,Saturday,119.89649,imputed from 2303,
2003-12-07,Sunday,119.89649,imputed from 2304,
2003-12-08,Monday,119.32567,,
2003-12-09,Tuesday,119.42744,,
2003-12-10,Wednesday,119.39767,,
2003-12-11,Thursday,119.56451,,
2003-12-12,Friday,120.08911,,start
2003-12-13,Saturday,120.08911,imputed from 2310,
2003-12-14,Sunday,120.08911,imputed from 2311,
2003-12-15,Monday,120.52684,,
2003-12-16,Tuesday,120.34981,,
2003-12-17,Wednesday,120.96769,,
2003-12-18,Thursday,120.73929,,
2003-12-19,Friday,120.82745,,start
2003-12-20,Saturday,120.82745,imputed from 2317,
2003-12-21,Sunday,120.82745,imputed from 2318,
2003-12-22,Monday,121.06466,,
2003-12-23,Tuesday,121.55882,,
2003-12-24,Wednesday,121.55882,imputed from 2321,
2003-12-25,Thursday,121.55882,imputed from 2322,
2003-12-26,Friday,121.55882,imputed from 2321,start
2003-12-27,Saturday,121.55882,imputed from 2324,
2003-12-28,Sunday,121.55882,imputed from 2325,
2003-12-29,Monday,121.40042,,
2003-12-30,Tuesday,121.13698,,
2003-12-31,Wednesday,121.13698,imputed from 2328,
2004-01-01,Thursday,121.13698,imputed from 2329,
2004-01-02,Friday,120.6049,,start
2004-01-03,Saturday,120.6049,imputed from 2331,
2004-01-04,Sunday,120.6049,imputed from 2332,
2004-01-05,Monday,120.99766,,
2004-01-06,Tuesday,122.23172,,
2004-01-07,Wednesday,122.21726,,
2004-01-08,Thursday,122.24281,,
2004-01-09,Friday,123.18234,,start
2004-01-10,Saturday,123.18234,imputed from 2338,
2004-01-11,Sunday,123.18234,imputed from 2339,
2004-01-12,Monday,123.14896,,
2004-01-13,Tuesday,122.79115,,
2004-01-14,Wednesday,122.74218,,
2004-01-15,Thursday,123.11995,,
2004-01-16,Friday,123.17306,,start
2004-01-17,Saturday,123.17306,imputed from 2345,
2004-01-18,Sunday,123.17306,imputed from 2346,
2004-01-19,Monday,123.15869,,
2004-01-20,Tuesday,123.48318,,
2004-01-21,Wednesday,123.19523,,
2004-01-22,Thursday,123.56438,,
2004-01-23,Friday,123.32282,,start
2004-01-24,Saturday,123.32282,imputed from 2352,
2004-01-25,Sunday,123.32282,imputed from 2353,
2004-01-26,Monday,123.10393,,
2004-01-27,Tuesday,123.23915,,
2004-01-28,Wednesday,123.66211,,
2004-01-29,Thursday,121.77191,,
2004-01-30,Friday,122.60149,,start
2004-01-31,Saturday,122.60149,imputed from 2359,
2004-02-01,Sunday,122.60149,imputed from 2360,
2004-02-02,Monday,122.74027,,
2004-02-03,Tuesday,123.01792,,
2004-02-04,Wednesday,123.0459,,
2004-02-05,Thursday,123.01081,,
2004-02-06,Friday,123.42821,,start
2004-02-07,Saturday,123.42821,imputed from 2366,
2004-02-08,Sunday,123.42821,imputed from 2367,
2004-02-09,Monday,123.54868,,
2004-02-10,Tuesday,123.55952,,
2004-02-11,Wednesday,124.60371,,
2004-02-12,Thursday,124.36029,,
2004-02-13,Friday,124.63085,,start
2004-02-14,Saturday,124.63085,imputed from 2373,
2004-02-15,Sunday,124.63085,imputed from 2374,
2004-02-16,Monday,124.40478,,
2004-02-17,Tuesday,124.73245,,
2004-02-18,Wednesday,124.67032,,
2004-02-19,Thursday,124.74713,,
2004-02-20,Friday,124.59234,,start
2004-02-21,Saturday,124.59234,imputed from 2380,
2004-02-22,Sunday,124.59234,imputed from 2381,
2004-02-23,Monday,124.57922,,
2004-02-24,Tuesday,124.61427,,
2004-02-25,Wednesday,124.87823,,
2004-02-26,Thursday,124.94325,,
2004-02-27,Friday,125.34786,,start
2004-02-28,Saturday,125.34786,imputed from 2387,
2004-02-29,Sunday,125.34786,imputed from 2388,
2004-03-01,Monday,125.46988,,
2004-03-02,Tuesday,125.4777,,
2004-03-03,Wednesday,124.75048,,
2004-03-04,Thursday,124.92747,,
2004-03-05,Friday,126.17191,,start
2004-03-06,Saturday,126.17191,imputed from 2394,
2004-03-07,Sunday,126.17191,imputed from 2395,
2004-03-08,Monday,126.73488,,
2004-03-09,Tuesday,126.76749,,
2004-03-10,Wednesday,126.6183,,
2004-03-11,Thursday,126.05242,,
2004-03-12,Friday,125.94764,,start
2004-03-13,Saturday,125.94764,imputed from 2401,
2004-03-14,Sunday,125.94764,imputed from 2402,
2004-03-15,Monday,125.78732,,
2004-03-16,Tuesday,125.72432,,
2004-03-17,Wednesday,125.72336,,
2004-03-18,Thursday,125.27594,,
2004-03-19,Friday,125.30717,,start
2004-03-20,Saturday,125.30717,imputed from 2408,
2004-03-21,Sunday,125.30717,imputed from 2409,
2004-03-22,Monday,125.21451,,
2004-03-23,Tuesday,124.97846,,
2004-03-24,Wednesday,124.92999,,
2004-03-25,Thursday,125.36682,,
2004-03-26,Friday,125.49806,,start
2004-03-27,Saturday,125.49806,imputed from 2415,
2004-03-28,Sunday,125.49806,imputed from 2416,
2004-03-29,Monday,125.18387,,
2004-03-30,Tuesday,125.13586,,
2004-03-31,Wednesday,125.18089,,
2004-04-01,Thursday,125.14154,,
2004-04-02,Friday,124.20477,,start
2004-04-03,Saturday,124.20477,imputed from 2422,
2004-04-04,Sunday,124.20477,imputed from 2423,
2004-04-05,Monday,124.15142,,
2004-04-06,Tuesday,124.01544,,
2004-04-07,Wednesday,123.6105,,
2004-04-08,Thursday,123.20966,,
2004-04-09,Friday,123.20966,imputed from 2428,start
2004-04-10,Saturday,123.20966,imputed from 2429,
2004-04-11,Sunday,123.20966,imputed from 2430,
2004-04-12,Monday,123.20966,imputed from 2431,
2004-04-13,Tuesday,122.69486,,
2004-04-14,Wednesday,122.57237,,
2004-04-15,Thursday,122.7368,,
2004-04-16,Friday,122.95064,,start
2004-04-17,Saturday,122.95064,imputed from 2436,
2004-04-18,Sunday,122.95064,imputed from 2437,
2004-04-19,Monday,122.90142,,
2004-04-20,Tuesday,123.13641,,
2004-04-21,Wednesday,122.6324,,
2004-04-22,Thursday,123.06016,,
2004-04-23,Friday,122.78292,,start
2004-04-24,Saturday,122.78292,imputed from 2443,
2004-04-25,Sunday,122.78292,imputed from 2444,
2004-04-26,Monday,122.38984,,
2004-04-27,Tuesday,122.01515,,
2004-04-28,Wednesday,121.94582,,
2004-04-29,Thursday,121.65263,,
2004-04-30,Friday,122.69999,,start
2004-05-01,Saturday,122.69999,imputed from 2450,
2004-05-02,Sunday,122.69999,imputed from 2451,
2004-05-03,Monday,122.83673,,
2004-05-04,Tuesday,122.6047,,
2004-05-05,Wednesday,122.413,,
2004-05-06,Thursday,121.95886,,
2004-05-07,Friday,121.00916,,start
2004-05-08,Saturday,121.00916,imputed from 2457,
2004-05-09,Sunday,121.00916,imputed from 2458,
2004-05-10,Monday,120.64982,,
2004-05-11,Tuesday,120.58083,,
2004-05-12,Wednesday,120.02284,,
2004-05-13,Thursday,120.14669,,
2004-05-14,Friday,120.43187,,start
2004-05-15,Saturday,120.43187,imputed from 2464,
2004-05-16,Sunday,120.43187,imputed from 2465,
2004-05-17,Monday,120.3863,,
2004-05-18,Tuesday,120.17912,,
2004-05-19,Wednesday,119.84306,,
2004-05-20,Thursday,120.14375,,
2004-05-21,Friday,120.0519,,start
2004-05-22,Saturday,120.0519,imputed from 2471,
2004-05-23,Sunday,120.0519,imputed from 2472,
2004-05-24,Monday,120.00347,,
2004-05-25,Tuesday,120.16024,,
2004-05-26,Wednesday,120.81336,,
2004-05-27,Thursday,120.30779,,
2004-05-28,Friday,119.9554,,start
2004-05-29,Saturday,119.9554,imputed from 2478,
2004-05-30,Sunday,119.9554,imputed from 2479,
2004-05-31,Monday,119.47528,,
2004-06-01,Tuesday,119.27419,,
2004-06-02,Wednesday,119.31715,,
2004-06-03,Thursday,119.43985,,
2004-06-04,Friday,118.84658,,start
2004-06-05,Saturday,118.84658,imputed from 2485,
2004-06-06,Sunday,118.84658,imputed from 2486,
2004-06-07,Monday,119.09199,,
2004-06-08,Tuesday,118.85018,,
2004-06-09,Wednesday,118.16803,,
2004-06-10,Thursday,117.59487,,
2004-06-11,Friday,117.76694,,start
2004-06-12,Saturday,117.76694,imputed from 2492,
2004-06-13,Sunday,117.76694,imputed from 2493,
2004-06-14,Monday,118.12647,,
2004-06-15,Tuesday,119.17258,,
2004-06-16,Wednesday,119.06226,,
2004-06-17,Thursday,118.10676,,
2004-06-18,Friday,118.1999,,start
2004-06-19,Saturday,118.1999,imputed from 2499,
2004-06-20,Sunday,118.1999,imputed from 2500,
2004-06-21,Monday,118.47358,,
2004-06-22,Tuesday,118.47984,,
2004-06-23,Wednesday,118.80127,,
2004-06-24,Thursday,119.03004,,
2004-06-25,Friday,119.36116,,start
2004-06-26,Saturday,119.36116,imputed from 2506,
2004-06-27,Sunday,119.36116,imputed from 2507,
2004-06-28,Monday,119.12888,,
2004-06-29,Tuesday,119.92886,,
2004-06-30,Wednesday,120.00041,,
2004-07-01,Thursday,119.62091,,
2004-07-02,Friday,119.80996,,start
2004-07-03,Saturday,119.80996,imputed from 2513,
2004-07-04,Sunday,119.80996,imputed from 2514,
2004-07-05,Monday,120.02056,,
2004-07-06,Tuesday,119.97373,,
2004-07-07,Wednesday,120.30245,,
2004-07-08,Thursday,120.28398,,
2004-07-09,Friday,120.34986,,start
2004-07-10,Saturday,120.34986,imputed from 2520,
2004-07-11,Sunday,120.34986,imputed from 2521,
2004-07-12,Monday,120.56215,,
2004-07-13,Tuesday,120.40645,,
2004-07-14,Wednesday,120.4507,,
2004-07-15,Thursday,121.00054,,
2004-07-16,Friday,121.16254,,start
2004-07-17,Saturday,121.16254,imputed from 2527,
2004-07-18,Sunday,121.16254,imputed from 2528,
2004-07-19,Monday,121.34546,,
2004-07-20,Tuesday,121.71089,,
2004-07-21,Wednesday,121.18429,,
2004-07-22,Thursday,121.14982,,
2004-07-23,Friday,121.29722,,start
2004-07-24,Saturday,121.29722,imputed from 2534,
2004-07-25,Sunday,121.29722,imputed from 2535,
2004-07-26,Monday,121.31108,,
2004-07-27,Tuesday,121.37633,,
2004-07-28,Wednesday,121.42341,,
2004-07-29,Thursday,121.86455,,
2004-07-30,Friday,122.29885,,start
2004-07-31,Saturday,122.29885,imputed from 2541,
2004-08-01,Sunday,122.29885,imputed from 2542,
2004-08-02,Monday,122.29267,,
2004-08-03,Tuesday,122.69713,,
2004-08-04,Wednesday,122.50457,,
2004-08-05,Thursday,122.8218,,
2004-08-06,Friday,123.40927,,start
2004-08-07,Saturday,123.40927,imputed from 2548,
2004-08-08,Sunday,123.40927,imputed from 2549,
2004-08-09,Monday,123.6107,,
2004-08-10,Tuesday,123.88663,,
2004-08-11,Wednesday,123.69736,,
2004-08-12,Thursday,123.76363,,
2004-08-13,Friday,123.43983,,start
2004-08-14,Saturday,123.43983,imputed from 2555,
2004-08-15,Sunday,123.43983,imputed from 2556,
2004-08-16,Monday,123.16929,,
2004-08-17,Tuesday,123.54097,,
2004-08-18,Wednesday,123.3526,,
2004-08-19,Thursday,123.52229,,
2004-08-20,Friday,124.02297,,start
2004-08-21,Saturday,124.02297,imputed from 2562,
2004-08-22,Sunday,124.02297,imputed from 2563,
2004-08-23,Monday,123.70678,,
2004-08-24,Tuesday,123.33968,,
2004-08-25,Wednesday,123.7145,,
2004-08-26,Thursday,123.97545,,
2004-08-27,Friday,124.18311,,start
2004-08-28,Saturday,124.18311,imputed from 2569,
2004-08-29,Sunday,124.18311,imputed from 2570,
2004-08-30,Monday,123.93574,,
2004-08-31,Tuesday,124.52744,,
2004-09-01,Wednesday,123.95617,,
2004-09-02,Thursday,123.49327,,
2004-09-03,Friday,122.47769,,start
2004-09-04,Saturday,122.47769,imputed from 2576,
2004-09-05,Sunday,122.47769,imputed from 2577,
2004-09-06,Monday,122.73873,,
2004-09-07,Tuesday,122.93671,,
2004-09-08,Wednesday,123.16526,,
2004-09-09,Thursday,123.86951,,
2004-09-10,Friday,124.19691,,start
2004-09-11,Saturday,124.19691,imputed from 2583,
2004-09-12,Sunday,124.19691,imputed from 2584,
2004-09-13,Monday,124.20415,,
2004-09-14,Tuesday,124.41383,,
2004-09-15,Wednesday,124.38475,,
2004-09-16,Thursday,124.59937,,
2004-09-17,Friday,125.09293,,start
2004-09-18,Saturday,125.09293,imputed from 2590,
2004-09-19,Sunday,125.09293,imputed from 2591,
2004-09-20,Monday,125.38404,,
2004-09-21,Tuesday,124.9457,,
2004-09-22,Wednesday,125.568,,
2004-09-23,Thursday,125.84746,,
2004-09-24,Friday,125.8392,,start
2004-09-25,Saturday,125.8392,imputed from 2597,
2004-09-26,Sunday,125.8392,imputed from 2598,
2004-09-27,Monday,125.99099,,
2004-09-28,Tuesday,126.13137,,
2004-09-29,Wednesday,125.96684,,
2004-09-30,Thursday,125.55973,,
2004-10-01,Friday,125.3236,,start
2004-10-02,Saturday,125.3236,imputed from 2604,
2004-10-03,Sunday,125.3236,imputed from 2605,
2004-10-04,Monday,125.6655,,
2004-10-05,Tuesday,125.98155,,
2004-10-06,Wednesday,126.05737,,
2004-10-07,Thursday,125.74375,,
2004-10-08,Friday,126.23841,,start
2004-10-09,Saturday,126.23841,imputed from 2611,
2004-10-10,Sunday,126.23841,imputed from 2612,
2004-10-11,Monday,126.07135,,
2004-10-12,Tuesday,126.4141,,
2004-10-13,Wednesday,126.19147,,
2004-10-14,Thursday,126.23969,,
2004-10-15,Friday,125.52788,,start
2004-10-16,Saturday,125.52788,imputed from 2618,
2004-10-17,Sunday,125.52788,imputed from 2619,
2004-10-18,Monday,125.88715,,
2004-10-19,Tuesday,125.77487,,
2004-10-20,Wednesday,125.9745,,
2004-10-21,Thursday,125.93546,,
2004-10-22,Friday,125.96741,,start
2004-10-23,Saturday,125.96741,imputed from 2625,
2004-10-24,Sunday,125.96741,imputed from 2626,
2004-10-25,Monday,125.95212,,
2004-10-26,Tuesday,125.90327,,
2004-10-27,Wednesday,125.6647,,
2004-10-28,Thursday,125.1805,,
2004-10-29,Friday,125.23678,,start
2004-10-30,Saturday,125.23678,imputed from 2632,
2004-10-31,Sunday,125.23678,imputed from 2633,
2004-11-01,Monday,125.59677,,
2004-11-02,Tuesday,125.57477,,
2004-11-03,Wednesday,125.4471,,
2004-11-04,Thursday,125.57685,,
2004-11-05,Friday,124.84024,,start
2004-11-06,Saturday,124.84024,imputed from 2639,
2004-11-07,Sunday,124.84024,imputed from 2640,
2004-11-08,Monday,124.97748,,
2004-11-09,Tuesday,125.42839,,
2004-11-10,Wednesday,124.91426,,
2004-11-11,Thursday,125.05056,,
2004-11-12,Friday,125.67196,,start
2004-11-13,Saturday,125.67196,imputed from 2646,
2004-11-14,Sunday,125.67196,imputed from 2647,
2004-11-15,Monday,126.0104,,
2004-11-16,Tuesday,126.15666,,
2004-11-17,Wednesday,125.46108,,
2004-11-18,Thursday,125.14855,,
2004-11-19,Friday,124.97075,,start
2004-11-20,Saturday,124.97075,imputed from 2653,
2004-11-21,Sunday,124.97075,imputed from 2654,
2004-11-22,Monday,125.44086,,
2004-11-23,Tuesday,125.5337,,
2004-11-24,Wednesday,125.14476,,
2004-11-25,Thursday,125.3747,,
2004-11-26,Friday,125.71897,,start
2004-11-27,Saturday,125.71897,imputed from 2660,
2004-11-28,Sunday,125.71897,imputed from 2661,
2004-11-29,Monday,125.29972,,
2004-11-30,Tuesday,125.42908,,
2004-12-01,Wednesday,126.40199,,
2004-12-02,Thursday,126.28914,,
2004-12-03,Friday,126.82142,,start
2004-12-04,Saturday,126.82142,imputed from 2667,
2004-12-05,Sunday,126.82142,imputed from 2668,
2004-12-06,Monday,127.42273,,
2004-12-07,Tuesday,127.98016,,
2004-12-08,Wednesday,128.65214,,
2004-12-09,Thursday,128.61763,,
2004-12-10,Friday,129.0422,,start
2004-12-11,Saturday,129.0422,imputed from 2674,
2004-12-12,Sunday,129.0422,imputed from 2675,
2004-12-13,Monday,129.11803,,
2004-12-14,Tuesday,129.1384,,
2004-12-15,Wednesday,129.29334,,
2004-12-16,Thursday,129.3543,,
2004-12-17,Friday,129.25553,,start
2004-12-18,Saturday,129.25553,imputed from 2681,
2004-12-19,Sunday,129.25553,imputed from 2682,
2004-12-20,Monday,129.42811,,
2004-12-21,Tuesday,129.44734,,
2004-12-22,Wednesday,129.44086,,
2004-12-23,Thursday,129.86911,,
2004-12-24,Friday,129.86911,imputed from 2687,start
2004-12-25,Saturday,129.86911,imputed from 2688,
2004-12-26,Sunday,129.86911,imputed from 2689,
2004-12-27,Monday,129.77074,,
2004-12-28,Tuesday,128.91195,,
2004-12-29,Wednesday,128.57042,,
2004-12-30,Thursday,129.12572,,
2004-12-31,Friday,129.12572,imputed from 2694,start
2005-01-01,Saturday,129.12572,imputed from 2695,
2005-01-02,Sunday,129.12572,imputed from 2696,
2005-01-03,Monday,129.58651,,
2005-01-04,Tuesday,129.97223,,
2005-01-05,Wednesday,129.97747,,
2005-01-06,Thursday,129.81447,,
2005-01-07,Friday,130.10811,,start
2005-01-08,Saturday,130.10811,imputed from 2702,
2005-01-09,Sunday,130.10811,imputed from 2703,
2005-01-10,Monday,130.15812,,
2005-01-11,Tuesday,130.4277,,
2005-01-12,Wednesday,130.0903,,
2005-01-13,Thursday,130.69235,,
2005-01-14,Friday,130.76331,,start
2005-01-15,Saturday,130.76331,imputed from 2709,
2005-01-16,Sunday,130.76331,imputed from 2710,
2005-01-17,Monday,130.65904,,
2005-01-18,Tuesday,130.54777,,
2005-01-19,Wednesday,130.74691,,
2005-01-20,Thursday,130.11747,,
2005-01-21,Friday,130.60855,,start
2005-01-22,Saturday,130.60855,imputed from 2716,
2005-01-23,Sunday,130.60855,imputed from 2717,
2005-01-24,Monday,130.68325,,
2005-01-25,Tuesday,130.84602,,
2005-01-26,Wednesday,130.61852,,
2005-01-27,Thursday,130.12854,,
2005-01-28,Friday,130.83889,,start
2005-01-29,Saturday,130.83889,imputed from 2723,
2005-01-30,Sunday,130.83889,imputed from 2724,
2005-01-31,Monday,130.97934,,
2005-02-01,Tuesday,131.4202,,
2005-02-02,Wednesday,131.30023,,
2005-02-03,Thursday,131.62395,,
2005-02-04,Friday,132.24078,,start
2005-02-05,Saturday,132.24078,imputed from 2730,
2005-02-06,Sunday,132.24078,imputed from 2731,
2005-02-07,Monday,132.59608,,
2005-02-08,Tuesday,132.72817,,
2005-02-09,Wednesday,132.61958,,
2005-02-10,Thursday,132.21789,,
2005-02-11,Friday,132.40856,,start
2005-02-12,Saturday,132.40856,imputed from 2737,
2005-02-13,Sunday,132.40856,imputed from 2738,
2005-02-14,Monday,131.97582,,
2005-02-15,Tuesday,131.16387,,
2005-02-16,Wednesday,130.70791,,
2005-02-17,Thursday,130.47991,,
2005-02-18,Friday,129.35727,,start
2005-02-19,Saturday,129.35727,imputed from 2744,
2005-02-20,Sunday,129.35727,imputed from 2745,
2005-02-21,Monday,129.09763,,
2005-02-22,Tuesday,128.54931,,
2005-02-23,Wednesday,128.43389,,
2005-02-24,Thursday,128.81189,,
2005-02-25,Friday,128.91214,,start
2005-02-26,Saturday,128.91214,imputed from 2751,
