date,weekday,RX1_Comdty_PX-LAST-CHF,imputed,RX1_Comdty_start
2008-08-30,Saturday,134.04506,imputed from 4032,
2008-08-31,Sunday,134.04506,imputed from 4033,
2008-09-01,Monday,133.92977,,
2008-09-02,Tuesday,133.45456,,
2008-09-03,Wednesday,133.23452,,
2008-09-04,Thursday,132.92584,,
2008-09-05,Friday,133.60254,,start
2008-09-06,Saturday,133.60254,imputed from 4039,
2008-09-07,Sunday,133.60254,imputed from 4040,
2008-09-08,Monday,133.60139,,
2008-09-09,Tuesday,133.9041,,
2008-09-10,Wednesday,133.39459,,
2008-09-11,Thursday,132.90028,,
2008-09-12,Friday,133.31538,,start
2008-09-13,Saturday,133.31538,imputed from 4046,
2008-09-14,Sunday,133.31538,imputed from 4047,
2008-09-15,Monday,132.91256,,
2008-09-16,Tuesday,133.32638,,
2008-09-17,Wednesday,132.82122,,
2008-09-18,Thursday,132.48548,,
2008-09-19,Friday,132.30036,,start
2008-09-20,Saturday,132.30036,imputed from 4053,
2008-09-21,Sunday,132.30036,imputed from 4054,
2008-09-22,Monday,131.40022,,
2008-09-23,Tuesday,131.32723,,
2008-09-24,Wednesday,132.51889,,
2008-09-25,Thursday,131.44154,,
2008-09-26,Friday,131.91571,,start
2008-09-27,Saturday,131.91571,imputed from 4060,
2008-09-28,Sunday,131.91571,imputed from 4061,
2008-09-29,Monday,132.78625,,
2008-09-30,Tuesday,132.27973,,
2008-10-01,Wednesday,132.45494,,
2008-10-02,Thursday,132.53402,,
2008-10-03,Friday,131.616,,start
2008-10-04,Saturday,131.616,imputed from 4067,
2008-10-05,Sunday,131.616,imputed from 4068,
2008-10-06,Monday,131.99585,,
2008-10-07,Tuesday,132.46137,,
2008-10-08,Wednesday,131.14027,,
2008-10-09,Thursday,130.51572,,
2008-10-10,Friday,127.8815,,start
2008-10-11,Saturday,127.8815,imputed from 4074,
2008-10-12,Sunday,127.8815,imputed from 4075,
2008-10-13,Monday,128.54712,,
2008-10-14,Tuesday,128.56622,,
2008-10-15,Wednesday,127.91559,,
2008-10-16,Thursday,126.98239,,
2008-10-17,Friday,127.67851,,start
2008-10-18,Saturday,127.67851,imputed from 4081,
2008-10-19,Sunday,127.67851,imputed from 4082,
2008-10-20,Monday,128.10338,,
2008-10-21,Tuesday,126.9924,,
2008-10-22,Wednesday,126.91976,,
2008-10-23,Thursday,126.84993,,
2008-10-24,Friday,125.82598,,start
2008-10-25,Saturday,125.82598,imputed from 4088,
2008-10-26,Sunday,125.82598,imputed from 4089,
2008-10-27,Monday,123.72719,,
2008-10-28,Tuesday,123.71987,,
2008-10-29,Wednesday,124.46359,,
2008-10-30,Thursday,125.88555,,
2008-10-31,Friday,124.76448,,start
2008-11-01,Saturday,124.76448,imputed from 4095,
2008-11-02,Sunday,124.76448,imputed from 4096,
2008-11-03,Monday,125.91605,,
2008-11-04,Tuesday,128.24886,,
2008-11-05,Wednesday,128.90144,,
2008-11-06,Thursday,128.21526,,
2008-11-07,Friday,128.8876,,start
2008-11-08,Saturday,128.8876,imputed from 4102,
2008-11-09,Sunday,128.8876,imputed from 4103,
2008-11-10,Monday,129.13611,,
2008-11-11,Tuesday,128.03624,,
2008-11-12,Wednesday,128.15595,,
2008-11-13,Thursday,128.71511,,
2008-11-14,Friday,130.82552,,start
2008-11-15,Saturday,130.82552,imputed from 4109,
2008-11-16,Sunday,130.82552,imputed from 4110,
2008-11-17,Monday,131.54227,,
2008-11-18,Tuesday,131.34345,,
2008-11-19,Wednesday,132.98756,,
2008-11-20,Thursday,135.02606,,
2008-11-21,Friday,134.91103,,start
2008-11-22,Saturday,134.91103,imputed from 4116,
2008-11-23,Sunday,134.91103,imputed from 4117,
2008-11-24,Monday,135.30532,,
2008-11-25,Tuesday,135.74622,,
2008-11-26,Wednesday,136.91306,,
2008-11-27,Thursday,136.83318,,
2008-11-28,Friday,136.47901,,start
2008-11-29,Saturday,136.47901,imputed from 4123,
2008-11-30,Sunday,136.47901,imputed from 4124,
2008-12-01,Monday,135.55319,,
2008-12-02,Tuesday,138.01024,,
2008-12-03,Wednesday,138.75885,,
2008-12-04,Thursday,137.64501,,
2008-12-05,Friday,139.65817,,start
2008-12-06,Saturday,139.65817,imputed from 4130,
2008-12-07,Sunday,139.65817,imputed from 4131,
2008-12-08,Monday,138.66428,,
2008-12-09,Tuesday,138.11945,,
2008-12-10,Wednesday,138.05569,,
2008-12-11,Thursday,140.04576,,
2008-12-12,Friday,138.73625,,start
2008-12-13,Saturday,138.73625,imputed from 4137,
2008-12-14,Sunday,138.73625,imputed from 4138,
2008-12-15,Monday,140.48777,,
2008-12-16,Tuesday,140.36736,,
2008-12-17,Wednesday,140.30482,,
2008-12-18,Thursday,139.30026,,
2008-12-19,Friday,138.69207,,start
2008-12-20,Saturday,138.69207,imputed from 4144,
2008-12-21,Sunday,138.69207,imputed from 4145,
2008-12-22,Monday,137.80944,,
2008-12-23,Tuesday,137.25794,,
2008-12-24,Wednesday,137.25794,imputed from 4148,
2008-12-25,Thursday,137.25794,imputed from 4149,
2008-12-26,Friday,137.25794,imputed from 4148,start
2008-12-27,Saturday,137.25794,imputed from 4151,
2008-12-28,Sunday,137.25794,imputed from 4152,
2008-12-29,Monday,134.53264,,
2008-12-30,Tuesday,134.89847,,
2008-12-31,Wednesday,134.89847,imputed from 4155,
2009-01-01,Thursday,134.89847,imputed from 4156,
2009-01-02,Friday,135.29902,,start
2009-01-03,Saturday,135.29902,imputed from 4158,
2009-01-04,Sunday,135.29902,imputed from 4159,
2009-01-05,Monday,135.80341,,
2009-01-06,Tuesday,135.02846,,
2009-01-07,Wednesday,133.33833,,
2009-01-08,Thursday,134.10638,,
2009-01-09,Friday,135.4014,,start
2009-01-10,Saturday,135.4014,imputed from 4165,
2009-01-11,Sunday,135.4014,imputed from 4166,
2009-01-12,Monday,135.02898,,
2009-01-13,Tuesday,133.9574,,
2009-01-14,Wednesday,134.24328,,
2009-01-15,Thursday,134.45082,,
2009-01-16,Friday,134.46962,,start
2009-01-17,Saturday,134.46962,imputed from 4172,
2009-01-18,Sunday,134.46962,imputed from 4173,
2009-01-19,Monday,134.72211,,
2009-01-20,Tuesday,134.18076,,
2009-01-21,Wednesday,135.05647,,
2009-01-22,Thursday,134.84489,,
2009-01-23,Friday,133.80815,,start
2009-01-24,Saturday,133.80815,imputed from 4179,
2009-01-25,Sunday,133.80815,imputed from 4180,
2009-01-26,Monday,133.17412,,
2009-01-27,Tuesday,133.39891,,
2009-01-28,Wednesday,135.27034,,
2009-01-29,Thursday,132.93561,,
2009-01-30,Friday,132.03557,,start
2009-01-31,Saturday,132.03557,imputed from 4186,
2009-02-01,Sunday,132.03557,imputed from 4187,
2009-02-02,Monday,132.61069,,
2009-02-03,Tuesday,131.56015,,
2009-02-04,Wednesday,131.60098,,
2009-02-05,Thursday,132.813,,
2009-02-06,Friday,133.18278,,start
2009-02-07,Saturday,133.18278,imputed from 4193,
2009-02-08,Sunday,133.18278,imputed from 4194,
2009-02-09,Monday,133.6177,,
2009-02-10,Tuesday,132.73831,,
2009-02-11,Wednesday,133.88046,,
2009-02-12,Thursday,134.9651,,
2009-02-13,Friday,134.66539,,start
2009-02-14,Saturday,134.66539,imputed from 4200,
2009-02-15,Sunday,134.66539,imputed from 4201,
2009-02-16,Monday,134.69394,,
2009-02-17,Tuesday,134.65667,,
2009-02-18,Wednesday,134.90431,,
2009-02-19,Thursday,134.56491,,
2009-02-20,Friday,134.59767,,start
2009-02-21,Saturday,134.59767,imputed from 4207,
2009-02-22,Sunday,134.59767,imputed from 4208,
2009-02-23,Monday,134.8493,,
2009-02-24,Tuesday,135.66785,,
2009-02-25,Wednesday,135.51556,,
2009-02-26,Thursday,134.12412,,
2009-02-27,Friday,133.87824,,start
2009-02-28,Saturday,133.87824,imputed from 4214,
2009-03-01,Sunday,133.87824,imputed from 4215,
2009-03-02,Monday,134.38075,,
2009-03-03,Tuesday,133.9892,,
2009-03-04,Wednesday,133.60294,,
2009-03-05,Thursday,133.90059,,
2009-03-06,Friday,134.13729,,start
2009-03-07,Saturday,134.13729,imputed from 4221,
2009-03-08,Sunday,134.13729,imputed from 4222,
2009-03-09,Monday,134.13967,,
2009-03-10,Tuesday,133.77076,,
2009-03-11,Wednesday,133.96914,,
2009-03-12,Thursday,138.90059,,
2009-03-13,Friday,139.1018,,start
2009-03-14,Saturday,139.1018,imputed from 4228,
2009-03-15,Sunday,139.1018,imputed from 4229,
2009-03-16,Monday,138.96215,,
2009-03-17,Tuesday,138.07472,,
2009-03-18,Wednesday,136.90568,,
2009-03-19,Thursday,139.21873,,
2009-03-20,Friday,139.68692,,start
2009-03-21,Saturday,139.68692,imputed from 4235,
2009-03-22,Sunday,139.68692,imputed from 4236,
2009-03-23,Monday,139.00845,,
2009-03-24,Tuesday,137.35422,,
2009-03-25,Wednesday,136.9161,,
2009-03-26,Thursday,137.51749,,
2009-03-27,Friday,137.58704,,start
2009-03-28,Saturday,137.58704,imputed from 4242,
2009-03-29,Sunday,137.58704,imputed from 4243,
2009-03-30,Monday,137.82025,,
2009-03-31,Tuesday,137.77064,,
2009-04-01,Wednesday,138.09641,,
2009-04-02,Thursday,137.45838,,
2009-04-03,Friday,136.31864,,start
2009-04-04,Saturday,136.31864,imputed from 4249,
2009-04-05,Sunday,136.31864,imputed from 4250,
2009-04-06,Monday,136.21503,,
2009-04-07,Tuesday,135.61865,,
2009-04-08,Wednesday,136.26385,,
2009-04-09,Thursday,135.68955,,
2009-04-10,Friday,135.68955,imputed from 4255,start
2009-04-11,Saturday,135.68955,imputed from 4256,
2009-04-12,Sunday,135.68955,imputed from 4257,
2009-04-13,Monday,135.68955,imputed from 4258,
2009-04-14,Tuesday,135.31605,,
2009-04-15,Wednesday,136.05974,,
2009-04-16,Thursday,135.88603,,
2009-04-17,Friday,135.69798,,start
2009-04-18,Saturday,135.69798,imputed from 4263,
2009-04-19,Sunday,135.69798,imputed from 4264,
2009-04-20,Monday,135.94476,,
2009-04-21,Tuesday,136.32983,,
2009-04-22,Wednesday,135.53466,,
2009-04-23,Thursday,135.25162,,
2009-04-24,Friday,135.24147,,start
2009-04-25,Saturday,135.24147,imputed from 4270,
2009-04-26,Sunday,135.24147,imputed from 4271,
2009-04-27,Monday,135.3926,,
2009-04-28,Tuesday,135.34173,,
2009-04-29,Wednesday,135.99399,,
2009-04-30,Thursday,135.41444,,
2009-05-01,Friday,135.41444,imputed from 4276,start
2009-05-02,Saturday,135.41444,imputed from 4277,
2009-05-03,Sunday,135.41444,imputed from 4278,
2009-05-04,Monday,134.71944,,
2009-05-05,Tuesday,135.28295,,
2009-05-06,Wednesday,134.84206,,
2009-05-07,Thursday,133.8898,,
2009-05-08,Friday,132.9045,,start
2009-05-09,Saturday,132.9045,imputed from 4284,
2009-05-10,Sunday,132.9045,imputed from 4285,
2009-05-11,Monday,133.39659,,
2009-05-12,Tuesday,133.03526,,
2009-05-13,Wednesday,133.74769,,
2009-05-14,Thursday,134.11203,,
2009-05-15,Friday,134.18738,,start
2009-05-16,Saturday,134.18738,imputed from 4291,
2009-05-17,Sunday,134.18738,imputed from 4292,
2009-05-18,Monday,134.1786,,
2009-05-19,Tuesday,133.48242,,
2009-05-20,Wednesday,133.73661,,
2009-05-21,Thursday,134.77874,,
2009-05-22,Friday,133.76291,,start
2009-05-23,Saturday,133.76291,imputed from 4298,
2009-05-24,Sunday,133.76291,imputed from 4299,
2009-05-25,Monday,132.85005,,
2009-05-26,Tuesday,132.76825,,
2009-05-27,Wednesday,132.17829,,
2009-05-28,Thursday,131.86988,,
2009-05-29,Friday,132.05726,,start
2009-05-30,Saturday,132.05726,imputed from 4305,
2009-05-31,Sunday,132.05726,imputed from 4306,
2009-06-01,Monday,132.11226,,
2009-06-02,Tuesday,132.16317,,
2009-06-03,Wednesday,133.10813,,
2009-06-04,Thursday,132.31471,,
2009-06-05,Friday,131.62613,,start
2009-06-06,Saturday,131.62613,imputed from 4312,
2009-06-07,Sunday,131.62613,imputed from 4313,
2009-06-08,Monday,132.14814,,
2009-06-09,Tuesday,132.43322,,
2009-06-10,Wednesday,131.52778,,
2009-06-11,Thursday,131.22369,,
2009-06-12,Friday,131.72989,,start
2009-06-13,Saturday,131.72989,imputed from 4319,
2009-06-14,Sunday,131.72989,imputed from 4320,
2009-06-15,Monday,132.52254,,
2009-06-16,Tuesday,132.4212,,
2009-06-17,Wednesday,132.92183,,
2009-06-18,Thursday,132.88338,,
2009-06-19,Friday,132.85772,,start
2009-06-20,Saturday,132.85772,imputed from 4326,
2009-06-21,Sunday,132.85772,imputed from 4327,
2009-06-22,Monday,133.23882,,
2009-06-23,Tuesday,133.01544,,
2009-06-24,Wednesday,135.72117,,
2009-06-25,Thursday,135.52006,,
2009-06-26,Friday,135.68652,,start
2009-06-27,Saturday,135.68652,imputed from 4333,
2009-06-28,Sunday,135.68652,imputed from 4334,
2009-06-29,Monday,136.17797,,
2009-06-30,Tuesday,135.90191,,
2009-07-01,Wednesday,135.3699,,
2009-07-02,Thursday,136.04689,,
2009-07-03,Friday,135.96524,,start
2009-07-04,Saturday,135.96524,imputed from 4340,
2009-07-05,Sunday,135.96524,imputed from 4341,
2009-07-06,Monday,136.11527,,
2009-07-07,Tuesday,135.83544,,
2009-07-08,Wednesday,136.10644,,
2009-07-09,Thursday,135.7764,,
2009-07-10,Friday,136.34024,,start
2009-07-11,Saturday,136.34024,imputed from 4347,
2009-07-12,Sunday,136.34024,imputed from 4348,
2009-07-13,Monday,136.30389,,
2009-07-14,Tuesday,136.2952,,
2009-07-15,Wednesday,135.63823,,
2009-07-16,Thursday,135.81717,,
2009-07-17,Friday,135.58312,,start
2009-07-18,Saturday,135.58312,imputed from 4354,
2009-07-19,Sunday,135.58312,imputed from 4355,
2009-07-20,Monday,135.31705,,
2009-07-21,Tuesday,135.23323,,
2009-07-22,Wednesday,135.35915,,
2009-07-23,Thursday,135.04499,,
2009-07-24,Friday,134.80137,,start
2009-07-25,Saturday,134.80137,imputed from 4361,
2009-07-26,Sunday,134.80137,imputed from 4362,
2009-07-27,Monday,135.02298,,
2009-07-28,Tuesday,135.46035,,
2009-07-29,Wednesday,135.90665,,
2009-07-30,Thursday,136.22584,,
2009-07-31,Friday,136.80055,,start
2009-08-01,Saturday,136.80055,imputed from 4368,
2009-08-02,Sunday,136.80055,imputed from 4369,
2009-08-03,Monday,136.72284,,
2009-08-04,Tuesday,136.68092,,
2009-08-05,Wednesday,136.9929,,
2009-08-06,Thursday,136.72949,,
2009-08-07,Friday,135.96383,,start
2009-08-08,Saturday,135.96383,imputed from 4375,
2009-08-09,Sunday,135.96383,imputed from 4376,
2009-08-10,Monday,136.04808,,
2009-08-11,Tuesday,135.81155,,
2009-08-12,Wednesday,135.84512,,
2009-08-13,Thursday,136.04262,,
2009-08-14,Friday,136.74073,,start
2009-08-15,Saturday,136.74073,imputed from 4382,
2009-08-16,Sunday,136.74073,imputed from 4383,
2009-08-17,Monday,136.67693,,
2009-08-18,Tuesday,136.75797,,
2009-08-19,Wednesday,136.89198,,
2009-08-20,Thursday,136.80878,,
2009-08-21,Friday,136.12304,,start
2009-08-22,Saturday,136.12304,imputed from 4389,
2009-08-23,Sunday,136.12304,imputed from 4390,
2009-08-24,Monday,136.37656,,
2009-08-25,Tuesday,136.79987,,
2009-08-26,Wednesday,137.69906,,
2009-08-27,Thursday,137.56266,,
2009-08-28,Friday,136.93682,,start
2009-08-29,Saturday,136.93682,imputed from 4396,
2009-08-30,Sunday,136.93682,imputed from 4397,
2009-08-31,Monday,136.99293,,
2009-09-01,Tuesday,136.88366,,
2009-09-02,Wednesday,136.87147,,
2009-09-03,Thursday,136.78271,,
2009-09-04,Friday,137.22781,,start
2009-09-05,Saturday,137.22781,imputed from 4403,
2009-09-06,Sunday,137.22781,imputed from 4404,
2009-09-07,Monday,137.51093,,
2009-09-08,Tuesday,136.89112,,
2009-09-09,Wednesday,136.08346,,
2009-09-10,Thursday,136.34549,,
2009-09-11,Friday,137.04482,,start
2009-09-12,Saturday,137.04482,imputed from 4410,
2009-09-13,Sunday,137.04482,imputed from 4411,
2009-09-14,Monday,136.81686,,
2009-09-15,Tuesday,136.74713,,
2009-09-16,Wednesday,136.4606,,
2009-09-17,Thursday,136.00038,,
2009-09-18,Friday,135.87605,,start
2009-09-19,Saturday,135.87605,imputed from 4417,
2009-09-20,Sunday,135.87605,imputed from 4418,
2009-09-21,Monday,135.86737,,
2009-09-22,Tuesday,135.61957,,
2009-09-23,Wednesday,135.84836,,
2009-09-24,Thursday,136.11302,,
2009-09-25,Friday,136.52288,,start
2009-09-26,Saturday,136.52288,imputed from 4424,
2009-09-27,Sunday,136.52288,imputed from 4425,
2009-09-28,Monday,136.62332,,
2009-09-29,Tuesday,137.07972,,
2009-09-30,Wednesday,137.78103,,
2009-10-01,Thursday,137.99102,,
2009-10-02,Friday,137.89948,,start
2009-10-03,Saturday,137.89948,imputed from 4431,
2009-10-04,Sunday,137.89948,imputed from 4432,
2009-10-05,Monday,138.2199,,
2009-10-06,Tuesday,137.78013,,
2009-10-07,Wednesday,138.79495,,
2009-10-08,Thursday,138.82974,,
2009-10-09,Friday,138.06792,,start
2009-10-10,Saturday,138.06792,imputed from 4438,
2009-10-11,Sunday,138.06792,imputed from 4439,
2009-10-12,Monday,138.21567,,
2009-10-13,Tuesday,138.4914,,
2009-10-14,Wednesday,137.68716,,
2009-10-15,Thursday,137.06656,,
2009-10-16,Friday,137.19833,,start
2009-10-17,Saturday,137.19833,imputed from 4445,
2009-10-18,Sunday,137.19833,imputed from 4446,
2009-10-19,Monday,136.77167,,
2009-10-20,Tuesday,137.16624,,
2009-10-21,Wednesday,136.25511,,
2009-10-22,Thursday,136.38785,,
2009-10-23,Friday,136.19359,,start
2009-10-24,Saturday,136.19359,imputed from 4452,
2009-10-25,Sunday,136.19359,imputed from 4453,
2009-10-26,Monday,136.32794,,
2009-10-27,Tuesday,136.94081,,
2009-10-28,Wednesday,136.97539,,
2009-10-29,Thursday,136.4179,,
2009-10-30,Friday,137.07331,,start
2009-10-31,Saturday,137.07331,imputed from 4459,
2009-11-01,Sunday,137.07331,imputed from 4460,
2009-11-02,Monday,137.06762,,
2009-11-03,Tuesday,136.99946,,
2009-11-04,Wednesday,136.38487,,
2009-11-05,Thursday,136.27577,,
2009-11-06,Friday,136.03826,,start
2009-11-07,Saturday,136.03826,imputed from 4466,
2009-11-08,Sunday,136.03826,imputed from 4467,
2009-11-09,Monday,136.62677,,
2009-11-10,Tuesday,136.91294,,
2009-11-11,Wednesday,136.92441,,
2009-11-12,Thursday,136.74918,,
2009-11-13,Friday,136.39101,,start
2009-11-14,Saturday,136.39101,imputed from 4473,
2009-11-15,Sunday,136.39101,imputed from 4474,
2009-11-16,Monday,136.91379,,
2009-11-17,Tuesday,137.63012,,
2009-11-18,Wednesday,137.59657,,
2009-11-19,Thursday,137.90504,,
2009-11-20,Friday,138.09537,,start
2009-11-21,Saturday,138.09537,imputed from 4480,
2009-11-22,Sunday,138.09537,imputed from 4481,
2009-11-23,Monday,137.85846,,
2009-11-24,Tuesday,138.08626,,
2009-11-25,Wednesday,137.86664,,
2009-11-26,Thursday,138.58162,,
2009-11-27,Friday,138.52078,,start
2009-11-28,Saturday,138.52078,imputed from 4487,
2009-11-29,Sunday,138.52078,imputed from 4488,
2009-11-30,Monday,138.77294,,
2009-12-01,Tuesday,138.87153,,
2009-12-02,Wednesday,138.72878,,
2009-12-03,Thursday,138.44284,,
2009-12-04,Friday,138.02165,,start
2009-12-05,Saturday,138.02165,imputed from 4494,
2009-12-06,Sunday,138.02165,imputed from 4495,
2009-12-07,Monday,138.69672,,
2009-12-08,Tuesday,139.08676,,
2009-12-09,Wednesday,139.26279,,
2009-12-10,Thursday,138.7643,,
2009-12-11,Friday,138.42893,,start
2009-12-12,Saturday,138.42893,imputed from 4501,
2009-12-13,Sunday,138.42893,imputed from 4502,
2009-12-14,Monday,138.74462,,
2009-12-15,Tuesday,138.23107,,
2009-12-16,Wednesday,138.20297,,
2009-12-17,Thursday,138.39969,,
2009-12-18,Friday,137.66769,,start
2009-12-19,Saturday,137.66769,imputed from 4508,
2009-12-20,Sunday,137.66769,imputed from 4509,
2009-12-21,Monday,137.11407,,
2009-12-22,Tuesday,136.43383,,
2009-12-23,Wednesday,135.38767,,
2009-12-24,Thursday,135.38767,imputed from 4513,
2009-12-25,Friday,135.38767,imputed from 4513,start
2009-12-26,Saturday,135.38767,imputed from 4515,
2009-12-27,Sunday,135.38767,imputed from 4516,
2009-12-28,Monday,134.80366,,
2009-12-29,Tuesday,134.96358,,
2009-12-30,Wednesday,134.37372,,
2009-12-31,Thursday,134.37372,imputed from 4520,
2010-01-01,Friday,134.37372,imputed from 4520,start
2010-01-02,Saturday,134.37372,imputed from 4522,
2010-01-03,Sunday,134.37372,imputed from 4523,
2010-01-04,Monday,134.31351,,
2010-01-05,Tuesday,134.60462,,
2010-01-06,Wednesday,133.99443,,
2010-01-07,Thursday,134.06879,,
2010-01-08,Friday,133.78374,,start
2010-01-09,Saturday,133.78374,imputed from 4529,
2010-01-10,Sunday,133.78374,imputed from 4530,
2010-01-11,Monday,133.97708,,
2010-01-12,Tuesday,134.4755,,
2010-01-13,Wednesday,134.67243,,
2010-01-14,Thursday,134.68043,,
2010-01-15,Friday,134.89848,,start
2010-01-16,Saturday,134.89848,imputed from 4536,
2010-01-17,Sunday,134.89848,imputed from 4537,
2010-01-18,Monday,134.92386,,
2010-01-19,Tuesday,134.82925,,
2010-01-20,Wednesday,135.23632,,
2010-01-21,Thursday,135.15198,,
2010-01-22,Friday,135.22395,,start
2010-01-23,Saturday,135.22395,imputed from 4543,
2010-01-24,Sunday,135.22395,imputed from 4544,
2010-01-25,Monday,135.17274,,
2010-01-26,Tuesday,135.36572,,
2010-01-27,Wednesday,135.497,,
2010-01-28,Thursday,135.22898,,
2010-01-29,Friday,135.59002,,start
2010-01-30,Saturday,135.59002,imputed from 4550,
2010-01-31,Sunday,135.59002,imputed from 4551,
2010-02-01,Monday,135.631,,
2010-02-02,Tuesday,135.68153,,
2010-02-03,Wednesday,135.34606,,
2010-02-04,Thursday,135.25629,,
2010-02-05,Friday,135.96677,,start
2010-02-06,Saturday,135.96677,imputed from 4557,
2010-02-07,Sunday,135.96677,imputed from 4558,
2010-02-08,Monday,135.4479,,
2010-02-09,Tuesday,135.68531,,
2010-02-10,Wednesday,135.14461,,
2010-02-11,Thursday,134.72652,,
2010-02-12,Friday,135.2327,,start
2010-02-13,Saturday,135.2327,imputed from 4564,
2010-02-14,Sunday,135.2327,imputed from 4565,
2010-02-15,Monday,134.93043,,
2010-02-16,Tuesday,135.07957,,
2010-02-17,Wednesday,135.26073,,
2010-02-18,Thursday,134.58694,,
2010-02-19,Friday,134.02476,,start
2010-02-20,Saturday,134.02476,imputed from 4571,
2010-02-21,Sunday,134.02476,imputed from 4572,
2010-02-22,Monday,134.19068,,
2010-02-23,Tuesday,135.15223,,
2010-02-24,Wednesday,135.44851,,
2010-02-25,Thursday,135.79561,,
2010-02-26,Friday,135.83428,,start
2010-02-27,Saturday,135.83428,imputed from 4578,
2010-02-28,Sunday,135.83428,imputed from 4579,
2010-03-01,Monday,135.75803,,
2010-03-02,Tuesday,135.64806,,
2010-03-03,Wednesday,135.42551,,
2010-03-04,Thursday,135.65648,,
2010-03-05,Friday,135.35808,,start
2010-03-06,Saturday,135.35808,imputed from 4585,
2010-03-07,Sunday,135.35808,imputed from 4586,
2010-03-08,Monday,135.36252,,
2010-03-09,Tuesday,135.68124,,
2010-03-10,Wednesday,135.35551,,
2010-03-11,Thursday,135.13932,,
2010-03-12,Friday,134.93228,,start
2010-03-13,Saturday,134.93228,imputed from 4592,
2010-03-14,Sunday,134.93228,imputed from 4593,
2010-03-15,Monday,134.63988,,
2010-03-16,Tuesday,134.80892,,
2010-03-17,Wednesday,134.68809,,
2010-03-18,Thursday,133.49484,,
2010-03-19,Friday,133.65181,,start
2010-03-20,Saturday,133.65181,imputed from 4599,
2010-03-21,Sunday,133.65181,imputed from 4600,
2010-03-22,Monday,133.84106,,
2010-03-23,Tuesday,133.22798,,
2010-03-24,Wednesday,133.30622,,
2010-03-25,Thursday,132.44824,,
2010-03-26,Friday,132.35676,,start
2010-03-27,Saturday,132.35676,imputed from 4606,
2010-03-28,Sunday,132.35676,imputed from 4607,
2010-03-29,Monday,133.00014,,
2010-03-30,Tuesday,133.10869,,
2010-03-31,Wednesday,132.51639,,
2010-04-01,Thursday,133.49849,,
2010-04-02,Friday,133.49849,imputed from 4612,start
2010-04-03,Saturday,133.49849,imputed from 4613,
2010-04-04,Sunday,133.49849,imputed from 4614,
2010-04-05,Monday,133.49849,imputed from 4615,
2010-04-06,Tuesday,132.88799,,
2010-04-07,Wednesday,133.22568,,
2010-04-08,Thursday,133.62748,,
2010-04-09,Friday,133.26388,,start
2010-04-10,Saturday,133.26388,imputed from 4620,
2010-04-11,Sunday,133.26388,imputed from 4621,
2010-04-12,Monday,133.47483,,
2010-04-13,Tuesday,133.1747,,
2010-04-14,Wednesday,133.5743,,
2010-04-15,Thursday,133.40347,,
2010-04-16,Friday,133.76006,,start
2010-04-17,Saturday,133.76006,imputed from 4627,
2010-04-18,Sunday,133.76006,imputed from 4628,
2010-04-19,Monday,133.90515,,
2010-04-20,Tuesday,133.88702,,
2010-04-21,Wednesday,133.98948,,
2010-04-22,Thursday,134.23062,,
2010-04-23,Friday,134.42461,,start
2010-04-24,Saturday,134.42461,imputed from 4634,
2010-04-25,Sunday,134.42461,imputed from 4635,
2010-04-26,Monday,134.4404,,
2010-04-27,Tuesday,134.97745,,
2010-04-28,Wednesday,134.81129,,
2010-04-29,Thursday,134.75685,,
2010-04-30,Friday,135.09486,,start
2010-05-01,Saturday,135.09486,imputed from 4641,
2010-05-02,Sunday,135.09486,imputed from 4642,
2010-05-03,Monday,134.70733,,
2010-05-04,Tuesday,135.78335,,
2010-05-05,Wednesday,136.68343,,
2010-05-06,Thursday,135.30858,,
2010-05-07,Friday,135.36894,,start
2010-05-08,Saturday,135.36894,imputed from 4648,
2010-05-09,Sunday,135.36894,imputed from 4649,
2010-05-10,Monday,134.62968,,
2010-05-11,Tuesday,133.71384,,
2010-05-12,Wednesday,133.25001,,
2010-05-13,Thursday,133.17619,,
2010-05-14,Friday,133.85874,,start
2010-05-15,Saturday,133.85874,imputed from 4655,
2010-05-16,Sunday,133.85874,imputed from 4656,
2010-05-17,Monday,133.89876,,
2010-05-18,Tuesday,134.26712,,
2010-05-19,Wednesday,137.22364,,
2010-05-20,Thursday,138.01796,,
2010-05-21,Friday,139.92711,,start
2010-05-22,Saturday,139.92711,imputed from 4662,
2010-05-23,Sunday,139.92711,imputed from 4663,
2010-05-24,Monday,139.29395,,
2010-05-25,Tuesday,139.31862,,
2010-05-26,Wednesday,137.73841,,
2010-05-27,Thursday,138.04673,,
2010-05-28,Friday,138.30785,,start
2010-05-29,Saturday,138.30785,imputed from 4669,
2010-05-30,Sunday,138.30785,imputed from 4670,
2010-05-31,Monday,138.24621,,
2010-06-01,Tuesday,137.64399,,
2010-06-02,Wednesday,137.59311,,
2010-06-03,Thursday,136.61291,,
2010-06-04,Friday,136.28998,,start
2010-06-05,Saturday,136.28998,imputed from 4676,
2010-06-06,Sunday,136.28998,imputed from 4677,
2010-06-07,Monday,135.99092,,
2010-06-08,Tuesday,135.24036,,
2010-06-09,Wednesday,134.82017,,
2010-06-10,Thursday,134.83381,,
2010-06-11,Friday,136.04613,,start
2010-06-12,Saturday,136.04613,imputed from 4683,
2010-06-13,Sunday,136.04613,imputed from 4684,
2010-06-14,Monday,135.96413,,
2010-06-15,Tuesday,135.35013,,
