date,weekday,CL1_Comdty_PX-LAST-CHF,imputed,CL1_Comdty_start
1997-08-15,Friday,83.08894,,start
1997-08-16,Saturday,83.08894,imputed from 0,
1997-08-17,Sunday,83.08894,imputed from 1,
1997-08-18,Monday,82.70596,,
1997-08-19,Tuesday,83.98799,,
1997-08-20,Wednesday,84.23432,,
1997-08-21,Thursday,81.40498,,
1997-08-22,Friday,80.43529,,start
1997-08-23,Saturday,80.43529,imputed from 7,
1997-08-24,Sunday,80.43529,imputed from 8,
1997-08-25,Monday,78.82814,,
1997-08-26,Tuesday,78.24649,,
1997-08-27,Wednesday,80.60628,,
1997-08-28,Thursday,79.25545,,
1997-08-29,Friday,79.99283,,start
1997-08-30,Saturday,79.99283,imputed from 14,
1997-08-31,Sunday,79.99283,imputed from 15,
1997-09-01,Monday,79.99283,imputed from 16,
1997-09-02,Tuesday,80.7249,,
1997-09-03,Wednesday,80.34098,,
1997-09-04,Thursday,79.26867,,
1997-09-05,Friday,79.16832,,start
1997-09-06,Saturday,79.16832,imputed from 21,
1997-09-07,Sunday,79.16832,imputed from 22,
1997-09-08,Monday,78.89392,,
1997-09-09,Tuesday,78.9791,,
1997-09-10,Wednesday,78.45399,,
1997-09-11,Thursday,77.97689,,
1997-09-12,Friday,77.38512,,start
1997-09-13,Saturday,77.38512,imputed from 28,
1997-09-14,Sunday,77.38512,imputed from 29,
1997-09-15,Monday,75.97431,,
1997-09-16,Tuesday,77.68972,,
1997-09-17,Wednesday,77.62654,,
1997-09-18,Thursday,77.62544,,
1997-09-19,Friday,77.19346,,start
1997-09-20,Saturday,77.19346,imputed from 35,
1997-09-21,Sunday,77.19346,imputed from 36,
1997-09-22,Monday,78.95632,,
1997-09-23,Tuesday,79.01677,,
1997-09-24,Wednesday,78.88026,,
1997-09-25,Thursday,80.52769,,
1997-09-26,Friday,82.31019,,start
1997-09-27,Saturday,82.31019,imputed from 42,
1997-09-28,Sunday,82.31019,imputed from 43,
1997-09-29,Monday,83.77915,,
1997-09-30,Tuesday,83.31455,,
1997-10-01,Wednesday,83.36262,,
1997-10-02,Thursday,85.96011,,
1997-10-03,Friday,89.3754,,start
1997-10-04,Saturday,89.3754,imputed from 49,
1997-10-05,Sunday,89.3754,imputed from 50,
1997-10-06,Monday,86.26478,,
1997-10-07,Tuesday,86.15053,,
1997-10-08,Wednesday,87.09782,,
1997-10-09,Thursday,87.27612,,
1997-10-10,Friday,87.26913,,start
1997-10-11,Saturday,87.26913,imputed from 56,
1997-10-12,Sunday,87.26913,imputed from 57,
1997-10-13,Monday,84.54173,,
1997-10-14,Tuesday,81.98216,,
1997-10-15,Wednesday,81.57328,,
1997-10-16,Thursday,82.84107,,
1997-10-17,Friday,82.39525,,start
1997-10-18,Saturday,82.39525,imputed from 63,
1997-10-19,Sunday,82.39525,imputed from 64,
1997-10-20,Monday,82.69509,,
1997-10-21,Tuesday,83.50577,,
1997-10-22,Wednesday,85.16042,,
1997-10-23,Thursday,83.00965,,
1997-10-24,Friday,82.59369,,start
1997-10-25,Saturday,82.59369,imputed from 70,
1997-10-26,Sunday,82.59369,imputed from 71,
1997-10-27,Monday,82.28547,,
1997-10-28,Tuesday,78.09985,,
1997-10-29,Wednesday,78.84267,,
1997-10-30,Thursday,80.04864,,
1997-10-31,Friday,79.23162,,start
1997-11-01,Saturday,79.23162,imputed from 77,
1997-11-02,Sunday,79.23162,imputed from 78,
1997-11-03,Monday,79.42268,,
1997-11-04,Tuesday,78.09816,,
1997-11-05,Wednesday,76.89963,,
1997-11-06,Thursday,77.17514,,
1997-11-07,Friday,77.80412,,start
1997-11-08,Saturday,77.80412,imputed from 84,
1997-11-09,Sunday,77.80412,imputed from 85,
1997-11-10,Monday,76.12757,,
1997-11-11,Tuesday,76.78608,,
1997-11-12,Wednesday,77.00302,,
1997-11-13,Thursday,77.68097,,
1997-11-14,Friday,79.2018,,start
1997-11-15,Saturday,79.2018,imputed from 91,
1997-11-16,Sunday,79.2018,imputed from 92,
1997-11-17,Monday,76.72665,,
1997-11-18,Tuesday,75.57038,,
1997-11-19,Wednesday,74.75047,,
1997-11-20,Thursday,72.66381,,
1997-11-21,Friday,72.66381,imputed from 97,start
1997-11-22,Saturday,72.66381,imputed from 98,
1997-11-23,Sunday,72.66381,imputed from 99,
1997-11-24,Monday,72.37047,,
1997-11-25,Tuesday,72.04649,,
1997-11-26,Wednesday,70.48527,,
1997-11-27,Thursday,70.48527,imputed from 103,
1997-11-28,Friday,70.48527,imputed from 103,start
1997-11-29,Saturday,70.48527,imputed from 105,
1997-11-30,Sunday,70.48527,imputed from 106,
1997-12-01,Monday,69.37436,,
1997-12-02,Tuesday,69.76075,,
1997-12-03,Wednesday,69.61182,,
1997-12-04,Thursday,69.13198,,
1997-12-05,Friday,69.85164,,start
1997-12-06,Saturday,69.85164,imputed from 112,
1997-12-07,Sunday,69.85164,imputed from 113,
1997-12-08,Monday,71.20256,,
1997-12-09,Tuesday,70.68123,,
1997-12-10,Wednesday,67.95904,,
1997-12-11,Thursday,67.20503,,
1997-12-12,Friday,67.74861,,start
1997-12-13,Saturday,67.74861,imputed from 119,
1997-12-14,Sunday,67.74861,imputed from 120,
1997-12-15,Monday,67.5149,,
1997-12-16,Tuesday,68.0337,,
1997-12-17,Wednesday,67.70726,,
1997-12-18,Thursday,69.25767,,
1997-12-19,Friday,68.35146,,start
1997-12-20,Saturday,68.35146,imputed from 126,
1997-12-21,Sunday,68.35146,imputed from 127,
1997-12-22,Monday,67.82811,,
1997-12-23,Tuesday,67.6386,,
1997-12-24,Wednesday,67.74075,,
1997-12-25,Thursday,67.74075,imputed from 131,
1997-12-26,Friday,67.14484,,start
1997-12-27,Saturday,67.14484,imputed from 133,
1997-12-28,Sunday,67.14484,imputed from 134,
1997-12-29,Monday,65.73999,,
1997-12-30,Tuesday,65.88741,,
1997-12-31,Wednesday,66.40504,,
1998-01-01,Thursday,66.40504,imputed from 138,
1998-01-02,Friday,65.86581,,start
1998-01-03,Saturday,65.86581,imputed from 140,
1998-01-04,Sunday,65.86581,imputed from 141,
1998-01-05,Monday,64.64276,,
1998-01-06,Tuesday,64.44937,,
1998-01-07,Wednesday,63.98943,,
1998-01-08,Thursday,64.29793,,
1998-01-09,Friday,63.21522,,start
1998-01-10,Saturday,63.21522,imputed from 147,
1998-01-11,Sunday,63.21522,imputed from 148,
1998-01-12,Monday,62.65366,,
1998-01-13,Tuesday,62.45919,,
1998-01-14,Wednesday,62.78935,,
1998-01-15,Thursday,62.91639,,
1998-01-16,Friday,63.68149,,start
1998-01-17,Saturday,63.68149,imputed from 154,
1998-01-18,Sunday,63.68149,imputed from 155,
1998-01-19,Monday,63.68149,imputed from 156,
1998-01-20,Tuesday,63.35126,,
1998-01-21,Wednesday,62.49728,,
1998-01-22,Thursday,62.11256,,
1998-01-23,Friday,59.87637,,start
1998-01-24,Saturday,59.87637,imputed from 161,
1998-01-25,Sunday,59.87637,imputed from 162,
1998-01-26,Monday,64.51678,,
1998-01-27,Tuesday,64.96938,,
1998-01-28,Wednesday,66.65633,,
1998-01-29,Thursday,69.12747,,
1998-01-30,Friday,67.10135,,start
1998-01-31,Saturday,67.10135,imputed from 168,
1998-02-01,Sunday,67.10135,imputed from 169,
1998-02-02,Monday,66.22586,,
1998-02-03,Tuesday,63.74598,,
1998-02-04,Wednesday,62.66127,,
1998-02-05,Thursday,63.07618,,
1998-02-06,Friday,64.18854,,start
1998-02-07,Saturday,64.18854,imputed from 175,
1998-02-08,Sunday,64.18854,imputed from 176,
1998-02-09,Monday,64.29644,,
1998-02-10,Tuesday,63.40193,,
1998-02-11,Wednesday,62.27461,,
1998-02-12,Thursday,61.15496,,
1998-02-13,Friday,61.74377,,start
1998-02-14,Saturday,61.74377,imputed from 182,
1998-02-15,Sunday,61.74377,imputed from 183,
1998-02-16,Monday,61.74377,imputed from 184,
1998-02-17,Tuesday,60.81855,,
1998-02-18,Wednesday,62.97287,,
1998-02-19,Thursday,62.70502,,
1998-02-20,Friday,62.58534,,start
1998-02-21,Saturday,62.58534,imputed from 189,
1998-02-22,Sunday,62.58534,imputed from 190,
1998-02-23,Monday,58.29389,,
1998-02-24,Tuesday,58.34723,,
1998-02-25,Wednesday,59.48821,,
1998-02-26,Thursday,58.9342,,
1998-02-27,Friday,59.36877,,start
1998-02-28,Saturday,59.36877,imputed from 196,
1998-03-01,Sunday,59.36877,imputed from 197,
1998-03-02,Monday,58.94807,,
1998-03-03,Tuesday,58.76313,,
1998-03-04,Wednesday,59.36512,,
1998-03-05,Thursday,59.74943,,
1998-03-06,Friday,58.26097,,start
1998-03-07,Saturday,58.26097,imputed from 203,
1998-03-08,Sunday,58.26097,imputed from 204,
1998-03-09,Monday,55.96456,,
1998-03-10,Tuesday,55.77715,,
1998-03-11,Wednesday,55.38247,,
1998-03-12,Thursday,55.27076,,
1998-03-13,Friday,54.28361,,start
1998-03-14,Saturday,54.28361,imputed from 210,
1998-03-15,Sunday,54.28361,imputed from 211,
1998-03-16,Monday,51.57497,,
1998-03-17,Tuesday,51.31004,,
1998-03-18,Wednesday,56.07127,,
1998-03-19,Thursday,56.04399,,
1998-03-20,Friday,56.20326,,start
1998-03-21,Saturday,56.20326,imputed from 217,
1998-03-22,Sunday,56.20326,imputed from 218,
1998-03-23,Monday,63.21123,,
1998-03-24,Tuesday,60.9605,,
1998-03-25,Wednesday,63.31229,,
1998-03-26,Thursday,64.31534,,
1998-03-27,Friday,64.49993,,start
1998-03-28,Saturday,64.49993,imputed from 224,
1998-03-29,Sunday,64.49993,imputed from 225,
1998-03-30,Monday,63.32029,,
1998-03-31,Tuesday,61.12893,,
1998-04-01,Wednesday,61.20214,,
1998-04-02,Thursday,61.90894,,
1998-04-03,Friday,62.83884,,start
1998-04-04,Saturday,62.83884,imputed from 231,
1998-04-05,Sunday,62.83884,imputed from 232,
1998-04-06,Monday,60.59366,,
1998-04-07,Tuesday,59.79719,,
1998-04-08,Wednesday,60.21484,,
1998-04-09,Thursday,60.5134,,
1998-04-10,Friday,60.5134,imputed from 237,start
1998-04-11,Saturday,60.5134,imputed from 238,
1998-04-12,Sunday,60.5134,imputed from 239,
1998-04-13,Monday,59.44228,,
1998-04-14,Tuesday,58.00203,,
1998-04-15,Wednesday,59.43341,,
1998-04-16,Thursday,61.48846,,
1998-04-17,Friday,59.56845,,start
1998-04-18,Saturday,59.56845,imputed from 245,
1998-04-19,Sunday,59.56845,imputed from 246,
1998-04-20,Monday,59.21744,,
1998-04-21,Tuesday,58.68448,,
1998-04-22,Wednesday,57.26163,,
1998-04-23,Thursday,56.27379,,
1998-04-24,Friday,55.85835,,start
1998-04-25,Saturday,55.85835,imputed from 252,
1998-04-26,Sunday,55.85835,imputed from 253,
1998-04-27,Monday,56.52708,,
1998-04-28,Tuesday,58.39737,,
1998-04-29,Wednesday,57.01416,,
1998-04-30,Thursday,57.41228,,
1998-05-01,Friday,59.648,,start
1998-05-02,Saturday,59.648,imputed from 259,
1998-05-03,Sunday,59.648,imputed from 260,
1998-05-04,Monday,59.0101,,
1998-05-05,Tuesday,57.07286,,
1998-05-06,Wednesday,56.28017,,
1998-05-07,Thursday,55.69816,,
1998-05-08,Friday,55.63061,,start
1998-05-09,Saturday,55.63061,imputed from 266,
1998-05-10,Sunday,55.63061,imputed from 267,
1998-05-11,Monday,56.0113,,
1998-05-12,Tuesday,56.00478,,
1998-05-13,Wednesday,54.97992,,
1998-05-14,Thursday,55.48422,,
1998-05-15,Friday,53.46267,,start
1998-05-16,Saturday,53.46267,imputed from 273,
1998-05-17,Sunday,53.46267,imputed from 274,
1998-05-18,Monday,51.9743,,
1998-05-19,Tuesday,47.75809,,
1998-05-20,Wednesday,47.5231,,
1998-05-21,Thursday,48.62273,,
1998-05-22,Friday,49.11454,,start
1998-05-23,Saturday,49.11454,imputed from 280,
1998-05-24,Sunday,49.11454,imputed from 281,
1998-05-25,Monday,49.11454,imputed from 282,
1998-05-26,Tuesday,49.52334,,
1998-05-27,Wednesday,50.10163,,
1998-05-28,Thursday,49.78204,,
1998-05-29,Friday,51.15204,,start
1998-05-30,Saturday,51.15204,imputed from 287,
1998-05-31,Sunday,51.15204,imputed from 288,
1998-06-01,Monday,50.12702,,
1998-06-02,Tuesday,49.84958,,
1998-06-03,Wednesday,49.60087,,
1998-06-04,Thursday,50.31303,,
1998-06-05,Friday,50.50586,,start
1998-06-06,Saturday,50.50586,imputed from 294,
1998-06-07,Sunday,50.50586,imputed from 295,
1998-06-08,Monday,48.80607,,
1998-06-09,Tuesday,46.42342,,
1998-06-10,Wednesday,45.52291,,
1998-06-11,Thursday,43.22263,,
1998-06-12,Friday,42.74882,,start
1998-06-13,Saturday,42.74882,imputed from 301,
1998-06-14,Sunday,42.74882,imputed from 302,
1998-06-15,Monday,39.61365,,
1998-06-16,Tuesday,40.75646,,
1998-06-17,Wednesday,42.64262,,
1998-06-18,Thursday,40.01264,,
1998-06-19,Friday,40.1431,,start
1998-06-20,Saturday,40.1431,imputed from 308,
1998-06-21,Sunday,40.1431,imputed from 309,
1998-06-22,Monday,45.68028,,
1998-06-23,Tuesday,45.89979,,
1998-06-24,Wednesday,45.89979,imputed from 312,
1998-06-25,Thursday,44.26879,,
1998-06-26,Friday,45.03237,,start
1998-06-27,Saturday,45.03237,imputed from 315,
1998-06-28,Sunday,45.03237,imputed from 316,
1998-06-29,Monday,44.82061,,
1998-06-30,Tuesday,44.83674,,
1998-07-01,Wednesday,45.82124,,
1998-07-02,Thursday,46.37188,,
1998-07-03,Friday,46.37188,imputed from 321,start
1998-07-04,Saturday,46.37188,imputed from 322,
1998-07-05,Sunday,46.37188,imputed from 323,
1998-07-06,Monday,44.30212,,
1998-07-07,Tuesday,43.35017,,
1998-07-08,Wednesday,44.14868,,
1998-07-09,Thursday,44.65258,,
1998-07-10,Friday,44.55965,,start
1998-07-11,Saturday,44.55965,imputed from 329,
1998-07-12,Sunday,44.55965,imputed from 330,
1998-07-13,Monday,44.00623,,
1998-07-14,Tuesday,46.11595,,
1998-07-15,Wednesday,46.95026,,
1998-07-16,Thursday,45.60588,,
1998-07-17,Friday,43.89229,,start
1998-07-18,Saturday,43.89229,imputed from 336,
1998-07-19,Sunday,43.89229,imputed from 337,
1998-07-20,Monday,41.9024,,
1998-07-21,Tuesday,43.51152,,
1998-07-22,Wednesday,43.45974,,
1998-07-23,Thursday,42.52423,,
1998-07-24,Friday,42.085,,start
1998-07-25,Saturday,42.085,imputed from 343,
1998-07-26,Sunday,42.085,imputed from 344,
1998-07-27,Monday,43.30588,,
1998-07-28,Tuesday,43.15374,,
1998-07-29,Wednesday,42.55215,,
1998-07-30,Thursday,43.00116,,
1998-07-31,Friday,43.07334,,start
1998-08-01,Saturday,43.07334,imputed from 350,
1998-08-02,Sunday,43.07334,imputed from 351,
1998-08-03,Monday,41.83081,,
1998-08-04,Tuesday,41.65105,,
1998-08-05,Wednesday,41.40844,,
1998-08-06,Thursday,41.69532,,
1998-08-07,Friday,41.98475,,start
1998-08-08,Saturday,41.98475,imputed from 357,
1998-08-09,Sunday,41.98475,imputed from 358,
1998-08-10,Monday,39.67115,,
1998-08-11,Tuesday,38.61588,,
1998-08-12,Wednesday,38.25282,,
1998-08-13,Thursday,39.95357,,
1998-08-14,Friday,40.96013,,start
1998-08-15,Saturday,40.96013,imputed from 364,
1998-08-16,Sunday,40.96013,imputed from 365,
1998-08-17,Monday,40.33364,,
1998-08-18,Tuesday,39.64869,,
1998-08-19,Wednesday,40.22478,,
1998-08-20,Thursday,41.30376,,
1998-08-21,Friday,41.30926,,start
1998-08-22,Saturday,41.30926,imputed from 371,
1998-08-23,Sunday,41.30926,imputed from 372,
1998-08-24,Monday,42.08174,,
1998-08-25,Tuesday,42.6103,,
1998-08-26,Wednesday,42.02236,,
1998-08-27,Thursday,40.42213,,
1998-08-28,Friday,40.15826,,start
1998-08-29,Saturday,40.15826,imputed from 378,
1998-08-30,Sunday,40.15826,imputed from 379,
1998-08-31,Monday,39.61918,,
1998-09-01,Tuesday,40.56842,,
1998-09-02,Wednesday,40.68364,,
1998-09-03,Thursday,42.8901,,
1998-09-04,Friday,42.68623,,start
1998-09-05,Saturday,42.68623,imputed from 385,
1998-09-06,Sunday,42.68623,imputed from 386,
1998-09-07,Monday,42.68623,imputed from 387,
1998-09-08,Tuesday,41.56154,,
1998-09-09,Wednesday,41.02062,,
1998-09-10,Thursday,41.77333,,
1998-09-11,Friday,40.99001,,start
1998-09-12,Saturday,40.99001,imputed from 392,
1998-09-13,Sunday,40.99001,imputed from 393,
1998-09-14,Monday,41.55098,,
1998-09-15,Tuesday,41.78835,,
1998-09-16,Wednesday,41.73341,,
1998-09-17,Thursday,42.36633,,
1998-09-18,Friday,44.21348,,start
1998-09-19,Saturday,44.21348,imputed from 399,
1998-09-20,Sunday,44.21348,imputed from 400,
1998-09-21,Monday,44.09237,,
1998-09-22,Tuesday,44.7595,,
1998-09-23,Wednesday,44.98686,,
1998-09-24,Thursday,45.05102,,
1998-09-25,Friday,44.41542,,start
1998-09-26,Saturday,44.41542,imputed from 406,
1998-09-27,Sunday,44.41542,imputed from 407,
1998-09-28,Monday,44.15297,,
1998-09-29,Tuesday,45.20063,,
1998-09-30,Wednesday,45.3674,,
1998-10-01,Thursday,42.85349,,
1998-10-02,Friday,43.11838,,start
1998-10-03,Saturday,43.11838,imputed from 413,
1998-10-04,Sunday,43.11838,imputed from 414,
1998-10-05,Monday,42.02506,,
1998-10-06,Tuesday,42.30651,,
1998-10-07,Wednesday,40.31777,,
1998-10-08,Thursday,37.94989,,
1998-10-09,Friday,39.3295,,start
1998-10-10,Saturday,39.3295,imputed from 420,
1998-10-11,Sunday,39.3295,imputed from 421,
1998-10-12,Monday,39.44268,,
1998-10-13,Tuesday,38.47806,,
1998-10-14,Wednesday,38.13432,,
1998-10-15,Thursday,37.81975,,
1998-10-16,Friday,37.79517,,start
1998-10-17,Saturday,37.79517,imputed from 427,
1998-10-18,Sunday,37.79517,imputed from 428,
1998-10-19,Monday,35.96267,,
1998-10-20,Tuesday,36.79868,,
1998-10-21,Wednesday,38.33712,,
1998-10-22,Thursday,37.92463,,
1998-10-23,Friday,38.05659,,start
1998-10-24,Saturday,38.05659,imputed from 434,
1998-10-25,Sunday,38.05659,imputed from 435,
1998-10-26,Monday,38.9642,,
1998-10-27,Tuesday,38.66753,,
1998-10-28,Wednesday,38.9378,,
1998-10-29,Thursday,38.80444,,
1998-10-30,Friday,39.49029,,start
1998-10-31,Saturday,39.49029,imputed from 441,
1998-11-01,Sunday,39.49029,imputed from 442,
1998-11-02,Monday,39.24758,,
1998-11-03,Tuesday,38.88206,,
1998-11-04,Wednesday,39.08084,,
1998-11-05,Thursday,38.49801,,
1998-11-06,Friday,38.67112,,start
1998-11-07,Saturday,38.67112,imputed from 448,
1998-11-08,Sunday,38.67112,imputed from 449,
1998-11-09,Monday,37.81893,,
1998-11-10,Tuesday,37.96863,,
1998-11-11,Wednesday,37.9296,,
1998-11-12,Thursday,38.80294,,
1998-11-13,Friday,38.05418,,start
1998-11-14,Saturday,38.05418,imputed from 455,
1998-11-15,Sunday,38.05418,imputed from 456,
1998-11-16,Monday,35.72546,,
1998-11-17,Tuesday,34.56097,,
1998-11-18,Wednesday,33.81087,,
1998-11-19,Thursday,34.03524,,
1998-11-20,Friday,34.19132,,start
1998-11-21,Saturday,34.19132,imputed from 462,
1998-11-22,Sunday,34.19132,imputed from 463,
1998-11-23,Monday,33.28497,,
1998-11-24,Tuesday,32.54812,,
1998-11-25,Wednesday,31.78666,,
1998-11-26,Thursday,31.78666,imputed from 467,
1998-11-27,Friday,31.78666,imputed from 467,start
1998-11-28,Saturday,31.78666,imputed from 469,
1998-11-29,Sunday,31.78666,imputed from 470,
1998-11-30,Monday,29.83207,,
1998-12-01,Tuesday,29.27487,,
1998-12-02,Wednesday,29.2089,,
1998-12-03,Thursday,29.10028,,
1998-12-04,Friday,29.08868,,start
1998-12-05,Saturday,29.08868,imputed from 476,
1998-12-06,Sunday,29.08868,imputed from 477,
1998-12-07,Monday,29.99661,,
1998-12-08,Tuesday,29.37989,,
1998-12-09,Wednesday,28.86076,,
1998-12-10,Thursday,27.33911,,
1998-12-11,Friday,27.29984,,start
1998-12-12,Saturday,27.29984,imputed from 483,
1998-12-13,Sunday,27.29984,imputed from 484,
1998-12-14,Monday,28.5219,,
1998-12-15,Tuesday,29.47345,,
1998-12-16,Wednesday,31.78476,,
1998-12-17,Thursday,28.31873,,
1998-12-18,Friday,28.07372,,start
1998-12-19,Saturday,28.07372,imputed from 490,
1998-12-20,Sunday,28.07372,imputed from 491,
1998-12-21,Monday,28.03179,,
1998-12-22,Tuesday,28.3464,,
1998-12-23,Wednesday,28.83516,,
1998-12-24,Thursday,28.84915,,
1998-12-25,Friday,28.84915,imputed from 496,start
1998-12-26,Saturday,28.84915,imputed from 497,
1998-12-27,Sunday,28.84915,imputed from 498,
1998-12-28,Monday,29.35866,,
1998-12-29,Tuesday,29.83209,,
1998-12-30,Wednesday,30.37156,,
1998-12-31,Thursday,30.92642,,
1999-01-01,Friday,30.92642,imputed from 503,start
1999-01-02,Saturday,30.92642,imputed from 504,
1999-01-03,Sunday,30.92642,imputed from 505,
1999-01-04,Monday,31.47017,,
1999-01-05,Tuesday,30.71644,,
1999-01-06,Wednesday,33.27689,,
1999-01-07,Thursday,33.77408,,
1999-01-08,Friday,34.07403,,start
1999-01-09,Saturday,34.07403,imputed from 511,
1999-01-10,Sunday,34.07403,imputed from 512,
1999-01-11,Monday,35.03362,,
1999-01-12,Tuesday,33.37844,,
1999-01-13,Wednesday,31.38217,,
1999-01-14,Thursday,30.91754,,
1999-01-15,Friday,31.16184,,start
1999-01-16,Saturday,31.16184,imputed from 518,
1999-01-17,Sunday,31.16184,imputed from 519,
1999-01-18,Monday,31.16184,imputed from 520,
1999-01-19,Tuesday,31.02598,,
1999-01-20,Wednesday,30.66342,,
1999-01-21,Thursday,32.03471,,
1999-01-22,Friday,32.61897,,start
1999-01-23,Saturday,32.61897,imputed from 525,
1999-01-24,Sunday,32.61897,imputed from 526,
1999-01-25,Monday,31.99717,,
1999-01-26,Tuesday,31.08028,,
1999-01-27,Wednesday,32.26779,,
1999-01-28,Thursday,32.74016,,
1999-01-29,Friday,33.55989,,start
1999-01-30,Saturday,33.55989,imputed from 532,
1999-01-31,Sunday,33.55989,imputed from 533,
1999-02-01,Monday,32.72519,,
1999-02-02,Tuesday,32.35942,,
1999-02-03,Wednesday,32.53538,,
1999-02-04,Thursday,31.67416,,
1999-02-05,Friday,31.19531,,start
1999-02-06,Saturday,31.19531,imputed from 539,
1999-02-07,Sunday,31.19531,imputed from 540,
1999-02-08,Monday,30.71066,,
1999-02-09,Tuesday,30.79559,,
1999-02-10,Wednesday,30.71592,,
1999-02-11,Thursday,31.21958,,
1999-02-12,Friday,31.27654,,start
1999-02-13,Saturday,31.27654,imputed from 546,
1999-02-14,Sunday,31.27654,imputed from 547,
1999-02-15,Monday,31.27654,imputed from 548,
1999-02-16,Tuesday,30.19377,,
1999-02-17,Wednesday,30.48581,,
1999-02-18,Thursday,31.93272,,
1999-02-19,Friday,31.59006,,start
1999-02-20,Saturday,31.59006,imputed from 553,
1999-02-21,Sunday,31.59006,imputed from 554,
1999-02-22,Monday,32.23177,,
1999-02-23,Tuesday,33.28527,,
1999-02-24,Wednesday,33.71327,,
1999-02-25,Thursday,33.52213,,
1999-02-26,Friday,32.69581,,start
1999-02-27,Saturday,32.69581,imputed from 560,
1999-02-28,Sunday,32.69581,imputed from 561,
1999-03-01,Monday,32.92918,,
1999-03-02,Tuesday,33.60257,,
1999-03-03,Wednesday,34.7831,,
1999-03-04,Thursday,36.12191,,
1999-03-05,Friday,36.00377,,start
1999-03-06,Saturday,36.00377,imputed from 567,
1999-03-07,Sunday,36.00377,imputed from 568,
1999-03-08,Monday,36.73896,,
1999-03-09,Tuesday,37.42633,,
1999-03-10,Wednesday,39.48252,,
1999-03-11,Thursday,38.25828,,
1999-03-12,Friday,39.04104,,start
1999-03-13,Saturday,39.04104,imputed from 574,
1999-03-14,Sunday,39.04104,imputed from 575,
1999-03-15,Monday,38.98382,,
1999-03-16,Tuesday,38.85636,,
1999-03-17,Wednesday,40.15909,,
1999-03-18,Thursday,40.11406,,
1999-03-19,Friday,41.18528,,start
1999-03-20,Saturday,41.18528,imputed from 581,
1999-03-21,Sunday,41.18528,imputed from 582,
1999-03-22,Monday,41.79658,,
1999-03-23,Tuesday,41.02269,,
1999-03-24,Wednesday,40.63704,,
1999-03-25,Thursday,41.72436,,
1999-03-26,Friday,43.43105,,start
1999-03-27,Saturday,43.43105,imputed from 588,
1999-03-28,Sunday,43.43105,imputed from 589,
1999-03-29,Monday,44.34407,,
1999-03-30,Tuesday,45.35166,,
1999-03-31,Wednesday,44.90024,,
1999-04-01,Thursday,44.5184,,
1999-04-02,Friday,44.5184,imputed from 594,start
1999-04-03,Saturday,44.5184,imputed from 595,
1999-04-04,Sunday,44.5184,imputed from 596,
1999-04-05,Monday,45.47687,,
1999-04-06,Tuesday,44.86957,,
1999-04-07,Wednesday,42.7527,,
1999-04-08,Thursday,42.50349,,
1999-04-09,Friday,44.38221,,start
1999-04-10,Saturday,44.38221,imputed from 602,
1999-04-11,Sunday,44.38221,imputed from 603,
1999-04-12,Monday,43.9804,,
1999-04-13,Tuesday,44.82946,,
1999-04-14,Wednesday,44.44291,,
1999-04-15,Thursday,45.29283,,
1999-04-16,Friday,47.02125,,start
1999-04-17,Saturday,47.02125,imputed from 609,
1999-04-18,Sunday,47.02125,imputed from 610,
1999-04-19,Monday,48.63865,,
1999-04-20,Tuesday,48.63237,,
1999-04-21,Wednesday,49.7838,,
1999-04-22,Thursday,50.61342,,
1999-04-23,Friday,49.94195,,start
1999-04-24,Saturday,49.94195,imputed from 616,
1999-04-25,Sunday,49.94195,imputed from 617,
1999-04-26,Monday,49.3221,,
1999-04-27,Tuesday,49.55706,,
1999-04-28,Wednesday,51.52506,,
1999-04-29,Thursday,51.88861,,
1999-04-30,Friday,52.43163,,start
1999-05-01,Saturday,52.43163,imputed from 623,
1999-05-02,Sunday,52.43163,imputed from 624,
1999-05-03,Monday,53.03504,,
1999-05-04,Tuesday,52.80621,,
1999-05-05,Wednesday,52.20345,,
1999-05-06,Thursday,50.3172,,
1999-05-07,Friday,50.09295,,start
1999-05-08,Saturday,50.09295,imputed from 630,
1999-05-09,Sunday,50.09295,imputed from 631,
1999-05-10,Monday,50.94808,,
1999-05-11,Tuesday,50.06947,,
1999-05-12,Wednesday,48.73368,,
1999-05-13,Thursday,50.05281,,
1999-05-14,Friday,50.09388,,start
1999-05-15,Saturday,50.09388,imputed from 637,
1999-05-16,Sunday,50.09388,imputed from 638,
1999-05-17,Monday,49.73016,,
1999-05-18,Tuesday,47.40413,,
1999-05-19,Wednesday,46.83852,,
1999-05-20,Thursday,47.41495,,
1999-05-21,Friday,47.6474,,start
1999-05-22,Saturday,47.6474,imputed from 644,
1999-05-23,Sunday,47.6474,imputed from 645,
1999-05-24,Monday,46.57256,,
1999-05-25,Tuesday,46.58684,,
1999-05-26,Wednesday,47.65224,,
1999-05-27,Thursday,47.22602,,
1999-05-28,Friday,46.47636,,start
1999-05-29,Saturday,46.47636,imputed from 651,
1999-05-30,Sunday,46.47636,imputed from 652,
1999-05-31,Monday,46.47636,imputed from 653,
1999-06-01,Tuesday,44.86351,,
1999-06-02,Wednesday,46.20734,,
1999-06-03,Thursday,46.53262,,
1999-06-04,Friday,47.9761,,start
1999-06-05,Saturday,47.9761,imputed from 658,
1999-06-06,Sunday,47.9761,imputed from 659,
1999-06-07,Monday,49.71681,,
1999-06-08,Tuesday,48.60244,,
