date,weekday,IK1_Comdty_PX-LAST,IK1_Comdty_CURRENCY-EUR,IK1_Comdty_PX-LAST-CHF,imputed,IK1_Comdty_start
2009-09-15,Tuesday,,1.51684,,,excluded
2009-09-16,Wednesday,,1.518,,,excluded
2009-09-17,Thursday,,1.51596,,,excluded
2009-09-18,Friday,61.98,1.51465,93.878007,,start
2009-09-19,Saturday,,,93.878007,imputed from 3,
2009-09-20,Sunday,,,93.878007,imputed from 4,
2009-09-21,Monday,61.85,1.5154,93.72749,,
2009-09-22,Tuesday,61.81,1.5143,93.598883,,
2009-09-23,Wednesday,61.8,1.51292,93.498456,,
2009-09-24,Thursday,62.12,1.50985,93.79188199999999,,
2009-09-25,Friday,62.3,1.50935,94.032505,,start
2009-09-26,Saturday,,,94.032505,imputed from 10,
2009-09-27,Sunday,,,94.032505,imputed from 11,
2009-09-28,Monday,62.29,1.50972,94.0404588,,
2009-09-29,Tuesday,62.31,1.5114,94.175334,,
2009-09-30,Wednesday,62.29,1.51675,94.4783575,,
2009-10-01,Thursday,62.26,1.51392,94.25665919999999,,
2009-10-02,Friday,62.53,1.50913,94.3658989,,start
2009-10-03,Saturday,,,94.3658989,imputed from 17,
2009-10-04,Sunday,,,94.3658989,imputed from 18,
2009-10-05,Monday,62.67,1.51212,94.7645604,,
2009-10-06,Tuesday,62.62,1.51171,94.6632802,,
2009-10-07,Wednesday,62.83,1.51751,95.34515329999999,,
2009-10-08,Thursday,62.92,1.51772,95.4949424,,
2009-10-09,Friday,62.61,1.51944,95.13213839999999,,start
2009-10-10,Saturday,,,95.13213839999999,imputed from 24,
2009-10-11,Sunday,,,95.13213839999999,imputed from 25,
2009-10-12,Monday,62.66,1.51715,95.064619,,
2009-10-13,Tuesday,62.59,1.51754,94.9828286,,
2009-10-14,Wednesday,62.37,1.51505,94.4936685,,
2009-10-15,Thursday,62.06,1.51645,94.110887,,
2009-10-16,Friday,62.15,1.51775,94.32816249999999,,start
2009-10-17,Saturday,,,94.32816249999999,imputed from 31,
2009-10-18,Sunday,,,94.32816249999999,imputed from 32,
2009-10-19,Monday,62.21,1.51352,94.1560792,,
2009-10-20,Tuesday,62.52,1.51183,94.5196116,,
2009-10-21,Wednesday,62.24,1.51044,94.0097856,,
2009-10-22,Thursday,62.28,1.51015,94.052142,,
2009-10-23,Friday,62.1,1.51392,94.014432,,start
2009-10-24,Saturday,,,94.014432,imputed from 38,
2009-10-25,Sunday,,,94.014432,imputed from 39,
2009-10-26,Monday,62.15,1.51449,94.1255535,,
2009-10-27,Tuesday,62.57,1.5127,94.649639,,
2009-10-28,Wednesday,62.64,1.51046,94.6152144,,
2009-10-29,Thursday,62.38,1.51058,94.2299804,,
2009-10-30,Friday,62.72,1.51079,94.7567488,,start
2009-10-31,Saturday,,,94.7567488,imputed from 45,
2009-11-01,Sunday,,,94.7567488,imputed from 46,
2009-11-02,Monday,62.79,1.5097,94.79406300000001,,
2009-11-03,Tuesday,62.71,1.51055,94.7265905,,
2009-11-04,Wednesday,62.57,1.51025,94.49634250000001,,
2009-11-05,Thursday,62.53,1.5113,94.50158900000001,,
2009-11-06,Friday,62.51,1.5105,94.42135499999999,,start
2009-11-07,Saturday,,,94.42135499999999,imputed from 52,
2009-11-08,Sunday,,,94.42135499999999,imputed from 53,
2009-11-09,Monday,62.75,1.51165,94.8560375,,
2009-11-10,Tuesday,63.02,1.51045,95.18855900000001,,
2009-11-11,Wednesday,63.01,1.51041,95.1709341,,
2009-11-12,Thursday,62.95,1.51081,95.1054895,,
2009-11-13,Friday,62.72,1.50932,94.6645504,,start
2009-11-14,Saturday,,,94.6645504,imputed from 59,
2009-11-15,Sunday,,,94.6645504,imputed from 60,
2009-11-16,Monday,62.86,1.50857,94.8287102,,
2009-11-17,Tuesday,63.09,1.51155,95.3636895,,
2009-11-18,Wednesday,63.0,1.5111,95.19930000000001,,
2009-11-19,Thursday,62.94,1.51182,95.15395079999999,,
2009-11-20,Friday,62.93,1.51306,95.21686580000001,,start
2009-11-21,Saturday,,,95.21686580000001,imputed from 66,
2009-11-22,Sunday,,,95.21686580000001,imputed from 67,
2009-11-23,Monday,62.96,1.5112,95.14515200000001,,
2009-11-24,Tuesday,63.04,1.50991,95.1847264,,
2009-11-25,Wednesday,62.99,1.50827,95.0059273,,
2009-11-26,Thursday,63.05,1.50625,94.9690625,,
2009-11-27,Friday,63.1,1.507,95.09169999999999,,start
2009-11-28,Saturday,,,95.09169999999999,imputed from 73,
2009-11-29,Sunday,,,95.09169999999999,imputed from 74,
2009-11-30,Monday,63.24,1.50848,95.3962752,,
2009-12-01,Tuesday,63.41,1.50738,95.5829658,,
2009-12-02,Wednesday,63.48,1.50745,95.69292599999999,,
2009-12-03,Thursday,63.44,1.50706,95.6078864,,
2009-12-04,Friday,63.36,1.51042,95.7002112,,start
2009-12-05,Saturday,,,95.7002112,imputed from 80,
2009-12-06,Sunday,,,95.7002112,imputed from 81,
2009-12-07,Monday,63.66,1.5116,96.228456,,
2009-12-08,Tuesday,63.58,1.5101,96.012158,,
2009-12-09,Wednesday,63.39,1.512,95.84568,,
2009-12-10,Thursday,63.3,1.51155,95.68111499999999,,
2009-12-11,Friday,63.28,1.51215,95.68885200000001,,start
2009-12-12,Saturday,,,95.68885200000001,imputed from 87,
2009-12-13,Sunday,,,95.68885200000001,imputed from 88,
2009-12-14,Monday,63.39,1.51204,95.8482156,,
2009-12-15,Tuesday,63.27,1.51234,95.6857518,,
2009-12-16,Wednesday,63.43,1.50909,95.72157870000001,,
2009-12-17,Thursday,63.65,1.50205,95.60548250000001,,
2009-12-18,Friday,63.6,1.49501,95.082636,,start
2009-12-19,Saturday,,,95.082636,imputed from 94,
2009-12-20,Sunday,,,95.082636,imputed from 95,
2009-12-21,Monday,63.34,1.49385,94.620459,,
2009-12-22,Tuesday,63.35,1.495,94.70825,,
2009-12-23,Wednesday,63.33,1.4893,94.317369,,
2009-12-24,Thursday,,1.49172,94.317369,imputed from 99,
2009-12-25,Friday,63.33,1.49145,94.45352849999999,imputed from 99,start
2009-12-26,Saturday,,,94.45352849999999,imputed from 101,
2009-12-27,Sunday,,,94.45352849999999,imputed from 102,
2009-12-28,Monday,63.16,1.48787,93.9738692,,
2009-12-29,Tuesday,62.97,1.48795,93.6962115,,
2009-12-30,Wednesday,62.81,1.48637,93.3588997,,
2009-12-31,Thursday,,1.48365,93.3588997,imputed from 106,
2010-01-01,Friday,62.81,1.48365,93.1880565,imputed from 106,start
2010-01-02,Saturday,,,93.1880565,imputed from 108,
2010-01-03,Sunday,,,93.1880565,imputed from 109,
2010-01-04,Monday,63.05,1.4844,93.59141999999999,,
2010-01-05,Tuesday,63.07,1.48485,93.6494895,,
2010-01-06,Wednesday,62.99,1.48064,93.2655136,,
2010-01-07,Thursday,63.14,1.47971,93.4288894,,
2010-01-08,Friday,63.23,1.47525,93.2800575,,start
2010-01-09,Saturday,,,93.2800575,imputed from 115,
2010-01-10,Sunday,,,93.2800575,imputed from 116,
2010-01-11,Monday,63.33,1.47525,93.4275825,,
2010-01-12,Tuesday,63.36,1.47567,93.4984512,,
2010-01-13,Wednesday,63.2,1.47737,93.36978400000001,,
2010-01-14,Thursday,63.15,1.47722,93.28644299999999,,
2010-01-15,Friday,63.26,1.4754,93.333804,,start
2010-01-16,Saturday,,,93.333804,imputed from 122,
2010-01-17,Sunday,,,93.333804,imputed from 123,
2010-01-18,Monday,63.38,1.47422,93.43606360000001,,
2010-01-19,Tuesday,63.37,1.47545,93.49926649999999,,
2010-01-20,Wednesday,63.32,1.4726,93.245032,,
2010-01-21,Thursday,63.27,1.46879,92.9303433,,
2010-01-22,Friday,63.32,1.4726,93.245032,,start
2010-01-23,Saturday,,,93.245032,imputed from 129,
2010-01-24,Sunday,,,93.245032,imputed from 130,
2010-01-25,Monday,63.49,1.47131,93.41347189999999,,
2010-01-26,Tuesday,63.62,1.4725,93.68045,,
2010-01-27,Wednesday,63.32,1.47276,93.2551632,,
2010-01-28,Thursday,63.02,1.46998,92.6381396,,
2010-01-29,Friday,63.17,1.47053,92.8933801,,start
2010-01-30,Saturday,,,92.8933801,imputed from 136,
2010-01-31,Sunday,,,92.8933801,imputed from 137,
2010-02-01,Monday,63.49,1.47155,93.4287095,,
2010-02-02,Tuesday,63.47,1.47313,93.49956110000001,,
2010-02-03,Wednesday,63.36,1.472,93.26592,,
2010-02-04,Thursday,63.45,1.4642,92.90349,,
2010-02-05,Friday,63.44,1.46685,93.056964,,start
2010-02-06,Saturday,,,93.056964,imputed from 143,
2010-02-07,Sunday,,,93.056964,imputed from 144,
2010-02-08,Monday,63.32,1.46504,92.7663328,,
2010-02-09,Tuesday,63.55,1.46768,93.271064,,
2010-02-10,Wednesday,63.73,1.46664,93.4689672,,
2010-02-11,Thursday,63.64,1.46582,93.2847848,,
2010-02-12,Friday,63.56,1.46605,93.18213800000001,,start
2010-02-13,Saturday,,,93.18213800000001,imputed from 150,
2010-02-14,Sunday,,,93.18213800000001,imputed from 151,
2010-02-15,Monday,63.5,1.46546,93.05671,,
2010-02-16,Tuesday,63.54,1.4679,93.270366,,
2010-02-17,Wednesday,63.64,1.46725,93.37579,,
2010-02-18,Thursday,63.51,1.4658,93.092958,,
2010-02-19,Friday,63.42,1.46455,92.881761,,start
2010-02-20,Saturday,,,92.881761,imputed from 157,
2010-02-21,Sunday,,,92.881761,imputed from 158,
2010-02-22,Monday,63.43,1.46324,92.81331320000001,,
2010-02-23,Tuesday,63.74,1.46415,93.324921,,
2010-02-24,Wednesday,63.8,1.46382,93.39171599999999,,
2010-02-25,Thursday,63.66,1.46334,93.1562244,,
2010-02-26,Friday,64.0,1.46302,93.63328,,start
2010-02-27,Saturday,,,93.63328,imputed from 164,
2010-02-28,Sunday,,,93.63328,imputed from 165,
2010-03-01,Monday,64.09,1.46355,93.7989195,,
2010-03-02,Tuesday,64.09,1.46337,93.7873833,,
2010-03-03,Wednesday,64.13,1.46265,93.79974449999999,,
2010-03-04,Thursday,64.23,1.46296,93.9659208,,
2010-03-05,Friday,64.24,1.4633,94.002392,,start
2010-03-06,Saturday,,,94.002392,imputed from 171,
2010-03-07,Sunday,,,94.002392,imputed from 172,
2010-03-08,Monday,64.25,1.46322,94.01188499999999,,
2010-03-09,Tuesday,64.4,1.4623,94.17212,,
2010-03-10,Wednesday,64.43,1.4611,94.13867300000001,,
2010-03-11,Thursday,64.28,1.46165,93.95486199999999,,
2010-03-12,Friday,64.32,1.45658,93.68722559999999,,start
2010-03-13,Saturday,,,93.68722559999999,imputed from 178,
2010-03-14,Sunday,,,93.68722559999999,imputed from 179,
2010-03-15,Monday,64.37,1.45237,93.48905690000001,,
2010-03-16,Tuesday,64.46,1.45205,93.599143,,
2010-03-17,Wednesday,64.59,1.44803,93.5282577,,
2010-03-18,Thursday,64.39,1.43979,92.7080781,,
2010-03-19,Friday,64.38,1.43627,92.46706259999999,,start
2010-03-20,Saturday,,,92.46706259999999,imputed from 185,
2010-03-21,Sunday,,,92.46706259999999,imputed from 186,
2010-03-22,Monday,64.53,1.43458,92.5734474,,
2010-03-23,Tuesday,64.66,1.42745,92.298917,,
2010-03-24,Wednesday,64.61,1.42853,92.2973233,,
2010-03-25,Thursday,64.58,1.42603,92.0930174,,
2010-03-26,Friday,64.72,1.42835,92.442812,,start
2010-03-27,Saturday,,,92.442812,imputed from 192,
2010-03-28,Sunday,,,92.442812,imputed from 193,
2010-03-29,Monday,64.8,1.4323,92.81303999999999,,
2010-03-30,Tuesday,64.9,1.43075,92.855675,,
2010-03-31,Wednesday,65.0,1.42391,92.55415,,
2010-04-01,Thursday,65.16,1.43231,93.32931959999999,,
2010-04-02,Friday,65.16,1.43265,93.351474,imputed from 198,start
2010-04-03,Saturday,,,93.351474,imputed from 199,
2010-04-04,Sunday,,,93.351474,imputed from 200,
2010-04-05,Monday,,1.4323,93.351474,imputed from 201,
2010-04-06,Tuesday,64.81,1.4322,92.820882,,
2010-04-07,Wednesday,64.9,1.43296,92.999104,,
2010-04-08,Thursday,64.99,1.43355,93.1664145,,
2010-04-09,Friday,64.93,1.43871,93.4154403,,start
2010-04-10,Saturday,,,93.4154403,imputed from 206,
2010-04-11,Sunday,,,93.4154403,imputed from 207,
2010-04-12,Monday,65.01,1.43964,93.59099640000001,,
2010-04-13,Tuesday,65.03,1.43445,93.2822835,,
2010-04-14,Wednesday,64.99,1.43617,93.33668829999999,,
2010-04-15,Thursday,65.05,1.43388,93.273894,,
2010-04-16,Friday,65.15,1.4332,93.37298000000001,,start
2010-04-17,Saturday,,,93.37298000000001,imputed from 213,
2010-04-18,Sunday,,,93.37298000000001,imputed from 214,
2010-04-19,Monday,65.15,1.43395,93.42184250000001,,
2010-04-20,Tuesday,65.04,1.43564,93.37402560000001,,
2010-04-21,Wednesday,64.91,1.43321,93.0296611,,
2010-04-22,Thursday,64.74,1.43324,92.7879576,,
2010-04-23,Friday,64.67,1.4356,92.840252,,start
2010-04-24,Saturday,,,92.840252,imputed from 220,
2010-04-25,Sunday,,,92.840252,imputed from 221,
2010-04-26,Monday,64.65,1.43583,92.82640950000001,,
2010-04-27,Tuesday,64.42,1.4332,92.326744,,
2010-04-28,Wednesday,63.97,1.43365,91.71059050000001,,
2010-04-29,Thursday,64.16,1.43425,92.02148,,
2010-04-30,Friday,64.49,1.43265,92.39159849999999,,start
2010-05-01,Saturday,,,92.39159849999999,imputed from 227,
2010-05-02,Sunday,,,92.39159849999999,imputed from 228,
2010-05-03,Monday,64.58,1.43264,92.51989119999999,,
2010-05-04,Tuesday,64.44,1.43254,92.3128776,,
2010-05-05,Wednesday,64.36,1.43268,92.2072848,,
2010-05-06,Thursday,63.21,1.406,88.87326,,
2010-05-07,Friday,62.97,1.4131,88.982907,,start
2010-05-08,Saturday,,,88.982907,imputed from 234,
2010-05-09,Sunday,,,88.982907,imputed from 235,
2010-05-10,Monday,64.6,1.4193,91.68678,,
2010-05-11,Tuesday,64.7,1.40782,91.08595400000002,,
2010-05-12,Wednesday,64.78,1.40215,90.831277,,
2010-05-13,Thursday,65.05,1.4009,91.128545,,
2010-05-14,Friday,64.85,1.40085,90.84512249999999,,start
2010-05-15,Saturday,,,90.84512249999999,imputed from 241,
2010-05-16,Sunday,,,90.84512249999999,imputed from 242,
2010-05-17,Monday,64.84,1.40215,90.915406,,
2010-05-18,Tuesday,64.88,1.40055,90.867684,,
2010-05-19,Wednesday,64.94,1.42802,92.7356188,,
2010-05-20,Thursday,64.73,1.43708,93.0221884,,
2010-05-21,Friday,64.92,1.44488,93.80160959999999,,start
2010-05-22,Saturday,,,93.80160959999999,imputed from 248,
2010-05-23,Sunday,,,93.80160959999999,imputed from 249,
2010-05-24,Monday,64.99,1.43412,93.20345879999999,,
2010-05-25,Tuesday,64.82,1.4284,92.58888799999998,,
2010-05-26,Wednesday,64.52,1.41317,91.17772839999999,,
2010-05-27,Thursday,64.28,1.42282,91.4588696,,
2010-05-28,Friday,64.2,1.42254,91.327068,,start
2010-05-29,Saturday,,,91.327068,imputed from 255,
2010-05-30,Sunday,,,91.327068,imputed from 256,
2010-05-31,Monday,64.14,1.42108,91.14807119999999,,
2010-06-01,Tuesday,64.04,1.41485,90.606994,,
2010-06-02,Wednesday,63.66,1.4146,90.053436,,
2010-06-03,Thursday,63.5,1.40664,89.32163999999999,,
2010-06-04,Friday,63.58,1.3918,88.49064399999999,,start
2010-06-05,Saturday,,,88.49064399999999,imputed from 262,
2010-06-06,Sunday,,,88.49064399999999,imputed from 263,
2010-06-07,Monday,63.24,1.38685,87.704394,,
2010-06-08,Tuesday,63.58,1.38,87.7404,,
2010-06-09,Wednesday,64.19,1.37575,88.3093925,,
2010-06-10,Thursday,64.85,1.38458,89.79001299999999,,
2010-06-11,Friday,64.81,1.39209,90.2213529,,start
2010-06-12,Saturday,,,90.2213529,imputed from 269,
2010-06-13,Sunday,,,90.2213529,imputed from 270,
2010-06-14,Monday,64.43,1.39576,89.9288168,,
2010-06-15,Tuesday,64.55,1.3974,90.20217,,
2010-06-16,Wednesday,64.53,1.3924,89.851572,,
2010-06-17,Thursday,64.83,1.3776,89.30980799999999,,
2010-06-18,Friday,65.14,1.3731,89.443734,,start
2010-06-19,Saturday,,,89.443734,imputed from 276,
2010-06-20,Sunday,,,89.443734,imputed from 277,
2010-06-21,Monday,65.34,1.36959,89.48901060000001,,
2010-06-22,Tuesday,65.15,1.35888,88.53103200000001,,
2010-06-23,Wednesday,65.03,1.36053,88.4752659,,
2010-06-24,Thursday,65.0,1.35964,88.3766,,
2010-06-25,Friday,64.86,1.3521,87.69720600000001,,start
2010-06-26,Saturday,,,87.69720600000001,imputed from 283,
2010-06-27,Sunday,,,87.69720600000001,imputed from 284,
2010-06-28,Monday,64.75,1.33436,86.39981,,
2010-06-29,Tuesday,64.76,1.31879,85.4048404,,
2010-06-30,Wednesday,64.9,1.31842,85.565458,,
2010-07-01,Thursday,64.93,1.32672,86.1439296,,
2010-07-02,Friday,65.25,1.33551,87.1420275,,start
2010-07-03,Saturday,,,87.1420275,imputed from 290,
2010-07-04,Sunday,,,87.1420275,imputed from 291,
2010-07-05,Monday,65.38,1.3349,87.27576199999999,,
2010-07-06,Tuesday,65.11,1.33728,87.0703008,,
2010-07-07,Wednesday,65.02,1.32938,86.4362876,,
2010-07-08,Thursday,65.12,1.33225,86.75612,,
2010-07-09,Friday,65.3,1.3371,87.31263,,start
2010-07-10,Saturday,,,87.31263,imputed from 297,
2010-07-11,Sunday,,,87.31263,imputed from 298,
2010-07-12,Monday,65.27,1.33575,87.18440249999999,,
2010-07-13,Tuesday,65.16,1.34208,87.44993279999998,,
2010-07-14,Wednesday,64.9,1.34137,87.054913,,
2010-07-15,Thursday,64.94,1.34796,87.5365224,,
2010-07-16,Friday,65.24,1.358,88.59591999999999,,start
2010-07-17,Saturday,,,88.59591999999999,imputed from 304,
2010-07-18,Sunday,,,88.59591999999999,imputed from 305,
2010-07-19,Monday,65.31,1.36552,89.18211120000001,,
2010-07-20,Tuesday,65.56,1.35599,88.8987044,,
2010-07-21,Wednesday,65.63,1.341,88.00983,,
2010-07-22,Thursday,65.64,1.34465,88.26282599999999,,
2010-07-23,Friday,65.64,1.3616,89.375424,,start
2010-07-24,Saturday,,,89.375424,imputed from 311,
2010-07-25,Sunday,,,89.375424,imputed from 312,
2010-07-26,Monday,65.8,1.36245,89.64921,,
2010-07-27,Tuesday,66.0,1.37819,90.96054000000001,,
2010-07-28,Wednesday,65.91,1.37315,90.5043165,,
2010-07-29,Thursday,66.1,1.36135,89.985235,,
2010-07-30,Friday,66.19,1.3588,89.93897199999999,,start
2010-07-31,Saturday,,,89.93897199999999,imputed from 318,
2010-08-01,Sunday,,,89.93897199999999,imputed from 319,
2010-08-02,Monday,66.33,1.36924,90.8216892,,
2010-08-03,Tuesday,66.58,1.37494,91.5435052,,
2010-08-04,Wednesday,66.7,1.38595,92.44286500000001,,
2010-08-05,Thursday,66.9,1.3797,92.30193,,
2010-08-06,Friday,67.12,1.37975,92.60882000000001,,start
2010-08-07,Saturday,,,92.60882000000001,imputed from 325,
2010-08-08,Sunday,,,92.60882000000001,imputed from 326,
2010-08-09,Monday,67.12,1.38745,93.12564400000001,,
2010-08-10,Tuesday,66.79,1.3816,92.27706400000001,,
2010-08-11,Wednesday,67.05,1.36355,91.4260275,,
2010-08-12,Thursday,66.89,1.34707,90.1055123,,
2010-08-13,Friday,66.74,1.3408,89.48499199999999,,start
2010-08-14,Saturday,,,89.48499199999999,imputed from 332,
2010-08-15,Sunday,,,89.48499199999999,imputed from 333,
2010-08-16,Monday,66.83,1.33325,89.1010975,,
2010-08-17,Tuesday,66.99,1.34436,90.0586764,,
2010-08-18,Wednesday,67.4,1.33996,90.31330400000002,,
2010-08-19,Thursday,67.29,1.32331,89.0455299,,
2010-08-20,Friday,67.29,1.3143,88.43924700000001,,start
2010-08-21,Saturday,,,88.43924700000001,imputed from 339,
2010-08-22,Sunday,,,88.43924700000001,imputed from 340,
2010-08-23,Monday,67.33,1.31731,88.69448229999999,,
2010-08-24,Tuesday,67.52,1.3044,88.073088,,
2010-08-25,Wednesday,67.51,1.30426,88.0505926,,
2010-08-26,Thursday,67.44,1.3023,87.827112,,
2010-08-27,Friday,67.45,1.31191,88.48832949999999,,start
2010-08-28,Saturday,,,88.48832949999999,imputed from 346,
2010-08-29,Sunday,,,88.48832949999999,imputed from 347,
2010-08-30,Monday,67.36,1.29931,87.5215216,,
2010-08-31,Tuesday,67.54,1.28709,86.93005860000001,,
2010-09-01,Wednesday,67.55,1.30114,87.89200699999999,,
2010-09-02,Thursday,67.54,1.29875,87.71757500000001,,
2010-09-03,Friday,67.5,1.3109,88.48575,,start
2010-09-04,Saturday,,,88.48575,imputed from 353,
2010-09-05,Sunday,,,88.48575,imputed from 354,
2010-09-06,Monday,67.45,1.30347,87.9190515,,
2010-09-07,Tuesday,67.47,1.28255,86.5336485,,
2010-09-08,Wednesday,67.56,1.28665,86.92607400000001,,
2010-09-09,Thursday,67.53,1.2887,87.025911,,
2010-09-10,Friday,67.27,1.29305,86.9834735,,start
2010-09-11,Saturday,,,86.9834735,imputed from 360,
2010-09-12,Sunday,,,86.9834735,imputed from 361,
2010-09-13,Monday,67.01,1.29775,86.9622275,,
2010-09-14,Tuesday,67.17,1.29487,86.9764179,,
2010-09-15,Wednesday,67.05,1.30533,87.52237650000001,,
2010-09-16,Thursday,66.82,1.32856,88.77437919999998,,
2010-09-17,Friday,66.73,1.31765,87.92678450000001,,start
2010-09-18,Saturday,,,87.92678450000001,imputed from 367,
2010-09-19,Sunday,,,87.92678450000001,imputed from 368,
2010-09-20,Monday,66.5,1.3125,87.28125,,
2010-09-21,Tuesday,66.66,1.32144,88.0871904,,
2010-09-22,Wednesday,67.0,1.322,88.574,,
2010-09-23,Thursday,67.12,1.31212,88.0694944,,
2010-09-24,Friday,66.9,1.3268,88.76292000000001,,start
2010-09-25,Saturday,,,88.76292000000001,imputed from 374,
2010-09-26,Sunday,,,88.76292000000001,imputed from 375,
2010-09-27,Monday,67.08,1.32576,88.9319808,,
2010-09-28,Tuesday,66.93,1.32569,88.72843170000002,,
2010-09-29,Wednesday,66.97,1.33141,89.1645277,,
2010-09-30,Thursday,67.19,1.33961,90.0083959,,
2010-10-01,Friday,67.3,1.34287,90.375151,,start
2010-10-02,Saturday,,,90.375151,imputed from 381,
2010-10-03,Sunday,,,90.375151,imputed from 382,
2010-10-04,Monday,67.52,1.32947,89.7658144,,
2010-10-05,Tuesday,67.63,1.33722,90.4361886,,
2010-10-06,Wednesday,67.9,1.33935,90.941865,,
2010-10-07,Thursday,67.79,1.34573,91.22703670000001,,
2010-10-08,Friday,68.02,1.34194,91.27875879999999,,start
2010-10-09,Saturday,,,91.27875879999999,imputed from 388,
2010-10-10,Sunday,,,91.27875879999999,imputed from 389,
2010-10-11,Monday,68.11,1.33883,91.1877113,,
2010-10-12,Tuesday,68.14,1.33246,90.7938244,,
2010-10-13,Wednesday,67.99,1.33821,90.98489789999999,,
2010-10-14,Thursday,68.18,1.34214,91.50710520000001,,
2010-10-15,Friday,68.04,1.3401,91.18040400000001,,start
2010-10-16,Saturday,,,91.18040400000001,imputed from 395,
2010-10-17,Sunday,,,91.18040400000001,imputed from 396,
2010-10-18,Monday,68.1,1.33709,91.05582899999999,,
2010-10-19,Tuesday,67.88,1.33391,90.54581079999998,,
2010-10-20,Wednesday,67.8,1.34293,91.050654,,
2010-10-21,Thursday,67.55,1.34725,91.0067375,,
2010-10-22,Friday,67.61,1.36325,92.16933250000001,,start
2010-10-23,Saturday,,,92.16933250000001,imputed from 402,
2010-10-24,Sunday,,,92.16933250000001,imputed from 403,
2010-10-25,Monday,67.87,1.35594,92.0276478,,
2010-10-26,Tuesday,67.71,1.36412,92.36456519999999,,
2010-10-27,Wednesday,67.14,1.36376,91.56284640000001,,
2010-10-28,Thursday,67.17,1.37,92.0229,,
2010-10-29,Friday,67.14,1.37016,91.9925424,,start
2010-10-30,Saturday,,,91.9925424,imputed from 409,
2010-10-31,Sunday,,,91.9925424,imputed from 410,
2010-11-01,Monday,67.18,1.37796,92.57135280000001,,
2010-11-02,Tuesday,67.05,1.3744,92.15352,,
2010-11-03,Wednesday,67.11,1.37249,92.1078039,,
2010-11-04,Thursday,67.05,1.36164,91.297962,,
2010-11-05,Friday,67.03,1.34972,90.4717316,,start
2010-11-06,Saturday,,,90.4717316,imputed from 416,
2010-11-07,Sunday,,,90.4717316,imputed from 417,
2010-11-08,Monday,66.66,1.34475,89.64103499999999,,
2010-11-09,Tuesday,66.62,1.3334,88.831108,,
2010-11-10,Wednesday,66.39,1.338,88.82982000000001,,
2010-11-11,Thursday,65.75,1.33274,87.627655,,
2010-11-12,Friday,66.08,1.34323,88.76063839999999,,start
2010-11-13,Saturday,,,88.76063839999999,imputed from 423,
2010-11-14,Sunday,,,88.76063839999999,imputed from 424,
2010-11-15,Monday,66.19,1.33771,88.54302489999999,,
2010-11-16,Tuesday,65.82,1.34351,88.42982819999999,,
2010-11-17,Wednesday,65.87,1.34114,88.34089180000001,,
2010-11-18,Thursday,65.51,1.35855,88.9986105,,
2010-11-19,Friday,65.83,1.35672,89.3128776,,start
2010-11-20,Saturday,,,89.3128776,imputed from 430,
2010-11-21,Sunday,,,89.3128776,imputed from 431,
2010-11-22,Monday,66.01,1.34841,89.00854410000001,,
2010-11-23,Tuesday,65.77,1.333,87.67141,,
2010-11-24,Wednesday,65.42,1.328,86.87776000000001,,
2010-11-25,Thursday,65.16,1.33687,87.11044919999999,,
2010-11-26,Friday,65.03,1.32775,86.3435825,,start
2010-11-27,Saturday,,,86.3435825,imputed from 437,
2010-11-28,Sunday,,,86.3435825,imputed from 438,
2010-11-29,Monday,64.11,1.31271,84.1578381,,
2010-11-30,Tuesday,63.95,1.30294,83.323013,,
2010-12-01,Wednesday,64.67,1.31682,85.1587494,,
2010-12-02,Thursday,65.17,1.31156,85.47436520000001,,
2010-12-03,Friday,65.15,1.30628,85.10414200000001,,start
2010-12-04,Saturday,,,85.10414200000001,imputed from 444,
2010-12-05,Sunday,,,85.10414200000001,imputed from 445,
2010-12-06,Monday,64.98,1.30626,84.8807748,,
2010-12-07,Tuesday,64.71,1.30963,84.7461573,,
2010-12-08,Wednesday,64.7,1.30791,84.621777,,
2010-12-09,Thursday,64.73,1.302,84.27846000000001,,
2010-12-10,Friday,64.7,1.29746,83.94566200000001,,start
2010-12-11,Saturday,,,83.94566200000001,imputed from 451,
2010-12-12,Sunday,,,83.94566200000001,imputed from 452,
2010-12-13,Monday,64.51,1.2962,83.617862,,
2010-12-14,Tuesday,64.41,1.28365,82.6798965,,
2010-12-15,Wednesday,64.73,1.27915,82.7993795,,
2010-12-16,Thursday,64.35,1.2772,82.18781999999999,,
2010-12-17,Friday,64.33,1.27847,82.2439751,,start
2010-12-18,Saturday,,,82.2439751,imputed from 458,
2010-12-19,Sunday,,,82.2439751,imputed from 459,
2010-12-20,Monday,64.44,1.26671,81.6267924,,
2010-12-21,Tuesday,64.27,1.25513,80.6672051,,
2010-12-22,Wednesday,64.22,1.24724,80.0977528,,
2010-12-23,Thursday,64.15,1.25748,80.667342,,
2010-12-24,Friday,64.15,1.26271,81.0028465,imputed from 464,start
2010-12-25,Saturday,,,81.0028465,imputed from 465,
2010-12-26,Sunday,,,81.0028465,imputed from 466,
2010-12-27,Monday,63.89,1.26405,80.7601545,,
2010-12-28,Tuesday,63.79,1.24894,79.6698826,,
2010-12-29,Wednesday,63.44,1.25061,79.3386984,,
2010-12-30,Thursday,63.51,1.24241,78.9054591,,
2010-12-31,Friday,63.51,1.2507,79.431957,imputed from 471,start
2011-01-01,Saturday,,,79.431957,imputed from 472,
