date,weekday,NG1_Comdty_PX-LAST-CHF,imputed,NG1_Comdty_start
2019-11-14,Thursday,8.63842,,
2019-11-15,Friday,8.78731,,start
2019-11-16,Saturday,8.78731,imputed from 8127,
2019-11-17,Sunday,8.78731,imputed from 8128,
2019-11-18,Monday,8.37069,,
2019-11-19,Tuesday,8.21122,,
2019-11-20,Wednesday,8.37574,,
2019-11-21,Thursday,8.41464,,
2019-11-22,Friday,8.78077,,start
2019-11-23,Saturday,8.78077,imputed from 8134,
2019-11-24,Sunday,8.78077,imputed from 8135,
2019-11-25,Monday,8.33174,,
2019-11-26,Tuesday,8.17385,,
2019-11-27,Wednesday,8.08758,,
2019-11-28,Thursday,8.08758,imputed from 8139,
2019-11-29,Friday,7.37616,,start
2019-11-30,Saturday,7.37616,imputed from 8141,
2019-12-01,Sunday,7.37616,imputed from 8142,
2019-12-02,Monday,7.47412,,
2019-12-03,Tuesday,7.78775,,
2019-12-04,Wednesday,7.67703,,
2019-12-05,Thursday,7.75015,,
2019-12-06,Friday,7.47582,,start
2019-12-07,Saturday,7.47582,imputed from 8148,
2019-12-08,Sunday,7.47582,imputed from 8149,
2019-12-09,Monday,7.13828,,
2019-12-10,Tuesday,7.21426,,
2019-12-11,Wednesday,7.15242,,
2019-12-12,Thursday,7.42949,,
2019-12-13,Friday,7.31103,,start
2019-12-14,Saturday,7.31103,imputed from 8155,
2019-12-15,Sunday,7.31103,imputed from 8156,
2019-12-16,Monday,7.44599,,
2019-12-17,Tuesday,7.35351,,
2019-12-18,Wednesday,7.25035,,
2019-12-19,Thursday,7.18633,,
2019-12-20,Friday,7.40163,,start
2019-12-21,Saturday,7.40163,imputed from 8162,
2019-12-22,Sunday,7.40163,imputed from 8163,
2019-12-23,Monday,7.03273,,
2019-12-24,Tuesday,6.88527,,
2019-12-25,Wednesday,6.88527,imputed from 8166,
2019-12-26,Thursday,7.27869,,
2019-12-27,Friday,6.79482,,start
2019-12-28,Saturday,6.79482,imputed from 8169,
2019-12-29,Sunday,6.79482,imputed from 8170,
2019-12-30,Monday,6.62151,,
2019-12-31,Tuesday,6.61896,,
2020-01-01,Wednesday,6.61896,imputed from 8173,
2020-01-02,Thursday,6.45886,,
2020-01-03,Friday,6.46988,,start
2020-01-04,Saturday,6.46988,imputed from 8176,
2020-01-05,Sunday,6.46988,imputed from 8177,
2020-01-06,Monday,6.4677,,
2020-01-07,Tuesday,6.56573,,
2020-01-08,Wednesday,6.52004,,
2020-01-09,Thursday,6.59143,,
2020-01-10,Friday,6.70098,,start
2020-01-11,Saturday,6.70098,imputed from 8183,
2020-01-12,Sunday,6.70098,imputed from 8184,
2020-01-13,Monday,6.62237,,
2020-01-14,Tuesday,6.62454,,
2020-01-15,Wednesday,6.39175,,
2020-01-16,Thursday,6.27055,,
2020-01-17,Friday,6.06657,,start
2020-01-18,Saturday,6.06657,imputed from 8190,
2020-01-19,Sunday,6.06657,imputed from 8191,
2020-01-20,Monday,6.06657,imputed from 8192,
2020-01-21,Tuesday,5.74125,,
2020-01-22,Wednesday,5.77631,,
2020-01-23,Thursday,5.84059,,
2020-01-24,Friday,5.74999,,start
2020-01-25,Saturday,5.74999,imputed from 8197,
2020-01-26,Sunday,5.74999,imputed from 8198,
2020-01-27,Monday,5.77495,,
2020-01-28,Tuesday,5.89087,,
2020-01-29,Wednesday,5.76521,,
2020-01-30,Thursday,5.61738,,
2020-01-31,Friday,5.62796,,start
2020-02-01,Saturday,5.62796,imputed from 8204,
2020-02-02,Sunday,5.62796,imputed from 8205,
2020-02-03,Monday,5.5734,,
2020-02-04,Tuesday,5.75716,,
2020-02-05,Wednesday,5.74458,,
2020-02-06,Thursday,5.75889,,
2020-02-07,Friday,5.76125,,start
2020-02-08,Saturday,5.76125,imputed from 8211,
2020-02-09,Sunday,5.76125,imputed from 8212,
2020-02-10,Monday,5.47485,,
2020-02-11,Tuesday,5.53228,,
2020-02-12,Wednesday,5.719,,
2020-02-13,Thursday,5.66723,,
2020-02-14,Friday,5.71827,,start
2020-02-15,Saturday,5.71827,imputed from 8218,
2020-02-16,Sunday,5.71827,imputed from 8219,
2020-02-17,Monday,5.71827,imputed from 8220,
2020-02-18,Tuesday,6.17217,,
2020-02-19,Wednesday,6.1017,,
2020-02-20,Thursday,5.98881,,
2020-02-21,Friday,5.90879,,start
2020-02-22,Saturday,5.90879,imputed from 8225,
2020-02-23,Sunday,5.90879,imputed from 8226,
2020-02-24,Monday,5.66049,,
2020-02-25,Tuesday,5.71308,,
2020-02-26,Wednesday,5.68091,,
2020-02-27,Thursday,5.387,,
2020-02-28,Friday,5.16086,,start
2020-02-29,Saturday,5.16086,imputed from 8232,
2020-03-01,Sunday,5.16086,imputed from 8233,
2020-03-02,Monday,5.31483,,
2020-03-03,Tuesday,5.45712,,
2020-03-04,Wednesday,5.52973,,
2020-03-05,Thursday,5.31335,,
2020-03-06,Friday,5.06902,,start
2020-03-07,Saturday,5.06902,imputed from 8239,
2020-03-08,Sunday,5.06902,imputed from 8240,
2020-03-09,Monday,5.20643,,
2020-03-10,Tuesday,5.73955,,
2020-03-11,Wednesday,5.58186,,
2020-03-12,Thursday,5.51093,,
2020-03-13,Friday,5.63969,,start
2020-03-14,Saturday,5.63969,imputed from 8246,
2020-03-15,Sunday,5.63969,imputed from 8247,
2020-03-16,Monday,5.43999,,
2020-03-17,Tuesday,5.26594,,
2020-03-18,Wednesday,4.92991,,
2020-03-19,Thursday,5.16262,,
2020-03-20,Friday,5.01366,,start
2020-03-21,Saturday,5.01366,imputed from 8253,
2020-03-22,Sunday,5.01366,imputed from 8254,
2020-03-23,Monday,4.98155,,
2020-03-24,Tuesday,5.14433,,
2020-03-25,Wednesday,5.1378,,
2020-03-26,Thursday,4.99041,,
2020-03-27,Friday,4.93472,,start
2020-03-28,Saturday,4.93472,imputed from 8260,
2020-03-29,Sunday,4.93472,imputed from 8261,
2020-03-30,Monday,5.02116,,
2020-03-31,Tuesday,4.90204,,
2020-04-01,Wednesday,4.75197,,
2020-04-02,Thursday,4.67695,,
2020-04-03,Friday,4.90796,,start
2020-04-04,Saturday,4.90796,imputed from 8267,
2020-04-05,Sunday,4.90796,imputed from 8268,
2020-04-06,Monday,5.23565,,
2020-04-07,Tuesday,5.56323,,
2020-04-08,Wednesday,5.35927,,
2020-04-09,Thursday,5.18217,,
2020-04-10,Friday,5.18217,imputed from 8273,start
2020-04-11,Saturday,5.18217,imputed from 8274,
2020-04-12,Sunday,5.18217,imputed from 8275,
2020-04-13,Monday,5.15686,,
2020-04-14,Tuesday,4.90794,,
2020-04-15,Wednesday,4.7681,,
2020-04-16,Thursday,5.06145,,
2020-04-17,Friday,5.24903,,start
2020-04-18,Saturday,5.24903,imputed from 8281,
2020-04-19,Sunday,5.24903,imputed from 8282,
2020-04-20,Monday,5.75987,,
2020-04-21,Tuesday,5.46898,,
2020-04-22,Wednesday,5.83357,,
2020-04-23,Thursday,5.46501,,
2020-04-24,Friday,5.27345,,start
2020-04-25,Saturday,5.27345,imputed from 8288,
2020-04-26,Sunday,5.27345,imputed from 8289,
2020-04-27,Monday,5.49619,,
2020-04-28,Tuesday,5.57883,,
2020-04-29,Wednesday,5.36137,,
2020-04-30,Thursday,5.53359,,
2020-05-01,Friday,5.33332,,start
2020-05-02,Saturday,5.33332,imputed from 8295,
2020-05-03,Sunday,5.33332,imputed from 8296,
2020-05-04,Monday,5.65442,,
2020-05-05,Tuesday,6.10085,,
2020-05-06,Wednesday,5.56394,,
2020-05-07,Thursday,5.42195,,
2020-05-08,Friday,5.19781,,start
2020-05-09,Saturday,5.19781,imputed from 8302,
2020-05-10,Sunday,5.19781,imputed from 8303,
2020-05-11,Monday,5.21924,,
2020-05-12,Tuesday,4.89807,,
2020-05-13,Wednesday,4.61425,,
2020-05-14,Thursday,4.8117,,
2020-05-15,Friday,4.70572,,start
2020-05-16,Saturday,4.70572,imputed from 8309,
2020-05-17,Sunday,4.70572,imputed from 8310,
2020-05-18,Monday,5.09214,,
2020-05-19,Tuesday,5.22584,,
2020-05-20,Wednesday,5.02197,,
2020-05-21,Thursday,4.87361,,
2020-05-22,Friday,4.94567,,start
2020-05-23,Saturday,4.94567,imputed from 8316,
2020-05-24,Sunday,4.94567,imputed from 8317,
2020-05-25,Monday,4.94567,imputed from 8318,
2020-05-26,Tuesday,5.09015,,
2020-05-27,Wednesday,4.94903,,
2020-05-28,Thursday,4.76798,,
2020-05-29,Friday,4.81638,,start
2020-05-30,Saturday,4.81638,imputed from 8323,
2020-05-31,Sunday,4.81638,imputed from 8324,
2020-06-01,Monday,4.61861,,
2020-06-02,Tuesday,4.62931,,
2020-06-03,Wednesday,4.74344,,
2020-06-04,Thursday,4.71644,,
2020-06-05,Friday,4.64475,,start
2020-06-06,Saturday,4.64475,imputed from 8330,
2020-06-07,Sunday,4.64475,imputed from 8331,
2020-06-08,Monday,4.63877,,
2020-06-09,Tuesday,4.54344,,
2020-06-10,Wednesday,4.55855,,
2020-06-11,Thursday,4.61114,,
2020-06-12,Friday,4.46869,,start
2020-06-13,Saturday,4.46869,imputed from 8337,
2020-06-14,Sunday,4.46869,imputed from 8338,
2020-06-15,Monday,4.28739,,
2020-06-16,Tuesday,4.15004,,
2020-06-17,Wednesday,4.21663,,
2020-06-18,Thursday,4.22284,,
2020-06-19,Friday,4.3005,,start
2020-06-20,Saturday,4.3005,imputed from 8344,
2020-06-21,Sunday,4.3005,imputed from 8345,
2020-06-22,Monday,4.27049,,
2020-06-23,Tuesday,4.18878,,
2020-06-24,Wednesday,4.09638,,
2020-06-25,Thursday,3.80501,,
2020-06-26,Friday,3.83515,,start
2020-06-27,Saturday,3.83515,imputed from 8351,
2020-06-28,Sunday,3.83515,imputed from 8352,
2020-06-29,Monday,4.26785,,
2020-06-30,Tuesday,4.34885,,
2020-07-01,Wednesday,4.14359,,
2020-07-02,Thursday,4.30254,,
2020-07-03,Friday,4.30254,imputed from 8357,start
2020-07-04,Saturday,4.30254,imputed from 8358,
2020-07-05,Sunday,4.30254,imputed from 8359,
2020-07-06,Monday,4.51771,,
2020-07-07,Tuesday,4.63176,,
2020-07-08,Wednesday,4.48472,,
2020-07-09,Thursday,4.38667,,
2020-07-10,Friday,4.45315,,start
2020-07-11,Saturday,4.45315,imputed from 8365,
2020-07-12,Sunday,4.45315,imputed from 8366,
2020-07-13,Monday,4.2885,,
2020-07-14,Tuesday,4.29706,,
2020-07-15,Wednesday,4.40286,,
2020-07-16,Thursday,4.26305,,
2020-07-17,Friday,4.2295,,start
2020-07-18,Saturday,4.2295,imputed from 8372,
2020-07-19,Sunday,4.2295,imputed from 8373,
2020-07-20,Monday,4.04338,,
2020-07-21,Tuesday,4.09729,,
2020-07-22,Wednesday,4.09698,,
2020-07-23,Thursday,4.32891,,
2020-07-24,Friday,4.37379,,start
2020-07-25,Saturday,4.37379,imputed from 8379,
2020-07-26,Sunday,4.37379,imputed from 8380,
2020-07-27,Monday,4.18613,,
2020-07-28,Tuesday,4.32706,,
2020-07-29,Wednesday,4.46463,,
2020-07-30,Thursday,4.22172,,
2020-07-31,Friday,4.16022,,start
2020-08-01,Saturday,4.16022,imputed from 8386,
2020-08-02,Sunday,4.16022,imputed from 8387,
2020-08-03,Monday,4.89053,,
2020-08-04,Tuesday,5.08191,,
2020-08-05,Wednesday,5.03289,,
2020-08-06,Thursday,4.99071,,
2020-08-07,Friday,5.18222,,start
2020-08-08,Saturday,5.18222,imputed from 8393,
2020-08-09,Sunday,5.18222,imputed from 8394,
2020-08-10,Monday,4.98649,,
2020-08-11,Tuesday,5.03367,,
2020-08-12,Wednesday,4.9651,,
2020-08-13,Thursday,5.02879,,
2020-08-14,Friday,5.42503,,start
2020-08-15,Saturday,5.42503,imputed from 8400,
2020-08-16,Sunday,5.42503,imputed from 8401,
2020-08-17,Monday,5.36515,,
2020-08-18,Tuesday,5.52509,,
2020-08-19,Wednesday,5.60587,,
2020-08-20,Thursday,5.41344,,
2020-08-21,Friday,5.66291,,start
2020-08-22,Saturday,5.66291,imputed from 8407,
2020-08-23,Sunday,5.66291,imputed from 8408,
2020-08-24,Monday,5.79609,,
2020-08-25,Tuesday,5.73065,,
2020-08-26,Wednesday,5.65621,,
2020-08-27,Thursday,5.97081,,
2020-08-28,Friday,5.82123,,start
2020-08-29,Saturday,5.82123,imputed from 8414,
2020-08-30,Sunday,5.82123,imputed from 8415,
2020-08-31,Monday,5.7487,,
2020-09-01,Tuesday,5.55844,,
2020-09-02,Wednesday,5.48751,,
2020-09-03,Thursday,5.48129,,
2020-09-04,Friday,5.72708,,start
2020-09-05,Saturday,5.72708,imputed from 8421,
2020-09-06,Sunday,5.72708,imputed from 8422,
2020-09-07,Monday,5.72708,imputed from 8423,
2020-09-08,Tuesday,5.32499,,
2020-09-09,Wednesday,5.32083,,
2020-09-10,Thursday,5.10915,,
2020-09-11,Friday,4.99478,,start
2020-09-12,Saturday,4.99478,imputed from 8428,
2020-09-13,Sunday,4.99478,imputed from 8429,
2020-09-14,Monday,5.07553,,
2020-09-15,Tuesday,5.19379,,
2020-09-16,Wednesday,4.98434,,
2020-09-17,Thursday,4.49805,,
2020-09-18,Friday,4.50829,,start
2020-09-19,Saturday,4.50829,imputed from 8435,
2020-09-20,Sunday,4.50829,imputed from 8436,
2020-09-21,Monday,4.07007,,
2020-09-22,Tuesday,4.08739,,
2020-09-23,Wednesday,4.74725,,
2020-09-24,Thursday,5.04163,,
2020-09-25,Friday,4.81322,,start
2020-09-26,Saturday,4.81322,imputed from 8442,
2020-09-27,Sunday,4.81322,imputed from 8443,
2020-09-28,Monday,4.76789,,
2020-09-29,Tuesday,4.34415,,
2020-09-30,Wednesday,4.2958,,
2020-10-01,Thursday,4.28368,,
2020-10-02,Friday,4.13956,,start
2020-10-03,Saturday,4.13956,imputed from 8449,
2020-10-04,Sunday,4.13956,imputed from 8450,
2020-10-05,Monday,4.41742,,
2020-10-06,Tuesday,4.25415,,
2020-10-07,Wednesday,4.40654,,
2020-10-08,Thursday,4.44787,,
2020-10-09,Friday,4.60144,,start
2020-10-10,Saturday,4.60144,imputed from 8456,
2020-10-11,Sunday,4.60144,imputed from 8457,
2020-10-12,Monday,4.83274,,
2020-10-13,Tuesday,4.82021,,
2020-10-14,Wednesday,4.43976,,
2020-10-15,Thursday,4.68258,,
2020-10-16,Friday,4.6833,,start
2020-10-17,Saturday,4.6833,imputed from 8463,
2020-10-18,Sunday,4.6833,imputed from 8464,
2020-10-19,Monday,4.69003,,
2020-10-20,Tuesday,4.87513,,
2020-10-21,Wednesday,5.04361,,
2020-10-22,Thursday,5.03356,,
2020-10-23,Friday,4.96234,,start
2020-10-24,Saturday,4.96234,imputed from 8470,
2020-10-25,Sunday,4.96234,imputed from 8471,
2020-10-26,Monday,5.06146,,
2020-10-27,Tuesday,5.05031,,
2020-10-28,Wednesday,5.03696,,
2020-10-29,Thursday,5.09114,,
2020-10-30,Friday,5.17401,,start
2020-10-31,Saturday,5.17401,imputed from 8477,
2020-11-01,Sunday,5.17401,imputed from 8478,
2020-11-02,Monday,5.02233,,
2020-11-03,Tuesday,4.69732,,
2020-11-04,Wednesday,4.67633,,
2020-11-05,Thursday,4.48499,,
2020-11-06,Friday,4.36915,,start
2020-11-07,Saturday,4.36915,imputed from 8484,
2020-11-08,Sunday,4.36915,imputed from 8485,
2020-11-09,Monday,4.38636,,
2020-11-10,Tuesday,4.53485,,
2020-11-11,Wednesday,4.67727,,
2020-11-12,Thursday,4.58138,,
2020-11-13,Friday,4.60206,,start
2020-11-14,Saturday,4.60206,imputed from 8491,
2020-11-15,Sunday,4.60206,imputed from 8492,
2020-11-16,Monday,4.13872,,
2020-11-17,Tuesday,4.12425,,
2020-11-18,Wednesday,4.15033,,
2020-11-19,Thursday,3.97759,,
2020-11-20,Friday,4.06481,,start
2020-11-21,Saturday,4.06481,imputed from 8498,
2020-11-22,Sunday,4.06481,imputed from 8499,
2020-11-23,Monday,4.15975,,
2020-11-24,Tuesday,4.25982,,
2020-11-25,Wednesday,4.42412,,
2020-11-26,Thursday,4.42412,imputed from 8503,
2020-11-27,Friday,4.23331,,start
2020-11-28,Saturday,4.23331,imputed from 8505,
2020-11-29,Sunday,4.23331,imputed from 8506,
2020-11-30,Monday,4.29518,,
2020-12-01,Tuesday,4.26661,,
2020-12-02,Wednesday,4.09925,,
2020-12-03,Thursday,3.6769,,
2020-12-04,Friday,3.7724,,start
2020-12-05,Saturday,3.7724,imputed from 8512,
2020-12-06,Sunday,3.7724,imputed from 8513,
2020-12-07,Monday,3.52085,,
2020-12-08,Tuesday,3.50745,,
2020-12-09,Wednesday,3.57795,,
2020-12-10,Thursday,3.72967,,
2020-12-11,Friday,3.79243,,start
2020-12-12,Saturday,3.79243,imputed from 8519,
2020-12-13,Sunday,3.79243,imputed from 8520,
2020-12-14,Monday,3.91018,,
2020-12-15,Tuesday,3.9093,,
2020-12-16,Wednesday,3.90641,,
2020-12-17,Thursday,3.83574,,
2020-12-18,Friday,3.93065,,start
2020-12-19,Saturday,3.93065,imputed from 8526,
2020-12-20,Sunday,3.93065,imputed from 8527,
2020-12-21,Monday,3.9406,,
2020-12-22,Tuesday,4.06678,,
2020-12-23,Wednesday,3.81173,,
2020-12-24,Thursday,3.69428,,
2020-12-25,Friday,3.69428,imputed from 8532,start
2020-12-26,Saturday,3.69428,imputed from 8533,
2020-12-27,Sunday,3.69428,imputed from 8534,
2020-12-28,Monday,3.37571,,
2020-12-29,Tuesday,3.52464,,
2020-12-30,Wednesday,3.48699,,
2020-12-31,Thursday,3.66455,,
2021-01-01,Friday,3.66455,imputed from 8539,start
2021-01-02,Saturday,3.66455,imputed from 8540,
2021-01-03,Sunday,3.66455,imputed from 8541,
2021-01-04,Monday,3.70918,,
2021-01-05,Tuesday,3.86809,,
2021-01-06,Wednesday,3.90097,,
2021-01-07,Thursday,3.937,,
2021-01-08,Friday,3.90044,,start
2021-01-09,Saturday,3.90044,imputed from 8547,
2021-01-10,Sunday,3.90044,imputed from 8548,
2021-01-11,Monday,3.98267,,
2021-01-12,Tuesday,3.99047,,
2021-01-13,Wednesday,3.94478,,
2021-01-14,Thursday,3.85306,,
2021-01-15,Friday,3.97174,,start
2021-01-16,Saturday,3.97174,imputed from 8554,
2021-01-17,Sunday,3.97174,imputed from 8555,
2021-01-18,Monday,3.97174,imputed from 8556,
2021-01-19,Tuesday,3.69043,,
2021-01-20,Wednesday,3.68566,,
2021-01-21,Thursday,3.60014,,
2021-01-22,Friday,3.53351,,start
2021-01-23,Saturday,3.53351,imputed from 8561,
2021-01-24,Sunday,3.53351,imputed from 8562,
2021-01-25,Monday,3.76735,,
2021-01-26,Tuesday,3.84208,,
2021-01-27,Wednesday,3.94227,,
2021-01-28,Thursday,3.8877,,
2021-01-29,Friday,3.75103,,start
2021-01-30,Saturday,3.75103,imputed from 8568,
2021-01-31,Sunday,3.75103,imputed from 8569,
2021-02-01,Monday,4.19753,,
2021-02-02,Tuesday,4.20092,,
2021-02-03,Wednesday,4.12052,,
2021-02-04,Thursday,4.3584,,
2021-02-05,Friday,4.23267,,start
2021-02-06,Saturday,4.23267,imputed from 8575,
2021-02-07,Sunday,4.23267,imputed from 8576,
2021-02-08,Monday,4.25508,,
2021-02-09,Tuesday,4.15774,,
2021-02-10,Wednesday,4.25294,,
2021-02-11,Thursday,4.19624,,
2021-02-12,Friday,4.26493,,start
2021-02-13,Saturday,4.26493,imputed from 8582,
2021-02-14,Sunday,4.26493,imputed from 8583,
2021-02-15,Monday,4.26493,imputed from 8584,
2021-02-16,Tuesday,4.58737,,
2021-02-17,Wednesday,4.74999,,
2021-02-18,Thursday,4.53872,,
2021-02-19,Friday,4.51806,,start
2021-02-20,Saturday,4.51806,imputed from 8589,
2021-02-21,Sunday,4.51806,imputed from 8590,
2021-02-22,Monday,4.3439,,
2021-02-23,Tuesday,4.27524,,
2021-02-24,Wednesday,4.20005,,
2021-02-25,Thursday,4.15967,,
2021-02-26,Friday,4.17408,,start
2021-02-27,Saturday,4.17408,imputed from 8596,
2021-02-28,Sunday,4.17408,imputed from 8597,
2021-03-01,Monday,4.20518,,
2021-03-02,Tuesday,4.29672,,
2021-03-03,Wednesday,4.28196,,
2021-03-04,Thursday,4.22143,,
2021-03-05,Friday,4.16343,,start
2021-03-06,Saturday,4.16343,imputed from 8603,
2021-03-07,Sunday,4.16343,imputed from 8604,
2021-03-08,Monday,4.1258,,
2021-03-09,Tuesday,4.0923,,
2021-03-10,Wednesday,4.14777,,
2021-03-11,Thursday,4.08694,,
2021-03-12,Friday,3.99828,,start
2021-03-13,Saturday,3.99828,imputed from 8610,
2021-03-14,Sunday,3.99828,imputed from 8611,
2021-03-15,Monday,3.81742,,
2021-03-16,Tuesday,3.92584,,
2021-03-17,Wednesday,3.88086,,
2021-03-18,Thursday,3.80788,,
2021-03-19,Friday,3.9,,start
2021-03-20,Saturday,3.9,imputed from 8617,
2021-03-21,Sunday,3.9,imputed from 8618,
2021-03-22,Monday,3.94666,,
2021-03-23,Tuesday,3.87714,,
2021-03-24,Wednesday,3.89802,,
2021-03-25,Thursday,3.99554,,
2021-03-26,Friday,3.97744,,start
2021-03-27,Saturday,3.97744,imputed from 8624,
2021-03-28,Sunday,3.97744,imputed from 8625,
2021-03-29,Monday,4.02222,,
2021-03-30,Tuesday,3.99539,,
2021-03-31,Wednesday,3.97128,,
2021-04-01,Thursday,4.01422,,
2021-04-02,Friday,4.02061,,start
2021-04-03,Saturday,4.02061,imputed from 8631,
2021-04-04,Sunday,4.02061,imputed from 8632,
2021-04-05,Monday,3.79882,,
2021-04-06,Tuesday,3.70132,,
2021-04-07,Wednesday,3.78148,,
2021-04-08,Thursday,3.7645,,
2021-04-09,Friday,3.77741,,start
2021-04-10,Saturday,3.77741,imputed from 8638,
2021-04-11,Sunday,3.77741,imputed from 8639,
2021-04-12,Monday,3.81775,,
2021-04-13,Tuesday,3.89998,,
2021-04-14,Wednesday,3.90272,,
2021-04-15,Thursday,3.96278,,
2021-04-16,Friday,3.98518,,start
2021-04-17,Saturday,3.98518,imputed from 8645,
2021-04-18,Sunday,3.98518,imputed from 8646,
2021-04-19,Monday,4.06601,,
2021-04-20,Tuesday,4.03788,,
2021-04-21,Wednesday,3.99041,,
2021-04-22,Thursday,4.08245,,
2021-04-23,Friday,4.03526,,start
2021-04-24,Saturday,4.03526,imputed from 8652,
2021-04-25,Sunday,4.03526,imputed from 8653,
2021-04-26,Monday,4.1226,,
2021-04-27,Tuesday,4.24385,,
2021-04-28,Wednesday,4.26421,,
2021-04-29,Thursday,4.17983,,
2021-04-30,Friday,4.22335,,start
2021-05-01,Saturday,4.22335,imputed from 8659,
2021-05-02,Sunday,4.22335,imputed from 8660,
2021-05-03,Monday,4.26957,,
2021-05-04,Tuesday,4.27851,,
2021-05-05,Wednesday,4.23669,,
2021-05-06,Thursday,4.20147,,
2021-05-07,Friday,4.21137,,start
2021-05-08,Saturday,4.21137,imputed from 8666,
2021-05-09,Sunday,4.21137,imputed from 8667,
2021-05-10,Monday,4.1651,,
2021-05-11,Tuesday,4.21223,,
2021-05-12,Wednesday,4.26077,,
2021-05-13,Thursday,4.25196,,
2021-05-14,Friday,4.21891,,start
2021-05-15,Saturday,4.21891,imputed from 8673,
2021-05-16,Sunday,4.21891,imputed from 8674,
2021-05-17,Monday,4.42537,,
2021-05-18,Tuesday,4.26876,,
2021-05-19,Wednesday,4.21336,,
2021-05-20,Thursday,4.14961,,
2021-05-21,Friday,4.12495,,start
2021-05-22,Saturday,4.12495,imputed from 8680,
2021-05-23,Sunday,4.12495,imputed from 8681,
2021-05-24,Monday,4.08563,,
2021-05-25,Tuesday,4.12155,,
2021-05-26,Wednesday,4.20015,,
2021-05-27,Thursday,4.10487,,
2021-05-28,Friday,4.15249,,start
2021-05-29,Saturday,4.15249,imputed from 8687,
2021-05-30,Sunday,4.15249,imputed from 8688,
2021-05-31,Monday,4.15249,imputed from 8689,
2021-06-01,Tuesday,4.30028,,
2021-06-02,Wednesday,4.27056,,
2021-06-03,Thursday,4.25343,,
2021-06-04,Friday,4.30734,,start
2021-06-05,Saturday,4.30734,imputed from 8694,
2021-06-06,Sunday,4.30734,imputed from 8695,
2021-06-07,Monday,4.25839,,
2021-06-08,Tuesday,4.33643,,
2021-06-09,Wednesday,4.33685,,
2021-06-10,Thursday,4.35678,,
2021-06-11,Friday,4.58207,,start
2021-06-12,Saturday,4.58207,imputed from 8701,
2021-06-13,Sunday,4.58207,imputed from 8702,
2021-06-14,Monday,4.66096,,
2021-06-15,Tuesday,4.50221,,
2021-06-16,Wednesday,4.5175,,
2021-06-17,Thursday,4.62036,,
2021-06-18,Friday,4.5808,,start
2021-06-19,Saturday,4.5808,imputed from 8708,
2021-06-20,Sunday,4.5808,imputed from 8709,
2021-06-21,Monday,4.52885,,
2021-06-22,Tuesday,4.62696,,
2021-06-23,Wednesday,4.73244,,
2021-06-24,Thursday,4.85419,,
2021-06-25,Friday,4.95794,,start
2021-06-26,Saturday,4.95794,imputed from 8715,
2021-06-27,Sunday,4.95794,imputed from 8716,
2021-06-28,Monday,5.07234,,
2021-06-29,Tuesday,5.13238,,
2021-06-30,Wednesday,5.187,,
2021-07-01,Thursday,5.20432,,
2021-07-02,Friday,5.24158,,start
2021-07-03,Saturday,5.24158,imputed from 8722,
2021-07-04,Sunday,5.24158,imputed from 8723,
2021-07-05,Monday,5.24158,imputed from 8724,
2021-07-06,Tuesday,5.16517,,
2021-07-07,Wednesday,5.11081,,
2021-07-08,Thursday,5.18437,,
2021-07-09,Friday,5.16074,,start
2021-07-10,Saturday,5.16074,imputed from 8729,
2021-07-11,Sunday,5.16074,imputed from 8730,
2021-07-12,Monday,5.26955,,
2021-07-13,Tuesday,5.2047,,
2021-07-14,Wednesday,5.13939,,
2021-07-15,Thursday,5.09921,,
2021-07-16,Friday,5.18613,,start
2021-07-17,Saturday,5.18613,imputed from 8736,
2021-07-18,Sunday,5.18613,imputed from 8737,
2021-07-19,Monday,5.32564,,
2021-07-20,Tuesday,5.48615,,
2021-07-21,Wednesday,5.58296,,
2021-07-22,Thursday,5.65361,,
2021-07-23,Friday,5.73848,,start
2021-07-24,Saturday,5.73848,imputed from 8743,
2021-07-25,Sunday,5.73848,imputed from 8744,
2021-07-26,Monday,5.76572,,
2021-07-27,Tuesday,5.56878,,
2021-07-28,Wednesday,5.60226,,
2021-07-29,Thursday,5.69074,,
2021-07-30,Friday,5.48685,,start
2021-07-31,Saturday,5.48685,imputed from 8750,
2021-08-01,Sunday,5.48685,imputed from 8751,
2021-08-02,Monday,5.50959,,
2021-08-03,Tuesday,5.63093,,
2021-08-04,Wednesday,5.8289,,
2021-08-05,Thursday,5.80623,,
2021-08-06,Friday,5.86258,,start
2021-08-07,Saturday,5.86258,imputed from 8757,
2021-08-08,Sunday,5.86258,imputed from 8758,
2021-08-09,Monday,5.7763,,
2021-08-10,Tuesday,5.83969,,
2021-08-11,Wednesday,5.78241,,
2021-08-12,Thursday,5.6169,,
2021-08-13,Friday,5.46869,,start
2021-08-14,Saturday,5.46869,imputed from 8764,
2021-08-15,Sunday,5.46869,imputed from 8765,
2021-08-16,Monday,5.56955,,
2021-08-17,Tuesday,5.42876,,
2021-08-18,Wednesday,5.47024,,
2021-08-19,Thursday,5.43485,,
2021-08-20,Friday,5.46108,,start
2021-08-21,Saturday,5.46108,imputed from 8771,
2021-08-22,Sunday,5.46108,imputed from 8772,
2021-08-23,Monday,5.57241,,
2021-08-24,Tuesday,5.50139,,
2021-08-25,Wednesday,5.50762,,
2021-08-26,Thursday,5.9456,,
2021-08-27,Friday,6.15583,,start
2021-08-28,Saturday,6.15583,imputed from 8778,
2021-08-29,Sunday,6.15583,imputed from 8779,
