date,weekday,NG1_Comdty_PX-LAST-CHF,imputed,NG1_Comdty_start
2002-10-13,Sunday,1130.60047,imputed from 1884,
2002-10-14,Monday,1172.22802,,
2002-10-15,Tuesday,1168.20821,,
2002-10-16,Wednesday,1159.60053,,
2002-10-17,Thursday,1194.8328,,
2002-10-18,Friday,1177.68956,,start
2002-10-19,Saturday,1177.68956,imputed from 1890,
2002-10-20,Sunday,1177.68956,imputed from 1891,
2002-10-21,Monday,1153.53341,,
2002-10-22,Tuesday,1131.43019,,
2002-10-23,Wednesday,1174.91468,,
2002-10-24,Thursday,1143.15295,,
2002-10-25,Friday,1111.44673,,start
2002-10-26,Saturday,1111.44673,imputed from 1897,
2002-10-27,Sunday,1111.44673,imputed from 1898,
2002-10-28,Monday,1143.00106,,
2002-10-29,Tuesday,1122.63025,,
2002-10-30,Wednesday,1158.60972,,
2002-10-31,Thursday,1088.63189,,
2002-11-01,Friday,1055.57046,,start
2002-11-02,Saturday,1055.57046,imputed from 1904,
2002-11-03,Sunday,1055.57046,imputed from 1905,
2002-11-04,Monday,1005.92654,,
2002-11-05,Tuesday,1006.31733,,
2002-11-06,Wednesday,1002.49008,,
2002-11-07,Thursday,985.37247,,
2002-11-08,Friday,998.77289,,start
2002-11-09,Saturday,998.77289,imputed from 1911,
2002-11-10,Sunday,998.77289,imputed from 1912,
2002-11-11,Monday,968.3925,,
2002-11-12,Tuesday,993.65355,,
2002-11-13,Wednesday,1000.29615,,
2002-11-14,Thursday,1001.18056,,
2002-11-15,Friday,1025.29454,,start
2002-11-16,Saturday,1025.29454,imputed from 1918,
2002-11-17,Sunday,1025.29454,imputed from 1919,
2002-11-18,Monday,1100.03825,,
2002-11-19,Tuesday,1103.60006,,
2002-11-20,Wednesday,1103.97345,,
2002-11-21,Thursday,1133.85014,,
2002-11-22,Friday,1114.3639,,start
2002-11-23,Saturday,1114.3639,imputed from 1925,
2002-11-24,Sunday,1114.3639,imputed from 1926,
2002-11-25,Monday,1120.5913,,
2002-11-26,Tuesday,1100.70339,,
2002-11-27,Wednesday,1091.86255,,
2002-11-28,Thursday,1091.86255,imputed from 1930,
2002-11-29,Friday,1091.86255,imputed from 1930,start
2002-11-30,Saturday,1091.86255,imputed from 1932,
2002-12-01,Sunday,1091.86255,imputed from 1933,
2002-12-02,Monday,1117.24787,,
2002-12-03,Tuesday,1089.91068,,
2002-12-04,Wednesday,1103.90003,,
2002-12-05,Thursday,1132.71633,,
2002-12-06,Friday,1117.92186,,start
2002-12-07,Saturday,1117.92186,imputed from 1939,
2002-12-08,Sunday,1117.92186,imputed from 1940,
2002-12-09,Monday,1111.57202,,
2002-12-10,Tuesday,1182.69464,,
2002-12-11,Wednesday,1202.6339,,
2002-12-12,Thursday,1288.83679,,
2002-12-13,Friday,1338.40697,,start
2002-12-14,Saturday,1338.40697,imputed from 1946,
2002-12-15,Sunday,1338.40697,imputed from 1947,
2002-12-16,Monday,1347.06016,,
2002-12-17,Tuesday,1310.60259,,
2002-12-18,Wednesday,1316.97219,,
2002-12-19,Thursday,1258.09853,,
2002-12-20,Friday,1290.09881,,start
2002-12-21,Saturday,1290.09881,imputed from 1953,
2002-12-22,Sunday,1290.09881,imputed from 1954,
2002-12-23,Monday,1271.277,,
2002-12-24,Tuesday,1266.23655,,
2002-12-25,Wednesday,1266.23655,imputed from 1957,
2002-12-26,Thursday,1216.36709,,
2002-12-27,Friday,1216.29278,,start
2002-12-28,Saturday,1216.29278,imputed from 1960,
2002-12-29,Sunday,1216.29278,imputed from 1961,
2002-12-30,Monday,1155.6136,,
2002-12-31,Tuesday,1148.06297,,
2003-01-01,Wednesday,1148.06297,imputed from 1964,
2003-01-02,Thursday,1278.67905,,
2003-01-03,Friday,1296.1333,,start
2003-01-04,Saturday,1296.1333,imputed from 1967,
2003-01-05,Sunday,1296.1333,imputed from 1968,
2003-01-06,Monday,1192.91016,,
2003-01-07,Tuesday,1246.70452,,
2003-01-08,Wednesday,1241.9881,,
2003-01-09,Thursday,1280.81812,,
2003-01-10,Friday,1234.17635,,start
2003-01-11,Saturday,1234.17635,imputed from 1974,
2003-01-12,Sunday,1234.17635,imputed from 1975,
2003-01-13,Monday,1260.27555,,
2003-01-14,Tuesday,1226.95508,,
2003-01-15,Wednesday,1303.04833,,
2003-01-16,Thursday,1348.37401,,
2003-01-17,Friday,1315.03819,,start
2003-01-18,Saturday,1315.03819,imputed from 1981,
2003-01-19,Sunday,1315.03819,imputed from 1982,
2003-01-20,Monday,1315.03819,imputed from 1983,
2003-01-21,Tuesday,1285.10394,,
2003-01-22,Wednesday,1342.36489,,
2003-01-23,Thursday,1287.04004,,
2003-01-24,Friday,1296.56525,,start
2003-01-25,Saturday,1296.56525,imputed from 1988,
2003-01-26,Sunday,1296.56525,imputed from 1989,
2003-01-27,Monday,1267.55159,,
2003-01-28,Tuesday,1281.37735,,
2003-01-29,Wednesday,1343.45604,,
2003-01-30,Thursday,1339.8576,,
2003-01-31,Friday,1351.75635,,start
2003-02-01,Saturday,1351.75635,imputed from 1995,
2003-02-02,Sunday,1351.75635,imputed from 1996,
2003-02-03,Monday,1384.48696,,
2003-02-04,Tuesday,1367.98811,,
2003-02-05,Wednesday,1356.48649,,
2003-02-06,Thursday,1389.61538,,
2003-02-07,Friday,1445.99202,,start
2003-02-08,Saturday,1445.99202,imputed from 2002,
2003-02-09,Sunday,1445.99202,imputed from 2003,
2003-02-10,Monday,1407.71522,,
2003-02-11,Tuesday,1439.04849,,
2003-02-12,Wednesday,1396.18653,,
2003-02-13,Thursday,1369.64456,,
2003-02-14,Friday,1407.37154,,start
2003-02-15,Saturday,1407.37154,imputed from 2009,
2003-02-16,Sunday,1407.37154,imputed from 2010,
2003-02-17,Monday,1407.37154,imputed from 2011,
2003-02-18,Tuesday,1434.20159,,
2003-02-19,Wednesday,1479.87571,,
2003-02-20,Thursday,1473.05489,,
2003-02-21,Friday,1584.08539,,start
2003-02-22,Saturday,1584.08539,imputed from 2016,
2003-02-23,Sunday,1584.08539,imputed from 2017,
2003-02-24,Monday,2186.81924,,
2003-02-25,Tuesday,2282.67462,,
2003-02-26,Wednesday,2567.60948,,
2003-02-27,Thursday,2611.93868,,
2003-02-28,Friday,2813.39585,,start
2003-03-01,Saturday,2813.39585,imputed from 2023,
2003-03-02,Sunday,2813.39585,imputed from 2024,
2003-03-03,Monday,2463.23662,,
2003-03-04,Tuesday,2416.02493,,
2003-03-05,Wednesday,2392.78191,,
2003-03-06,Thursday,2336.49538,,
2003-03-07,Friday,2397.22366,,start
2003-03-08,Saturday,2397.22366,imputed from 2030,
2003-03-09,Sunday,2397.22366,imputed from 2031,
2003-03-10,Monday,2214.32221,,
2003-03-11,Tuesday,2026.95559,,
2003-03-12,Wednesday,2002.42176,,
2003-03-13,Thursday,1853.71218,,
2003-03-14,Friday,1904.08827,,start
2003-03-15,Saturday,1904.08827,imputed from 2037,
2003-03-16,Sunday,1904.08827,imputed from 2038,
2003-03-17,Monday,1952.05823,,
2003-03-18,Tuesday,1893.60256,,
2003-03-19,Wednesday,1882.1162,,
2003-03-20,Thursday,1887.20366,,
2003-03-21,Friday,1844.66616,,start
2003-03-22,Saturday,1844.66616,imputed from 2044,
2003-03-23,Sunday,1844.66616,imputed from 2045,
2003-03-24,Monday,1864.44738,,
2003-03-25,Tuesday,1800.80823,,
2003-03-26,Wednesday,1807.24883,,
2003-03-27,Thursday,1841.63309,,
2003-03-28,Friday,1785.99361,,start
2003-03-29,Saturday,1785.99361,imputed from 2051,
2003-03-30,Sunday,1785.99361,imputed from 2052,
2003-03-31,Monday,1738.93147,,
2003-04-01,Tuesday,1761.1394,,
2003-04-02,Wednesday,1773.82706,,
2003-04-03,Thursday,1724.31955,,
2003-04-04,Friday,1740.76436,,start
2003-04-05,Saturday,1740.76436,imputed from 2058,
2003-04-06,Sunday,1740.76436,imputed from 2059,
2003-04-07,Monday,1822.49677,,
2003-04-08,Tuesday,1805.09693,,
2003-04-09,Wednesday,1819.88228,,
2003-04-10,Thursday,1903.85593,,
2003-04-11,Friday,1912.44772,,start
2003-04-12,Saturday,1912.44772,imputed from 2065,
2003-04-13,Sunday,1912.44772,imputed from 2066,
2003-04-14,Monday,1957.63071,,
2003-04-15,Tuesday,1998.55357,,
2003-04-16,Wednesday,1982.68018,,
2003-04-17,Thursday,2000.08873,,
2003-04-18,Friday,2000.08873,imputed from 2071,start
2003-04-19,Saturday,2000.08873,imputed from 2072,
2003-04-20,Sunday,2000.08873,imputed from 2073,
2003-04-21,Monday,2014.97937,,
2003-04-22,Tuesday,1966.7747,,
2003-04-23,Wednesday,1947.50643,,
2003-04-24,Thursday,1889.40739,,
2003-04-25,Friday,1893.0849,,start
2003-04-26,Saturday,1893.0849,imputed from 2079,
2003-04-27,Sunday,1893.0849,imputed from 2080,
2003-04-28,Monday,1784.88773,,
2003-04-29,Tuesday,1795.05733,,
2003-04-30,Wednesday,1833.16561,,
2003-05-01,Thursday,1773.96232,,
2003-05-02,Friday,1773.74506,,start
2003-05-03,Saturday,1773.74506,imputed from 2086,
2003-05-04,Sunday,1773.74506,imputed from 2087,
2003-05-05,Monday,1916.95147,,
2003-05-06,Tuesday,1864.86132,,
2003-05-07,Wednesday,1883.17483,,
2003-05-08,Thursday,1903.63631,,
2003-05-09,Friday,1913.82976,,start
2003-05-10,Saturday,1913.82976,imputed from 2093,
2003-05-11,Sunday,1913.82976,imputed from 2094,
2003-05-12,Monday,1968.42055,,
2003-05-13,Tuesday,2081.36178,,
2003-05-14,Wednesday,2081.59853,,
2003-05-15,Thursday,2034.34527,,
2003-05-16,Friday,2013.38369,,start
2003-05-17,Saturday,2013.38369,imputed from 2100,
2003-05-18,Sunday,2013.38369,imputed from 2101,
2003-05-19,Monday,1954.64574,,
2003-05-20,Tuesday,1964.16972,,
2003-05-21,Wednesday,2010.5363,,
2003-05-22,Thursday,1963.11385,,
2003-05-23,Friday,1982.91364,,start
2003-05-24,Saturday,1982.91364,imputed from 2107,
2003-05-25,Sunday,1982.91364,imputed from 2108,
2003-05-26,Monday,1982.91364,imputed from 2109,
2003-05-27,Tuesday,1899.65556,,
2003-05-28,Wednesday,1920.3518,,
2003-05-29,Thursday,1920.62324,,
2003-05-30,Friday,2003.0643,,start
2003-05-31,Saturday,2003.0643,imputed from 2114,
2003-06-01,Sunday,2003.0643,imputed from 2115,
2003-06-02,Monday,2049.91675,,
2003-06-03,Tuesday,2052.71821,,
2003-06-04,Wednesday,2061.95636,,
2003-06-05,Thursday,2082.83655,,
2003-06-06,Friday,2117.64794,,start
2003-06-07,Saturday,2117.64794,imputed from 2121,
2003-06-08,Sunday,2117.64794,imputed from 2122,
2003-06-09,Monday,2043.0039,,
2003-06-10,Tuesday,2048.64874,,
2003-06-11,Wednesday,2001.14125,,
2003-06-12,Thursday,1809.36137,,
2003-06-13,Friday,1820.86781,,start
2003-06-14,Saturday,1820.86781,imputed from 2128,
2003-06-15,Sunday,1820.86781,imputed from 2129,
2003-06-16,Monday,1832.64156,,
2003-06-17,Tuesday,1836.9605,,
2003-06-18,Wednesday,1818.61395,,
2003-06-19,Thursday,1926.99616,,
2003-06-20,Friday,1905.47613,,start
2003-06-21,Saturday,1905.47613,imputed from 2135,
2003-06-22,Sunday,1905.47613,imputed from 2136,
2003-06-23,Monday,1911.51685,,
2003-06-24,Tuesday,1867.49948,,
2003-06-25,Wednesday,1877.52485,,
2003-06-26,Thursday,1771.40727,,
2003-06-27,Friday,1761.68487,,start
2003-06-28,Saturday,1761.68487,imputed from 2142,
2003-06-29,Sunday,1761.68487,imputed from 2143,
2003-06-30,Monday,1779.62486,,
2003-07-01,Tuesday,1732.55691,,
2003-07-02,Wednesday,1702.19276,,
2003-07-03,Thursday,1712.68386,,
2003-07-04,Friday,1712.68386,imputed from 2148,start
2003-07-05,Saturday,1712.68386,imputed from 2149,
2003-07-06,Sunday,1712.68386,imputed from 2150,
2003-07-07,Monday,1793.03584,,
2003-07-08,Tuesday,1833.28699,,
2003-07-09,Wednesday,1829.42566,,
2003-07-10,Thursday,1739.14405,,
2003-07-11,Friday,1718.77361,,start
2003-07-12,Saturday,1718.77361,imputed from 2156,
2003-07-13,Sunday,1718.77361,imputed from 2157,
2003-07-14,Monday,1703.04438,,
2003-07-15,Tuesday,1689.33686,,
2003-07-16,Wednesday,1649.4842,,
2003-07-17,Thursday,1681.75948,,
2003-07-18,Friday,1661.57253,,start
2003-07-19,Saturday,1661.57253,imputed from 2163,
2003-07-20,Sunday,1661.57253,imputed from 2164,
2003-07-21,Monday,1682.49687,,
2003-07-22,Tuesday,1610.02875,,
2003-07-23,Wednesday,1594.89956,,
2003-07-24,Thursday,1552.30027,,
2003-07-25,Friday,1535.97725,,start
2003-07-26,Saturday,1535.97725,imputed from 2170,
2003-07-27,Sunday,1535.97725,imputed from 2171,
2003-07-28,Monday,1535.73228,,
2003-07-29,Tuesday,1530.59135,,
2003-07-30,Wednesday,1557.06471,,
2003-07-31,Thursday,1583.90863,,
2003-08-01,Friday,1631.02935,,start
2003-08-02,Saturday,1631.02935,imputed from 2177,
2003-08-03,Sunday,1631.02935,imputed from 2178,
2003-08-04,Monday,1527.95126,,
2003-08-05,Tuesday,1547.5844,,
2003-08-06,Wednesday,1564.97308,,
2003-08-07,Thursday,1679.97824,,
2003-08-08,Friday,1677.80557,,start
2003-08-09,Saturday,1677.80557,imputed from 2184,
2003-08-10,Sunday,1677.80557,imputed from 2185,
2003-08-11,Monday,1702.29678,,
2003-08-12,Tuesday,1744.6608,,
2003-08-13,Wednesday,1732.58694,,
2003-08-14,Thursday,1645.9395,,
2003-08-15,Friday,1629.33229,,start
2003-08-16,Saturday,1629.33229,imputed from 2191,
2003-08-17,Sunday,1629.33229,imputed from 2192,
2003-08-18,Monday,1661.89883,,
2003-08-19,Tuesday,1692.01911,,
2003-08-20,Wednesday,1741.34259,,
2003-08-21,Thursday,1822.04957,,
2003-08-22,Friday,1833.08491,,start
2003-08-23,Saturday,1833.08491,imputed from 2198,
2003-08-24,Sunday,1833.08491,imputed from 2199,
2003-08-25,Monday,1763.94465,,
2003-08-26,Tuesday,1736.48618,,
2003-08-27,Wednesday,1675.20803,,
2003-08-28,Thursday,1697.93749,,
2003-08-29,Friday,1613.97868,,start
2003-08-30,Saturday,1613.97868,imputed from 2205,
2003-08-31,Sunday,1613.97868,imputed from 2206,
2003-09-01,Monday,1613.97868,imputed from 2207,
2003-09-02,Tuesday,1592.51372,,
2003-09-03,Wednesday,1611.28049,,
2003-09-04,Thursday,1648.64437,,
2003-09-05,Friday,1607.68226,,start
2003-09-06,Saturday,1607.68226,imputed from 2212,
2003-09-07,Sunday,1607.68226,imputed from 2213,
2003-09-08,Monday,1568.12364,,
2003-09-09,Tuesday,1584.09594,,
2003-09-10,Wednesday,1675.39333,,
2003-09-11,Thursday,1596.6774,,
2003-09-12,Friday,1592.09869,,start
2003-09-13,Saturday,1592.09869,imputed from 2219,
2003-09-14,Sunday,1592.09869,imputed from 2220,
2003-09-15,Monday,1568.6837,,
2003-09-16,Tuesday,1576.95877,,
2003-09-17,Wednesday,1559.24957,,
2003-09-18,Thursday,1503.44041,,
2003-09-19,Friday,1488.51911,,start
2003-09-20,Saturday,1488.51911,imputed from 2226,
2003-09-21,Sunday,1488.51911,imputed from 2227,
2003-09-22,Monday,1476.4449,,
2003-09-23,Tuesday,1483.34553,,
2003-09-24,Wednesday,1510.44928,,
2003-09-25,Thursday,1484.70889,,
2003-09-26,Friday,1446.16001,,start
2003-09-27,Saturday,1446.16001,imputed from 2233,
2003-09-28,Sunday,1446.16001,imputed from 2234,
2003-09-29,Monday,1517.76833,,
2003-09-30,Tuesday,1483.88588,,
2003-10-01,Wednesday,1433.06713,,
2003-10-02,Thursday,1437.89906,,
2003-10-03,Friday,1484.74353,,start
2003-10-04,Saturday,1484.74353,imputed from 2240,
2003-10-05,Sunday,1484.74353,imputed from 2241,
2003-10-06,Monday,1507.76287,,
2003-10-07,Tuesday,1574.57448,,
2003-10-08,Wednesday,1577.50492,,
2003-10-09,Thursday,1693.12962,,
2003-10-10,Friday,1727.73231,,start
2003-10-11,Saturday,1727.73231,imputed from 2247,
2003-10-12,Sunday,1727.73231,imputed from 2248,
2003-10-13,Monday,1713.21074,,
2003-10-14,Tuesday,1678.21796,,
2003-10-15,Wednesday,1682.44485,,
2003-10-16,Thursday,1680.03101,,
2003-10-17,Friday,1565.71122,,start
2003-10-18,Saturday,1565.71122,imputed from 2254,
2003-10-19,Sunday,1565.71122,imputed from 2255,
2003-10-20,Monday,1480.74208,,
2003-10-21,Tuesday,1509.74983,,
2003-10-22,Wednesday,1508.86446,,
2003-10-23,Thursday,1504.23466,,
2003-10-24,Friday,1455.3154,,start
2003-10-25,Saturday,1455.3154,imputed from 2261,
2003-10-26,Sunday,1455.3154,imputed from 2262,
2003-10-27,Monday,1383.45598,,
2003-10-28,Tuesday,1390.74271,,
2003-10-29,Wednesday,1396.12461,,
2003-10-30,Thursday,1356.1361,,
2003-10-31,Friday,1415.80584,,start
2003-11-01,Saturday,1415.80584,imputed from 2268,
2003-11-02,Sunday,1415.80584,imputed from 2269,
2003-11-03,Monday,1383.67556,,
2003-11-04,Tuesday,1388.51095,,
2003-11-05,Wednesday,1448.18322,,
2003-11-06,Thursday,1382.94,,
2003-11-07,Friday,1385.08838,,start
2003-11-08,Saturday,1385.08838,imputed from 2275,
2003-11-09,Sunday,1385.08838,imputed from 2276,
2003-11-10,Monday,1392.97407,,
2003-11-11,Tuesday,1432.85273,,
2003-11-12,Wednesday,1379.23386,,
2003-11-13,Thursday,1393.31505,,
2003-11-14,Friday,1472.65609,,start
2003-11-15,Saturday,1472.65609,imputed from 2282,
2003-11-16,Sunday,1472.65609,imputed from 2283,
2003-11-17,Monday,1364.99201,,
2003-11-18,Tuesday,1370.4848,,
2003-11-19,Wednesday,1334.81092,,
2003-11-20,Thursday,1300.70457,,
2003-11-21,Friday,1299.60291,,start
2003-11-22,Saturday,1299.60291,imputed from 2289,
2003-11-23,Sunday,1299.60291,imputed from 2290,
2003-11-24,Monday,1336.03325,,
2003-11-25,Tuesday,1364.20016,,
2003-11-26,Wednesday,1310.5198,,
2003-11-27,Thursday,1310.5198,imputed from 2294,
2003-11-28,Friday,1310.5198,imputed from 2294,start
2003-11-29,Saturday,1310.5198,imputed from 2296,
2003-11-30,Sunday,1310.5198,imputed from 2297,
2003-12-01,Monday,1408.16739,,
2003-12-02,Tuesday,1472.63776,,
2003-12-03,Wednesday,1523.96618,,
2003-12-04,Thursday,1672.72011,,
2003-12-05,Friday,1607.94169,,start
2003-12-06,Saturday,1607.94169,imputed from 2303,
2003-12-07,Sunday,1607.94169,imputed from 2304,
2003-12-08,Monday,1794.09312,,
2003-12-09,Tuesday,1749.09778,,
2003-12-10,Wednesday,1745.4091,,
2003-12-11,Thursday,1732.11722,,
2003-12-12,Friday,1869.89956,,start
2003-12-13,Saturday,1869.89956,imputed from 2310,
2003-12-14,Sunday,1869.89956,imputed from 2311,
2003-12-15,Monday,1799.76004,,
2003-12-16,Tuesday,1744.10937,,
2003-12-17,Wednesday,1797.79748,,
2003-12-18,Thursday,1827.16099,,
2003-12-19,Friday,1798.83863,,start
2003-12-20,Saturday,1798.83863,imputed from 2317,
2003-12-21,Sunday,1798.83863,imputed from 2318,
2003-12-22,Monday,1628.40331,,
2003-12-23,Tuesday,1588.35272,,
2003-12-24,Wednesday,1632.87724,,
2003-12-25,Thursday,1632.87724,imputed from 2322,
2003-12-26,Friday,1632.87724,imputed from 2322,start
2003-12-27,Saturday,1632.87724,imputed from 2324,
2003-12-28,Sunday,1632.87724,imputed from 2325,
2003-12-29,Monday,1597.11593,,
2003-12-30,Tuesday,1682.22703,,
2003-12-31,Wednesday,1574.68132,,
2004-01-01,Thursday,1574.68132,imputed from 2329,
2004-01-02,Friday,1574.68132,imputed from 2329,start
2004-01-03,Saturday,1574.68132,imputed from 2331,
2004-01-04,Sunday,1574.68132,imputed from 2332,
2004-01-05,Monday,1722.18678,,
2004-01-06,Tuesday,1782.01663,,
2004-01-07,Wednesday,1743.64565,,
2004-01-08,Thursday,1780.82238,,
2004-01-09,Friday,1821.06256,,start
2004-01-10,Saturday,1821.06256,imputed from 2338,
2004-01-11,Sunday,1821.06256,imputed from 2339,
2004-01-12,Monday,1730.5164,,
2004-01-13,Tuesday,1590.46798,,
2004-01-14,Wednesday,1605.17411,,
2004-01-15,Thursday,1489.31157,,
2004-01-16,Friday,1542.83903,,start
2004-01-17,Saturday,1542.83903,imputed from 2345,
2004-01-18,Sunday,1542.83903,imputed from 2346,
2004-01-19,Monday,1542.83903,imputed from 2347,
2004-01-20,Tuesday,1606.56073,,
2004-01-21,Wednesday,1561.60929,,
2004-01-22,Thursday,1475.99327,,
2004-01-23,Friday,1541.60513,,start
2004-01-24,Saturday,1541.60513,imputed from 2352,
2004-01-25,Sunday,1541.60513,imputed from 2353,
2004-01-26,Monday,1466.40052,,
2004-01-27,Tuesday,1453.98362,,
2004-01-28,Wednesday,1476.52797,,
2004-01-29,Thursday,1477.8313,,
2004-01-30,Friday,1406.39443,,start
2004-01-31,Saturday,1406.39443,imputed from 2359,
2004-02-01,Sunday,1406.39443,imputed from 2360,
2004-02-02,Monday,1459.78748,,
2004-02-03,Tuesday,1461.47132,,
2004-02-04,Wednesday,1463.76865,,
2004-02-05,Thursday,1391.86258,,
2004-02-06,Friday,1365.70941,,start
2004-02-07,Saturday,1365.70941,imputed from 2366,
2004-02-08,Sunday,1365.70941,imputed from 2367,
2004-02-09,Monday,1368.97363,,
2004-02-10,Tuesday,1381.14818,,
2004-02-11,Wednesday,1341.29618,,
2004-02-12,Thursday,1386.27752,,
2004-02-13,Friday,1418.78077,,start
2004-02-14,Saturday,1418.78077,imputed from 2373,
2004-02-15,Sunday,1418.78077,imputed from 2374,
2004-02-16,Monday,1418.78077,imputed from 2375,
2004-02-17,Tuesday,1349.84514,,
2004-02-18,Wednesday,1365.33264,,
2004-02-19,Thursday,1344.99893,,
2004-02-20,Friday,1358.71661,,start
2004-02-21,Saturday,1358.71661,imputed from 2380,
2004-02-22,Sunday,1358.71661,imputed from 2381,
2004-02-23,Monday,1331.15377,,
2004-02-24,Tuesday,1302.82851,,
2004-02-25,Wednesday,1359.84481,,
2004-02-26,Thursday,1411.70026,,
2004-02-27,Friday,1414.55231,,start
2004-02-28,Saturday,1414.55231,imputed from 2387,
2004-02-29,Sunday,1414.55231,imputed from 2388,
2004-03-01,Monday,1455.40144,,
2004-03-02,Tuesday,1492.9252,,
2004-03-03,Wednesday,1444.73149,,
2004-03-04,Thursday,1460.00389,,
2004-03-05,Friday,1433.30554,,start
2004-03-06,Saturday,1433.30554,imputed from 2394,
2004-03-07,Sunday,1433.30554,imputed from 2395,
2004-03-08,Monday,1425.8245,,
2004-03-09,Tuesday,1428.16696,,
2004-03-10,Wednesday,1437.25734,,
2004-03-11,Thursday,1492.15387,,
2004-03-12,Friday,1486.20372,,start
2004-03-13,Saturday,1486.20372,imputed from 2401,
2004-03-14,Sunday,1486.20372,imputed from 2402,
2004-03-15,Monday,1508.43986,,
2004-03-16,Tuesday,1502.28936,,
2004-03-17,Wednesday,1513.28006,,
2004-03-18,Thursday,1463.3729,,
2004-03-19,Friday,1463.67755,,start
2004-03-20,Saturday,1463.67755,imputed from 2408,
2004-03-21,Sunday,1463.67755,imputed from 2409,
2004-03-22,Monday,1440.59542,,
2004-03-23,Tuesday,1437.35385,,
2004-03-24,Wednesday,1426.13999,,
2004-03-25,Thursday,1404.90863,,
2004-03-26,Friday,1432.82149,,start
2004-03-27,Saturday,1432.82149,imputed from 2415,
2004-03-28,Sunday,1432.82149,imputed from 2416,
2004-03-29,Monday,1431.06268,,
2004-03-30,Tuesday,1493.33688,,
2004-03-31,Wednesday,1525.92135,,
2004-04-01,Thursday,1476.98107,,
2004-04-02,Friday,1524.99195,,start
2004-04-03,Saturday,1524.99195,imputed from 2422,
2004-04-04,Sunday,1524.99195,imputed from 2423,
2004-04-05,Monday,1536.7898,,
2004-04-06,Tuesday,1521.02224,,
2004-04-07,Wednesday,1519.16892,,
2004-04-08,Thursday,1548.11084,,
2004-04-09,Friday,1548.11084,imputed from 2428,start
2004-04-10,Saturday,1548.11084,imputed from 2429,
2004-04-11,Sunday,1548.11084,imputed from 2430,
2004-04-12,Monday,1565.34262,,
2004-04-13,Tuesday,1529.38226,,
2004-04-14,Wednesday,1515.65803,,
2004-04-15,Thursday,1511.39045,,
2004-04-16,Friday,1473.925,,start
2004-04-17,Saturday,1473.925,imputed from 2436,
2004-04-18,Sunday,1473.925,imputed from 2437,
2004-04-19,Monday,1442.91771,,
2004-04-20,Tuesday,1472.24525,,
2004-04-21,Wednesday,1484.23801,,
2004-04-22,Thursday,1497.87815,,
2004-04-23,Friday,1489.33919,,start
2004-04-24,Saturday,1489.33919,imputed from 2443,
2004-04-25,Sunday,1489.33919,imputed from 2444,
2004-04-26,Monday,1532.51434,,
2004-04-27,Tuesday,1549.24573,,
2004-04-28,Wednesday,1557.97483,,
2004-04-29,Thursday,1532.45932,,
2004-04-30,Friday,1518.52738,,start
2004-05-01,Saturday,1518.52738,imputed from 2450,
2004-05-02,Sunday,1518.52738,imputed from 2451,
2004-05-03,Monday,1619.58902,,
2004-05-04,Tuesday,1607.56304,,
2004-05-05,Wednesday,1605.73073,,
2004-05-06,Thursday,1593.00324,,
2004-05-07,Friday,1634.95898,,start
2004-05-08,Saturday,1634.95898,imputed from 2457,
2004-05-09,Sunday,1634.95898,imputed from 2458,
2004-05-10,Monday,1606.38486,,
2004-05-11,Tuesday,1659.74981,,
2004-05-12,Wednesday,1650.62165,,
2004-05-13,Thursday,1686.63892,,
2004-05-14,Friday,1656.87518,,start
2004-05-15,Saturday,1656.87518,imputed from 2464,
2004-05-16,Sunday,1656.87518,imputed from 2465,
2004-05-17,Monday,1637.43412,,
2004-05-18,Tuesday,1576.23056,,
2004-05-19,Wednesday,1645.46468,,
2004-05-20,Thursday,1629.11598,,
2004-05-21,Friday,1623.26867,,start
2004-05-22,Saturday,1623.26867,imputed from 2471,
2004-05-23,Sunday,1623.26867,imputed from 2472,
2004-05-24,Monday,1709.99618,,
2004-05-25,Tuesday,1693.29756,,
2004-05-26,Wednesday,1695.8195,,
2004-05-27,Thursday,1622.97153,,
2004-05-28,Friday,1596.87543,,start
2004-05-29,Saturday,1596.87543,imputed from 2478,
2004-05-30,Sunday,1596.87543,imputed from 2479,
2004-05-31,Monday,1596.87543,imputed from 2480,
2004-06-01,Tuesday,1648.71239,,
2004-06-02,Wednesday,1613.12303,,
2004-06-03,Thursday,1578.55233,,
2004-06-04,Friday,1537.38069,,start
2004-06-05,Saturday,1537.38069,imputed from 2485,
2004-06-06,Sunday,1537.38069,imputed from 2486,
2004-06-07,Monday,1518.09929,,
2004-06-08,Tuesday,1499.47235,,
2004-06-09,Wednesday,1509.08184,,
2004-06-10,Thursday,1522.13389,,
2004-06-11,Friday,1522.13389,imputed from 2491,start
2004-06-12,Saturday,1522.13389,imputed from 2492,
2004-06-13,Sunday,1522.13389,imputed from 2493,
2004-06-14,Monday,1554.09911,,
2004-06-15,Tuesday,1559.29733,,
2004-06-16,Wednesday,1628.05446,,
2004-06-17,Thursday,1631.97029,,
2004-06-18,Friday,1605.36688,,start
2004-06-19,Saturday,1605.36688,imputed from 2499,
2004-06-20,Sunday,1605.36688,imputed from 2500,
2004-06-21,Monday,1565.82098,,
2004-06-22,Tuesday,1587.7885,,
2004-06-23,Wednesday,1591.32564,,
2004-06-24,Thursday,1594.82315,,
2004-06-25,Friday,1574.56209,,start
2004-06-26,Saturday,1574.56209,imputed from 2506,
2004-06-27,Sunday,1574.56209,imputed from 2507,
