date,weekday,XB1_Comdty_PX-LAST-CHF,imputed,XB1_Comdty_start
2009-07-03,Friday,0.48209,imputed from 1367,start
2009-07-04,Saturday,0.48209,imputed from 1368,
2009-07-05,Sunday,0.48209,imputed from 1369,
2009-07-06,Monday,0.47025,,
2009-07-07,Tuesday,0.46764,,
2009-07-08,Wednesday,0.44314,,
2009-07-09,Thursday,0.4446,,
2009-07-10,Friday,0.44465,,start
2009-07-11,Saturday,0.44465,imputed from 1375,
2009-07-12,Sunday,0.44465,imputed from 1376,
2009-07-13,Monday,0.44134,,
2009-07-14,Tuesday,0.44495,,
2009-07-15,Wednesday,0.4569,,
2009-07-16,Thursday,0.45775,,
2009-07-17,Friday,0.47269,,start
2009-07-18,Saturday,0.47269,imputed from 1382,
2009-07-19,Sunday,0.47269,imputed from 1383,
2009-07-20,Monday,0.47456,,
2009-07-21,Tuesday,0.48065,,
2009-07-22,Wednesday,0.48602,,
2009-07-23,Thursday,0.50744,,
2009-07-24,Friday,0.50906,,start
2009-07-25,Saturday,0.50906,imputed from 1389,
2009-07-26,Sunday,0.50906,imputed from 1390,
2009-07-27,Monday,0.51492,,
2009-07-28,Tuesday,0.51036,,
2009-07-29,Wednesday,0.5015,,
2009-07-30,Thursday,0.53814,,
2009-07-31,Friday,0.5428,,start
2009-08-01,Saturday,0.5428,imputed from 1396,
2009-08-02,Sunday,0.5428,imputed from 1397,
2009-08-03,Monday,0.55345,,
2009-08-04,Tuesday,0.54909,,
2009-08-05,Wednesday,0.54897,,
2009-08-06,Thursday,0.55442,,
2009-08-07,Friday,0.54863,,start
2009-08-08,Saturday,0.54863,imputed from 1403,
2009-08-09,Sunday,0.54863,imputed from 1404,
2009-08-10,Monday,0.55544,,
2009-08-11,Tuesday,0.55712,,
2009-08-12,Wednesday,0.54955,,
2009-08-13,Thursday,0.54555,,
2009-08-14,Friday,0.52361,,start
2009-08-15,Saturday,0.52361,imputed from 1410,
2009-08-16,Sunday,0.52361,imputed from 1411,
2009-08-17,Monday,0.53095,,
2009-08-18,Tuesday,0.54329,,
2009-08-19,Wednesday,0.54586,,
2009-08-20,Thursday,0.5328,,
2009-08-21,Friday,0.53268,,start
2009-08-22,Saturday,0.53268,imputed from 1417,
2009-08-23,Sunday,0.53268,imputed from 1418,
2009-08-24,Monday,0.54784,,
2009-08-25,Tuesday,0.53658,,
2009-08-26,Wednesday,0.53496,,
2009-08-27,Thursday,0.547,,
2009-08-28,Friday,0.55066,,start
2009-08-29,Saturday,0.55066,imputed from 1424,
2009-08-30,Sunday,0.55066,imputed from 1425,
2009-08-31,Monday,0.53009,,
2009-09-01,Tuesday,0.52568,,
2009-09-02,Wednesday,0.53011,,
2009-09-03,Thursday,0.52677,,
2009-09-04,Friday,0.52118,,start
2009-09-05,Saturday,0.52118,imputed from 1431,
2009-09-06,Sunday,0.52118,imputed from 1432,
2009-09-07,Monday,0.52118,imputed from 1433,
2009-09-08,Tuesday,0.52892,,
2009-09-09,Wednesday,0.52667,,
2009-09-10,Thursday,0.51816,,
2009-09-11,Friday,0.50572,,start
2009-09-12,Saturday,0.50572,imputed from 1438,
2009-09-13,Sunday,0.50572,imputed from 1439,
2009-09-14,Monday,0.49948,,
2009-09-15,Tuesday,0.51323,,
2009-09-16,Wednesday,0.52808,,
2009-09-17,Thursday,0.52794,,
2009-09-18,Friday,0.52187,,start
2009-09-19,Saturday,0.52187,imputed from 1445,
2009-09-20,Sunday,0.52187,imputed from 1446,
2009-09-21,Monday,0.50074,,
2009-09-22,Tuesday,0.50533,,
2009-09-23,Wednesday,0.48362,,
2009-09-24,Thursday,0.46556,,
2009-09-25,Friday,0.46125,,start
2009-09-26,Saturday,0.46125,imputed from 1452,
2009-09-27,Sunday,0.46125,imputed from 1453,
2009-09-28,Monday,0.46818,,
2009-09-29,Tuesday,0.46733,,
2009-09-30,Wednesday,0.49526,,
2009-10-01,Thursday,0.49925,,
2009-10-02,Friday,0.4911,,start
2009-10-03,Saturday,0.4911,imputed from 1459,
2009-10-04,Sunday,0.4911,imputed from 1460,
2009-10-05,Monday,0.494,,
2009-10-06,Tuesday,0.4963,,
2009-10-07,Wednesday,0.48533,,
2009-10-08,Thursday,0.49738,,
2009-10-09,Friday,0.49797,,start
2009-10-10,Saturday,0.49797,imputed from 1466,
2009-10-11,Sunday,0.49797,imputed from 1467,
2009-10-12,Monday,0.50346,,
2009-10-13,Tuesday,0.51099,,
2009-10-14,Wednesday,0.51543,,
2009-10-15,Thursday,0.53894,,
2009-10-16,Friday,0.54982,,start
2009-10-17,Saturday,0.54982,imputed from 1473,
2009-10-18,Sunday,0.54982,imputed from 1474,
2009-10-19,Monday,0.54903,,
2009-10-20,Tuesday,0.54987,,
2009-10-21,Wednesday,0.56359,,
2009-10-22,Thursday,0.56149,,
2009-10-23,Friday,0.56116,,start
2009-10-24,Saturday,0.56116,imputed from 1480,
2009-10-25,Sunday,0.56116,imputed from 1481,
2009-10-26,Monday,0.5654,,
2009-10-27,Tuesday,0.57786,,
2009-10-28,Wednesday,0.55618,,
2009-10-29,Thursday,0.56107,,
2009-10-30,Friday,0.54308,,start
2009-10-31,Saturday,0.54308,imputed from 1487,
2009-11-01,Sunday,0.54308,imputed from 1488,
2009-11-02,Monday,0.55054,,
2009-11-03,Tuesday,0.55668,,
2009-11-04,Wednesday,0.55401,,
2009-11-05,Thursday,0.54707,,
2009-11-06,Friday,0.52968,,start
2009-11-07,Saturday,0.52968,imputed from 1494,
2009-11-08,Sunday,0.52968,imputed from 1495,
2009-11-09,Monday,0.54014,,
2009-11-10,Tuesday,0.53985,,
2009-11-11,Wednesday,0.54408,,
2009-11-12,Thursday,0.53319,,
2009-11-13,Friday,0.52413,,start
2009-11-14,Saturday,0.52413,imputed from 1501,
2009-11-15,Sunday,0.52413,imputed from 1502,
2009-11-16,Monday,0.54231,,
2009-11-17,Tuesday,0.55224,,
2009-11-18,Wednesday,0.5499,,
2009-11-19,Thursday,0.54025,,
2009-11-20,Friday,0.54582,,start
2009-11-21,Saturday,0.54582,imputed from 1508,
2009-11-22,Sunday,0.54582,imputed from 1509,
2009-11-23,Monday,0.54035,,
2009-11-24,Tuesday,0.53005,,
2009-11-25,Wednesday,0.54077,,
2009-11-26,Thursday,0.54077,imputed from 1513,
2009-11-27,Friday,0.52457,,start
2009-11-28,Saturday,0.52457,imputed from 1515,
2009-11-29,Sunday,0.52457,imputed from 1516,
2009-11-30,Monday,0.54467,,
2009-12-01,Tuesday,0.54895,,
2009-12-02,Wednesday,0.5373,,
2009-12-03,Thursday,0.53569,,
2009-12-04,Friday,0.53888,,start
2009-12-05,Saturday,0.53888,imputed from 1522,
2009-12-06,Sunday,0.53888,imputed from 1523,
2009-12-07,Monday,0.53169,,
2009-12-08,Tuesday,0.53145,,
2009-12-09,Wednesday,0.51396,,
2009-12-10,Thursday,0.50713,,
2009-12-11,Friday,0.51239,,start
2009-12-12,Saturday,0.51239,imputed from 1529,
2009-12-13,Sunday,0.51239,imputed from 1530,
2009-12-14,Monday,0.50707,,
2009-12-15,Tuesday,0.51719,,
2009-12-16,Wednesday,0.5233,,
2009-12-17,Thursday,0.52261,,
2009-12-18,Friday,0.53204,,start
2009-12-19,Saturday,0.53204,imputed from 1536,
2009-12-20,Sunday,0.53204,imputed from 1537,
2009-12-21,Monday,0.52487,,
2009-12-22,Tuesday,0.53208,,
2009-12-23,Wednesday,0.54902,,
2009-12-24,Thursday,0.55619,,
2009-12-25,Friday,0.55619,imputed from 1542,start
2009-12-26,Saturday,0.55619,imputed from 1543,
2009-12-27,Sunday,0.55619,imputed from 1544,
2009-12-28,Monday,0.56186,,
2009-12-29,Tuesday,0.56147,,
2009-12-30,Wednesday,0.56908,,
2009-12-31,Thursday,0.57146,,
2010-01-01,Friday,0.57146,imputed from 1549,start
2010-01-02,Saturday,0.57146,imputed from 1550,
2010-01-03,Sunday,0.57146,imputed from 1551,
2010-01-04,Monday,0.58268,,
2010-01-05,Tuesday,0.59016,,
2010-01-06,Wednesday,0.59114,,
2010-01-07,Thursday,0.59331,,
2010-01-08,Friday,0.59504,,start
2010-01-09,Saturday,0.59504,imputed from 1557,
2010-01-10,Sunday,0.59504,imputed from 1558,
2010-01-11,Monday,0.58614,,
2010-01-12,Tuesday,0.57408,,
2010-01-13,Wednesday,0.56446,,
2010-01-14,Thursday,0.56846,,
2010-01-15,Friday,0.56447,,start
2010-01-16,Saturday,0.56447,imputed from 1564,
2010-01-17,Sunday,0.56447,imputed from 1565,
2010-01-18,Monday,0.56447,imputed from 1566,
2010-01-19,Tuesday,0.5718,,
2010-01-20,Wednesday,0.57458,,
2010-01-21,Thursday,0.55651,,
2010-01-22,Friday,0.54983,,start
2010-01-23,Saturday,0.54983,imputed from 1571,
2010-01-24,Sunday,0.54983,imputed from 1572,
2010-01-25,Monday,0.55959,,
2010-01-26,Tuesday,0.55237,,
2010-01-27,Wednesday,0.5469,,
2010-01-28,Thursday,0.54266,,
2010-01-29,Friday,0.54297,,start
2010-01-30,Saturday,0.54297,imputed from 1578,
2010-01-31,Sunday,0.54297,imputed from 1579,
2010-02-01,Monday,0.54688,,
2010-02-02,Tuesday,0.56976,,
2010-02-03,Wednesday,0.57662,,
2010-02-04,Thursday,0.55604,,
2010-02-05,Friday,0.54338,,start
2010-02-06,Saturday,0.54338,imputed from 1585,
2010-02-07,Sunday,0.54338,imputed from 1586,
2010-02-08,Monday,0.54218,,
2010-02-09,Tuesday,0.5492,,
2010-02-10,Wednesday,0.55111,,
2010-02-11,Thursday,0.55525,,
2010-02-12,Friday,0.55575,,start
2010-02-13,Saturday,0.55575,imputed from 1592,
2010-02-14,Sunday,0.55575,imputed from 1593,
2010-02-15,Monday,0.55575,imputed from 1594,
2010-02-16,Tuesday,0.56755,,
2010-02-17,Wednesday,0.57896,,
2010-02-18,Thursday,0.59737,,
2010-02-19,Friday,0.60208,,start
2010-02-20,Saturday,0.60208,imputed from 1599,
2010-02-21,Sunday,0.60208,imputed from 1600,
2010-02-22,Monday,0.60992,,
2010-02-23,Tuesday,0.59876,,
2010-02-24,Wednesday,0.60695,,
2010-02-25,Thursday,0.59014,,
2010-02-26,Friday,0.59825,,start
2010-02-27,Saturday,0.59825,imputed from 1606,
2010-02-28,Sunday,0.59825,imputed from 1607,
2010-03-01,Monday,0.59249,,
2010-03-02,Tuesday,0.60141,,
2010-03-03,Wednesday,0.60949,,
2010-03-04,Thursday,0.61157,,
2010-03-05,Friday,0.62062,,start
2010-03-06,Saturday,0.62062,imputed from 1613,
2010-03-07,Sunday,0.62062,imputed from 1614,
2010-03-08,Monday,0.62449,,
2010-03-09,Tuesday,0.61793,,
2010-03-10,Wednesday,0.62227,,
2010-03-11,Thursday,0.61778,,
2010-03-12,Friday,0.6076,,start
2010-03-13,Saturday,0.6076,imputed from 1620,
2010-03-14,Sunday,0.6076,imputed from 1621,
2010-03-15,Monday,0.60056,,
2010-03-16,Tuesday,0.61217,,
2010-03-17,Wednesday,0.61728,,
2010-03-18,Thursday,0.61628,,
2010-03-19,Friday,0.60833,,start
2010-03-20,Saturday,0.60833,imputed from 1627,
2010-03-21,Sunday,0.60833,imputed from 1628,
2010-03-22,Monday,0.60671,,
2010-03-23,Tuesday,0.60809,,
2010-03-24,Wednesday,0.6047,,
2010-03-25,Thursday,0.60499,,
2010-03-26,Friday,0.59853,,start
2010-03-27,Saturday,0.59853,imputed from 1634,
2010-03-28,Sunday,0.59853,imputed from 1635,
2010-03-29,Monday,0.61268,,
2010-03-30,Tuesday,0.61655,,
2010-03-31,Wednesday,0.61736,,
2010-04-01,Thursday,0.6245,,
2010-04-02,Friday,0.6245,imputed from 1640,start
2010-04-03,Saturday,0.6245,imputed from 1641,
2010-04-04,Sunday,0.6245,imputed from 1642,
2010-04-05,Monday,0.63437,,
2010-04-06,Tuesday,0.63996,,
2010-04-07,Wednesday,0.63222,,
2010-04-08,Thursday,0.62803,,
2010-04-09,Friday,0.62167,,start
2010-04-10,Saturday,0.62167,imputed from 1648,
2010-04-11,Sunday,0.62167,imputed from 1649,
2010-04-12,Monday,0.62022,,
2010-04-13,Tuesday,0.62057,,
2010-04-14,Wednesday,0.62425,,
2010-04-15,Thursday,0.62576,,
2010-04-16,Friday,0.61496,,start
2010-04-17,Saturday,0.61496,imputed from 1655,
2010-04-18,Sunday,0.61496,imputed from 1656,
2010-04-19,Monday,0.61052,,
2010-04-20,Tuesday,0.62043,,
2010-04-21,Wednesday,0.62138,,
2010-04-22,Thursday,0.63071,,
2010-04-23,Friday,0.64336,,start
2010-04-24,Saturday,0.64336,imputed from 1662,
2010-04-25,Sunday,0.64336,imputed from 1663,
2010-04-26,Monday,0.64098,,
2010-04-27,Tuesday,0.64121,,
2010-04-28,Wednesday,0.64639,,
2010-04-29,Thursday,0.64932,,
2010-04-30,Friday,0.65853,,start
2010-05-01,Saturday,0.65853,imputed from 1669,
2010-05-02,Sunday,0.65853,imputed from 1670,
2010-05-03,Monday,0.67198,,
2010-05-04,Tuesday,0.64856,,
2010-05-05,Wednesday,0.62735,,
2010-05-06,Thursday,0.60738,,
2010-05-07,Friday,0.60032,,start
2010-05-08,Saturday,0.60032,imputed from 1676,
2010-05-09,Sunday,0.60032,imputed from 1677,
2010-05-10,Monday,0.61252,,
2010-05-11,Tuesday,0.61727,,
2010-05-12,Wednesday,0.6234,,
2010-05-13,Thursday,0.62154,,
2010-05-14,Friday,0.61059,,start
2010-05-15,Saturday,0.61059,imputed from 1683,
2010-05-16,Sunday,0.61059,imputed from 1684,
2010-05-17,Monday,0.5904,,
2010-05-18,Tuesday,0.59014,,
2010-05-19,Wednesday,0.59176,,
2010-05-20,Thursday,0.57627,,
2010-05-21,Friday,0.57266,,start
2010-05-22,Saturday,0.57266,imputed from 1690,
2010-05-23,Sunday,0.57266,imputed from 1691,
2010-05-24,Monday,0.57882,,
2010-05-25,Tuesday,0.56963,,
2010-05-26,Wednesday,0.58031,,
2010-05-27,Thursday,0.59784,,
2010-05-28,Friday,0.59373,,start
2010-05-29,Saturday,0.59373,imputed from 1697,
2010-05-30,Sunday,0.59373,imputed from 1698,
2010-05-31,Monday,0.59373,imputed from 1699,
2010-06-01,Tuesday,0.57965,,
2010-06-02,Wednesday,0.5925,,
2010-06-03,Thursday,0.60967,,
2010-06-04,Friday,0.58663,,start
2010-06-05,Saturday,0.58663,imputed from 1704,
2010-06-06,Sunday,0.58663,imputed from 1705,
2010-06-07,Monday,0.58737,,
2010-06-08,Tuesday,0.57927,,
2010-06-09,Wednesday,0.59204,,
2010-06-10,Thursday,0.60082,,
2010-06-11,Friday,0.59857,,start
2010-06-12,Saturday,0.59857,imputed from 1711,
2010-06-13,Sunday,0.59857,imputed from 1712,
2010-06-14,Monday,0.5999,,
2010-06-15,Tuesday,0.60734,,
2010-06-16,Wednesday,0.61217,,
2010-06-17,Thursday,0.61063,,
2010-06-18,Friday,0.60409,,start
2010-06-19,Saturday,0.60409,imputed from 1718,
2010-06-20,Sunday,0.60409,imputed from 1719,
2010-06-21,Monday,0.60258,,
2010-06-22,Tuesday,0.59726,,
2010-06-23,Wednesday,0.58483,,
2010-06-24,Thursday,0.58373,,
2010-06-25,Friday,0.60121,,start
2010-06-26,Saturday,0.60121,imputed from 1725,
2010-06-27,Sunday,0.60121,imputed from 1726,
2010-06-28,Monday,0.58937,,
2010-06-29,Tuesday,0.56776,,
2010-06-30,Wednesday,0.56265,,
2010-07-01,Thursday,0.54044,,
2010-07-02,Friday,0.53396,,start
2010-07-03,Saturday,0.53396,imputed from 1732,
2010-07-04,Sunday,0.53396,imputed from 1733,
2010-07-05,Monday,0.53396,imputed from 1734,
2010-07-06,Tuesday,0.52868,,
2010-07-07,Wednesday,0.54034,,
2010-07-08,Thursday,0.5466,,
2010-07-09,Friday,0.5552,,start
2010-07-10,Saturday,0.5552,imputed from 1739,
2010-07-11,Sunday,0.5552,imputed from 1740,
2010-07-12,Monday,0.54522,,
2010-07-13,Tuesday,0.55623,,
2010-07-14,Wednesday,0.55212,,
2010-07-15,Thursday,0.54477,,
2010-07-16,Friday,0.54604,,start
2010-07-17,Saturday,0.54604,imputed from 1746,
2010-07-18,Sunday,0.54604,imputed from 1747,
2010-07-19,Monday,0.54907,,
2010-07-20,Tuesday,0.55188,,
2010-07-21,Wednesday,0.55068,,
2010-07-22,Thursday,0.56694,,
2010-07-23,Friday,0.56673,,start
2010-07-24,Saturday,0.56673,imputed from 1753,
2010-07-25,Sunday,0.56673,imputed from 1754,
2010-07-26,Monday,0.55942,,
2010-07-27,Tuesday,0.555,,
2010-07-28,Wednesday,0.55275,,
2010-07-29,Thursday,0.55256,,
2010-07-30,Friday,0.55547,,start
2010-07-31,Saturday,0.55547,imputed from 1760,
2010-08-01,Sunday,0.55547,imputed from 1761,
2010-08-02,Monday,0.5666,,
2010-08-03,Tuesday,0.5727,,
2010-08-04,Wednesday,0.57602,,
2010-08-05,Thursday,0.57054,,
2010-08-06,Friday,0.55101,,start
2010-08-07,Saturday,0.55101,imputed from 1767,
2010-08-08,Sunday,0.55101,imputed from 1768,
2010-08-09,Monday,0.55876,,
2010-08-10,Tuesday,0.55336,,
2010-08-11,Wednesday,0.5315,,
2010-08-12,Thursday,0.51642,,
2010-08-13,Friday,0.51255,,start
2010-08-14,Saturday,0.51255,imputed from 1774,
2010-08-15,Sunday,0.51255,imputed from 1775,
2010-08-16,Monday,0.50251,,
2010-08-17,Tuesday,0.51236,,
2010-08-18,Wednesday,0.51318,,
2010-08-19,Thursday,0.50084,,
2010-08-20,Friday,0.50131,,start
2010-08-21,Saturday,0.50131,imputed from 1781,
2010-08-22,Sunday,0.50131,imputed from 1782,
2010-08-23,Monday,0.4921,,
2010-08-24,Tuesday,0.4796,,
2010-08-25,Wednesday,0.48162,,
2010-08-26,Thursday,0.49205,,
2010-08-27,Friday,0.50343,,start
2010-08-28,Saturday,0.50343,imputed from 1788,
2010-08-29,Sunday,0.50343,imputed from 1789,
2010-08-30,Monday,0.49865,,
2010-08-31,Tuesday,0.48308,,
2010-09-01,Wednesday,0.49118,,
2010-09-02,Thursday,0.49776,,
2010-09-03,Friday,0.49992,,start
2010-09-04,Saturday,0.49992,imputed from 1795,
2010-09-05,Sunday,0.49992,imputed from 1796,
2010-09-06,Monday,0.49992,imputed from 1797,
2010-09-07,Tuesday,0.49965,,
2010-09-08,Wednesday,0.50163,,
2010-09-09,Thursday,0.50292,,
2010-09-10,Friday,0.51423,,start
2010-09-11,Saturday,0.51423,imputed from 1802,
2010-09-12,Sunday,0.51423,imputed from 1803,
2010-09-13,Monday,0.51122,,
2010-09-14,Tuesday,0.50148,,
2010-09-15,Wednesday,0.50329,,
2010-09-16,Thursday,0.4996,,
2010-09-17,Friday,0.49591,,start
2010-09-18,Saturday,0.49591,imputed from 1809,
2010-09-19,Sunday,0.49591,imputed from 1810,
2010-09-20,Monday,0.50133,,
2010-09-21,Tuesday,0.49396,,
2010-09-22,Wednesday,0.48056,,
2010-09-23,Thursday,0.4826,,
2010-09-24,Friday,0.49052,,start
2010-09-25,Saturday,0.49052,imputed from 1816,
2010-09-26,Sunday,0.49052,imputed from 1817,
2010-09-27,Monday,0.4905,,
2010-09-28,Tuesday,0.48609,,
2010-09-29,Wednesday,0.49812,,
2010-09-30,Thursday,0.51309,,
2010-10-01,Friday,0.51309,imputed from 1822,start
2010-10-02,Saturday,0.51309,imputed from 1823,
2010-10-03,Sunday,0.51309,imputed from 1824,
2010-10-04,Monday,0.51218,,
2010-10-05,Tuesday,0.5177,,
2010-10-06,Wednesday,0.52206,,
2010-10-07,Thursday,0.51641,,
2010-10-08,Friday,0.52066,,start
2010-10-09,Saturday,0.52066,imputed from 1830,
2010-10-10,Sunday,0.52066,imputed from 1831,
2010-10-11,Monday,0.5257,,
2010-10-12,Tuesday,0.51202,,
2010-10-13,Wednesday,0.52355,,
2010-10-14,Thursday,0.51226,,
2010-10-15,Friday,0.5068,,start
2010-10-16,Saturday,0.5068,imputed from 1837,
2010-10-17,Sunday,0.5068,imputed from 1838,
2010-10-18,Monday,0.51797,,
2010-10-19,Tuesday,0.50034,,
2010-10-20,Wednesday,0.50405,,
2010-10-21,Thursday,0.49702,,
2010-10-22,Friday,0.5086,,start
2010-10-23,Saturday,0.5086,imputed from 1844,
2010-10-24,Sunday,0.5086,imputed from 1845,
2010-10-25,Monday,0.50784,,
2010-10-26,Tuesday,0.51904,,
2010-10-27,Wednesday,0.52378,,
2010-10-28,Thursday,0.52286,,
2010-10-29,Friday,0.52112,,start
2010-10-30,Saturday,0.52112,imputed from 1851,
2010-10-31,Sunday,0.52112,imputed from 1852,
2010-11-01,Monday,0.53449,,
2010-11-02,Tuesday,0.53127,,
2010-11-03,Wednesday,0.53748,,
2010-11-04,Thursday,0.53712,,
2010-11-05,Friday,0.53778,,start
2010-11-06,Saturday,0.53778,imputed from 1858,
2010-11-07,Sunday,0.53778,imputed from 1859,
2010-11-08,Monday,0.54044,,
2010-11-09,Tuesday,0.54188,,
2010-11-10,Wednesday,0.56068,,
2010-11-11,Thursday,0.56199,,
2010-11-12,Friday,0.55675,,start
2010-11-13,Saturday,0.55675,imputed from 1865,
2010-11-14,Sunday,0.55675,imputed from 1866,
2010-11-15,Monday,0.55526,,
2010-11-16,Tuesday,0.55225,,
2010-11-17,Wednesday,0.54993,,
2010-11-18,Thursday,0.57228,,
2010-11-19,Friday,0.56421,,start
2010-11-20,Saturday,0.56421,imputed from 1872,
2010-11-21,Sunday,0.56421,imputed from 1873,
2010-11-22,Monday,0.54867,,
2010-11-23,Tuesday,0.54608,,
2010-11-24,Wednesday,0.56549,,
2010-11-25,Thursday,0.56549,imputed from 1877,
2010-11-26,Friday,0.57011,,start
2010-11-27,Saturday,0.57011,imputed from 1879,
2010-11-28,Sunday,0.57011,imputed from 1880,
2010-11-29,Monday,0.5888,,
2010-11-30,Tuesday,0.58368,,
2010-12-01,Wednesday,0.61517,,
2010-12-02,Thursday,0.62238,,
2010-12-03,Friday,0.61219,,start
2010-12-04,Saturday,0.61219,imputed from 1886,
2010-12-05,Sunday,0.61219,imputed from 1887,
2010-12-06,Monday,0.61329,,
2010-12-07,Tuesday,0.60964,,
2010-12-08,Wednesday,0.60782,,
2010-12-09,Thursday,0.6131,,
2010-12-10,Friday,0.60352,,start
2010-12-11,Saturday,0.60352,imputed from 1893,
2010-12-12,Sunday,0.60352,imputed from 1894,
2010-12-13,Monday,0.59731,,
2010-12-14,Tuesday,0.58619,,
2010-12-15,Wednesday,0.59303,,
2010-12-16,Thursday,0.593,,
2010-12-17,Friday,0.59956,,start
2010-12-18,Saturday,0.59956,imputed from 1900,
2010-12-19,Sunday,0.59956,imputed from 1901,
2010-12-20,Monday,0.61179,,
2010-12-21,Tuesday,0.61277,,
2010-12-22,Wednesday,0.61508,,
2010-12-23,Thursday,0.6254,,
2010-12-24,Friday,0.6254,imputed from 1906,start
2010-12-25,Saturday,0.6254,imputed from 1907,
2010-12-26,Sunday,0.6254,imputed from 1908,
2010-12-27,Monday,0.62107,,
2010-12-28,Tuesday,0.60874,,
2010-12-29,Wednesday,0.60503,,
2010-12-30,Thursday,0.59722,,
2010-12-31,Friday,0.61059,,start
2011-01-01,Saturday,0.61059,imputed from 1914,
2011-01-02,Sunday,0.61059,imputed from 1915,
2011-01-03,Monday,0.60945,,
2011-01-04,Tuesday,0.61461,,
2011-01-05,Wednesday,0.63411,,
2011-01-06,Thursday,0.63363,,
2011-01-07,Friday,0.62678,,start
2011-01-08,Saturday,0.62678,imputed from 1921,
2011-01-09,Sunday,0.62678,imputed from 1922,
2011-01-10,Monday,0.63973,,
2011-01-11,Tuesday,0.65055,,
2011-01-12,Wednesday,0.64335,,
2011-01-13,Thursday,0.63339,,
2011-01-14,Friday,0.64735,,start
2011-01-15,Saturday,0.64735,imputed from 1928,
2011-01-16,Sunday,0.64735,imputed from 1929,
2011-01-17,Monday,0.64735,imputed from 1930,
2011-01-18,Tuesday,0.64309,,
2011-01-19,Wednesday,0.63817,,
2011-01-20,Thursday,0.62896,,
2011-01-21,Friday,0.63352,,start
2011-01-22,Saturday,0.63352,imputed from 1935,
2011-01-23,Sunday,0.63352,imputed from 1936,
2011-01-24,Monday,0.61623,,
2011-01-25,Tuesday,0.59514,,
2011-01-26,Wednesday,0.61681,,
2011-01-27,Thursday,0.60681,,
2011-01-28,Friday,0.62267,,start
2011-01-29,Saturday,0.62267,imputed from 1942,
2011-01-30,Sunday,0.62267,imputed from 1943,
2011-01-31,Monday,0.63043,,
2011-02-01,Tuesday,0.63185,,
2011-02-02,Wednesday,0.63103,,
2011-02-03,Thursday,0.63328,,
2011-02-04,Friday,0.6246,,start
2011-02-05,Saturday,0.6246,imputed from 1949,
2011-02-06,Sunday,0.6246,imputed from 1950,
2011-02-07,Monday,0.62863,,
2011-02-08,Tuesday,0.64051,,
2011-02-09,Wednesday,0.64921,,
2011-02-10,Thursday,0.64093,,
2011-02-11,Friday,0.64423,,start
2011-02-12,Saturday,0.64423,imputed from 1956,
2011-02-13,Sunday,0.64423,imputed from 1957,
2011-02-14,Monday,0.65436,,
2011-02-15,Tuesday,0.64392,,
2011-02-16,Wednesday,0.65641,,
2011-02-17,Thursday,0.64423,,
2011-02-18,Friday,0.64724,,start
2011-02-19,Saturday,0.64724,imputed from 1963,
2011-02-20,Sunday,0.64724,imputed from 1964,
2011-02-21,Monday,0.64724,imputed from 1965,
2011-02-22,Tuesday,0.65462,,
2011-02-23,Wednesday,0.67863,,
2011-02-24,Thursday,0.67435,,
2011-02-25,Friday,0.68155,,start
2011-02-26,Saturday,0.68155,imputed from 1970,
2011-02-27,Sunday,0.68155,imputed from 1971,
2011-02-28,Monday,0.67996,,
2011-03-01,Tuesday,0.70075,,
2011-03-02,Wednesday,0.70668,,
2011-03-03,Thursday,0.7131,,
2011-03-04,Friday,0.71363,,start
2011-03-05,Saturday,0.71363,imputed from 1977,
2011-03-06,Sunday,0.71363,imputed from 1978,
2011-03-07,Monday,0.70321,,
2011-03-08,Tuesday,0.69661,,
2011-03-09,Wednesday,0.71196,,
2011-03-10,Thursday,0.71246,,
2011-03-11,Friday,0.70229,,start
2011-03-12,Saturday,0.70229,imputed from 1984,
2011-03-13,Sunday,0.70229,imputed from 1985,
2011-03-14,Monday,0.69159,,
2011-03-15,Tuesday,0.64893,,
2011-03-16,Wednesday,0.65377,,
2011-03-17,Thursday,0.67163,,
2011-03-18,Friday,0.67196,,start
2011-03-19,Saturday,0.67196,imputed from 1991,
2011-03-20,Sunday,0.67196,imputed from 1992,
2011-03-21,Monday,0.686,,
2011-03-22,Tuesday,0.68626,,
2011-03-23,Wednesday,0.69369,,
2011-03-24,Thursday,0.69762,,
2011-03-25,Friday,0.70795,,start
2011-03-26,Saturday,0.70795,imputed from 1998,
2011-03-27,Sunday,0.70795,imputed from 1999,
2011-03-28,Monday,0.70282,,
2011-03-29,Tuesday,0.70956,,
2011-03-30,Wednesday,0.71217,,
2011-03-31,Thursday,0.71971,,
2011-04-01,Friday,0.71971,imputed from 2004,start
2011-04-02,Saturday,0.71971,imputed from 2005,
2011-04-03,Sunday,0.71971,imputed from 2006,
2011-04-04,Monday,0.72128,,
2011-04-05,Tuesday,0.73026,,
2011-04-06,Wednesday,0.72323,,
2011-04-07,Thursday,0.72091,,
2011-04-08,Friday,0.73304,,start
2011-04-09,Saturday,0.73304,imputed from 2012,
2011-04-10,Sunday,0.73304,imputed from 2013,
2011-04-11,Monday,0.71485,,
2011-04-12,Tuesday,0.6993,,
2011-04-13,Wednesday,0.71605,,
2011-04-14,Thursday,0.71164,,
2011-04-15,Friday,0.72565,,start
2011-04-16,Saturday,0.72565,imputed from 2019,
2011-04-17,Sunday,0.72565,imputed from 2020,
