date,weekday,UB1_Comdty_PX-LAST,UB1_Comdty_CURRENCY-EUR,UB1_Comdty_PX-LAST-CHF,imputed,UB1_Comdty_start
2011-09-13,Tuesday,108.13,1.2042,130.21014599999998,,
2011-09-14,Wednesday,106.95,1.20481,128.8544295,,
2011-09-15,Thursday,105.4,1.20646,127.16088400000001,,
2011-09-16,Friday,107.25,1.20861,129.6234225,,start
2011-09-17,Saturday,,,129.6234225,imputed from 4641,
2011-09-18,Sunday,,,129.6234225,imputed from 4642,
2011-09-19,Monday,108.81,1.20713,131.3478153,,
2011-09-20,Tuesday,108.88,1.21597,132.3948136,,
2011-09-21,Wednesday,109.41,1.22146,133.6399386,,
2011-09-22,Thursday,111.57,1.22326,136.4791182,,
2011-09-23,Friday,111.75,1.22199,136.5573825,,start
2011-09-24,Saturday,,,136.5573825,imputed from 4648,
2011-09-25,Sunday,,,136.5573825,imputed from 4649,
2011-09-26,Monday,110.48,1.22001,134.7867048,,
2011-09-27,Tuesday,107.67,1.21698,131.0322366,,
2011-09-28,Wednesday,107.3,1.21913,130.812649,,
2011-09-29,Thursday,106.81,1.21966,130.2718846,,
2011-09-30,Friday,108.51,1.21565,131.9101815,,start
2011-10-01,Saturday,,,131.9101815,imputed from 4655,
2011-10-02,Sunday,,,131.9101815,imputed from 4656,
2011-10-03,Monday,110.32,1.21426,133.95716319999997,,
2011-10-04,Tuesday,111.31,1.22307,136.1399217,,
2011-10-05,Wednesday,109.34,1.23214,134.7221876,,
2011-10-06,Thursday,107.41,1.23697,132.86294769999998,,
2011-10-07,Friday,106.9,1.24066,132.62655400000003,,start
2011-10-08,Saturday,,,132.62655400000003,imputed from 4662,
2011-10-09,Sunday,,,132.62655400000003,imputed from 4663,
2011-10-10,Monday,106.14,1.23287,130.85682179999998,,
2011-10-11,Tuesday,105.93,1.23947,131.29705710000002,,
2011-10-12,Wednesday,103.64,1.2343,127.92285199999999,,
2011-10-13,Thursday,104.89,1.23739,129.7898371,,
2011-10-14,Friday,103.24,1.23794,127.8049256,,start
2011-10-15,Saturday,,,127.8049256,imputed from 4669,
2011-10-16,Sunday,,,127.8049256,imputed from 4670,
2011-10-17,Monday,105.09,1.23544,129.83238960000003,,
2011-10-18,Tuesday,106.46,1.23608,131.5930768,,
2011-10-19,Wednesday,105.42,1.24222,130.95483240000002,,
2011-10-20,Thursday,106.09,1.23172,130.6731748,,
2011-10-21,Friday,105.4,1.2262,129.24148,,start
2011-10-22,Saturday,,,129.24148,imputed from 4676,
2011-10-23,Sunday,,,129.24148,imputed from 4677,
2011-10-24,Monday,105.47,1.227,129.41169000000002,,
2011-10-25,Tuesday,106.32,1.22105,129.822036,,
2011-10-26,Wednesday,106.77,1.22526,130.8210102,,
2011-10-27,Thursday,103.26,1.22028,126.00611280000001,,
2011-10-28,Friday,103.2,1.22135,126.04332,,start
2011-10-29,Saturday,,,126.04332,imputed from 4683,
2011-10-30,Sunday,,,126.04332,imputed from 4684,
2011-10-31,Monday,105.86,1.21521,128.6421306,,
2011-11-01,Tuesday,109.43,1.21552,133.0143536,,
2011-11-02,Wednesday,108.29,1.21537,131.6124173,,
2011-11-03,Thursday,107.14,1.21344,130.00796160000002,,
2011-11-04,Friday,108.25,1.22,132.065,,start
2011-11-05,Saturday,,,132.065,imputed from 4690,
2011-11-06,Sunday,,,132.065,imputed from 4691,
2011-11-07,Monday,108.88,1.24075,135.09286,,
2011-11-08,Tuesday,109.38,1.23793,135.40478339999999,,
2011-11-09,Wednesday,111.71,1.23169,137.5920899,,
2011-11-10,Thursday,111.22,1.23283,137.11535260000002,,
2011-11-11,Friday,109.76,1.23767,135.8466592,,start
2011-11-12,Saturday,,,135.8466592,imputed from 4697,
2011-11-13,Sunday,,,135.8466592,imputed from 4698,
2011-11-14,Monday,110.99,1.23844,137.4544556,,
2011-11-15,Tuesday,111.8,1.23903,138.52355400000002,,
2011-11-16,Wednesday,111.29,1.2378,137.754762,,
2011-11-17,Thursday,110.18,1.24069,136.6992242,,
2011-11-18,Friday,109.04,1.23977,135.1845208,,start
2011-11-19,Saturday,,,135.1845208,imputed from 4704,
2011-11-20,Sunday,,,135.1845208,imputed from 4705,
2011-11-21,Monday,109.83,1.23735,135.89815049999999,,
2011-11-22,Tuesday,109.16,1.23472,134.7820352,,
2011-11-23,Wednesday,106.95,1.22759,131.2907505,,
2011-11-24,Thursday,105.65,1.22734,129.668471,,
2011-11-25,Friday,104.7,1.23193,128.983071,,start
2011-11-26,Saturday,,,128.983071,imputed from 4711,
2011-11-27,Sunday,,,128.983071,imputed from 4712,
2011-11-28,Monday,103.98,1.22868,127.7581464,,
2011-11-29,Tuesday,103.01,1.22607,126.2974707,,
2011-11-30,Wednesday,103.22,1.22785,126.73867700000001,,
2011-12-01,Thursday,105.28,1.23265,129.773392,,
2011-12-02,Friday,106.21,1.23421,131.0854441,,start
2011-12-03,Saturday,,,131.0854441,imputed from 4718,
2011-12-04,Sunday,,,131.0854441,imputed from 4719,
2011-12-05,Monday,106.32,1.23374,131.1712368,,
2011-12-06,Tuesday,106.58,1.2409,132.255122,,
2011-12-07,Wednesday,108.39,1.23869,134.26160910000002,,
2011-12-08,Thursday,108.83,1.23552,134.46164159999998,,
2011-12-09,Friday,107.41,1.23575,132.73190749999998,,start
2011-12-10,Saturday,,,132.73190749999998,imputed from 4725,
2011-12-11,Sunday,,,132.73190749999998,imputed from 4726,
2011-12-12,Monday,109.61,1.23596,135.4735756,,
2011-12-13,Tuesday,110.17,1.23279,135.8164743,,
2011-12-14,Wednesday,112.51,1.23766,139.2491266,,
2011-12-15,Thursday,111.77,1.22367,136.7695959,,
2011-12-16,Friday,112.8,1.22101,137.729928,,start
2011-12-17,Saturday,,,137.729928,imputed from 4732,
2011-12-18,Sunday,,,137.729928,imputed from 4733,
2011-12-19,Monday,112.64,1.21841,137.2417024,,
2011-12-20,Tuesday,111.25,1.21878,135.589275,,
2011-12-21,Wednesday,111.31,1.22108,135.9184148,,
2011-12-22,Thursday,111.64,1.22167,136.3872388,,
2011-12-23,Friday,111.56,1.22227,136.3564412,,start
2011-12-24,Saturday,,,136.3564412,imputed from 4739,
2011-12-25,Sunday,,,136.3564412,imputed from 4740,
2011-12-26,Monday,,1.22288,136.3564412,imputed from 4741,
2011-12-27,Tuesday,112.44,1.22092,137.2802448,,
2011-12-28,Wednesday,112.49,1.21964,137.1973036,,
2011-12-29,Thursday,113.29,1.21851,138.0449979,,
2011-12-30,Friday,113.27,1.21679,137.8258033,,start
2011-12-31,Saturday,,,137.8258033,imputed from 4746,
2012-01-01,Sunday,,,137.8258033,imputed from 4747,
2012-01-02,Monday,112.02,1.21555,136.165911,,
2012-01-03,Tuesday,111.86,1.21648,136.0754528,,
2012-01-04,Wednesday,111.54,1.21889,135.9549906,,
2012-01-05,Thursday,112.92,1.21806,137.5433352,,
2012-01-06,Friday,112.6,1.21499,136.807874,,start
2012-01-07,Saturday,,,136.807874,imputed from 4753,
2012-01-08,Sunday,,,136.807874,imputed from 4754,
2012-01-09,Monday,112.78,1.21213,136.7040214,,
2012-01-10,Tuesday,112.41,1.2128,136.330848,,
2012-01-11,Wednesday,113.04,1.21235,137.044044,,
2012-01-12,Thursday,113.01,1.21039,136.78617390000002,,
2012-01-13,Friday,114.55,1.20755,138.3248525,,start
2012-01-14,Saturday,,,138.3248525,imputed from 4760,
2012-01-15,Sunday,,,138.3248525,imputed from 4761,
2012-01-16,Monday,114.37,1.20871,138.2401627,,
2012-01-17,Tuesday,113.59,1.20925,137.3587075,,
2012-01-18,Wednesday,113.57,1.20838,137.2357166,,
2012-01-19,Thursday,112.44,1.2088,135.917472,,
2012-01-20,Friday,111.24,1.20851,134.4346524,,start
2012-01-21,Saturday,,,134.4346524,imputed from 4767,
2012-01-22,Sunday,,,134.4346524,imputed from 4768,
2012-01-23,Monday,109.87,1.20749,132.6669263,,
2012-01-24,Tuesday,109.2,1.20916,132.04027200000002,,
2012-01-25,Wednesday,110.05,1.20778,132.916189,,
2012-01-26,Thursday,110.85,1.20652,133.742742,,
2012-01-27,Friday,111.1,1.2065,134.04215,,start
2012-01-28,Saturday,,,134.04215,imputed from 4774,
2012-01-29,Sunday,,,134.04215,imputed from 4775,
2012-01-30,Monday,112.49,1.20528,135.58194719999997,,
2012-01-31,Tuesday,112.51,1.20395,135.45641450000002,,
2012-02-01,Wednesday,112.35,1.20456,135.332316,,
2012-02-02,Thursday,111.87,1.20503,134.8067061,,
2012-02-03,Friday,110.92,1.20838,134.0335096,,start
2012-02-04,Saturday,,,134.0335096,imputed from 4781,
2012-02-05,Sunday,,,134.0335096,imputed from 4782,
2012-02-06,Monday,111.71,1.20631,134.7568901,,
2012-02-07,Tuesday,110.46,1.20904,133.55055839999997,,
2012-02-08,Wednesday,110.1,1.20996,133.21659599999998,,
2012-02-09,Thursday,108.65,1.21139,131.6175235,,
2012-02-10,Friday,110.37,1.20959,133.5024483,,start
2012-02-11,Saturday,,,133.5024483,imputed from 4788,
2012-02-12,Sunday,,,133.5024483,imputed from 4789,
2012-02-13,Monday,110.58,1.20862,133.6491996,,
2012-02-14,Tuesday,111.29,1.20758,134.39157820000003,,
2012-02-15,Wednesday,112.19,1.20682,135.3931358,,
2012-02-16,Thursday,112.28,1.2071,135.533188,,
2012-02-17,Friday,111.56,1.20875,134.84815,,start
2012-02-18,Saturday,,,134.84815,imputed from 4795,
2012-02-19,Sunday,,,134.84815,imputed from 4796,
2012-02-20,Monday,110.94,1.20728,133.9356432,,
2012-02-21,Tuesday,110.72,1.20755,133.69993599999998,,
2012-02-22,Wednesday,111.45,1.20599,134.40758549999998,,
2012-02-23,Thursday,112.51,1.2053,135.608303,,
2012-02-24,Friday,112.42,1.20508,135.4750936,,start
2012-02-25,Saturday,,,135.4750936,imputed from 4802,
2012-02-26,Sunday,,,135.4750936,imputed from 4803,
2012-02-27,Monday,113.18,1.20487,136.36718660000003,,
2012-02-28,Tuesday,113.59,1.20524,136.90321160000002,,
2012-02-29,Wednesday,113.15,1.2053,136.379695,,
2012-03-01,Thursday,112.14,1.20601,135.2419614,,
2012-03-02,Friday,113.24,1.20655,136.629722,,start
2012-03-03,Saturday,,,136.629722,imputed from 4809,
2012-03-04,Sunday,,,136.629722,imputed from 4810,
2012-03-05,Monday,112.69,1.20599,135.90301309999998,,
2012-03-06,Tuesday,112.88,1.20492,136.0113696,,
2012-03-07,Wednesday,113.13,1.20533,136.3589829,,
2012-03-08,Thursday,112.67,1.2057,135.846219,,
2012-03-09,Friday,112.79,1.20568,135.98864720000003,,start
2012-03-10,Saturday,,,135.98864720000003,imputed from 4816,
2012-03-11,Sunday,,,135.98864720000003,imputed from 4817,
2012-03-12,Monday,113.04,1.20569,136.2911976,,
2012-03-13,Tuesday,111.97,1.20777,135.2340069,,
2012-03-14,Wednesday,109.48,1.21301,132.8003348,,
2012-03-15,Thursday,109.46,1.20727,132.1477742,,
2012-03-16,Friday,107.94,1.20621,130.1983074,,start
2012-03-17,Saturday,,,130.1983074,imputed from 4823,
2012-03-18,Sunday,,,130.1983074,imputed from 4824,
2012-03-19,Monday,108.55,1.20637,130.9514635,,
2012-03-20,Tuesday,108.82,1.2057,131.204274,,
2012-03-21,Wednesday,110.1,1.20565,132.742065,,
2012-03-22,Thursday,111.23,1.20563,134.1022249,,
2012-03-23,Friday,111.62,1.20501,134.5032162,,start
2012-03-24,Saturday,,,134.5032162,imputed from 4830,
2012-03-25,Sunday,,,134.5032162,imputed from 4831,
2012-03-26,Monday,110.65,1.20617,133.46271050000001,,
2012-03-27,Tuesday,111.28,1.2054,134.136912,,
2012-03-28,Wednesday,111.96,1.20544,134.9610624,,
2012-03-29,Thursday,112.6,1.20546,135.734796,,
2012-03-30,Friday,113.03,1.20409,136.0982927,,start
2012-03-31,Saturday,,,136.0982927,imputed from 4837,
2012-04-01,Sunday,,,136.0982927,imputed from 4838,
2012-04-02,Monday,113.12,1.20386,136.1806432,,
2012-04-03,Tuesday,112.63,1.20399,135.60539369999998,,
2012-04-04,Wednesday,112.53,1.2036,135.441108,,
2012-04-05,Thursday,113.44,1.20173,136.3242512,,
2012-04-06,Friday,113.44,1.20096,136.2369024,imputed from 4843,start
2012-04-07,Saturday,,,136.2369024,imputed from 4844,
2012-04-08,Sunday,,,136.2369024,imputed from 4845,
2012-04-09,Monday,,1.20199,136.2369024,imputed from 4846,
2012-04-10,Tuesday,115.01,1.20149,138.1833649,,
2012-04-11,Wednesday,114.22,1.20267,137.36896739999997,,
2012-04-12,Thursday,113.81,1.20167,136.7620627,,
2012-04-13,Friday,114.67,1.20266,137.9090222,,start
2012-04-14,Saturday,,,137.9090222,imputed from 4851,
2012-04-15,Sunday,,,137.9090222,imputed from 4852,
2012-04-16,Monday,114.86,1.20191,138.0513826,,
2012-04-17,Tuesday,113.95,1.20148,136.908646,,
2012-04-18,Wednesday,114.79,1.20204,137.98217160000002,,
2012-04-19,Thursday,115.09,1.20222,138.3634998,,
2012-04-20,Friday,114.68,1.20161,137.8006348,,start
2012-04-21,Saturday,,,137.8006348,imputed from 4858,
2012-04-22,Sunday,,,137.8006348,imputed from 4859,
2012-04-23,Monday,115.61,1.20203,138.9666883,,
2012-04-24,Tuesday,114.67,1.20155,137.7817385,,
2012-04-25,Wednesday,113.7,1.20173,136.636701,,
2012-04-26,Thursday,114.52,1.20174,137.6232648,,
2012-04-27,Friday,114.33,1.20156,137.3743548,,start
2012-04-28,Saturday,,,137.3743548,imputed from 4865,
2012-04-29,Sunday,,,137.3743548,imputed from 4866,
2012-04-30,Monday,115.02,1.20138,138.1827276,,
2012-05-01,Tuesday,,1.20161,138.1827276,imputed from 4868,
2012-05-02,Wednesday,115.67,1.20154,138.98213180000002,,
2012-05-03,Thursday,115.54,1.20147,138.81784380000002,,
2012-05-04,Friday,116.2,1.20135,139.59687,,start
2012-05-05,Saturday,,,139.59687,imputed from 4872,
2012-05-06,Sunday,,,139.59687,imputed from 4873,
2012-05-07,Monday,116.29,1.20141,139.71196890000002,,
2012-05-08,Tuesday,117.34,1.20118,140.9464612,,
2012-05-09,Wednesday,117.95,1.20107,141.66620650000002,,
2012-05-10,Thursday,117.86,1.20115,141.56753899999998,,
2012-05-11,Friday,118.55,1.20118,142.39988899999997,,start
2012-05-12,Saturday,,,142.39988899999997,imputed from 4879,
2012-05-13,Sunday,,,142.39988899999997,imputed from 4880,
2012-05-14,Monday,119.89,1.20108,143.99748119999998,,
2012-05-15,Tuesday,119.95,1.20107,144.06834650000002,,
2012-05-16,Wednesday,119.5,1.20106,143.52667,,
2012-05-17,Thursday,120.73,1.20104,145.00155920000003,,
2012-05-18,Friday,120.62,1.20115,144.882713,,start
2012-05-19,Saturday,,,144.882713,imputed from 4886,
2012-05-20,Sunday,,,144.882713,imputed from 4887,
2012-05-21,Monday,120.82,1.20123,145.1326086,,
2012-05-22,Tuesday,120.3,1.20121,144.50556300000002,,
2012-05-23,Wednesday,122.46,1.20102,147.0769092,,
2012-05-24,Thursday,122.78,1.2013,147.49561400000002,,
2012-05-25,Friday,123.07,1.2012,147.831684,,start
2012-05-26,Saturday,,,147.831684,imputed from 4893,
2012-05-27,Sunday,,,147.831684,imputed from 4894,
2012-05-28,Monday,123.33,1.202,148.24266,,
2012-05-29,Tuesday,123.9,1.20101,148.805139,,
2012-05-30,Wednesday,126.29,1.20082,151.6515578,,
2012-05-31,Thursday,127.83,1.20115,153.5430045,,
2012-06-01,Friday,129.54,1.20129,155.6151066,,start
2012-06-02,Saturday,,,155.6151066,imputed from 4900,
2012-06-03,Sunday,,,155.6151066,imputed from 4901,
2012-06-04,Monday,128.61,1.20106,154.4683266,,
2012-06-05,Tuesday,128.65,1.20104,154.513796,,
2012-06-06,Wednesday,125.7,1.20071,150.929247,,
2012-06-07,Thursday,123.55,1.20106,148.390963,,
2012-06-08,Friday,124.54,1.20138,149.6198652,,start
2012-06-09,Saturday,,,149.6198652,imputed from 4907,
2012-06-10,Sunday,,,149.6198652,imputed from 4908,
2012-06-11,Monday,124.66,1.20102,149.7191532,,
2012-06-12,Tuesday,121.56,1.20111,146.0069316,,
2012-06-13,Wednesday,119.3,1.20107,143.287651,,
2012-06-14,Thursday,119.42,1.20102,143.4258084,,
2012-06-15,Friday,121.65,1.20101,146.1028665,,start
2012-06-16,Saturday,,,146.1028665,imputed from 4914,
2012-06-17,Sunday,,,146.1028665,imputed from 4915,
2012-06-18,Monday,121.92,1.20095,146.419824,,
2012-06-19,Tuesday,119.37,1.20091,143.3526267,,
2012-06-20,Wednesday,118.29,1.20116,142.0852164,,
2012-06-21,Thursday,120.3,1.20105,144.486315,,
2012-06-22,Friday,119.1,1.20097,143.035527,,start
2012-06-23,Saturday,,,143.035527,imputed from 4921,
2012-06-24,Sunday,,,143.035527,imputed from 4922,
2012-06-25,Monday,120.8,1.20099,145.079592,,
2012-06-26,Tuesday,119.28,1.20101,143.25647279999998,,
2012-06-27,Wednesday,118.38,1.20106,142.1814828,,
2012-06-28,Thursday,118.54,1.20105,142.372467,,
2012-06-29,Friday,117.5,1.20118,141.13864999999998,,start
2012-06-30,Saturday,,,141.13864999999998,imputed from 4928,
2012-07-01,Sunday,,,141.13864999999998,imputed from 4929,
2012-07-02,Monday,118.11,1.20124,141.8784564,,
2012-07-03,Tuesday,117.05,1.20109,140.5875845,,
2012-07-04,Wednesday,118.67,1.2012,142.546404,,
2012-07-05,Thursday,119.53,1.20118,143.5770454,,
2012-07-06,Friday,121.27,1.20093,145.6367811,,start
2012-07-07,Saturday,,,145.6367811,imputed from 4935,
2012-07-08,Sunday,,,145.6367811,imputed from 4936,
2012-07-09,Monday,121.06,1.20099,145.3918494,,
2012-07-10,Tuesday,121.33,1.20092,145.7076236,,
2012-07-11,Wednesday,121.95,1.20083,146.44121850000002,,
2012-07-12,Thursday,122.55,1.20083,147.1617165,,
2012-07-13,Friday,122.65,1.20092,147.29283800000002,,start
2012-07-14,Saturday,,,147.29283800000002,imputed from 4942,
2012-07-15,Sunday,,,147.29283800000002,imputed from 4943,
2012-07-16,Monday,122.8,1.20105,147.48893999999999,,
2012-07-17,Tuesday,123.37,1.20136,148.2117832,,
2012-07-18,Wednesday,123.87,1.2011,148.780257,,
2012-07-19,Thursday,123.71,1.20102,148.57818419999998,,
2012-07-20,Friday,124.45,1.20106,149.47191700000002,,start
2012-07-21,Saturday,,,149.47191700000002,imputed from 4949,
2012-07-22,Sunday,,,149.47191700000002,imputed from 4950,
2012-07-23,Monday,123.96,1.2009,148.863564,,
2012-07-24,Tuesday,122.73,1.20101,147.39995729999998,,
2012-07-25,Wednesday,122.28,1.20104,146.8631712,,
2012-07-26,Thursday,121.61,1.20099,146.0523939,,
2012-07-27,Friday,120.21,1.20118,144.39384779999997,,start
2012-07-28,Saturday,,,144.39384779999997,imputed from 4956,
2012-07-29,Sunday,,,144.39384779999997,imputed from 4957,
2012-07-30,Monday,120.18,1.20117,144.3566106,,
2012-07-31,Tuesday,123.01,1.20127,147.76822270000002,,
2012-08-01,Wednesday,121.04,1.20163,145.4452952,,
2012-08-02,Thursday,123.75,1.20118,148.64602499999998,,
2012-08-03,Friday,120.77,1.2017,145.129309,,start
2012-08-04,Saturday,,,145.129309,imputed from 4963,
2012-08-05,Sunday,,,145.129309,imputed from 4964,
2012-08-06,Monday,120.95,1.20143,145.3129585,,
2012-08-07,Tuesday,119.42,1.20126,143.4544692,,
2012-08-08,Wednesday,120.07,1.20124,144.2328868,,
2012-08-09,Thursday,119.76,1.2011,143.843736,,
2012-08-10,Friday,121.16,1.20084,145.49377439999998,,start
2012-08-11,Saturday,,,145.49377439999998,imputed from 4970,
2012-08-12,Sunday,,,145.49377439999998,imputed from 4971,
2012-08-13,Monday,120.54,1.20105,144.774567,,
2012-08-14,Tuesday,119.37,1.20109,143.3741133,,
2012-08-15,Wednesday,117.65,1.20105,141.3035325,,
2012-08-16,Thursday,118.51,1.2011,142.342361,,
2012-08-17,Friday,119.28,1.20108,143.26482239999999,,start
2012-08-18,Saturday,,,143.26482239999999,imputed from 4977,
2012-08-19,Sunday,,,143.26482239999999,imputed from 4978,
2012-08-20,Monday,119.05,1.2011,142.990955,,
2012-08-21,Tuesday,117.95,1.201,141.65795,,
2012-08-22,Wednesday,120.48,1.20103,144.7000944,,
2012-08-23,Thursday,121.76,1.20093,146.2252368,,
2012-08-24,Friday,122.38,1.20085,146.96002299999998,,start
2012-08-25,Saturday,,,146.96002299999998,imputed from 4984,
2012-08-26,Sunday,,,146.96002299999998,imputed from 4985,
2012-08-27,Monday,122.13,1.20112,146.69278559999998,,
2012-08-28,Tuesday,122.24,1.2009,146.798016,,
2012-08-29,Wednesday,121.77,1.20096,146.2408992,,
2012-08-30,Thursday,122.78,1.20094,147.4514132,,
2012-08-31,Friday,122.65,1.20098,147.300197,,start
2012-09-01,Saturday,,,147.300197,imputed from 4991,
2012-09-02,Sunday,,,147.300197,imputed from 4992,
2012-09-03,Monday,121.97,1.20091,146.4749927,,
2012-09-04,Tuesday,121.86,1.20116,146.3733576,,
2012-09-05,Wednesday,120.18,1.20402,144.6991236,,
2012-09-06,Thursday,117.74,1.20458,141.82724919999998,,
2012-09-07,Friday,118.48,1.20973,143.3288104,,start
2012-09-08,Saturday,,,143.3288104,imputed from 4998,
2012-09-09,Sunday,,,143.3288104,imputed from 4999,
2012-09-10,Monday,117.34,1.20735,141.670449,,
2012-09-11,Tuesday,117.42,1.20705,141.731811,,
2012-09-12,Wednesday,115.79,1.209,139.99011000000002,,
2012-09-13,Thursday,117.04,1.2148,142.18019200000003,,
2012-09-14,Friday,114.51,1.21687,139.3437837,,start
2012-09-15,Saturday,,,139.3437837,imputed from 5005,
2012-09-16,Sunday,,,139.3437837,imputed from 5006,
2012-09-17,Monday,115.45,1.21635,140.42760750000002,,
2012-09-18,Tuesday,116.3,1.21154,140.902102,,
2012-09-19,Wednesday,116.37,1.21015,140.82515550000002,,
2012-09-20,Thursday,117.34,1.21023,142.00838819999998,,
2012-09-21,Friday,116.69,1.21125,141.34076249999998,,start
2012-09-22,Saturday,,,141.34076249999998,imputed from 5012,
2012-09-23,Sunday,,,141.34076249999998,imputed from 5013,
2012-09-24,Monday,117.11,1.21003,141.7066133,,
2012-09-25,Tuesday,116.82,1.20921,141.25991219999997,,
2012-09-26,Wednesday,119.78,1.20925,144.843965,,
2012-09-27,Thursday,119.98,1.21031,145.2129938,,
2012-09-28,Friday,120.4,1.20849,145.50219600000003,,start
2012-09-29,Saturday,,,145.50219600000003,imputed from 5019,
2012-09-30,Sunday,,,145.50219600000003,imputed from 5020,
2012-10-01,Monday,119.62,1.20925,144.650485,,
2012-10-02,Tuesday,119.22,1.20969,144.2192418,,
2012-10-03,Wednesday,119.35,1.2113,144.568655,,
2012-10-04,Thursday,119.51,1.21132,144.7648532,,
2012-10-05,Friday,118.03,1.21154,142.9980662,,start
2012-10-06,Saturday,,,142.9980662,imputed from 5026,
2012-10-07,Sunday,,,142.9980662,imputed from 5027,
2012-10-08,Monday,119.13,1.2103,144.18303899999998,,
2012-10-09,Tuesday,119.04,1.21151,144.2181504,,
2012-10-10,Wednesday,118.97,1.20938,143.87993859999997,,
2012-10-11,Thursday,118.81,1.20885,143.6234685,,
2012-10-12,Friday,119.86,1.20928,144.94430079999998,,start
2012-10-13,Saturday,,,144.94430079999998,imputed from 5033,
2012-10-14,Sunday,,,144.94430079999998,imputed from 5034,
2012-10-15,Monday,119.24,1.20835,144.083654,,
2012-10-16,Tuesday,117.98,1.2088,142.614224,,
2012-10-17,Wednesday,116.13,1.21002,140.51962260000002,,
2012-10-18,Thursday,116.55,1.20828,140.825034,,
2012-10-19,Friday,117.31,1.20885,141.8101935,,start
2012-10-20,Saturday,,,141.8101935,imputed from 5040,
2012-10-21,Sunday,,,141.8101935,imputed from 5041,
2012-10-22,Monday,116.77,1.21046,141.3454142,,
2012-10-23,Tuesday,117.25,1.21093,141.98154250000002,,
2012-10-24,Wednesday,117.22,1.20965,141.79517299999998,,
2012-10-25,Thursday,116.96,1.20979,141.49703839999998,,
2012-10-26,Friday,117.6,1.20946,142.232496,,start
2012-10-27,Saturday,,,142.232496,imputed from 5047,
2012-10-28,Sunday,,,142.232496,imputed from 5048,
2012-10-29,Monday,119.24,1.20875,144.13135,,
2012-10-30,Tuesday,118.92,1.2082,143.679144,,
2012-10-31,Wednesday,119.46,1.20732,144.2264472,,
2012-11-01,Thursday,119.68,1.2061,144.346048,,
2012-11-02,Friday,120.16,1.20713,145.0487408,,start
2012-11-03,Saturday,,,145.0487408,imputed from 5054,
2012-11-04,Sunday,,,145.0487408,imputed from 5055,
2012-11-05,Monday,120.42,1.20728,145.38065759999998,,
2012-11-06,Tuesday,120.25,1.20825,145.29206250000001,,
2012-11-07,Wednesday,121.14,1.20659,146.1663126,,
2012-11-08,Thursday,121.32,1.20565,146.26945800000001,,
2012-11-09,Friday,121.47,1.20587,146.4770289,,start
2012-11-10,Saturday,,,146.4770289,imputed from 5061,
2012-11-11,Sunday,,,146.4770289,imputed from 5062,
2012-11-12,Monday,121.43,1.20516,146.3425788,,
2012-11-13,Tuesday,121.36,1.20362,146.0713232,,
2012-11-14,Wednesday,121.16,1.2036,145.82817599999998,,
2012-11-15,Thursday,120.67,1.20413,145.3023671,,
2012-11-16,Friday,120.91,1.20475,145.6663225,,start
2012-11-17,Saturday,,,145.6663225,imputed from 5068,
2012-11-18,Sunday,,,145.6663225,imputed from 5069,
2012-11-19,Monday,120.56,1.20435,145.196436,,
2012-11-20,Tuesday,119.68,1.20485,144.196448,,
2012-11-21,Wednesday,119.21,1.20429,143.5634109,,
2012-11-22,Thursday,118.92,1.20475,143.26887,,
2012-11-23,Friday,118.68,1.20414,142.9073352,,start
2012-11-24,Saturday,,,142.9073352,imputed from 5075,
2012-11-25,Sunday,,,142.9073352,imputed from 5076,
2012-11-26,Monday,119.44,1.20336,143.72931839999998,,
2012-11-27,Tuesday,119.4,1.20428,143.791032,,
2012-11-28,Wednesday,120.44,1.20353,144.9531532,,
2012-11-29,Thursday,120.22,1.2037,144.708814,,
2012-11-30,Friday,120.13,1.20532,144.79509159999998,,start
2012-12-01,Saturday,,,144.79509159999998,imputed from 5082,
2012-12-02,Sunday,,,144.79509159999998,imputed from 5083,
2012-12-03,Monday,119.66,1.20823,144.5768018,,
2012-12-04,Tuesday,120.25,1.21319,145.8860975,,
2012-12-05,Wednesday,121.24,1.21063,146.77678120000002,,
2012-12-06,Thursday,121.71,1.20924,147.1766004,,
2012-12-07,Friday,121.15,1.20795,146.34314250000003,,start
2012-12-08,Saturday,,,146.34314250000003,imputed from 5089,
2012-12-09,Sunday,,,146.34314250000003,imputed from 5090,
2012-12-10,Monday,121.39,1.20802,146.6415478,,
2012-12-11,Tuesday,121.03,1.21255,146.7549265,,
2012-12-12,Wednesday,121.26,1.21114,146.86283640000002,,
2012-12-13,Thursday,120.9,1.20768,146.00851200000002,,
2012-12-14,Friday,121.03,1.2081,146.216343,,start
2012-12-15,Saturday,,,146.216343,imputed from 5096,
2012-12-16,Sunday,,,146.216343,imputed from 5097,
2012-12-17,Monday,120.9,1.2078,146.02302,,
2012-12-18,Tuesday,120.31,1.20773,145.3019963,,
2012-12-19,Wednesday,119.79,1.2081,144.718299,,
2012-12-20,Thursday,120.72,1.2073,145.745256,,
2012-12-21,Friday,121.15,1.20759,146.2995285,,start
2012-12-22,Saturday,,,146.2995285,imputed from 5103,
2012-12-23,Sunday,,,146.2995285,imputed from 5104,
2012-12-24,Monday,121.15,1.20755,146.2946825,,
2012-12-25,Tuesday,,1.20752,146.2946825,imputed from 5106,
2012-12-26,Wednesday,,1.20779,146.2946825,imputed from 5107,
2012-12-27,Thursday,123.0,1.20909,148.71807,,
