date,weekday,UB1_Comdty_PX-LAST,UB1_Comdty_CURRENCY-EUR,UB1_Comdty_PX-LAST-CHF,imputed,UB1_Comdty_start
1999-01-01,Friday,,1.6002,,,excluded
1999-01-02,Saturday,,,,,excluded
1999-01-03,Sunday,,,,,excluded
1999-01-04,Monday,,1.61635,,,excluded
1999-01-05,Tuesday,,1.61525,,,excluded
1999-01-06,Wednesday,,1.62,,,excluded
1999-01-07,Thursday,,1.61175,,,excluded
1999-01-08,Friday,66.53,1.6151,107.452603,,start
1999-01-09,Saturday,,,107.452603,imputed from 7,
1999-01-10,Sunday,,,107.452603,imputed from 8,
1999-01-11,Monday,65.8,1.61,105.938,,
1999-01-12,Tuesday,66.39,1.6045,106.522755,,
1999-01-13,Wednesday,66.33,1.5903,105.484599,,
1999-01-14,Thursday,66.44,1.5878,105.493432,,
1999-01-15,Friday,66.56,1.5989,106.42278400000001,,start
1999-01-16,Saturday,,,106.42278400000001,imputed from 14,
1999-01-17,Sunday,,,106.42278400000001,imputed from 15,
1999-01-18,Monday,66.74,1.6021,106.924154,,
1999-01-19,Tuesday,66.9,1.5994,106.99986,,
1999-01-20,Wednesday,66.66,1.6063,107.075958,,
1999-01-21,Thursday,67.41,1.6066,108.300906,,
1999-01-22,Friday,67.53,1.603,108.25059,,start
1999-01-23,Saturday,,,108.25059,imputed from 21,
1999-01-24,Sunday,,,108.25059,imputed from 22,
1999-01-25,Monday,67.5,1.6023,108.15525000000001,,
1999-01-26,Tuesday,67.43,1.6078,108.413954,,
1999-01-27,Wednesday,67.62,1.6146,109.179252,,
1999-01-28,Thursday,67.31,1.6126,108.544106,,
1999-01-29,Friday,67.2,1.6094,108.15168,,start
1999-01-30,Saturday,,,108.15168,imputed from 28,
1999-01-31,Sunday,,,108.15168,imputed from 29,
1999-02-01,Monday,66.69,1.6063,107.124147,,
1999-02-02,Tuesday,66.79,1.6052,107.211308,,
1999-02-03,Wednesday,66.35,1.6032,106.37231999999999,,
1999-02-04,Thursday,65.74,1.6031,105.38779399999999,,
1999-02-05,Friday,65.98,1.6003,105.58779400000002,,start
1999-02-06,Saturday,,,105.58779400000002,imputed from 35,
1999-02-07,Sunday,,,105.58779400000002,imputed from 36,
1999-02-08,Monday,65.42,1.6034,104.894428,,
1999-02-09,Tuesday,66.05,1.6021,105.818705,,
1999-02-10,Wednesday,66.13,1.5967,105.589771,,
1999-02-11,Thursday,66.37,1.6002,106.20527400000002,,
1999-02-12,Friday,65.44,1.6002,104.717088,,start
1999-02-13,Saturday,,,104.717088,imputed from 42,
1999-02-14,Sunday,,,104.717088,imputed from 43,
1999-02-15,Monday,64.68,1.5979,103.35217200000001,,
1999-02-16,Tuesday,64.72,1.5978,103.409616,,
1999-02-17,Wednesday,65.06,1.5978,103.95286800000001,,
1999-02-18,Thursday,64.94,1.6012,103.981928,,
1999-02-19,Friday,65.13,1.6009,104.266617,,start
1999-02-20,Saturday,,,104.266617,imputed from 49,
1999-02-21,Sunday,,,104.266617,imputed from 50,
1999-02-22,Monday,65.41,1.5993,104.61021299999999,,
1999-02-23,Tuesday,65.52,1.5935,104.40611999999999,,
1999-02-24,Wednesday,65.4,1.5916,104.09064000000001,,
1999-02-25,Thursday,64.06,1.588,101.72728000000001,,
1999-02-26,Friday,64.18,1.595,102.36710000000001,,start
1999-02-27,Saturday,,,102.36710000000001,imputed from 56,
1999-02-28,Sunday,,,102.36710000000001,imputed from 57,
1999-03-01,Monday,63.34,1.592,100.83728,,
1999-03-02,Tuesday,63.38,1.5947,101.072086,,
1999-03-03,Wednesday,62.85,1.5892,99.88122,,
1999-03-04,Thursday,62.62,1.5888,99.490656,,
1999-03-05,Friday,63.98,1.5914,101.81777199999999,,start
1999-03-06,Saturday,,,101.81777199999999,imputed from 63,
1999-03-07,Sunday,,,101.81777199999999,imputed from 64,
1999-03-08,Monday,63.27,1.593,100.78911000000001,,
1999-03-09,Tuesday,62.93,1.5961,100.44257300000001,,
1999-03-10,Wednesday,63.15,1.5973,100.869495,,
1999-03-11,Thursday,64.02,1.603,102.62405999999999,,
1999-03-12,Friday,63.73,1.5973,101.79592899999999,,start
1999-03-13,Saturday,,,101.79592899999999,imputed from 70,
1999-03-14,Sunday,,,101.79592899999999,imputed from 71,
1999-03-15,Monday,63.63,1.6003,101.827089,,
1999-03-16,Tuesday,64.3,1.5982,102.76426,,
1999-03-17,Wednesday,64.4,1.5967,102.82748000000001,,
1999-03-18,Thursday,64.52,1.5991,103.173932,,
1999-03-19,Friday,64.21,1.5974,102.56905399999998,,start
1999-03-20,Saturday,,,102.56905399999998,imputed from 77,
1999-03-21,Sunday,,,102.56905399999998,imputed from 78,
1999-03-22,Monday,64.35,1.5977,102.81199499999998,,
1999-03-23,Tuesday,63.94,1.5905,101.69657,,
1999-03-24,Wednesday,63.92,1.5946,101.926832,,
1999-03-25,Thursday,63.95,1.5934,101.89793,,
1999-03-26,Friday,63.42,1.5928,101.015376,,start
1999-03-27,Saturday,,,101.015376,imputed from 84,
1999-03-28,Sunday,,,101.015376,imputed from 85,
1999-03-29,Monday,63.28,1.5933,100.824024,,
1999-03-30,Tuesday,63.47,1.5968,101.348896,,
1999-03-31,Wednesday,63.78,1.5972,101.869416,,
1999-04-01,Thursday,63.75,1.5967,101.789625,,
1999-04-02,Friday,63.75,1.5972,101.8215,imputed from 90,start
1999-04-03,Saturday,,,101.8215,imputed from 91,
1999-04-04,Sunday,,,101.8215,imputed from 92,
1999-04-05,Monday,,1.5962,101.8215,imputed from 93,
1999-04-06,Tuesday,64.91,1.5976,103.70021599999998,,
1999-04-07,Wednesday,65.01,1.5983,103.90548300000002,,
1999-04-08,Thursday,65.66,1.5975,104.89184999999999,,
1999-04-09,Friday,65.49,1.602,104.91498,,start
1999-04-10,Saturday,,,104.91498,imputed from 98,
1999-04-11,Sunday,,,104.91498,imputed from 99,
1999-04-12,Monday,65.74,1.6062,105.591588,,
1999-04-13,Tuesday,65.15,1.607,104.69605000000001,,
1999-04-14,Wednesday,65.2,1.6042,104.59384000000001,,
1999-04-15,Thursday,64.76,1.6043,103.89446800000002,,
1999-04-16,Friday,64.62,1.6021,103.52770200000002,,start
1999-04-17,Saturday,,,103.52770200000002,imputed from 105,
1999-04-18,Sunday,,,103.52770200000002,imputed from 106,
1999-04-19,Monday,64.75,1.6018,103.71655,,
1999-04-20,Tuesday,65.09,1.6021,104.28068900000001,,
1999-04-21,Wednesday,65.31,1.6013,104.580903,,
1999-04-22,Thursday,65.12,1.5913,103.625456,,
1999-04-23,Friday,65.25,1.6009,104.458725,,start
1999-04-24,Saturday,,,104.458725,imputed from 112,
1999-04-25,Sunday,,,104.458725,imputed from 113,
1999-04-26,Monday,64.88,1.6029,103.996152,,
1999-04-27,Tuesday,65.11,1.6071,104.63828099999999,,
1999-04-28,Wednesday,64.77,1.6065,104.053005,,
1999-04-29,Thursday,65.13,1.6112,104.937456,,
1999-04-30,Friday,64.24,1.6128,103.60627199999999,,start
1999-05-01,Saturday,,,103.60627199999999,imputed from 119,
1999-05-02,Sunday,,,103.60627199999999,imputed from 120,
1999-05-03,Monday,64.69,1.6113,104.23499699999999,,
1999-05-04,Tuesday,64.27,1.6065,103.249755,,
1999-05-05,Wednesday,64.4,1.607,103.49080000000001,,
1999-05-06,Thursday,63.84,1.6076,102.629184,,
1999-05-07,Friday,64.04,1.6089,103.033956,,start
1999-05-08,Saturday,,,103.033956,imputed from 126,
1999-05-09,Sunday,,,103.033956,imputed from 127,
1999-05-10,Monday,63.69,1.6077,102.39441299999999,,
1999-05-11,Tuesday,63.53,1.6086,102.19435800000001,,
1999-05-12,Wednesday,63.44,1.6036,101.732384,,
1999-05-13,Thursday,,1.6018,101.732384,imputed from 131,
1999-05-14,Friday,62.63,1.60285,100.38649550000001,,start
1999-05-15,Saturday,,,100.38649550000001,imputed from 133,
1999-05-16,Sunday,,,100.38649550000001,imputed from 134,
1999-05-17,Monday,62.82,1.60365,100.741293,,
1999-05-18,Tuesday,63.11,1.60215,101.11168649999999,,
1999-05-19,Wednesday,63.12,1.60345,101.20976399999999,,
1999-05-20,Thursday,63.33,1.6029,101.511657,,
1999-05-21,Friday,63.94,1.60495,102.620503,,start
1999-05-22,Saturday,,,102.620503,imputed from 140,
1999-05-23,Sunday,,,102.620503,imputed from 141,
1999-05-24,Monday,,1.60225,102.620503,imputed from 142,
1999-05-25,Tuesday,63.59,1.592,101.23528000000002,,
1999-05-26,Wednesday,63.58,1.5945,101.37831,,
1999-05-27,Thursday,62.92,1.5916,100.143472,,
1999-05-28,Friday,62.99,1.59445,100.4344055,,start
1999-05-29,Saturday,,,100.4344055,imputed from 147,
1999-05-30,Sunday,,,100.4344055,imputed from 148,
1999-05-31,Monday,62.85,1.59145,100.0226325,,
1999-06-01,Tuesday,61.97,1.59255,98.69032349999999,,
1999-06-02,Wednesday,61.79,1.5911,98.31406899999999,,
1999-06-03,Thursday,61.79,1.59155,98.3418745,,
1999-06-04,Friday,61.54,1.5897,97.83013799999999,,start
1999-06-05,Saturday,,,97.83013799999999,imputed from 154,
1999-06-06,Sunday,,,97.83013799999999,imputed from 155,
1999-06-07,Monday,62.1,1.58825,98.630325,,
1999-06-08,Tuesday,62.06,1.5918,98.787108,,
1999-06-09,Wednesday,61.78,1.5944,98.502032,,
1999-06-10,Thursday,60.63,1.59565,96.7442595,,
1999-06-11,Friday,60.38,1.59425,96.260815,,start
1999-06-12,Saturday,,,96.260815,imputed from 161,
1999-06-13,Sunday,,,96.260815,imputed from 162,
1999-06-14,Monday,61.25,1.5939,97.62637500000001,,
1999-06-15,Tuesday,61.59,1.59585,98.2884015,,
1999-06-16,Wednesday,61.68,1.59515,98.388852,,
1999-06-17,Thursday,62.45,1.59545,99.63585250000001,,
1999-06-18,Friday,62.3,1.59725,99.508675,,start
1999-06-19,Saturday,,,99.508675,imputed from 168,
1999-06-20,Sunday,,,99.508675,imputed from 169,
1999-06-21,Monday,61.46,1.596,98.09016000000001,,
1999-06-22,Tuesday,61.15,1.5952,97.54647999999999,,
1999-06-23,Wednesday,60.62,1.59705,96.813171,,
1999-06-24,Thursday,59.73,1.5974,95.412702,,
1999-06-25,Friday,60.2,1.59835,96.22067,,start
1999-06-26,Saturday,,,96.22067,imputed from 175,
1999-06-27,Sunday,,,96.22067,imputed from 176,
1999-06-28,Monday,60.31,1.60035,96.5171085,,
1999-06-29,Tuesday,60.76,1.6021,97.343596,,
1999-06-30,Wednesday,60.87,1.60375,97.6202625,,
1999-07-01,Thursday,60.31,1.60495,96.79453450000001,,
1999-07-02,Friday,59.9,1.60645,96.226355,,start
1999-07-03,Saturday,,,96.226355,imputed from 182,
1999-07-04,Sunday,,,96.226355,imputed from 183,
1999-07-05,Monday,60.05,1.6045,96.350225,,
1999-07-06,Tuesday,59.53,1.6029,95.420637,,
1999-07-07,Wednesday,59.11,1.6047,94.853817,,
1999-07-08,Thursday,59.52,1.60525,95.54448000000001,,
1999-07-09,Friday,59.41,1.6072,95.483752,,start
1999-07-10,Saturday,,,95.483752,imputed from 189,
1999-07-11,Sunday,,,95.483752,imputed from 190,
1999-07-12,Monday,60.43,1.6048,96.978064,,
1999-07-13,Tuesday,60.17,1.60435,96.5337395,,
1999-07-14,Wednesday,60.23,1.60625,96.74443749999999,,
1999-07-15,Thursday,59.38,1.60625,95.379125,,
1999-07-16,Friday,60.21,1.60625,96.7123125,,start
1999-07-17,Saturday,,,96.7123125,imputed from 196,
1999-07-18,Sunday,,,96.7123125,imputed from 197,
1999-07-19,Monday,60.5,1.6039,97.03595,,
1999-07-20,Tuesday,60.94,1.6051,97.81479399999999,,
1999-07-21,Wednesday,60.97,1.60645,97.9452565,,
1999-07-22,Thursday,60.4,1.60665,97.04166,,
1999-07-23,Friday,60.13,1.60635,96.5898255,,start
1999-07-24,Saturday,,,96.5898255,imputed from 203,
1999-07-25,Sunday,,,96.5898255,imputed from 204,
1999-07-26,Monday,60.39,1.60475,96.91085249999999,,
1999-07-27,Tuesday,60.19,1.6007,96.346133,,
1999-07-28,Wednesday,60.25,1.59815,96.2885375,,
1999-07-29,Thursday,59.61,1.59575,95.1226575,,
1999-07-30,Friday,59.14,1.59615,94.396311,,start
1999-07-31,Saturday,,,94.396311,imputed from 210,
1999-08-01,Sunday,,,94.396311,imputed from 211,
1999-08-02,Monday,58.84,1.59695,93.964538,,
1999-08-03,Tuesday,58.74,1.59845,93.892953,,
1999-08-04,Wednesday,58.94,1.5994,94.26863599999999,,
1999-08-05,Thursday,58.47,1.60135,93.6309345,,
1999-08-06,Friday,58.31,1.6007,93.33681700000001,,start
1999-08-07,Saturday,,,93.33681700000001,imputed from 217,
1999-08-08,Sunday,,,93.33681700000001,imputed from 218,
1999-08-09,Monday,58.49,1.60165,93.6805085,,
1999-08-10,Tuesday,58.33,1.60285,93.4942405,,
1999-08-11,Wednesday,58.29,1.6019,93.374751,,
1999-08-12,Thursday,58.48,1.6014,93.64987199999999,,
1999-08-13,Friday,58.58,1.60255,93.87737899999999,,start
1999-08-14,Saturday,,,93.87737899999999,imputed from 224,
1999-08-15,Sunday,,,93.87737899999999,imputed from 225,
1999-08-16,Monday,58.32,1.60175,93.41406,,
1999-08-17,Tuesday,58.44,1.60165,93.600426,,
1999-08-18,Wednesday,58.65,1.59985,93.8312025,,
1999-08-19,Thursday,58.51,1.5983,93.516533,,
1999-08-20,Friday,58.93,1.59625,94.06701249999999,,start
1999-08-21,Saturday,,,94.06701249999999,imputed from 231,
1999-08-22,Sunday,,,94.06701249999999,imputed from 232,
1999-08-23,Monday,58.89,1.6015,94.31233499999999,,
1999-08-24,Tuesday,58.91,1.6012,94.326692,,
1999-08-25,Wednesday,59.66,1.602,95.57532,,
1999-08-26,Thursday,59.04,1.602,94.58208,,
1999-08-27,Friday,58.79,1.60095,94.1198505,,start
1999-08-28,Saturday,,,94.1198505,imputed from 238,
1999-08-29,Sunday,,,94.1198505,imputed from 239,
1999-08-30,Monday,58.15,1.60155,93.1301325,,
1999-08-31,Tuesday,58.41,1.6008,93.50272799999999,,
1999-09-01,Wednesday,58.13,1.60125,93.0806625,,
1999-09-02,Thursday,57.55,1.5965,91.878575,,
1999-09-03,Friday,57.94,1.59875,92.63157499999998,,start
1999-09-04,Saturday,,,92.63157499999998,imputed from 245,
1999-09-05,Sunday,,,92.63157499999998,imputed from 246,
1999-09-06,Monday,57.98,1.59825,92.666535,,
1999-09-07,Tuesday,57.01,1.59885,91.1504385,,
1999-09-08,Wednesday,57.78,1.601,92.50578,,
1999-09-09,Thursday,57.08,1.60075,91.37080999999999,,
1999-09-10,Friday,57.34,1.6082,92.21418800000001,,start
1999-09-11,Saturday,,,92.21418800000001,imputed from 252,
1999-09-12,Sunday,,,92.21418800000001,imputed from 253,
1999-09-13,Monday,56.97,1.60555,91.4681835,,
1999-09-14,Tuesday,56.66,1.60365,90.862809,,
1999-09-15,Wednesday,56.65,1.6038,90.85526999999999,,
1999-09-16,Thursday,57.19,1.6027,91.658413,,
1999-09-17,Friday,57.34,1.60575,92.073705,,start
1999-09-18,Saturday,,,92.073705,imputed from 259,
1999-09-19,Sunday,,,92.073705,imputed from 260,
1999-09-20,Monday,57.1,1.6072,91.77112,,
1999-09-21,Tuesday,57.15,1.6039,91.662885,,
1999-09-22,Wednesday,57.34,1.60515,92.03930100000001,,
1999-09-23,Thursday,57.8,1.6021,92.60138,,
1999-09-24,Friday,58.23,1.6013,93.24369899999999,,start
1999-09-25,Saturday,,,93.24369899999999,imputed from 266,
1999-09-26,Sunday,,,93.24369899999999,imputed from 267,
1999-09-27,Monday,57.52,1.60185,92.138412,,
1999-09-28,Tuesday,57.72,1.6015,92.43857999999999,,
1999-09-29,Wednesday,57.14,1.60075,91.466855,,
1999-09-30,Thursday,57.75,1.59835,92.3047125,,
1999-10-01,Friday,57.11,1.5907,90.844877,,start
1999-10-02,Saturday,,,90.844877,imputed from 273,
1999-10-03,Sunday,,,90.844877,imputed from 274,
1999-10-04,Monday,57.36,1.59335,91.39455600000001,,
1999-10-05,Tuesday,57.49,1.5907,91.449343,,
1999-10-06,Wednesday,57.24,1.59195,91.12321800000001,,
1999-10-07,Thursday,56.93,1.59295,90.6866435,,
1999-10-08,Friday,56.55,1.59585,90.2453175,,start
1999-10-09,Saturday,,,90.2453175,imputed from 280,
1999-10-10,Sunday,,,90.2453175,imputed from 281,
1999-10-11,Monday,56.59,1.59555,90.2921745,,
1999-10-12,Tuesday,56.06,1.59265,89.283959,,
1999-10-13,Wednesday,55.9,1.58895,88.822305,,
1999-10-14,Thursday,55.37,1.59,88.0383,,
1999-10-15,Friday,55.59,1.5873,88.238007,,start
1999-10-16,Saturday,,,88.238007,imputed from 287,
1999-10-17,Sunday,,,88.238007,imputed from 288,
1999-10-18,Monday,55.61,1.58935,88.3837535,,
1999-10-19,Tuesday,55.43,1.59075,88.1752725,,
1999-10-20,Wednesday,55.32,1.59295,88.121994,,
1999-10-21,Thursday,55.66,1.59445,88.747087,,
1999-10-22,Friday,55.73,1.5989,89.106697,,start
1999-10-23,Saturday,,,89.106697,imputed from 294,
1999-10-24,Sunday,,,89.106697,imputed from 295,
1999-10-25,Monday,55.51,1.5982,88.716082,,
1999-10-26,Tuesday,55.66,1.60015,89.06434899999999,,
1999-10-27,Wednesday,56.59,1.60085,90.59210150000001,,
1999-10-28,Thursday,57.16,1.60405,91.68749799999999,,
1999-10-29,Friday,58.1,1.6049,93.24469,,start
1999-10-30,Saturday,,,93.24469,imputed from 301,
1999-10-31,Sunday,,,93.24469,imputed from 302,
1999-11-01,Monday,58.03,1.6041,93.08592300000001,,
1999-11-02,Tuesday,58.48,1.6074,94.00075199999999,,
1999-11-03,Wednesday,58.1,1.60895,93.479995,,
1999-11-04,Thursday,58.88,1.6157,95.13241599999999,,
1999-11-05,Friday,59.32,1.61365,95.721718,,start
1999-11-06,Saturday,,,95.721718,imputed from 308,
1999-11-07,Sunday,,,95.721718,imputed from 309,
1999-11-08,Monday,59.33,1.6095,95.49163499999999,,
1999-11-09,Tuesday,58.71,1.60835,94.4262285,,
1999-11-10,Wednesday,58.66,1.60855,94.35754299999999,,
1999-11-11,Thursday,58.66,1.60635,94.22849099999999,,
1999-11-12,Friday,59.4,1.60605,95.39936999999999,,start
1999-11-13,Saturday,,,95.39936999999999,imputed from 315,
1999-11-14,Sunday,,,95.39936999999999,imputed from 316,
1999-11-15,Monday,59.07,1.60535,94.8280245,,
1999-11-16,Tuesday,59.53,1.60055,95.28074149999999,,
1999-11-17,Wednesday,58.68,1.60335,94.08457800000001,,
1999-11-18,Thursday,58.26,1.60215,93.341259,,
1999-11-19,Friday,58.36,1.6022,93.50439200000001,,start
1999-11-20,Saturday,,,93.50439200000001,imputed from 322,
1999-11-21,Sunday,,,93.50439200000001,imputed from 323,
1999-11-22,Monday,58.34,1.60225,93.47526500000001,,
1999-11-23,Tuesday,58.06,1.59965,92.875679,,
1999-11-24,Wednesday,57.6,1.59925,92.11680000000001,,
1999-11-25,Thursday,57.61,1.60045,92.20192449999999,,
1999-11-26,Friday,57.19,1.6045,91.761355,,start
1999-11-27,Saturday,,,91.761355,imputed from 329,
1999-11-28,Sunday,,,91.761355,imputed from 330,
1999-11-29,Monday,57.27,1.6042,91.87253400000002,,
1999-11-30,Tuesday,58.07,1.6021,93.03394700000001,,
1999-12-01,Wednesday,58.02,1.5993,92.791386,,
1999-12-02,Thursday,57.51,1.5998,92.004498,,
1999-12-03,Friday,57.91,1.5948,92.354868,,start
1999-12-04,Saturday,,,92.354868,imputed from 336,
1999-12-05,Sunday,,,92.354868,imputed from 337,
1999-12-06,Monday,58.63,1.59905,93.75230150000002,,
1999-12-07,Tuesday,58.84,1.5996,94.120464,,
1999-12-08,Wednesday,58.66,1.60045,93.882397,,
1999-12-09,Thursday,58.81,1.59965,94.0754165,,
1999-12-10,Friday,59.25,1.60025,94.8148125,,start
1999-12-11,Saturday,,,94.8148125,imputed from 343,
1999-12-12,Sunday,,,94.8148125,imputed from 344,
1999-12-13,Monday,58.91,1.60165,94.3532015,,
1999-12-14,Tuesday,58.2,1.6003,93.13746,,
1999-12-15,Wednesday,58.6,1.6003,93.77758,,
1999-12-16,Thursday,57.34,1.60115,91.80994100000001,,
1999-12-17,Friday,57.04,1.60375,91.4779,,start
1999-12-18,Saturday,,,91.4779,imputed from 350,
1999-12-19,Sunday,,,91.4779,imputed from 351,
1999-12-20,Monday,56.87,1.598,90.87826,,
1999-12-21,Tuesday,57.48,1.6002,91.979496,,
1999-12-22,Wednesday,57.35,1.60045,91.7858075,,
1999-12-23,Thursday,57.51,1.6056,92.338056,,
1999-12-24,Friday,57.51,1.60845,92.5019595,imputed from 356,start
1999-12-25,Saturday,,,92.5019595,imputed from 357,
1999-12-26,Sunday,,,92.5019595,imputed from 358,
1999-12-27,Monday,57.58,1.60515,92.424537,,
1999-12-28,Tuesday,57.22,1.6056,91.87243199999999,,
1999-12-29,Wednesday,57.21,1.605,91.82205,,
1999-12-30,Thursday,56.82,1.60665,91.289853,,
1999-12-31,Friday,56.82,1.60055,90.94325099999999,imputed from 363,start
2000-01-01,Saturday,,,90.94325099999999,imputed from 364,
2000-01-02,Sunday,,,90.94325099999999,imputed from 365,
2000-01-03,Monday,56.09,1.60515,90.0328635,,
2000-01-04,Tuesday,56.06,1.6035,89.89221,,
2000-01-05,Wednesday,55.79,1.6044,89.509476,,
2000-01-06,Thursday,55.54,1.60425,89.100045,,
2000-01-07,Friday,56.21,1.60885,90.4334585,,start
2000-01-08,Saturday,,,90.4334585,imputed from 371,
2000-01-09,Sunday,,,90.4334585,imputed from 372,
2000-01-10,Monday,56.25,1.60935,90.5259375,,
2000-01-11,Tuesday,55.61,1.61075,89.57380749999999,,
2000-01-12,Wednesday,55.55,1.6109,89.485495,,
2000-01-13,Thursday,55.61,1.61245,89.66834449999999,,
2000-01-14,Friday,55.3,1.61375,89.240375,,start
2000-01-15,Saturday,,,89.240375,imputed from 378,
2000-01-16,Sunday,,,89.240375,imputed from 379,
2000-01-17,Monday,55.25,1.61515,89.2370375,,
2000-01-18,Tuesday,54.67,1.61315,88.1909105,,
2000-01-19,Wednesday,55.15,1.61385,89.0038275,,
2000-01-20,Thursday,55.59,1.61105,89.55826950000001,,
2000-01-21,Friday,55.42,1.6116,89.314872,,start
2000-01-22,Saturday,,,89.314872,imputed from 385,
2000-01-23,Sunday,,,89.314872,imputed from 386,
2000-01-24,Monday,55.66,1.61145,89.693307,,
2000-01-25,Tuesday,56.04,1.61225,90.35049,,
2000-01-26,Wednesday,56.09,1.61245,90.44232050000001,,
2000-01-27,Thursday,55.74,1.6133,89.925342,,
2000-01-28,Friday,56.25,1.60935,90.5259375,,start
2000-01-29,Saturday,,,90.5259375,imputed from 392,
2000-01-30,Sunday,,,90.5259375,imputed from 393,
2000-01-31,Monday,56.43,1.60855,90.7704765,,
2000-02-01,Tuesday,56.88,1.6094,91.542672,,
2000-02-02,Wednesday,56.96,1.61125,91.77680000000001,,
2000-02-03,Thursday,58.03,1.60715,93.26291450000001,,
2000-02-04,Friday,57.1,1.60735,91.779685,,start
2000-02-05,Saturday,,,91.779685,imputed from 399,
2000-02-06,Sunday,,,91.779685,imputed from 400,
2000-02-07,Monday,56.75,1.60695,91.19441250000001,,
2000-02-08,Tuesday,57.39,1.60805,92.2859895,,
2000-02-09,Wednesday,57.59,1.60905,92.66518950000001,,
2000-02-10,Thursday,56.99,1.60655,91.5572845,,
2000-02-11,Friday,56.79,1.6049,91.142271,,start
2000-02-12,Saturday,,,91.142271,imputed from 406,
2000-02-13,Sunday,,,91.142271,imputed from 407,
2000-02-14,Monday,57.25,1.6085,92.086625,,
2000-02-15,Tuesday,57.07,1.6061,91.660127,,
2000-02-16,Wednesday,56.92,1.60405,91.302526,,
2000-02-17,Thursday,57.1,1.6046,91.62266000000001,,
2000-02-18,Friday,57.52,1.6033,92.221816,,start
2000-02-19,Saturday,,,92.221816,imputed from 413,
2000-02-20,Sunday,,,92.221816,imputed from 414,
2000-02-21,Monday,57.69,1.60315,92.4857235,,
2000-02-22,Tuesday,58.3,1.60835,93.76680499999999,,
2000-02-23,Wednesday,58.0,1.61125,93.4525,,
2000-02-24,Thursday,58.24,1.60865,93.687776,,
2000-02-25,Friday,57.4,1.60855,92.33076999999999,,start
2000-02-26,Saturday,,,92.33076999999999,imputed from 420,
2000-02-27,Sunday,,,92.33076999999999,imputed from 421,
2000-02-28,Monday,57.39,1.60685,92.21712149999999,,
2000-02-29,Tuesday,57.52,1.606,92.37712,,
2000-03-01,Wednesday,57.61,1.60725,92.5936725,,
2000-03-02,Thursday,57.68,1.6078,92.737904,,
2000-03-03,Friday,57.89,1.6033,92.815037,,start
2000-03-04,Saturday,,,92.815037,imputed from 427,
2000-03-05,Sunday,,,92.815037,imputed from 428,
2000-03-06,Monday,57.88,1.608,93.07104000000001,,
2000-03-07,Tuesday,57.73,1.60645,92.74035849999999,,
2000-03-08,Wednesday,57.75,1.60665,92.7840375,,
2000-03-09,Thursday,58.62,1.6073,94.21992599999999,,
2000-03-10,Friday,58.1,1.60955,93.51485500000001,,start
2000-03-11,Saturday,,,93.51485500000001,imputed from 434,
2000-03-12,Sunday,,,93.51485500000001,imputed from 435,
2000-03-13,Monday,58.75,1.6113,94.66387499999999,,
2000-03-14,Tuesday,58.6,1.61175,94.44855,,
2000-03-15,Wednesday,58.9,1.61225,94.961525,,
2000-03-16,Thursday,59.43,1.6119,95.79521700000001,,
2000-03-17,Friday,59.8,1.61095,96.33481,,start
2000-03-18,Saturday,,,96.33481,imputed from 441,
2000-03-19,Sunday,,,96.33481,imputed from 442,
2000-03-20,Monday,59.77,1.6118,96.337286,,
2000-03-21,Tuesday,59.77,1.612,96.34924000000001,,
2000-03-22,Wednesday,59.72,1.60895,96.086494,,
2000-03-23,Thursday,60.25,1.59925,96.35481250000001,,
2000-03-24,Friday,59.85,1.58695,94.9789575,,start
2000-03-25,Saturday,,,94.9789575,imputed from 448,
2000-03-26,Sunday,,,94.9789575,imputed from 449,
2000-03-27,Monday,59.61,1.58875,94.7053875,,
2000-03-28,Tuesday,59.42,1.5908,94.525336,,
2000-03-29,Wednesday,59.39,1.5943,94.685477,,
2000-03-30,Thursday,59.7,1.59275,95.08717500000002,,
2000-03-31,Friday,59.8,1.5911,95.14778,,start
2000-04-01,Saturday,,,95.14778,imputed from 455,
2000-04-02,Sunday,,,95.14778,imputed from 456,
2000-04-03,Monday,60.01,1.58065,94.85480650000001,,
2000-04-04,Tuesday,60.63,1.57575,95.5377225,,
2000-04-05,Wednesday,59.94,1.57435,94.36653899999999,,
2000-04-06,Thursday,59.71,1.57095,93.80142450000001,,
2000-04-07,Friday,60.07,1.56995,94.3068965,,start
2000-04-08,Saturday,,,94.3068965,imputed from 462,
2000-04-09,Sunday,,,94.3068965,imputed from 463,
2000-04-10,Monday,60.19,1.5729,94.672851,,
2000-04-11,Tuesday,59.92,1.57435,94.335052,,
2000-04-12,Wednesday,60.01,1.57485,94.5067485,,
2000-04-13,Thursday,60.29,1.57275,94.82109750000001,,
2000-04-14,Friday,59.9,1.5715,94.13284999999999,,start
2000-04-15,Saturday,,,94.13284999999999,imputed from 469,
2000-04-16,Sunday,,,94.13284999999999,imputed from 470,
2000-04-17,Monday,59.85,1.5709,94.018365,,
2000-04-18,Tuesday,59.69,1.57515,94.0207035,,
2000-04-19,Wednesday,59.53,1.56985,93.4531705,,
2000-04-20,Thursday,59.34,1.5722,93.29434800000001,,
2000-04-21,Friday,59.34,1.57205,93.285447,imputed from 475,start
2000-04-22,Saturday,,,93.285447,imputed from 476,
2000-04-23,Sunday,,,93.285447,imputed from 477,
2000-04-24,Monday,,1.5722,93.285447,imputed from 478,
