date,weekday,OE1_Comdty_PX-LAST-CHF,imputed,OE1_Comdty_start
2016-06-20,Monday,125.0076,,
2016-06-21,Tuesday,125.0076,,
2016-06-22,Wednesday,124.92298,,
2016-06-23,Thursday,124.86656,,
2016-06-24,Friday,125.51534,,start
2016-06-25,Saturday,125.51534,imputed from 6888,
2016-06-26,Sunday,125.51534,imputed from 6889,
2016-06-27,Monday,125.51534,,
2016-06-28,Tuesday,125.61877,,
2016-06-29,Wednesday,125.59056,,
2016-06-30,Thursday,125.61877,,
2016-07-01,Friday,125.58116,,start
2016-07-02,Saturday,125.58116,imputed from 6895,
2016-07-03,Sunday,125.58116,imputed from 6896,
2016-07-04,Monday,125.67519,,
2016-07-05,Tuesday,125.88204,,
2016-07-06,Wednesday,125.85384,,
2016-07-07,Thursday,125.86324,,
2016-07-08,Friday,125.94786,,start
2016-07-09,Saturday,125.94786,imputed from 6902,
2016-07-10,Sunday,125.94786,imputed from 6903,
2016-07-11,Monday,125.91965,,
2016-07-12,Tuesday,125.7128,,
2016-07-13,Wednesday,125.80682,,
2016-07-14,Thursday,125.67519,,
2016-07-15,Friday,125.54355,,start
2016-07-16,Saturday,125.54355,imputed from 6909,
2016-07-17,Sunday,125.54355,imputed from 6910,
2016-07-18,Monday,125.61877,,
2016-07-19,Tuesday,125.59056,,
2016-07-20,Wednesday,125.53415,,
2016-07-21,Thursday,125.44952,,
2016-07-22,Friday,125.42132,,start
2016-07-23,Saturday,125.42132,imputed from 6916,
2016-07-24,Sunday,125.42132,imputed from 6917,
2016-07-25,Monday,125.48713,,
2016-07-26,Tuesday,125.42132,,
2016-07-27,Wednesday,125.62817,,
2016-07-28,Thursday,125.57176,,
2016-07-29,Friday,125.68459,,start
2016-07-30,Saturday,125.68459,imputed from 6923,
2016-07-31,Sunday,125.68459,imputed from 6924,
2016-08-01,Monday,125.59056,,
2016-08-02,Tuesday,125.38371,,
2016-08-03,Wednesday,125.40251,,
2016-08-04,Thursday,125.65638,,
2016-08-05,Friday,125.58116,,start
2016-08-06,Saturday,125.58116,imputed from 6930,
2016-08-07,Sunday,125.58116,imputed from 6931,
2016-08-08,Monday,125.61877,,
2016-08-09,Tuesday,125.65638,,
2016-08-10,Wednesday,125.76921,,
2016-08-11,Thursday,125.7316,,
2016-08-12,Friday,125.7316,,start
2016-08-13,Saturday,125.7316,imputed from 6937,
2016-08-14,Sunday,125.7316,imputed from 6938,
2016-08-15,Monday,125.56235,,
2016-08-16,Tuesday,125.45893,,
2016-08-17,Wednesday,125.49654,,
2016-08-18,Thursday,125.60937,,
2016-08-19,Friday,125.50594,,start
2016-08-20,Saturday,125.50594,imputed from 6944,
2016-08-21,Sunday,125.50594,imputed from 6945,
2016-08-22,Monday,125.61877,,
2016-08-23,Tuesday,125.64698,,
2016-08-24,Wednesday,125.59997,,
2016-08-25,Thursday,125.56235,,
2016-08-26,Friday,125.63758,,start
2016-08-27,Saturday,125.63758,imputed from 6951,
2016-08-28,Sunday,125.63758,imputed from 6952,
2016-08-29,Monday,125.62817,,
2016-08-30,Tuesday,125.65638,,
2016-08-31,Wednesday,125.60937,,
2016-09-01,Thursday,125.63758,,
2016-09-02,Friday,125.59056,,start
2016-09-03,Saturday,125.59056,imputed from 6958,
2016-09-04,Sunday,125.59056,imputed from 6959,
2016-09-05,Monday,125.67519,,
2016-09-06,Tuesday,125.93846,,
2016-09-07,Wednesday,126.01484,,
2016-09-08,Thursday,125.7857,,
2016-09-09,Friday,125.57566,,start
2016-09-10,Saturday,125.57566,imputed from 6965,
2016-09-11,Sunday,125.57566,imputed from 6966,
2016-09-12,Monday,125.48974,,
2016-09-13,Tuesday,125.45155,,
2016-09-14,Wednesday,125.58521,,
2016-09-15,Thursday,125.59476,,
2016-09-16,Friday,125.72842,,start
2016-09-17,Saturday,125.72842,imputed from 6972,
2016-09-18,Sunday,125.72842,imputed from 6973,
2016-09-19,Monday,125.67113,,
2016-09-20,Tuesday,125.74751,,
2016-09-21,Wednesday,125.67113,,
2016-09-22,Thursday,125.94801,,
2016-09-23,Friday,125.93846,,start
2016-09-24,Saturday,125.93846,imputed from 6979,
2016-09-25,Sunday,125.93846,imputed from 6980,
2016-09-26,Monday,126.05303,,
2016-09-27,Tuesday,126.25352,,
2016-09-28,Wednesday,126.26307,,
2016-09-29,Thursday,126.15805,,
2016-09-30,Friday,126.11031,,start
2016-10-01,Saturday,126.11031,imputed from 6986,
2016-10-02,Sunday,126.11031,imputed from 6987,
2016-10-03,Monday,126.07212,,
2016-10-04,Tuesday,126.11031,,
2016-10-05,Wednesday,125.82389,,
2016-10-06,Thursday,125.7857,,
2016-10-07,Friday,125.72842,,start
2016-10-08,Saturday,125.72842,imputed from 6993,
2016-10-09,Sunday,125.72842,imputed from 6994,
2016-10-10,Monday,125.65204,,
2016-10-11,Tuesday,125.66159,,
2016-10-12,Wednesday,125.53747,,
2016-10-13,Thursday,125.63295,,
2016-10-14,Friday,125.6043,,start
2016-10-15,Saturday,125.6043,imputed from 7000,
2016-10-16,Sunday,125.6043,imputed from 7001,
2016-10-17,Monday,125.64249,,
2016-10-18,Tuesday,125.71887,,
2016-10-19,Wednesday,125.72842,,
2016-10-20,Thursday,125.77615,,
2016-10-21,Friday,125.71887,,start
2016-10-22,Saturday,125.71887,imputed from 7007,
2016-10-23,Sunday,125.71887,imputed from 7008,
2016-10-24,Monday,125.65204,,
2016-10-25,Tuesday,125.65204,,
2016-10-26,Wednesday,125.40381,,
2016-10-27,Thursday,125.17467,,
2016-10-28,Friday,125.13649,,start
2016-10-29,Saturday,125.13649,imputed from 7014,
2016-10-30,Sunday,125.13649,imputed from 7015,
2016-10-31,Monday,125.17467,,
2016-11-01,Tuesday,125.08875,,
2016-11-02,Wednesday,125.28924,,
2016-11-03,Thursday,125.19377,,
2016-11-04,Friday,125.30834,,start
2016-11-05,Saturday,125.30834,imputed from 7021,
2016-11-06,Sunday,125.30834,imputed from 7022,
2016-11-07,Monday,125.25105,,
2016-11-08,Tuesday,125.17467,,
2016-11-09,Wednesday,125.2797,,
2016-11-10,Thursday,124.92644,,
2016-11-11,Friday,124.78324,,start
2016-11-12,Saturday,124.78324,imputed from 7028,
2016-11-13,Sunday,124.78324,imputed from 7029,
2016-11-14,Monday,124.72595,,
2016-11-15,Tuesday,124.81188,,
2016-11-16,Wednesday,124.78324,,
2016-11-17,Thursday,124.90735,,
2016-11-18,Friday,125.00282,,start
2016-11-19,Saturday,125.00282,imputed from 7035,
2016-11-20,Sunday,125.00282,imputed from 7036,
2016-11-21,Monday,125.06011,,
2016-11-22,Tuesday,125.34653,,
2016-11-23,Wednesday,125.14603,,
2016-11-24,Thursday,125.37517,,
2016-11-25,Friday,125.46109,,start
2016-11-26,Saturday,125.46109,imputed from 7042,
2016-11-27,Sunday,125.46109,imputed from 7043,
2016-11-28,Monday,125.65204,,
2016-11-29,Tuesday,125.56611,,
2016-11-30,Wednesday,125.48019,,
2016-12-01,Thursday,125.39426,,
2016-12-02,Friday,125.4229,,start
2016-12-03,Saturday,125.4229,imputed from 7049,
2016-12-04,Sunday,125.4229,imputed from 7050,
2016-12-05,Monday,125.25105,,
2016-12-06,Tuesday,125.14603,,
2016-12-07,Wednesday,125.2501,,
2016-12-08,Thursday,125.54338,,
2016-12-09,Friday,125.7799,,start
2016-12-10,Saturday,125.7799,imputed from 7056,
2016-12-11,Sunday,125.7799,imputed from 7057,
2016-12-12,Monday,125.58122,,
2016-12-13,Tuesday,125.7326,,
2016-12-14,Wednesday,125.89343,,
2016-12-15,Thursday,125.74206,,
2016-12-16,Friday,125.93127,,start
2016-12-17,Saturday,125.93127,imputed from 7063,
2016-12-18,Sunday,125.93127,imputed from 7064,
2016-12-19,Monday,126.19617,,
2016-12-20,Tuesday,126.12048,,
2016-12-21,Wednesday,126.16779,,
2016-12-22,Thursday,126.14887,,
2016-12-23,Friday,126.25293,,start
2016-12-24,Saturday,126.25293,imputed from 7070,
2016-12-25,Sunday,126.25293,imputed from 7071,
2016-12-26,Monday,126.25293,imputed from 7072,
2016-12-27,Tuesday,126.53675,,
2016-12-28,Wednesday,126.48945,,
2016-12-29,Thursday,126.49891,,
2016-12-30,Friday,126.42323,,start
2016-12-31,Saturday,126.42323,imputed from 7077,
2017-01-01,Sunday,126.42323,imputed from 7078,
2017-01-02,Monday,126.54622,,
2017-01-03,Tuesday,126.31916,,
2017-01-04,Wednesday,126.34754,,
2017-01-05,Thursday,126.25293,,
2017-01-06,Friday,126.12994,,start
2017-01-07,Saturday,126.12994,imputed from 7084,
2017-01-08,Sunday,126.12994,imputed from 7085,
2017-01-09,Monday,126.17725,,
2017-01-10,Tuesday,126.18671,,
2017-01-11,Wednesday,126.21509,,
2017-01-12,Thursday,126.26239,,
2017-01-13,Friday,126.19617,,start
2017-01-14,Saturday,126.19617,imputed from 7091,
2017-01-15,Sunday,126.19617,imputed from 7092,
2017-01-16,Monday,126.357,,
2017-01-17,Tuesday,126.41377,,
2017-01-18,Wednesday,126.22455,,
2017-01-19,Thursday,126.10156,,
2017-01-20,Friday,125.87451,,start
2017-01-21,Saturday,125.87451,imputed from 7098,
2017-01-22,Sunday,125.87451,imputed from 7099,
2017-01-23,Monday,126.07318,,
2017-01-24,Tuesday,125.95965,,
2017-01-25,Wednesday,125.65691,,
2017-01-26,Thursday,125.55284,,
2017-01-27,Friday,125.60015,,start
2017-01-28,Saturday,125.60015,imputed from 7105,
2017-01-29,Sunday,125.60015,imputed from 7106,
2017-01-30,Monday,125.69475,,
2017-01-31,Tuesday,125.77044,,
2017-02-01,Wednesday,125.7326,,
2017-02-02,Thursday,125.9975,,
2017-02-03,Friday,126.05426,,start
2017-02-04,Saturday,126.05426,imputed from 7112,
2017-02-05,Sunday,126.05426,imputed from 7113,
2017-02-06,Monday,126.36646,,
2017-02-07,Tuesday,126.4043,,
2017-02-08,Wednesday,126.6692,,
2017-02-09,Thursday,126.61244,,
2017-02-10,Friday,126.58406,,start
2017-02-11,Saturday,126.58406,imputed from 7119,
2017-02-12,Sunday,126.58406,imputed from 7120,
2017-02-13,Monday,126.55568,,
2017-02-14,Tuesday,126.51783,,
2017-02-15,Wednesday,126.47999,,
2017-02-16,Thursday,126.51783,,
2017-02-17,Friday,126.73543,,start
2017-02-18,Saturday,126.73543,imputed from 7126,
2017-02-19,Sunday,126.73543,imputed from 7127,
2017-02-20,Monday,126.8868,,
2017-02-21,Tuesday,126.89626,,
2017-02-22,Wednesday,127.199,,
2017-02-23,Thursday,127.38822,,
2017-02-24,Friday,127.56797,,start
2017-02-25,Saturday,127.56797,imputed from 7133,
2017-02-26,Sunday,127.56797,imputed from 7134,
2017-02-27,Monday,127.50175,,
2017-02-28,Tuesday,127.4639,,
2017-03-01,Wednesday,126.98141,,
2017-03-02,Thursday,126.8868,,
2017-03-03,Friday,126.6219,,start
2017-03-04,Saturday,126.6219,imputed from 7140,
2017-03-05,Sunday,126.6219,imputed from 7141,
2017-03-06,Monday,126.65028,,
2017-03-07,Tuesday,126.95764,,
2017-03-08,Wednesday,126.63107,,
2017-03-09,Thursday,126.50621,,
2017-03-10,Friday,126.00675,,start
2017-03-11,Saturday,126.00675,imputed from 7147,
2017-03-12,Sunday,126.00675,imputed from 7148,
2017-03-13,Monday,126.03557,,
2017-03-14,Tuesday,126.18925,,
2017-03-15,Wednesday,126.36214,,
2017-03-16,Thursday,126.18925,,
2017-03-17,Friday,126.15083,,start
2017-03-18,Saturday,126.15083,imputed from 7154,
2017-03-19,Sunday,126.15083,imputed from 7155,
2017-03-20,Monday,126.17964,,
2017-03-21,Tuesday,125.92031,,
2017-03-22,Wednesday,126.14122,,
2017-03-23,Thursday,126.05478,,
2017-03-24,Friday,126.07399,,start
2017-03-25,Saturday,126.07399,imputed from 7161,
2017-03-26,Sunday,126.07399,imputed from 7162,
2017-03-27,Monday,125.98754,,
2017-03-28,Tuesday,126.15083,,
2017-03-29,Wednesday,126.4966,,
2017-03-30,Thursday,126.57344,,
2017-03-31,Friday,126.59265,,start
2017-04-01,Saturday,126.59265,imputed from 7168,
2017-04-02,Sunday,126.59265,imputed from 7169,
2017-04-03,Monday,126.91922,,
2017-04-04,Tuesday,127.00566,,
2017-04-05,Wednesday,127.05369,,
2017-04-06,Thursday,126.98645,,
2017-04-07,Friday,127.20737,,start
2017-04-08,Saturday,127.20737,imputed from 7175,
2017-04-09,Sunday,127.20737,imputed from 7176,
2017-04-10,Monday,127.31302,,
2017-04-11,Tuesday,127.39947,,
2017-04-12,Wednesday,127.35144,,
2017-04-13,Thursday,127.44749,,
2017-04-14,Friday,127.44749,imputed from 7181,start
2017-04-15,Saturday,127.44749,imputed from 7182,
2017-04-16,Sunday,127.44749,imputed from 7183,
2017-04-17,Monday,127.44749,imputed from 7184,
2017-04-18,Tuesday,127.43789,,
2017-04-19,Wednesday,127.11132,,
2017-04-20,Thursday,127.00566,,
2017-04-21,Friday,126.98645,,start
2017-04-22,Saturday,126.98645,imputed from 7189,
2017-04-23,Sunday,126.98645,imputed from 7190,
2017-04-24,Monday,126.35253,,
2017-04-25,Tuesday,126.22767,,
2017-04-26,Wednesday,126.37174,,
2017-04-27,Thursday,126.70791,,
2017-04-28,Friday,126.65028,,start
2017-04-29,Saturday,126.65028,imputed from 7196,
2017-04-30,Sunday,126.65028,imputed from 7197,
2017-05-01,Monday,126.65028,imputed from 7198,
2017-05-02,Tuesday,126.56384,,
2017-05-03,Wednesday,126.55423,,
2017-05-04,Thursday,126.32372,,
2017-05-05,Friday,126.15083,,start
2017-05-06,Saturday,126.15083,imputed from 7203,
2017-05-07,Sunday,126.15083,imputed from 7204,
2017-05-08,Monday,126.16043,,
2017-05-09,Tuesday,126.16043,,
2017-05-10,Wednesday,126.18925,,
2017-05-11,Thursday,126.17964,,
2017-05-12,Friday,126.31411,,start
2017-05-13,Saturday,126.31411,imputed from 7210,
2017-05-14,Sunday,126.31411,imputed from 7211,
2017-05-15,Monday,126.25648,,
2017-05-16,Tuesday,126.21806,,
2017-05-17,Wednesday,126.45818,,
2017-05-18,Thursday,126.58305,,
2017-05-19,Friday,126.46779,,start
2017-05-20,Saturday,126.46779,imputed from 7217,
2017-05-21,Sunday,126.46779,imputed from 7218,
2017-05-22,Monday,126.41016,,
2017-05-23,Tuesday,126.38135,,
2017-05-24,Wednesday,126.40056,,
2017-05-25,Thursday,126.56384,,
2017-05-26,Friday,126.70791,,start
2017-05-27,Saturday,126.70791,imputed from 7224,
2017-05-28,Sunday,126.70791,imputed from 7225,
2017-05-29,Monday,126.97685,,
2017-05-30,Tuesday,126.93843,,
2017-05-31,Wednesday,126.96724,,
2017-06-01,Thursday,126.92883,,
2017-06-02,Friday,127.05369,,start
2017-06-03,Saturday,127.05369,imputed from 7231,
2017-06-04,Sunday,127.05369,imputed from 7232,
2017-06-05,Monday,126.97685,,
2017-06-06,Tuesday,127.11132,,
2017-06-07,Wednesday,127.09223,,
2017-06-08,Thursday,127.0636,,
2017-06-09,Friday,127.0636,,start
2017-06-10,Saturday,127.0636,imputed from 7238,
2017-06-11,Sunday,127.0636,imputed from 7239,
2017-06-12,Monday,127.07315,,
2017-06-13,Tuesday,126.98726,,
2017-06-14,Wednesday,127.10178,,
2017-06-15,Thursday,126.6628,,
2017-06-16,Friday,126.7964,,start
2017-06-17,Saturday,126.7964,imputed from 7245,
2017-06-18,Sunday,126.7964,imputed from 7246,
2017-06-19,Monday,126.73915,,
2017-06-20,Tuesday,126.74869,,
2017-06-21,Wednesday,126.67235,,
2017-06-22,Thursday,126.69143,,
2017-06-23,Friday,126.68189,,start
2017-06-24,Saturday,126.68189,imputed from 7252,
2017-06-25,Sunday,126.68189,imputed from 7253,
2017-06-26,Monday,126.6628,,
2017-06-27,Tuesday,126.10931,,
2017-06-28,Wednesday,126.13794,,
2017-06-29,Thursday,125.7276,,
2017-06-30,Friday,125.67988,,start
2017-07-01,Saturday,125.67988,imputed from 7259,
2017-07-02,Sunday,125.67988,imputed from 7260,
2017-07-03,Monday,125.68943,,
2017-07-04,Tuesday,125.80394,,
2017-07-05,Wednesday,125.80394,,
2017-07-06,Thursday,125.33634,,
2017-07-07,Friday,125.4604,,start
2017-07-08,Saturday,125.4604,imputed from 7266,
2017-07-09,Sunday,125.4604,imputed from 7267,
2017-07-10,Monday,125.56537,,
2017-07-11,Tuesday,125.42223,,
2017-07-12,Wednesday,125.64171,,
2017-07-13,Thursday,125.54628,,
2017-07-14,Friday,125.47948,,start
2017-07-15,Saturday,125.47948,imputed from 7273,
2017-07-16,Sunday,125.47948,imputed from 7274,
2017-07-17,Monday,125.56537,,
2017-07-18,Tuesday,125.6608,,
2017-07-19,Wednesday,125.75623,,
2017-07-20,Thursday,125.81349,,
2017-07-21,Friday,126.00434,,start
2017-07-22,Saturday,126.00434,imputed from 7280,
2017-07-23,Sunday,126.00434,imputed from 7281,
2017-07-24,Monday,126.0616,,
2017-07-25,Tuesday,125.82303,,
2017-07-26,Wednesday,125.88983,,
2017-07-27,Thursday,126.0616,,
2017-07-28,Friday,126.07114,,start
2017-07-29,Saturday,126.07114,imputed from 7287,
2017-07-30,Sunday,126.07114,imputed from 7288,
2017-07-31,Monday,126.02343,,
2017-08-01,Tuesday,126.29063,,
2017-08-02,Wednesday,126.29063,,
2017-08-03,Thursday,126.33834,,
2017-08-04,Friday,126.30972,,start
2017-08-05,Saturday,126.30972,imputed from 7294,
2017-08-06,Sunday,126.30972,imputed from 7295,
2017-08-07,Monday,126.38606,,
2017-08-08,Tuesday,126.30017,,
2017-08-09,Wednesday,126.54829,,
2017-08-10,Thursday,126.596,,
2017-08-11,Friday,126.77732,,start
2017-08-12,Saturday,126.77732,imputed from 7301,
2017-08-13,Sunday,126.77732,imputed from 7302,
2017-08-14,Monday,126.71052,,
2017-08-15,Tuesday,126.56737,,
2017-08-16,Wednesday,126.55783,,
2017-08-17,Thursday,126.596,,
2017-08-18,Friday,126.70097,,start
2017-08-19,Saturday,126.70097,imputed from 7308,
2017-08-20,Sunday,126.70097,imputed from 7309,
2017-08-21,Monday,126.75823,,
2017-08-22,Tuesday,126.78686,,
2017-08-23,Wednesday,126.92046,,
2017-08-24,Thursday,126.93,,
2017-08-25,Friday,126.91092,,start
2017-08-26,Saturday,126.91092,imputed from 7315,
2017-08-27,Sunday,126.91092,imputed from 7316,
2017-08-28,Monday,127.0636,,
2017-08-29,Tuesday,127.18766,,
2017-08-30,Wednesday,127.07315,,
2017-08-31,Thursday,127.05406,,
2017-09-01,Friday,127.00635,,start
2017-09-02,Saturday,127.00635,imputed from 7322,
2017-09-03,Sunday,127.00635,imputed from 7323,
2017-09-04,Monday,127.11132,,
2017-09-05,Tuesday,127.264,,
2017-09-06,Wednesday,127.20604,,
2017-09-07,Thursday,127.40891,,
2017-09-08,Friday,127.35095,,start
2017-09-09,Saturday,127.35095,imputed from 7329,
2017-09-10,Sunday,127.35095,imputed from 7330,
2017-09-11,Monday,127.31231,,
2017-09-12,Tuesday,127.00318,,
2017-09-13,Wednesday,126.98386,,
2017-09-14,Thursday,126.91624,,
2017-09-15,Friday,126.72303,,start
2017-09-16,Saturday,126.72303,imputed from 7336,
2017-09-17,Sunday,126.72303,imputed from 7337,
2017-09-18,Monday,126.67473,,
2017-09-19,Tuesday,126.71337,,
2017-09-20,Wednesday,126.78099,,
2017-09-21,Thursday,126.65541,,
2017-09-22,Friday,126.61677,,start
2017-09-23,Saturday,126.61677,imputed from 7343,
2017-09-24,Sunday,126.61677,imputed from 7344,
2017-09-25,Monday,126.95488,,
2017-09-26,Tuesday,126.91624,,
2017-09-27,Wednesday,126.74235,,
2017-09-28,Thursday,126.69405,,
2017-09-29,Friday,126.72303,,start
2017-09-30,Saturday,126.72303,imputed from 7350,
2017-10-01,Sunday,126.72303,imputed from 7351,
2017-10-02,Monday,126.81963,,
2017-10-03,Tuesday,126.80997,,
2017-10-04,Wednesday,126.82929,,
2017-10-05,Thursday,126.73269,,
2017-10-06,Friday,126.72303,,start
2017-10-07,Saturday,126.72303,imputed from 7357,
2017-10-08,Sunday,126.72303,imputed from 7358,
2017-10-09,Monday,126.80997,,
2017-10-10,Tuesday,126.81963,,
2017-10-11,Wednesday,126.75201,,
2017-10-12,Thursday,126.86793,,
2017-10-13,Friday,127.06114,,start
2017-10-14,Saturday,127.06114,imputed from 7364,
2017-10-15,Sunday,127.06114,imputed from 7365,
2017-10-16,Monday,127.2157,,
2017-10-17,Tuesday,127.20604,,
2017-10-18,Wednesday,127.04182,,
2017-10-19,Thursday,127.09012,,
2017-10-20,Friday,126.85827,,start
2017-10-21,Saturday,126.85827,imputed from 7371,
2017-10-22,Sunday,126.85827,imputed from 7372,
2017-10-23,Monday,126.95488,,
2017-10-24,Tuesday,126.76167,,
2017-10-25,Wednesday,126.73269,,
2017-10-26,Thursday,126.99352,,
2017-10-27,Friday,127.30265,,start
2017-10-28,Saturday,127.30265,imputed from 7378,
2017-10-29,Sunday,127.30265,imputed from 7379,
2017-10-30,Monday,127.33163,,
2017-10-31,Tuesday,127.30265,,
2017-11-01,Wednesday,127.28333,,
2017-11-02,Thursday,127.32197,,
2017-11-03,Friday,127.31231,,start
2017-11-04,Saturday,127.31231,imputed from 7385,
2017-11-05,Sunday,127.31231,imputed from 7386,
2017-11-06,Monday,127.43789,,
2017-11-07,Tuesday,127.48619,,
2017-11-08,Wednesday,127.50551,,
2017-11-09,Thursday,127.32197,,
2017-11-10,Friday,127.19638,,start
2017-11-11,Saturday,127.19638,imputed from 7392,
2017-11-12,Sunday,127.19638,imputed from 7393,
2017-11-13,Monday,127.1674,,
2017-11-14,Tuesday,127.2157,,
2017-11-15,Wednesday,127.27366,,
2017-11-16,Thursday,127.27366,,
2017-11-17,Friday,127.30265,,start
2017-11-18,Saturday,127.30265,imputed from 7399,
2017-11-19,Sunday,127.30265,imputed from 7400,
2017-11-20,Monday,127.30265,,
2017-11-21,Tuesday,127.31231,,
2017-11-22,Wednesday,127.17706,,
2017-11-23,Thursday,127.18672,,
2017-11-24,Friday,127.17706,,start
2017-11-25,Saturday,127.17706,imputed from 7406,
2017-11-26,Sunday,127.17706,imputed from 7407,
2017-11-27,Monday,127.264,,
2017-11-28,Tuesday,127.28333,,
2017-11-29,Wednesday,127.00318,,
2017-11-30,Thursday,127.04182,,
2017-12-01,Friday,127.36061,,start
2017-12-02,Saturday,127.36061,imputed from 7413,
2017-12-03,Sunday,127.36061,imputed from 7414,
2017-12-04,Monday,127.24468,,
2017-12-05,Tuesday,127.37027,,
2017-12-06,Wednesday,127.5626,,
2017-12-07,Thursday,127.63953,,
2017-12-08,Friday,127.5049,,start
2017-12-09,Saturday,127.5049,imputed from 7420,
2017-12-10,Sunday,127.5049,imputed from 7421,
2017-12-11,Monday,127.45682,,
2017-12-12,Tuesday,127.37027,,
2017-12-13,Wednesday,127.40873,,
2017-12-14,Thursday,127.31257,,
2017-12-15,Friday,127.29334,,start
2017-12-16,Saturday,127.29334,imputed from 7427,
2017-12-17,Sunday,127.29334,imputed from 7428,
2017-12-18,Monday,127.23564,,
2017-12-19,Tuesday,126.94714,,
2017-12-20,Wednesday,126.67788,,
2017-12-21,Thursday,126.58172,,
2017-12-22,Friday,126.54325,,start
2017-12-23,Saturday,126.54325,imputed from 7434,
2017-12-24,Sunday,126.54325,imputed from 7435,
2017-12-25,Monday,126.54325,imputed from 7436,
2017-12-26,Tuesday,126.54325,imputed from 7437,
2017-12-27,Wednesday,126.63941,,
2017-12-28,Thursday,126.56248,,
2017-12-29,Friday,126.56248,,start
2017-12-30,Saturday,126.56248,imputed from 7441,
2017-12-31,Sunday,126.56248,imputed from 7442,
2018-01-01,Monday,126.56248,imputed from 7443,
2018-01-02,Tuesday,126.5144,,
2018-01-03,Wednesday,126.62018,,
2018-01-04,Thursday,126.5721,,
2018-01-05,Friday,126.61057,,start
2018-01-06,Saturday,126.61057,imputed from 7448,
2018-01-07,Sunday,126.61057,imputed from 7449,
2018-01-08,Monday,126.67788,,
2018-01-09,Tuesday,126.56248,,
2018-01-10,Wednesday,126.5144,,
2018-01-11,Thursday,126.09128,,
2018-01-12,Friday,126.02396,,start
2018-01-13,Saturday,126.02396,imputed from 7455,
2018-01-14,Sunday,126.02396,imputed from 7456,
2018-01-15,Monday,126.06243,,
2018-01-16,Tuesday,126.15859,,
2018-01-17,Wednesday,126.18744,,
2018-01-18,Thursday,126.14897,,
2018-01-19,Friday,126.24514,,start
2018-01-20,Saturday,126.24514,imputed from 7462,
2018-01-21,Sunday,126.24514,imputed from 7463,
2018-01-22,Monday,126.29322,,
2018-01-23,Tuesday,126.25476,,
2018-01-24,Wednesday,126.14897,,
2018-01-25,Thursday,125.87971,,
2018-01-26,Friday,125.65853,,start
2018-01-27,Saturday,125.65853,imputed from 7469,
2018-01-28,Sunday,125.65853,imputed from 7470,
2018-01-29,Monday,125.38927,,
2018-01-30,Tuesday,125.48544,,
2018-01-31,Wednesday,125.44697,,
2018-02-01,Thursday,125.51429,,
2018-02-02,Friday,125.33157,,start
2018-02-03,Saturday,125.33157,imputed from 7476,
2018-02-04,Sunday,125.33157,imputed from 7477,
2018-02-05,Monday,125.49505,,
2018-02-06,Tuesday,125.71623,,
2018-02-07,Wednesday,125.49505,,
2018-02-08,Thursday,125.37004,,
2018-02-09,Friday,125.48544,,start
2018-02-10,Saturday,125.48544,imputed from 7483,
2018-02-11,Sunday,125.48544,imputed from 7484,
2018-02-12,Monday,125.53352,,
2018-02-13,Tuesday,125.59122,,
2018-02-14,Wednesday,125.5239,,
2018-02-15,Thursday,125.49505,,
2018-02-16,Friday,125.68738,,start
2018-02-17,Saturday,125.68738,imputed from 7490,
2018-02-18,Sunday,125.68738,imputed from 7491,
2018-02-19,Monday,125.60084,,
2018-02-20,Tuesday,125.68738,,
2018-02-21,Wednesday,125.67777,,
2018-02-22,Thursday,125.78355,,
2018-02-23,Friday,125.98549,,start
2018-02-24,Saturday,125.98549,imputed from 7497,
2018-02-25,Sunday,125.98549,imputed from 7498,
2018-02-26,Monday,125.99511,,
2018-02-27,Tuesday,125.89895,,
2018-02-28,Wednesday,126.01434,,
2018-03-01,Thursday,126.10089,,
2018-03-02,Friday,126.14897,,start
2018-03-03,Saturday,126.14897,imputed from 7504,
2018-03-04,Sunday,126.14897,imputed from 7505,
2018-03-05,Monday,126.19706,,
2018-03-06,Tuesday,125.95664,,
2018-03-07,Wednesday,125.99535,,
2018-03-08,Thursday,126.12115,,
2018-03-09,Friday,126.03406,,start
2018-03-10,Saturday,126.03406,imputed from 7511,
2018-03-11,Sunday,126.03406,imputed from 7512,
2018-03-12,Monday,126.20825,,
2018-03-13,Tuesday,126.25663,,
2018-03-14,Wednesday,126.38244,,
2018-03-15,Thursday,126.45018,,
2018-03-16,Friday,126.47921,,start
2018-03-17,Saturday,126.47921,imputed from 7518,
2018-03-18,Sunday,126.47921,imputed from 7519,
2018-03-19,Monday,126.48888,,
2018-03-20,Tuesday,126.4405,,
2018-03-21,Wednesday,126.42114,,
2018-03-22,Thursday,126.78887,,
2018-03-23,Friday,126.76952,,start
2018-03-24,Saturday,126.76952,imputed from 7525,
2018-03-25,Sunday,126.76952,imputed from 7526,
2018-03-26,Monday,126.75984,,
2018-03-27,Tuesday,126.89532,,
2018-03-28,Wednesday,126.95338,,
2018-03-29,Thursday,127.01144,,
2018-03-30,Friday,127.01144,imputed from 7531,start
2018-03-31,Saturday,127.01144,imputed from 7532,
2018-04-01,Sunday,127.01144,imputed from 7533,
2018-04-02,Monday,127.01144,imputed from 7534,
2018-04-03,Tuesday,126.92435,,
2018-04-04,Wednesday,126.98241,,
2018-04-05,Thursday,126.85661,,
2018-04-06,Friday,126.98241,,start
2018-04-07,Saturday,126.98241,imputed from 7539,
