date,weekday,OE1_Comdty_PX-LAST-CHF,imputed,OE1_Comdty_start
2004-10-03,Sunday,89.61846,imputed from 2605,
2004-10-04,Monday,89.53799,,
2004-10-05,Tuesday,89.69894,,
2004-10-06,Wednesday,89.69894,,
2004-10-07,Thursday,89.66675,,
2004-10-08,Friday,90.0128,,start
2004-10-09,Saturday,90.0128,imputed from 2611,
2004-10-10,Sunday,90.0128,imputed from 2612,
2004-10-11,Monday,89.98061,,
2004-10-12,Tuesday,90.1818,,
2004-10-13,Wednesday,90.1657,,
2004-10-14,Thursday,90.28642,,
2004-10-15,Friday,90.1657,,start
2004-10-16,Saturday,90.1657,imputed from 2618,
2004-10-17,Sunday,90.1657,imputed from 2619,
2004-10-18,Monday,90.32665,,
2004-10-19,Tuesday,90.30251,,
2004-10-20,Wednesday,90.43127,,
2004-10-21,Thursday,90.41518,,
2004-10-22,Friday,90.39104,,start
2004-10-23,Saturday,90.39104,imputed from 2625,
2004-10-24,Sunday,90.39104,imputed from 2626,
2004-10-25,Monday,90.56004,,
2004-10-26,Tuesday,90.5198,,
2004-10-27,Wednesday,90.3508,,
2004-10-28,Thursday,90.38299,,
2004-10-29,Friday,90.39908,,start
2004-10-30,Saturday,90.39908,imputed from 2632,
2004-10-31,Sunday,90.39908,imputed from 2633,
2004-11-01,Monday,90.39104,,
2004-11-02,Tuesday,90.27032,,
2004-11-03,Wednesday,90.3508,,
2004-11-04,Thursday,90.5198,,
2004-11-05,Friday,90.19789,,start
2004-11-06,Saturday,90.19789,imputed from 2639,
2004-11-07,Sunday,90.19789,imputed from 2640,
2004-11-08,Monday,90.25423,,
2004-11-09,Tuesday,90.47956,,
2004-11-10,Wednesday,90.39908,,
2004-11-11,Thursday,90.62442,,
2004-11-12,Friday,90.79342,,start
2004-11-13,Saturday,90.79342,imputed from 2646,
2004-11-14,Sunday,90.79342,imputed from 2647,
2004-11-15,Monday,90.71294,,
2004-11-16,Tuesday,90.71294,,
2004-11-17,Wednesday,90.72099,,
2004-11-18,Thursday,90.56004,,
2004-11-19,Friday,90.62442,,start
2004-11-20,Saturday,90.62442,imputed from 2653,
2004-11-21,Sunday,90.62442,imputed from 2654,
2004-11-22,Monday,90.75318,,
2004-11-23,Tuesday,90.86585,,
2004-11-24,Wednesday,90.88194,,
2004-11-25,Thursday,90.97851,,
2004-11-26,Friday,91.00266,,start
2004-11-27,Saturday,91.00266,imputed from 2660,
2004-11-28,Sunday,91.00266,imputed from 2661,
2004-11-29,Monday,90.78537,,
2004-11-30,Tuesday,90.89804,,
2004-12-01,Wednesday,91.0268,,
2004-12-02,Thursday,90.73708,,
2004-12-03,Friday,91.13947,,start
2004-12-04,Saturday,91.13947,imputed from 2667,
2004-12-05,Sunday,91.13947,imputed from 2668,
2004-12-06,Monday,91.26823,,
2004-12-07,Tuesday,91.38107,,
2004-12-08,Wednesday,91.48586,,
2004-12-09,Thursday,91.46974,,
2004-12-10,Friday,91.49392,,start
2004-12-11,Saturday,91.49392,imputed from 2674,
2004-12-12,Sunday,91.49392,imputed from 2675,
2004-12-13,Monday,91.5181,,
2004-12-14,Tuesday,91.49392,,
2004-12-15,Wednesday,91.64707,,
2004-12-16,Thursday,91.36495,,
2004-12-17,Friday,91.18762,,start
2004-12-18,Saturday,91.18762,imputed from 2681,
2004-12-19,Sunday,91.18762,imputed from 2682,
2004-12-20,Monday,91.35689,,
2004-12-21,Tuesday,91.18762,,
2004-12-22,Wednesday,91.10702,,
2004-12-23,Thursday,91.30047,,
2004-12-24,Friday,91.30047,imputed from 2687,start
2004-12-25,Saturday,91.30047,imputed from 2688,
2004-12-26,Sunday,91.30047,imputed from 2689,
2004-12-27,Monday,91.21181,,
2004-12-28,Tuesday,90.81684,,
2004-12-29,Wednesday,90.704,,
2004-12-30,Thursday,91.00223,,
2004-12-31,Friday,91.00223,imputed from 2694,start
2005-01-01,Saturday,91.00223,imputed from 2695,
2005-01-02,Sunday,91.00223,imputed from 2696,
2005-01-03,Monday,91.11508,,
2005-01-04,Tuesday,90.98611,,
2005-01-05,Wednesday,91.05866,,
2005-01-06,Thursday,91.16344,,
2005-01-07,Friday,91.21181,,start
2005-01-08,Saturday,91.21181,imputed from 2702,
2005-01-09,Sunday,91.21181,imputed from 2703,
2005-01-10,Monday,91.26017,,
2005-01-11,Tuesday,91.27629,,
2005-01-12,Wednesday,91.24405,,
2005-01-13,Thursday,91.48586,,
2005-01-14,Friday,91.46168,,start
2005-01-15,Saturday,91.46168,imputed from 2709,
2005-01-16,Sunday,91.46168,imputed from 2710,
2005-01-17,Monday,91.46974,,
2005-01-18,Tuesday,91.4375,,
2005-01-19,Wednesday,91.52616,,
2005-01-20,Thursday,91.38913,,
2005-01-21,Friday,91.44556,,start
2005-01-22,Saturday,91.44556,imputed from 2716,
2005-01-23,Sunday,91.44556,imputed from 2717,
2005-01-24,Monday,91.48586,,
2005-01-25,Tuesday,91.4375,,
2005-01-26,Wednesday,91.38913,,
2005-01-27,Thursday,91.24405,,
2005-01-28,Friday,91.49392,,start
2005-01-29,Saturday,91.49392,imputed from 2723,
2005-01-30,Sunday,91.49392,imputed from 2724,
2005-01-31,Monday,91.4778,,
2005-02-01,Tuesday,91.48586,,
2005-02-02,Wednesday,91.40526,,
2005-02-03,Thursday,91.33271,,
2005-02-04,Friday,91.51004,,start
2005-02-05,Saturday,91.51004,imputed from 2730,
2005-02-06,Sunday,91.51004,imputed from 2731,
2005-02-07,Monday,91.49392,,
2005-02-08,Tuesday,91.59065,,
2005-02-09,Wednesday,91.65513,,
2005-02-10,Thursday,91.70349,,
2005-02-11,Friday,91.67931,,start
2005-02-12,Saturday,91.67931,imputed from 2737,
2005-02-13,Sunday,91.67931,imputed from 2738,
2005-02-14,Monday,91.62289,,
2005-02-15,Tuesday,91.46168,,
2005-02-16,Wednesday,91.36495,,
2005-02-17,Thursday,91.33271,,
2005-02-18,Friday,90.95387,,start
2005-02-19,Saturday,90.95387,imputed from 2744,
2005-02-20,Sunday,90.95387,imputed from 2745,
2005-02-21,Monday,90.92163,,
2005-02-22,Tuesday,90.99417,,
2005-02-23,Wednesday,90.95387,,
2005-02-24,Thursday,90.90551,,
2005-02-25,Friday,90.95387,,start
2005-02-26,Saturday,90.95387,imputed from 2751,
2005-02-27,Sunday,90.95387,imputed from 2752,
2005-02-28,Monday,90.92163,,
2005-03-01,Tuesday,90.97805,,
2005-03-02,Wednesday,90.83297,,
2005-03-03,Thursday,90.95387,,
2005-03-04,Friday,91.24405,,start
2005-03-05,Saturday,91.24405,imputed from 2758,
2005-03-06,Sunday,91.24405,imputed from 2759,
2005-03-07,Monday,91.36591,,
2005-03-08,Tuesday,91.25217,,
2005-03-09,Wednesday,91.07344,,
2005-03-10,Thursday,91.06531,,
2005-03-11,Friday,91.08969,,start
2005-03-12,Saturday,91.08969,imputed from 2765,
2005-03-13,Sunday,91.08969,imputed from 2766,
2005-03-14,Monday,91.00032,,
2005-03-15,Tuesday,91.21155,,
2005-03-16,Wednesday,91.26842,,
2005-03-17,Thursday,91.21155,,
2005-03-18,Friday,91.13031,,start
2005-03-19,Saturday,91.13031,imputed from 2772,
2005-03-20,Sunday,91.13031,imputed from 2773,
2005-03-21,Monday,90.94345,,
2005-03-22,Tuesday,91.13843,,
2005-03-23,Wednesday,90.9272,,
2005-03-24,Thursday,90.96782,,
2005-03-25,Friday,90.96782,imputed from 2778,start
2005-03-26,Saturday,90.96782,imputed from 2779,
2005-03-27,Sunday,90.96782,imputed from 2780,
2005-03-28,Monday,90.96782,imputed from 2781,
2005-03-29,Tuesday,91.04094,,
2005-03-30,Wednesday,91.21155,,
2005-03-31,Thursday,91.47153,,
2005-04-01,Friday,91.53652,,start
2005-04-02,Saturday,91.53652,imputed from 2786,
2005-04-03,Sunday,91.53652,imputed from 2787,
2005-04-04,Monday,91.63401,,
2005-04-05,Tuesday,91.58527,,
2005-04-06,Wednesday,91.60964,,
2005-04-07,Thursday,91.7965,,
2005-04-08,Friday,91.81275,,start
2005-04-09,Saturday,91.81275,imputed from 2793,
2005-04-10,Sunday,91.81275,imputed from 2794,
2005-04-11,Monday,91.83712,,
2005-04-12,Tuesday,91.82087,,
2005-04-13,Wednesday,91.93461,,
2005-04-14,Thursday,91.92649,,
2005-04-15,Friday,92.12147,,start
2005-04-16,Saturday,92.12147,imputed from 2800,
2005-04-17,Sunday,92.12147,imputed from 2801,
2005-04-18,Monday,92.18647,,
2005-04-19,Tuesday,92.30833,,
2005-04-20,Wednesday,92.28396,,
2005-04-21,Thursday,92.15397,,
2005-04-22,Friday,92.25146,,start
2005-04-23,Saturday,92.25146,imputed from 2807,
2005-04-24,Sunday,92.25146,imputed from 2808,
2005-04-25,Monday,92.30833,,
2005-04-26,Tuesday,92.28396,,
2005-04-27,Wednesday,92.42207,,
2005-04-28,Thursday,92.56018,,
2005-04-29,Friday,92.52769,,start
2005-04-30,Saturday,92.52769,imputed from 2814,
2005-05-01,Sunday,92.52769,imputed from 2815,
2005-05-02,Monday,92.55206,,
2005-05-03,Tuesday,92.6658,,
2005-05-04,Wednesday,92.58456,,
2005-05-05,Thursday,92.6983,,
2005-05-06,Friday,92.38957,,start
2005-05-07,Saturday,92.38957,imputed from 2821,
2005-05-08,Sunday,92.38957,imputed from 2822,
2005-05-09,Monday,92.50331,,
2005-05-10,Tuesday,92.6983,,
2005-05-11,Wednesday,92.85266,,
2005-05-12,Thursday,92.71455,,
2005-05-13,Friday,92.76329,,start
2005-05-14,Saturday,92.76329,imputed from 2828,
2005-05-15,Sunday,92.76329,imputed from 2829,
2005-05-16,Monday,92.77954,,
2005-05-17,Tuesday,92.80391,,
2005-05-18,Wednesday,92.83641,,
2005-05-19,Thursday,92.73892,,
2005-05-20,Friday,92.65768,,start
2005-05-21,Saturday,92.65768,imputed from 2835,
2005-05-22,Sunday,92.65768,imputed from 2836,
2005-05-23,Monday,92.77954,,
2005-05-24,Tuesday,92.94203,,
2005-05-25,Wednesday,92.99077,,
2005-05-26,Thursday,92.97452,,
2005-05-27,Friday,93.01515,,start
2005-05-28,Saturday,93.01515,imputed from 2842,
2005-05-29,Sunday,93.01515,imputed from 2843,
2005-05-30,Monday,92.97452,,
2005-05-31,Tuesday,93.19388,,
2005-06-01,Wednesday,93.38074,,
2005-06-02,Thursday,93.37261,,
2005-06-03,Friday,93.31574,,start
2005-06-04,Saturday,93.31574,imputed from 2849,
2005-06-05,Sunday,93.31574,imputed from 2850,
2005-06-06,Monday,93.44573,,
2005-06-07,Tuesday,93.65673,,
2005-06-08,Wednesday,93.79468,,
2005-06-09,Thursday,93.75411,,
2005-06-10,Friday,93.65673,,start
2005-06-11,Saturday,93.65673,imputed from 2856,
2005-06-12,Sunday,93.65673,imputed from 2857,
2005-06-13,Monday,93.59181,,
2005-06-14,Tuesday,93.47008,,
2005-06-15,Wednesday,93.02375,,
2005-06-16,Thursday,93.08867,,
2005-06-17,Friday,93.11301,,start
2005-06-18,Saturday,93.11301,imputed from 2863,
2005-06-19,Sunday,93.11301,imputed from 2864,
2005-06-20,Monday,93.18605,,
2005-06-21,Tuesday,93.54311,,
2005-06-22,Wednesday,93.77034,,
2005-06-23,Thursday,93.6973,,
2005-06-24,Friday,93.77034,,start
2005-06-25,Saturday,93.77034,imputed from 2870,
2005-06-26,Sunday,93.77034,imputed from 2871,
2005-06-27,Monday,93.86772,,
2005-06-28,Tuesday,93.70542,,
2005-06-29,Wednesday,93.65673,,
2005-06-30,Thursday,93.84337,,
2005-07-01,Friday,93.71353,,start
2005-07-02,Saturday,93.71353,imputed from 2877,
2005-07-03,Sunday,93.71353,imputed from 2878,
2005-07-04,Monday,93.60804,,
2005-07-05,Tuesday,93.3727,,
2005-07-06,Wednesday,93.34835,,
2005-07-07,Thursday,93.56746,,
2005-07-08,Friday,93.47819,,start
2005-07-09,Saturday,93.47819,imputed from 2884,
2005-07-10,Sunday,93.47819,imputed from 2885,
2005-07-11,Monday,93.32401,,
2005-07-12,Tuesday,93.29155,,
2005-07-13,Wednesday,93.22662,,
2005-07-14,Thursday,93.1049,,
2005-07-15,Friday,93.12924,,start
2005-07-16,Saturday,93.12924,imputed from 2891,
2005-07-17,Sunday,93.12924,imputed from 2892,
2005-07-18,Monday,93.20228,,
2005-07-19,Tuesday,93.14547,,
2005-07-20,Wednesday,93.11301,,
2005-07-21,Thursday,93.11301,,
2005-07-22,Friday,93.32401,,start
2005-07-23,Saturday,93.32401,imputed from 2898,
2005-07-24,Sunday,93.32401,imputed from 2899,
2005-07-25,Monday,93.35647,,
2005-07-26,Tuesday,93.28343,,
2005-07-27,Wednesday,93.32401,,
2005-07-28,Thursday,93.28343,,
2005-07-29,Friday,93.21039,,start
2005-07-30,Saturday,93.21039,imputed from 2905,
2005-07-31,Sunday,93.21039,imputed from 2906,
2005-08-01,Monday,92.98317,,
2005-08-02,Tuesday,92.84521,,
2005-08-03,Wednesday,92.92636,,
2005-08-04,Thursday,92.8371,,
2005-08-05,Friday,92.65857,,start
2005-08-06,Saturday,92.65857,imputed from 2912,
2005-08-07,Sunday,92.65857,imputed from 2913,
2005-08-08,Monday,92.69103,,
2005-08-09,Tuesday,92.60987,,
2005-08-10,Wednesday,92.72349,,
2005-08-11,Thursday,92.87767,,
2005-08-12,Friday,93.08055,,start
2005-08-13,Saturday,93.08055,imputed from 2919,
2005-08-14,Sunday,93.08055,imputed from 2920,
2005-08-15,Monday,93.13736,,
2005-08-16,Tuesday,93.31589,,
2005-08-17,Wednesday,93.31589,,
2005-08-18,Thursday,93.47008,,
2005-08-19,Friday,93.4295,,start
2005-08-20,Saturday,93.4295,imputed from 2926,
2005-08-21,Sunday,93.4295,imputed from 2927,
2005-08-22,Monday,93.51065,,
2005-08-23,Tuesday,93.47008,,
2005-08-24,Wednesday,93.45385,,
2005-08-25,Thursday,93.60804,,
2005-08-26,Friday,93.49442,,start
2005-08-27,Saturday,93.49442,imputed from 2933,
2005-08-28,Sunday,93.49442,imputed from 2934,
2005-08-29,Monday,93.47819,,
2005-08-30,Tuesday,93.46196,,
2005-08-31,Wednesday,93.71353,,
2005-09-01,Thursday,93.94076,,
2005-09-02,Friday,93.93264,,start
2005-09-03,Saturday,93.93264,imputed from 2940,
2005-09-04,Sunday,93.93264,imputed from 2941,
2005-09-05,Monday,93.9651,,
2005-09-06,Tuesday,93.86772,,
2005-09-07,Wednesday,93.786,,
2005-09-08,Thursday,93.88406,,
2005-09-09,Friday,93.90041,,start
2005-09-10,Saturday,93.90041,imputed from 2947,
2005-09-11,Sunday,93.90041,imputed from 2948,
2005-09-12,Monday,93.63889,,
2005-09-13,Tuesday,93.72879,,
2005-09-14,Wednesday,93.6961,,
2005-09-15,Thursday,93.56534,,
2005-09-16,Friday,93.49179,,start
2005-09-17,Saturday,93.49179,imputed from 2954,
2005-09-18,Sunday,93.49179,imputed from 2955,
2005-09-19,Monday,93.66341,,
2005-09-20,Tuesday,93.6961,,
2005-09-21,Wednesday,93.91675,,
2005-09-22,Thursday,93.90858,,
2005-09-23,Friday,93.64707,,start
2005-09-24,Saturday,93.64707,imputed from 2961,
2005-09-25,Sunday,93.64707,imputed from 2962,
2005-09-26,Monday,93.41824,,
2005-09-27,Tuesday,93.36921,,
2005-09-28,Wednesday,93.35286,,
2005-09-29,Thursday,93.14855,,
2005-09-30,Friday,93.1649,,start
2005-10-01,Saturday,93.1649,imputed from 2968,
2005-10-02,Sunday,93.1649,imputed from 2969,
2005-10-03,Monday,93.04231,,
2005-10-04,Tuesday,93.01779,,
2005-10-05,Wednesday,93.04231,,
2005-10-06,Thursday,92.97693,,
2005-10-07,Friday,93.03414,,start
2005-10-08,Saturday,93.03414,imputed from 2975,
2005-10-09,Sunday,93.03414,imputed from 2976,
2005-10-10,Monday,93.00962,,
2005-10-11,Tuesday,92.95242,,
2005-10-12,Wednesday,92.86252,,
2005-10-13,Thursday,92.66638,,
2005-10-14,Friday,92.56014,,start
2005-10-15,Saturday,92.56014,imputed from 2982,
2005-10-16,Sunday,92.56014,imputed from 2983,
2005-10-17,Monday,92.60918,,
2005-10-18,Tuesday,92.67456,,
2005-10-19,Wednesday,92.75628,,
2005-10-20,Thursday,92.62552,,
2005-10-21,Friday,92.81349,,start
2005-10-22,Saturday,92.81349,imputed from 2989,
2005-10-23,Sunday,92.81349,imputed from 2990,
2005-10-24,Monday,92.7808,,
2005-10-25,Tuesday,92.44573,,
2005-10-26,Wednesday,92.32314,,
2005-10-27,Thursday,92.1597,,
2005-10-28,Friday,92.10249,,start
2005-10-29,Saturday,92.10249,imputed from 2996,
2005-10-30,Sunday,92.10249,imputed from 2997,
2005-10-31,Monday,92.12701,,
2005-11-01,Tuesday,92.07797,,
2005-11-02,Wednesday,91.87366,,
2005-11-03,Thursday,91.84097,,
2005-11-04,Friday,91.69387,,start
2005-11-05,Saturday,91.69387,imputed from 3003,
2005-11-06,Sunday,91.69387,imputed from 3004,
2005-11-07,Monday,91.66118,,
2005-11-08,Tuesday,91.82463,,
2005-11-09,Wednesday,91.5386,,
2005-11-10,Thursday,91.63667,,
2005-11-11,Friday,91.65301,,start
2005-11-12,Saturday,91.65301,imputed from 3010,
2005-11-13,Sunday,91.65301,imputed from 3011,
2005-11-14,Monday,91.5386,,
2005-11-15,Tuesday,91.80011,,
2005-11-16,Wednesday,92.07797,,
2005-11-17,Thursday,92.02894,,
2005-11-18,Friday,91.55494,,start
2005-11-19,Saturday,91.55494,imputed from 3017,
2005-11-20,Sunday,91.55494,imputed from 3018,
2005-11-21,Monday,91.78377,,
2005-11-22,Tuesday,91.73473,,
2005-11-23,Wednesday,91.80829,,
2005-11-24,Thursday,92.1597,,
2005-11-25,Friday,92.09432,,start
2005-11-26,Saturday,92.09432,imputed from 3024,
2005-11-27,Sunday,92.09432,imputed from 3025,
2005-11-28,Monday,92.06163,,
2005-11-29,Tuesday,91.88184,,
2005-11-30,Wednesday,91.9227,,
2005-12-01,Thursday,92.15152,,
2005-12-02,Friday,92.20873,,start
2005-12-03,Saturday,92.20873,imputed from 3031,
2005-12-04,Sunday,92.20873,imputed from 3032,
2005-12-05,Monday,92.14335,,
2005-12-06,Tuesday,92.26594,,
2005-12-07,Wednesday,92.13547,,
2005-12-08,Thursday,92.20886,,
2005-12-09,Friday,91.85822,,start
2005-12-10,Saturday,91.85822,imputed from 3038,
2005-12-11,Sunday,91.85822,imputed from 3039,
2005-12-12,Monday,91.98054,,
2005-12-13,Tuesday,91.96423,,
2005-12-14,Wednesday,92.03762,,
2005-12-15,Thursday,92.02131,,
2005-12-16,Friday,92.11101,,start
2005-12-17,Saturday,92.11101,imputed from 3045,
2005-12-18,Sunday,92.11101,imputed from 3046,
2005-12-19,Monday,92.11101,,
2005-12-20,Tuesday,92.02131,,
2005-12-21,Wednesday,91.81745,,
2005-12-22,Thursday,91.82561,,
2005-12-23,Friday,92.02946,,start
2005-12-24,Saturday,92.02946,imputed from 3052,
2005-12-25,Sunday,92.02946,imputed from 3053,
2005-12-26,Monday,92.02946,imputed from 3054,
2005-12-27,Tuesday,91.99685,,
2005-12-28,Wednesday,92.12731,,
2005-12-29,Thursday,91.98869,,
2005-12-30,Friday,92.07023,,start
2005-12-31,Saturday,92.07023,imputed from 3059,
2006-01-01,Sunday,92.07023,imputed from 3060,
2006-01-02,Monday,91.9153,,
2006-01-03,Tuesday,92.01315,,
2006-01-04,Wednesday,92.40456,,
2006-01-05,Thursday,92.43718,,
2006-01-06,Friday,92.43718,,start
2006-01-07,Saturday,92.43718,imputed from 3066,
2006-01-08,Sunday,92.43718,imputed from 3067,
2006-01-09,Monday,92.36379,,
2006-01-10,Tuesday,92.18439,,
2006-01-11,Wednesday,92.10285,,
2006-01-12,Thursday,92.25778,,
2006-01-13,Friday,92.25778,,start
2006-01-14,Saturday,92.25778,imputed from 3073,
2006-01-15,Sunday,92.25778,imputed from 3074,
2006-01-16,Monday,92.26594,,
2006-01-17,Tuesday,92.36379,,
2006-01-18,Wednesday,92.30671,,
2006-01-19,Thursday,91.96423,,
2006-01-20,Friday,91.85007,,start
2006-01-21,Saturday,91.85007,imputed from 3080,
2006-01-22,Sunday,91.85007,imputed from 3081,
2006-01-23,Monday,91.78483,,
2006-01-24,Tuesday,91.85007,,
2006-01-25,Wednesday,91.64621,,
2006-01-26,Thursday,91.50759,,
2006-01-27,Friday,91.46682,,start
2006-01-28,Saturday,91.46682,imputed from 3087,
2006-01-29,Sunday,91.46682,imputed from 3088,
2006-01-30,Monday,91.47497,,
2006-01-31,Tuesday,91.50759,,
2006-02-01,Wednesday,91.30373,,
2006-02-02,Thursday,91.30373,,
2006-02-03,Friday,91.45866,,start
2006-02-04,Saturday,91.45866,imputed from 3094,
2006-02-05,Sunday,91.45866,imputed from 3095,
2006-02-06,Monday,91.45051,,
2006-02-07,Tuesday,91.36081,,
2006-02-08,Wednesday,91.45866,,
2006-02-09,Thursday,91.5402,,
2006-02-10,Friday,91.63806,,start
2006-02-11,Saturday,91.63806,imputed from 3101,
2006-02-12,Sunday,91.63806,imputed from 3102,
2006-02-13,Monday,91.46682,,
2006-02-14,Tuesday,91.56467,,
2006-02-15,Wednesday,91.5402,,
2006-02-16,Thursday,91.49943,,
2006-02-17,Friday,91.71144,,start
2006-02-18,Saturday,91.71144,imputed from 3108,
2006-02-19,Sunday,91.71144,imputed from 3109,
2006-02-20,Monday,91.77668,,
2006-02-21,Tuesday,91.71144,,
2006-02-22,Wednesday,91.76037,,
2006-02-23,Thursday,91.50759,,
2006-02-24,Friday,91.45866,,start
2006-02-25,Saturday,91.45866,imputed from 3115,
2006-02-26,Sunday,91.45866,imputed from 3116,
2006-02-27,Monday,91.27111,,
2006-02-28,Tuesday,91.4342,,
2006-03-01,Wednesday,91.3445,,
2006-03-02,Thursday,91.05095,,
2006-03-03,Friday,90.92048,,start
2006-03-04,Saturday,90.92048,imputed from 3122,
2006-03-05,Sunday,90.92048,imputed from 3123,
2006-03-06,Monday,91.00202,,
2006-03-07,Tuesday,90.9938,,
2006-03-08,Wednesday,90.88696,,
2006-03-09,Thursday,90.88696,,
2006-03-10,Friday,90.73903,,start
2006-03-11,Saturday,90.73903,imputed from 3129,
2006-03-12,Sunday,90.73903,imputed from 3130,
2006-03-13,Monday,90.71438,,
2006-03-14,Tuesday,90.88696,,
2006-03-15,Wednesday,90.77191,,
2006-03-16,Thursday,90.82122,,
2006-03-17,Friday,90.67329,,start
2006-03-18,Saturday,90.67329,imputed from 3136,
2006-03-19,Sunday,90.67329,imputed from 3137,
2006-03-20,Monday,90.79656,,
2006-03-21,Tuesday,90.73903,,
2006-03-22,Wednesday,90.85409,,
2006-03-23,Thursday,90.78834,,
2006-03-24,Friday,90.93627,,start
2006-03-25,Saturday,90.93627,imputed from 3143,
2006-03-26,Sunday,90.93627,imputed from 3144,
2006-03-27,Monday,90.97737,,
2006-03-28,Tuesday,90.55001,,
2006-03-29,Wednesday,90.46783,,
2006-03-30,Thursday,90.43495,,
2006-03-31,Friday,90.45961,,start
2006-04-01,Saturday,90.45961,imputed from 3150,
2006-04-02,Sunday,90.45961,imputed from 3151,
2006-04-03,Monday,90.23771,,
2006-04-04,Tuesday,90.20484,,
2006-04-05,Wednesday,90.22128,,
2006-04-06,Thursday,90.22949,,
2006-04-07,Friday,90.29524,,start
2006-04-08,Saturday,90.29524,imputed from 3157,
2006-04-09,Sunday,90.29524,imputed from 3158,
2006-04-10,Monday,90.1884,,
2006-04-11,Tuesday,90.27059,,
2006-04-12,Wednesday,90.22128,,
2006-04-13,Thursday,89.96651,,
2006-04-14,Friday,89.96651,imputed from 3163,start
2006-04-15,Saturday,89.96651,imputed from 3164,
2006-04-16,Sunday,89.96651,imputed from 3165,
2006-04-17,Monday,89.96651,imputed from 3166,
2006-04-18,Tuesday,90.02403,,
2006-04-19,Wednesday,90.04869,,
2006-04-20,Thursday,90.12265,,
2006-04-21,Friday,90.098,,start
2006-04-22,Saturday,90.098,imputed from 3171,
2006-04-23,Sunday,90.098,imputed from 3172,
2006-04-24,Monday,90.08156,,
2006-04-25,Tuesday,89.81858,,
2006-04-26,Wednesday,89.80214,,
2006-04-27,Thursday,89.86789,,
2006-04-28,Friday,89.94185,,start
2006-04-29,Saturday,89.94185,imputed from 3178,
2006-04-30,Sunday,89.94185,imputed from 3179,
2006-05-01,Monday,89.94185,imputed from 3180,
2006-05-02,Tuesday,89.88432,,
2006-05-03,Wednesday,89.82679,,
2006-05-04,Thursday,89.71174,,
2006-05-05,Friday,89.85145,,start
2006-05-06,Saturday,89.85145,imputed from 3185,
2006-05-07,Sunday,89.85145,imputed from 3186,
2006-05-08,Monday,89.77748,,
2006-05-09,Tuesday,89.76105,,
2006-05-10,Wednesday,89.88432,,
2006-05-11,Thursday,89.67886,,
2006-05-12,Friday,89.74461,,start
2006-05-13,Saturday,89.74461,imputed from 3192,
2006-05-14,Sunday,89.74461,imputed from 3193,
2006-05-15,Monday,90.04869,,
2006-05-16,Tuesday,90.22128,,
2006-05-17,Wednesday,89.95007,,
2006-05-18,Thursday,90.24593,,
2006-05-19,Friday,90.3199,,start
2006-05-20,Saturday,90.3199,imputed from 3199,
2006-05-21,Sunday,90.3199,imputed from 3200,
2006-05-22,Monday,90.55823,,
2006-05-23,Tuesday,90.45139,,
2006-05-24,Wednesday,90.59932,,
2006-05-25,Thursday,90.63219,,
2006-05-26,Friday,90.59932,,start
2006-05-27,Saturday,90.59932,imputed from 3206,
2006-05-28,Sunday,90.59932,imputed from 3207,
2006-05-29,Monday,90.55823,,
2006-05-30,Tuesday,90.37742,,
2006-05-31,Wednesday,90.23771,,
2006-06-01,Thursday,90.15553,,
2006-06-02,Friday,90.35277,,start
2006-06-03,Saturday,90.35277,imputed from 3213,
2006-06-04,Sunday,90.35277,imputed from 3214,
2006-06-05,Monday,90.18018,,
2006-06-06,Tuesday,90.02403,,
2006-06-07,Wednesday,90.03226,,
2006-06-08,Thursday,90.32006,,
2006-06-09,Friday,90.38584,,start
2006-06-10,Saturday,90.38584,imputed from 3220,
2006-06-11,Sunday,90.38584,imputed from 3221,
2006-06-12,Monday,90.50918,,
2006-06-13,Tuesday,90.69831,,
2006-06-14,Wednesday,90.51741,,
2006-06-15,Thursday,90.27072,,
2006-06-16,Friday,90.34473,,start
2006-06-17,Saturday,90.34473,imputed from 3227,
2006-06-18,Sunday,90.34473,imputed from 3228,
2006-06-19,Monday,90.16382,,
2006-06-20,Tuesday,90.03226,,
2006-06-21,Wednesday,89.9747,,
2006-06-22,Thursday,89.81846,,
2006-06-23,Friday,89.71157,,start
2006-06-24,Saturday,89.71157,imputed from 3234,
2006-06-25,Sunday,89.71157,imputed from 3235,
2006-06-26,Monday,89.62934,,
2006-06-27,Tuesday,89.63756,,
2006-06-28,Wednesday,89.61289,,
2006-06-29,Thursday,89.79379,,
2006-06-30,Friday,89.71979,,start
2006-07-01,Saturday,89.71979,imputed from 3241,
2006-07-02,Sunday,89.71979,imputed from 3242,
2006-07-03,Monday,89.64578,,
2006-07-04,Tuesday,89.70334,,
2006-07-05,Wednesday,89.4731,,
2006-07-06,Thursday,89.48955,,
2006-07-07,Friday,89.70334,,start
2006-07-08,Saturday,89.70334,imputed from 3248,
2006-07-09,Sunday,89.70334,imputed from 3249,
2006-07-10,Monday,89.58,,
2006-07-11,Tuesday,89.80202,,
2006-07-12,Wednesday,89.63756,,
2006-07-13,Thursday,89.89247,,
2006-07-14,Friday,90.11449,,start
2006-07-15,Saturday,90.11449,imputed from 3255,
2006-07-16,Sunday,90.11449,imputed from 3256,
2006-07-17,Monday,90.06515,,
2006-07-18,Tuesday,89.95825,,
2006-07-19,Wednesday,90.05693,,
2006-07-20,Thursday,90.05693,,
2006-07-21,Friday,90.22138,,start
