date,weekday,OAT1_Comdty_PX-LAST,OAT1_Comdty_CURRENCY-EUR,OAT1_Comdty_PX-LAST-CHF,imputed,OAT1_Comdty_start
2015-01-22,Thursday,127.52,0.9902,126.270304,,
2015-01-23,Friday,128.05,0.98593,126.24833650000001,,start
2015-01-24,Saturday,,,126.24833650000001,imputed from 1011,
2015-01-25,Sunday,,,126.24833650000001,imputed from 1012,
2015-01-26,Monday,127.7,1.01515,129.634655,,
2015-01-27,Tuesday,127.77,1.02745,131.2772865,,
2015-01-28,Wednesday,127.77,1.02185,130.56177449999998,,
2015-01-29,Thursday,127.63,1.04558,133.4473754,,
2015-01-30,Friday,128.18,1.03917,133.2008106,,start
2015-01-31,Saturday,,,133.2008106,imputed from 1018,
2015-02-01,Sunday,,,133.2008106,imputed from 1019,
2015-02-02,Monday,128.14,1.05222,134.83147079999998,,
2015-02-03,Tuesday,127.82,1.06098,135.6144636,,
2015-02-04,Wednesday,127.66,1.05066,134.12725559999998,,
2015-02-05,Thursday,127.64,1.05708,134.92569120000002,,
2015-02-06,Friday,127.35,1.04786,133.444971,,start
2015-02-07,Saturday,,,133.444971,imputed from 1025,
2015-02-08,Sunday,,,133.444971,imputed from 1026,
2015-02-09,Monday,127.47,1.04581,133.3094007,,
2015-02-10,Tuesday,127.07,1.04856,133.2405192,,
2015-02-11,Wednesday,127.31,1.05215,133.9492165,,
2015-02-12,Thursday,127.63,1.06138,135.46392939999998,,
2015-02-13,Friday,127.64,1.0621,135.56644400000002,,start
2015-02-14,Saturday,,,135.56644400000002,imputed from 1032,
2015-02-15,Sunday,,,135.56644400000002,imputed from 1033,
2015-02-16,Monday,127.53,1.05802,134.9292906,,
2015-02-17,Tuesday,127.32,1.06941,136.1572812,,
2015-02-18,Wednesday,127.35,1.07385,136.7547975,,
2015-02-19,Thursday,127.37,1.07944,137.4882728,,
2015-02-20,Friday,127.6,1.06757,136.22193199999998,,start
2015-02-21,Saturday,,,136.22193199999998,imputed from 1039,
2015-02-22,Sunday,,,136.22193199999998,imputed from 1040,
2015-02-23,Monday,127.86,1.07651,137.6425686,,
2015-02-24,Tuesday,127.93,1.07806,137.9162158,,
2015-02-25,Wednesday,128.35,1.07753,138.3009755,,
2015-02-26,Thursday,128.68,1.06671,137.2642428,,
2015-02-27,Friday,128.45,1.06802,137.18716899999998,,start
2015-02-28,Saturday,,,137.18716899999998,imputed from 1046,
2015-03-01,Sunday,,,137.18716899999998,imputed from 1047,
2015-03-02,Monday,128.11,1.07175,137.3018925,,
2015-03-03,Tuesday,127.83,1.07427,137.3239341,,
2015-03-04,Wednesday,127.74,1.06722,136.32668280000001,,
2015-03-05,Thursday,127.85,1.07432,137.351812,,
2015-03-06,Friday,127.41,1.06924,136.2318684,,start
2015-03-07,Saturday,,,136.2318684,imputed from 1053,
2015-03-08,Sunday,,,136.2318684,imputed from 1054,
2015-03-09,Monday,128.36,1.06983,137.32337880000003,,
2015-03-10,Tuesday,129.28,1.06933,138.2429824,,
2015-03-11,Wednesday,129.76,1.06445,138.12303199999997,,
2015-03-12,Thursday,129.5,1.06598,138.04441,,
2015-03-13,Friday,129.48,1.05545,136.659666,,start
2015-03-14,Saturday,,,136.659666,imputed from 1060,
2015-03-15,Sunday,,,136.659666,imputed from 1061,
2015-03-16,Monday,129.33,1.06483,137.7144639,,
2015-03-17,Tuesday,129.09,1.06633,137.6525397,,
2015-03-18,Wednesday,129.73,1.06273,137.86796289999998,,
2015-03-19,Thursday,129.97,1.05506,137.12614820000002,,
2015-03-20,Friday,130.12,1.05518,137.3000216,,start
2015-03-21,Saturday,,,137.3000216,imputed from 1067,
2015-03-22,Sunday,,,137.3000216,imputed from 1068,
2015-03-23,Monday,129.53,1.05765,136.9974045,,
2015-03-24,Tuesday,129.31,1.04674,135.3539494,,
2015-03-25,Wednesday,129.42,1.05275,136.246905,,
2015-03-26,Thursday,129.48,1.04819,135.71964119999998,,
2015-03-27,Friday,129.53,1.04706,135.62568180000002,,start
2015-03-28,Saturday,,,135.62568180000002,imputed from 1074,
2015-03-29,Sunday,,,135.62568180000002,imputed from 1075,
2015-03-30,Monday,129.41,1.04771,135.58415109999999,,
2015-03-31,Tuesday,129.73,1.04377,135.4082821,,
2015-04-01,Wednesday,129.98,1.04086,135.29098279999997,,
2015-04-02,Thursday,129.75,1.04411,135.4732725,,
2015-04-03,Friday,129.75,1.04322,135.357795,imputed from 1080,start
2015-04-04,Saturday,,,135.357795,imputed from 1081,
2015-04-05,Sunday,,,135.357795,imputed from 1082,
2015-04-06,Monday,,1.04729,135.357795,imputed from 1083,
2015-04-07,Tuesday,129.79,1.04485,135.6110815,,
2015-04-08,Wednesday,130.06,1.04205,135.529023,,
2015-04-09,Thursday,130.09,1.04208,135.5641872,,
2015-04-10,Friday,130.23,1.0391,135.321993,,start
2015-04-11,Saturday,,,135.321993,imputed from 1088,
2015-04-12,Sunday,,,135.321993,imputed from 1089,
2015-04-13,Monday,130.22,1.03317,134.53939739999998,,
2015-04-14,Tuesday,130.53,1.03613,135.2460489,,
2015-04-15,Wednesday,131.08,1.03057,135.0871156,,
2015-04-16,Thursday,131.01,1.02894,134.8014294,,
2015-04-17,Friday,130.87,1.029,134.66522999999998,,start
2015-04-18,Saturday,,,134.66522999999998,imputed from 1095,
2015-04-19,Sunday,,,134.66522999999998,imputed from 1096,
2015-04-20,Monday,130.97,1.02672,134.4695184,,
2015-04-21,Tuesday,130.85,1.02519,134.1461115,,
2015-04-22,Wednesday,130.42,1.04189,135.8832938,,
2015-04-23,Thursday,130.41,1.03326,134.74743660000001,,
2015-04-24,Friday,130.41,1.03778,135.3368898,,start
2015-04-25,Saturday,,,135.3368898,imputed from 1102,
2015-04-26,Sunday,,,135.3368898,imputed from 1103,
2015-04-27,Monday,130.35,1.03999,135.5626965,,
2015-04-28,Tuesday,130.42,1.04927,136.8457934,,
2015-04-29,Wednesday,128.92,1.04541,134.7742572,,
2015-04-30,Thursday,128.21,1.04635,134.1525335,,
2015-05-01,Friday,128.21,1.04457,133.9243197,imputed from 1108,start
2015-05-02,Saturday,,,133.9243197,imputed from 1109,
2015-05-03,Sunday,,,133.9243197,imputed from 1110,
2015-05-04,Monday,127.32,1.04097,132.5363004,,
2015-05-05,Tuesday,126.28,1.03635,130.870278,,
2015-05-06,Wednesday,125.44,1.0396,130.40742400000002,,
2015-05-07,Thursday,125.57,1.03844,130.3969108,,
2015-05-08,Friday,126.34,1.04267,131.7309278,,start
2015-05-09,Saturday,,,131.7309278,imputed from 1116,
2015-05-10,Sunday,,,131.7309278,imputed from 1117,
2015-05-11,Monday,125.79,1.04216,131.09330640000002,,
2015-05-12,Tuesday,124.92,1.04206,130.1741352,,
2015-05-13,Wednesday,124.82,1.04093,129.92888259999998,,
2015-05-14,Thursday,124.83,1.04087,129.9318021,,
2015-05-15,Friday,125.48,1.04883,131.60718839999998,,start
2015-05-16,Saturday,,,131.60718839999998,imputed from 1123,
2015-05-17,Sunday,,,131.60718839999998,imputed from 1124,
2015-05-18,Monday,125.29,1.04815,131.3227135,,
2015-05-19,Tuesday,125.77,1.04481,131.4057537,,
2015-05-20,Wednesday,125.59,1.03977,130.5847143,,
2015-05-21,Thursday,125.51,1.04112,130.67097120000003,,
2015-05-22,Friday,125.8,1.03934,130.74897199999998,,start
2015-05-23,Saturday,,,130.74897199999998,imputed from 1130,
2015-05-24,Sunday,,,130.74897199999998,imputed from 1131,
2015-05-25,Monday,125.8,1.03729,130.491082,,
2015-05-26,Tuesday,126.26,1.03668,130.89121680000002,,
2015-05-27,Wednesday,126.27,1.03535,130.7336445,,
2015-05-28,Thursday,126.37,1.03328,130.5755936,,
2015-05-29,Friday,126.78,1.03384,131.0702352,,start
2015-05-30,Saturday,,,131.0702352,imputed from 1137,
2015-05-31,Sunday,,,131.0702352,imputed from 1138,
2015-06-01,Monday,126.52,1.03369,130.7824588,,
2015-06-02,Tuesday,124.83,1.04051,129.88686330000002,,
2015-06-03,Wednesday,123.29,1.05301,129.8256029,,
2015-06-04,Thursday,123.56,1.04921,129.6403876,,
2015-06-05,Friday,123.38,1.04431,128.84696780000002,,start
2015-06-06,Saturday,,,128.84696780000002,imputed from 1144,
2015-06-07,Sunday,,,128.84696780000002,imputed from 1145,
2015-06-08,Monday,122.83,1.04734,128.64477219999998,,
2015-06-09,Tuesday,122.1,1.05012,128.219652,,
2015-06-10,Wednesday,121.76,1.05492,128.4470592,,
2015-06-11,Thursday,122.84,1.05081,129.0815004,,
2015-06-12,Friday,122.82,1.04569,128.43164579999998,,start
2015-06-13,Saturday,,,128.43164579999998,imputed from 1151,
2015-06-14,Sunday,,,128.43164579999998,imputed from 1152,
2015-06-15,Monday,122.41,1.04873,128.3750393,,
2015-06-16,Tuesday,122.71,1.04852,128.66388919999997,,
2015-06-17,Wednesday,122.88,1.04535,128.452608,,
2015-06-18,Thursday,123.11,1.04715,128.9146365,,
2015-06-19,Friday,123.37,1.04154,128.4947898,,start
2015-06-20,Saturday,,,128.4947898,imputed from 1158,
2015-06-21,Sunday,,,128.4947898,imputed from 1159,
2015-06-22,Monday,122.55,1.04499,128.0635245,,
2015-06-23,Tuesday,122.88,1.04309,128.1748992,,
2015-06-24,Wednesday,123.0,1.04633,128.69859,,
2015-06-25,Thursday,122.85,1.04968,128.95318799999998,,
2015-06-26,Friday,122.4,1.04315,127.68156,,start
2015-06-27,Saturday,,,127.68156,imputed from 1165,
2015-06-28,Sunday,,,127.68156,imputed from 1166,
2015-06-29,Monday,123.02,1.03939,127.8657578,,
2015-06-30,Tuesday,123.38,1.04184,128.5422192,,
2015-07-01,Wednesday,122.84,1.04832,128.7756288,,
2015-07-02,Thursday,122.21,1.04599,127.83043789999999,,
2015-07-03,Friday,122.88,1.04428,128.3211264,,start
2015-07-04,Saturday,,,128.3211264,imputed from 1172,
2015-07-05,Sunday,,,128.3211264,imputed from 1173,
2015-07-06,Monday,122.84,1.04212,128.0140208,,
2015-07-07,Tuesday,123.99,1.04242,129.24965579999997,,
2015-07-08,Wednesday,123.87,1.04719,129.71542530000002,,
2015-07-09,Thursday,123.59,1.04595,129.2689605,,
2015-07-10,Friday,122.5,1.04746,128.31385,,start
2015-07-11,Saturday,,,128.31385,imputed from 1179,
2015-07-12,Sunday,,,128.31385,imputed from 1180,
2015-07-13,Monday,122.83,1.04543,128.4101669,,
2015-07-14,Tuesday,123.12,1.04027,128.07804240000002,,
2015-07-15,Wednesday,123.86,1.04228,129.0968008,,
2015-07-16,Thursday,123.99,1.04172,129.1628628,,
2015-07-17,Friday,124.56,1.04145,129.723012,,start
2015-07-18,Saturday,,,129.723012,imputed from 1186,
2015-07-19,Sunday,,,129.723012,imputed from 1187,
2015-07-20,Monday,124.94,1.04418,130.4598492,,
2015-07-21,Tuesday,124.6,1.04824,130.610704,,
2015-07-22,Wednesday,124.95,1.04895,131.0663025,,
2015-07-23,Thursday,125.02,1.05431,131.8098362,,
2015-07-24,Friday,125.72,1.05723,132.91495559999998,,start
2015-07-25,Saturday,,,132.91495559999998,imputed from 1193,
2015-07-26,Sunday,,,132.91495559999998,imputed from 1194,
2015-07-27,Monday,125.71,1.06762,134.2105102,,
2015-07-28,Tuesday,125.64,1.06449,133.7425236,,
2015-07-29,Wednesday,125.42,1.0632,133.346544,,
2015-07-30,Thursday,126.05,1.05961,133.5638405,,
2015-07-31,Friday,126.1,1.06193,133.909373,,start
2015-08-01,Saturday,,,133.909373,imputed from 1200,
2015-08-02,Sunday,,,133.909373,imputed from 1201,
2015-08-03,Monday,126.06,1.06134,133.7925204,,
2015-08-04,Tuesday,125.97,1.06469,134.11899929999998,,
2015-08-05,Wednesday,125.02,1.06768,133.48135359999998,,
2015-08-06,Thursday,125.4,1.07152,134.36860800000002,,
2015-08-07,Friday,125.92,1.07734,135.6586528,,start
2015-08-08,Saturday,,,135.6586528,imputed from 1207,
2015-08-09,Sunday,,,135.6586528,imputed from 1208,
2015-08-10,Monday,125.53,1.08385,136.0556905,,
2015-08-11,Tuesday,126.41,1.09122,137.9411202,,
2015-08-12,Wednesday,126.46,1.08849,137.6504454,,
2015-08-13,Thursday,126.17,1.08862,137.3511854,,
2015-08-14,Friday,125.96,1.08426,136.57338959999998,,start
2015-08-15,Saturday,,,136.57338959999998,imputed from 1214,
2015-08-16,Sunday,,,136.57338959999998,imputed from 1215,
2015-08-17,Monday,126.24,1.08417,136.86562080000002,,
2015-08-18,Tuesday,125.96,1.07736,135.7042656,,
2015-08-19,Wednesday,125.98,1.07381,135.2785838,,
2015-08-20,Thursday,126.34,1.07741,136.1199794,,
2015-08-21,Friday,126.17,1.07739,135.9342963,,start
2015-08-22,Saturday,,,135.9342963,imputed from 1221,
2015-08-23,Sunday,,,135.9342963,imputed from 1222,
2015-08-24,Monday,126.11,1.08077,136.2959047,,
2015-08-25,Tuesday,124.49,1.08166,134.6558534,,
2015-08-26,Wednesday,125.06,1.08002,135.0673012,,
2015-08-27,Thursday,124.82,1.08653,135.6206746,,
2015-08-28,Friday,124.97,1.07645,134.5239565,,start
2015-08-29,Saturday,,,134.5239565,imputed from 1228,
2015-08-30,Sunday,,,134.5239565,imputed from 1229,
2015-08-31,Monday,124.43,1.08441,134.93313630000003,,
2015-09-01,Tuesday,124.24,1.08506,134.8078544,,
2015-09-02,Wednesday,124.41,1.08819,135.38171789999998,,
2015-09-03,Thursday,125.1,1.08283,135.462033,,
2015-09-04,Friday,125.71,1.0837,136.231927,,start
2015-09-05,Saturday,,,136.231927,imputed from 1235,
2015-09-06,Sunday,,,136.231927,imputed from 1236,
2015-09-07,Monday,125.53,1.08924,136.7322972,,
2015-09-08,Tuesday,125.67,1.09697,137.8562199,,
2015-09-09,Wednesday,125.62,1.09319,137.3265278,,
2015-09-10,Thursday,125.8,1.09774,138.09569199999999,,
2015-09-11,Friday,126.17,1.09944,138.7163448,,start
2015-09-12,Saturday,,,138.7163448,imputed from 1242,
2015-09-13,Sunday,,,138.7163448,imputed from 1243,
2015-09-14,Monday,126.17,1.09601,138.28358169999998,,
2015-09-15,Tuesday,125.36,1.09779,137.6189544,,
2015-09-16,Wednesday,125.01,1.0968,137.110968,,
2015-09-17,Thursday,125.05,1.09787,137.28864349999998,,
2015-09-18,Friday,126.37,1.0945,138.31196500000001,,start
2015-09-19,Saturday,,,138.31196500000001,imputed from 1249,
2015-09-20,Sunday,,,138.31196500000001,imputed from 1250,
2015-09-21,Monday,126.13,1.08745,137.1600685,,
2015-09-22,Tuesday,127.06,1.08456,137.8041936,,
2015-09-23,Wednesday,126.95,1.09574,139.10419299999998,,
2015-09-24,Thursday,127.03,1.09522,139.1257966,,
2015-09-25,Friday,126.38,1.09594,138.5048972,,start
2015-09-26,Saturday,,,138.5048972,imputed from 1256,
2015-09-27,Sunday,,,138.5048972,imputed from 1257,
2015-09-28,Monday,126.71,1.09467,138.7056357,,
2015-09-29,Tuesday,126.85,1.09325,138.6787625,,
2015-09-30,Wednesday,127.03,1.08793,138.1997479,,
2015-10-01,Thursday,127.52,1.09406,139.5145312,,
2015-10-02,Friday,127.96,1.09005,139.482798,,start
2015-10-03,Saturday,,,139.482798,imputed from 1263,
2015-10-04,Sunday,,,139.482798,imputed from 1264,
2015-10-05,Monday,127.43,1.09129,139.06308470000002,,
2015-10-06,Tuesday,127.13,1.08985,138.5526305,,
2015-10-07,Wednesday,127.16,1.094,139.11304,,
2015-10-08,Thursday,127.33,1.08956,138.73367480000002,,
2015-10-09,Friday,126.99,1.09216,138.6933984,,start
2015-10-10,Saturday,,,138.6933984,imputed from 1270,
2015-10-11,Sunday,,,138.6933984,imputed from 1271,
2015-10-12,Monday,127.4,1.09362,139.327188,,
2015-10-13,Tuesday,127.28,1.09,138.73520000000002,,
2015-10-14,Wednesday,127.84,1.08955,139.288072,,
2015-10-15,Thursday,127.71,1.08191,138.1707261,,
2015-10-16,Friday,127.86,1.0829,138.459594,,start
2015-10-17,Saturday,,,138.459594,imputed from 1277,
2015-10-18,Sunday,,,138.459594,imputed from 1278,
2015-10-19,Monday,127.65,1.08318,138.26792700000001,,
2015-10-20,Tuesday,126.99,1.08491,137.7727209,,
2015-10-21,Wednesday,127.68,1.08795,138.909456,,
2015-10-22,Thursday,128.51,1.08103,138.9231653,,
2015-10-23,Friday,128.57,1.07823,138.6280311,,start
2015-10-24,Saturday,,,138.6280311,imputed from 1284,
2015-10-25,Sunday,,,138.6280311,imputed from 1285,
2015-10-26,Monday,128.65,1.08755,139.9133075,,
2015-10-27,Tuesday,129.25,1.0897,140.84372499999998,,
2015-10-28,Wednesday,129.33,1.08591,140.44074030000002,,
2015-10-29,Thursday,128.33,1.08627,139.40102910000002,,
2015-10-30,Friday,128.4,1.08728,139.606752,,start
2015-10-31,Saturday,,,139.606752,imputed from 1291,
2015-11-01,Sunday,,,139.606752,imputed from 1292,
2015-11-02,Monday,127.73,1.08696,138.83740079999998,,
2015-11-03,Tuesday,127.73,1.08646,138.7735358,,
2015-11-04,Wednesday,127.59,1.07933,137.7117147,,
2015-11-05,Thursday,127.59,1.08323,138.2093157,,
2015-11-06,Friday,126.82,1.08048,137.0264736,,start
2015-11-07,Saturday,,,137.0264736,imputed from 1298,
2015-11-08,Sunday,,,137.0264736,imputed from 1299,
2015-11-09,Monday,126.97,1.07898,136.9980906,,
2015-11-10,Tuesday,127.58,1.07926,137.6919908,,
2015-11-11,Wednesday,127.84,1.07911,137.9534224,,
2015-11-12,Thursday,127.88,1.08149,138.3009412,,
2015-11-13,Friday,128.4,1.08338,139.10599200000001,,start
2015-11-14,Saturday,,,139.10599200000001,imputed from 1305,
2015-11-15,Sunday,,,139.10599200000001,imputed from 1306,
2015-11-16,Monday,128.62,1.07905,138.78741100000002,,
2015-11-17,Tuesday,128.66,1.07992,138.9425072,,
2015-11-18,Wednesday,129.03,1.087,140.25561,,
2015-11-19,Thursday,129.18,1.08711,140.43286980000002,,
2015-11-20,Friday,129.08,1.0844,139.974352,,start
2015-11-21,Saturday,,,139.974352,imputed from 1312,
2015-11-22,Sunday,,,139.974352,imputed from 1313,
2015-11-23,Monday,128.48,1.08304,139.14897919999999,,
2015-11-24,Tuesday,128.89,1.08215,139.47831349999998,,
2015-11-25,Wednesday,129.34,1.08516,140.3545944,,
2015-11-26,Thursday,129.31,1.08619,140.4552289,,
2015-11-27,Friday,129.68,1.0908,141.454944,,start
2015-11-28,Saturday,,,141.454944,imputed from 1319,
2015-11-29,Sunday,,,141.454944,imputed from 1320,
2015-11-30,Monday,129.43,1.08705,140.69688150000002,,
2015-12-01,Tuesday,129.47,1.09091,141.2401177,,
2015-12-02,Wednesday,129.52,1.08113,140.0279576,,
2015-12-03,Thursday,127.42,1.08687,138.48897540000002,,
2015-12-04,Friday,127.11,1.08546,137.9728206,,start
2015-12-05,Saturday,,,137.9728206,imputed from 1326,
2015-12-06,Sunday,,,137.9728206,imputed from 1327,
2015-12-07,Monday,128.19,1.08378,138.92975819999998,,
2015-12-08,Tuesday,128.4,1.08095,138.79398,,
2015-12-09,Wednesday,128.03,1.08399,138.7832397,,
2015-12-10,Thursday,128.4,1.08077,138.770868,,
2015-12-11,Friday,128.65,1.08095,139.0642175,,start
2015-12-12,Saturday,,,139.0642175,imputed from 1333,
2015-12-13,Sunday,,,139.0642175,imputed from 1334,
2015-12-14,Monday,128.13,1.08313,138.7814469,,
2015-12-15,Tuesday,127.22,1.08366,137.86322520000002,,
2015-12-16,Wednesday,127.11,1.08055,137.34871049999998,,
2015-12-17,Thursday,127.84,1.07835,137.85626399999998,,
2015-12-18,Friday,128.31,1.07834,138.3618054,,start
2015-12-19,Saturday,,,138.3618054,imputed from 1340,
2015-12-20,Sunday,,,138.3618054,imputed from 1341,
2015-12-21,Monday,128.27,1.08316,138.9369332,,
2015-12-22,Tuesday,127.65,1.08178,138.089217,,
2015-12-23,Wednesday,127.27,1.0809,137.56614299999998,,
2015-12-24,Thursday,127.27,1.08146,137.6374142,,
2015-12-25,Friday,127.27,1.08274,137.8003198,imputed from 1346,start
2015-12-26,Saturday,,,137.8003198,imputed from 1347,
2015-12-27,Sunday,,,137.8003198,imputed from 1348,
2015-12-28,Monday,128.17,1.08414,138.9542238,,
2015-12-29,Tuesday,127.26,1.0846,138.026196,,
2015-12-30,Wednesday,127.44,1.08107,137.7715608,,
2015-12-31,Thursday,127.44,1.08822,138.6827568,,
2016-01-01,Friday,127.44,1.08733,138.56933519999998,imputed from 1353,start
2016-01-02,Saturday,,,138.56933519999998,imputed from 1354,
2016-01-03,Sunday,,,138.56933519999998,imputed from 1355,
2016-01-04,Monday,127.91,1.08544,138.8386304,,
2016-01-05,Tuesday,128.15,1.08422,138.942793,,
2016-01-06,Wednesday,128.6,1.08596,139.654456,,
2016-01-07,Thursday,128.14,1.08579,139.1331306,,
2016-01-08,Friday,128.58,1.08665,139.721457,,start
2016-01-09,Saturday,,,139.721457,imputed from 1361,
2016-01-10,Sunday,,,139.721457,imputed from 1362,
2016-01-11,Monday,128.25,1.08752,139.47444000000002,,
2016-01-12,Tuesday,128.22,1.08818,139.5264396,,
2016-01-13,Wednesday,128.51,1.09449,140.6529099,,
2016-01-14,Thursday,128.34,1.09183,140.12546220000002,,
2016-01-15,Friday,128.81,1.09248,140.7223488,,start
2016-01-16,Saturday,,,140.7223488,imputed from 1368,
2016-01-17,Sunday,,,140.7223488,imputed from 1369,
2016-01-18,Monday,128.75,1.09505,140.98768750000002,,
2016-01-19,Tuesday,128.7,1.09454,140.867298,,
2016-01-20,Wednesday,129.14,1.09423,141.3088622,,
2016-01-21,Thursday,129.65,1.09545,142.0250925,,
2016-01-22,Friday,129.59,1.09663,142.1122817,,start
2016-01-23,Saturday,,,142.1122817,imputed from 1375,
2016-01-24,Sunday,,,142.1122817,imputed from 1376,
2016-01-25,Monday,129.69,1.0989,142.51634099999998,,
2016-01-26,Tuesday,130.09,1.10531,143.78977790000002,,
2016-01-27,Wednesday,130.05,1.10575,143.80278750000002,,
2016-01-28,Thursday,130.29,1.10915,144.5111535,,
2016-01-29,Friday,131.18,1.10776,145.3159568,,start
2016-01-30,Saturday,,,145.3159568,imputed from 1382,
2016-01-31,Sunday,,,145.3159568,imputed from 1383,
2016-02-01,Monday,130.82,1.11051,145.2769182,,
2016-02-02,Tuesday,131.11,1.11224,145.8257864,,
2016-02-03,Wednesday,131.54,1.11539,146.7184006,,
2016-02-04,Thursday,131.21,1.11313,146.0537873,,
2016-02-05,Friday,131.16,1.1047,144.892452,,start
2016-02-06,Saturday,,,144.892452,imputed from 1389,
2016-02-07,Sunday,,,144.892452,imputed from 1390,
2016-02-08,Monday,131.57,1.10489,145.37037729999997,,
2016-02-09,Tuesday,131.34,1.09842,144.2664828,,
2016-02-10,Wednesday,131.38,1.09924,144.41815119999998,,
2016-02-11,Thursday,131.81,1.10115,145.1425815,,
2016-02-12,Friday,131.11,1.10059,144.29835490000002,,start
2016-02-13,Saturday,,,144.29835490000002,imputed from 1396,
2016-02-14,Sunday,,,144.29835490000002,imputed from 1397,
2016-02-15,Monday,131.5,1.10114,144.79991,,
2016-02-16,Tuesday,131.2,1.10174,144.54828799999999,,
2016-02-17,Wednesday,131.29,1.10433,144.9874857,,
2016-02-18,Thursday,132.07,1.10271,145.6349097,,
2016-02-19,Friday,132.15,1.10188,145.613442,,start
2016-02-20,Saturday,,,145.613442,imputed from 1403,
2016-02-21,Sunday,,,145.613442,imputed from 1404,
2016-02-22,Monday,132.51,1.10243,146.08299929999998,,
2016-02-23,Tuesday,132.42,1.09243,144.6595806,,
2016-02-24,Wednesday,132.68,1.08892,144.4779056,,
2016-02-25,Thursday,132.76,1.09142,144.89691919999999,,
2016-02-26,Friday,132.79,1.09028,144.77828119999998,,start
2016-02-27,Saturday,,,144.77828119999998,imputed from 1410,
2016-02-28,Sunday,,,144.77828119999998,imputed from 1411,
2016-02-29,Monday,133.24,1.08558,144.6426792,,
2016-03-01,Tuesday,132.78,1.08408,143.9441424,,
2016-03-02,Wednesday,132.16,1.08325,143.16232,,
2016-03-03,Thursday,132.41,1.08698,143.9270218,,
2016-03-04,Friday,131.92,1.09315,144.208348,,start
2016-03-05,Saturday,,,144.208348,imputed from 1417,
2016-03-06,Sunday,,,144.208348,imputed from 1418,
2016-03-07,Monday,132.35,1.0963,145.095305,,
2016-03-08,Tuesday,133.01,1.09633,145.8228533,,
2016-03-09,Wednesday,132.36,1.09725,145.23201000000003,,
2016-03-10,Thursday,131.55,1.10092,144.826026,,
2016-03-11,Friday,132.5,1.09582,145.19615,,start
2016-03-12,Saturday,,,145.19615,imputed from 1424,
2016-03-13,Sunday,,,145.19615,imputed from 1425,
2016-03-14,Monday,132.48,1.096,145.19808,,
2016-03-15,Tuesday,131.97,1.09652,144.7077444,,
2016-03-16,Wednesday,132.34,1.09643,145.1015462,,
2016-03-17,Thursday,133.07,1.09523,145.7422561,,
2016-03-18,Friday,133.16,1.09255,145.48395799999997,,start
2016-03-19,Saturday,,,145.48395799999997,imputed from 1431,
2016-03-20,Sunday,,,145.48395799999997,imputed from 1432,
2016-03-21,Monday,133.18,1.09032,145.2088176,,
2016-03-22,Tuesday,133.24,1.09125,145.39815000000002,,
2016-03-23,Wednesday,133.35,1.0905,145.418175,,
2016-03-24,Thursday,133.57,1.0903,145.631371,,
2016-03-25,Friday,133.57,1.09139,145.7769623,imputed from 1437,start
2016-03-26,Saturday,,,145.7769623,imputed from 1438,
2016-03-27,Sunday,,,145.7769623,imputed from 1439,
2016-03-28,Monday,,1.0902,145.7769623,imputed from 1440,
2016-03-29,Tuesday,134.14,1.09175,146.44734499999998,,
2016-03-30,Wednesday,134.05,1.09402,146.65338100000002,,
2016-03-31,Thursday,134.09,1.09447,146.75748230000002,,
2016-04-01,Friday,134.32,1.09157,146.6196824,,start
2016-04-02,Saturday,,,146.6196824,imputed from 1445,
2016-04-03,Sunday,,,146.6196824,imputed from 1446,
2016-04-04,Monday,134.43,1.09231,146.8392333,,
2016-04-05,Tuesday,134.71,1.08845,146.6250995,,
2016-04-06,Wednesday,134.49,1.08946,146.5214754,,
2016-04-07,Thursday,134.79,1.08757,146.59356029999998,,
2016-04-08,Friday,134.71,1.08665,146.3826215,,start
2016-04-09,Saturday,,,146.3826215,imputed from 1452,
2016-04-10,Sunday,,,146.3826215,imputed from 1453,
2016-04-11,Monday,134.4,1.08872,146.323968,,
2016-04-12,Tuesday,133.83,1.08774,145.5722442,,
2016-04-13,Wednesday,134.29,1.09012,146.39221479999998,,
2016-04-14,Thursday,133.97,1.08915,145.91342550000002,,
2016-04-15,Friday,134.34,1.09236,146.7476424,,start
2016-04-16,Saturday,,,146.7476424,imputed from 1459,
2016-04-17,Sunday,,,146.7476424,imputed from 1460,
2016-04-18,Monday,134.06,1.09112,146.2755472,,
2016-04-19,Tuesday,133.85,1.09242,146.220417,,
2016-04-20,Wednesday,134.18,1.09825,147.363185,,
2016-04-21,Thursday,133.32,1.10048,146.7159936,,
2016-04-22,Friday,133.29,1.09875,146.4523875,,start
2016-04-23,Saturday,,,146.4523875,imputed from 1466,
2016-04-24,Sunday,,,146.4523875,imputed from 1467,
2016-04-25,Monday,132.96,1.09868,146.08049280000003,,
2016-04-26,Tuesday,132.5,1.1,145.75,,
2016-04-27,Wednesday,132.51,1.0995,145.69474499999998,,
2016-04-28,Thursday,132.9,1.09715,145.811235,,
2016-04-29,Friday,132.44,1.09812,145.43501279999998,,start
2016-04-30,Saturday,,,145.43501279999998,imputed from 1473,
2016-05-01,Sunday,,,145.43501279999998,imputed from 1474,
2016-05-02,Monday,132.55,1.10065,145.8911575,,
2016-05-03,Tuesday,133.42,1.09746,146.4231132,,
2016-05-04,Wednesday,133.35,1.09992,146.674332,,
2016-05-05,Thursday,133.62,1.10378,147.4870836,,
